spike_time_ms,firing_rate_kHz
85.0,0.0
122.0,27.027027027027028
146.0,41.666666666666664
163.0,58.8235294117647
177.0,71.42857142857143
190.0,76.92307692307693
202.0,83.33333333333333
213.0,90.9090909090909
223.0,100.0
233.0,100.0
242.0,111.1111111111111
250.0,125.0
258.0,125.0
265.0,142.85714285714286
272.0,142.85714285714286
279.0,142.85714285714286
286.0,142.85714285714286
292.0,166.66666666666666
298.0,166.66666666666666
304.0,166.66666666666666
310.0,166.66666666666666
316.0,166.66666666666666
322.0,166.66666666666666
327.0,200.0
332.0,200.0
337.0,200.0
342.0,200.0
347.0,200.0
352.0,200.0
357.0,200.0
362.0,200.0
367.0,200.0
372.0,200.0
377.0,200.0
382.0,200.0
387.0,200.0
391.0,250.0
395.0,250.0
399.0,250.0
403.0,250.0
407.0,250.0
411.0,250.0
415.0,250.0
419.0,250.0
423.0,250.0
427.0,250.0
431.0,250.0
435.0,250.0
439.0,250.0
443.0,250.0
447.0,250.0
451.0,250.0
455.0,250.0
459.0,250.0
463.0,250.0
467.0,250.0
471.0,250.0
475.0,250.0
479.0,250.0
483.0,250.0
487.0,250.0
491.0,250.0
495.0,250.0
499.0,250.0
503.0,250.0
507.0,250.0
510.0,333.3333333333333
513.0,333.3333333333333
516.0,333.3333333333333
519.0,333.3333333333333
522.0,333.3333333333333
525.0,333.3333333333333
528.0,333.3333333333333
531.0,333.3333333333333
534.0,333.3333333333333
537.0,333.3333333333333
540.0,333.3333333333333
543.0,333.3333333333333
546.0,333.3333333333333
549.0,333.3333333333333
552.0,333.3333333333333
555.0,333.3333333333333
558.0,333.3333333333333
561.0,333.3333333333333
564.0,333.3333333333333
567.0,333.3333333333333
570.0,333.3333333333333
573.0,333.3333333333333
576.0,333.3333333333333
579.0,333.3333333333333
582.0,333.3333333333333
585.0,333.3333333333333
588.0,333.3333333333333
591.0,333.3333333333333
594.0,333.3333333333333
597.0,333.3333333333333
600.0,333.3333333333333
603.0,333.3333333333333
606.0,333.3333333333333
609.0,333.3333333333333
612.0,333.3333333333333
615.0,333.3333333333333
618.0,333.3333333333333
621.0,333.3333333333333
624.0,333.3333333333333
627.0,333.3333333333333
630.0,333.3333333333333
633.0,333.3333333333333
636.0,333.3333333333333
639.0,333.3333333333333
642.0,333.3333333333333
645.0,333.3333333333333
648.0,333.3333333333333
651.0,333.3333333333333
654.0,333.3333333333333
657.0,333.3333333333333
660.0,333.3333333333333
663.0,333.3333333333333
666.0,333.3333333333333
669.0,333.3333333333333
672.0,333.3333333333333
675.0,333.3333333333333
678.0,333.3333333333333
681.0,333.3333333333333
684.0,333.3333333333333
687.0,333.3333333333333
690.0,333.3333333333333
693.0,333.3333333333333
696.0,333.3333333333333
699.0,333.3333333333333
702.0,333.3333333333333
705.0,333.3333333333333
708.0,333.3333333333333
711.0,333.3333333333333
714.0,333.3333333333333
717.0,333.3333333333333
720.0,333.3333333333333
723.0,333.3333333333333
726.0,333.3333333333333
729.0,333.3333333333333
732.0,333.3333333333333
735.0,333.3333333333333
738.0,333.3333333333333
741.0,333.3333333333333
744.0,333.3333333333333
747.0,333.3333333333333
750.0,333.3333333333333
753.0,333.3333333333333
756.0,333.3333333333333
759.0,333.3333333333333
762.0,333.3333333333333
765.0,333.3333333333333
768.0,333.3333333333333
771.0,333.3333333333333
774.0,333.3333333333333
777.0,333.3333333333333
780.0,333.3333333333333
783.0,333.3333333333333
786.0,333.3333333333333
790.0,250.0
794.0,250.0
798.0,250.0
802.0,250.0
806.0,250.0
810.0,250.0
814.0,250.0
818.0,250.0
822.0,250.0
826.0,250.0
830.0,250.0
834.0,250.0
838.0,250.0
842.0,250.0
846.0,250.0
850.0,250.0
854.0,250.0
858.0,250.0
862.0,250.0
866.0,250.0
870.0,250.0
874.0,250.0
878.0,250.0
882.0,250.0
886.0,250.0
890.0,250.0
894.0,250.0
898.0,250.0
902.0,250.0
906.0,250.0
910.0,250.0
914.0,250.0
918.0,250.0
923.0,200.0
928.0,200.0
933.0,200.0
938.0,200.0
943.0,200.0
948.0,200.0
953.0,200.0
958.0,200.0
963.0,200.0
968.0,200.0
973.0,200.0
978.0,200.0
983.0,200.0
988.0,200.0
993.0,200.0
999.0,166.66666666666666
1005.0,166.66666666666666
1011.0,166.66666666666666
1017.0,166.66666666666666
1023.0,166.66666666666666
1029.0,166.66666666666666
1035.0,166.66666666666666
1041.0,166.66666666666666
1048.0,142.85714285714286
1055.0,142.85714285714286
1062.0,142.85714285714286
1069.0,142.85714285714286
1076.0,142.85714285714286
1083.0,142.85714285714286
1091.0,125.0
1099.0,125.0
1107.0,125.0
1115.0,125.0
1124.0,111.1111111111111
1133.0,111.1111111111111
1142.0,111.1111111111111
1151.0,111.1111111111111
1161.0,100.0
1171.0,100.0
1181.0,100.0
1192.0,90.9090909090909
1203.0,90.9090909090909
1215.0,83.33333333333333
1227.0,83.33333333333333
1240.0,76.92307692307693
1253.0,76.92307692307693
1267.0,71.42857142857143
1282.0,66.66666666666667
1298.0,62.5
1315.0,58.8235294117647
1333.0,55.55555555555555
1353.0,50.0
1375.0,45.45454545454545
1400.0,40.0
1429.0,34.48275862068965
1463.0,29.41176470588235
1495.0,31.25
1524.0,34.48275862068965
1551.0,37.03703703703704
1578.0,37.03703703703704
1604.0,38.46153846153847
1630.0,38.46153846153847
1656.0,38.46153846153847
1683.0,37.03703703703704
1711.0,35.714285714285715
1739.0,35.714285714285715
1768.0,34.48275862068965
1799.0,32.25806451612903
1831.0,31.25
1865.0,29.41176470588235
1901.0,27.777777777777775
1940.0,25.64102564102564
1982.0,23.809523809523807
2025.0,23.25581395348837
2070.0,22.22222222222222
2116.0,21.73913043478261
2160.0,22.727272727272727
2203.0,23.25581395348837
2244.0,24.390243902439025
2282.0,26.31578947368421
2319.0,27.027027027027028
2354.0,28.57142857142857
2388.0,29.41176470588235
2421.0,30.303030303030305
2454.0,30.303030303030305
2487.0,30.303030303030305
2520.0,30.303030303030305
2555.0,28.57142857142857
2595.0,25.0
2641.0,21.73913043478261
2692.0,19.607843137254903
2734.0,23.809523809523807
2772.0,26.31578947368421
2809.0,27.027027027027028
2845.0,27.777777777777775
2881.0,27.777777777777775
2921.0,25.0
2965.0,22.727272727272727
3019.0,18.51851851851852
3066.0,21.27659574468085
3106.0,25.0
3141.0,28.57142857142857
3174.0,30.303030303030305
3205.0,32.25806451612903
3236.0,32.25806451612903
3267.0,32.25806451612903
3298.0,32.25806451612903
3331.0,30.303030303030305
3367.0,27.777777777777775
3406.0,25.64102564102564
3452.0,21.73913043478261
3514.0,16.129032258064516
