Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa)
1101,138.38813,0,0,0,6.1988745,0,0,8.3237669,43.54845,0,0,0,0,0,0,0,0
1102,138.40214,0,0,0,6.1995019,0,0,8.3246093,43.552857,0,0,0,0,0,0,0,0
1103,138.41614,0,0,0,6.2001292,0,0,8.3254517,43.557265,0,0,0,0,0,0,0,0
1104,138.43015,0,0,0,6.2007565,0,0,8.3262941,43.561672,0,0,0,0,0,0,0,0
1105,138.44415,0,0,0,6.2013839,0,0,8.3271365,43.566079,0,0,0,0,0,0,0,0
1106,138.45816,0,0,0,6.2020112,0,0,8.3279788,43.570486,0,0,0,0,0,0,0,0
1107,138.47216,0,0,0,6.2026386,0,0,8.3288212,43.574894,0,0,0,0,0,0,0,0
1108,138.48617,0,0,0,6.2032659,0,0,8.3296636,43.579301,0,0,0,0,0,0,0,0
1109,138.50017,0,0,0,6.2038932,0,0,8.330506,43.583708,0,0,0,0,0,0,0,0
1110,138.51418,0,0,0,6.2045206,0,0,8.3313484,43.588115,0,0,0,0,0,0,0,0
1111,138.52818,0,0,0,6.2051479,0,0,8.3321908,43.592522,0,0,0,0,0,0,0,0
1112,138.54219,0,0,0,6.2057753,0,0,8.3330332,43.59693,0,0,0,0,0,0,0,0
1113,138.55619,0,0,0,6.2064026,0,0,8.3338755,43.601337,0,0,0,0,0,0,0,0
1114,138.5702,0,0,0,6.2070299,0,0,8.3347179,43.605744,0,0,0,0,0,0,0,0
1115,138.58421,0,0,0,6.2076573,0,0,8.3355603,43.610151,0,0,0,0,0,0,0,0
1116,138.59821,0,0,0,6.2082846,0,0,8.3364027,43.614558,0,0,0,0,0,0,0,0
1117,138.61222,0,0,0,6.208912,0,0,8.3372451,43.618966,0,0,0,0,0,0,0,0
1118,138.62622,0,0,0,6.2095393,0,0,8.3380875,43.623373,0,0,0,0,0,0,0,0
1119,138.64023,0,0,0,6.2101667,0,0,8.3389299,43.62778,0,0,0,0,0,0,0,0
1120,138.65423,0,0,0,6.210794,0,0,8.3397722,43.632187,0,0,0,0,0,0,0,0
1121,138.66824,0,0,0,6.2114213,0,0,8.3406146,43.636594,0,0,0,0,0,0,0,0
1122,138.68224,0,0,0,6.2120487,0,0,8.341457,43.641002,0,0,0,0,0,0,0,0
1123,138.69625,0,0,0,6.212676,0,0,8.3422994,43.645409,0,0,0,0,0,0,0,0
1124,138.71025,0,0,0,6.2133034,0,0,8.3431418,43.649816,0,0,0,0,0,0,0,0
1125,138.72426,0,0,0,6.2139307,0,0,8.3439842,43.654223,0,0,0,0,0,0,0,0
1126,138.73826,0,0,0,6.214558,0,0,8.3448266,43.658631,0,0,0,0,0,0,0,0
1127,138.75227,0,0,0,6.2151854,0,0,8.3456689,43.663038,0,0,0,0,0,0,0,0
1128,138.76627,0,0,0,6.2158127,0,0,8.3465113,43.667445,0,0,0,0,0,0,0,0
1129,138.78028,0,0,0,6.2164401,0,0,8.3473537,43.671852,0,0,0,0,0,0,0,0
1130,138.79428,0,0,0,6.2170674,0,0,8.3481961,43.676259,0,0,0,0,0,0,0,0
1131,138.80829,0,0,0,6.2176948,0,0,8.3490385,43.680667,0,0,0,0,0,0,0,0
1132,138.82229,0,0,0,6.2183221,0,0,8.3498809,43.685074,0,0,0,0,0,0,0,0
1133,138.8363,0,0,0,6.2189494,0,0,8.3507233,43.689481,0,0,0,0,0,0,0,0
1134,138.8503,0,0,0,6.2195768,0,0,8.3515656,43.693888,0,0,0,0,0,0,0,0
1135,138.86431,0,0,0,6.2202041,0,0,8.352408,43.698295,0,0,0,0,0,0,0,0
1136,138.87831,0,0,0,6.2208315,0,0,8.3532504,43.702703,0,0,0,0,0,0,0,0
1137,138.89232,0,0,0,6.2214588,0,0,8.3540928,43.70711,0,0,0,0,0,0,0,0
1138,138.90633,0,0,0,6.2220861,0,0,8.3549352,43.711517,0,0,0,0,0,0,0,0
1139,138.92033,0,0,0,6.2227135,0,0,8.3557776,43.715924,0,0,0,0,0,0,0,0
1140,138.93434,0,0,0,6.2233408,0,0,8.35662,43.720331,0,0,0,0,0,0,0,0
1141,138.94834,0,0,0,6.2239682,0,0,8.3574623,43.724739,0,0,0,0,0,0,0,0
1142,138.96235,0,0,0,6.2245955,0,0,8.3583047,43.729146,0,0,0,0,0,0,0,0
1143,138.97635,0,0,0,6.2252229,0,0,8.3591471,43.733553,0,0,0,0,0,0,0,0
1144,138.99036,0,0,0,6.2258502,0,0,8.3599895,43.73796,0,0,0,0,0,0,0,0
1145,139.00436,0,0,0,6.2264775,0,0,8.3608319,43.742368,0,0,0,0,0,0,0,0
1146,139.01837,0,0,0,6.2271049,0,0,8.3616743,43.746775,0,0,0,0,0,0,0,0
1147,139.03237,0,0,0,6.2277322,0,0,8.3625167,43.751182,0,0,0,0,0,0,0,0
1148,139.04638,0,0,0,6.2283596,0,0,8.363359,43.755589,0,0,0,0,0,0,0,0
1149,139.06038,0,0,0,6.2289869,0,0,8.3642014,43.759996,0,0,0,0,0,0,0,0
1150,139.07439,0,0,0,6.2296142,0,0,8.3650438,43.764404,0,0,0,0,0,0,0,0
1151,139.08839,0,0,0,6.2302416,0,0,8.3658862,43.768811,0,0,0,0,0,0,0,0
1152,139.1024,0,0,0,6.2308689,0,0,8.3667286,43.773218,0,0,0,0,0,0,0,0
1153,139.1164,0,0,0,6.2314963,0,0,8.367571,43.777625,0,0,0,0,0,0,0,0
1154,139.13041,0,0,0,6.2321236,0,0,8.3684134,43.782032,0,0,0,0,0,0,0,0
1155,139.14441,0,0,0,6.2327509,0,0,8.3692557,43.78644,0,0,0,0,0,0,0,0
1156,139.15842,0,0,0,6.2333783,0,0,8.3700981,43.790847,0,0,0,0,0,0,0,0
1157,139.15443,0,0,0,6.2331997,0,0,8.3698583,43.789592,0,0,0,0,0,0,0,0
1158,139.15044,0,0,0,6.233021,0,0,8.3696183,43.788337,0,0,0,0,0,0,0,0
1159,139.14645,0,0,0,6.2328423,0,0,8.3693784,43.787081,0,0,0,0,0,0,0,0
1160,139.14246,0,0,0,6.2326636,0,0,8.3691384,43.785826,0,0,0,0,0,0,0,0
1161,139.13847,0,0,0,6.2324849,0,0,8.3688984,43.78457,0,0,0,0,0,0,0,0
1162,139.13448,0,0,0,6.2323062,0,0,8.3686585,43.783315,0,0,0,0,0,0,0,0
1163,139.13049,0,0,0,6.2321274,0,0,8.3684185,43.782059,0,0,0,0,0,0,0,0
1164,139.1265,0,0,0,6.2319487,0,0,8.3681785,43.780804,0,0,0,0,0,0,0,0
1165,139.12252,0,0,0,6.23177,0,0,8.3679386,43.779548,0,0,0,0,0,0,0,0
1166,139.11853,0,0,0,6.2315913,0,0,8.3676986,43.778293,0,0,0,0,0,0,0,0
1167,139.11454,0,0,0,6.2314126,0,0,8.3674586,43.777038,0,0,0,0,0,0,0,0
1168,139.11055,0,0,0,6.2312339,0,0,8.3672187,43.775782,0,0,0,0,0,0,0,0
1169,139.10656,0,0,0,6.2310552,0,0,8.3669787,43.774527,0,0,0,0,0,0,0,0
1170,139.10257,0,0,0,6.2308765,0,0,8.3667388,43.773271,0,0,0,0,0,0,0,0
1171,139.09858,0,0,0,6.2306978,0,0,8.3664988,43.772016,0,0,0,0,0,0,0,0
1172,139.09459,0,0,0,6.2305191,0,0,8.3662588,43.77076,0,0,0,0,0,0,0,0
1173,139.0906,0,0,0,6.2303404,0,0,8.3660189,43.769505,0,0,0,0,0,0,0,0
1174,139.08661,0,0,0,6.2301617,0,0,8.3657789,43.768249,0,0,0,0,0,0,0,0
1175,139.08262,0,0,0,6.229983,0,0,8.3655389,43.766994,0,0,0,0,0,0,0,0
1176,139.07863,0,0,0,6.2298042,0,0,8.365299,43.765738,0,0,0,0,0,0,0,0
1177,139.07464,0,0,0,6.2296255,0,0,8.365059,43.764483,0,0,0,0,0,0,0,0
1178,139.07065,0,0,0,6.2294468,0,0,8.364819,43.763228,0,0,0,0,0,0,0,0
1179,139.06666,0,0,0,6.2292681,0,0,8.3645791,43.761972,0,0,0,0,0,0,0,0
1180,139.06267,0,0,0,6.2290894,0,0,8.3643391,43.760717,0,0,0,0,0,0,0,0
1181,139.05868,0,0,0,6.2289107,0,0,8.3640991,43.759461,0,0,0,0,0,0,0,0
1182,139.05469,0,0,0,6.228732,0,0,8.3638592,43.758206,0,0,0,0,0,0,0,0
1183,139.0507,0,0,0,6.2285533,0,0,8.3636192,43.75695,0,0,0,0,0,0,0,0
1184,139.04671,0,0,0,6.2283746,0,0,8.3633792,43.755695,0,0,0,0,0,0,0,0
1185,139.04272,0,0,0,6.2281959,0,0,8.3631393,43.754439,0,0,0,0,0,0,0,0
1186,139.03873,0,0,0,6.2280172,0,0,8.3628993,43.753184,0,0,0,0,0,0,0,0
1187,139.03474,0,0,0,6.2278385,0,0,8.3626593,43.751928,0,0,0,0,0,0,0,0
1188,139.03075,0,0,0,6.2276598,0,0,8.3624194,43.750673,0,0,0,0,0,0,0,0
1189,139.02677,0,0,0,6.2274811,0,0,8.3621794,43.749417,0,0,0,0,0,0,0,0
1190,139.02278,0,0,0,6.2273023,0,0,8.3619394,43.748162,0,0,0,0,0,0,0,0
1191,139.01879,0,0,0,6.2271236,0,0,8.3616995,43.746907,0,0,0,0,0,0,0,0
1192,139.0148,0,0,0,6.2269449,0,0,8.3614595,43.745651,0,0,0,0,0,0,0,0
1193,139.01081,0,0,0,6.2267662,0,0,8.3612195,43.744396,0,0,0,0,0,0,0,0
1194,139.00682,0,0,0,6.2265875,0,0,8.3609796,43.74314,0,0,0,0,0,0,0,0
1195,139.00283,0,0,0,6.2264088,0,0,8.3607396,43.741885,0,0,0,0,0,0,0,0
1196,138.99884,0,0,0,6.2262301,0,0,8.3604996,43.740629,0,0,0,0,0,0,0,0
1197,138.99485,0,0,0,6.2260514,0,0,8.3602597,43.739374,0,0,0,0,0,0,0,0
1198,138.99086,0,0,0,6.2258727,0,0,8.3600197,43.738118,0,0,0,0,0,0,0,0
1199,138.98687,0,0,0,6.225694,0,0,8.3597797,43.736863,0,0,0,0,0,0,0,0
1200,138.98288,0,0,0,6.2255153,0,0,8.3595398,43.735607,0,0,0,0,0,0,0,0
1201,138.97889,0,0,0,6.2253366,0,0,8.3592998,43.734352,0,0,0,0,0,0,0,0
1202,138.9749,0,0,0,6.2251579,0,0,8.3590598,43.733096,0,0,0,0,0,0,0,0
1203,138.97091,0,0,0,6.2249791,0,0,8.3588199,43.731841,0,0,0,0,0,0,0,0
1204,138.96692,0,0,0,6.2248004,0,0,8.3585799,43.730586,0,0,0,0,0,0,0,0
1205,138.96293,0,0,0,6.2246217,0,0,8.3583399,43.72933,0,0,0,0,0,0,0,0
1206,138.95894,0,0,0,6.224443,0,0,8.3581,43.728075,0,0,0,0,0,0,0,0
1207,138.95495,0,0,0,6.2242643,0,0,8.35786,43.726819,0,0,0,0,0,0,0,0
1208,138.95096,0,0,0,6.2240856,0,0,8.35762,43.725564,0,0,0,0,0,0,0,0
1209,138.94697,0,0,0,6.2239069,0,0,8.3573801,43.724308,0,0,0,0,0,0,0,0
1210,138.94298,0,0,0,6.2237282,0,0,8.3571401,43.723053,0,0,0,0,0,0,0,0
1211,138.93899,0,0,0,6.2235495,0,0,8.3569001,43.721797,0,0,0,0,0,0,0,0
1212,138.935,0,0,0,6.2233708,0,0,8.3566602,43.720542,0,0,0,0,0,0,0,0
1213,138.93101,0,0,0,6.2231921,0,0,8.3564202,43.719286,0,0,0,0,0,0,0,0
1214,138.92703,0,0,0,6.2230134,0,0,8.3561802,43.718031,0,0,0,0,0,0,0,0
1215,138.92304,0,0,0,6.2228347,0,0,8.3559403,43.716775,0,0,0,0,0,0,0,0
1216,138.91905,0,0,0,6.2226559,0,0,8.3557003,43.71552,0,0,0,0,0,0,0,0
1217,138.91506,0,0,0,6.2224772,0,0,8.3554603,43.714265,0,0,0,0,0,0,0,0
1218,138.91107,0,0,0,6.2222985,0,0,8.3552204,43.713009,0,0,0,0,0,0,0,0
1219,138.90708,0,0,0,6.2221198,0,0,8.3549804,43.711754,0,0,0,0,0,0,0,0
1220,138.90309,0,0,0,6.2219411,0,0,8.3547404,43.710498,0,0,0,0,0,0,0,0
1221,138.8991,0,0,0,6.2217624,0,0,8.3545005,43.709243,0,0,0,0,0,0,0,0
1222,138.89511,0,0,0,6.2215837,0,0,8.3542605,43.707987,0,0,0,0,0,0,0,0
1223,138.89112,0,0,0,6.221405,0,0,8.3540205,43.706732,0,0,0,0,0,0,0,0
1224,138.88713,0,0,0,6.2212263,0,0,8.3537806,43.705476,0,0,0,0,0,0,0,0
1225,138.88314,0,0,0,6.2210476,0,0,8.3535406,43.704221,0,0,0,0,0,0,0,0
1226,138.87915,0,0,0,6.2208689,0,0,8.3533006,43.702965,0,0,0,0,0,0,0,0
1227,138.87516,0,0,0,6.2206902,0,0,8.3530607,43.70171,0,0,0,0,0,0,0,0
1228,138.87117,0,0,0,6.2205115,0,0,8.3528207,43.700455,0,0,0,0,0,0,0,0
1229,138.86718,0,0,0,6.2203327,0,0,8.3525807,43.699199,0,0,0,0,0,0,0,0
1230,138.86319,0,0,0,6.220154,0,0,8.3523408,43.697944,0,0,0,0,0,0,0,0
1231,138.8592,0,0,0,6.2199753,0,0,8.3521008,43.696688,0,0,0,0,0,0,0,0
1232,138.85521,0,0,0,6.2197966,0,0,8.3518608,43.695433,0,0,0,0,0,0,0,0
1233,138.85122,0,0,0,6.2196179,0,0,8.3516209,43.694177,0,0,0,0,0,0,0,0
1234,138.84723,0,0,0,6.2194392,0,0,8.3513809,43.692922,0,0,0,0,0,0,0,0
1235,138.84324,0,0,0,6.2192605,0,0,8.3511409,43.691666,0,0,0,0,0,0,0,0
1236,138.83925,0,0,0,6.2190818,0,0,8.350901,43.690411,0,0,0,0,0,0,0,0
1237,138.83526,0,0,0,6.2189031,0,0,8.350661,43.689155,0,0,0,0,0,0,0,0
1238,138.83127,0,0,0,6.2187244,0,0,8.350421,43.6879,0,0,0,0,0,0,0,0
1239,138.82729,0,0,0,6.2185457,0,0,8.3501811,43.686644,0,0,0,0,0,0,0,0
1240,138.8233,0,0,0,6.218367,0,0,8.3499411,43.685389,0,0,0,0,0,0,0,0
1241,138.81931,0,0,0,6.2181883,0,0,8.3497012,43.684134,0,0,0,0,0,0,0,0
1242,138.81532,0,0,0,6.2180095,0,0,8.3494612,43.682878,0,0,0,0,0,0,0,0
1243,138.81133,0,0,0,6.2178308,0,0,8.3492212,43.681623,0,0,0,0,0,0,0,0
1244,138.80734,0,0,0,6.2176521,0,0,8.3489813,43.680367,0,0,0,0,0,0,0,0
1245,138.80335,0,0,0,6.2174734,0,0,8.3487413,43.679112,0,0,0,0,0,0,0,0
1246,138.79936,0,0,0,6.2172947,0,0,8.3485013,43.677856,0,0,0,0,0,0,0,0
1247,138.79537,0,0,0,6.217116,0,0,8.3482614,43.676601,0,0,0,0,0,0,0,0
1248,138.79138,0,0,0,6.2169373,0,0,8.3480214,43.675345,0,0,0,0,0,0,0,0
1249,138.78739,0,0,0,6.2167586,0,0,8.3477814,43.67409,0,0,0,0,0,0,0,0
1250,138.7834,0,0,0,6.2165799,0,0,8.3475415,43.672834,0,0,0,0,0,0,0,0
1251,138.77941,0,0,0,6.2164012,0,0,8.3473015,43.671579,0,0,0,0,0,0,0,0
1252,138.77542,0,0,0,6.2162225,0,0,8.3470615,43.670323,0,0,0,0,0,0,0,0
1253,138.77143,0,0,0,6.2160438,0,0,8.3468216,43.669068,0,0,0,0,0,0,0,0
1254,138.76744,0,0,0,6.2158651,0,0,8.3465816,43.667813,0,0,0,0,0,0,0,0
1255,138.76345,0,0,0,6.2156863,0,0,8.3463416,43.666557,0,0,0,0,0,0,0,0
1256,138.75946,0,0,0,6.2155076,0,0,8.3461017,43.665302,0,0,0,0,0,0,0,0
1257,138.75547,0,0,0,6.2153289,0,0,8.3458617,43.664046,0,0,0,0,0,0,0,0
1258,138.75148,0,0,0,6.2151502,0,0,8.3456217,43.662791,0,0,0,0,0,0,0,0
1259,138.74749,0,0,0,6.2149715,0,0,8.3453818,43.661535,0,0,0,0,0,0,0,0
1260,138.7435,0,0,0,6.2147928,0,0,8.3451418,43.66028,0,0,0,0,0,0,0,0
1261,138.73951,0,0,0,6.2146141,0,0,8.3449018,43.659024,0,0,0,0,0,0,0,0
1262,138.73552,0,0,0,6.2144354,0,0,8.3446619,43.657769,0,0,0,0,0,0,0,0
1263,138.73153,0,0,0,6.2142567,0,0,8.3444219,43.656513,0,0,0,0,0,0,0,0
1264,138.72755,0,0,0,6.214078,0,0,8.3441819,43.655258,0,0,0,0,0,0,0,0
1265,138.72356,0,0,0,6.2138993,0,0,8.343942,43.654002,0,0,0,0,0,0,0,0
1266,138.71957,0,0,0,6.2137206,0,0,8.343702,43.652747,0,0,0,0,0,0,0,0
1267,138.71219,0,0,0,6.21339,0,0,8.3432581,43.650424,0,0,0,0,0,0,0,0
1268,138.7048,0,0,0,6.2130593,0,0,8.3428141,43.648102,0,0,0,0,0,0,0,0
1269,138.69742,0,0,0,6.2127287,0,0,8.3423702,43.645779,0,0,0,0,0,0,0,0
1270,138.69004,0,0,0,6.2123981,0,0,8.3419262,43.643456,0,0,0,0,0,0,0,0
1271,138.68266,0,0,0,6.2120675,0,0,8.3414823,43.641134,0,0,0,0,0,0,0,0
1272,138.67528,0,0,0,6.2117369,0,0,8.3410383,43.638811,0,0,0,0,0,0,0,0
1273,138.6679,0,0,0,6.2114063,0,0,8.3405944,43.636489,0,0,0,0,0,0,0,0
1274,138.66052,0,0,0,6.2110756,0,0,8.3401504,43.634166,0,0,0,0,0,0,0,0
1275,138.65314,0,0,0,6.210745,0,0,8.3397065,43.631843,0,0,0,0,0,0,0,0
1276,138.64576,0,0,0,6.2104144,0,0,8.3392625,43.629521,0,0,0,0,0,0,0,0
1277,138.63838,0,0,0,6.2100838,0,0,8.3388186,43.627198,0,0,0,0,0,0,0,0
1278,138.631,0,0,0,6.2097532,0,0,8.3383746,43.624875,0,0,0,0,0,0,0,0
1279,138.62361,0,0,0,6.2094226,0,0,8.3379307,43.622553,0,0,0,0,0,0,0,0
1280,138.61623,0,0,0,6.2090919,0,0,8.3374867,43.62023,0,0,0,0,0,0,0,0
1281,138.60885,0,0,0,6.2087613,0,0,8.3370428,43.617907,0,0,0,0,0,0,0,0
1282,138.60147,0,0,0,6.2084307,0,0,8.3365988,43.615585,0,0,0,0,0,0,0,0
1283,138.59409,0,0,0,6.2081001,0,0,8.3361549,43.613262,0,0,0,0,0,0,0,0
1284,138.58671,0,0,0,6.2077695,0,0,8.335711,43.610939,0,0,0,0,0,0,0,0
1285,138.57933,0,0,0,6.2074389,0,0,8.335267,43.608617,0,0,0,0,0,0,0,0
1286,138.57195,0,0,0,6.2071082,0,0,8.3348231,43.606294,0,0,0,0,0,0,0,0
1287,138.56457,0,0,0,6.2067776,0,0,8.3343791,43.603971,0,0,0,0,0,0,0,0
1288,138.55719,0,0,0,6.206447,0,0,8.3339352,43.601649,0,0,0,0,0,0,0,0
1289,138.54981,0,0,0,6.2061164,0,0,8.3334912,43.599326,0,0,0,0,0,0,0,0
1290,138.54242,0,0,0,6.2057858,0,0,8.3330473,43.597003,0,0,0,0,0,0,0,0
1291,138.53504,0,0,0,6.2054552,0,0,8.3326033,43.594681,0,0,0,0,0,0,0,0
1292,138.52766,0,0,0,6.2051246,0,0,8.3321594,43.592358,0,0,0,0,0,0,0,0
1293,138.52028,0,0,0,6.2047939,0,0,8.3317154,43.590036,0,0,0,0,0,0,0,0
1294,138.5129,0,0,0,6.2044633,0,0,8.3312715,43.587713,0,0,0,0,0,0,0,0
1295,138.50552,0,0,0,6.2041327,0,0,8.3308275,43.58539,0,0,0,0,0,0,0,0
1296,138.49814,0,0,0,6.2038021,0,0,8.3303836,43.583068,0,0,0,0,0,0,0,0
1297,138.49076,0,0,0,6.2034715,0,0,8.3299396,43.580745,0,0,0,0,0,0,0,0
1298,138.48338,0,0,0,6.2031409,0,0,8.3294957,43.578422,0,0,0,0,0,0,0,0
1299,138.476,0,0,0,6.2028102,0,0,8.3290518,43.5761,0,0,0,0,0,0,0,0
1300,138.46862,0,0,0,6.2024796,0,0,8.3286078,43.573777,0,0,0,0,0,0,0,0
1301,138.46123,0,0,0,6.202149,0,0,8.3281639,43.571454,0,0,0,0,0,0,0,0
1302,138.45385,0,0,0,6.2018184,0,0,8.3277199,43.569132,0,0,0,0,0,0,0,0
1303,138.44647,0,0,0,6.2014878,0,0,8.327276,43.566809,0,0,0,0,0,0,0,0
1304,138.43909,0,0,0,6.2011572,0,0,8.326832,43.564486,0,0,0,0,0,0,0,0
1305,138.43171,0,0,0,6.2008265,0,0,8.3263881,43.562164,0,0,0,0,0,0,0,0
1306,138.42433,0,0,0,6.2004959,0,0,8.3259441,43.559841,0,0,0,0,0,0,0,0
1307,138.41695,0,0,0,6.2001653,0,0,8.3255002,43.557518,0,0,0,0,0,0,0,0
1308,138.40957,0,0,0,6.1998347,0,0,8.3250562,43.555196,0,0,0,0,0,0,0,0
1309,138.40219,0,0,0,6.1995041,0,0,8.3246123,43.552873,0,0,0,0,0,0,0,0
1310,138.39481,0,0,0,6.1991735,0,0,8.3241683,43.55055,0,0,0,0,0,0,0,0
1311,138.38743,0,0,0,6.1988428,0,0,8.3237244,43.548228,0,0,0,0,0,0,0,0
1312,138.38004,0,0,0,6.1985122,0,0,8.3232804,43.545905,0,0,0,0,0,0,0,0
1313,138.37266,0,0,0,6.1981816,0,0,8.3228365,43.543582,0,0,0,0,0,0,0,0
1314,138.36528,0,0,0,6.197851,0,0,8.3223925,43.54126,0,0,0,0,0,0,0,0
1315,138.3579,0,0,0,6.1975204,0,0,8.3219486,43.538937,0,0,0,0,0,0,0,0
1316,138.35052,0,0,0,6.1971898,0,0,8.3215047,43.536615,0,0,0,0,0,0,0,0
1317,138.34314,0,0,0,6.1968591,0,0,8.3210607,43.534292,0,0,0,0,0,0,0,0
1318,138.33576,0,0,0,6.1965285,0,0,8.3206168,43.531969,0,0,0,0,0,0,0,0
1319,138.32838,0,0,0,6.1961979,0,0,8.3201728,43.529647,0,0,0,0,0,0,0,0
1320,138.321,0,0,0,6.1958673,0,0,8.3197289,43.527324,0,0,0,0,0,0,0,0
1321,138.31362,0,0,0,6.1955367,0,0,8.3192849,43.525001,0,0,0,0,0,0,0,0
1322,138.30624,0,0,0,6.1952061,0,0,8.318841,43.522679,0,0,0,0,0,0,0,0
1323,138.29885,0,0,0,6.1948754,0,0,8.318397,43.520356,0,0,0,0,0,0,0,0
1324,138.29147,0,0,0,6.1945448,0,0,8.3179531,43.518033,0,0,0,0,0,0,0,0
1325,138.28409,0,0,0,6.1942142,0,0,8.3175091,43.515711,0,0,0,0,0,0,0,0
1326,138.27671,0,0,0,6.1938836,0,0,8.3170652,43.513388,0,0,0,0,0,0,0,0
1327,138.26933,0,0,0,6.193553,0,0,8.3166212,43.511065,0,0,0,0,0,0,0,0
1328,138.26195,0,0,0,6.1932224,0,0,8.3161773,43.508743,0,0,0,0,0,0,0,0
1329,138.25457,0,0,0,6.1928918,0,0,8.3157333,43.50642,0,0,0,0,0,0,0,0
1330,138.24719,0,0,0,6.1925611,0,0,8.3152894,43.504097,0,0,0,0,0,0,0,0
1331,138.23981,0,0,0,6.1922305,0,0,8.3148454,43.501775,0,0,0,0,0,0,0,0
1332,138.23243,0,0,0,6.1918999,0,0,8.3144015,43.499452,0,0,0,0,0,0,0,0
1333,138.22505,0,0,0,6.1915693,0,0,8.3139576,43.497129,0,0,0,0,0,0,0,0
1334,138.21766,0,0,0,6.1912387,0,0,8.3135136,43.494807,0,0,0,0,0,0,0,0
1335,138.21028,0,0,0,6.1909081,0,0,8.3130697,43.492484,0,0,0,0,0,0,0,0
1336,138.2029,0,0,0,6.1905774,0,0,8.3126257,43.490162,0,0,0,0,0,0,0,0
1337,138.19552,0,0,0,6.1902468,0,0,8.3121818,43.487839,0,0,0,0,0,0,0,0
1338,138.18814,0,0,0,6.1899162,0,0,8.3117378,43.485516,0,0,0,0,0,0,0,0
1339,138.18076,0,0,0,6.1895856,0,0,8.3112939,43.483194,0,0,0,0,0,0,0,0
1340,138.17338,0,0,0,6.189255,0,0,8.3108499,43.480871,0,0,0,0,0,0,0,0
1341,138.166,0,0,0,6.1889244,0,0,8.310406,43.478548,0,0,0,0,0,0,0,0
1342,138.15862,0,0,0,6.1885937,0,0,8.309962,43.476226,0,0,0,0,0,0,0,0
1343,138.15124,0,0,0,6.1882631,0,0,8.3095181,43.473903,0,0,0,0,0,0,0,0
1344,138.14385,0,0,0,6.1879325,0,0,8.3090741,43.47158,0,0,0,0,0,0,0,0
1345,138.13647,0,0,0,6.1876019,0,0,8.3086302,43.469258,0,0,0,0,0,0,0,0
1346,138.12909,0,0,0,6.1872713,0,0,8.3081862,43.466935,0,0,0,0,0,0,0,0
1347,138.12171,0,0,0,6.1869407,0,0,8.3077423,43.464612,0,0,0,0,0,0,0,0
1348,138.11433,0,0,0,6.18661,0,0,8.3072983,43.46229,0,0,0,0,0,0,0,0
1349,138.10695,0,0,0,6.1862794,0,0,8.3068544,43.459967,0,0,0,0,0,0,0,0
1350,138.09957,0,0,0,6.1859488,0,0,8.3064105,43.457644,0,0,0,0,0,0,0,0
1351,138.09219,0,0,0,6.1856182,0,0,8.3059665,43.455322,0,0,0,0,0,0,0,0
1352,138.08481,0,0,0,6.1852876,0,0,8.3055226,43.452999,0,0,0,0,0,0,0,0
1353,138.07743,0,0,0,6.184957,0,0,8.3050786,43.450676,0,0,0,0,0,0,0,0
1354,138.07005,0,0,0,6.1846263,0,0,8.3046347,43.448354,0,0,0,0,0,0,0,0
1355,138.06266,0,0,0,6.1842957,0,0,8.3041907,43.446031,0,0,0,0,0,0,0,0
1356,138.05528,0,0,0,6.1839651,0,0,8.3037468,43.443708,0,0,0,0,0,0,0,0
1357,138.0479,0,0,0,6.1836345,0,0,8.3033028,43.441386,0,0,0,0,0,0,0,0
1358,138.04052,0,0,0,6.1833039,0,0,8.3028589,43.439063,0,0,0,0,0,0,0,0
1359,138.03314,0,0,0,6.1829733,0,0,8.3024149,43.436741,0,0,0,0,0,0,0,0
1360,138.02576,0,0,0,6.1826427,0,0,8.301971,43.434418,0,0,0,0,0,0,0,0
1361,138.01838,0,0,0,6.182312,0,0,8.301527,43.432095,0,0,0,0,0,0,0,0
1362,138.011,0,0,0,6.1819814,0,0,8.3010831,43.429773,0,0,0,0,0,0,0,0
1363,138.00362,0,0,0,6.1816508,0,0,8.3006391,43.42745,0,0,0,0,0,0,0,0
1364,137.99624,0,0,0,6.1813202,0,0,8.3001952,43.425127,0,0,0,0,0,0,0,0
1365,137.98886,0,0,0,6.1809896,0,0,8.2997512,43.422805,0,0,0,0,0,0,0,0
1366,137.98147,0,0,0,6.180659,0,0,8.2993073,43.420482,0,0,0,0,0,0,0,0
1367,137.97409,0,0,0,6.1803283,0,0,8.2988634,43.418159,0,0,0,0,0,0,0,0
1368,137.96671,0,0,0,6.1799977,0,0,8.2984194,43.415837,0,0,0,0,0,0,0,0
1369,137.95933,0,0,0,6.1796671,0,0,8.2979755,43.413514,0,0,0,0,0,0,0,0
1370,137.95195,0,0,0,6.1793365,0,0,8.2975315,43.411191,0,0,0,0,0,0,0,0
