Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa)
2834,276.70103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07432,31.149756,14.331523,3.1755589,0,0,0,0,0,0,0,57.899325,178.85804,158.5832,22.290741,4.6355045,0,0,0,0,0,0,61.852812,170.76951,131.70704,18.770821,3.5733477,0,0,0,0,0,0,0,10.276186,25.321644,12.27408,3.6727085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,276.69504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073994,31.149082,14.331212,3.1754902,0,0,0,0,0,0,0,57.898072,178.85417,158.57977,22.290259,4.6354041,0,0,0,0,0,0,61.851472,170.76582,131.70419,18.770415,3.5732703,0,0,0,0,0,0,0,10.275964,25.321096,12.273814,3.672629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,276.68904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073668,31.148407,14.330902,3.1754214,0,0,0,0,0,0,0,57.896818,178.8503,158.57633,22.289776,4.6353038,0,0,0,0,0,0,61.850133,170.76212,131.70133,18.770008,3.5731929,0,0,0,0,0,0,0,10.275741,25.320548,12.273548,3.6725495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,276.68305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073341,31.147733,14.330592,3.1753527,0,0,0,0,0,0,0,57.895565,178.84643,158.5729,22.289293,4.6352034,0,0,0,0,0,0,61.848794,170.75842,131.69848,18.769602,3.5731155,0,0,0,0,0,0,0,10.275519,25.319999,12.273283,3.6724699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,276.67706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.073015,31.147058,14.330282,3.1752839,0,0,0,0,0,0,0,57.894311,178.84255,158.56947,22.288811,4.635103,0,0,0,0,0,0,61.847455,170.75472,131.69563,18.769195,3.5730382,0,0,0,0,0,0,0,10.275296,25.319451,12.273017,3.6723904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,276.67107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.072688,31.146384,14.329971,3.1752152,0,0,0,0,0,0,0,57.893057,178.83868,158.56603,22.288328,4.6350027,0,0,0,0,0,0,61.846115,170.75103,131.69278,18.768789,3.5729608,0,0,0,0,0,0,0,10.275074,25.318903,12.272751,3.6723109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,276.66508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.072362,31.14571,14.329661,3.1751464,0,0,0,0,0,0,0,57.891804,178.83481,158.5626,22.287846,4.6349023,0,0,0,0,0,0,61.844776,170.74733,131.68993,18.768383,3.5728834,0,0,0,0,0,0,0,10.274851,25.318355,12.272485,3.6722314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,276.65909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.072036,31.145035,14.329351,3.1750776,0,0,0,0,0,0,0,57.89055,178.83094,158.55917,22.287363,4.6348019,0,0,0,0,0,0,61.843437,170.74363,131.68708,18.767976,3.5728061,0,0,0,0,0,0,0,10.274629,25.317806,12.27222,3.6721519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,276.6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.071709,31.144361,14.32904,3.1750089,0,0,0,0,0,0,0,57.889296,178.82706,158.55573,22.28688,4.6347016,0,0,0,0,0,0,61.842098,170.73993,131.68422,18.76757,3.5727287,0,0,0,0,0,0,0,10.274406,25.317258,12.271954,3.6720723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,276.64711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.071383,31.143686,14.32873,3.1749401,0,0,0,0,0,0,0,57.888043,178.82319,158.5523,22.286398,4.6346012,0,0,0,0,0,0,61.840759,170.73624,131.68137,18.767163,3.5726513,0,0,0,0,0,0,0,10.274184,25.31671,12.271688,3.6719928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,276.64112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.071056,31.143012,14.32842,3.1748714,0,0,0,0,0,0,0,57.886789,178.81932,158.54887,22.285915,4.6345008,0,0,0,0,0,0,61.839419,170.73254,131.67852,18.766757,3.572574,0,0,0,0,0,0,0,10.273961,25.316162,12.271422,3.6719133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2845,276.63513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.07073,31.142337,14.328109,3.1748026,0,0,0,0,0,0,0,57.885536,178.81545,158.54543,22.285432,4.6344005,0,0,0,0,0,0,61.83808,170.72884,131.67567,18.766351,3.5724966,0,0,0,0,0,0,0,10.273739,25.315613,12.271157,3.6718338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,276.62913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.070404,31.141663,14.327799,3.1747339,0,0,0,0,0,0,0,57.884282,178.81157,158.542,22.28495,4.6343001,0,0,0,0,0,0,61.836741,170.72514,131.67282,18.765944,3.5724192,0,0,0,0,0,0,0,10.273516,25.315065,12.270891,3.6717543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,276.62314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.070077,31.140988,14.327489,3.1746651,0,0,0,0,0,0,0,57.883028,178.8077,158.53856,22.284467,4.6341997,0,0,0,0,0,0,61.835402,170.72145,131.66997,18.765538,3.5723419,0,0,0,0,0,0,0,10.273294,25.314517,12.270625,3.6716747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,276.61715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.069751,31.140314,14.327179,3.1745964,0,0,0,0,0,0,0,57.881775,178.80383,158.53513,22.283984,4.6340994,0,0,0,0,0,0,61.834063,170.71775,131.66711,18.765131,3.5722645,0,0,0,0,0,0,0,10.273071,25.313969,12.270359,3.6715952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2849,276.61116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.069425,31.13964,14.326868,3.1745276,0,0,0,0,0,0,0,57.880521,178.79996,158.5317,22.283502,4.633999,0,0,0,0,0,0,61.832723,170.71405,131.66426,18.764725,3.5721871,0,0,0,0,0,0,0,10.272849,25.31342,12.270094,3.6715157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,276.60517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.069098,31.138965,14.326558,3.1744588,0,0,0,0,0,0,0,57.879267,178.79608,158.52826,22.283019,4.6338986,0,0,0,0,0,0,61.831384,170.71035,131.66141,18.764318,3.5721097,0,0,0,0,0,0,0,10.272626,25.312872,12.269828,3.6714362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,276.59918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068772,31.138291,14.326248,3.1743901,0,0,0,0,0,0,0,57.878014,178.79221,158.52483,22.282537,4.6337983,0,0,0,0,0,0,61.830045,170.70666,131.65856,18.763912,3.5720324,0,0,0,0,0,0,0,10.272404,25.312324,12.269562,3.6713567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,276.59319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068445,31.137616,14.325937,3.1743213,0,0,0,0,0,0,0,57.87676,178.78834,158.5214,22.282054,4.6336979,0,0,0,0,0,0,61.828706,170.70296,131.65571,18.763506,3.571955,0,0,0,0,0,0,0,10.272181,25.311775,12.269296,3.6712771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,276.5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.068119,31.136942,14.325627,3.1742526,0,0,0,0,0,0,0,57.875507,178.78447,158.51796,22.281571,4.6335975,0,0,0,0,0,0,61.827366,170.69926,131.65286,18.763099,3.5718776,0,0,0,0,0,0,0,10.271959,25.311227,12.269031,3.6711976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,276.58121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.067793,31.136267,14.325317,3.1741838,0,0,0,0,0,0,0,57.874253,178.78059,158.51453,22.281089,4.6334972,0,0,0,0,0,0,61.826027,170.69557,131.65,18.762693,3.5718003,0,0,0,0,0,0,0,10.271736,25.310679,12.268765,3.6711181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,276.57521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.067466,31.135593,14.325006,3.1741151,0,0,0,0,0,0,0,57.872999,178.77672,158.5111,22.280606,4.6333968,0,0,0,0,0,0,61.824688,170.69187,131.64715,18.762286,3.5717229,0,0,0,0,0,0,0,10.271514,25.310131,12.268499,3.6710386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,276.56922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06714,31.134918,14.324696,3.1740463,0,0,0,0,0,0,0,57.871746,178.77285,158.50766,22.280123,4.6332964,0,0,0,0,0,0,61.823349,170.68817,131.6443,18.76188,3.5716455,0,0,0,0,0,0,0,10.271291,25.309582,12.268233,3.6709591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,276.56323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.066813,31.134244,14.324386,3.1739775,0,0,0,0,0,0,0,57.870492,178.76898,158.50423,22.279641,4.6331961,0,0,0,0,0,0,61.82201,170.68447,131.64145,18.761473,3.5715682,0,0,0,0,0,0,0,10.271069,25.309034,12.267968,3.6708795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,276.55724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.066487,31.133569,14.324076,3.1739088,0,0,0,0,0,0,0,57.869239,178.7651,158.5008,22.279158,4.6330957,0,0,0,0,0,0,61.82067,170.68078,131.6386,18.761067,3.5714908,0,0,0,0,0,0,0,10.270846,25.308486,12.267702,3.6708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,276.55125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.066161,31.132895,14.323765,3.17384,0,0,0,0,0,0,0,57.867985,178.76123,158.49736,22.278676,4.6329953,0,0,0,0,0,0,61.819331,170.67708,131.63575,18.760661,3.5714134,0,0,0,0,0,0,0,10.270624,25.307938,12.267436,3.6707205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,276.54526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065834,31.132221,14.323455,3.1737713,0,0,0,0,0,0,0,57.866731,178.75736,158.49393,22.278193,4.632895,0,0,0,0,0,0,61.817992,170.67338,131.63289,18.760254,3.5713361,0,0,0,0,0,0,0,10.270401,25.307389,12.26717,3.670641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,276.53927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065508,31.131546,14.323145,3.1737025,0,0,0,0,0,0,0,57.865478,178.75348,158.49049,22.27771,4.6327946,0,0,0,0,0,0,61.816653,170.66968,131.63004,18.759848,3.5712587,0,0,0,0,0,0,0,10.270179,25.306841,12.266905,3.6705615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,276.53328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065182,31.130872,14.322834,3.1736338,0,0,0,0,0,0,0,57.864224,178.74961,158.48706,22.277228,4.6326942,0,0,0,0,0,0,61.815313,170.66599,131.62719,18.759441,3.5711813,0,0,0,0,0,0,0,10.269956,25.306293,12.266639,3.6704819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,276.52729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.064855,31.130197,14.322524,3.173565,0,0,0,0,0,0,0,57.86297,178.74574,158.48363,22.276745,4.6325939,0,0,0,0,0,0,61.813974,170.66229,131.62434,18.759035,3.5711039,0,0,0,0,0,0,0,10.269734,25.305745,12.266373,3.6704024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,276.5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.064529,31.129523,14.322214,3.1734963,0,0,0,0,0,0,0,57.861717,178.74187,158.48019,22.276262,4.6324935,0,0,0,0,0,0,61.812635,170.65859,131.62149,18.758629,3.5710266,0,0,0,0,0,0,0,10.269511,25.305196,12.266107,3.6703229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,276.5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.064202,31.128848,14.321903,3.1734275,0,0,0,0,0,0,0,57.860463,178.73799,158.47676,22.27578,4.6323931,0,0,0,0,0,0,61.811296,170.65489,131.61864,18.758222,3.5709492,0,0,0,0,0,0,0,10.269289,25.304648,12.265841,3.6702434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,276.50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.063876,31.128174,14.321593,3.1733587,0,0,0,0,0,0,0,57.85921,178.73412,158.47333,22.275297,4.6322928,0,0,0,0,0,0,61.809957,170.6512,131.61578,18.757816,3.5708718,0,0,0,0,0,0,0,10.269066,25.3041,12.265576,3.6701638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,276.50332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06355,31.127499,14.321283,3.17329,0,0,0,0,0,0,0,57.857956,178.73025,158.46989,22.274814,4.6321924,0,0,0,0,0,0,61.808617,170.6475,131.61293,18.757409,3.5707945,0,0,0,0,0,0,0,10.268844,25.303552,12.26531,3.6700843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,276.49733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.063223,31.126825,14.320972,3.1732212,0,0,0,0,0,0,0,57.856702,178.72638,158.46646,22.274332,4.632092,0,0,0,0,0,0,61.807278,170.6438,131.61008,18.757003,3.5707171,0,0,0,0,0,0,0,10.268621,25.303003,12.265044,3.6700048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,276.49134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.062897,31.126151,14.320662,3.1731525,0,0,0,0,0,0,0,57.855449,178.7225,158.46303,22.273849,4.6319917,0,0,0,0,0,0,61.805939,170.6401,131.60723,18.756596,3.5706397,0,0,0,0,0,0,0,10.268399,25.302455,12.264778,3.6699253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2870,276.48535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06257,31.125476,14.320352,3.1730837,0,0,0,0,0,0,0,57.854195,178.71863,158.45959,22.273367,4.6318913,0,0,0,0,0,0,61.8046,170.63641,131.60438,18.75619,3.5705624,0,0,0,0,0,0,0,10.268176,25.301907,12.264513,3.6698458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,276.47936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.062244,31.124802,14.320042,3.173015,0,0,0,0,0,0,0,57.852941,178.71476,158.45616,22.272884,4.6317909,0,0,0,0,0,0,61.80326,170.63271,131.60153,18.755784,3.570485,0,0,0,0,0,0,0,10.267954,25.301359,12.264247,3.6697662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,276.47337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.061918,31.124127,14.319731,3.1729462,0,0,0,0,0,0,0,57.851688,178.71089,158.45272,22.272401,4.6316906,0,0,0,0,0,0,61.801921,170.62901,131.59867,18.755377,3.5704076,0,0,0,0,0,0,0,10.267731,25.30081,12.263981,3.6696867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,276.46738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.061591,31.123453,14.319421,3.1728774,0,0,0,0,0,0,0,57.850434,178.70701,158.44929,22.271919,4.6315902,0,0,0,0,0,0,61.800582,170.62531,131.59582,18.754971,3.5703303,0,0,0,0,0,0,0,10.267509,25.300262,12.263715,3.6696072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2874,276.46138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.061265,31.122778,14.319111,3.1728087,0,0,0,0,0,0,0,57.849181,178.70314,158.44586,22.271436,4.6314898,0,0,0,0,0,0,61.799243,170.62162,131.59297,18.754564,3.5702529,0,0,0,0,0,0,0,10.267286,25.299714,12.26345,3.6695277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,276.45539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.060939,31.122104,14.3188,3.1727399,0,0,0,0,0,0,0,57.847927,178.69927,158.44242,22.270953,4.6313895,0,0,0,0,0,0,61.797904,170.61792,131.59012,18.754158,3.5701755,0,0,0,0,0,0,0,10.267064,25.299166,12.263184,3.6694482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,276.43574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.059868,31.119891,14.317782,3.1725144,0,0,0,0,0,0,0,57.843815,178.68657,158.43116,22.26937,4.6310602,0,0,0,0,0,0,61.79351,170.60579,131.58076,18.752825,3.5699217,0,0,0,0,0,0,0,10.266334,25.297367,12.262312,3.6691873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,276.41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.058797,31.117679,14.316765,3.1722888,0,0,0,0,0,0,0,57.839702,178.67386,158.4199,22.267787,4.630731,0,0,0,0,0,0,61.789117,170.59366,131.57141,18.751491,3.5696679,0,0,0,0,0,0,0,10.265604,25.295569,12.26144,3.6689264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,276.39643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.057727,31.115467,14.315747,3.1720633,0,0,0,0,0,0,0,57.83559,178.66116,158.40863,22.266204,4.6304018,0,0,0,0,0,0,61.784724,170.58153,131.56206,18.750158,3.5694141,0,0,0,0,0,0,0,10.264874,25.29377,12.260569,3.6686656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,276.37678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.056656,31.113254,14.314729,3.1718377,0,0,0,0,0,0,0,57.831478,178.64845,158.39737,22.26462,4.6300725,0,0,0,0,0,0,61.780331,170.5694,131.5527,18.748825,3.5691603,0,0,0,0,0,0,0,10.264144,25.291972,12.259697,3.6684047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,276.35713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.055585,31.111042,14.313711,3.1716122,0,0,0,0,0,0,0,57.827365,178.63575,158.38611,22.263037,4.6297433,0,0,0,0,0,0,61.775938,170.55727,131.54335,18.747492,3.5689065,0,0,0,0,0,0,0,10.263414,25.290173,12.258825,3.6681439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,276.33748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.054515,31.108829,14.312693,3.1713866,0,0,0,0,0,0,0,57.823253,178.62305,158.37484,22.261454,4.629414,0,0,0,0,0,0,61.771545,170.54514,131.53399,18.746159,3.5686527,0,0,0,0,0,0,0,10.262684,25.288375,12.257953,3.667883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,276.31782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.053444,31.106617,14.311675,3.1711611,0,0,0,0,0,0,0,57.81914,178.61034,158.36358,22.259871,4.6290848,0,0,0,0,0,0,61.767151,170.53301,131.52464,18.744825,3.5683989,0,0,0,0,0,0,0,10.261954,25.286576,12.257081,3.6676222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,276.29817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.052373,31.104404,14.310657,3.1709355,0,0,0,0,0,0,0,57.815028,178.59764,158.35232,22.258288,4.6287555,0,0,0,0,0,0,61.762758,170.52089,131.51528,18.743492,3.5681451,0,0,0,0,0,0,0,10.261225,25.284778,12.25621,3.6673613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,276.27852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.051303,31.102192,14.309639,3.17071,0,0,0,0,0,0,0,57.810916,178.58494,158.34105,22.256704,4.6284263,0,0,0,0,0,0,61.758365,170.50876,131.50593,18.742159,3.5678913,0,0,0,0,0,0,0,10.260495,25.282979,12.255338,3.6671004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
