X coord (mm),Y coord (mm)
10.2633,3.1592
0.257851,1.14737
1.11189,1.05974
2.30379,0.930525
3.74404,1.07802
4.85951,0.96661
6.02626,0.836586
7.28333,0.997279
8.28727,0.887659
9.75101,1.01057
10.8036,1.16452
11.9536,1.04027
13.2225,0.87921
14.4056,1.27457
0.731287,1.70672
1.07553,2.26335
2.30106,2.12
3.64689,2.25692
4.83643,2.11897
6.10143,2.25983
7.19525,2.1367
8.31673,2.28792
9.60362,2.14276
10.9375,2.26275
12.0952,2.116
13.2305,2.24561
14.4758,2.09107
1.16044,3.41602
2.45093,3.2655
3.7841,3.38704
4.68966,3.54579
5.85098,3.40733
7.29265,3.22577
8.405,3.37446
9.74047,3.48952
10.937,3.3425
11.8899,3.48299
13.2694,3.31248
14.3467,3.44566
1.56382,4.52436
2.47468,4.69659
3.72101,4.528
4.62553,4.68463
5.8089,4.52335
7.3379,4.59858
8.42425,4.72684
9.69681,4.56395
10.9545,4.67181
12.1364,4.52181
13.279,4.6416
14.3032,4.51423
1.35577,5.73432
2.21158,5.89614
3.51424,5.69709
4.81136,5.78867
6.06889,5.87987
7.20003,5.71887
8.26621,5.84226
9.59873,5.9329
10.8219,5.76791
12.0163,5.88006
13.1333,5.73089
14.458,5.8391
1.38864,6.91555
2.23783,7.07246
3.56229,6.85406
4.88283,6.92162
6.12835,7.00536
7.26088,7.11239
8.31547,6.95094
9.60969,7.04478
10.8665,6.86499
12.0578,6.97355
13.1675,7.10542
14.4709,6.94037
0.823022,8.22943
1.26577,8.15219
2.51795,8.23531
3.41986,8.07392
4.74683,8.12877
5.95646,8.2147
7.10578,8.30831
8.54098,8.07144
9.50855,8.21213
10.7676,8.30339
11.9928,8.11774
13.1049,8.25003
14.4378,8.07829
0.495679,9.54561
1.42571,9.37625
2.30317,9.21414
3.5518,9.29049
4.84373,9.34453
6.02895,9.42868
7.11871,9.53585
8.24636,9.33393
9.57556,9.40815
10.8594,9.49095
12.1196,9.28486
13.1954,9.44057
14.2901,9.29163
