Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.44 mm (kPa),Stress at 0.63 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.82 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.23 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.63 mm (kPa),Stress at 3.83 mm (kPa),Stress at 4.03 mm (kPa),Stress at 4.23 mm (kPa),Stress at 4.43 mm (kPa),Stress at 4.62 mm (kPa),Stress at 4.83 mm (kPa)
0,-2.2518425,-1.8597042,-1.6731874,-1.5228569,-1.1653703,-0.9168887,-0.68691971,-0.48485741,-0.29149362,-0.18441377,-0.085956271,-0.030300664,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2.1806789,-1.8009331,-1.6203106,-1.474731,-1.1285418,-0.88791283,-0.66521141,-0.46953476,-0.28228173,-0.17858585,-0.083239848,-0.02934309,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-2.1095153,-1.742162,-1.5674339,-1.4266051,-1.0917133,-0.85893696,-0.6435031,-0.45421211,-0.27306983,-0.17275794,-0.080523425,-0.028385517,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.0383517,-1.6833909,-1.5145572,-1.3784792,-1.0548849,-0.82996109,-0.6217948,-0.43888946,-0.26385794,-0.16693002,-0.077807001,-0.027427944,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-1.9671881,-1.6246198,-1.4616805,-1.3303533,-1.0180564,-0.80098522,-0.6000865,-0.42356681,-0.25464604,-0.16110211,-0.075090578,-0.026470371,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-1.8960245,-1.5658487,-1.4088038,-1.2822274,-0.9812279,-0.77200935,-0.5783782,-0.40824416,-0.24543415,-0.15527419,-0.072374155,-0.025512797,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-1.824861,-1.5070776,-1.3559271,-1.2341015,-0.94439942,-0.74303348,-0.5566699,-0.39292151,-0.23622226,-0.14944628,-0.069657732,-0.024555224,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-1.7536974,-1.4483065,-1.3030504,-1.1859756,-0.90757094,-0.71405761,-0.5349616,-0.37759886,-0.22701036,-0.14361836,-0.066941308,-0.023597651,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-1.6825338,-1.3895355,-1.2501737,-1.1378496,-0.87074246,-0.68508174,-0.51325329,-0.3622762,-0.21779847,-0.13779045,-0.064224885,-0.022640078,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-1.6113702,-1.3307644,-1.1972969,-1.0897237,-0.83391397,-0.65610587,-0.49154499,-0.34695355,-0.20858658,-0.13196253,-0.061508462,-0.021682504,0,0,0,0,0,0,0,0,0,0,0,0,0
