X coord (mm),Y coord (mm)
8.8687,4.40813
3.27558,1.9138
5.22687,2.46636
7.48174,1.18685
9.01573,0.856866
10.9695,1.0491
12.8036,1.06466
14.8462,1.20888
3.01684,3.13266
5.00062,3.02293
7.15666,3.09004
9.11605,2.99426
11.0195,2.98882
12.9342,3.06505
14.9642,2.96046
2.82099,4.26093
4.95842,4.93559
7.15817,5.22773
9.14525,5.09509
10.9569,4.98982
13.0159,4.95923
14.9892,5.03144
2.99645,6.99667
5.1236,7.06202
7.06915,6.87803
9.07371,6.99234
11.0362,6.936
12.9217,6.99356
15.0456,6.97855
3.04105,8.89435
5.08592,8.94857
6.9541,9.03531
8.92358,9.02695
10.9887,8.92222
12.9856,9.05728
15.0863,8.94524
2.91265,10.1864
4.83288,10.2662
7.29614,10.5974
8.99003,10.7127
11.092,10.4553
12.7391,10.517
14.366,9.88547
