Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa) 
643,321.85079,33.763265,35.860261,32.041252,26.338727,31.198073,31.075405,24.447478,33.315985,25.011886,21.081028,136.91291,119.8637,11.971841,23.376193,28.19733,15.590996,51.672456,237.31475,230.25988,8.9731902,21.857693,30.1934,24.890892,15.283431,21.72988,17.531206,26.748479,20.389707,28.530924,31.151698,39.774252,46.67827,39.48476,25.655421,17.250041,27.671542,29.933086,36.467883,35.939521,29.220972,22.135394,14.123045
644,322.34099,33.814689,35.914879,32.090053,26.378843,31.24559,31.122735,24.484713,33.366728,25.049981,21.113136,137.12144,120.04626,11.990075,23.411797,28.240276,15.614742,51.751157,237.6762,230.61058,8.9868571,21.890984,30.239387,24.928802,15.306709,21.762976,17.557908,26.789219,20.420762,28.574379,31.199144,39.834831,46.749364,39.544898,25.694496,17.276314,27.713688,29.978676,36.523426,35.99426,29.265478,22.169108,14.144555
645,322.8312,33.866113,35.969497,32.138854,26.418958,31.293108,31.170065,24.521949,33.41747,25.088076,21.145244,137.32997,120.22882,12.008309,23.4474,28.283223,15.638488,51.829858,238.03765,230.96128,9.0005239,21.924275,30.285374,24.966713,15.329987,21.796072,17.584609,26.829959,20.451817,28.617834,31.246591,39.895411,46.820459,39.605036,25.733572,17.302587,27.755834,30.024267,36.578969,36.048998,29.309984,22.202822,14.166066
646,323.3214,33.917537,36.024115,32.187655,26.459074,31.340625,31.217395,24.559184,33.468213,25.126171,21.177352,137.5385,120.41138,12.026543,23.483004,28.32617,15.662235,51.908559,238.3991,231.31199,9.0141908,21.957566,30.33136,25.004624,15.353265,21.829169,17.611311,26.870699,20.482872,28.661288,31.294037,39.95599,46.891553,39.665175,25.772647,17.328861,27.79798,30.069857,36.634513,36.103737,29.354489,22.236536,14.187576
647,323.8116,33.968961,36.078733,32.236457,26.49919,31.388142,31.264726,24.596419,33.518956,25.164266,21.20946,137.74703,120.59394,12.044777,23.518608,28.369117,15.685981,51.98726,238.76055,231.66269,9.0278577,21.990856,30.377347,25.042535,15.376542,21.862265,17.638012,26.911439,20.513927,28.704743,31.341484,40.016569,46.962648,39.725313,25.811722,17.355134,27.840126,30.115448,36.690056,36.158476,29.398995,22.27025,14.209087
648,324.30181,34.020385,36.133351,32.285258,26.539306,31.435659,31.312056,24.633655,33.569699,25.202361,21.241568,137.95556,120.7765,12.063011,23.554212,28.412063,15.709727,52.065961,239.122,232.01339,9.0415245,22.024147,30.423334,25.080445,15.39982,21.895361,17.664713,26.952179,20.544982,28.748198,31.38893,40.077148,47.033743,39.785452,25.850797,17.381407,27.882272,30.161038,36.7456,36.213214,29.443501,22.303964,14.230597
649,324.79201,34.071809,36.187969,32.334059,26.579422,31.483176,31.359386,24.67089,33.620442,25.240456,21.273676,138.16409,120.95907,12.081245,23.589815,28.45501,15.733474,52.144663,239.48345,232.3641,9.0551914,22.057438,30.469321,25.118356,15.423098,21.928458,17.691415,26.992919,20.576037,28.791653,31.436376,40.137728,47.104837,39.84559,25.889872,17.40768,27.924418,30.206628,36.801143,36.267953,29.488007,22.337678,14.252108
650,325.28221,34.123233,36.242587,32.382861,26.619538,31.530693,31.406716,24.708126,33.671185,25.278551,21.305785,138.37262,121.14163,12.099479,23.625419,28.497957,15.75722,52.223364,239.84489,232.7148,9.0688583,22.090729,30.515308,25.156267,15.446376,21.961554,17.718116,27.033659,20.607092,28.835108,31.483823,40.198307,47.175932,39.905728,25.928948,17.433953,27.966564,30.252219,36.856687,36.322692,29.532513,22.371392,14.273618
651,325.77242,34.174657,36.297204,32.431662,26.659654,31.57821,31.454047,24.745361,33.721927,25.316646,21.337893,138.58115,121.32419,12.117713,23.661023,28.540903,15.780966,52.302065,240.20634,233.0655,9.0825251,22.12402,30.561295,25.194178,15.469654,21.99465,17.744818,27.074399,20.638148,28.878562,31.531269,40.258886,47.247027,39.965867,25.968023,17.460226,28.00871,30.297809,36.91223,36.37743,29.577019,22.405106,14.295129
652,326.26262,34.226081,36.351822,32.480463,26.69977,31.625727,31.501377,24.782596,33.77267,25.354741,21.370001,138.78967,121.50675,12.135947,23.696627,28.58385,15.804712,52.380766,240.56779,233.41621,9.096192,22.157311,30.607282,25.232088,15.492932,22.027747,17.771519,27.115139,20.669203,28.922017,31.578716,40.319465,47.318121,40.026005,26.007098,17.4865,28.050855,30.3434,36.967773,36.432169,29.621524,22.438819,14.316639
653,326.75282,34.277506,36.40644,32.529265,26.739886,31.673244,31.548707,24.819832,33.823413,25.392836,21.402109,138.9982,121.68931,12.154181,23.73223,28.626797,15.828459,52.459467,240.92924,233.76691,9.1098588,22.190602,30.653269,25.269999,15.516209,22.060843,17.79822,27.155879,20.700258,28.965472,31.626162,40.380045,47.389216,40.086143,26.046173,17.512773,28.093001,30.38899,37.023317,36.486908,29.66603,22.472533,14.33815
654,327.24303,34.32893,36.461058,32.578066,26.780002,31.720761,31.596037,24.857067,33.874156,25.430931,21.434217,139.20673,121.87187,12.172415,23.767834,28.669744,15.852205,52.538168,241.29069,234.11762,9.1235257,22.223893,30.699256,25.30791,15.539487,22.093939,17.824922,27.196619,20.731313,29.008927,31.673609,40.440624,47.46031,40.146282,26.085248,17.539046,28.135147,30.43458,37.07886,36.541646,29.710536,22.506247,14.35966
655,327.73323,34.380354,36.515676,32.626867,26.820118,31.768278,31.643368,24.894303,33.924899,25.469026,21.466325,139.41526,122.05444,12.190649,23.803438,28.71269,15.875951,52.61687,241.65214,234.46832,9.1371926,22.257184,30.745242,25.345821,15.562765,22.127035,17.851623,27.237359,20.762368,29.052382,31.721055,40.501203,47.531405,40.20642,26.124323,17.565319,28.177293,30.480171,37.134404,36.596385,29.755042,22.539961,14.381171
656,328.22344,34.431778,36.570294,32.675669,26.860234,31.815795,31.690698,24.931538,33.975642,25.507121,21.498433,139.62379,122.237,12.208883,23.839042,28.755637,15.899698,52.695571,242.01359,234.81902,9.1508594,22.290475,30.791229,25.383731,15.586043,22.160132,17.878325,27.278099,20.793423,29.095837,31.768502,40.561782,47.6025,40.266558,26.163399,17.591592,28.219439,30.525761,37.189947,36.651124,29.799548,22.573675,14.402681
657,328.71364,34.483202,36.624912,32.72447,26.900349,31.863313,31.738028,24.968773,34.026384,25.545216,21.530541,139.83232,122.41956,12.227117,23.874645,28.798584,15.923444,52.774272,242.37504,235.16973,9.1645263,22.323766,30.837216,25.421642,15.609321,22.193228,17.905026,27.318839,20.824478,29.139291,31.815948,40.622362,47.673594,40.326697,26.202474,17.617865,28.261585,30.571352,37.24549,36.705862,29.844053,22.607389,14.424192
658,329.20384,34.534626,36.67953,32.773271,26.940465,31.91083,31.785358,25.006009,34.077127,25.583311,21.562649,140.04085,122.60212,12.245352,23.910249,28.841531,15.94719,52.852973,242.73648,235.52043,9.1781932,22.357057,30.883203,25.459553,15.632599,22.226324,17.931727,27.359579,20.855533,29.182746,31.863394,40.682941,47.744689,40.386835,26.241549,17.644138,28.303731,30.616942,37.301034,36.760601,29.888559,22.641103,14.445702
659,329.69405,34.58605,36.734148,32.822072,26.980581,31.958347,31.832689,25.043244,34.12787,25.621406,21.594757,140.24938,122.78468,12.263586,23.945853,28.884477,15.970937,52.931674,243.09793,235.87113,9.19186,22.390348,30.92919,25.497464,15.655877,22.259421,17.958429,27.400319,20.886588,29.226201,31.910841,40.74352,47.815783,40.446973,26.280624,17.670412,28.345877,30.662532,37.356577,36.81534,29.933065,22.674817,14.467213
660,330.18425,34.637474,36.788766,32.870874,27.020697,32.005864,31.880019,25.08048,34.178613,25.659501,21.626865,140.45791,122.96724,12.28182,23.981457,28.927424,15.994683,53.010375,243.45938,236.22184,9.2055269,22.423639,30.975177,25.535374,15.679154,22.292517,17.98513,27.441059,20.917643,29.269656,31.958287,40.8041,47.886878,40.507112,26.319699,17.696685,28.388023,30.708123,37.412121,36.870078,29.977571,22.708531,14.488723
661,330.67445,34.688898,36.843384,32.919675,27.060813,32.053381,31.927349,25.117715,34.229356,25.697596,21.658973,140.66644,123.14981,12.300054,24.01706,28.970371,16.018429,53.089076,243.82083,236.57254,9.2191938,22.45693,31.021164,25.573285,15.702432,22.325613,18.011831,27.481799,20.948699,29.313111,32.005734,40.864679,47.957973,40.56725,26.358775,17.722958,28.430169,30.753713,37.467664,36.924817,30.022077,22.742245,14.510234
662,331.16466,34.740322,36.898002,32.968476,27.100929,32.100898,31.974679,25.15495,34.280098,25.735691,21.691081,140.87496,123.33237,12.318288,24.052664,29.013317,16.042175,53.167778,244.18228,236.92324,9.2328606,22.490221,31.067151,25.611196,15.72571,22.358709,18.038533,27.522539,20.979754,29.356565,32.05318,40.925258,48.029067,40.627388,26.39785,17.749231,28.472314,30.799304,37.523207,36.979556,30.066582,22.775959,14.531744
663,331.65486,34.791746,36.95262,33.017278,27.141045,32.148415,32.02201,25.192186,34.330841,25.773786,21.723189,141.08349,123.51493,12.336522,24.088268,29.056264,16.065922,53.246479,244.54373,237.27395,9.2465275,22.523512,31.113138,25.649107,15.748988,22.391806,18.065234,27.563279,21.010809,29.40002,32.100627,40.985837,48.100162,40.687527,26.436925,17.775504,28.51446,30.844894,37.578751,37.034294,30.111088,22.809673,14.553255
664,332.14507,34.84317,37.007238,33.066079,27.181161,32.195932,32.06934,25.229421,34.381584,25.811881,21.755297,141.29202,123.69749,12.354756,24.123872,29.099211,16.089668,53.32518,244.90518,237.62465,9.2601943,22.556803,31.159124,25.687017,15.772266,22.424902,18.091936,27.604019,21.041864,29.443475,32.148073,41.046417,48.171257,40.747665,26.476,17.801777,28.556606,30.890485,37.634294,37.089033,30.155594,22.843386,14.574765
665,332.63527,34.894594,37.061856,33.11488,27.221277,32.243449,32.11667,25.266657,34.432327,25.849977,21.787405,141.50055,123.88005,12.37299,24.159475,29.142158,16.113414,53.403881,245.26663,237.97536,9.2738612,22.590094,31.205111,25.724928,15.795544,22.457998,18.118637,27.644759,21.072919,29.48693,32.19552,41.106996,48.242351,40.807803,26.515075,17.82805,28.598752,30.936075,37.689838,37.143772,30.2001,22.8771,14.596276
666,333.12547,34.946018,37.116474,33.163682,27.261393,32.290966,32.164,25.303892,34.48307,25.888072,21.819513,141.70908,124.06261,12.391224,24.195079,29.185104,16.137161,53.482582,245.62807,238.32606,9.2875281,22.623385,31.251098,25.762839,15.818822,22.491095,18.145338,27.685499,21.103974,29.530385,32.242966,41.167575,48.313446,40.867942,26.554151,17.854324,28.640898,30.981665,37.745381,37.19851,30.244606,22.910814,14.617786
667,333.61568,34.997442,37.171092,33.212483,27.301509,32.338483,32.211331,25.341127,34.533813,25.926167,21.851621,141.91761,124.24518,12.409458,24.230683,29.228051,16.160907,53.561283,245.98952,238.67676,9.3011949,22.656676,31.297085,25.80075,15.842099,22.524191,18.17204,27.726239,21.135029,29.573839,32.290413,41.228154,48.38454,40.92808,26.593226,17.880597,28.683044,31.027256,37.800925,37.253249,30.289111,22.944528,14.639297
668,334.10588,35.048867,37.22571,33.261284,27.341625,32.386,32.258661,25.378363,34.584555,25.964262,21.883729,142.12614,124.42774,12.427692,24.266287,29.270998,16.184653,53.639985,246.35097,239.02747,9.3148618,22.689967,31.343072,25.83866,15.865377,22.557287,18.198741,27.766979,21.166084,29.617294,32.337859,41.288734,48.455635,40.988218,26.632301,17.90687,28.72519,31.072846,37.856468,37.307988,30.333617,22.978242,14.660807
669,334.59608,35.100291,37.280328,33.310086,27.381741,32.433518,32.305991,25.415598,34.635298,26.002357,21.915837,142.33467,124.6103,12.445926,24.30189,29.313944,16.208399,53.718686,246.71242,239.37817,9.3285287,22.723258,31.389059,25.876571,15.888655,22.590383,18.225443,27.807719,21.197139,29.660749,32.385305,41.349313,48.52673,41.048357,26.671376,17.933143,28.767336,31.118437,37.912011,37.362726,30.378123,23.011956,14.682318
670,335.08629,35.151715,37.334946,33.358887,27.421856,32.481035,32.353321,25.452834,34.686041,26.040452,21.947945,142.5432,124.79286,12.46416,24.337494,29.356891,16.232146,53.797387,247.07387,239.72887,9.3421955,22.756549,31.435046,25.914482,15.911933,22.62348,18.252144,27.848459,21.228195,29.704204,32.432752,41.409892,48.597824,41.108495,26.710451,17.959416,28.809482,31.164027,37.967555,37.417465,30.422629,23.04567,14.703828
671,335.57649,35.203139,37.389564,33.407688,27.461972,32.528552,32.400652,25.490069,34.736784,26.078547,21.980053,142.75173,124.97542,12.482394,24.373098,29.399838,16.255892,53.876088,247.43532,240.07958,9.3558624,22.789839,31.481033,25.952393,15.935211,22.656576,18.278845,27.889199,21.25925,29.747659,32.480198,41.470471,48.668919,41.168634,26.749527,17.985689,28.851628,31.209617,38.023098,37.472204,30.467135,23.079384,14.725339
672,336.06669,35.254563,37.444182,33.45649,27.502088,32.576069,32.447982,25.527304,34.787527,26.116642,22.012161,142.96025,125.15798,12.500628,24.408702,29.442785,16.279638,53.954789,247.79677,240.43028,9.3695293,22.82313,31.52702,25.990303,15.958489,22.689672,18.305547,27.929939,21.290305,29.791113,32.527645,41.531051,48.740014,41.228772,26.788602,18.011962,28.893773,31.255208,38.078642,37.526942,30.51164,23.113098,14.746849
673,336.5569,35.305987,37.4988,33.505291,27.542204,32.623586,32.495312,25.56454,34.83827,26.154737,22.044269,143.16878,125.34055,12.518862,24.444305,29.485731,16.303385,54.03349,248.15822,240.78098,9.3831961,22.856421,31.573006,26.028214,15.981766,22.722769,18.332248,27.970679,21.32136,29.834568,32.575091,41.59163,48.811108,41.28891,26.827677,18.038236,28.935919,31.300798,38.134185,37.581681,30.556146,23.146812,14.76836
674,337.0471,35.357411,37.553417,33.554092,27.58232,32.671103,32.542642,25.601775,34.889012,26.192832,22.076377,143.37731,125.52311,12.537096,24.479909,29.528678,16.327131,54.112191,248.51966,241.13169,9.396863,22.889712,31.618993,26.066125,16.005044,22.755865,18.358949,28.011419,21.352415,29.878023,32.622538,41.652209,48.882203,41.349049,26.866752,18.064509,28.978065,31.346389,38.189728,37.63642,30.600652,23.180526,14.78987
675,337.53731,35.408835,37.608035,33.602893,27.622436,32.71862,32.589973,25.639011,34.939755,26.230927,22.108486,143.58584,125.70567,12.55533,24.515513,29.571625,16.350877,54.190893,248.88111,241.48239,9.4105298,22.923003,31.66498,26.104036,16.028322,22.788961,18.385651,28.052159,21.38347,29.921478,32.669984,41.712789,48.953297,41.409187,26.905827,18.090782,29.020211,31.391979,38.245272,37.691158,30.645158,23.21424,14.811381
676,338.02751,35.460259,37.662653,33.651695,27.662552,32.766137,32.637303,25.676246,34.990498,26.269022,22.140594,143.79437,125.88823,12.573564,24.551117,29.614571,16.374624,54.269594,249.24256,241.8331,9.4241967,22.956294,31.710967,26.141947,16.0516,22.822057,18.412352,28.092899,21.414525,29.964933,32.717431,41.773368,49.024392,41.469325,26.944903,18.117055,29.062357,31.437569,38.300815,37.745897,30.689664,23.247954,14.832891
677,338.51771,35.511683,37.717271,33.700496,27.702668,32.813654,32.684633,25.713481,35.041241,26.307117,22.172702,144.0029,126.07079,12.591798,24.58672,29.657518,16.39837,54.348295,249.60401,242.1838,9.4378636,22.989585,31.756954,26.179857,16.074878,22.855154,18.439054,28.133639,21.44558,30.008387,32.764877,41.833947,49.095487,41.529464,26.983978,18.143328,29.104503,31.48316,38.356359,37.800636,30.734169,23.281667,14.854402
678,339.00792,35.563107,37.771889,33.749297,27.742784,32.861171,32.731963,25.750717,35.091984,26.345212,22.20481,144.21143,126.25335,12.610032,24.622324,29.700465,16.422116,54.426996,249.96546,242.5345,9.4515304,23.022876,31.802941,26.217768,16.098156,22.88825,18.465755,28.174379,21.476635,30.051842,32.812323,41.894526,49.166581,41.589602,27.023053,18.169601,29.146649,31.52875,38.411902,37.855374,30.778675,23.315381,14.875912
679,339.49812,35.614531,37.826507,33.798099,27.7829,32.908688,32.779294,25.787952,35.142727,26.383307,22.236918,144.41996,126.43592,12.628266,24.657928,29.743412,16.445862,54.505697,250.32691,242.88521,9.4651973,23.056167,31.848928,26.255679,16.121434,22.921346,18.492456,28.215119,21.50769,30.095297,32.85977,41.955106,49.237676,41.64974,27.062128,18.195875,29.188795,31.574341,38.467445,37.910113,30.823181,23.349095,14.897423
680,339.98832,35.665955,37.881125,33.8469,27.823016,32.956205,32.826624,25.825188,35.193469,26.421402,22.269026,144.62849,126.61848,12.6465,24.693532,29.786358,16.469609,54.584398,250.68836,243.23591,9.4788642,23.089458,31.894915,26.29359,16.144711,22.954443,18.519158,28.255859,21.538746,30.138752,32.907216,42.015685,49.308771,41.709879,27.101203,18.222148,29.230941,31.619931,38.522989,37.964852,30.867687,23.382809,14.918933
681,340.47853,35.717379,37.935743,33.895701,27.863132,33.003723,32.873954,25.862423,35.244212,26.459497,22.301134,144.83701,126.80104,12.664734,24.729135,29.829305,16.493355,54.6631,251.04981,243.58661,9.492531,23.122749,31.940902,26.3315,16.167989,22.987539,18.545859,28.296599,21.569801,30.182207,32.954663,42.076264,49.379865,41.770017,27.140279,18.248421,29.273087,31.665521,38.578532,38.01959,30.912193,23.416523,14.940444
682,340.96873,35.768803,37.990361,33.944503,27.903248,33.05124,32.921284,25.899659,35.294955,26.497592,22.333242,145.04554,126.9836,12.682969,24.764739,29.872252,16.517101,54.741801,251.41125,243.93732,9.5061979,23.15604,31.986888,26.369411,16.191267,23.020635,18.572561,28.337339,21.600856,30.225662,33.002109,42.136843,49.45096,41.830155,27.179354,18.274694,29.315233,31.711112,38.634076,38.074329,30.956698,23.450237,14.961954
683,341.45894,35.820228,38.044979,33.993304,27.943363,33.098757,32.968615,25.936894,35.345698,26.535687,22.36535,145.25407,127.16616,12.701203,24.800343,29.915198,16.540848,54.820502,251.7727,244.28802,9.5198648,23.189331,32.032875,26.407322,16.214545,23.053732,18.599262,28.378079,21.631911,30.269116,33.049556,42.197423,49.522054,41.890294,27.218429,18.300967,29.357378,31.756702,38.689619,38.129068,31.001204,23.483951,14.983465
684,341.94914,35.871652,38.099597,34.042105,27.983479,33.146274,33.015945,25.974129,35.396441,26.573782,22.397458,145.4626,127.34873,12.719437,24.835947,29.958145,16.564594,54.899203,252.13415,244.63872,9.5335316,23.222622,32.078862,26.445233,16.237823,23.086828,18.625963,28.418819,21.662966,30.312571,33.097002,42.258002,49.593149,41.950432,27.257504,18.32724,29.399524,31.802293,38.745162,38.183807,31.04571,23.517665,15.004975
685,342.43934,35.923076,38.154215,34.090907,28.023595,33.193791,33.063275,26.011365,35.447183,26.611877,22.429566,145.67113,127.53129,12.737671,24.87155,30.001092,16.58834,54.977904,252.4956,244.98943,9.5471985,23.255913,32.124849,26.483143,16.261101,23.119924,18.652665,28.459559,21.694021,30.356026,33.144449,42.318581,49.664244,42.01057,27.296579,18.353513,29.44167,31.847883,38.800706,38.238545,31.090216,23.551379,15.026486
686,342.92955,35.9745,38.208833,34.139708,28.063711,33.241308,33.110605,26.0486,35.497926,26.649972,22.461674,145.87966,127.71385,12.755905,24.907154,30.044039,16.612086,55.056605,252.85705,245.34013,9.5608654,23.289204,32.170836,26.521054,16.284379,23.15302,18.679366,28.500299,21.725076,30.399481,33.191895,42.37916,49.735338,42.070709,27.335654,18.379787,29.483816,31.893474,38.856249,38.293284,31.134722,23.585093,15.047996
687,343.41975,36.025924,38.263451,34.188509,28.103827,33.288825,33.157936,26.085836,35.548669,26.688067,22.493782,146.08819,127.89641,12.774139,24.942758,30.086985,16.635833,55.135306,253.2185,245.69084,9.5745322,23.322495,32.216823,26.558965,16.307656,23.186117,18.706067,28.541039,21.756131,30.442936,33.239342,42.43974,49.806433,42.130847,27.37473,18.40606,29.525962,31.939064,38.911793,38.348023,31.179227,23.618807,15.069507
688,343.90994,36.077347,38.318068,34.23731,28.143942,33.336341,33.205265,26.12307,35.599411,26.726162,22.525889,146.29671,128.07897,12.792372,24.978361,30.129931,16.659579,55.214006,253.57994,246.04153,9.5881988,23.355785,32.262809,26.596875,16.330934,23.219212,18.732768,28.581778,21.787186,30.48639,33.286787,42.500318,49.877526,42.190984,27.413804,18.432332,29.568107,31.984653,38.967335,38.40276,31.223732,23.65252,15.091017
689,344.14215,36.101706,38.343939,34.260426,28.162945,33.358849,33.227685,26.140708,35.623447,26.744207,22.541098,146.39549,128.16545,12.80101,24.995226,30.150274,16.670827,55.251286,253.75115,246.20766,9.5946726,23.371555,32.284592,26.614833,16.34196,23.23489,18.745416,28.601076,21.801896,30.506973,33.309262,42.529013,49.911203,42.219471,27.432313,18.444778,29.588071,32.006249,38.993645,38.428689,31.244814,23.66849,15.101206
690,344.37435,36.126064,38.369811,34.283542,28.181947,33.381357,33.250104,26.158346,35.647483,26.762252,22.556308,146.49427,128.25192,12.809647,25.012091,30.170618,16.682075,55.288565,253.92236,246.37378,9.6011464,23.387324,32.306375,26.63279,16.352986,23.250567,18.758064,28.620374,21.816606,30.527557,33.331736,42.557709,49.944879,42.247957,27.450823,18.457223,29.608035,32.027844,39.019955,38.454618,31.265896,23.684459,15.111395
691,344.60655,36.150423,38.395683,34.306659,28.200949,33.403866,33.272524,26.175984,35.671519,26.780297,22.571517,146.59304,128.3384,12.818284,25.028956,30.190961,16.693323,55.325845,254.09358,246.5399,9.6076202,23.403093,32.328159,26.650748,16.364013,23.266244,18.770712,28.639672,21.831317,30.548141,33.354211,42.586404,49.978555,42.276444,27.469332,18.469668,29.627999,32.04944,39.046265,38.480547,31.286978,23.700429,15.121584
692,344.83875,36.174782,38.421554,34.329775,28.219951,33.426374,33.294943,26.193621,35.695555,26.798342,22.586726,146.69182,128.42487,12.826921,25.045821,30.211304,16.704572,55.363124,254.26479,246.70602,9.6140939,23.418863,32.349942,26.668706,16.375039,23.281921,18.78336,28.65897,21.846027,30.568725,33.376686,42.6151,50.012232,42.304931,27.487841,18.482113,29.647963,32.071035,39.072575,38.506476,31.308059,23.716399,15.131773
693,345.07095,36.199141,38.447426,34.352892,28.238954,33.448882,33.317363,26.211259,35.719591,26.816387,22.601935,146.7906,128.51135,12.835558,25.062686,30.231647,16.71582,55.400404,254.436,246.87215,9.6205677,23.434632,32.371725,26.686663,16.386066,23.297598,18.796008,28.678268,21.860737,30.589309,33.39916,42.643795,50.045908,42.333417,27.506351,18.494558,29.667926,32.092631,39.098885,38.532404,31.329141,23.732369,15.141963
694,345.30315,36.2235,38.473298,34.376008,28.257956,33.47139,33.339782,26.228897,35.743627,26.834432,22.617144,146.88937,128.59783,12.844195,25.079551,30.25199,16.727068,55.437683,254.60721,247.03827,9.6270415,23.450402,32.393508,26.704621,16.397092,23.313275,18.808656,28.697566,21.875448,30.609893,33.421635,42.67249,50.079585,42.361904,27.52486,18.507003,29.68789,32.114226,39.125195,38.558333,31.350223,23.748338,15.152152
695,345.53536,36.247858,38.499169,34.399124,28.276958,33.493898,33.362202,26.246535,35.767663,26.852477,22.632353,146.98815,128.6843,12.852833,25.096416,30.272333,16.738316,55.474963,254.77843,247.20439,9.6335153,23.466171,32.415292,26.722579,16.408118,23.328953,18.821305,28.716864,21.890158,30.630477,33.444109,42.701186,50.113261,42.39039,27.543369,18.519449,29.707854,32.135822,39.151505,38.584262,31.371304,23.764308,15.162341
696,345.76756,36.272217,38.525041,34.422241,28.29596,33.516406,33.384622,26.264173,35.7917,26.870522,22.647562,147.08693,128.77078,12.86147,25.11328,30.292677,16.749565,55.512242,254.94964,247.37051,9.639989,23.48194,32.437075,26.740537,16.419145,23.34463,18.833953,28.736162,21.904868,30.65106,33.466584,42.729881,50.146937,42.418877,27.561879,18.531894,29.727818,32.157417,39.177815,38.610191,31.392386,23.780278,15.17253
697,345.99976,36.296576,38.550913,34.445357,28.314963,33.538914,33.407041,26.281811,35.815736,26.888567,22.662771,147.18571,128.85726,12.870107,25.130145,30.31302,16.760813,55.549522,255.12085,247.53664,9.6464628,23.49771,32.458858,26.758494,16.430171,23.360307,18.846601,28.755459,21.919579,30.671644,33.489059,42.758577,50.180614,42.447364,27.580388,18.544339,29.747782,32.179013,39.204125,38.63612,31.413468,23.796248,15.182719
698,346.23196,36.320935,38.576784,34.468474,28.333965,33.561422,33.429461,26.299448,35.839772,26.906612,22.67798,147.28448,128.94373,12.878744,25.14701,30.333363,16.772061,55.586801,255.29207,247.70276,9.6529366,23.513479,32.480641,26.776452,16.441197,23.375984,18.859249,28.774757,21.934289,30.692228,33.511533,42.787272,50.21429,42.47585,27.598897,18.556784,29.767746,32.200608,39.230435,38.662049,31.434549,23.812217,15.192908
699,346.46416,36.345293,38.602656,34.49159,28.352967,33.58393,33.45188,26.317086,35.863808,26.924657,22.693189,147.38326,129.03021,12.887381,25.163875,30.353706,16.783309,55.624081,255.46328,247.86888,9.6594104,23.529249,32.502425,26.79441,16.452224,23.391661,18.871897,28.794055,21.948999,30.712812,33.534008,42.815968,50.247967,42.504337,27.617406,18.569229,29.787709,32.222203,39.256745,38.687977,31.455631,23.828187,15.203098
700,346.69637,36.369652,38.628528,34.514706,28.37197,33.606438,33.4743,26.334724,35.887844,26.942702,22.708398,147.48204,129.11669,12.896019,25.18074,30.374049,16.794558,55.66136,255.63449,248.03501,9.6658841,23.545018,32.524208,26.812368,16.46325,23.407339,18.884545,28.813353,21.96371,30.733396,33.556483,42.844663,50.281643,42.532823,27.635916,18.581674,29.807673,32.243799,39.283056,38.713906,31.476713,23.844157,15.213287
701,346.92857,36.394011,38.654399,34.537823,28.390972,33.628946,33.49672,26.352362,35.91188,26.960747,22.723607,147.58081,129.20316,12.904656,25.197605,30.394393,16.805806,55.698639,255.8057,248.20113,9.6723579,23.560787,32.545991,26.830325,16.474276,23.423016,18.897193,28.832651,21.97842,30.75398,33.578957,42.873359,50.315319,42.56131,27.654425,18.59412,29.827637,32.265394,39.309366,38.739835,31.497794,23.860127,15.223476
702,347.16077,36.41837,38.680271,34.560939,28.409974,33.651455,33.519139,26.37,35.935916,26.978792,22.738816,147.67959,129.28964,12.913293,25.21447,30.414736,16.817054,55.735919,255.97692,248.36725,9.6788317,23.576557,32.567775,26.848283,16.485303,23.438693,18.909841,28.851949,21.99313,30.774564,33.601432,42.902054,50.348996,42.589797,27.672934,18.606565,29.847601,32.28699,39.335676,38.765764,31.518876,23.876096,15.233665
703,347.39297,36.442728,38.706143,34.584056,28.428976,33.673963,33.541559,26.387638,35.959952,26.996837,22.754025,147.77837,129.37612,12.92193,25.231335,30.435079,16.828302,55.773198,256.14813,248.53337,9.6853055,23.592326,32.589558,26.866241,16.496329,23.45437,18.922489,28.871247,22.00784,30.795147,33.623907,42.930749,50.382672,42.618283,27.691444,18.61901,29.867565,32.308585,39.361986,38.791693,31.539958,23.892066,15.243854
