Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa)
10,0.22773207,0.043861394,0.04894566,0.02958636,0.023440541,0.01729961,0.017334145,0.012527949,0.016081388,0.051607855,0.025266578,0.027977215,0.0068127213,0.0085149242,0.0116302,0.027579669,0.038004904,0.072671241,0.14846221,0.020029301,0.0059243715,0.0091931465,0.015607914,0.012210209,0.0072951573,0.0081932193,0.006021827,0.0064052865,0.0082777726,0.016590197,0.017481257,0.020425538,0.02102226,0.014744629,0.0074990064,0.0082260951,0.021833983,0.02145884,0.02073177,0.018222536,0.01270505,0.0096014317,0.0064089219
11,0.25050527,0.048247533,0.053840226,0.032544996,0.025784595,0.019029571,0.01906756,0.013780744,0.017689527,0.05676864,0.027793236,0.030774936,0.0074939934,0.0093664166,0.01279322,0.030337636,0.041805394,0.079938365,0.16330844,0.022032231,0.0065168087,0.010112461,0.017168705,0.01343123,0.008024673,0.0090125413,0.0066240097,0.0070458151,0.0091055498,0.018249217,0.019229383,0.022468092,0.023124486,0.016219092,0.0082489071,0.0090487046,0.024017382,0.023604724,0.022804947,0.02004479,0.013975555,0.010561575,0.0070498141
12,0.27327848,0.052633672,0.058734792,0.035503631,0.028128649,0.020759533,0.020800974,0.015033538,0.019297666,0.061929426,0.030319894,0.033572658,0.0081752655,0.010217909,0.01395624,0.033095603,0.045605885,0.087205489,0.17815466,0.024035161,0.0071092458,0.011031776,0.018729497,0.014652251,0.0087541888,0.0098318632,0.0072261924,0.0076863438,0.0099333271,0.019908236,0.020977508,0.024510646,0.025226712,0.017693555,0.0089988077,0.0098713141,0.02620078,0.025750607,0.024878124,0.021867043,0.01524606,0.011521718,0.0076907062
13,0.29605169,0.057019812,0.063629358,0.038462267,0.030472703,0.022489494,0.022534389,0.016286333,0.020905804,0.067090211,0.032846551,0.036370379,0.0088565376,0.011069401,0.015119259,0.035853569,0.049406375,0.094472613,0.19300088,0.026038091,0.007701683,0.01195109,0.020290288,0.015873272,0.0094837045,0.010651185,0.0078283751,0.0083268724,0.010761104,0.021567256,0.022725634,0.026553199,0.027328938,0.019168018,0.0097487084,0.010693924,0.028384178,0.027896491,0.026951301,0.023689297,0.016516565,0.012481861,0.0083315984
14,0.31882489,0.061405951,0.068523924,0.041420903,0.032816757,0.024219455,0.024267803,0.017539128,0.022513943,0.072250997,0.035373209,0.0391681,0.0095378098,0.011920894,0.016282279,0.038611536,0.053206865,0.10173974,0.2078471,0.028041021,0.0082941202,0.012870405,0.021851079,0.017094293,0.01021322,0.011470507,0.0084305578,0.0089674011,0.011588882,0.023226276,0.02447376,0.028595753,0.029431164,0.020642481,0.010498609,0.011516533,0.030567577,0.030042375,0.029024478,0.025511551,0.01778707,0.013442004,0.0089724906
15,0.3415981,0.06579209,0.07341849,0.044379539,0.035160811,0.025949416,0.026001218,0.018791923,0.024122082,0.077411782,0.037899867,0.041965822,0.010219082,0.012772386,0.017445299,0.041369503,0.057007356,0.10900686,0.22269332,0.030043951,0.0088865573,0.01378972,0.023411871,0.018315314,0.010942736,0.012289829,0.0090327405,0.0096079297,0.012416659,0.024885295,0.026221886,0.030638307,0.03153339,0.022116943,0.01124851,0.012339143,0.032750975,0.032188259,0.031097655,0.027333804,0.019057575,0.014402148,0.0096133828
16,0.36437131,0.07017823,0.078313056,0.047338175,0.037504865,0.027679377,0.027734632,0.020044718,0.025730221,0.082572567,0.040426525,0.044763543,0.010900354,0.013623879,0.018608319,0.04412747,0.060807846,0.11627399,0.23753954,0.032046882,0.0094789945,0.014709034,0.024972662,0.019536335,0.011672252,0.013109151,0.0096349232,0.010248458,0.013244436,0.026544315,0.027970011,0.032680861,0.033635616,0.023591406,0.01199841,0.013161752,0.034934373,0.034334143,0.033170832,0.029156058,0.02032808,0.015362291,0.010254275
17,0.38714451,0.074564369,0.083207622,0.050296811,0.039848919,0.029409338,0.029468047,0.021297513,0.027338359,0.087733353,0.042953183,0.047561265,0.011581626,0.014475371,0.019771339,0.046885437,0.064608337,0.12354111,0.25238576,0.034049812,0.010071432,0.015628349,0.026533453,0.020757356,0.012401767,0.013928473,0.010237106,0.010888987,0.014072213,0.028203335,0.029718137,0.034723415,0.035737842,0.025065869,0.012748311,0.013984362,0.037117772,0.036480027,0.035244009,0.030978311,0.021598585,0.016322434,0.010895167
18,0.40991772,0.078950508,0.088102188,0.053255447,0.042192973,0.031139299,0.031201462,0.022550308,0.028946498,0.092894138,0.04547984,0.050358986,0.012262898,0.015326864,0.020934359,0.049643404,0.068408827,0.13080823,0.26723199,0.036052742,0.010663869,0.016547664,0.028094245,0.021978377,0.013131283,0.014747795,0.010839289,0.011529516,0.014899991,0.029862354,0.031466263,0.036765968,0.037840068,0.026540332,0.013498212,0.014806971,0.03930117,0.038625911,0.037317186,0.032800565,0.02286909,0.017282577,0.011536059
19,0.43269093,0.083336648,0.092996754,0.056214083,0.044537027,0.03286926,0.032934876,0.023803102,0.030554637,0.098054924,0.048006498,0.053156708,0.01294417,0.016178356,0.022097379,0.052401371,0.072209317,0.13807536,0.28207821,0.038055672,0.011256306,0.017466978,0.029655036,0.023199398,0.013860799,0.015567117,0.011441471,0.012170044,0.015727768,0.031521374,0.033214388,0.038808522,0.039942294,0.028014795,0.014248112,0.015629581,0.041484568,0.040771795,0.039390363,0.034622819,0.024139595,0.01824272,0.012176952
20,0.45546413,0.087722787,0.09789132,0.059172719,0.046881081,0.034599221,0.034668291,0.025055897,0.032162776,0.10321571,0.050533156,0.055954429,0.013625443,0.017029848,0.023260399,0.055159338,0.076009808,0.14534248,0.29692443,0.040058602,0.011848743,0.018386293,0.031215828,0.024420419,0.014590315,0.016386439,0.012043654,0.012810573,0.016555545,0.033180394,0.034962514,0.040851076,0.04204452,0.029489258,0.014998013,0.01645219,0.043667967,0.042917679,0.04146354,0.036445072,0.0254101,0.019202863,0.012817844
21,0.47823734,0.092108926,0.10278589,0.062131355,0.049225135,0.036329182,0.036401705,0.026308692,0.033770915,0.10837649,0.053059814,0.058752151,0.014306715,0.017881341,0.024423419,0.057917304,0.079810298,0.15260961,0.31177065,0.042061532,0.01244118,0.019305608,0.032776619,0.02564144,0.01531983,0.017205761,0.012645837,0.013451102,0.017383322,0.034839413,0.03671064,0.04289363,0.044146746,0.030963721,0.015747914,0.0172748,0.045851365,0.045063563,0.043536717,0.038267326,0.026680606,0.020163007,0.013458736
22,0.50101055,0.096495066,0.10768045,0.065089991,0.051569189,0.038059143,0.03813512,0.027561487,0.035379053,0.11353728,0.055586472,0.061549872,0.014987987,0.018732833,0.025586439,0.060675271,0.083610789,0.15987673,0.32661687,0.044064462,0.013033617,0.020224922,0.03433741,0.026862461,0.016049346,0.018025083,0.013248019,0.01409163,0.0182111,0.036498433,0.038458765,0.044936184,0.046248972,0.032438184,0.016497814,0.018097409,0.048034764,0.047209447,0.045609894,0.040089579,0.027951111,0.02112315,0.014099628
23,0.52378375,0.10088121,0.11257502,0.068048627,0.053913243,0.039789104,0.039868534,0.028814282,0.036987192,0.11869807,0.058113129,0.064347594,0.015669259,0.019584326,0.026749459,0.063433238,0.087411279,0.16714385,0.34146309,0.046067392,0.013626055,0.021144237,0.035898202,0.028083482,0.016778862,0.018844404,0.013850202,0.014732159,0.019038877,0.038157453,0.040206891,0.046978737,0.048351197,0.033912647,0.017247715,0.018920019,0.050218162,0.049355331,0.047683071,0.041911833,0.029221616,0.022083293,0.01474052
24,0.54655696,0.10526734,0.11746958,0.071007263,0.056257297,0.041519065,0.041601949,0.030067077,0.038595331,0.12385885,0.060639787,0.067145315,0.016350531,0.020435818,0.027912479,0.066191205,0.091211769,0.17441098,0.35630931,0.048070322,0.014218492,0.022063552,0.037458993,0.029304503,0.017508378,0.019663726,0.014452385,0.015372688,0.019866654,0.039816472,0.041955017,0.049021291,0.050453423,0.035387109,0.017997615,0.019742628,0.05240156,0.051501215,0.049756248,0.043734087,0.030492121,0.023043436,0.015381412
25,0.56933017,0.10965348,0.12236415,0.073965899,0.058601351,0.043249026,0.043335363,0.031319872,0.04020347,0.12901964,0.063166445,0.069943037,0.017031803,0.021287311,0.029075499,0.068949172,0.09501226,0.1816781,0.37115554,0.050073252,0.014810929,0.022982866,0.039019784,0.030525524,0.018237893,0.020483048,0.015054567,0.016013216,0.020694431,0.041475492,0.043703143,0.051063845,0.052555649,0.036861572,0.018747516,0.020565238,0.054584959,0.053647099,0.051829425,0.04555634,0.031762626,0.024003579,0.016022305
26,0.59210337,0.11403962,0.12725872,0.076924535,0.060945405,0.044978987,0.045068778,0.032572666,0.041811609,0.13418042,0.065693103,0.072740758,0.017713075,0.022138803,0.030238519,0.071707139,0.09881275,0.18894523,0.38600176,0.052076182,0.015403366,0.023902181,0.040580576,0.031746545,0.018967409,0.02130237,0.01565675,0.016653745,0.021522209,0.043134512,0.045451268,0.053106399,0.054657875,0.038336035,0.019497417,0.021387847,0.056768357,0.055792983,0.053902602,0.047378594,0.033033131,0.024963722,0.016663197
27,0.61487658,0.11842576,0.13215328,0.079883171,0.063289459,0.046708948,0.046802192,0.033825461,0.043419747,0.13934121,0.068219761,0.075538479,0.018394347,0.022990295,0.031401539,0.074465106,0.10261324,0.19621235,0.40084798,0.054079113,0.015995803,0.024821495,0.042141367,0.032967565,0.019696925,0.022121692,0.016258933,0.017294274,0.022349986,0.044793532,0.047199394,0.055148953,0.056760101,0.039810498,0.020247317,0.022210457,0.058951755,0.057938867,0.055975779,0.049200847,0.034303636,0.025923866,0.017304089
28,0.63764978,0.1228119,0.13704785,0.082841807,0.065633513,0.048438909,0.048535607,0.035078256,0.045027886,0.14450199,0.070746418,0.078336201,0.01907562,0.023841788,0.032564559,0.077223073,0.10641373,0.20347947,0.4156942,0.056082043,0.01658824,0.02574081,0.043702159,0.034188586,0.02042644,0.022941014,0.016861116,0.017934802,0.023177763,0.046452551,0.04894752,0.057191506,0.058862327,0.041284961,0.020997218,0.023033066,0.061135154,0.060084751,0.058048956,0.051023101,0.035574141,0.026884009,0.017944981
29,0.66042299,0.12719804,0.14194241,0.085800443,0.067977568,0.05016887,0.050269021,0.036331051,0.046636025,0.14966278,0.073273076,0.081133922,0.019756892,0.02469328,0.033727579,0.079981039,0.11021422,0.2107466,0.43054042,0.058084973,0.017180677,0.026660125,0.04526295,0.035409607,0.021155956,0.023760336,0.017463298,0.018575331,0.02400554,0.048111571,0.050695645,0.05923406,0.060964553,0.042759424,0.021747119,0.023855676,0.063318552,0.062230635,0.060122133,0.052845355,0.036844646,0.027844152,0.018585873
30,0.6831962,0.13158418,0.14683698,0.088759079,0.070321622,0.051898831,0.052002436,0.037583846,0.048244164,0.15482356,0.075799734,0.083931644,0.020438164,0.025544773,0.034890599,0.082739006,0.11401471,0.21801372,0.44538664,0.060087903,0.017773115,0.027579439,0.046823741,0.036630628,0.021885472,0.024579658,0.018065481,0.019215859,0.024833318,0.049770591,0.052443771,0.061276614,0.063066779,0.044233887,0.022497019,0.024678285,0.06550195,0.064376519,0.06219531,0.054667608,0.038115151,0.028804295,0.019226766
31,0.7059694,0.13597032,0.15173155,0.091717715,0.072665676,0.053628792,0.05373585,0.038836641,0.049852303,0.15998435,0.078326392,0.086729365,0.021119436,0.026396265,0.036053619,0.085496973,0.1178152,0.22528085,0.46023286,0.062090833,0.018365552,0.028498754,0.048384533,0.037851649,0.022614988,0.02539898,0.018667664,0.019856388,0.025661095,0.05142961,0.054191897,0.063319168,0.065169005,0.04570835,0.02324692,0.025500895,0.067685349,0.066522403,0.064268487,0.056489862,0.039385656,0.029764438,0.019867658
32,0.72874261,0.14035646,0.15662611,0.094676351,0.07500973,0.055358753,0.055469265,0.040089436,0.051460441,0.16514513,0.08085305,0.089527087,0.021800708,0.027247758,0.037216639,0.08825494,0.12161569,0.23254797,0.47507909,0.064093763,0.018957989,0.029418069,0.049945324,0.03907267,0.023344503,0.026218302,0.019269846,0.020496917,0.026488872,0.05308863,0.055940023,0.065361722,0.067271231,0.047182813,0.023996821,0.026323504,0.069868747,0.068668287,0.066341664,0.058312115,0.040656161,0.030724581,0.02050855
33,0.75151582,0.1447426,0.16152068,0.097634987,0.077353784,0.057088714,0.057202679,0.041342231,0.05306858,0.17030592,0.083379707,0.092324808,0.02248198,0.02809925,0.038379659,0.091012907,0.12541618,0.23981509,0.48992531,0.066096693,0.019550426,0.030337383,0.051506115,0.040293691,0.024074019,0.027037624,0.019872029,0.021137445,0.02731665,0.05474765,0.057688148,0.067404275,0.069373457,0.048657276,0.024746721,0.027146114,0.072052145,0.070814171,0.068414841,0.060134369,0.041926666,0.031684725,0.021149442
34,0.77428902,0.14912874,0.16641524,0.10059362,0.079697838,0.058818675,0.058936094,0.042595025,0.054676719,0.17546671,0.085906365,0.09512253,0.023163252,0.028950742,0.039542679,0.093770874,0.12921667,0.24708222,0.50477153,0.068099623,0.020142863,0.031256698,0.053066907,0.041514712,0.024803535,0.027856946,0.020474212,0.021777974,0.028144427,0.056406669,0.059436274,0.069446829,0.071475683,0.050131738,0.025496622,0.027968723,0.074235544,0.072960055,0.070488018,0.061956623,0.043197171,0.032644868,0.021790334
35,0.79706223,0.15351488,0.17130981,0.10355226,0.082041892,0.060548637,0.060669508,0.04384782,0.056284858,0.18062749,0.088433023,0.097920251,0.023844524,0.029802235,0.040705699,0.096528841,0.13301716,0.25434934,0.51961775,0.070102553,0.0207353,0.032176013,0.054627698,0.042735733,0.025533051,0.028676268,0.021076394,0.022418503,0.028972204,0.058065689,0.0611844,0.071489383,0.073577909,0.051606201,0.026246523,0.028791333,0.076418942,0.075105939,0.072561195,0.063778876,0.044467676,0.033605011,0.022431227
36,0.81983544,0.15790102,0.17620438,0.10651089,0.084385946,0.062278598,0.062402923,0.045100615,0.057892997,0.18578828,0.090959681,0.10071797,0.024525797,0.030653727,0.041868719,0.099286808,0.13681765,0.26161647,0.53446397,0.072105483,0.021327738,0.033095327,0.05618849,0.043956754,0.026262566,0.02949559,0.021678577,0.023059031,0.029799981,0.059724709,0.062932525,0.073531937,0.075680135,0.053080664,0.026996423,0.029613942,0.07860234,0.077251822,0.074634372,0.06560113,0.045738181,0.034565154,0.023072119
37,0.84260864,0.16228716,0.18109894,0.10946953,0.08673,0.064008559,0.064136338,0.04635341,0.059501135,0.19094906,0.093486339,0.10351569,0.025207069,0.03150522,0.043031739,0.10204477,0.14061814,0.26888359,0.54931019,0.074108414,0.021920175,0.034014642,0.057749281,0.045177775,0.026992082,0.030314912,0.02228076,0.02369956,0.030627759,0.061383728,0.064680651,0.075574491,0.077782361,0.054555127,0.027746324,0.030436552,0.080785739,0.079397706,0.076707549,0.067423384,0.047008686,0.035525297,0.023713011
38,0.86538185,0.1666733,0.18599351,0.11242817,0.089074054,0.06573852,0.065869752,0.047606205,0.061109274,0.19610985,0.096012996,0.10631342,0.025888341,0.032356712,0.044194759,0.10480274,0.14441863,0.27615072,0.56415641,0.076111344,0.022512612,0.034933957,0.059310072,0.046398796,0.027721598,0.031134234,0.022882943,0.024340089,0.031455536,0.063042748,0.066428777,0.077617044,0.079884587,0.05602959,0.028496224,0.031259161,0.082969137,0.08154359,0.078780726,0.069245637,0.048279191,0.03648544,0.024353903
39,0.88815506,0.17105943,0.19088807,0.1153868,0.091418108,0.067468481,0.067603167,0.048859,0.062717413,0.20127063,0.098539654,0.10911114,0.026569613,0.033208204,0.045357778,0.10756071,0.14821913,0.28341784,0.57900264,0.078114274,0.023105049,0.035853271,0.060870864,0.047619817,0.028451114,0.031953555,0.023485125,0.024980617,0.032283313,0.064701768,0.068176902,0.079659598,0.081986813,0.057504053,0.029246125,0.032081771,0.085152535,0.083689474,0.080853903,0.071067891,0.049549696,0.037445584,0.024994795
40,0.91092826,0.17544557,0.19578264,0.11834544,0.093762162,0.069198442,0.069336581,0.050111795,0.064325552,0.20643142,0.10106631,0.11190886,0.027250885,0.034059697,0.046520798,0.11031868,0.15201962,0.29068496,0.59384886,0.080117204,0.023697486,0.036772586,0.062431655,0.048840838,0.029180629,0.032772877,0.024087308,0.025621146,0.03311109,0.066360787,0.069925028,0.081702152,0.084089039,0.058978516,0.029996026,0.03290438,0.087335934,0.085835358,0.08292708,0.072890144,0.050820201,0.038405727,0.025635687
41,0.93370147,0.17983171,0.20067721,0.12130407,0.096106216,0.070928403,0.071069996,0.051364589,0.06593369,0.2115922,0.10359297,0.11470658,0.027932157,0.034911189,0.047683818,0.11307664,0.15582011,0.29795209,0.60869508,0.082120134,0.024289923,0.037691901,0.063992446,0.050061859,0.029910145,0.033592199,0.024689491,0.026261675,0.033938868,0.068019807,0.071673154,0.083744706,0.086191265,0.060452979,0.030745926,0.03372699,0.089519332,0.087981242,0.085000257,0.074712398,0.052090706,0.03936587,0.02627658
42,0.95647468,0.18421785,0.20557177,0.12426271,0.09845027,0.072658364,0.07280341,0.052617384,0.067541829,0.21675299,0.10611963,0.1175043,0.028613429,0.035762682,0.048846838,0.11583461,0.1596206,0.30521921,0.6235413,0.084123064,0.02488236,0.038611215,0.065553238,0.05128288,0.030639661,0.034411521,0.025291673,0.026902203,0.034766645,0.069678827,0.07342128,0.08578726,0.088293491,0.061927442,0.031495827,0.034549599,0.09170273,0.090127126,0.087073434,0.076534652,0.053361211,0.040326013,0.026917472
43,0.97924788,0.18860399,0.21046634,0.12722135,0.10079432,0.074388325,0.074536825,0.053870179,0.069149968,0.22191378,0.10864629,0.12030202,0.029294701,0.036614174,0.050009858,0.11859258,0.16342109,0.31248634,0.63838752,0.086125994,0.025474798,0.03953053,0.067114029,0.052503901,0.031369176,0.035230843,0.025893856,0.027542732,0.035594422,0.071337847,0.075169405,0.087829813,0.090395717,0.063401904,0.032245728,0.035372209,0.093886129,0.09227301,0.089146611,0.078356905,0.054631716,0.041286156,0.027558364
44,1.0020211,0.19299013,0.2153609,0.13017998,0.10313838,0.076118286,0.076270239,0.055122974,0.070758107,0.22707456,0.11117294,0.12309974,0.029975974,0.037465667,0.051172878,0.12135054,0.16722158,0.31975346,0.65323374,0.088128924,0.026067235,0.040449845,0.068674821,0.053724921,0.032098692,0.036050165,0.026496039,0.028183261,0.036422199,0.072996866,0.076917531,0.089872367,0.092497943,0.064876367,0.032995628,0.036194818,0.096069527,0.094418894,0.091219788,0.080179159,0.055902221,0.042246299,0.028199256
45,1.0247943,0.19737627,0.22025547,0.13313862,0.10548243,0.077848247,0.078003654,0.056375769,0.072366246,0.23223535,0.1136996,0.12589747,0.030657246,0.038317159,0.052335898,0.12410851,0.17102207,0.32702058,0.66807996,0.090131854,0.026659672,0.041369159,0.070235612,0.054945942,0.032828208,0.036869487,0.027098221,0.028823789,0.037249977,0.074655886,0.078665657,0.091914921,0.094600169,0.06635083,0.033745529,0.037017428,0.098252925,0.096564778,0.093292965,0.082001412,0.057172726,0.043206443,0.028840148
46,1.0475675,0.20176241,0.22515004,0.13609725,0.10782649,0.079578208,0.079737068,0.057628564,0.073974384,0.23739613,0.11622626,0.12869519,0.031338518,0.039168651,0.053498918,0.12686648,0.17482256,0.33428771,0.68292619,0.092134784,0.027252109,0.042288474,0.071796403,0.056166963,0.033557724,0.037688809,0.027700404,0.029464318,0.038077754,0.076314906,0.080413782,0.093957475,0.096702395,0.067825293,0.03449543,0.037840037,0.10043632,0.098710662,0.095366142,0.083823666,0.058443231,0.044166586,0.029481041
47,1.0703407,0.20614855,0.2300446,0.13905589,0.11017054,0.081308169,0.081470483,0.058881359,0.075582523,0.24255692,0.11875292,0.13149291,0.03201979,0.040020144,0.054661938,0.12962444,0.17862305,0.34155483,0.69777241,0.094137715,0.027844546,0.043207788,0.073357195,0.057387984,0.034287239,0.038508131,0.028302587,0.030104847,0.038905531,0.077973925,0.082161908,0.096000029,0.098804621,0.069299756,0.03524533,0.038662647,0.10261972,0.10085655,0.097439319,0.08564592,0.059713736,0.045126729,0.030121933
