Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa) 
1015,276.08243,20.48287,64.945052,37.094328,21.543509,28.4025,24.860885,22.88965,20.48287,33.942163,37.094328,33.357058,45.570303,7.8138638,15.522102,21.874396,17.263787,9.9921671,101.61514,180.31109,15.105281,13.272554,15.746706,16.298978,7.9165783,11.510033,11.589057,12.013363,12.842254,14.348341,16.175731,20.380902,27.154259,26.286751,18.27531,10.644307,14.473016,18.42463,21.130307,21.748743,20.680751,16.814398,13.075507
1016,276.09114,20.483516,64.9471,37.095498,21.544188,28.403396,24.861669,22.890371,20.483516,33.943233,37.095498,33.35811,45.57174,7.8141102,15.522591,21.875086,17.264332,9.9924823,101.61834,180.31678,15.105758,13.272973,15.747203,16.299492,7.916828,11.510396,11.589423,12.013742,12.842659,14.348794,16.176241,20.381544,27.155116,26.28758,18.275886,10.644642,14.473472,18.425211,21.130973,21.749429,20.681403,16.814928,13.07592
1017,276.09985,20.484162,64.949149,37.096668,21.544868,28.404292,24.862453,22.891093,20.484162,33.944304,37.096668,33.359162,45.573177,7.8143567,15.523081,21.875776,17.264876,9.9927974,101.62155,180.32246,15.106234,13.273391,15.7477,16.300006,7.9170777,11.510759,11.589788,12.01412,12.843064,14.349246,16.176751,20.382187,27.155972,26.28841,18.276462,10.644978,14.473929,18.425792,21.13164,21.750115,20.682055,16.815459,13.076332
1018,276.10856,20.484808,64.951197,37.097838,21.545547,28.405188,24.863238,22.891815,20.484808,33.945374,37.097838,33.360214,45.574615,7.8146031,15.523571,21.876466,17.265421,9.9931126,101.62475,180.32815,15.106711,13.27381,15.748196,16.30052,7.9173274,11.511122,11.590154,12.014499,12.843469,14.349699,16.177262,20.38283,27.156829,26.289239,18.277039,10.645314,14.474385,18.426373,21.132306,21.750801,20.682707,16.815989,13.076745
1019,276.11726,20.485454,64.953245,37.099007,21.546227,28.406083,24.864022,22.892537,20.485454,33.946445,37.099007,33.361266,45.576052,7.8148496,15.52406,21.877155,17.265965,9.9934277,101.62796,180.33384,15.107187,13.274229,15.748693,16.301034,7.9175771,11.511485,11.590519,12.014878,12.843874,14.350151,16.177772,20.383473,27.157685,26.290068,18.277615,10.645649,14.474842,18.426954,21.132973,21.751487,20.68336,16.816519,13.077157
1020,276.12597,20.4861,64.955294,37.100177,21.546906,28.406979,24.864806,22.893259,20.4861,33.947515,37.100177,33.362318,45.577489,7.815096,15.52455,21.877845,17.26651,9.9937429,101.63116,180.33952,15.107663,13.274647,15.749189,16.301548,7.9178268,11.511848,11.590885,12.015257,12.844279,14.350604,16.178282,20.384116,27.158542,26.290897,18.278192,10.645985,14.475298,18.427536,21.133639,21.752173,20.684012,16.81705,13.077569
1021,276.13468,20.486746,64.957342,37.101347,21.547586,28.407875,24.86559,22.893981,20.486746,33.948586,37.101347,33.36337,45.578927,7.8153425,15.525039,21.878535,17.267054,9.994058,101.63437,180.34521,15.10814,13.275066,15.749686,16.302062,7.9180765,11.512211,11.59125,12.015636,12.844684,14.351056,16.178792,20.384758,27.159398,26.291726,18.278768,10.646321,14.475755,18.428117,21.134305,21.752859,20.684664,16.81758,13.077982
1022,276.14339,20.487392,64.95939,37.102517,21.548265,28.408771,24.866374,22.894703,20.487392,33.949656,37.102517,33.364423,45.580364,7.8155889,15.525529,21.879225,17.267599,9.9943732,101.63757,180.3509,15.108616,13.275484,15.750183,16.302576,7.9183261,11.512574,11.591616,12.016015,12.845089,14.351509,16.179302,20.385401,27.160254,26.292555,18.279344,10.646657,14.476211,18.428698,21.134972,21.753545,20.685316,16.81811,13.078394
1023,276.15209,20.488038,64.961439,37.103687,21.548945,28.409667,24.867158,22.895425,20.488038,33.950727,37.103687,33.365475,45.581801,7.8158354,15.526018,21.879915,17.268143,9.9946883,101.64078,180.35658,15.109093,13.275903,15.750679,16.30309,7.9185758,11.512937,11.591981,12.016394,12.845494,14.351961,16.179813,20.386044,27.161111,26.293384,18.279921,10.646992,14.476668,18.429279,21.135638,21.754231,20.685969,16.818641,13.078807
1024,276.1608,20.488684,64.963487,37.104857,21.549624,28.410563,24.867942,22.896147,20.488684,33.951797,37.104857,33.366527,45.583238,7.8160818,15.526508,21.880605,17.268688,9.9950035,101.64398,180.36227,15.109569,13.276322,15.751176,16.303604,7.9188255,11.5133,11.592347,12.016773,12.845899,14.352414,16.180323,20.386687,27.161967,26.294213,18.280497,10.647328,14.477124,18.42986,21.136305,21.754917,20.686621,16.819171,13.079219
1025,276.16951,20.48933,64.965536,37.106027,21.550304,28.411458,24.868726,22.896869,20.48933,33.952868,37.106027,33.367579,45.584676,7.8163283,15.526997,21.881295,17.269232,9.9953186,101.64719,180.36796,15.110046,13.27674,15.751673,16.304118,7.9190752,11.513663,11.592712,12.017152,12.846305,14.352867,16.180833,20.38733,27.162824,26.295042,18.281074,10.647664,14.47758,18.430441,21.136971,21.755603,20.687273,16.819701,13.079631
1026,276.17822,20.489976,64.967584,37.107197,21.550983,28.412354,24.86951,22.897591,20.489976,33.953938,37.107197,33.368631,45.586113,7.8165747,15.527487,21.881985,17.269777,9.9956338,101.65039,180.37365,15.110522,13.277159,15.752169,16.304632,7.9193249,11.514026,11.593078,12.017531,12.84671,14.353319,16.181343,20.387972,27.16368,26.295871,18.28165,10.648,14.478037,18.431022,21.137638,21.756289,20.687925,16.820232,13.080044
1027,276.18692,20.490622,64.969632,37.108367,21.551663,28.41325,24.870295,22.898313,20.490622,33.955009,37.108367,33.369683,45.58755,7.8168212,15.527977,21.882675,17.270321,9.9959489,101.6536,180.37933,15.110998,13.277577,15.752666,16.305146,7.9195746,11.514389,11.593443,12.017909,12.847115,14.353772,16.181853,20.388615,27.164537,26.2967,18.282226,10.648335,14.478493,18.431603,21.138304,21.756975,20.688578,16.820762,13.080456
1028,276.19563,20.491268,64.971681,37.109537,21.552342,28.414146,24.871079,22.899035,20.491268,33.956079,37.109537,33.370735,45.588987,7.8170676,15.528466,21.883365,17.270866,9.9962641,101.6568,180.38502,15.111475,13.277996,15.753163,16.30566,7.9198243,11.514752,11.593809,12.018288,12.84752,14.354224,16.182363,20.389258,27.165393,26.297529,18.282803,10.648671,14.47895,18.432184,21.138971,21.757661,20.68923,16.821292,13.080869
1029,276.20434,20.491914,64.973729,37.110707,21.553022,28.415042,24.871863,22.899757,20.491914,33.95715,37.110707,33.371787,45.590425,7.8173141,15.528956,21.884055,17.27141,9.9965792,101.66001,180.39071,15.111951,13.278415,15.753659,16.306175,7.9200739,11.515115,11.594174,12.018667,12.847925,14.354677,16.182874,20.389901,27.166249,26.298358,18.283379,10.649007,14.479406,18.432766,21.139637,21.758347,20.689882,16.821823,13.081281
1030,276.21305,20.49256,64.975777,37.111877,21.553701,28.415937,24.872647,22.900479,20.49256,33.958221,37.111877,33.372839,45.591862,7.8175605,15.529445,21.884745,17.271955,9.9968944,101.66321,180.39639,15.112428,13.278833,15.754156,16.306689,7.9203236,11.515478,11.59454,12.019046,12.84833,14.355129,16.183384,20.390544,27.167106,26.299188,18.283956,10.649342,14.479863,18.433347,21.140303,21.759032,20.690534,16.822353,13.081693
1031,276.22176,20.493206,64.977826,37.113047,21.554381,28.416833,24.873431,22.9012,20.493206,33.959291,37.113047,33.373891,45.593299,7.8178069,15.529935,21.885434,17.272499,9.9972095,101.66642,180.40208,15.112904,13.279252,15.754653,16.307203,7.9205733,11.515841,11.594905,12.019425,12.848735,14.355582,16.183894,20.391186,27.167962,26.300017,18.284532,10.649678,14.480319,18.433928,21.14097,21.759718,20.691187,16.822883,13.082106
1032,276.23046,20.493852,64.979874,37.114217,21.55506,28.417729,24.874215,22.901922,20.493852,33.960362,37.114217,33.374943,45.594737,7.8180534,15.530424,21.886124,17.273044,9.9975247,101.66962,180.40777,15.11338,13.279671,15.755149,16.307717,7.920823,11.516204,11.595271,12.019804,12.84914,14.356034,16.184404,20.391829,27.168819,26.300846,18.285108,10.650014,14.480776,18.434509,21.141636,21.760404,20.691839,16.823414,13.082518
1033,276.23917,20.494499,64.981922,37.115387,21.55574,28.418625,24.874999,22.902644,20.494499,33.961432,37.115387,33.375995,45.596174,7.8182998,15.530914,21.886814,17.273588,9.9978398,101.67283,180.41345,15.113857,13.280089,15.755646,16.308231,7.9210727,11.516567,11.595636,12.020183,12.849545,14.356487,16.184914,20.392472,27.169675,26.301675,18.285685,10.65035,14.481232,18.43509,21.142303,21.76109,20.692491,16.823944,13.082931
1034,276.24788,20.495145,64.983971,37.116557,21.556419,28.419521,24.875783,22.903366,20.495145,33.962503,37.116557,33.377047,45.597611,7.8185463,15.531404,21.887504,17.274133,9.998155,101.67603,180.41914,15.114333,13.280508,15.756143,16.308745,7.9213224,11.51693,11.596002,12.020562,12.84995,14.356939,16.185424,20.393115,27.170532,26.302504,18.286261,10.650685,14.481689,18.435671,21.142969,21.761776,20.693144,16.824474,13.083343
1035,276.25659,20.495791,64.986019,37.117727,21.557098,28.420416,24.876567,22.904088,20.495791,33.963573,37.117727,33.378099,45.599048,7.8187927,15.531893,21.888194,17.274677,9.9984701,101.67924,180.42483,15.11481,13.280926,15.756639,16.309259,7.9215721,11.517293,11.596367,12.020941,12.850355,14.357392,16.185935,20.393758,27.171388,26.303333,18.286838,10.651021,14.482145,18.436252,21.143636,21.762462,20.693796,16.825004,13.083755
1036,276.26529,20.496437,64.988067,37.118897,21.557778,28.421312,24.877351,22.90481,20.496437,33.964644,37.118897,33.379152,45.600486,7.8190392,15.532383,21.888884,17.275222,9.9987853,101.68244,180.43052,15.115286,13.281345,15.757136,16.309773,7.9218218,11.517656,11.596733,12.02132,12.85076,14.357844,16.186445,20.3944,27.172245,26.304162,18.287414,10.651357,14.482602,18.436833,21.144302,21.763148,20.694448,16.825535,13.084168
1037,276.274,20.497083,64.990116,37.120066,21.558457,28.422208,24.878136,22.905532,20.497083,33.965714,37.120066,33.380204,45.601923,7.8192856,15.532872,21.889574,17.275766,9.9991004,101.68565,180.4362,15.115763,13.281764,15.757632,16.310287,7.9220714,11.518019,11.597098,12.021698,12.851165,14.358297,16.186955,20.395043,27.173101,26.304991,18.28799,10.651692,14.483058,18.437414,21.144969,21.763834,20.6951,16.826065,13.08458
1038,276.28271,20.497729,64.992164,37.121236,21.559137,28.423104,24.87892,22.906254,20.497729,33.966785,37.121236,33.381256,45.60336,7.8195321,15.533362,21.890264,17.276311,9.9994156,101.68885,180.44189,15.116239,13.282182,15.758129,16.310801,7.9223211,11.518382,11.597464,12.022077,12.85157,14.35875,16.187465,20.395686,27.173957,26.30582,18.288567,10.652028,14.483515,18.437996,21.145635,21.76452,20.695753,16.826595,13.084993
1039,276.29142,20.498375,64.994212,37.122406,21.559816,28.424,24.879704,22.906976,20.498375,33.967855,37.122406,33.382308,45.604797,7.8197785,15.533851,21.890954,17.276855,9.9997307,101.69206,180.44758,15.116715,13.282601,15.758626,16.311315,7.9225708,11.518745,11.597829,12.022456,12.851975,14.359202,16.187975,20.396329,27.174814,26.306649,18.289143,10.652364,14.483971,18.438577,21.146301,21.765206,20.696405,16.827126,13.085405
1040,276.30012,20.499021,64.996261,37.123576,21.560496,28.424895,24.880488,22.907698,20.499021,33.968926,37.123576,33.38336,45.606235,7.820025,15.534341,21.891644,17.2774,10.000046,101.69526,180.45326,15.117192,13.283019,15.759122,16.311829,7.9228205,11.519108,11.598195,12.022835,12.85238,14.359655,16.188486,20.396972,27.17567,26.307478,18.28972,10.6527,14.484428,18.439158,21.146968,21.765892,20.697057,16.827656,13.085817
1041,276.30883,20.499667,64.998309,37.124746,21.561175,28.425791,24.881272,22.90842,20.499667,33.969996,37.124746,33.384412,45.607672,7.8202714,15.53483,21.892334,17.277944,10.000361,101.69847,180.45895,15.117668,13.283438,15.759619,16.312343,7.9230702,11.519471,11.598561,12.023214,12.852785,14.360107,16.188996,20.397615,27.176527,26.308307,18.290296,10.653035,14.484884,18.439739,21.147634,21.766578,20.697709,16.828186,13.08623
1042,276.31754,20.500313,65.000357,37.125916,21.561855,28.426687,24.882056,22.909142,20.500313,33.971067,37.125916,33.385464,45.609109,7.8205179,15.53532,21.893023,17.278489,10.000676,101.70167,180.46464,15.118145,13.283857,15.760116,16.312857,7.9233199,11.519834,11.598926,12.023593,12.85319,14.36056,16.189506,20.398257,27.177383,26.309136,18.290872,10.653371,14.485341,18.44032,21.148301,21.767264,20.698362,16.828717,13.086642
1043,276.32625,20.500959,65.002406,37.127086,21.562534,28.427583,24.88284,22.909864,20.500959,33.972137,37.127086,33.386516,45.610547,7.8207643,15.53581,21.893713,17.279033,10.000991,101.70488,180.47032,15.118621,13.284275,15.760612,16.313371,7.9235696,11.520197,11.599292,12.023972,12.853595,14.361012,16.190016,20.3989,27.17824,26.309966,18.291449,10.653707,14.485797,18.440901,21.148967,21.76795,20.699014,16.829247,13.087055
1044,276.33495,20.501605,65.004454,37.128256,21.563214,28.428479,24.883624,22.910586,20.501605,33.973208,37.128256,33.387568,45.611984,7.8210108,15.536299,21.894403,17.279578,10.001306,101.70808,180.47601,15.119097,13.284694,15.761109,16.313885,7.9238192,11.52056,11.599657,12.024351,12.854,14.361465,16.190526,20.399543,27.179096,26.310795,18.292025,10.654042,14.486253,18.441482,21.149634,21.768636,20.699666,16.829777,13.087467
1045,276.34366,20.502251,65.006502,37.129426,21.563893,28.429374,24.884408,22.911308,20.502251,33.974278,37.129426,33.38862,45.613421,7.8212572,15.536789,21.895093,17.280122,10.001622,101.71128,180.4817,15.119574,13.285113,15.761606,16.3144,7.9240689,11.520924,11.600023,12.02473,12.854405,14.361917,16.191036,20.400186,27.179952,26.311624,18.292602,10.654378,14.48671,18.442063,21.1503,21.769322,20.700318,16.830308,13.087879
1046,276.35237,20.502897,65.008551,37.130596,21.564573,28.43027,24.885193,22.912029,20.502897,33.975349,37.130596,33.389672,45.614858,7.8215037,15.537278,21.895783,17.280667,10.001937,101.71449,180.48738,15.12005,13.285531,15.762102,16.314914,7.9243186,11.521287,11.600388,12.025108,12.85481,14.36237,16.191547,20.400829,27.180809,26.312453,18.293178,10.654714,14.487166,18.442644,21.150967,21.770008,20.700971,16.830838,13.088292
1047,276.36108,20.503543,65.010599,37.131766,21.565252,28.431166,24.885977,22.912751,20.503543,33.976419,37.131766,33.390724,45.616296,7.8217501,15.537768,21.896473,17.281211,10.002252,101.71769,180.49307,15.120527,13.28595,15.762599,16.315428,7.9245683,11.52165,11.600754,12.025487,12.855215,14.362822,16.192057,20.401471,27.181665,26.313282,18.293754,10.65505,14.487623,18.443225,21.151633,21.770694,20.701623,16.831368,13.088704
1048,276.35342,20.502975,65.008797,37.130737,21.564654,28.430378,24.885287,22.912116,20.502975,33.975478,37.130737,33.389799,45.615031,7.8215333,15.537337,21.895866,17.280732,10.001975,101.71488,180.48807,15.120108,13.285581,15.762162,16.314975,7.9243487,11.52133,11.600432,12.025154,12.854859,14.362424,16.191608,20.400906,27.180912,26.312553,18.293247,10.654754,14.487221,18.442714,21.151047,21.77009,20.701049,16.830902,13.088341
1049,276.34575,20.502406,65.006995,37.129707,21.564057,28.42959,24.884597,22.911481,20.502406,33.974536,37.129707,33.388873,45.613767,7.8213164,15.536906,21.895259,17.280253,10.001697,101.71206,180.48306,15.119688,13.285213,15.761725,16.314523,7.9241289,11.521011,11.60011,12.024821,12.854503,14.362026,16.191159,20.40034,27.180158,26.311823,18.29274,10.654459,14.48682,18.442203,21.15046,21.769487,20.700475,16.830435,13.087979
1050,276.33809,20.501838,65.005192,37.128678,21.563459,28.428801,24.883907,22.910846,20.501838,33.973594,37.128678,33.387947,45.612502,7.8210996,15.536476,21.894652,17.279774,10.00142,101.70923,180.47806,15.119269,13.284845,15.761288,16.314071,7.9239092,11.520691,11.599789,12.024487,12.854146,14.361628,16.19071,20.399775,27.179405,26.311093,18.292233,10.654163,14.486418,18.441692,21.149874,21.768883,20.699901,16.829968,13.087616
1051,276.33043,20.501269,65.00339,37.127648,21.562861,28.428013,24.883217,22.91021,20.501269,33.972652,37.127648,33.387021,45.611237,7.8208827,15.536045,21.894045,17.279295,10.001143,101.70641,180.47306,15.11885,13.284476,15.760851,16.313618,7.9236895,11.520372,11.599467,12.024154,12.85379,14.36123,16.190261,20.399209,27.178651,26.310364,18.291726,10.653868,14.486016,18.44118,21.149287,21.768279,20.699327,16.829502,13.087253
1052,276.32277,20.500701,65.001587,37.126619,21.562263,28.427225,24.882527,22.909575,20.500701,33.971709,37.126619,33.386096,45.609972,7.8206658,15.535614,21.893438,17.278816,10.000865,101.70359,180.46805,15.118431,13.284108,15.760414,16.313166,7.9234698,11.520052,11.599145,12.02382,12.853433,14.360831,16.189812,20.398643,27.177897,26.309634,18.291218,10.653573,14.485615,18.440669,21.148701,21.767676,20.698753,16.829035,13.08689
1053,276.3151,20.500132,64.999785,37.125589,21.561665,28.426437,24.881837,22.90894,20.500132,33.970767,37.125589,33.38517,45.608707,7.8204489,15.535183,21.892831,17.278337,10.000588,101.70077,180.46305,15.118011,13.28374,15.759977,16.312714,7.92325,11.519733,11.598824,12.023487,12.853077,14.360433,16.189363,20.398078,27.177144,26.308905,18.290711,10.653277,14.485213,18.440157,21.148114,21.767072,20.698179,16.828568,13.086527
1054,276.30744,20.499564,64.997982,37.124559,21.561067,28.425648,24.881147,22.908304,20.499564,33.969825,37.124559,33.384244,45.607443,7.8202321,15.534752,21.892223,17.277857,10.000311,101.69795,180.45804,15.117592,13.283371,15.75954,16.312261,7.9230303,11.519413,11.598502,12.023154,12.85272,14.360035,16.188914,20.397512,27.17639,26.308175,18.290204,10.652982,14.484811,18.439646,21.147528,21.766468,20.697605,16.828102,13.086164
1055,276.29978,20.498995,64.996179,37.12353,21.560469,28.42486,24.880457,22.907669,20.498995,33.968883,37.12353,33.383318,45.606178,7.8200152,15.534321,21.891616,17.277378,10.000033,101.69513,180.45304,15.117173,13.283003,15.759103,16.311809,7.9228106,11.519094,11.59818,12.02282,12.852364,14.359637,16.188465,20.396946,27.175636,26.307445,18.289697,10.652686,14.484409,18.439135,21.146941,21.765865,20.697031,16.827635,13.085801
1056,276.29211,20.498427,64.994377,37.1225,21.559871,28.424072,24.879767,22.907034,20.498427,33.967941,37.1225,33.382392,45.604913,7.8197983,15.533891,21.891009,17.276899,9.9997561,101.69231,180.44803,15.116754,13.282634,15.758666,16.311356,7.9225909,11.518775,11.597859,12.022487,12.852008,14.359238,16.188016,20.396381,27.174883,26.306716,18.289189,10.652391,14.484008,18.438623,21.146355,21.765261,20.696457,16.827168,13.085438
1057,276.28445,20.497858,64.992574,37.121471,21.559273,28.423283,24.879077,22.906399,20.497858,33.966999,37.121471,33.381466,45.603648,7.8195814,15.53346,21.890402,17.27642,9.9994787,101.68949,180.44303,15.116334,13.282266,15.758229,16.310904,7.9223711,11.518455,11.597537,12.022153,12.851651,14.35884,16.187567,20.395815,27.174129,26.305986,18.288682,10.652095,14.483606,18.438112,21.145769,21.764657,20.695883,16.826702,13.085075
1058,276.27679,20.49729,64.990772,37.120441,21.558675,28.422495,24.878387,22.905763,20.49729,33.966057,37.120441,33.380541,45.602383,7.8193646,15.533029,21.889795,17.275941,9.9992014,101.68667,180.43802,15.115915,13.281898,15.757792,16.310452,7.9221514,11.518136,11.597216,12.02182,12.851295,14.358442,16.187118,20.395249,27.173375,26.305257,18.288175,10.6518,14.483204,18.437601,21.145182,21.764054,20.695309,16.826235,13.084712
1059,276.26913,20.496721,64.988969,37.119412,21.558077,28.421707,24.877697,22.905128,20.496721,33.965115,37.119412,33.379615,45.601119,7.8191477,15.532598,21.889188,17.275462,9.9989241,101.68385,180.43302,15.115496,13.281529,15.757354,16.309999,7.9219317,11.517816,11.596894,12.021486,12.850938,14.358044,16.186669,20.394684,27.172622,26.304527,18.287668,10.651505,14.482803,18.437089,21.144596,21.76345,20.694735,16.825768,13.084349
1060,276.26146,20.496153,64.987167,37.118382,21.557479,28.420918,24.877007,22.904493,20.496153,33.964173,37.118382,33.378689,45.599854,7.8189308,15.532167,21.888581,17.274982,9.9986467,101.68103,180.42801,15.115077,13.281161,15.756917,16.309547,7.921712,11.517497,11.596572,12.021153,12.850582,14.357645,16.18622,20.394118,27.171868,26.303797,18.287161,10.651209,14.482401,18.436578,21.144009,21.762847,20.694161,16.825302,13.083986
1061,276.2538,20.495584,64.985364,37.117353,21.556881,28.42013,24.876317,22.903857,20.495584,33.963231,37.117353,33.377763,45.598589,7.8187139,15.531737,21.887974,17.274503,9.9983694,101.67821,180.42301,15.114657,13.280793,15.75648,16.309095,7.9214922,11.517177,11.596251,12.020819,12.850225,14.357247,16.185772,20.393552,27.171114,26.303068,18.286653,10.650914,14.481999,18.436066,21.143423,21.762243,20.693587,16.824835,13.083624
1062,276.24614,20.495016,64.983562,37.116323,21.556283,28.419342,24.875627,22.903222,20.495016,33.962289,37.116323,33.376837,45.597324,7.8184971,15.531306,21.887366,17.274024,9.9980921,101.67539,180.41801,15.114238,13.280424,15.756043,16.308642,7.9212725,11.516858,11.595929,12.020486,12.849869,14.356849,16.185323,20.392987,27.170361,26.302338,18.286146,10.650618,14.481598,18.435555,21.142836,21.761639,20.693013,16.824368,13.083261
1063,276.23848,20.494447,64.981759,37.115293,21.555685,28.418553,24.874937,22.902587,20.494447,33.961347,37.115293,33.375911,45.596059,7.8182802,15.530875,21.886759,17.273545,9.9978147,101.67257,180.413,15.113819,13.280056,15.755606,16.30819,7.9210528,11.516538,11.595607,12.020153,12.849513,14.356451,16.184874,20.392421,27.169607,26.301609,18.285639,10.650323,14.481196,18.435044,21.14225,21.761036,20.692439,16.823902,13.082898
1064,276.23081,20.493879,64.979957,37.114264,21.555087,28.417765,24.874247,22.901951,20.493879,33.960405,37.114264,33.374986,45.594794,7.8180633,15.530444,21.886152,17.273066,9.9975374,101.66975,180.408,15.1134,13.279687,15.755169,16.307737,7.9208331,11.516219,11.595286,12.019819,12.849156,14.356053,16.184425,20.391855,27.168853,26.300879,18.285132,10.650027,14.480794,18.434532,21.141663,21.760432,20.691865,16.823435,13.082535
1065,276.22315,20.49331,64.978154,37.113234,21.55449,28.416977,24.873557,22.901316,20.49331,33.959463,37.113234,33.37406,45.59353,7.8178465,15.530013,21.885545,17.272587,9.9972601,101.66693,180.40299,15.11298,13.279319,15.754732,16.307285,7.9206133,11.515899,11.594964,12.019486,12.8488,14.355654,16.183976,20.391289,27.1681,26.30015,18.284624,10.649732,14.480392,18.434021,21.141077,21.759828,20.691291,16.822968,13.082172
1066,276.21549,20.492742,64.976351,37.112205,21.553892,28.416188,24.872867,22.900681,20.492742,33.958521,37.112205,33.373134,45.592265,7.8176296,15.529582,21.884938,17.272107,9.9969827,101.66411,180.39799,15.112561,13.278951,15.754295,16.306833,7.9203936,11.51558,11.594642,12.019152,12.848443,14.355256,16.183527,20.390724,27.167346,26.29942,18.284117,10.649436,14.479991,18.43351,21.14049,21.759225,20.690717,16.822502,13.081809
1067,276.20783,20.492173,64.974549,37.111175,21.553294,28.4154,24.872177,22.900046,20.492173,33.957579,37.111175,33.372208,45.591,7.8174127,15.529152,21.884331,17.271628,9.9967054,101.66129,180.39298,15.112142,13.278582,15.753858,16.30638,7.9201739,11.51526,11.594321,12.018819,12.848087,14.354858,16.183078,20.390158,27.166592,26.29869,18.28361,10.649141,14.479589,18.432998,21.139904,21.758621,20.690143,16.822035,13.081446
1068,276.20016,20.491605,64.972746,37.110146,21.552696,28.414612,24.871487,22.89941,20.491605,33.956636,37.110146,33.371282,45.589735,7.8171958,15.528721,21.883724,17.271149,9.9964281,101.65847,180.38798,15.111723,13.278214,15.753421,16.305928,7.9199542,11.514941,11.593999,12.018485,12.84773,14.35446,16.182629,20.389592,27.165839,26.297961,18.283103,10.648846,14.479187,18.432487,21.139317,21.758017,20.689569,16.821568,13.081083
1069,276.1925,20.491036,64.970944,37.109116,21.552098,28.413824,24.870797,22.898775,20.491036,33.955694,37.109116,33.370356,45.58847,7.816979,15.52829,21.883117,17.27067,9.9961507,101.65565,180.38297,15.111303,13.277846,15.752984,16.305476,7.9197344,11.514622,11.593677,12.018152,12.847374,14.354061,16.18218,20.389027,27.165085,26.297231,18.282595,10.64855,14.478786,18.431975,21.138731,21.757414,20.688995,16.821101,13.08072
1070,276.18484,20.490468,64.969141,37.108087,21.5515,28.413035,24.870107,22.89814,20.490468,33.954752,37.108087,33.369431,45.587206,7.8167621,15.527859,21.882509,17.270191,9.9958734,101.65283,180.37797,15.110884,13.277477,15.752547,16.305023,7.9195147,11.514302,11.593356,12.017819,12.847018,14.353663,16.181731,20.388461,27.164331,26.296502,18.282088,10.648255,14.478384,18.431464,21.138144,21.75681,20.688421,16.820635,13.080357
1071,276.17718,20.489899,64.967339,37.107057,21.550902,28.412247,24.869417,22.897504,20.489899,33.95381,37.107057,33.368505,45.585941,7.8165452,15.527428,21.881902,17.269712,9.9955961,101.65001,180.37296,15.110465,13.277109,15.75211,16.304571,7.919295,11.513983,11.593034,12.017485,12.846661,14.353265,16.181282,20.387895,27.163578,26.295772,18.281581,10.647959,14.477982,18.430953,21.137558,21.756207,20.687847,16.820168,13.079994
1072,276.16951,20.489331,64.965536,37.106027,21.550304,28.411459,24.868727,22.896869,20.489331,33.952868,37.106027,33.367579,45.584676,7.8163283,15.526998,21.881295,17.269233,9.9953187,101.64719,180.36796,15.110046,13.27674,15.751673,16.304118,7.9190753,11.513663,11.592712,12.017152,12.846305,14.352867,16.180833,20.38733,27.162824,26.295042,18.281074,10.647664,14.477581,18.430441,21.136971,21.755603,20.687273,16.819701,13.079632
1073,276.16185,20.488762,64.963734,37.104998,21.549706,28.41067,24.868037,22.896234,20.488762,33.951926,37.104998,33.366653,45.583411,7.8161115,15.526567,21.880688,17.268753,9.9950414,101.64437,180.36296,15.109626,13.276372,15.751236,16.303666,7.9188555,11.513344,11.592391,12.016818,12.845948,14.352468,16.180384,20.386764,27.16207,26.294313,18.280567,10.647368,14.477179,18.42993,21.136385,21.754999,20.686699,16.819235,13.079269
1074,276.15419,20.488193,64.961931,37.103968,21.549108,28.409882,24.867347,22.895598,20.488193,33.950984,37.103968,33.365727,45.582146,7.8158946,15.526136,21.880081,17.268274,9.9947641,101.64155,180.35795,15.109207,13.276004,15.750799,16.303214,7.9186358,11.513024,11.592069,12.016485,12.845592,14.35207,16.179935,20.386198,27.161317,26.293583,18.280059,10.647073,14.476777,18.429419,21.135799,21.754396,20.686125,16.818768,13.078906
