X coord (mm),Y coord (mm)
10.6374,4.14702
3.25937,1.03361
5.03197,0.865605
7.05068,1.05071
9.43788,0.956335
11.0965,0.972157
13.1024,1.06224
15.0285,1.05758
2.95539,2.92073
4.97129,3.07232
6.94854,2.94926
9.09966,3.09532
10.9519,2.99658
13.0714,2.97946
14.9409,2.8906
2.80429,5.30021
4.88704,5.11772
6.95132,5.20784
9.00659,5.22787
10.9824,4.92548
13.0148,5.07229
14.8843,4.97245
2.91647,7.06585
4.97567,7.13856
6.92135,7.1091
8.88361,7.01054
11.0135,7.02669
12.9125,6.97777
14.9557,7.0534
2.93934,9.14597
5.11052,8.85822
7.00483,8.93855
9.16089,8.99226
10.9737,8.8966
13.074,9.01167
15.0388,8.87845
2.67879,9.95796
4.85346,9.65715
6.74397,9.73456
9.46475,10.0487
10.7467,10.2196
12.7848,9.97957
14.6064,9.52549
