Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa)
48,-95.652361,0,0,0,0,0,-15.730259,-24.899518,0,0,0,0,0,0
49,-95.643864,0,0,0,0,0,-15.728862,-24.897306,0,0,0,0,0,0
50,-95.635366,0,0,0,0,0,-15.727464,-24.895094,0,0,0,0,0,0
51,-95.626868,0,0,0,0,0,-15.726067,-24.892882,0,0,0,0,0,0
52,-95.618371,0,0,0,0,0,-15.724669,-24.89067,0,0,0,0,0,0
53,-95.609873,0,0,0,0,0,-15.723272,-24.888458,0,0,0,0,0,0
54,-95.601375,0,0,0,0,0,-15.721875,-24.886246,0,0,0,0,0,0
55,-95.592878,0,0,0,0,0,-15.720477,-24.884034,0,0,0,0,0,0
56,-95.58438,0,0,0,0,0,-15.71908,-24.881821,0,0,0,0,0,0
57,-95.575882,0,0,0,0,0,-15.717682,-24.879609,0,0,0,0,0,0
58,-95.567385,0,0,0,0,0,-15.716285,-24.877397,0,0,0,0,0,0
59,-95.558887,0,0,0,0,0,-15.714887,-24.875185,0,0,0,0,0,0
60,-95.550389,0,0,0,0,0,-15.71349,-24.872973,0,0,0,0,0,0
61,-95.541892,0,0,0,0,0,-15.712092,-24.870761,0,0,0,0,0,0
62,-95.533394,0,0,0,0,0,-15.710695,-24.868549,0,0,0,0,0,0
63,-95.524896,0,0,0,0,0,-15.709297,-24.866337,0,0,0,0,0,0
64,-95.516398,0,0,0,0,0,-15.7079,-24.864125,0,0,0,0,0,0
65,-95.507901,0,0,0,0,0,-15.706502,-24.861913,0,0,0,0,0,0
66,-95.499403,0,0,0,0,0,-15.705105,-24.859701,0,0,0,0,0,0
67,-95.490905,0,0,0,0,0,-15.703708,-24.857489,0,0,0,0,0,0
68,-95.482408,0,0,0,0,0,-15.70231,-24.855277,0,0,0,0,0,0
69,-95.47391,0,0,0,0,0,-15.700913,-24.853065,0,0,0,0,0,0
70,-95.465412,0,0,0,0,0,-15.699515,-24.850853,0,0,0,0,0,0
71,-95.456915,0,0,0,0,0,-15.698118,-24.848641,0,0,0,0,0,0
72,-95.448417,0,0,0,0,0,-15.69672,-24.846429,0,0,0,0,0,0
73,-95.439919,0,0,0,0,0,-15.695323,-24.844217,0,0,0,0,0,0
74,-95.431422,0,0,0,0,0,-15.693925,-24.842004,0,0,0,0,0,0
75,-95.422924,0,0,0,0,0,-15.692528,-24.839792,0,0,0,0,0,0
76,-95.414426,0,0,0,0,0,-15.69113,-24.83758,0,0,0,0,0,0
77,-95.405929,0,0,0,0,0,-15.689733,-24.835368,0,0,0,0,0,0
78,-95.397431,0,0,0,0,0,-15.688335,-24.833156,0,0,0,0,0,0
79,-95.388933,0,0,0,0,0,-15.686938,-24.830944,0,0,0,0,0,0
80,-95.380435,0,0,0,0,0,-15.68554,-24.828732,0,0,0,0,0,0
81,-95.371938,0,0,0,0,0,-15.684143,-24.82652,0,0,0,0,0,0
82,-95.36344,0,0,0,0,0,-15.682746,-24.824308,0,0,0,0,0,0
83,-95.354942,0,0,0,0,0,-15.681348,-24.822096,0,0,0,0,0,0
84,-95.346445,0,0,0,0,0,-15.679951,-24.819884,0,0,0,0,0,0
85,-95.337947,0,0,0,0,0,-15.678553,-24.817672,0,0,0,0,0,0
86,-95.329449,0,0,0,0,0,-15.677156,-24.81546,0,0,0,0,0,0
87,-95.320952,0,0,0,0,0,-15.675758,-24.813248,0,0,0,0,0,0
88,-95.312454,0,0,0,0,0,-15.674361,-24.811036,0,0,0,0,0,0
89,-95.303956,0,0,0,0,0,-15.672963,-24.808824,0,0,0,0,0,0
90,-95.295459,0,0,0,0,0,-15.671566,-24.806612,0,0,0,0,0,0
91,-95.286961,0,0,0,0,0,-15.670168,-24.8044,0,0,0,0,0,0
92,-95.278463,0,0,0,0,0,-15.668771,-24.802187,0,0,0,0,0,0
93,-95.269966,0,0,0,0,0,-15.667373,-24.799975,0,0,0,0,0,0
94,-95.261468,0,0,0,0,0,-15.665976,-24.797763,0,0,0,0,0,0
95,-95.25297,0,0,0,0,0,-15.664578,-24.795551,0,0,0,0,0,0
96,-95.244472,0,0,0,0,0,-15.663181,-24.793339,0,0,0,0,0,0
97,-95.235975,0,0,0,0,0,-15.661784,-24.791127,0,0,0,0,0,0
98,-95.227477,0,0,0,0,0,-15.660386,-24.788915,0,0,0,0,0,0
99,-95.218979,0,0,0,0,0,-15.658989,-24.786703,0,0,0,0,0,0
100,-95.210482,0,0,0,0,0,-15.657591,-24.784491,0,0,0,0,0,0
101,-95.201984,0,0,0,0,0,-15.656194,-24.782279,0,0,0,0,0,0
102,-95.193486,0,0,0,0,0,-15.654796,-24.780067,0,0,0,0,0,0
103,-95.184989,0,0,0,0,0,-15.653399,-24.777855,0,0,0,0,0,0
104,-95.176491,0,0,0,0,0,-15.652001,-24.775643,0,0,0,0,0,0
105,-95.167993,0,0,0,0,0,-15.650604,-24.773431,0,0,0,0,0,0
106,-95.159496,0,0,0,0,0,-15.649206,-24.771219,0,0,0,0,0,0
107,-95.150998,0,0,0,0,0,-15.647809,-24.769007,0,0,0,0,0,0
108,-95.1425,0,0,0,0,0,-15.646411,-24.766795,0,0,0,0,0,0
109,-95.134003,0,0,0,0,0,-15.645014,-24.764583,0,0,0,0,0,0
110,-95.125505,0,0,0,0,0,-15.643617,-24.76237,0,0,0,0,0,0
111,-95.117007,0,0,0,0,0,-15.642219,-24.760158,0,0,0,0,0,0
112,-95.108509,0,0,0,0,0,-15.640822,-24.757946,0,0,0,0,0,0
113,-95.100012,0,0,0,0,0,-15.639424,-24.755734,0,0,0,0,0,0
114,-95.091514,0,0,0,0,0,-15.638027,-24.753522,0,0,0,0,0,0
115,-95.083016,0,0,0,0,0,-15.636629,-24.75131,0,0,0,0,0,0
116,-95.074519,0,0,0,0,0,-15.635232,-24.749098,0,0,0,0,0,0
117,-95.066021,0,0,0,0,0,-15.633834,-24.746886,0,0,0,0,0,0
118,-95.057523,0,0,0,0,0,-15.632437,-24.744674,0,0,0,0,0,0
119,-95.049026,0,0,0,0,0,-15.631039,-24.742462,0,0,0,0,0,0
120,-95.040528,0,0,0,0,0,-15.629642,-24.74025,0,0,0,0,0,0
121,-95.03203,0,0,0,0,0,-15.628244,-24.738038,0,0,0,0,0,0
122,-95.023533,0,0,0,0,0,-15.626847,-24.735826,0,0,0,0,0,0
123,-95.015035,0,0,0,0,0,-15.625449,-24.733614,0,0,0,0,0,0
124,-95.006537,0,0,0,0,0,-15.624052,-24.731402,0,0,0,0,0,0
125,-94.99804,0,0,0,0,0,-15.622655,-24.72919,0,0,0,0,0,0
126,-94.989542,0,0,0,0,0,-15.621257,-24.726978,0,0,0,0,0,0
127,-94.981044,0,0,0,0,0,-15.61986,-24.724766,0,0,0,0,0,0
128,-94.972546,0,0,0,0,0,-15.618462,-24.722553,0,0,0,0,0,0
129,-94.964049,0,0,0,0,0,-15.617065,-24.720341,0,0,0,0,0,0
130,-94.955551,0,0,0,0,0,-15.615667,-24.718129,0,0,0,0,0,0
131,-94.947053,0,0,0,0,0,-15.61427,-24.715917,0,0,0,0,0,0
132,-94.938556,0,0,0,0,0,-15.612872,-24.713705,0,0,0,0,0,0
133,-94.930058,0,0,0,0,0,-15.611475,-24.711493,0,0,0,0,0,0
134,-94.92156,0,0,0,0,0,-15.610077,-24.709281,0,0,0,0,0,0
135,-94.913063,0,0,0,0,0,-15.60868,-24.707069,0,0,0,0,0,0
136,-94.904565,0,0,0,0,0,-15.607282,-24.704857,0,0,0,0,0,0
137,-94.896067,0,0,0,0,0,-15.605885,-24.702645,0,0,0,0,0,0
138,-94.88757,0,0,0,0,0,-15.604488,-24.700433,0,0,0,0,0,0
139,-94.879072,0,0,0,0,0,-15.60309,-24.698221,0,0,0,0,0,0
140,-94.870574,0,0,0,0,0,-15.601693,-24.696009,0,0,0,0,0,0
141,-94.804125,0,0,0,0,0,-15.590765,-24.678711,0,0,0,0,0,0
142,-94.73767,0,0,0,0,0,-15.579836,-24.661412,0,0,0,0,0,0
143,-94.671215,0,0,0,0,0,-15.568908,-24.644113,0,0,0,0,0,0
144,-94.60476,0,0,0,0,0,-15.557979,-24.626814,0,0,0,0,0,0
145,-94.538306,0,0,0,0,0,-15.54705,-24.609515,0,0,0,0,0,0
146,-94.471851,0,0,0,0,0,-15.536122,-24.592216,0,0,0,0,0,0
147,-94.405396,0,0,0,0,0,-15.525193,-24.574917,0,0,0,0,0,0
148,-94.338941,0,0,0,0,0,-15.514264,-24.557618,0,0,0,0,0,0
149,-94.272486,0,0,0,0,0,-15.503335,-24.540319,0,0,0,0,0,0
150,-94.206031,0,0,0,0,0,-15.492407,-24.52302,0,0,0,0,0,0
151,-94.139576,0,0,0,0,0,-15.481478,-24.505721,0,0,0,0,0,0
152,-94.073121,0,0,0,0,0,-15.470549,-24.488422,0,0,0,0,0,0
153,-94.006666,0,0,0,0,0,-15.459621,-24.471123,0,0,0,0,0,0
154,-93.940211,0,0,0,0,0,-15.448692,-24.453824,0,0,0,0,0,0
155,-93.873756,0,0,0,0,0,-15.437763,-24.436524,0,0,0,0,0,0
156,-93.807301,0,0,0,0,0,-15.426835,-24.419225,0,0,0,0,0,0
157,-93.740846,0,0,0,0,0,-15.415906,-24.401926,0,0,0,0,0,0
158,-93.674391,0,0,0,0,0,-15.404977,-24.384627,0,0,0,0,0,0
159,-93.607936,0,0,0,0,0,-15.394049,-24.367328,0,0,0,0,0,0
160,-93.541481,0,0,0,0,0,-15.38312,-24.350029,0,0,0,0,0,0
161,-93.475026,0,0,0,0,0,-15.372191,-24.33273,0,0,0,0,0,0
162,-93.408571,0,0,0,0,0,-15.361263,-24.315431,0,0,0,0,0,0
163,-93.342117,0,0,0,0,0,-15.350334,-24.298132,0,0,0,0,0,0
164,-93.275662,0,0,0,0,0,-15.339405,-24.280833,0,0,0,0,0,0
165,-93.209207,0,0,0,0,0,-15.328477,-24.263534,0,0,0,0,0,0
166,-93.142752,0,0,0,0,0,-15.317548,-24.246235,0,0,0,0,0,0
167,-93.076297,0,0,0,0,0,-15.306619,-24.228936,0,0,0,0,0,0
168,-93.009842,0,0,0,0,0,-15.295691,-24.211637,0,0,0,0,0,0
169,-92.943387,0,0,0,0,0,-15.284762,-24.194338,0,0,0,0,0,0
170,-92.876932,0,0,0,0,0,-15.273833,-24.177039,0,0,0,0,0,0
171,-92.810477,0,0,0,0,0,-15.262905,-24.159739,0,0,0,0,0,0
172,-92.744022,0,0,0,0,0,-15.251976,-24.14244,0,0,0,0,0,0
173,-92.677567,0,0,0,0,0,-15.241047,-24.125141,0,0,0,0,0,0
174,-92.611112,0,0,0,0,0,-15.230119,-24.107842,0,0,0,0,0,0
175,-92.544657,0,0,0,0,0,-15.21919,-24.090543,0,0,0,0,0,0
176,-92.478202,0,0,0,0,0,-15.208261,-24.073244,0,0,0,0,0,0
177,-92.411747,0,0,0,0,0,-15.197333,-24.055945,0,0,0,0,0,0
178,-92.345292,0,0,0,0,0,-15.186404,-24.038646,0,0,0,0,0,0
179,-92.278837,0,0,0,0,0,-15.175475,-24.021347,0,0,0,0,0,0
180,-92.212382,0,0,0,0,0,-15.164547,-24.004048,0,0,0,0,0,0
181,-92.145928,0,0,0,0,0,-15.153618,-23.986749,0,0,0,0,0,0
182,-92.079473,0,0,0,0,0,-15.142689,-23.96945,0,0,0,0,0,0
183,-92.013018,0,0,0,0,0,-15.131761,-23.952151,0,0,0,0,0,0
184,-91.946563,0,0,0,0,0,-15.120832,-23.934852,0,0,0,0,0,0
185,-91.880108,0,0,0,0,0,-15.109903,-23.917553,0,0,0,0,0,0
186,-91.813653,0,0,0,0,0,-15.098975,-23.900254,0,0,0,0,0,0
187,-91.747198,0,0,0,0,0,-15.088046,-23.882954,0,0,0,0,0,0
188,-91.680743,0,0,0,0,0,-15.077117,-23.865655,0,0,0,0,0,0
189,-91.614288,0,0,0,0,0,-15.066189,-23.848356,0,0,0,0,0,0
190,-91.547833,0,0,0,0,0,-15.05526,-23.831057,0,0,0,0,0,0
191,-91.481378,0,0,0,0,0,-15.044331,-23.813758,0,0,0,0,0,0
192,-91.414923,0,0,0,0,0,-15.033402,-23.796459,0,0,0,0,0,0
193,-91.348468,0,0,0,0,0,-15.022474,-23.77916,0,0,0,0,0,0
194,-91.282013,0,0,0,0,0,-15.011545,-23.761861,0,0,0,0,0,0
195,-91.215558,0,0,0,0,0,-15.000616,-23.744562,0,0,0,0,0,0
196,-91.149103,0,0,0,0,0,-14.989688,-23.727263,0,0,0,0,0,0
197,-91.082648,0,0,0,0,0,-14.978759,-23.709964,0,0,0,0,0,0
198,-91.016193,0,0,0,0,0,-14.96783,-23.692665,0,0,0,0,0,0
199,-90.949738,0,0,0,0,0,-14.956902,-23.675366,0,0,0,0,0,0
200,-90.883284,0,0,0,0,0,-14.945973,-23.658067,0,0,0,0,0,0
201,-90.816829,0,0,0,0,0,-14.935044,-23.640768,0,0,0,0,0,0
202,-90.750374,0,0,0,0,0,-14.924116,-23.623469,0,0,0,0,0,0
203,-90.683919,0,0,0,0,0,-14.913187,-23.606169,0,0,0,0,0,0
204,-90.617464,0,0,0,0,0,-14.902258,-23.58887,0,0,0,0,0,0
205,-90.551009,0,0,0,0,0,-14.89133,-23.571571,0,0,0,0,0,0
206,-90.484554,0,0,0,0,0,-14.880401,-23.554272,0,0,0,0,0,0
207,-90.418099,0,0,0,0,0,-14.869472,-23.536973,0,0,0,0,0,0
208,-90.351644,0,0,0,0,0,-14.858544,-23.519674,0,0,0,0,0,0
209,-90.285189,0,0,0,0,0,-14.847615,-23.502375,0,0,0,0,0,0
210,-90.218734,0,0,0,0,0,-14.836686,-23.485076,0,0,0,0,0,0
211,-90.152279,0,0,0,0,0,-14.825758,-23.467777,0,0,0,0,0,0
212,-90.085824,0,0,0,0,0,-14.814829,-23.450478,0,0,0,0,0,0
213,-90.019369,0,0,0,0,0,-14.8039,-23.433179,0,0,0,0,0,0
214,-89.952914,0,0,0,0,0,-14.792972,-23.41588,0,0,0,0,0,0
215,-89.886459,0,0,0,0,0,-14.782043,-23.398581,0,0,0,0,0,0
216,-89.820004,0,0,0,0,0,-14.771114,-23.381282,0,0,0,0,0,0
217,-89.753549,0,0,0,0,0,-14.760186,-23.363983,0,0,0,0,0,0
218,-89.687095,0,0,0,0,0,-14.749257,-23.346684,0,0,0,0,0,0
219,-89.62064,0,0,0,0,0,-14.738328,-23.329385,0,0,0,0,0,0
220,-89.554185,0,0,0,0,0,-14.7274,-23.312085,0,0,0,0,0,0
221,-89.48773,0,0,0,0,0,-14.716471,-23.294786,0,0,0,0,0,0
222,-89.421275,0,0,0,0,0,-14.705542,-23.277487,0,0,0,0,0,0
223,-89.35482,0,0,0,0,0,-14.694614,-23.260188,0,0,0,0,0,0
224,-89.288365,0,0,0,0,0,-14.683685,-23.242889,0,0,0,0,0,0
225,-89.22191,0,0,0,0,0,-14.672756,-23.22559,0,0,0,0,0,0
226,-89.155455,0,0,0,0,0,-14.661828,-23.208291,0,0,0,0,0,0
227,-89.089,0,0,0,0,0,-14.650899,-23.190992,0,0,0,0,0,0
228,-89.022545,0,0,0,0,0,-14.63997,-23.173693,0,0,0,0,0,0
229,-88.95609,0,0,0,0,0,-14.629042,-23.156394,0,0,0,0,0,0
230,-88.889635,0,0,0,0,0,-14.618113,-23.139095,0,0,0,0,0,0
231,-88.82318,0,0,0,0,0,-14.607184,-23.121796,0,0,0,0,0,0
232,-88.756725,0,0,0,0,0,-14.596256,-23.104497,0,0,0,0,0,0
233,-88.69027,0,0,0,0,0,-14.585327,-23.087198,0,0,0,0,0,0
234,-88.623815,0,0,0,0,0,-14.574398,-23.069899,0,0,0,0,0,0
235,-88.55736,0,0,0,0,0,-14.563469,-23.0526,0,0,0,0,0,0
236,-88.490906,0,0,0,0,0,-14.552541,-23.0353,0,0,0,0,0,0
237,-88.424451,0,0,0,0,0,-14.541612,-23.018001,0,0,0,0,0,0
238,-88.357996,0,0,0,0,0,-14.530683,-23.000702,0,0,0,0,0,0
239,-88.291541,0,0,0,0,0,-14.519755,-22.983403,0,0,0,0,0,0
240,-88.225086,0,0,0,0,0,-14.508826,-22.966104,0,0,0,0,0,0
241,-88.158631,0,0,0,0,0,-14.497897,-22.948805,0,0,0,0,0,0
242,-88.092176,0,0,0,0,0,-14.486969,-22.931506,0,0,0,0,0,0
243,-88.025721,0,0,0,0,0,-14.47604,-22.914207,0,0,0,0,0,0
244,-87.959266,0,0,0,0,0,-14.465111,-22.896908,0,0,0,0,0,0
245,-87.892811,0,0,0,0,0,-14.454183,-22.879609,0,0,0,0,0,0
246,-87.826356,0,0,0,0,0,-14.443254,-22.86231,0,0,0,0,0,0
247,-87.759901,0,0,0,0,0,-14.432325,-22.845011,0,0,0,0,0,0
248,-87.693446,0,0,0,0,0,-14.421397,-22.827712,0,0,0,0,0,0
249,-87.626991,0,0,0,0,0,-14.410468,-22.810413,0,0,0,0,0,0
250,-87.560536,0,0,0,0,0,-14.399539,-22.793114,0,0,0,0,0,0
251,-87.394833,0,0,0,0,0,-14.372289,-22.749979,0,0,0,0,0,0
252,-87.22913,0,0,0,0,0,-14.345039,-22.706844,0,0,0,0,0,0
253,-87.063427,0,0,0,0,0,-14.317789,-22.66371,0,0,0,0,0,0
254,-86.897724,0,0,0,0,0,-14.290538,-22.620575,0,0,0,0,0,0
255,-86.732022,0,0,0,0,0,-14.263288,-22.577441,0,0,0,0,0,0
256,-86.566319,0,0,0,0,0,-14.236038,-22.534306,0,0,0,0,0,0
257,-86.400616,0,0,0,0,0,-14.208788,-22.491172,0,0,0,0,0,0
258,-86.234913,0,0,0,0,0,-14.181537,-22.448037,0,0,0,0,0,0
259,-86.06921,0,0,0,0,0,-14.154287,-22.404902,0,0,0,0,0,0
260,-85.903507,0,0,0,0,0,-14.127037,-22.361768,0,0,0,0,0,0
261,-85.737804,0,0,0,0,0,-14.099787,-22.318633,0,0,0,0,0,0
262,-85.572101,0,0,0,0,0,-14.072536,-22.275499,0,0,0,0,0,0
263,-85.406398,0,0,0,0,0,-14.045286,-22.232364,0,0,0,0,0,0
264,-85.240695,0,0,0,0,0,-14.018036,-22.18923,0,0,0,0,0,0
265,-85.074992,0,0,0,0,0,-13.990786,-22.146095,0,0,0,0,0,0
266,-84.909289,0,0,0,0,0,-13.963535,-22.10296,0,0,0,0,0,0
267,-84.743586,0,0,0,0,0,-13.936285,-22.059826,0,0,0,0,0,0
268,-84.577883,0,0,0,0,0,-13.909035,-22.016691,0,0,0,0,0,0
269,-84.41218,0,0,0,0,0,-13.881785,-21.973557,0,0,0,0,0,0
270,-84.246477,0,0,0,0,0,-13.854534,-21.930422,0,0,0,0,0,0
271,-84.080774,0,0,0,0,0,-13.827284,-21.887288,0,0,0,0,0,0
272,-83.915071,0,0,0,0,0,-13.800034,-21.844153,0,0,0,0,0,0
273,-83.749369,0,0,0,0,0,-13.772784,-21.801018,0,0,0,0,0,0
274,-83.583666,0,0,0,0,0,-13.745533,-21.757884,0,0,0,0,0,0
275,-83.417963,0,0,0,0,0,-13.718283,-21.714749,0,0,0,0,0,0
276,-83.25226,0,0,0,0,0,-13.691033,-21.671615,0,0,0,0,0,0
277,-83.086557,0,0,0,0,0,-13.663783,-21.62848,0,0,0,0,0,0
278,-82.920854,0,0,0,0,0,-13.636533,-21.585346,0,0,0,0,0,0
279,-82.755151,0,0,0,0,0,-13.609282,-21.542211,0,0,0,0,0,0
280,-82.589448,0,0,0,0,0,-13.582032,-21.499077,0,0,0,0,0,0
281,-82.423745,0,0,0,0,0,-13.554782,-21.455942,0,0,0,0,0,0
282,-82.258042,0,0,0,0,0,-13.527532,-21.412807,0,0,0,0,0,0
283,-82.092339,0,0,0,0,0,-13.500281,-21.369673,0,0,0,0,0,0
284,-81.926636,0,0,0,0,0,-13.473031,-21.326538,0,0,0,0,0,0
285,-81.760933,0,0,0,0,0,-13.445781,-21.283404,0,0,0,0,0,0
286,-81.59523,0,0,0,0,0,-13.418531,-21.240269,0,0,0,0,0,0
287,-81.429527,0,0,0,0,0,-13.39128,-21.197135,0,0,0,0,0,0
288,-81.263824,0,0,0,0,0,-13.36403,-21.154,0,0,0,0,0,0
289,-81.098121,0,0,0,0,0,-13.33678,-21.110865,0,0,0,0,0,0
290,-80.932418,0,0,0,0,0,-13.30953,-21.067731,0,0,0,0,0,0
291,-80.766716,0,0,0,0,0,-13.282279,-21.024596,0,0,0,0,0,0
292,-80.601013,0,0,0,0,0,-13.255029,-20.981462,0,0,0,0,0,0
293,-80.43531,0,0,0,0,0,-13.227779,-20.938327,0,0,0,0,0,0
294,-80.269607,0,0,0,0,0,-13.200529,-20.895193,0,0,0,0,0,0
295,-80.103904,0,0,0,0,0,-13.173278,-20.852058,0,0,0,0,0,0
296,-79.938201,0,0,0,0,0,-13.146028,-20.808923,0,0,0,0,0,0
297,-79.772498,0,0,0,0,0,-13.118778,-20.765789,0,0,0,0,0,0
298,-79.606795,0,0,0,0,0,-13.091528,-20.722654,0,0,0,0,0,0
299,-79.441092,0,0,0,0,0,-13.064277,-20.67952,0,0,0,0,0,0
300,-79.275389,0,0,0,0,0,-13.037027,-20.636385,0,0,0,0,0,0
301,-79.109686,0,0,0,0,0,-13.009777,-20.593251,0,0,0,0,0,0
302,-78.943983,0,0,0,0,0,-12.982527,-20.550116,0,0,0,0,0,0
303,-78.77828,0,0,0,0,0,-12.955276,-20.506981,0,0,0,0,0,0
304,-78.612577,0,0,0,0,0,-12.928026,-20.463847,0,0,0,0,0,0
305,-78.446874,0,0,0,0,0,-12.900776,-20.420712,0,0,0,0,0,0
306,-78.281171,0,0,0,0,0,-12.873526,-20.377578,0,0,0,0,0,0
307,-78.115468,0,0,0,0,0,-12.846275,-20.334443,0,0,0,0,0,0
308,-77.949765,0,0,0,0,0,-12.819025,-20.291309,0,0,0,0,0,0
309,-77.784063,0,0,0,0,0,-12.791775,-20.248174,0,0,0,0,0,0
310,-77.61836,0,0,0,0,0,-12.764525,-20.205039,0,0,0,0,0,0
311,-77.452657,0,0,0,0,0,-12.737274,-20.161905,0,0,0,0,0,0
312,-77.286954,0,0,0,0,0,-12.710024,-20.11877,0,0,0,0,0,0
313,-77.121251,0,0,0,0,0,-12.682774,-20.075636,0,0,0,0,0,0
314,-76.955548,0,0,0,0,0,-12.655524,-20.032501,0,0,0,0,0,0
315,-76.789845,0,0,0,0,0,-12.628273,-19.989367,0,0,0,0,0,0
316,-76.624142,0,0,0,0,0,-12.601023,-19.946232,0,0,0,0,0,0
317,-76.458439,0,0,0,0,0,-12.573773,-19.903097,0,0,0,0,0,0
318,-76.292736,0,0,0,0,0,-12.546523,-19.859963,0,0,0,0,0,0
319,-76.127033,0,0,0,0,0,-12.519272,-19.816828,0,0,0,0,0,0
320,-75.96133,0,0,0,0,0,-12.492022,-19.773694,0,0,0,0,0,0
321,-75.795627,0,0,0,0,0,-12.464772,-19.730559,0,0,0,0,0,0
322,-75.629924,0,0,0,0,0,-12.437522,-19.687425,0,0,0,0,0,0
