Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.45 mm (kPa),Stress at 0.65 mm (kPa),Stress at 0.86 mm (kPa),Stress at 1.05 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.45 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.45 mm (kPa),Stress at 2.65 mm (kPa)
2046,60.753966,51.297545,45.413768,35.517487,28.576161,20.916335,15.241727,10.457149,6.2233133,3.9626752,1.881946,0.45359708,0,0
2047,60.785067,51.323805,45.437016,35.535669,28.59079,20.927042,15.249529,10.462502,6.2264991,3.9647037,1.8829094,0.45382928,0,0
2048,60.816167,51.350065,45.460264,35.553851,28.605418,20.937749,15.257332,10.467855,6.2296849,3.9667323,1.8838728,0.45406148,0,0
2049,60.847268,51.376325,45.483512,35.572032,28.620047,20.948457,15.265134,10.473208,6.2328707,3.9687608,1.8848362,0.45429368,0,0
2050,60.878369,51.402585,45.50676,35.590214,28.634675,20.959164,15.272937,10.478561,6.2360565,3.9707893,1.8857996,0.45452589,0,0
2051,60.909469,51.428844,45.530008,35.608396,28.649304,20.969871,15.280739,10.483914,6.2392423,3.9728179,1.886763,0.45475809,0,0
2052,60.94057,51.455104,45.553255,35.626578,28.663932,20.980579,15.288541,10.489267,6.242428,3.9748464,1.8877264,0.45499029,0,0
2053,60.971671,51.481364,45.576503,35.64476,28.678561,20.991286,15.296344,10.49462,6.2456138,3.976875,1.8886898,0.45522249,0,0
2054,61.002771,51.507624,45.599751,35.662942,28.693189,21.001993,15.304146,10.499974,6.2487996,3.9789035,1.8896532,0.45545469,0,0
2055,61.033872,51.533884,45.622999,35.681123,28.707817,21.012701,15.311949,10.505327,6.2519854,3.980932,1.8906166,0.45568689,0,0
2056,61.064973,51.560143,45.646247,35.699305,28.722446,21.023408,15.319751,10.51068,6.2551712,3.9829606,1.8915799,0.45591909,0,0
2057,61.096073,51.586403,45.669494,35.717487,28.737074,21.034115,15.327553,10.516033,6.258357,3.9849891,1.8925433,0.4561513,0,0
2058,61.127174,51.612663,45.692742,35.735669,28.751703,21.044822,15.335356,10.521386,6.2615428,3.9870177,1.8935067,0.4563835,0,0
2059,61.158275,51.638923,45.71599,35.753851,28.766331,21.05553,15.343158,10.526739,6.2647285,3.9890462,1.8944701,0.4566157,0,0
2060,61.189375,51.665183,45.739238,35.772032,28.78096,21.066237,15.350961,10.532092,6.2679143,3.9910747,1.8954335,0.4568479,0,0
2061,61.220476,51.691442,45.762486,35.790214,28.795588,21.076944,15.358763,10.537446,6.2711001,3.9931033,1.8963969,0.4570801,0,0
2062,61.251577,51.717702,45.785734,35.808396,28.810217,21.087652,15.366566,10.542799,6.2742859,3.9951318,1.8973603,0.4573123,0,0
2063,61.282677,51.743962,45.808981,35.826578,28.824845,21.098359,15.374368,10.548152,6.2774717,3.9971603,1.8983237,0.45754451,0,0
2064,61.313778,51.770222,45.832229,35.84476,28.839474,21.109066,15.38217,10.553505,6.2806575,3.9991889,1.8992871,0.45777671,0,0
2065,61.344878,51.796482,45.855477,35.862941,28.854102,21.119774,15.389973,10.558858,6.2838433,4.0012174,1.9002505,0.45800891,0,0
2066,61.375979,51.822741,45.878725,35.881123,28.868731,21.130481,15.397775,10.564211,6.287029,4.003246,1.9012138,0.45824111,0,0
2067,61.40708,51.849001,45.901973,35.899305,28.883359,21.141188,15.405578,10.569564,6.2902148,4.0052745,1.9021772,0.45847331,0,0
2068,61.43818,51.875261,45.925221,35.917487,28.897987,21.151896,15.41338,10.574917,6.2934006,4.007303,1.9031406,0.45870551,0,0
2069,61.469281,51.901521,45.948468,35.935669,28.912616,21.162603,15.421182,10.580271,6.2965864,4.0093316,1.904104,0.45893771,0,0
2070,61.500382,51.927781,45.971716,35.95385,28.927244,21.17331,15.428985,10.585624,6.2997722,4.0113601,1.9050674,0.45916992,0,0
2071,61.531482,51.95404,45.994964,35.972032,28.941873,21.184018,15.436787,10.590977,6.302958,4.0133887,1.9060308,0.45940212,0,0
2072,61.562583,51.9803,46.018212,35.990214,28.956501,21.194725,15.44459,10.59633,6.3061438,4.0154172,1.9069942,0.45963432,0,0
2073,61.593684,52.00656,46.04146,36.008396,28.97113,21.205432,15.452392,10.601683,6.3093295,4.0174457,1.9079576,0.45986652,0,0
2074,61.624784,52.03282,46.064708,36.026578,28.985758,21.216139,15.460195,10.607036,6.3125153,4.0194743,1.908921,0.46009872,0,0
2075,61.655885,52.05908,46.087955,36.044759,29.000387,21.226847,15.467997,10.612389,6.3157011,4.0215028,1.9098843,0.46033092,0,0
2076,61.686986,52.085339,46.111203,36.062941,29.015015,21.237554,15.475799,10.617743,6.3188869,4.0235313,1.9108477,0.46056313,0,0
2077,61.718086,52.111599,46.134451,36.081123,29.029644,21.248261,15.483602,10.623096,6.3220727,4.0255599,1.9118111,0.46079533,0,0
2078,61.749187,52.137859,46.157699,36.099305,29.044272,21.258969,15.491404,10.628449,6.3252585,4.0275884,1.9127745,0.46102753,0,0
2079,61.780288,52.164119,46.180947,36.117487,29.058901,21.269676,15.499207,10.633802,6.3284442,4.029617,1.9137379,0.46125973,0,0
2080,61.811388,52.190379,46.204195,36.135669,29.073529,21.280383,15.507009,10.639155,6.33163,4.0316455,1.9147013,0.46149193,0,0
2081,61.842489,52.216638,46.227442,36.15385,29.088158,21.291091,15.514811,10.644508,6.3348158,4.033674,1.9156647,0.46172413,0,0
2082,61.87359,52.242898,46.25069,36.172032,29.102786,21.301798,15.522614,10.649861,6.3380016,4.0357026,1.9166281,0.46195633,0,0
2083,61.90469,52.269158,46.273938,36.190214,29.117414,21.312505,15.530416,10.655215,6.3411874,4.0377311,1.9175915,0.46218854,0,0
2084,61.935791,52.295418,46.297186,36.208396,29.132043,21.323213,15.538219,10.660568,6.3443732,4.0397597,1.9185549,0.46242074,0,0
2085,61.966891,52.321678,46.320434,36.226578,29.146671,21.33392,15.546021,10.665921,6.347559,4.0417882,1.9195182,0.46265294,0,0
2086,61.997992,52.347937,46.343681,36.244759,29.1613,21.344627,15.553823,10.671274,6.3507447,4.0438167,1.9204816,0.46288514,0,0
2087,62.029093,52.374197,46.366929,36.262941,29.175928,21.355335,15.561626,10.676627,6.3539305,4.0458453,1.921445,0.46311734,0,0
2088,62.060193,52.400457,46.390177,36.281123,29.190557,21.366042,15.569428,10.68198,6.3571163,4.0478738,1.9224084,0.46334954,0,0
2089,62.091294,52.426717,46.413425,36.299305,29.205185,21.376749,15.577231,10.687333,6.3603021,4.0499024,1.9233718,0.46358175,0,0
2090,62.122395,52.452977,46.436673,36.317487,29.219814,21.387456,15.585033,10.692686,6.3634879,4.0519309,1.9243352,0.46381395,0,0
2091,62.153495,52.479236,46.459921,36.335668,29.234442,21.398164,15.592836,10.69804,6.3666737,4.0539594,1.9252986,0.46404615,0,0
2092,62.184596,52.505496,46.483168,36.35385,29.249071,21.408871,15.600638,10.703393,6.3698595,4.055988,1.926262,0.46427835,0,0
2093,62.215697,52.531756,46.506416,36.372032,29.263699,21.419578,15.60844,10.708746,6.3730452,4.0580165,1.9272254,0.46451055,0,0
2094,62.246797,52.558016,46.529664,36.390214,29.278328,21.430286,15.616243,10.714099,6.376231,4.060045,1.9281888,0.46474275,0,0
2095,62.277898,52.584276,46.552912,36.408396,29.292956,21.440993,15.624045,10.719452,6.3794168,4.0620736,1.9291521,0.46497495,0,0
2096,62.308999,52.610535,46.57616,36.426577,29.307584,21.4517,15.631848,10.724805,6.3826026,4.0641021,1.9301155,0.46520716,0,0
2097,62.340099,52.636795,46.599408,36.444759,29.322213,21.462408,15.63965,10.730158,6.3857884,4.0661307,1.9310789,0.46543936,0,0
2098,62.3712,52.663055,46.622655,36.462941,29.336841,21.473115,15.647452,10.735512,6.3889742,4.0681592,1.9320423,0.46567156,0,0
2099,62.402301,52.689315,46.645903,36.481123,29.35147,21.483822,15.655255,10.740865,6.39216,4.0701877,1.9330057,0.46590376,0,0
2100,62.433401,52.715575,46.669151,36.499305,29.366098,21.49453,15.663057,10.746218,6.3953457,4.0722163,1.9339691,0.46613596,0,0
2101,62.464502,52.741834,46.692399,36.517486,29.380727,21.505237,15.67086,10.751571,6.3985315,4.0742448,1.9349325,0.46636816,0,0
2102,62.495603,52.768094,46.715647,36.535668,29.395355,21.515944,15.678662,10.756924,6.4017173,4.0762734,1.9358959,0.46660037,0,0
2103,62.526703,52.794354,46.738895,36.55385,29.409984,21.526651,15.686465,10.762277,6.4049031,4.0783019,1.9368593,0.46683257,0,0
2104,62.557804,52.820614,46.762142,36.572032,29.424612,21.537359,15.694267,10.76763,6.4080889,4.0803304,1.9378227,0.46706477,0,0
2105,62.588904,52.846874,46.78539,36.590214,29.439241,21.548066,15.702069,10.772983,6.4112747,4.082359,1.938786,0.46729697,0,0
2106,62.620005,52.873133,46.808638,36.608396,29.453869,21.558773,15.709872,10.778337,6.4144605,4.0843875,1.9397494,0.46752917,0,0
2107,62.651106,52.899393,46.831886,36.626577,29.468498,21.569481,15.717674,10.78369,6.4176462,4.0864161,1.9407128,0.46776137,0,0
2108,62.682206,52.925653,46.855134,36.644759,29.483126,21.580188,15.725477,10.789043,6.420832,4.0884446,1.9416762,0.46799357,0,0
2109,62.713307,52.951913,46.878382,36.662941,29.497755,21.590895,15.733279,10.794396,6.4240178,4.0904731,1.9426396,0.46822578,0,0
2110,62.744408,52.978173,46.901629,36.681123,29.512383,21.601603,15.741081,10.799749,6.4272036,4.0925017,1.943603,0.46845798,0,0
2111,62.775508,53.004432,46.924877,36.699305,29.527011,21.61231,15.748884,10.805102,6.4303894,4.0945302,1.9445664,0.46869018,0,0
2112,62.806609,53.030692,46.948125,36.717486,29.54164,21.623017,15.756686,10.810455,6.4335752,4.0965587,1.9455298,0.46892238,0,0
2113,62.83771,53.056952,46.971373,36.735668,29.556268,21.633725,15.764489,10.815809,6.4367609,4.0985873,1.9464932,0.46915458,0,0
2114,62.86881,53.083212,46.994621,36.75385,29.570897,21.644432,15.772291,10.821162,6.4399467,4.1006158,1.9474565,0.46938678,0,0
2115,62.899911,53.109472,47.017868,36.772032,29.585525,21.655139,15.780094,10.826515,6.4431325,4.1026444,1.9484199,0.46961899,0,0
2116,62.931012,53.135731,47.041116,36.790214,29.600154,21.665847,15.787896,10.831868,6.4463183,4.1046729,1.9493833,0.46985119,0,0
2117,62.962112,53.161991,47.064364,36.808395,29.614782,21.676554,15.795698,10.837221,6.4495041,4.1067014,1.9503467,0.47008339,0,0
2118,62.993213,53.188251,47.087612,36.826577,29.629411,21.687261,15.803501,10.842574,6.4526899,4.10873,1.9513101,0.47031559,0,0
2119,63.024314,53.214511,47.11086,36.844759,29.644039,21.697968,15.811303,10.847927,6.4558757,4.1107585,1.9522735,0.47054779,0,0
2120,63.055414,53.240771,47.134108,36.862941,29.658668,21.708676,15.819106,10.85328,6.4590614,4.1127871,1.9532369,0.47077999,0,0
2121,63.086515,53.26703,47.157355,36.881123,29.673296,21.719383,15.826908,10.858634,6.4622472,4.1148156,1.9542003,0.47101219,0,0
2122,63.117616,53.29329,47.180603,36.899304,29.687925,21.73009,15.83471,10.863987,6.465433,4.1168441,1.9551637,0.4712444,0,0
2123,63.148716,53.31955,47.203851,36.917486,29.702553,21.740798,15.842513,10.86934,6.4686188,4.1188727,1.9561271,0.4714766,0,0
2124,63.179817,53.34581,47.227099,36.935668,29.717181,21.751505,15.850315,10.874693,6.4718046,4.1209012,1.9570904,0.4717088,0,0
2125,63.210917,53.37207,47.250347,36.95385,29.73181,21.762212,15.858118,10.880046,6.4749904,4.1229297,1.9580538,0.471941,0,0
2126,63.242018,53.398329,47.273595,36.972032,29.746438,21.77292,15.86592,10.885399,6.4781762,4.1249583,1.9590172,0.4721732,0,0
2127,63.273119,53.424589,47.296842,36.990213,29.761067,21.783627,15.873722,10.890752,6.4813619,4.1269868,1.9599806,0.4724054,0,0
2128,63.304219,53.450849,47.32009,37.008395,29.775695,21.794334,15.881525,10.896106,6.4845477,4.1290154,1.960944,0.47263761,0,0
2129,63.33532,53.477109,47.343338,37.026577,29.790324,21.805042,15.889327,10.901459,6.4877335,4.1310439,1.9619074,0.47286981,0,0
2130,63.366421,53.503369,47.366586,37.044759,29.804952,21.815749,15.89713,10.906812,6.4909193,4.1330724,1.9628708,0.47310201,0,0
2131,63.397521,53.529628,47.389834,37.062941,29.819581,21.826456,15.904932,10.912165,6.4941051,4.135101,1.9638342,0.47333421,0,0
2132,63.428622,53.555888,47.413082,37.081123,29.834209,21.837163,15.912735,10.917518,6.4972909,4.1371295,1.9647976,0.47356641,0,0
2133,63.459723,53.582148,47.436329,37.099304,29.848838,21.847871,15.920537,10.922871,6.5004767,4.1391581,1.965761,0.47379861,0,0
2134,63.490823,53.608408,47.459577,37.117486,29.863466,21.858578,15.928339,10.928224,6.5036624,4.1411866,1.9667243,0.47403081,0,0
2135,63.521924,53.634668,47.482825,37.135668,29.878095,21.869285,15.936142,10.933577,6.5068482,4.1432151,1.9676877,0.47426302,0,0
2136,63.553025,53.660927,47.506073,37.15385,29.892723,21.879993,15.943944,10.938931,6.510034,4.1452437,1.9686511,0.47449522,0,0
2137,63.584125,53.687187,47.529321,37.172032,29.907351,21.8907,15.951747,10.944284,6.5132198,4.1472722,1.9696145,0.47472742,0,0
2138,63.615226,53.713447,47.552569,37.190213,29.92198,21.901407,15.959549,10.949637,6.5164056,4.1493008,1.9705779,0.47495962,0,0
2139,63.646327,53.739707,47.575816,37.208395,29.936608,21.912115,15.967351,10.95499,6.5195914,4.1513293,1.9715413,0.47519182,0,0
2140,63.677427,53.765967,47.599064,37.226577,29.951237,21.922822,15.975154,10.960343,6.5227772,4.1533578,1.9725047,0.47542402,0,0
2141,63.687298,53.774301,47.606443,37.232348,29.95588,21.92622,15.97763,10.962042,6.5237883,4.1540017,1.9728105,0.47549772,0,0
2142,63.697167,53.782634,47.61382,37.238117,29.960522,21.929618,15.980106,10.963741,6.5247992,4.1546454,1.9731162,0.4755714,0,0
2143,63.707036,53.790967,47.621197,37.243887,29.965164,21.933016,15.982582,10.965439,6.5258101,4.1552891,1.9734219,0.47564509,0,0
2144,63.716905,53.799299,47.628574,37.249656,29.969806,21.936413,15.985058,10.967138,6.526821,4.1559328,1.9737276,0.47571877,0,0
2145,63.726774,53.807632,47.635951,37.255426,29.974447,21.939811,15.987534,10.968837,6.5278319,4.1565765,1.9740333,0.47579245,0,0
2146,63.736643,53.815965,47.643328,37.261195,29.979089,21.943209,15.99001,10.970535,6.5288429,4.1572202,1.974339,0.47586613,0,0
2147,63.746511,53.824298,47.650705,37.266964,29.983731,21.946606,15.992485,10.972234,6.5298538,4.1578638,1.9746447,0.47593982,0,0
2148,63.75638,53.83263,47.658082,37.272734,29.988373,21.950004,15.994961,10.973933,6.5308647,4.1585075,1.9749504,0.4760135,0,0
2149,63.766249,53.840963,47.665459,37.278503,29.993015,21.953402,15.997437,10.975631,6.5318756,4.1591512,1.9752561,0.47608718,0,0
2150,63.776118,53.849296,47.672836,37.284273,29.997657,21.956799,15.999913,10.97733,6.5328865,4.1597949,1.9755618,0.47616086,0,0
2151,63.785987,53.857629,47.680213,37.290042,30.002299,21.960197,16.002389,10.979029,6.5338974,4.1604386,1.9758675,0.47623454,0,0
2152,63.795856,53.865962,47.68759,37.295812,30.006941,21.963594,16.004865,10.980727,6.5349083,4.1610823,1.9761732,0.47630823,0,0
2153,63.805725,53.874294,47.694967,37.301581,30.011583,21.966992,16.007341,10.982426,6.5359193,4.161726,1.9764789,0.47638191,0,0
2154,63.815593,53.882627,47.702344,37.307351,30.016225,21.97039,16.009817,10.984125,6.5369302,4.1623697,1.9767846,0.47645559,0,0
2155,63.825462,53.89096,47.709721,37.31312,30.020867,21.973787,16.012292,10.985823,6.5379411,4.1630134,1.9770903,0.47652927,0,0
2156,63.835331,53.899293,47.717098,37.31889,30.025508,21.977185,16.014768,10.987522,6.538952,4.1636571,1.977396,0.47660296,0,0
2157,63.8452,53.907625,47.724475,37.324659,30.03015,21.980583,16.017244,10.989221,6.5399629,4.1643008,1.9777017,0.47667664,0,0
2158,63.855069,53.915958,47.731852,37.330428,30.034792,21.98398,16.01972,10.990919,6.5409738,4.1649445,1.9780074,0.47675032,0,0
2159,63.864938,53.924291,47.739229,37.336198,30.039434,21.987378,16.022196,10.992618,6.5419847,4.1655882,1.9783131,0.476824,0,0
2160,63.874807,53.932624,47.746606,37.341967,30.044076,21.990776,16.024672,10.994317,6.5429957,4.1662319,1.9786188,0.47689768,0,0
2161,63.884676,53.940956,47.753983,37.347737,30.048718,21.994173,16.027148,10.996015,6.5440066,4.1668756,1.9789245,0.47697137,0,0
2162,63.894544,53.949289,47.76136,37.353506,30.05336,21.997571,16.029623,10.997714,6.5450175,4.1675193,1.9792302,0.47704505,0,0
2163,63.904413,53.957622,47.768737,37.359276,30.058002,22.000969,16.032099,10.999413,6.5460284,4.168163,1.9795359,0.47711873,0,0
2164,63.914282,53.965955,47.776114,37.365045,30.062644,22.004366,16.034575,11.001111,6.5470393,4.1688067,1.9798416,0.47719241,0,0
2165,63.924151,53.974287,47.783491,37.370815,30.067286,22.007764,16.037051,11.00281,6.5480502,4.1694504,1.9801473,0.4772661,0,0
2166,63.93402,53.98262,47.790868,37.376584,30.071927,22.011162,16.039527,11.004509,6.5490611,4.1700941,1.980453,0.47733978,0,0
2167,63.943889,53.990953,47.798245,37.382354,30.076569,22.014559,16.042003,11.006207,6.550072,4.1707378,1.9807587,0.47741346,0,0
2168,63.953758,53.999286,47.805622,37.388123,30.081211,22.017957,16.044479,11.007906,6.551083,4.1713815,1.9810644,0.47748714,0,0
2169,63.963626,54.007618,47.812999,37.393892,30.085853,22.021354,16.046954,11.009605,6.5520939,4.1720252,1.9813701,0.47756082,0,0
2170,63.973495,54.015951,47.820376,37.399662,30.090495,22.024752,16.04943,11.011303,6.5531048,4.1726689,1.9816758,0.47763451,0,0
2171,63.983364,54.024284,47.827753,37.405431,30.095137,22.02815,16.051906,11.013002,6.5541157,4.1733126,1.9819815,0.47770819,0,0
2172,63.993233,54.032617,47.83513,37.411201,30.099779,22.031547,16.054382,11.014701,6.5551266,4.1739562,1.9822872,0.47778187,0,0
2173,64.003102,54.04095,47.842507,37.41697,30.104421,22.034945,16.056858,11.016399,6.5561375,4.1745999,1.9825929,0.47785555,0,0
2174,64.012971,54.049282,47.849884,37.42274,30.109063,22.038343,16.059334,11.018098,6.5571484,4.1752436,1.9828986,0.47792924,0,0
2175,64.02284,54.057615,47.857261,37.428509,30.113705,22.04174,16.06181,11.019797,6.5581594,4.1758873,1.9832044,0.47800292,0,0
2176,64.032708,54.065948,47.864638,37.434279,30.118347,22.045138,16.064285,11.021495,6.5591703,4.176531,1.9835101,0.4780766,0,0
2177,64.042577,54.074281,47.872015,37.440048,30.122988,22.048536,16.066761,11.023194,6.5601812,4.1771747,1.9838158,0.47815028,0,0
2178,64.052446,54.082613,47.879392,37.445817,30.12763,22.051933,16.069237,11.024892,6.5611921,4.1778184,1.9841215,0.47822396,0,0
2179,64.062315,54.090946,47.886769,37.451587,30.132272,22.055331,16.071713,11.026591,6.562203,4.1784621,1.9844272,0.47829765,0,0
2180,64.072184,54.099279,47.894146,37.457356,30.136914,22.058729,16.074189,11.02829,6.5632139,4.1791058,1.9847329,0.47837133,0,0
2181,64.082053,54.107612,47.901523,37.463126,30.141556,22.062126,16.076665,11.029988,6.5642248,4.1797495,1.9850386,0.47844501,0,0
2182,64.091922,54.115944,47.9089,37.468895,30.146198,22.065524,16.079141,11.031687,6.5652358,4.1803932,1.9853443,0.47851869,0,0
2183,64.10179,54.124277,47.916277,37.474665,30.15084,22.068921,16.081617,11.033386,6.5662467,4.1810369,1.98565,0.47859238,0,0
2184,64.111659,54.13261,47.923654,37.480434,30.155482,22.072319,16.084092,11.035084,6.5672576,4.1816806,1.9859557,0.47866606,0,0
2185,64.121528,54.140943,47.931031,37.486204,30.160124,22.075717,16.086568,11.036783,6.5682685,4.1823243,1.9862614,0.47873974,0,0
2186,64.131397,54.149275,47.938408,37.491973,30.164766,22.079114,16.089044,11.038482,6.5692794,4.182968,1.9865671,0.47881342,0,0
2187,64.141266,54.157608,47.945785,37.497743,30.169407,22.082512,16.09152,11.04018,6.5702903,4.1836117,1.9868728,0.4788871,0,0
2188,64.151135,54.165941,47.953162,37.503512,30.174049,22.08591,16.093996,11.041879,6.5713012,4.1842554,1.9871785,0.47896079,0,0
2189,64.161004,54.174274,47.960539,37.509281,30.178691,22.089307,16.096472,11.043578,6.5723121,4.1848991,1.9874842,0.47903447,0,0
2190,64.170872,54.182606,47.967916,37.515051,30.183333,22.092705,16.098948,11.045276,6.5733231,4.1855428,1.9877899,0.47910815,0,0
2191,64.180741,54.190939,47.975293,37.52082,30.187975,22.096103,16.101423,11.046975,6.574334,4.1861865,1.9880956,0.47918183,0,0
2192,64.19061,54.199272,47.98267,37.52659,30.192617,22.0995,16.103899,11.048674,6.5753449,4.1868302,1.9884013,0.47925552,0,0
2193,64.200479,54.207605,47.990047,37.532359,30.197259,22.102898,16.106375,11.050372,6.5763558,4.1874739,1.988707,0.4793292,0,0
2194,64.210348,54.215938,47.997424,37.538129,30.201901,22.106296,16.108851,11.052071,6.5773667,4.1881176,1.9890127,0.47940288,0,0
2195,64.220217,54.22427,48.004801,37.543898,30.206543,22.109693,16.111327,11.05377,6.5783776,4.1887613,1.9893184,0.47947656,0,0
2196,64.230086,54.232603,48.012178,37.549668,30.211185,22.113091,16.113803,11.055468,6.5793885,4.189405,1.9896241,0.47955024,0,0
2197,64.239954,54.240936,48.019555,37.555437,30.215827,22.116489,16.116279,11.057167,6.5803995,4.1900487,1.9899298,0.47962393,0,0
2198,64.249823,54.249269,48.026932,37.561207,30.220468,22.119886,16.118754,11.058866,6.5814104,4.1906923,1.9902355,0.47969761,0,0
2199,64.259692,54.257601,48.034309,37.566976,30.22511,22.123284,16.12123,11.060564,6.5824213,4.191336,1.9905412,0.47977129,0,0
2200,64.269561,54.265934,48.041686,37.572745,30.229752,22.126681,16.123706,11.062263,6.5834322,4.1919797,1.9908469,0.47984497,0,0
2201,64.27943,54.274267,48.049063,37.578515,30.234394,22.130079,16.126182,11.063962,6.5844431,4.1926234,1.9911526,0.47991866,0,0
2202,64.289299,54.2826,48.05644,37.584284,30.239036,22.133477,16.128658,11.06566,6.585454,4.1932671,1.9914583,0.47999234,0,0
2203,64.299168,54.290932,48.063817,37.590054,30.243678,22.136874,16.131134,11.067359,6.5864649,4.1939108,1.991764,0.48006602,0,0
2204,64.309037,54.299265,48.071194,37.595823,30.24832,22.140272,16.13361,11.069058,6.5874758,4.1945545,1.9920697,0.4801397,0,0
2205,64.318905,54.307598,48.078571,37.601593,30.252962,22.14367,16.136085,11.070756,6.5884868,4.1951982,1.9923754,0.48021338,0,0
2206,64.328774,54.315931,48.085948,37.607362,30.257604,22.147067,16.138561,11.072455,6.5894977,4.1958419,1.9926811,0.48028707,0,0
2207,64.338643,54.324263,48.093325,37.613132,30.262246,22.150465,16.141037,11.074154,6.5905086,4.1964856,1.9929868,0.48036075,0,0
2208,64.348512,54.332596,48.100702,37.618901,30.266887,22.153863,16.143513,11.075852,6.5915195,4.1971293,1.9932925,0.48043443,0,0
2209,64.358381,54.340929,48.108079,37.624671,30.271529,22.15726,16.145989,11.077551,6.5925304,4.197773,1.9935982,0.48050811,0,0
2210,64.36825,54.349262,48.115456,37.63044,30.276171,22.160658,16.148465,11.07925,6.5935413,4.1984167,1.993904,0.48058179,0,0
2211,64.378119,54.357594,48.122833,37.636209,30.280813,22.164056,16.150941,11.080948,6.5945522,4.1990604,1.9942097,0.48065548,0,0
2212,64.387987,54.365927,48.13021,37.641979,30.285455,22.167453,16.153417,11.082647,6.5955632,4.1997041,1.9945154,0.48072916,0,0
2213,64.397856,54.37426,48.137587,37.647748,30.290097,22.170851,16.155892,11.084345,6.5965741,4.2003478,1.9948211,0.48080284,0,0
2214,64.407725,54.382593,48.144964,37.653518,30.294739,22.174248,16.158368,11.086044,6.597585,4.2009915,1.9951268,0.48087652,0,0
2215,64.417594,54.390926,48.152341,37.659287,30.299381,22.177646,16.160844,11.087743,6.5985959,4.2016352,1.9954325,0.48095021,0,0
2216,64.427463,54.399258,48.159718,37.665057,30.304023,22.181044,16.16332,11.089441,6.5996068,4.2022789,1.9957382,0.48102389,0,0
2217,64.437332,54.407591,48.167095,37.670826,30.308665,22.184441,16.165796,11.09114,6.6006177,4.2029226,1.9960439,0.48109757,0,0
2218,64.447201,54.415924,48.174472,37.676596,30.313307,22.187839,16.168272,11.092839,6.6016286,4.2035663,1.9963496,0.48117125,0,0
2219,64.457069,54.424257,48.181849,37.682365,30.317948,22.191237,16.170748,11.094537,6.6026396,4.20421,1.9966553,0.48124493,0,0
2220,64.466938,54.432589,48.189226,37.688134,30.32259,22.194634,16.173223,11.096236,6.6036505,4.2048537,1.996961,0.48131862,0,0
2221,64.476807,54.440922,48.196603,37.693904,30.327232,22.198032,16.175699,11.097935,6.6046614,4.2054974,1.9972667,0.4813923,0,0
2222,64.486676,54.449255,48.20398,37.699673,30.331874,22.20143,16.178175,11.099633,6.6056723,4.2061411,1.9975724,0.48146598,0,0
2223,64.496545,54.457588,48.211357,37.705443,30.336516,22.204827,16.180651,11.101332,6.6066832,4.2067847,1.9978781,0.48153966,0,0
2224,64.506414,54.46592,48.218734,37.711212,30.341158,22.208225,16.183127,11.103031,6.6076941,4.2074284,1.9981838,0.48161335,0,0
2225,64.516283,54.474253,48.226111,37.716982,30.3458,22.211623,16.185603,11.104729,6.608705,4.2080721,1.9984895,0.48168703,0,0
2226,64.526151,54.482586,48.233488,37.722751,30.350442,22.21502,16.188079,11.106428,6.6097159,4.2087158,1.9987952,0.48176071,0,0
2227,64.53602,54.490919,48.240865,37.728521,30.355084,22.218418,16.190554,11.108127,6.6107269,4.2093595,1.9991009,0.48183439,0,0
2228,64.545889,54.499251,48.248242,37.73429,30.359726,22.221815,16.19303,11.109825,6.6117378,4.2100032,1.9994066,0.48190807,0,0
2229,64.555758,54.507584,48.255619,37.74006,30.364367,22.225213,16.195506,11.111524,6.6127487,4.2106469,1.9997123,0.48198176,0,0
2230,64.565627,54.515917,48.262996,37.745829,30.369009,22.228611,16.197982,11.113223,6.6137596,4.2112906,2.000018,0.48205544,0,0
2231,64.575496,54.52425,48.270373,37.751598,30.373651,22.232008,16.200458,11.114921,6.6147705,4.2119343,2.0003237,0.48212912,0,0
2232,64.585365,54.532582,48.27775,37.757368,30.378293,22.235406,16.202934,11.11662,6.6157814,4.212578,2.0006294,0.4822028,0,0
2233,64.595233,54.540915,48.285127,37.763137,30.382935,22.238804,16.20541,11.118319,6.6167923,4.2132217,2.0009351,0.48227649,0,0
2234,64.605102,54.549248,48.292504,37.768907,30.387577,22.242201,16.207886,11.120017,6.6178033,4.2138654,2.0012408,0.48235017,0,0
2235,64.614971,54.557581,48.299881,37.774676,30.392219,22.245599,16.210361,11.121716,6.6188142,4.2145091,2.0015465,0.48242385,0,0
2236,64.62484,54.565914,48.307258,37.780446,30.396861,22.248997,16.212837,11.123415,6.6198251,4.2151528,2.0018522,0.48249753,0,0
2237,64.634709,54.574246,48.314635,37.786215,30.401503,22.252394,16.215313,11.125113,6.620836,4.2157965,2.0021579,0.48257121,0,0
2238,64.644578,54.582579,48.322012,37.791985,30.406145,22.255792,16.217789,11.126812,6.6218469,4.2164402,2.0024636,0.4826449,0,0
2239,64.654447,54.590912,48.329389,37.797754,30.410787,22.25919,16.220265,11.128511,6.6228578,4.2170839,2.0027693,0.48271858,0,0
