X coord (mm),Y coord (mm)
10.6255,4.91076
0.492008,1.63842
1.38468,1.58355
2.34024,0.996647
3.51912,0.911996
4.80052,1.13375
5.96286,1.08328
7.10005,1.03035
8.15847,0.985472
9.4952,0.928485
10.7385,0.875074
12.0449,1.09153
13.1921,1.04442
14.5283,0.989931
0.590518,1.91587
1.14043,2.17117
2.48443,2.37622
3.6432,2.31089
4.80649,2.24135
6.01665,2.19558
7.16606,2.13512
8.34394,2.36351
9.63941,2.31542
10.8646,2.24669
12.0318,2.16918
13.1811,2.10464
14.3259,2.31206
0.915196,3.33354
1.3769,3.2993
2.29205,3.51592
3.49697,3.43752
4.69196,3.36147
5.90152,3.29246
7.1264,3.49747
8.2338,3.45855
9.56409,3.43231
10.7653,3.36071
11.9781,3.50001
13.1363,3.41747
14.5207,3.34313
1.4452,5.00995
2.33396,4.89617
3.54408,4.00323
4.81666,5.02792
6.09541,4.91942
6.93949,4.87974
8.44754,4.77334
9.15038,4.9886
10.9152,4.64866
12.1066,4.53601
13.2725,4.71422
14.3813,4.65335
1.35377,5.92049
2.26541,5.82888
3.51788,5.71787
4.74101,5.89768
6.06584,5.76728
7.28523,5.93541
8.40753,5.83981
9.74372,5.7328
10.9174,5.92573
12.1408,5.85334
13.3113,5.77801
14.4038,5.71295
0.0770803,7.59659
1.15572,6.84861
2.45385,7.01338
3.72654,6.88086
4.9479,7.0541
5.84749,6.94716
7.10238,6.81839
8.56512,6.96414
9.58209,6.87455
10.8117,7.0725
12.0645,6.97008
13.2377,6.88416
14.3112,7.09344
0.347854,8.19001
1.26727,8.07001
2.50954,8.24488
3.80393,8.09592
5.01794,8.26042
5.90521,8.14974
7.15668,8.00919
8.56668,8.17354
9.61985,8.07683
10.8696,8.25769
11.8434,8.15551
13.3145,8.30775
14.4309,8.22685
0.253958,9.50774
1.20526,9.37725
2.42703,9.54907
3.7631,9.37203
4.90454,9.5539
6.13887,9.40799
7.21376,9.60048
8.41084,9.45515
9.53617,9.31833
10.7999,9.48979
12.1577,9.32701
13.2705,9.53343
14.4335,9.43106
