Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa)
798,365.18152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.255155,20.487313,0,0,0,0,0,0,0,0,0,0,48.153966,151.28367,142.58119,52.4378,0,0,0,0,0,0,0,0,116.21759,234.02039,301.08225,62.643635,0,0,0,0,0,0,0,0,80.483221,205.03614,109.35625,16.438227,0,0,0,0,0,0,0,0,0,10.438619,25.850381,1.2991313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,365.31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.265905,20.494592,0,0,0,0,0,0,0,0,0,0,48.171075,151.33742,142.63185,52.456431,0,0,0,0,0,0,0,0,116.25888,234.10354,301.18923,62.665892,0,0,0,0,0,0,0,0,80.511816,205.10899,109.39511,16.444067,0,0,0,0,0,0,0,0,0,10.442328,25.859566,1.2995928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,365.44101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.276654,20.501871,0,0,0,0,0,0,0,0,0,0,48.188184,151.39117,142.68251,52.475062,0,0,0,0,0,0,0,0,116.30018,234.18669,301.2962,62.688149,0,0,0,0,0,0,0,0,80.540411,205.18184,109.43396,16.449907,0,0,0,0,0,0,0,0,0,10.446037,25.86875,1.3000544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,365.57076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.287404,20.50915,0,0,0,0,0,0,0,0,0,0,48.205293,151.44492,142.73317,52.493693,0,0,0,0,0,0,0,0,116.34147,234.26983,301.40317,62.710406,0,0,0,0,0,0,0,0,80.569007,205.25469,109.47282,16.455748,0,0,0,0,0,0,0,0,0,10.449745,25.877935,1.300516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,365.70051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.298153,20.516429,0,0,0,0,0,0,0,0,0,0,48.222402,151.49867,142.78382,52.512324,0,0,0,0,0,0,0,0,116.38276,234.35298,301.51015,62.732663,0,0,0,0,0,0,0,0,80.597602,205.32754,109.51167,16.461588,0,0,0,0,0,0,0,0,0,10.453454,25.887119,1.3009776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,365.83025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.308903,20.523708,0,0,0,0,0,0,0,0,0,0,48.239511,151.55242,142.83448,52.530955,0,0,0,0,0,0,0,0,116.42405,234.43613,301.61712,62.75492,0,0,0,0,0,0,0,0,80.626197,205.40039,109.55052,16.467429,0,0,0,0,0,0,0,0,0,10.457163,25.896304,1.3014391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,365.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.319652,20.530987,0,0,0,0,0,0,0,0,0,0,48.256619,151.60617,142.88514,52.549586,0,0,0,0,0,0,0,0,116.46534,234.51927,301.72409,62.777177,0,0,0,0,0,0,0,0,80.654793,205.47323,109.58938,16.473269,0,0,0,0,0,0,0,0,0,10.460872,25.905488,1.3019007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,366.08975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.330402,20.538266,0,0,0,0,0,0,0,0,0,0,48.273728,151.65992,142.9358,52.568216,0,0,0,0,0,0,0,0,116.50663,234.60242,301.83106,62.799434,0,0,0,0,0,0,0,0,80.683388,205.54608,109.62823,16.47911,0,0,0,0,0,0,0,0,0,10.46458,25.914673,1.3023623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,366.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.341152,20.545545,0,0,0,0,0,0,0,0,0,0,48.290837,151.71367,142.98646,52.586847,0,0,0,0,0,0,0,0,116.54792,234.68557,301.93804,62.821691,0,0,0,0,0,0,0,0,80.711983,205.61893,109.66708,16.48495,0,0,0,0,0,0,0,0,0,10.468289,25.923857,1.3028239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,366.34924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.351901,20.552824,0,0,0,0,0,0,0,0,0,0,48.307946,151.76742,143.03712,52.605478,0,0,0,0,0,0,0,0,116.58922,234.76871,302.04501,62.843948,0,0,0,0,0,0,0,0,80.740579,205.69178,109.70594,16.49079,0,0,0,0,0,0,0,0,0,10.471998,25.933042,1.3032854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,366.47899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.362651,20.560103,0,0,0,0,0,0,0,0,0,0,48.325055,151.82117,143.08778,52.624109,0,0,0,0,0,0,0,0,116.63051,234.85186,302.15198,62.866205,0,0,0,0,0,0,0,0,80.769174,205.76463,109.74479,16.496631,0,0,0,0,0,0,0,0,0,10.475707,25.942226,1.303747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,366.60874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3734,20.567382,0,0,0,0,0,0,0,0,0,0,48.342164,151.87492,143.13843,52.64274,0,0,0,0,0,0,0,0,116.6718,234.935,302.25896,62.888462,0,0,0,0,0,0,0,0,80.797769,205.83748,109.78365,16.502471,0,0,0,0,0,0,0,0,0,10.479416,25.951411,1.3042086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,366.73849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.38415,20.574661,0,0,0,0,0,0,0,0,0,0,48.359273,151.92867,143.18909,52.661371,0,0,0,0,0,0,0,0,116.71309,235.01815,302.36593,62.910719,0,0,0,0,0,0,0,0,80.826365,205.91033,109.8225,16.508312,0,0,0,0,0,0,0,0,0,10.483124,25.960595,1.3046702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,366.86823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.394899,20.581941,0,0,0,0,0,0,0,0,0,0,48.376382,151.98242,143.23975,52.680002,0,0,0,0,0,0,0,0,116.75438,235.1013,302.4729,62.932976,0,0,0,0,0,0,0,0,80.85496,205.98317,109.86135,16.514152,0,0,0,0,0,0,0,0,0,10.486833,25.96978,1.3051317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,366.99798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.405649,20.58922,0,0,0,0,0,0,0,0,0,0,48.393491,152.03617,143.29041,52.698633,0,0,0,0,0,0,0,0,116.79567,235.18444,302.57988,62.955233,0,0,0,0,0,0,0,0,80.883555,206.05602,109.90021,16.519993,0,0,0,0,0,0,0,0,0,10.490542,25.978965,1.3055933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,367.12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.416398,20.596499,0,0,0,0,0,0,0,0,0,0,48.410599,152.08993,143.34107,52.717264,0,0,0,0,0,0,0,0,116.83697,235.26759,302.68685,62.97749,0,0,0,0,0,0,0,0,80.91215,206.12887,109.93906,16.525833,0,0,0,0,0,0,0,0,0,10.494251,25.988149,1.3060549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,367.25747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.427148,20.603778,0,0,0,0,0,0,0,0,0,0,48.427708,152.14368,143.39173,52.735895,0,0,0,0,0,0,0,0,116.87826,235.35074,302.79382,62.999747,0,0,0,0,0,0,0,0,80.940746,206.20172,109.97791,16.531673,0,0,0,0,0,0,0,0,0,10.49796,25.997334,1.3065165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,367.38722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.437897,20.611057,0,0,0,0,0,0,0,0,0,0,48.444817,152.19743,143.44238,52.754526,0,0,0,0,0,0,0,0,116.91955,235.43388,302.9008,63.022004,0,0,0,0,0,0,0,0,80.969341,206.27457,110.01677,16.537514,0,0,0,0,0,0,0,0,0,10.501668,26.006518,1.306978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,367.51697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.448647,20.618336,0,0,0,0,0,0,0,0,0,0,48.461926,152.25118,143.49304,52.773157,0,0,0,0,0,0,0,0,116.96084,235.51703,303.00777,63.044261,0,0,0,0,0,0,0,0,80.997936,206.34742,110.05562,16.543354,0,0,0,0,0,0,0,0,0,10.505377,26.015703,1.3074396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,367.64672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.459396,20.625615,0,0,0,0,0,0,0,0,0,0,48.479035,152.30493,143.5437,52.791787,0,0,0,0,0,0,0,0,117.00213,235.60018,303.11474,63.066518,0,0,0,0,0,0,0,0,81.026532,206.42026,110.09448,16.549195,0,0,0,0,0,0,0,0,0,10.509086,26.024887,1.3079012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,367.77646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.470146,20.632894,0,0,0,0,0,0,0,0,0,0,48.496144,152.35868,143.59436,52.810418,0,0,0,0,0,0,0,0,117.04342,235.68332,303.22172,63.088775,0,0,0,0,0,0,0,0,81.055127,206.49311,110.13333,16.555035,0,0,0,0,0,0,0,0,0,10.512795,26.034072,1.3083628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,367.90621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.480895,20.640173,0,0,0,0,0,0,0,0,0,0,48.513253,152.41243,143.64502,52.829049,0,0,0,0,0,0,0,0,117.08472,235.76647,303.32869,63.111032,0,0,0,0,0,0,0,0,81.083722,206.56596,110.17218,16.560876,0,0,0,0,0,0,0,0,0,10.516504,26.043256,1.3088244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,368.03596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.491645,20.647452,0,0,0,0,0,0,0,0,0,0,48.530362,152.46618,143.69568,52.84768,0,0,0,0,0,0,0,0,117.12601,235.84961,303.43566,63.133289,0,0,0,0,0,0,0,0,81.112318,206.63881,110.21104,16.566716,0,0,0,0,0,0,0,0,0,10.520212,26.052441,1.3092859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,368.16571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.502394,20.654731,0,0,0,0,0,0,0,0,0,0,48.547471,152.51993,143.74634,52.866311,0,0,0,0,0,0,0,0,117.1673,235.93276,303.54264,63.155546,0,0,0,0,0,0,0,0,81.140913,206.71166,110.24989,16.572556,0,0,0,0,0,0,0,0,0,10.523921,26.061625,1.3097475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,368.29545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.513144,20.66201,0,0,0,0,0,0,0,0,0,0,48.564579,152.57368,143.79699,52.884942,0,0,0,0,0,0,0,0,117.20859,236.01591,303.64961,63.177803,0,0,0,0,0,0,0,0,81.169508,206.78451,110.28875,16.578397,0,0,0,0,0,0,0,0,0,10.52763,26.07081,1.3102091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,368.4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.523893,20.669289,0,0,0,0,0,0,0,0,0,0,48.581688,152.62743,143.84765,52.903573,0,0,0,0,0,0,0,0,117.24988,236.09905,303.75658,63.20006,0,0,0,0,0,0,0,0,81.198104,206.85735,110.3276,16.584237,0,0,0,0,0,0,0,0,0,10.531339,26.079994,1.3106707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,368.55495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.534643,20.676568,0,0,0,0,0,0,0,0,0,0,48.598797,152.68118,143.89831,52.922204,0,0,0,0,0,0,0,0,117.29117,236.1822,303.86356,63.222317,0,0,0,0,0,0,0,0,81.226699,206.9302,110.36645,16.590078,0,0,0,0,0,0,0,0,0,10.535048,26.089179,1.3111322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,368.6847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.545392,20.683847,0,0,0,0,0,0,0,0,0,0,48.615906,152.73493,143.94897,52.940835,0,0,0,0,0,0,0,0,117.33246,236.26535,303.97053,63.244574,0,0,0,0,0,0,0,0,81.255294,207.00305,110.40531,16.595918,0,0,0,0,0,0,0,0,0,10.538756,26.098363,1.3115938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,368.81444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.556142,20.691126,0,0,0,0,0,0,0,0,0,0,48.633015,152.78868,143.99963,52.959466,0,0,0,0,0,0,0,0,117.37376,236.34849,304.0775,63.266831,0,0,0,0,0,0,0,0,81.28389,207.0759,110.44416,16.601759,0,0,0,0,0,0,0,0,0,10.542465,26.107548,1.3120554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,368.94419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.566891,20.698405,0,0,0,0,0,0,0,0,0,0,48.650124,152.84243,144.05029,52.978097,0,0,0,0,0,0,0,0,117.41505,236.43164,304.18447,63.289088,0,0,0,0,0,0,0,0,81.312485,207.14875,110.48301,16.607599,0,0,0,0,0,0,0,0,0,10.546174,26.116732,1.312517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,369.07394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.577641,20.705684,0,0,0,0,0,0,0,0,0,0,48.667233,152.89618,144.10094,52.996727,0,0,0,0,0,0,0,0,117.45634,236.51479,304.29145,63.311345,0,0,0,0,0,0,0,0,81.34108,207.2216,110.52187,16.613439,0,0,0,0,0,0,0,0,0,10.549883,26.125917,1.3129785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,369.20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.588391,20.712963,0,0,0,0,0,0,0,0,0,0,48.684342,152.94993,144.1516,53.015358,0,0,0,0,0,0,0,0,117.49763,236.59793,304.39842,63.333602,0,0,0,0,0,0,0,0,81.369676,207.29445,110.56072,16.61928,0,0,0,0,0,0,0,0,0,10.553592,26.135101,1.3134401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,369.33343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.59914,20.720242,0,0,0,0,0,0,0,0,0,0,48.701451,153.00368,144.20226,53.033989,0,0,0,0,0,0,0,0,117.53892,236.68108,304.50539,63.355859,0,0,0,0,0,0,0,0,81.398271,207.36729,110.59958,16.62512,0,0,0,0,0,0,0,0,0,10.5573,26.144286,1.3139017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,369.46318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.60989,20.727522,0,0,0,0,0,0,0,0,0,0,48.718559,153.05743,144.25292,53.05262,0,0,0,0,0,0,0,0,117.58021,236.76423,304.61237,63.378116,0,0,0,0,0,0,0,0,81.426866,207.44014,110.63843,16.630961,0,0,0,0,0,0,0,0,0,10.561009,26.15347,1.3143633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,369.59293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.620639,20.734801,0,0,0,0,0,0,0,0,0,0,48.735668,153.11118,144.30358,53.071251,0,0,0,0,0,0,0,0,117.62151,236.84737,304.71934,63.400373,0,0,0,0,0,0,0,0,81.455462,207.51299,110.67728,16.636801,0,0,0,0,0,0,0,0,0,10.564718,26.162655,1.3148248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,369.72267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.631389,20.74208,0,0,0,0,0,0,0,0,0,0,48.752777,153.16493,144.35424,53.089882,0,0,0,0,0,0,0,0,117.6628,236.93052,304.82631,63.42263,0,0,0,0,0,0,0,0,81.484057,207.58584,110.71614,16.642642,0,0,0,0,0,0,0,0,0,10.568427,26.17184,1.3152864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,369.85242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.642138,20.749359,0,0,0,0,0,0,0,0,0,0,48.769886,153.21868,144.4049,53.108513,0,0,0,0,0,0,0,0,117.70409,237.01366,304.93329,63.444887,0,0,0,0,0,0,0,0,81.512652,207.65869,110.75499,16.648482,0,0,0,0,0,0,0,0,0,10.572136,26.181024,1.315748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,369.98217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.652888,20.756638,0,0,0,0,0,0,0,0,0,0,48.786995,153.27243,144.45555,53.127144,0,0,0,0,0,0,0,0,117.74538,237.09681,305.04026,63.467144,0,0,0,0,0,0,0,0,81.541248,207.73154,110.79384,16.654322,0,0,0,0,0,0,0,0,0,10.575844,26.190209,1.3162096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,370.11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.663637,20.763917,0,0,0,0,0,0,0,0,0,0,48.804104,153.32618,144.50621,53.145775,0,0,0,0,0,0,0,0,117.78667,237.17996,305.14723,63.489401,0,0,0,0,0,0,0,0,81.569843,207.80438,110.8327,16.660163,0,0,0,0,0,0,0,0,0,10.579553,26.199393,1.3166711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,370.24166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.674387,20.771196,0,0,0,0,0,0,0,0,0,0,48.821213,153.37993,144.55687,53.164406,0,0,0,0,0,0,0,0,117.82796,237.2631,305.25421,63.511658,0,0,0,0,0,0,0,0,81.598438,207.87723,110.87155,16.666003,0,0,0,0,0,0,0,0,0,10.583262,26.208578,1.3171327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,370.37141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.685136,20.778475,0,0,0,0,0,0,0,0,0,0,48.838322,153.43369,144.60753,53.183037,0,0,0,0,0,0,0,0,117.86926,237.34625,305.36118,63.533915,0,0,0,0,0,0,0,0,81.627034,207.95008,110.91041,16.671844,0,0,0,0,0,0,0,0,0,10.586971,26.217762,1.3175943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,370.50116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.695886,20.785754,0,0,0,0,0,0,0,0,0,0,48.855431,153.48744,144.65819,53.201668,0,0,0,0,0,0,0,0,117.91055,237.4294,305.46815,63.556172,0,0,0,0,0,0,0,0,81.655629,208.02293,110.94926,16.677684,0,0,0,0,0,0,0,0,0,10.59068,26.226947,1.3180559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,370.63091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.706635,20.793033,0,0,0,0,0,0,0,0,0,0,48.872539,153.54119,144.70885,53.220298,0,0,0,0,0,0,0,0,117.95184,237.51254,305.57513,63.578429,0,0,0,0,0,0,0,0,81.684224,208.09578,110.98811,16.683525,0,0,0,0,0,0,0,0,0,10.594388,26.236131,1.3185174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,370.76065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.717385,20.800312,0,0,0,0,0,0,0,0,0,0,48.889648,153.59494,144.7595,53.238929,0,0,0,0,0,0,0,0,117.99313,237.59569,305.6821,63.600686,0,0,0,0,0,0,0,0,81.71282,208.16863,111.02697,16.689365,0,0,0,0,0,0,0,0,0,10.598097,26.245316,1.318979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,370.8904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.728134,20.807591,0,0,0,0,0,0,0,0,0,0,48.906757,153.64869,144.81016,53.25756,0,0,0,0,0,0,0,0,118.03442,237.67884,305.78907,63.622943,0,0,0,0,0,0,0,0,81.741415,208.24147,111.06582,16.695205,0,0,0,0,0,0,0,0,0,10.601806,26.2545,1.3194406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,371.02015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.738884,20.81487,0,0,0,0,0,0,0,0,0,0,48.923866,153.70244,144.86082,53.276191,0,0,0,0,0,0,0,0,118.07571,237.76198,305.89605,63.6452,0,0,0,0,0,0,0,0,81.77001,208.31432,111.10467,16.701046,0,0,0,0,0,0,0,0,0,10.605515,26.263685,1.3199022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,371.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.749633,20.822149,0,0,0,0,0,0,0,0,0,0,48.940975,153.75619,144.91148,53.294822,0,0,0,0,0,0,0,0,118.11701,237.84513,306.00302,63.667457,0,0,0,0,0,0,0,0,81.798606,208.38717,111.14353,16.706886,0,0,0,0,0,0,0,0,0,10.609223,26.272869,1.3203637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
