Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa)
4862,43.335857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5903599,2.4312163,0,0,0,0,0,0,0,0,0,0,5.7144003,17.952736,16.920019,6.2227601,0,0,0,0,0,0,0,0,13.791467,27.77105,35.729238,7.43388,0,0,0,0,0,0,0,0,9.5508922,24.331508,12.977237,1.9507138,0,0,0,0,0,0,0,0,0,1.2387442,3.0676482,0.15416708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863,43.015722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5638369,2.4132562,0,0,0,0,0,0,0,0,0,0,5.6721864,17.820114,16.795026,6.1767908,0,0,0,0,0,0,0,0,13.689586,27.565897,35.465296,7.3789638,0,0,0,0,0,0,0,0,9.480337,24.151764,12.88137,1.9363033,0,0,0,0,0,0,0,0,0,1.2295933,3.0449866,0.1530282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864,42.695588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5373138,2.3952961,0,0,0,0,0,0,0,0,0,0,5.6299725,17.687492,16.670032,6.1308215,0,0,0,0,0,0,0,0,13.587704,27.360745,35.201354,7.3240476,0,0,0,0,0,0,0,0,9.4097818,23.97202,12.785503,1.9218928,0,0,0,0,0,0,0,0,0,1.2204423,3.022325,0.15188932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,42.375453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5107908,2.377336,0,0,0,0,0,0,0,0,0,0,5.5877585,17.55487,16.545039,6.0848521,0,0,0,0,0,0,0,0,13.485823,27.155592,34.937411,7.2691313,0,0,0,0,0,0,0,0,9.3392266,23.792276,12.689637,1.9074824,0,0,0,0,0,0,0,0,0,1.2112913,2.9996634,0.15075044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866,42.055319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4842678,2.3593759,0,0,0,0,0,0,0,0,0,0,5.5455446,17.422248,16.420046,6.0388828,0,0,0,0,0,0,0,0,13.383941,26.950439,34.673469,7.2142151,0,0,0,0,0,0,0,0,9.2686714,23.612532,12.59377,1.8930719,0,0,0,0,0,0,0,0,0,1.2021404,2.9770018,0.14961157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867,41.735184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4577448,2.3414158,0,0,0,0,0,0,0,0,0,0,5.5033307,17.289626,16.295053,5.9929135,0,0,0,0,0,0,0,0,13.282059,26.745286,34.409527,7.1592989,0,0,0,0,0,0,0,0,9.1981162,23.432788,12.497904,1.8786614,0,0,0,0,0,0,0,0,0,1.1929894,2.9543401,0.14847269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868,41.415049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4312217,2.3234557,0,0,0,0,0,0,0,0,0,0,5.4611167,17.157004,16.17006,5.9469441,0,0,0,0,0,0,0,0,13.180178,26.540133,34.145585,7.1043826,0,0,0,0,0,0,0,0,9.127561,23.253044,12.402037,1.8642509,0,0,0,0,0,0,0,0,0,1.1838384,2.9316785,0.14733381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869,41.094915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4046987,2.3054956,0,0,0,0,0,0,0,0,0,0,5.4189028,17.024382,16.045067,5.9009748,0,0,0,0,0,0,0,0,13.078296,26.334981,33.881642,7.0494664,0,0,0,0,0,0,0,0,9.0570058,23.073301,12.30617,1.8498404,0,0,0,0,0,0,0,0,0,1.1746875,2.9090169,0.14619494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,40.77478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3781757,2.2875355,0,0,0,0,0,0,0,0,0,0,5.3766889,16.89176,15.920074,5.8550055,0,0,0,0,0,0,0,0,12.976415,26.129828,33.6177,6.9945502,0,0,0,0,0,0,0,0,8.9864506,22.893557,12.210304,1.8354299,0,0,0,0,0,0,0,0,0,1.1655365,2.8863553,0.14505606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,40.454646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3516526,2.2695754,0,0,0,0,0,0,0,0,0,0,5.3344749,16.759137,15.795081,5.8090361,0,0,0,0,0,0,0,0,12.874533,25.924675,33.353758,6.939634,0,0,0,0,0,0,0,0,8.9158953,22.713813,12.114437,1.8210194,0,0,0,0,0,0,0,0,0,1.1563856,2.8636937,0.14391718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872,40.134511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3251296,2.2516153,0,0,0,0,0,0,0,0,0,0,5.292261,16.626515,15.670088,5.7630668,0,0,0,0,0,0,0,0,12.772652,25.719522,33.089816,6.8847177,0,0,0,0,0,0,0,0,8.8453401,22.534069,12.018571,1.8066089,0,0,0,0,0,0,0,0,0,1.1472346,2.8410321,0.14277831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,39.814377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2986066,2.2336552,0,0,0,0,0,0,0,0,0,0,5.2500471,16.493893,15.545095,5.7170975,0,0,0,0,0,0,0,0,12.67077,25.514369,32.825873,6.8298015,0,0,0,0,0,0,0,0,8.7747849,22.354325,11.922704,1.7921984,0,0,0,0,0,0,0,0,0,1.1380836,2.8183705,0.14163943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874,39.494242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2720835,2.2156951,0,0,0,0,0,0,0,0,0,0,5.2078331,16.361271,15.420102,5.6711281,0,0,0,0,0,0,0,0,12.568888,25.309217,32.561931,6.7748853,0,0,0,0,0,0,0,0,8.7042297,22.174581,11.826837,1.777788,0,0,0,0,0,0,0,0,0,1.1289327,2.7957089,0.14050055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875,39.174108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2455605,2.197735,0,0,0,0,0,0,0,0,0,0,5.1656192,16.228649,15.295108,5.6251588,0,0,0,0,0,0,0,0,12.467007,25.104064,32.297989,6.719969,0,0,0,0,0,0,0,0,8.6336745,21.994837,11.730971,1.7633775,0,0,0,0,0,0,0,0,0,1.1197817,2.7730473,0.13936168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876,38.853973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2190375,2.1797749,0,0,0,0,0,0,0,0,0,0,5.1234053,16.096027,15.170115,5.5791895,0,0,0,0,0,0,0,0,12.365125,24.898911,32.034047,6.6650528,0,0,0,0,0,0,0,0,8.5631193,21.815093,11.635104,1.748967,0,0,0,0,0,0,0,0,0,1.1106307,2.7503857,0.1382228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877,38.533839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1925145,2.1618148,0,0,0,0,0,0,0,0,0,0,5.0811913,15.963405,15.045122,5.5332201,0,0,0,0,0,0,0,0,12.263244,24.693758,31.770104,6.6101366,0,0,0,0,0,0,0,0,8.4925641,21.635349,11.539237,1.7345565,0,0,0,0,0,0,0,0,0,1.1014798,2.7277241,0.13708392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878,38.213704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1659914,2.1438547,0,0,0,0,0,0,0,0,0,0,5.0389774,15.830783,14.920129,5.4872508,0,0,0,0,0,0,0,0,12.161362,24.488605,31.506162,6.5552204,0,0,0,0,0,0,0,0,8.4220089,21.455605,11.443371,1.720146,0,0,0,0,0,0,0,0,0,1.0923288,2.7050625,0.13594504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4879,37.89357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1394684,2.1258946,0,0,0,0,0,0,0,0,0,0,4.9967635,15.698161,14.795136,5.4412815,0,0,0,0,0,0,0,0,12.059481,24.283453,31.24222,6.5003041,0,0,0,0,0,0,0,0,8.3514537,21.275862,11.347504,1.7057355,0,0,0,0,0,0,0,0,0,1.0831779,2.6824009,0.13480617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880,37.573435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1129454,2.1079345,0,0,0,0,0,0,0,0,0,0,4.9545495,15.565539,14.670143,5.3953121,0,0,0,0,0,0,0,0,11.957599,24.0783,30.978278,6.4453879,0,0,0,0,0,0,0,0,8.2808984,21.096118,11.251638,1.691325,0,0,0,0,0,0,0,0,0,1.0740269,2.6597393,0.13366729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,37.2533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0864223,2.0899744,0,0,0,0,0,0,0,0,0,0,4.9123356,15.432917,14.54515,5.3493428,0,0,0,0,0,0,0,0,11.855717,23.873147,30.714335,6.3904717,0,0,0,0,0,0,0,0,8.2103432,20.916374,11.155771,1.6769145,0,0,0,0,0,0,0,0,0,1.0648759,2.6370776,0.13252841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882,36.933166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0598993,2.0720143,0,0,0,0,0,0,0,0,0,0,4.8701217,15.300295,14.420157,5.3033735,0,0,0,0,0,0,0,0,11.753836,23.667994,30.450393,6.3355555,0,0,0,0,0,0,0,0,8.139788,20.73663,11.059904,1.662504,0,0,0,0,0,0,0,0,0,1.055725,2.614416,0.13138954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883,36.613031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0333763,2.0540542,0,0,0,0,0,0,0,0,0,0,4.8279077,15.167673,14.295164,5.2574041,0,0,0,0,0,0,0,0,11.651954,23.462841,30.186451,6.2806392,0,0,0,0,0,0,0,0,8.0692328,20.556886,10.964038,1.6480936,0,0,0,0,0,0,0,0,0,1.046574,2.5917544,0.13025066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884,36.292897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0068532,2.0360941,0,0,0,0,0,0,0,0,0,0,4.7856938,15.035051,14.170171,5.2114348,0,0,0,0,0,0,0,0,11.550073,23.257689,29.922509,6.225723,0,0,0,0,0,0,0,0,7.9986776,20.377142,10.868171,1.6336831,0,0,0,0,0,0,0,0,0,1.037423,2.5690928,0.12911178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885,35.972762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9803302,2.018134,0,0,0,0,0,0,0,0,0,0,4.7434799,14.902429,14.045178,5.1654655,0,0,0,0,0,0,0,0,11.448191,23.052536,29.658566,6.1708068,0,0,0,0,0,0,0,0,7.9281224,20.197398,10.772305,1.6192726,0,0,0,0,0,0,0,0,0,1.0282721,2.5464312,0.12797291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886,35.652628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9538072,2.0001739,0,0,0,0,0,0,0,0,0,0,4.7012659,14.769806,13.920185,5.1194961,0,0,0,0,0,0,0,0,11.34631,22.847383,29.394624,6.1158905,0,0,0,0,0,0,0,0,7.8575672,20.017654,10.676438,1.6048621,0,0,0,0,0,0,0,0,0,1.0191211,2.5237696,0.12683403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887,35.332493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9272842,1.9822138,0,0,0,0,0,0,0,0,0,0,4.659052,14.637184,13.795191,5.0735268,0,0,0,0,0,0,0,0,11.244428,22.64223,29.130682,6.0609743,0,0,0,0,0,0,0,0,7.787012,19.83791,10.580571,1.5904516,0,0,0,0,0,0,0,0,0,1.0099702,2.501108,0.12569515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888,35.012359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9007611,1.9642537,0,0,0,0,0,0,0,0,0,0,4.6168381,14.504562,13.670198,5.0275575,0,0,0,0,0,0,0,0,11.142546,22.437077,28.86674,6.0060581,0,0,0,0,0,0,0,0,7.7164568,19.658166,10.484705,1.5760411,0,0,0,0,0,0,0,0,0,1.0008192,2.4784464,0.12455628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889,34.692224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8742381,1.9462936,0,0,0,0,0,0,0,0,0,0,4.5746241,14.37194,13.545205,4.9815881,0,0,0,0,0,0,0,0,11.040665,22.231925,28.602797,5.9511419,0,0,0,0,0,0,0,0,7.6459015,19.478422,10.388838,1.5616306,0,0,0,0,0,0,0,0,0,0.99166823,2.4557848,0.1234174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,34.37209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8477151,1.9283335,0,0,0,0,0,0,0,0,0,0,4.5324102,14.239318,13.420212,4.9356188,0,0,0,0,0,0,0,0,10.938783,22.026772,28.338855,5.8962256,0,0,0,0,0,0,0,0,7.5753463,19.298679,10.292972,1.5472201,0,0,0,0,0,0,0,0,0,0.98251726,2.4331232,0.12227852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891,34.051955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.821192,1.9103734,0,0,0,0,0,0,0,0,0,0,4.4901963,14.106696,13.295219,4.8896495,0,0,0,0,0,0,0,0,10.836902,21.821619,28.074913,5.8413094,0,0,0,0,0,0,0,0,7.5047911,19.118935,10.197105,1.5328096,0,0,0,0,0,0,0,0,0,0.9733663,2.4104616,0.12113965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4892,33.73182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794669,1.8924133,0,0,0,0,0,0,0,0,0,0,4.4479823,13.974074,13.170226,4.8436801,0,0,0,0,0,0,0,0,10.73502,21.616466,27.810971,5.7863932,0,0,0,0,0,0,0,0,7.4342359,18.939191,10.101238,1.5183992,0,0,0,0,0,0,0,0,0,0.96421534,2.3878,0.12000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893,33.411686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768146,1.8744532,0,0,0,0,0,0,0,0,0,0,4.4057684,13.841452,13.045233,4.7977108,0,0,0,0,0,0,0,0,10.633139,21.411313,27.547029,5.7314769,0,0,0,0,0,0,0,0,7.3636807,18.759447,10.005372,1.5039887,0,0,0,0,0,0,0,0,0,0.95506437,2.3651384,0.11886189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4894,33.091551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7416229,1.8564931,0,0,0,0,0,0,0,0,0,0,4.3635545,13.70883,12.92024,4.7517415,0,0,0,0,0,0,0,0,10.531257,21.206161,27.283086,5.6765607,0,0,0,0,0,0,0,0,7.2931255,18.579703,9.9095051,1.4895782,0,0,0,0,0,0,0,0,0,0.94591341,2.3424768,0.11772301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4895,32.771417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7150999,1.838533,0,0,0,0,0,0,0,0,0,0,4.3213405,13.576208,12.795247,4.7057721,0,0,0,0,0,0,0,0,10.429375,21.001008,27.019144,5.6216445,0,0,0,0,0,0,0,0,7.2225703,18.399959,9.8136385,1.4751677,0,0,0,0,0,0,0,0,0,0.93676245,2.3198152,0.11658414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4896,32.451282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6885769,1.8205729,0,0,0,0,0,0,0,0,0,0,4.2791266,13.443586,12.670254,4.6598028,0,0,0,0,0,0,0,0,10.327494,20.795855,26.755202,5.5667283,0,0,0,0,0,0,0,0,7.1520151,18.220215,9.7177719,1.4607572,0,0,0,0,0,0,0,0,0,0.92761149,2.2971535,0.11544526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4897,32.131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6620539,1.8026128,0,0,0,0,0,0,0,0,0,0,4.2369127,13.310964,12.545261,4.6138335,0,0,0,0,0,0,0,0,10.225612,20.590702,26.49126,5.511812,0,0,0,0,0,0,0,0,7.0814599,18.040471,9.6219053,1.4463467,0,0,0,0,0,0,0,0,0,0.91846052,2.2744919,0.11430638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4898,31.811013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6355308,1.7846527,0,0,0,0,0,0,0,0,0,0,4.1946987,13.178342,12.420268,4.5678641,0,0,0,0,0,0,0,0,10.123731,20.385549,26.227317,5.4568958,0,0,0,0,0,0,0,0,7.0109046,17.860727,9.5260387,1.4319362,0,0,0,0,0,0,0,0,0,0.90930956,2.2518303,0.11316751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4899,31.490879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6090078,1.7666926,0,0,0,0,0,0,0,0,0,0,4.1524848,13.04572,12.295274,4.5218948,0,0,0,0,0,0,0,0,10.021849,20.180397,25.963375,5.4019796,0,0,0,0,0,0,0,0,6.9403494,17.680983,9.430172,1.4175257,0,0,0,0,0,0,0,0,0,0.9001586,2.2291687,0.11202863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4900,31.170744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5824848,1.7487325,0,0,0,0,0,0,0,0,0,0,4.1102709,12.913098,12.170281,4.4759255,0,0,0,0,0,0,0,0,9.9199676,19.975244,25.699433,5.3470634,0,0,0,0,0,0,0,0,6.8697942,17.50124,9.3343054,1.4031152,0,0,0,0,0,0,0,0,0,0.89100763,2.2065071,0.11088975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4901,30.85061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5559617,1.7307724,0,0,0,0,0,0,0,0,0,0,4.068057,12.780475,12.045288,4.4299561,0,0,0,0,0,0,0,0,9.8180861,19.770091,25.435491,5.2921471,0,0,0,0,0,0,0,0,6.799239,17.321496,9.2384388,1.3887048,0,0,0,0,0,0,0,0,0,0.88185667,2.1838455,0.10975088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4902,30.530475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5294387,1.7128123,0,0,0,0,0,0,0,0,0,0,4.025843,12.647853,11.920295,4.3839868,0,0,0,0,0,0,0,0,9.7162045,19.564938,25.171548,5.2372309,0,0,0,0,0,0,0,0,6.7286838,17.141752,9.1425722,1.3742943,0,0,0,0,0,0,0,0,0,0.87270571,2.1611839,0.108612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4903,30.21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5029157,1.6948522,0,0,0,0,0,0,0,0,0,0,3.9836291,12.515231,11.795302,4.3380175,0,0,0,0,0,0,0,0,9.6143229,19.359785,24.907606,5.1823147,0,0,0,0,0,0,0,0,6.6581286,16.962008,9.0467056,1.3598838,0,0,0,0,0,0,0,0,0,0.86355475,2.1385223,0.10747312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4904,29.890206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4763926,1.6768921,0,0,0,0,0,0,0,0,0,0,3.9414152,12.382609,11.670309,4.2920481,0,0,0,0,0,0,0,0,9.5124413,19.154633,24.643664,5.1273984,0,0,0,0,0,0,0,0,6.5875734,16.782264,8.950839,1.3454733,0,0,0,0,0,0,0,0,0,0.85440378,2.1158607,0.10633425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4905,29.570071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4498696,1.658932,0,0,0,0,0,0,0,0,0,0,3.8992012,12.249987,11.545316,4.2460788,0,0,0,0,0,0,0,0,9.4105598,18.94948,24.379722,5.0724822,0,0,0,0,0,0,0,0,6.5170182,16.60252,8.8549724,1.3310628,0,0,0,0,0,0,0,0,0,0.84525282,2.0931991,0.10519537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4906,29.249937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4233466,1.6409719,0,0,0,0,0,0,0,0,0,0,3.8569873,12.117365,11.420323,4.2001094,0,0,0,0,0,0,0,0,9.3086782,18.744327,24.115779,5.017566,0,0,0,0,0,0,0,0,6.446463,16.422776,8.7591058,1.3166523,0,0,0,0,0,0,0,0,0,0.83610186,2.0705375,0.10405649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4907,28.929802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3968236,1.6230118,0,0,0,0,0,0,0,0,0,0,3.8147734,11.984743,11.29533,4.1541401,0,0,0,0,0,0,0,0,9.2067966,18.539174,23.851837,4.9626498,0,0,0,0,0,0,0,0,6.3759077,16.243032,8.6632392,1.3022418,0,0,0,0,0,0,0,0,0,0.82695089,2.0478759,0.10291761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
