Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
2045,60.722865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1941408,33.103875,32.663494,2.8471697,0,0,0,0,0,0,6.6410529,22.169828,48.287889,56.949956,9.3420089,0,0,0,0,0,0,2.381087,9.4199855,17.044199,12.269232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,60.753966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1983376,33.12083,32.680223,2.848628,0,0,0,0,0,0,6.6444543,22.181182,48.312621,56.979125,9.3467936,0,0,0,0,0,0,2.3823065,9.4248102,17.052929,12.275516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,60.785067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2025344,33.137785,32.696953,2.8500862,0,0,0,0,0,0,6.6478556,22.192537,48.337352,57.008293,9.3515784,0,0,0,0,0,0,2.383526,9.4296348,17.061659,12.281799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,60.816167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2067312,33.15474,32.713682,2.8515445,0,0,0,0,0,0,6.651257,22.203892,48.362084,57.037461,9.3563631,0,0,0,0,0,0,2.3847456,9.4344595,17.070388,12.288083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,60.847268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2109281,33.171695,32.730411,2.8530027,0,0,0,0,0,0,6.6546584,22.215247,48.386816,57.06663,9.3611478,0,0,0,0,0,0,2.3859651,9.4392842,17.079118,12.294367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,60.878369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2151249,33.188649,32.747141,2.854461,0,0,0,0,0,0,6.6580597,22.226602,48.411548,57.095798,9.3659325,0,0,0,0,0,0,2.3871846,9.4441088,17.087847,12.300651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,60.909469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2193217,33.205604,32.76387,2.8559192,0,0,0,0,0,0,6.6614611,22.237956,48.43628,57.124966,9.3707173,0,0,0,0,0,0,2.3884042,9.4489335,17.096577,12.306935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,60.94057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2235185,33.222559,32.7806,2.8573774,0,0,0,0,0,0,6.6648625,22.249311,48.461011,57.154134,9.375502,0,0,0,0,0,0,2.3896237,9.4537582,17.105307,12.313219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,60.971671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2277154,33.239514,32.797329,2.8588357,0,0,0,0,0,0,6.6682639,22.260666,48.485743,57.183303,9.3802867,0,0,0,0,0,0,2.3908432,9.4585828,17.114036,12.319503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,61.002771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2319122,33.256469,32.814058,2.8602939,0,0,0,0,0,0,6.6716652,22.272021,48.510475,57.212471,9.3850715,0,0,0,0,0,0,2.3920627,9.4634075,17.122766,12.325787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,61.033872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.236109,33.273424,32.830788,2.8617522,0,0,0,0,0,0,6.6750666,22.283376,48.535207,57.241639,9.3898562,0,0,0,0,0,0,2.3932823,9.4682322,17.131495,12.332071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,61.064973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2403058,33.290379,32.847517,2.8632104,0,0,0,0,0,0,6.678468,22.29473,48.559938,57.270807,9.3946409,0,0,0,0,0,0,2.3945018,9.4730569,17.140225,12.338355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,61.096073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2445027,33.307334,32.864246,2.8646687,0,0,0,0,0,0,6.6818694,22.306085,48.58467,57.299976,9.3994257,0,0,0,0,0,0,2.3957213,9.4778815,17.148954,12.344639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,61.127174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2486995,33.324289,32.880976,2.8661269,0,0,0,0,0,0,6.6852707,22.31744,48.609402,57.329144,9.4042104,0,0,0,0,0,0,2.3969409,9.4827062,17.157684,12.350923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,61.158275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2528963,33.341244,32.897705,2.8675852,0,0,0,0,0,0,6.6886721,22.328795,48.634134,57.358312,9.4089951,0,0,0,0,0,0,2.3981604,9.4875309,17.166414,12.357207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,61.189375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2570931,33.358199,32.914435,2.8690434,0,0,0,0,0,0,6.6920735,22.34015,48.658866,57.38748,9.4137798,0,0,0,0,0,0,2.3993799,9.4923555,17.175143,12.363491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,61.220476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2612899,33.375154,32.931164,2.8705017,0,0,0,0,0,0,6.6954748,22.351504,48.683597,57.416649,9.4185646,0,0,0,0,0,0,2.4005995,9.4971802,17.183873,12.369775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,61.251577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2654868,33.392109,32.947893,2.8719599,0,0,0,0,0,0,6.6988762,22.362859,48.708329,57.445817,9.4233493,0,0,0,0,0,0,2.401819,9.5020049,17.192602,12.376059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,61.282677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2696836,33.409064,32.964623,2.8734181,0,0,0,0,0,0,6.7022776,22.374214,48.733061,57.474985,9.428134,0,0,0,0,0,0,2.4030385,9.5068295,17.201332,12.382343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,61.313778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2738804,33.426018,32.981352,2.8748764,0,0,0,0,0,0,6.705679,22.385569,48.757793,57.504154,9.4329188,0,0,0,0,0,0,2.404258,9.5116542,17.210062,12.388627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,61.344878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2780772,33.442973,32.998082,2.8763346,0,0,0,0,0,0,6.7090803,22.396924,48.782524,57.533322,9.4377035,0,0,0,0,0,0,2.4054776,9.5164789,17.218791,12.394911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,61.375979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2822741,33.459928,33.014811,2.8777929,0,0,0,0,0,0,6.7124817,22.408278,48.807256,57.56249,9.4424882,0,0,0,0,0,0,2.4066971,9.5213035,17.227521,12.401195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,61.40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2864709,33.476883,33.03154,2.8792511,0,0,0,0,0,0,6.7158831,22.419633,48.831988,57.591658,9.447273,0,0,0,0,0,0,2.4079166,9.5261282,17.23625,12.407479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,61.43818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2906677,33.493838,33.04827,2.8807094,0,0,0,0,0,0,6.7192844,22.430988,48.85672,57.620827,9.4520577,0,0,0,0,0,0,2.4091362,9.5309529,17.24498,12.413763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,61.469281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2948645,33.510793,33.064999,2.8821676,0,0,0,0,0,0,6.7226858,22.442343,48.881452,57.649995,9.4568424,0,0,0,0,0,0,2.4103557,9.5357775,17.25371,12.420047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,61.500382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2990613,33.527748,33.081728,2.8836259,0,0,0,0,0,0,6.7260872,22.453698,48.906183,57.679163,9.4616272,0,0,0,0,0,0,2.4115752,9.5406022,17.262439,12.426331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,61.531482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3032582,33.544703,33.098458,2.8850841,0,0,0,0,0,0,6.7294886,22.465052,48.930915,57.708331,9.4664119,0,0,0,0,0,0,2.4127948,9.5454269,17.271169,12.432615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,61.562583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.307455,33.561658,33.115187,2.8865424,0,0,0,0,0,0,6.7328899,22.476407,48.955647,57.7375,9.4711966,0,0,0,0,0,0,2.4140143,9.5502515,17.279898,12.438899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,61.593684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3116518,33.578613,33.131917,2.8880006,0,0,0,0,0,0,6.7362913,22.487762,48.980379,57.766668,9.4759813,0,0,0,0,0,0,2.4152338,9.5550762,17.288628,12.445183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,61.624784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3158486,33.595568,33.148646,2.8894588,0,0,0,0,0,0,6.7396927,22.499117,49.005111,57.795836,9.4807661,0,0,0,0,0,0,2.4164533,9.5599009,17.297357,12.451467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,61.655885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3200455,33.612523,33.165375,2.8909171,0,0,0,0,0,0,6.7430941,22.510472,49.029842,57.825004,9.4855508,0,0,0,0,0,0,2.4176729,9.5647255,17.306087,12.457751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,61.686986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3242423,33.629478,33.182105,2.8923753,0,0,0,0,0,0,6.7464954,22.521826,49.054574,57.854173,9.4903355,0,0,0,0,0,0,2.4188924,9.5695502,17.314817,12.464035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,61.718086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3284391,33.646433,33.198834,2.8938336,0,0,0,0,0,0,6.7498968,22.533181,49.079306,57.883341,9.4951203,0,0,0,0,0,0,2.4201119,9.5743749,17.323546,12.470319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,61.749187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3326359,33.663388,33.215563,2.8952918,0,0,0,0,0,0,6.7532982,22.544536,49.104038,57.912509,9.499905,0,0,0,0,0,0,2.4213315,9.5791995,17.332276,12.476603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,61.780288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3368328,33.680342,33.232293,2.8967501,0,0,0,0,0,0,6.7566995,22.555891,49.128769,57.941678,9.5046897,0,0,0,0,0,0,2.422551,9.5840242,17.341005,12.482887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,61.811388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3410296,33.697297,33.249022,2.8982083,0,0,0,0,0,0,6.7601009,22.567246,49.153501,57.970846,9.5094745,0,0,0,0,0,0,2.4237705,9.5888489,17.349735,12.489171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,61.842489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3452264,33.714252,33.265752,2.8996666,0,0,0,0,0,0,6.7635023,22.5786,49.178233,58.000014,9.5142592,0,0,0,0,0,0,2.4249901,9.5936736,17.358465,12.495455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,61.87359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3494232,33.731207,33.282481,2.9011248,0,0,0,0,0,0,6.7669037,22.589955,49.202965,58.029182,9.5190439,0,0,0,0,0,0,2.4262096,9.5984982,17.367194,12.501739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,61.90469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35362,33.748162,33.29921,2.9025831,0,0,0,0,0,0,6.770305,22.60131,49.227697,58.058351,9.5238287,0,0,0,0,0,0,2.4274291,9.6033229,17.375924,12.508023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,61.935791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3578169,33.765117,33.31594,2.9040413,0,0,0,0,0,0,6.7737064,22.612665,49.252428,58.087519,9.5286134,0,0,0,0,0,0,2.4286486,9.6081476,17.384653,12.514307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,61.966891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3620137,33.782072,33.332669,2.9054995,0,0,0,0,0,0,6.7771078,22.62402,49.27716,58.116687,9.5333981,0,0,0,0,0,0,2.4298682,9.6129722,17.393383,12.520591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,61.997992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3662105,33.799027,33.349398,2.9069578,0,0,0,0,0,0,6.7805091,22.635374,49.301892,58.145855,9.5381828,0,0,0,0,0,0,2.4310877,9.6177969,17.402113,12.526875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,62.029093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3704073,33.815982,33.366128,2.908416,0,0,0,0,0,0,6.7839105,22.646729,49.326624,58.175024,9.5429676,0,0,0,0,0,0,2.4323072,9.6226216,17.410842,12.533159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,62.060193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3746042,33.832937,33.382857,2.9098743,0,0,0,0,0,0,6.7873119,22.658084,49.351355,58.204192,9.5477523,0,0,0,0,0,0,2.4335268,9.6274462,17.419572,12.539443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,62.091294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.378801,33.849892,33.399587,2.9113325,0,0,0,0,0,0,6.7907133,22.669439,49.376087,58.23336,9.552537,0,0,0,0,0,0,2.4347463,9.6322709,17.428301,12.545727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,62.122395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3829978,33.866847,33.416316,2.9127908,0,0,0,0,0,0,6.7941146,22.680794,49.400819,58.262528,9.5573218,0,0,0,0,0,0,2.4359658,9.6370956,17.437031,12.55201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,62.153495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3871946,33.883802,33.433045,2.914249,0,0,0,0,0,0,6.797516,22.692148,49.425551,58.291697,9.5621065,0,0,0,0,0,0,2.4371854,9.6419202,17.445761,12.558294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,62.184596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3913914,33.900757,33.449775,2.9157073,0,0,0,0,0,0,6.8009174,22.703503,49.450283,58.320865,9.5668912,0,0,0,0,0,0,2.4384049,9.6467449,17.45449,12.564578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,62.215697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3955883,33.917711,33.466504,2.9171655,0,0,0,0,0,0,6.8043187,22.714858,49.475014,58.350033,9.571676,0,0,0,0,0,0,2.4396244,9.6515696,17.46322,12.570862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,62.246797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3997851,33.934666,33.483234,2.9186237,0,0,0,0,0,0,6.8077201,22.726213,49.499746,58.379202,9.5764607,0,0,0,0,0,0,2.4408439,9.6563942,17.471949,12.577146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,62.277898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4039819,33.951621,33.499963,2.920082,0,0,0,0,0,0,6.8111215,22.737568,49.524478,58.40837,9.5812454,0,0,0,0,0,0,2.4420635,9.6612189,17.480679,12.58343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,62.308999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4081787,33.968576,33.516692,2.9215402,0,0,0,0,0,0,6.8145229,22.748922,49.54921,58.437538,9.5860302,0,0,0,0,0,0,2.443283,9.6660436,17.489408,12.589714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,62.340099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4123756,33.985531,33.533422,2.9229985,0,0,0,0,0,0,6.8179242,22.760277,49.573942,58.466706,9.5908149,0,0,0,0,0,0,2.4445025,9.6708682,17.498138,12.595998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,62.3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4165724,34.002486,33.550151,2.9244567,0,0,0,0,0,0,6.8213256,22.771632,49.598673,58.495875,9.5955996,0,0,0,0,0,0,2.4457221,9.6756929,17.506868,12.602282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,62.402301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4207692,34.019441,33.56688,2.925915,0,0,0,0,0,0,6.824727,22.782987,49.623405,58.525043,9.6003843,0,0,0,0,0,0,2.4469416,9.6805176,17.515597,12.608566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,62.433401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.424966,34.036396,33.58361,2.9273732,0,0,0,0,0,0,6.8281284,22.794342,49.648137,58.554211,9.6051691,0,0,0,0,0,0,2.4481611,9.6853422,17.524327,12.61485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,62.464502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4291629,34.053351,33.600339,2.9288315,0,0,0,0,0,0,6.8315297,22.805696,49.672869,58.583379,9.6099538,0,0,0,0,0,0,2.4493807,9.6901669,17.533056,12.621134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,62.495603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4333597,34.070306,33.617069,2.9302897,0,0,0,0,0,0,6.8349311,22.817051,49.6976,58.612548,9.6147385,0,0,0,0,0,0,2.4506002,9.6949916,17.541786,12.627418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,62.526703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4375565,34.087261,33.633798,2.931748,0,0,0,0,0,0,6.8383325,22.828406,49.722332,58.641716,9.6195233,0,0,0,0,0,0,2.4518197,9.6998163,17.550516,12.633702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,62.557804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4417533,34.104216,33.650527,2.9332062,0,0,0,0,0,0,6.8417338,22.839761,49.747064,58.670884,9.624308,0,0,0,0,0,0,2.4530392,9.7046409,17.559245,12.639986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,62.588904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4459501,34.121171,33.667257,2.9346644,0,0,0,0,0,0,6.8451352,22.851116,49.771796,58.700052,9.6290927,0,0,0,0,0,0,2.4542588,9.7094656,17.567975,12.64627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,62.620005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.450147,34.138126,33.683986,2.9361227,0,0,0,0,0,0,6.8485366,22.86247,49.796528,58.729221,9.6338775,0,0,0,0,0,0,2.4554783,9.7142903,17.576704,12.652554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,62.651106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4543438,34.155081,33.700715,2.9375809,0,0,0,0,0,0,6.851938,22.873825,49.821259,58.758389,9.6386622,0,0,0,0,0,0,2.4566978,9.7191149,17.585434,12.658838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,62.682206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4585406,34.172035,33.717445,2.9390392,0,0,0,0,0,0,6.8553393,22.88518,49.845991,58.787557,9.6434469,0,0,0,0,0,0,2.4579174,9.7239396,17.594164,12.665122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,62.713307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4627374,34.18899,33.734174,2.9404974,0,0,0,0,0,0,6.8587407,22.896535,49.870723,58.816725,9.6482316,0,0,0,0,0,0,2.4591369,9.7287643,17.602893,12.671406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,62.744408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4669343,34.205945,33.750904,2.9419557,0,0,0,0,0,0,6.8621421,22.90789,49.895455,58.845894,9.6530164,0,0,0,0,0,0,2.4603564,9.7335889,17.611623,12.67769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,62.775508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4711311,34.2229,33.767633,2.9434139,0,0,0,0,0,0,6.8655434,22.919244,49.920187,58.875062,9.6578011,0,0,0,0,0,0,2.461576,9.7384136,17.620352,12.683974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,62.806609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4753279,34.239855,33.784362,2.9448722,0,0,0,0,0,0,6.8689448,22.930599,49.944918,58.90423,9.6625858,0,0,0,0,0,0,2.4627955,9.7432383,17.629082,12.690258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,62.83771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4795247,34.25681,33.801092,2.9463304,0,0,0,0,0,0,6.8723462,22.941954,49.96965,58.933399,9.6673706,0,0,0,0,0,0,2.464015,9.7480629,17.637811,12.696542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
