Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa)
0,-96.06025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.962682,-52.368519,-51.67186,-4.5040667,0,0,0,0,0,0,-10.505782,-35.071454,-76.388798,-90.091715,-14.778547,0,0,0,0,0,0,-3.7667493,-14.901902,-26.962991,-19.409253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-96.051753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.961536,-52.363886,-51.667289,-4.5036683,0,0,0,0,0,0,-10.504853,-35.068352,-76.38204,-90.083745,-14.77724,0,0,0,0,0,0,-3.7664161,-14.900583,-26.960606,-19.407536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-96.043255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.960389,-52.359253,-51.662718,-4.5032698,0,0,0,0,0,0,-10.503924,-35.065249,-76.375283,-90.075776,-14.775932,0,0,0,0,0,0,-3.7660829,-14.899265,-26.95822,-19.405819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-96.034757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.959242,-52.354621,-51.658147,-4.5028714,0,0,0,0,0,0,-10.502994,-35.062147,-76.368525,-90.067806,-14.774625,0,0,0,0,0,0,-3.7657497,-14.897947,-26.955835,-19.404102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-96.02626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.958096,-52.349988,-51.653576,-4.502473,0,0,0,0,0,0,-10.502065,-35.059044,-76.361768,-90.059836,-14.773318,0,0,0,0,0,0,-3.7654164,-14.896629,-26.95345,-19.402385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-96.017762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.956949,-52.345355,-51.649005,-4.5020745,0,0,0,0,0,0,-10.501135,-35.055942,-76.35501,-90.051866,-14.77201,0,0,0,0,0,0,-3.7650832,-14.89531,-26.951065,-19.400668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-96.009264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.955802,-52.340723,-51.644434,-4.5016761,0,0,0,0,0,0,-10.500206,-35.052839,-76.348253,-90.043897,-14.770703,0,0,0,0,0,0,-3.76475,-14.893992,-26.94868,-19.398951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-96.000767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.954655,-52.33609,-51.639863,-4.5012777,0,0,0,0,0,0,-10.499277,-35.049737,-76.341495,-90.035927,-14.769396,0,0,0,0,0,0,-3.7644168,-14.892674,-26.946294,-19.397234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-95.992269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.953509,-52.331457,-51.635292,-4.5008792,0,0,0,0,0,0,-10.498347,-35.046634,-76.334738,-90.027957,-14.768088,0,0,0,0,0,0,-3.7640836,-14.891356,-26.943909,-19.395517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-95.983771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.952362,-52.326825,-51.630721,-4.5004808,0,0,0,0,0,0,-10.497418,-35.043532,-76.32798,-90.019988,-14.766781,0,0,0,0,0,0,-3.7637504,-14.890037,-26.941524,-19.3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-95.975274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.951215,-52.322192,-51.62615,-4.5000823,0,0,0,0,0,0,-10.496489,-35.040429,-76.321223,-90.012018,-14.765473,0,0,0,0,0,0,-3.7634172,-14.888719,-26.939139,-19.392083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-95.966776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.950069,-52.31756,-51.621579,-4.4996839,0,0,0,0,0,0,-10.495559,-35.037327,-76.314465,-90.004048,-14.764166,0,0,0,0,0,0,-3.7630839,-14.887401,-26.936754,-19.390366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-95.958278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.948922,-52.312927,-51.617008,-4.4992855,0,0,0,0,0,0,-10.49463,-35.034224,-76.307708,-89.996079,-14.762859,0,0,0,0,0,0,-3.7627507,-14.886083,-26.934368,-19.388649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-95.949781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.947775,-52.308294,-51.612437,-4.498887,0,0,0,0,0,0,-10.493701,-35.031122,-76.30095,-89.988109,-14.761551,0,0,0,0,0,0,-3.7624175,-14.884764,-26.931983,-19.386932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-95.941283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.946628,-52.303662,-51.607866,-4.4984886,0,0,0,0,0,0,-10.492771,-35.028019,-76.294193,-89.980139,-14.760244,0,0,0,0,0,0,-3.7620843,-14.883446,-26.929598,-19.385215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-95.932785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.945482,-52.299029,-51.603295,-4.4980901,0,0,0,0,0,0,-10.491842,-35.024917,-76.287435,-89.972169,-14.758937,0,0,0,0,0,0,-3.7617511,-14.882128,-26.927213,-19.383498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,-95.924287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.944335,-52.294396,-51.598724,-4.4976917,0,0,0,0,0,0,-10.490912,-35.021814,-76.280678,-89.9642,-14.757629,0,0,0,0,0,0,-3.7614179,-14.88081,-26.924828,-19.381781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-95.91579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.943188,-52.289764,-51.594153,-4.4972933,0,0,0,0,0,0,-10.489983,-35.018712,-76.27392,-89.95623,-14.756322,0,0,0,0,0,0,-3.7610847,-14.879491,-26.922442,-19.380064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-95.907292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.942042,-52.285131,-51.589582,-4.4968948,0,0,0,0,0,0,-10.489054,-35.015609,-76.267163,-89.94826,-14.755015,0,0,0,0,0,0,-3.7607514,-14.878173,-26.920057,-19.378347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-95.898794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.940895,-52.280499,-51.585011,-4.4964964,0,0,0,0,0,0,-10.488124,-35.012507,-76.260405,-89.940291,-14.753707,0,0,0,0,0,0,-3.7604182,-14.876855,-26.917672,-19.37663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,-95.890297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.939748,-52.275866,-51.58044,-4.4960979,0,0,0,0,0,0,-10.487195,-35.009404,-76.253648,-89.932321,-14.7524,0,0,0,0,0,0,-3.760085,-14.875537,-26.915287,-19.374913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-95.881799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.938602,-52.271233,-51.575869,-4.4956995,0,0,0,0,0,0,-10.486266,-35.006302,-76.24689,-89.924351,-14.751093,0,0,0,0,0,0,-3.7597518,-14.874218,-26.912902,-19.373196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,-95.873301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.937455,-52.266601,-51.571298,-4.4953011,0,0,0,0,0,0,-10.485336,-35.003199,-76.240133,-89.916382,-14.749785,0,0,0,0,0,0,-3.7594186,-14.8729,-26.910516,-19.371479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-95.864804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.936308,-52.261968,-51.566727,-4.4949026,0,0,0,0,0,0,-10.484407,-35.000097,-76.233375,-89.908412,-14.748478,0,0,0,0,0,0,-3.7590854,-14.871582,-26.908131,-19.369762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-95.856306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.935161,-52.257335,-51.562156,-4.4945042,0,0,0,0,0,0,-10.483478,-34.996994,-76.226618,-89.900442,-14.747171,0,0,0,0,0,0,-3.7587522,-14.870264,-26.905746,-19.368045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-95.847808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.934015,-52.252703,-51.557585,-4.4941057,0,0,0,0,0,0,-10.482548,-34.993892,-76.21986,-89.892472,-14.745863,0,0,0,0,0,0,-3.7584189,-14.868945,-26.903361,-19.366328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,-95.839311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.932868,-52.24807,-51.553014,-4.4937073,0,0,0,0,0,0,-10.481619,-34.990789,-76.213103,-89.884503,-14.744556,0,0,0,0,0,0,-3.7580857,-14.867627,-26.900976,-19.364611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,-95.830813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.931721,-52.243438,-51.548443,-4.4933089,0,0,0,0,0,0,-10.480689,-34.987687,-76.206345,-89.876533,-14.743249,0,0,0,0,0,0,-3.7577525,-14.866309,-26.89859,-19.362894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-95.822315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.930575,-52.238805,-51.543872,-4.4929104,0,0,0,0,0,0,-10.47976,-34.984584,-76.199588,-89.868563,-14.741941,0,0,0,0,0,0,-3.7574193,-14.864991,-26.896205,-19.361177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-95.813818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.929428,-52.234172,-51.539301,-4.492512,0,0,0,0,0,0,-10.478831,-34.981482,-76.19283,-89.860594,-14.740634,0,0,0,0,0,0,-3.7570861,-14.863672,-26.89382,-19.35946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-95.80532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.928281,-52.22954,-51.53473,-4.4921136,0,0,0,0,0,0,-10.477901,-34.978379,-76.186073,-89.852624,-14.739327,0,0,0,0,0,0,-3.7567529,-14.862354,-26.891435,-19.357743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-95.796822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.927134,-52.224907,-51.530159,-4.4917151,0,0,0,0,0,0,-10.476972,-34.975277,-76.179315,-89.844654,-14.738019,0,0,0,0,0,0,-3.7564197,-14.861036,-26.88905,-19.356026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-95.788324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.925988,-52.220274,-51.525588,-4.4913167,0,0,0,0,0,0,-10.476043,-34.972174,-76.172558,-89.836685,-14.736712,0,0,0,0,0,0,-3.7560864,-14.859718,-26.886664,-19.354309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,-95.779827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.924841,-52.215642,-51.521017,-4.4909182,0,0,0,0,0,0,-10.475113,-34.969072,-76.1658,-89.828715,-14.735405,0,0,0,0,0,0,-3.7557532,-14.858399,-26.884279,-19.352593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,-95.771329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.923694,-52.211009,-51.516446,-4.4905198,0,0,0,0,0,0,-10.474184,-34.965969,-76.159043,-89.820745,-14.734097,0,0,0,0,0,0,-3.75542,-14.857081,-26.881894,-19.350876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-95.762831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.922548,-52.206377,-51.511875,-4.4901214,0,0,0,0,0,0,-10.473255,-34.962867,-76.152285,-89.812775,-14.73279,0,0,0,0,0,0,-3.7550868,-14.855763,-26.879509,-19.349159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-95.754334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.921401,-52.201744,-51.507304,-4.4897229,0,0,0,0,0,0,-10.472325,-34.959764,-76.145527,-89.804806,-14.731483,0,0,0,0,0,0,-3.7547536,-14.854445,-26.877124,-19.347442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-95.745836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.920254,-52.197111,-51.502733,-4.4893245,0,0,0,0,0,0,-10.471396,-34.956662,-76.13877,-89.796836,-14.730175,0,0,0,0,0,0,-3.7544204,-14.853126,-26.874738,-19.345725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-95.737338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.919108,-52.192479,-51.498162,-4.488926,0,0,0,0,0,0,-10.470466,-34.953559,-76.132012,-89.788866,-14.728868,0,0,0,0,0,0,-3.7540872,-14.851808,-26.872353,-19.344008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-95.728841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.917961,-52.187846,-51.493591,-4.4885276,0,0,0,0,0,0,-10.469537,-34.950457,-76.125255,-89.780897,-14.727561,0,0,0,0,0,0,-3.7537539,-14.85049,-26.869968,-19.342291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-95.720343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.916814,-52.183213,-51.48902,-4.4881292,0,0,0,0,0,0,-10.468608,-34.947354,-76.118497,-89.772927,-14.726253,0,0,0,0,0,0,-3.7534207,-14.849171,-26.867583,-19.340574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-95.711845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.915667,-52.178581,-51.484449,-4.4877307,0,0,0,0,0,0,-10.467678,-34.944252,-76.11174,-89.764957,-14.724946,0,0,0,0,0,0,-3.7530875,-14.847853,-26.865198,-19.338857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-95.703348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.914521,-52.173948,-51.479878,-4.4873323,0,0,0,0,0,0,-10.466749,-34.941149,-76.104982,-89.756988,-14.723639,0,0,0,0,0,0,-3.7527543,-14.846535,-26.862812,-19.33714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-95.69485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.913374,-52.169316,-51.475307,-4.4869338,0,0,0,0,0,0,-10.46582,-34.938047,-76.098225,-89.749018,-14.722331,0,0,0,0,0,0,-3.7524211,-14.845217,-26.860427,-19.335423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,-95.686352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.912227,-52.164683,-51.470736,-4.4865354,0,0,0,0,0,0,-10.46489,-34.934944,-76.091467,-89.741048,-14.721024,0,0,0,0,0,0,-3.7520879,-14.843898,-26.858042,-19.333706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,-95.677855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.911081,-52.16005,-51.466165,-4.486137,0,0,0,0,0,0,-10.463961,-34.931842,-76.08471,-89.733078,-14.719717,0,0,0,0,0,0,-3.7517547,-14.84258,-26.855657,-19.331989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-95.669357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.909934,-52.155418,-51.461594,-4.4857385,0,0,0,0,0,0,-10.463032,-34.928739,-76.077952,-89.725109,-14.718409,0,0,0,0,0,0,-3.7514214,-14.841262,-26.853272,-19.330272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-95.660859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.908787,-52.150785,-51.457023,-4.4853401,0,0,0,0,0,0,-10.462102,-34.925637,-76.071195,-89.717139,-14.717102,0,0,0,0,0,0,-3.7510882,-14.839944,-26.850886,-19.328555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,-95.652361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.90764,-52.146152,-51.452452,-4.4849417,0,0,0,0,0,0,-10.461173,-34.922534,-76.064437,-89.709169,-14.715795,0,0,0,0,0,0,-3.750755,-14.838625,-26.848501,-19.326838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-95.643864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.906494,-52.14152,-51.447881,-4.4845432,0,0,0,0,0,0,-10.460243,-34.919432,-76.05768,-89.7012,-14.714487,0,0,0,0,0,0,-3.7504218,-14.837307,-26.846116,-19.325121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-95.635366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.905347,-52.136887,-51.44331,-4.4841448,0,0,0,0,0,0,-10.459314,-34.916329,-76.050922,-89.69323,-14.71318,0,0,0,0,0,0,-3.7500886,-14.835989,-26.843731,-19.323404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-95.626868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9042,-52.132255,-51.438739,-4.4837463,0,0,0,0,0,0,-10.458385,-34.913227,-76.044165,-89.68526,-14.711873,0,0,0,0,0,0,-3.7497554,-14.834671,-26.841346,-19.321687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-95.618371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.903054,-52.127622,-51.434168,-4.4833479,0,0,0,0,0,0,-10.457455,-34.910124,-76.037407,-89.677291,-14.710565,0,0,0,0,0,0,-3.7494222,-14.833352,-26.83896,-19.31997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,-95.609873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.901907,-52.122989,-51.429597,-4.4829495,0,0,0,0,0,0,-10.456526,-34.907022,-76.03065,-89.669321,-14.709258,0,0,0,0,0,0,-3.7490889,-14.832034,-26.836575,-19.318253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,-95.601375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.90076,-52.118357,-51.425026,-4.482551,0,0,0,0,0,0,-10.455597,-34.903919,-76.023892,-89.661351,-14.70795,0,0,0,0,0,0,-3.7487557,-14.830716,-26.83419,-19.316536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-95.592878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.899614,-52.113724,-51.420455,-4.4821526,0,0,0,0,0,0,-10.454667,-34.900817,-76.017135,-89.653382,-14.706643,0,0,0,0,0,0,-3.7484225,-14.829398,-26.831805,-19.314819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,-95.58438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.898467,-52.109091,-51.415884,-4.4817541,0,0,0,0,0,0,-10.453738,-34.897714,-76.010377,-89.645412,-14.705336,0,0,0,0,0,0,-3.7480893,-14.828079,-26.82942,-19.313102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-95.575882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.89732,-52.104459,-51.411313,-4.4813557,0,0,0,0,0,0,-10.452809,-34.894612,-76.00362,-89.637442,-14.704028,0,0,0,0,0,0,-3.7477561,-14.826761,-26.827034,-19.311385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-95.567385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.896173,-52.099826,-51.406742,-4.4809573,0,0,0,0,0,0,-10.451879,-34.891509,-75.996862,-89.629472,-14.702721,0,0,0,0,0,0,-3.7474229,-14.825443,-26.824649,-19.309668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,-95.558887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.895027,-52.095194,-51.402171,-4.4805588,0,0,0,0,0,0,-10.45095,-34.888407,-75.990105,-89.621503,-14.701414,0,0,0,0,0,0,-3.7470897,-14.824125,-26.822264,-19.307951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-95.550389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.89388,-52.090561,-51.3976,-4.4801604,0,0,0,0,0,0,-10.45002,-34.885304,-75.983347,-89.613533,-14.700106,0,0,0,0,0,0,-3.7467564,-14.822806,-26.819879,-19.306234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-95.541892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.892733,-52.085928,-51.393029,-4.4797619,0,0,0,0,0,0,-10.449091,-34.882202,-75.97659,-89.605563,-14.698799,0,0,0,0,0,0,-3.7464232,-14.821488,-26.817494,-19.304517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-95.533394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.891587,-52.081296,-51.388458,-4.4793635,0,0,0,0,0,0,-10.448162,-34.8791,-75.969832,-89.597594,-14.697492,0,0,0,0,0,0,-3.74609,-14.82017,-26.815108,-19.3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-95.524896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.89044,-52.076663,-51.383887,-4.4789651,0,0,0,0,0,0,-10.447232,-34.875997,-75.963075,-89.589624,-14.696184,0,0,0,0,0,0,-3.7457568,-14.818852,-26.812723,-19.301083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-95.516398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.889293,-52.07203,-51.379316,-4.4785666,0,0,0,0,0,0,-10.446303,-34.872895,-75.956317,-89.581654,-14.694877,0,0,0,0,0,0,-3.7454236,-14.817533,-26.810338,-19.299366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-95.507901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.888146,-52.067398,-51.374745,-4.4781682,0,0,0,0,0,0,-10.445374,-34.869792,-75.94956,-89.573685,-14.69357,0,0,0,0,0,0,-3.7450904,-14.816215,-26.807953,-19.297649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
