Time (ms),Stress at 0.00 mm (kPa),Stress at 0.24 mm (kPa),Stress at 0.43 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.22 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.83 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.63 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.03 mm (kPa),Stress at 3.23 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.62 mm (kPa),Stress at 3.83 mm (kPa),Stress at 4.03 mm (kPa),Stress at 4.23 mm (kPa),Stress at 4.43 mm (kPa),Stress at 4.63 mm (kPa),Stress at 4.83 mm (kPa)
30.999899,1.1302512,1.0566133,0.93379206,0.84587527,0.71938162,0.55414547,0.49457311,0.3808417,0.27899601,0.24340606,0.16075931,0.12992572,0.066912942,0.040728688,0.0011279378,0,0,0,0,0,0,0,0,0,0
31.999899,1.2443111,1.163242,1.0280262,0.93123724,0.79197842,0.61006738,0.54448324,0.41927456,0.30715104,0.26796952,0.17698243,0.14303725,0.073665499,0.044838846,0.0012417643,0,0,0,0,0,0,0,0,0,0
32.999899,1.358371,1.2698707,1.1222604,1.0165992,0.86457522,0.66598928,0.59439336,0.45770741,0.33530608,0.29253297,0.19320555,0.15614878,0.080418056,0.048949005,0.0013555908,0,0,0,0,0,0,0,0,0,0
33.999899,1.472431,1.3764994,1.2164945,1.1019612,0.93717202,0.72191118,0.64430348,0.49614027,0.36346112,0.31709643,0.20942866,0.1692603,0.087170613,0.053059163,0.0014694173,0,0,0,0,0,0,0,0,0,0
34.999899,1.5864909,1.4831282,1.3107287,1.1873232,1.0097688,0.77783308,0.6942136,0.53457312,0.39161616,0.34165989,0.22565178,0.18237183,0.09392317,0.057169322,0.0015832437,0,0,0,0,0,0,0,0,0,0
35.999899,1.7005508,1.5897569,1.4049628,1.2726852,1.0823656,0.83375498,0.74412373,0.57300597,0.4197712,0.36622335,0.24187489,0.19548336,0.10067573,0.06127948,0.0016970702,0,0,0,0,0,0,0,0,0,0
36.999899,1.8146108,1.6963856,1.499197,1.3580471,1.1549624,0.88967688,0.79403385,0.61143883,0.44792623,0.39078681,0.25809801,0.20859489,0.10742828,0.065389638,0.0018108967,0,0,0,0,0,0,0,0,0,0
37.999899,1.9286707,1.8030143,1.5934311,1.4434091,1.2275592,0.94559878,0.84394397,0.64987168,0.47608127,0.41535027,0.27432113,0.22170641,0.11418084,0.069499797,0.0019247232,0,0,0,0,0,0,0,0,0,0
38.999899,2.0427306,1.909643,1.6876653,1.5287711,1.300156,1.0015207,0.8938541,0.68830454,0.50423631,0.43991373,0.29054424,0.23481794,0.1209334,0.073609955,0.0020385496,0,0,0,0,0,0,0,0,0,0
39.999899,2.1567905,2.0162718,1.7818994,1.6141331,1.3727528,1.0574426,0.94376422,0.72673739,0.53239135,0.46447719,0.30676736,0.24792947,0.12768595,0.077720113,0.0021523761,0,0,0,0,0,0,0,0,0,0
40.999899,2.2708505,2.1229005,1.8761336,1.699495,1.4453496,1.1133645,0.99367434,0.76517024,0.56054639,0.48904064,0.32299048,0.26104099,0.13443851,0.081830272,0.0022662026,0,0,0,0,0,0,0,0,0,0
41.999899,2.3849104,2.2295292,1.9703677,1.784857,1.5179464,1.1692864,1.0435845,0.8036031,0.58870142,0.5136041,0.33921359,0.27415252,0.14119107,0.08594043,0.0023800291,0,0,0,0,0,0,0,0,0,0
42.999899,2.4989703,2.3361579,2.0646019,1.870219,1.5905432,1.2252083,1.0934946,0.84203595,0.61685646,0.53816756,0.35543671,0.28726405,0.14794363,0.090050588,0.0024938556,0,0,0,0,0,0,0,0,0,0
43.999899,2.6130303,2.4427866,2.158836,1.955581,1.66314,1.2811302,1.1434047,0.88046881,0.6450115,0.56273102,0.37165982,0.30037557,0.15469618,0.094160747,0.002607682,0,0,0,0,0,0,0,0,0,0
44.999899,2.7270902,2.5494154,2.2530702,2.0409429,1.7357368,1.3370521,1.1933148,0.91890166,0.67316654,0.58729448,0.38788294,0.3134871,0.16144874,0.098270905,0.0027215085,0,0,0,0,0,0,0,0,0,0
45.999899,2.8411501,2.6560441,2.3473043,2.1263049,1.8083336,1.392974,1.243225,0.95733451,0.70132158,0.61185794,0.40410606,0.32659863,0.1682013,0.10238106,0.002835335,0,0,0,0,0,0,0,0,0,0
46.999899,2.9552101,2.7626728,2.4415385,2.2116669,1.8809304,1.4488959,1.2931351,0.99576737,0.72947662,0.6364214,0.42032917,0.33971016,0.17495385,0.10649122,0.0029491615,0,0,0,0,0,0,0,0,0,0
47.999899,3.06927,2.8693015,2.5357726,2.2970289,1.9535272,1.5048178,1.3430452,1.0342002,0.75763165,0.66098485,0.43655229,0.35282168,0.18170641,0.11060138,0.0030629879,0,0,0,0,0,0,0,0,0,0
48.999899,3.1833299,2.9759302,2.6300068,2.3823908,2.026124,1.5607397,1.3929553,1.0726331,0.78578669,0.68554831,0.4527754,0.36593321,0.18845897,0.11471154,0.0031768144,0,0,0,0,0,0,0,0,0,0
49.999899,3.2973898,3.082559,2.7242409,2.4677528,2.0987208,1.6166616,1.4428654,1.1110659,0.81394173,0.71011177,0.46899852,0.37904474,0.19521152,0.1188217,0.0032906409,0,0,0,0,0,0,0,0,0,0
50.999899,3.4114498,3.1891877,2.818475,2.5531148,2.1713176,1.6725835,1.4927756,1.1494988,0.84209677,0.73467523,0.48522164,0.39215626,0.20196408,0.12293186,0.0034044674,0,0,0,0,0,0,0,0,0,0
51.999899,3.5255097,3.2958164,2.9127092,2.6384768,2.2439144,1.7285054,1.5426857,1.1879316,0.87025181,0.75923869,0.50144475,0.40526779,0.20871664,0.12704201,0.0035182939,0,0,0,0,0,0,0,0,0,0
52.999899,3.6395696,3.4024451,3.0069433,2.7238388,2.3165112,1.7844273,1.5925958,1.2263645,0.89840684,0.78380215,0.51766787,0.41837932,0.2154692,0.13115217,0.0036321203,0,0,0,0,0,0,0,0,0,0
53.999899,3.7536296,3.5090739,3.1011775,2.8092007,2.389108,1.8403492,1.6425059,1.2647973,0.92656188,0.80836561,0.53389099,0.43149085,0.22222175,0.13526233,0.0037459468,0,0,0,0,0,0,0,0,0,0
54.999899,3.8676895,3.6157026,3.1954116,2.8945627,2.4617048,1.8962711,1.6924161,1.3032302,0.95471692,0.83292906,0.5501141,0.44460237,0.22897431,0.13937249,0.0038597733,0,0,0,0,0,0,0,0,0,0
55.999899,3.9817494,3.7223313,3.2896458,2.9799247,2.5343016,1.952193,1.7423262,1.3416631,0.98287196,0.85749252,0.56633722,0.4577139,0.23572687,0.14348265,0.0039735998,0,0,0,0,0,0,0,0,0,0
56.999899,4.0958094,3.82896,3.3838799,3.0652867,2.6068984,2.0081149,1.7922363,1.3800959,1.011027,0.88205598,0.58256033,0.47082543,0.24247942,0.14759281,0.0040874262,0,0,0,0,0,0,0,0,0,0
57.999899,4.2098693,3.9355887,3.4781141,3.1506486,2.6794952,2.0640368,1.8421464,1.4185288,1.039182,0.90661944,0.59878345,0.48393695,0.24923198,0.15170296,0.0042012527,0,0,0,0,0,0,0,0,0,0
58.999899,4.3239292,4.0422175,3.5723482,3.2360106,2.752092,2.1199587,1.8920566,1.4569616,1.0673371,0.9311829,0.61500657,0.49704848,0.25598454,0.15581312,0.0043150792,0,0,0,0,0,0,0,0,0,0
59.999899,4.4379891,4.1488462,3.6665824,3.3213726,2.8246888,2.1758806,1.9419667,1.4953945,1.0954921,0.95574636,0.63122968,0.51016001,0.26273709,0.15992328,0.0044289057,0,0,0,0,0,0,0,0,0,0
60.999899,4.5520491,4.2554749,3.7608165,3.4067346,2.8972856,2.2318025,1.9918768,1.5338273,1.1236471,0.98030982,0.6474528,0.52327154,0.26948965,0.16403344,0.0045427322,0,0,0,0,0,0,0,0,0,0
61.999899,4.666109,4.3621036,3.8550507,3.4920965,2.9698824,2.2877244,2.0417869,1.5722602,1.1518022,1.0048733,0.66367591,0.53638306,0.27624221,0.1681436,0.0046565586,0,0,0,0,0,0,0,0,0,0
62.999899,4.7801689,4.4687323,3.9492848,3.5774585,3.0424792,2.3436463,2.091697,1.610693,1.1799572,1.0294367,0.67989903,0.54949459,0.28299477,0.17225376,0.0047703851,0,0,0,0,0,0,0,0,0,0
