Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
57.999899,4.2098693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35401547,1.1879487,0.40475776,0,0,0,0,0,0.17679591,1.5372716,3.3613781,0.87330244,0,0,0,0,0,0,0.082568043,0.19081058,0,0,0,0,0,0,0,0,0,0,0
58.999899,4.3239292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36360698,1.2201344,0.41572405,0,0,0,0,0,0.18158592,1.5789217,3.4524495,0.89696322,0,0,0,0,0,0,0.084805097,0.1959803,0,0,0,0,0,0,0,0,0,0,0
59.999899,4.4379891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37319848,1.25232,0.42669034,0,0,0,0,0,0.18637594,1.6205717,3.5435208,0.92062401,0,0,0,0,0,0,0.087042151,0.20115002,0,0,0,0,0,0,0,0,0,0,0
60.999899,4.5520491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38278999,1.2845057,0.43765662,0,0,0,0,0,0.19116595,1.6622217,3.6345922,0.9442848,0,0,0,0,0,0,0.089279205,0.20631974,0,0,0,0,0,0,0,0,0,0,0
61.999899,4.666109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39238149,1.3166913,0.44862291,0,0,0,0,0,0.19595596,1.7038717,3.7256636,0.96794558,0,0,0,0,0,0,0.091516259,0.21148946,0,0,0,0,0,0,0,0,0,0,0
62.999899,4.7801689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40197299,1.348877,0.4595892,0,0,0,0,0,0.20074598,1.7455217,3.8167349,0.99160637,0,0,0,0,0,0,0.093753313,0.21665918,0,0,0,0,0,0,0,0,0,0,0
63.999899,4.8942289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4115645,1.3810626,0.47055549,0,0,0,0,0,0.20553599,1.7871717,3.9078063,1.0152672,0,0,0,0,0,0,0.095990367,0.2218289,0,0,0,0,0,0,0,0,0,0,0
64.999899,5.0082888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421156,1.4132482,0.48152178,0,0,0,0,0,0.210326,1.8288217,3.9988777,1.0389279,0,0,0,0,0,0,0.098227421,0.22699862,0,0,0,0,0,0,0,0,0,0,0
65.999899,5.1223487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43074751,1.4454339,0.49248807,0,0,0,0,0,0.21511602,1.8704717,4.089949,1.0625887,0,0,0,0,0,0,0.10046448,0.23216833,0,0,0,0,0,0,0,0,0,0,0
66.999899,5.2364087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44033901,1.4776195,0.50345436,0,0,0,0,0,0.21990603,1.9121217,4.1810204,1.0862495,0,0,0,0,0,0,0.10270153,0.23733805,0,0,0,0,0,0,0,0,0,0,0
