X coord (mm),Y coord (mm)
8.45886,4.30653
2.24514,0.327093
2.76136,0.263564
3.26729,0.200193
3.77257,0.141225
4.21806,0.203041
4.72051,0.139095
5.23188,0.0789354
5.72738,0.0166054
6.21252,-0.0453849
6.78317,0.0049161
7.27451,-0.0522616
7.72476,0.0155906
8.04313,0.0968781
8.48448,0.166281
9.22685,0.318778
9.52678,0.398856
2.24514,0.327093
2.24514,0.327093
2.76136,0.263564
3.26729,0.200193
3.64791,0.156574
4.21806,0.203041
4.72051,0.139095
5.23188,0.0789354
5.72738,0.0166054
6.21252,-0.0453849
6.66075,0.0192788
7.15198,-0.0381386
7.72476,0.0155906
8.04313,0.0968781
8.48448,0.166281
9.22685,0.318778
9.52678,0.398856
9.91729,0.459953
10.5793,0.598638
10.8593,0.674623
11.2664,0.833465
2.03092,0.834729
2.1362,0.580494
2.19071,0.45414
2.70859,0.391911
3.16841,0.45582
3.66131,0.391544
4.22861,0.435168
4.67658,0.496562
5.1853,0.434366
5.63601,0.497141
6.13796,0.436894
6.70852,0.485003
7.20709,0.429291
7.65084,0.496822
8.14531,0.440906
8.70368,0.495381
9.18012,0.439742
9.70363,0.490944
10.1966,0.535384
10.5793,0.598638
11.1168,0.747649
11.4163,0.918734
11.7099,1.08729
1.76489,1.33492
1.9033,1.08424
2.22895,0.927948
2.68183,0.986834
3.18638,0.922634
3.62586,0.981593
4.11807,0.914538
4.68682,0.957578
5.19311,0.894138
5.64317,0.955855
6.15678,0.898093
6.72763,0.944633
7.17196,1.01099
7.67314,0.95504
8.16714,0.899119
8.71716,0.949801
9.19496,0.893547
9.7224,0.942471
10.1726,0.883522
10.6566,0.929054
11.2223,0.952257
11.5636,1.00341
11.9948,1.25604
12.4044,1.50461
13.0222,1.81111
1.08974,2.1929
1.62432,1.58043
1.75674,1.56434
2.15726,1.5096
2.68372,1.44965
3.19347,1.38485
3.63381,1.44174
4.18985,1.4804
4.68469,1.41503
5.12429,1.47271
5.62855,1.41022
6.20522,1.45766
6.72224,1.4001
7.16562,1.46371
7.66612,1.40783
8.21967,1.45771
8.7137,1.40035
9.13243,1.4629
9.65888,1.50965
10.2294,1.43405
10.7112,1.47493
11.1719,1.50884
11.6637,1.42352
12.1798,1.43964
12.5399,1.58646
13.0222,1.81111
13.2621,1.96419
13.611,2.20063
0.643216,2.37176
0.643216,2.37176
1.31606,2.06862
1.67973,1.91624
2.13282,1.97182
2.66333,1.90568
3.23844,1.94642
3.67384,2.0025
4.17861,1.93444
4.73027,1.97221
5.23164,1.90753
5.66336,1.96482
6.17711,1.90687
6.61679,1.9676
7.13092,1.91292
7.68628,1.96196
8.18562,1.90585
8.7308,1.95261
9.21706,1.89312
9.62424,1.95107
10.1334,1.98807
10.6849,1.9067
11.1444,1.9395
11.687,1.95184
12.2038,1.96409
12.7016,1.97737
13.1789,1.98432
13.495,2.12588
13.8507,2.35828
14.0711,2.51196
0.643216,2.37176
0.643216,2.37176
0.681811,2.47495
1.18506,2.41845
1.66215,2.47101
2.21313,2.40809
2.66669,2.46076
3.18833,2.39543
3.62881,2.4538
4.19065,2.4894
4.70097,2.42439
5.13211,2.47692
5.62763,2.41182
6.18213,2.45665
6.69489,2.39822
7.12897,2.46111
7.67966,2.50958
8.17752,2.451
8.67169,2.39392
9.20902,2.43793
9.73165,2.47288
10.1919,2.40529
10.6734,2.43517
11.1348,2.46139
11.6751,2.47085
12.1924,2.47965
12.6901,2.4904
13.1614,2.4985
13.7094,2.48899
14.0711,2.51196
14.0972,2.60671
0.592718,2.81306
0.592718,2.81306
0.627408,2.91863
1.12756,2.97215
1.70987,2.90635
2.17628,2.95949
2.72231,2.89206
3.16719,2.94695
3.68901,2.88465
4.13392,2.93449
4.61736,2.93387
5.20189,2.97892
5.63731,2.95668
6.18597,2.99848
6.68924,2.9413
7.19238,2.88743
7.61656,2.94856
8.15513,2.99162
8.63805,2.93438
9.16787,2.96965
9.67622,2.99646
10.1359,2.92532
10.7286,2.93258
11.1896,2.95485
11.7288,2.96167
12.1488,2.98787
12.6465,2.99685
13.2121,2.98743
13.6681,2.99428
14.1991,2.98202
14.2241,3.07825
14.764,3.45962
0.627408,2.91863
0.932965,3.3154
1.16512,3.50605
1.62148,3.45683
2.2053,3.38881
2.66629,3.4396
3.12131,3.4892
3.65681,3.42237
4.15469,3.50893
4.71486,3.45277
5.12691,3.41118
5.71082,3.46703
6.13347,3.43093
6.67977,3.47524
7.17638,3.41949
7.70641,3.46505
8.18868,3.41087
8.69758,3.45116
9.20644,3.47166
9.70259,3.4915
10.1669,3.41843
10.6432,3.44088
11.2119,3.4432
11.6562,3.46677
12.1806,3.47404
12.6751,3.48243
13.1551,3.49073
13.7052,3.48033
14.1533,3.48487
14.6818,3.47225
14.764,3.45962
1.04289,3.62582
1.04289,3.62582
1.38601,3.6979
1.6897,3.66309
2.17684,3.71687
2.64525,3.7669
3.2478,3.79836
3.66049,3.74359
4.15469,3.50893
4.76108,3.55275
5.17543,3.51467
5.8903,3.55739
6.27602,3.73365
6.69868,3.7881
7.19296,3.73215
7.83012,3.80518
8.19243,3.76938
8.72222,3.89108
9.23165,3.91543
9.71336,3.97908
10.1752,3.90458
10.6497,3.92353
11.2189,3.92825
11.6625,3.9512
12.1931,3.9564
12.6933,3.96457
13.174,3.97288
13.64,3.97954
14.1835,3.95371
14.6957,3.95859
14.6957,3.95859
0.714523,5.14642
0.714523,5.14642
1.24297,5.18511
1.89206,4.90087
2.23492,4.86235
2.73704,4.80997
3.05492,4.78058
3.76499,4.49272
4.22007,4.44227
4.69251,4.49709
5.12432,4.44991
5.72058,4.48942
6.12673,4.44946
6.67714,4.49898
7.17001,4.45487
7.67314,4.4983
8.14426,4.45202
8.63592,4.47988
9.12536,4.4148
9.73582,4.42462
10.2296,4.44739
10.7156,4.47471
11.214,4.41161
11.6586,4.43368
12.1868,4.43839
12.6915,4.44381
13.1785,4.4517
13.6386,4.46065
14.1847,4.43725
14.6024,4.36303
14.6024,4.36303
0.189318,5.39723
0.189318,5.39723
0.714523,5.14642
1.24297,5.18511
1.89206,4.90087
2.25177,4.9723
2.5956,4.93582
3.1039,4.98253
3.73825,4.90848
4.23144,4.9544
4.68742,4.90068
5.14899,4.95543
5.71995,4.88766
6.15305,4.93657
6.69607,4.98026
7.19585,4.93217
7.69206,4.97381
8.15718,4.92209
8.64271,4.95539
9.13508,4.98683
9.72912,4.90114
10.2173,4.93013
10.6966,4.95878
11.1688,4.9923
11.6368,4.91597
12.1669,4.92059
12.6722,4.92463
13.1556,4.93224
13.6272,4.91501
14.1625,4.9211
14.4837,4.86528
14.5452,4.65545
0.187723,5.49872
0.189318,5.39723
0.736521,5.44167
1.23986,5.41414
1.60904,5.47688
2.13656,5.41284
2.66967,5.4541
3.19442,5.4957
3.68964,5.43515
4.18607,5.47653
4.65984,5.41785
5.13119,5.4625
5.69895,5.39752
6.13622,5.4419
