X coord (mm),Y coord (mm)
6.69942,5.47441
7.18606,5.41598
7.69785,5.45115
8.18191,5.4859
8.645,5.42587
9.13164,5.4613
9.72857,5.47904
10.1927,5.41857
10.6632,5.45235
11.2346,5.47023
11.6694,5.40806
12.2036,5.42601
12.7199,5.44471
13.2115,5.46255
13.6792,5.48251
14.2166,5.48958
14.3873,5.36718
14.4567,5.16145
0.204088,5.91604
0.204088,5.91604
0.759675,5.96024
1.26505,5.94254
1.63483,5.89728
2.17272,5.93607
2.70578,5.97423
3.22402,5.90821
3.74192,5.94604
4.2375,5.98562
4.72128,5.92221
5.19122,5.96398
5.63609,5.90816
6.21227,5.93679
6.61511,5.98427
7.14383,5.91751
7.63576,5.95281
8.12507,5.98593
8.71867,5.90739
9.20344,5.94463
9.67727,5.98236
10.1448,5.91808
10.7206,5.93532
11.1685,5.96833
11.713,5.98399
12.1342,5.92076
12.6455,5.9385
13.1365,5.95579
13.7035,5.9602
14.153,5.88549
14.2383,5.77575
14.3144,5.57066
0.204088,5.91604
0.204088,5.91604
0.572456,6.08492
1.26732,6.26073
1.6268,6.42933
2.16369,6.46741
2.69593,6.39529
3.21619,6.43258
3.73116,6.4702
4.24222,6.40178
4.72431,6.43932
5.1848,6.47984
5.64086,6.42047
6.20607,6.44787
6.74423,6.4771
7.14517,6.42413
7.65194,6.4565
8.14428,6.49256
8.63205,6.42588
9.23303,6.44208
9.70865,6.47629
10.1762,6.40678
10.6319,6.44048
11.1867,6.45661
11.7277,6.47092
12.1448,6.40459
12.6509,6.42249
13.139,6.44018
13.7079,6.44155
13.8903,6.41207
14.0692,6.09295
0.572456,6.08492
1.44794,6.565
1.60277,6.8645
1.77081,6.948
2.12272,6.89827
2.638,6.93381
3.15102,6.96874
3.67921,6.89512
4.17485,6.93132
4.64992,6.97048
5.125,6.90506
5.71669,6.92578
6.13572,6.97261
6.67897,7.00036
7.2204,6.92644
7.73091,6.95907
8.22312,6.99265
8.72825,6.92001
9.21217,6.94896
9.69312,6.97864
10.1701,6.90654
10.6284,6.93574
11.1831,6.95023
11.7213,6.96365
12.1349,6.99552
12.6423,6.91236
13.129,6.92908
13.606,6.84618
13.707,6.73256
13.8903,6.41207
1.73463,7.16923
1.85195,7.477
2.20309,7.42458
2.70949,7.45953
3.2077,7.49413
3.7274,7.41881
4.20837,7.4573
4.67369,7.49611
5.15475,7.4248
5.73716,7.44925
6.14709,7.49505
6.71876,7.41396
7.24615,7.44363
7.65256,7.38667
8.15253,7.41798
8.65158,7.44611
9.14266,7.47316
9.64256,7.39587
10.1204,7.42114
10.6996,7.42798
11.1459,7.45377
11.689,7.46541
12.2064,7.4771
12.7008,7.49045
13.1893,7.40689
13.3959,7.17404
13.4966,7.05724
1.95228,7.78844
1.95228,7.78844
2.18321,7.9709
2.66599,8.00892
3.20802,7.92674
3.69722,7.96223
4.17005,7.99848
4.67005,7.9219
5.1023,7.96505
5.68621,7.98711
6.14079,7.92119
6.69124,7.94784
7.22707,7.97456
7.64938,7.9113
8.16471,7.93685
8.67075,7.96301
9.16753,7.98563
9.67813,7.90124
10.1578,7.92341
10.6284,7.94484
11.2009,7.94851
11.6273,7.97185
12.1391,7.9844
12.6575,7.8922
12.9583,7.84162
13.0679,7.72275
2.05378,8.54529
2.05378,8.54529
2.24033,8.51729
2.60879,8.45802
3.17358,8.36989
3.65722,8.40351
4.12777,8.43997
4.74146,8.45402
5.1724,8.49948
5.65247,8.42667
6.21747,8.4491
6.62801,8.49378
7.18934,8.51361
7.62302,8.44254
8.14636,8.46549
8.65343,8.48808
9.18295,8.39849
9.66864,8.42122
10.1826,8.32739
10.6845,8.24313
11.1638,8.15762
11.6065,8.0776
12.1391,7.9844
12.5524,7.91149
12.9583,7.84162
12.9583,7.84162
2.05378,8.54529
2.05378,8.54529
2.05378,8.54529
2.60879,8.45802
3.22772,8.58292
3.59348,8.52315
4.06365,8.5595
4.68504,8.5733
5.1724,8.49948
5.60179,8.54392
6.16685,8.56494
6.73417,8.5853
7.29317,8.6035
7.58218,8.55653
8.11076,8.57663
8.61611,8.59904
9.14682,8.50939
9.54165,8.44301
10.0571,8.34903
10.5615,8.26429
11.0489,8.17996
11.4966,8.09605
12.0341,8.00278
