Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa),Coord 104 Stress (kPa),Coord 105 Stress (kPa),Coord 106 Stress (kPa),Coord 107 Stress (kPa),Coord 108 Stress (kPa),Coord 109 Stress (kPa),Coord 110 Stress (kPa),Coord 111 Stress (kPa),Coord 112 Stress (kPa),Coord 113 Stress (kPa),Coord 114 Stress (kPa),Coord 115 Stress (kPa),Coord 116 Stress (kPa),Coord 117 Stress (kPa),Coord 118 Stress (kPa),Coord 119 Stress (kPa),Coord 120 Stress (kPa),Coord 121 Stress (kPa),Coord 122 Stress (kPa),Coord 123 Stress (kPa)
1269,212.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8765168,11.098766,17.549843,9.6603187,0.25432311,0,0,0,0,11.574112,0,0,0,0,2.4834831,0.72700771,34.862084,95.309419,54.815149,13.062172,0.049123705,0,0,0,0,0,0,0,0,0,21.630004,77.035792,188.15113,89.138725,20.937704,1.8114454,0,0,0,0,0,0,0,0,12.461833,36.186811,21.884083,2.5932993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,212.38457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8765484,11.098953,17.550138,9.6604812,0.25432739,0,0,0,0,11.574306,0,0,0,0,2.4835249,0.72701994,34.86267,95.311023,54.816071,13.062391,0.049124532,0,0,0,0,0,0,0,0,0,21.630368,77.037088,188.1543,89.140224,20.938056,1.8114759,0,0,0,0,0,0,0,0,12.462043,36.18742,21.884451,2.593343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,212.38815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8765799,11.099139,17.550433,9.6606437,0.25433167,0,0,0,0,11.574501,0,0,0,0,2.4835667,0.72703217,34.863257,95.312626,54.816993,13.062611,0.049125358,0,0,0,0,0,0,0,0,0,21.630732,77.038383,188.15746,89.141724,20.938408,1.8115064,0,0,0,0,0,0,0,0,12.462253,36.188029,21.884819,2.5933866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,212.39172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8766115,11.099326,17.550729,9.6608062,0.25433594,0,0,0,0,11.574696,0,0,0,0,2.4836084,0.7270444,34.863843,95.314229,54.817915,13.062831,0.049126184,0,0,0,0,0,0,0,0,0,21.631096,77.039679,188.16063,89.143223,20.938761,1.8115368,0,0,0,0,0,0,0,0,12.462462,36.188637,21.885187,2.5934302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,212.39529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8766431,11.099513,17.551024,9.6609687,0.25434022,0,0,0,0,11.57489,0,0,0,0,2.4836502,0.72705663,34.86443,95.315832,54.818837,13.063051,0.049127011,0,0,0,0,0,0,0,0,0,21.63146,77.040975,188.16379,89.144723,20.939113,1.8115673,0,0,0,0,0,0,0,0,12.462672,36.189246,21.885555,2.5934738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,212.39886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8766746,11.099699,17.551319,9.6611311,0.2543445,0,0,0,0,11.575085,0,0,0,0,2.483692,0.72706886,34.865016,95.317435,54.819759,13.06327,0.049127837,0,0,0,0,0,0,0,0,0,21.631824,77.042271,188.16696,89.146222,20.939465,1.8115978,0,0,0,0,0,0,0,0,12.462881,36.189855,21.885923,2.5935175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,212.40244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8767062,11.099886,17.551614,9.6612936,0.25434878,0,0,0,0,11.57528,0,0,0,0,2.4837338,0.72708109,34.865602,95.319039,54.820681,13.06349,0.049128663,0,0,0,0,0,0,0,0,0,21.632187,77.043567,188.17012,89.147721,20.939817,1.8116282,0,0,0,0,0,0,0,0,12.463091,36.190463,21.886291,2.5935611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,212.40601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8767378,11.100073,17.551909,9.6614561,0.25435306,0,0,0,0,11.575475,0,0,0,0,2.4837755,0.72709332,34.866189,95.320642,54.821603,13.06371,0.04912949,0,0,0,0,0,0,0,0,0,21.632551,77.044862,188.17329,89.149221,20.940169,1.8116587,0,0,0,0,0,0,0,0,12.463301,36.191072,21.88666,2.5936047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,212.40958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8767693,11.100259,17.552205,9.6616186,0.25435733,0,0,0,0,11.575669,0,0,0,0,2.4838173,0.72710554,34.866775,95.322245,54.822526,13.063929,0.049130316,0,0,0,0,0,0,0,0,0,21.632915,77.046158,188.17645,89.15072,20.940522,1.8116892,0,0,0,0,0,0,0,0,12.46351,36.191681,21.887028,2.5936483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,212.41315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8768009,11.100446,17.5525,9.6617811,0.25436161,0,0,0,0,11.575864,0,0,0,0,2.4838591,0.72711777,34.867362,95.323848,54.823448,13.064149,0.049131142,0,0,0,0,0,0,0,0,0,21.633279,77.047454,188.17962,89.15222,20.940874,1.8117196,0,0,0,0,0,0,0,0,12.46372,36.192289,21.887396,2.5936919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,212.41673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8768324,11.100633,17.552795,9.6619436,0.25436589,0,0,0,0,11.576059,0,0,0,0,2.4839009,0.72713,34.867948,95.325451,54.82437,13.064369,0.049131969,0,0,0,0,0,0,0,0,0,21.633643,77.04875,188.18278,89.153719,20.941226,1.8117501,0,0,0,0,0,0,0,0,12.46393,36.192898,21.887764,2.5937356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,212.4203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.876864,11.10082,17.55309,9.6621061,0.25437017,0,0,0,0,11.576253,0,0,0,0,2.4839426,0.72714223,34.868534,95.327054,54.825292,13.064589,0.049132795,0,0,0,0,0,0,0,0,0,21.634007,77.050046,188.18595,89.155218,20.941578,1.8117806,0,0,0,0,0,0,0,0,12.464139,36.193507,21.888132,2.5937792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,212.42387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8768956,11.101006,17.553385,9.6622686,0.25437444,0,0,0,0,11.576448,0,0,0,0,2.4839844,0.72715446,34.869121,95.328658,54.826214,13.064808,0.049133621,0,0,0,0,0,0,0,0,0,21.63437,77.051342,188.18911,89.156718,20.94193,1.8118111,0,0,0,0,0,0,0,0,12.464349,36.194116,21.8885,2.5938228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,212.42744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8769271,11.101193,17.553681,9.6624311,0.25437872,0,0,0,0,11.576643,0,0,0,0,2.4840262,0.72716669,34.869707,95.330261,54.827136,13.065028,0.049134447,0,0,0,0,0,0,0,0,0,21.634734,77.052637,188.19228,89.158217,20.942283,1.8118415,0,0,0,0,0,0,0,0,12.464558,36.194724,21.888868,2.5938664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,212.43102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8769587,11.10138,17.553976,9.6625936,0.254383,0,0,0,0,11.576837,0,0,0,0,2.484068,0.72717892,34.870294,95.331864,54.828058,13.065248,0.049135274,0,0,0,0,0,0,0,0,0,21.635098,77.053933,188.19544,89.159717,20.942635,1.811872,0,0,0,0,0,0,0,0,12.464768,36.195333,21.889236,2.5939101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,212.43459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8769903,11.101566,17.554271,9.6627561,0.25438728,0,0,0,0,11.577032,0,0,0,0,2.4841097,0.72719115,34.87088,95.333467,54.82898,13.065467,0.0491361,0,0,0,0,0,0,0,0,0,21.635462,77.055229,188.19861,89.161216,20.942987,1.8119025,0,0,0,0,0,0,0,0,12.464978,36.195942,21.889604,2.5939537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,212.43816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8770218,11.101753,17.554566,9.6629186,0.25439156,0,0,0,0,11.577227,0,0,0,0,2.4841515,0.72720338,34.871466,95.33507,54.829902,13.065687,0.049136926,0,0,0,0,0,0,0,0,0,21.635826,77.056525,188.20177,89.162715,20.943339,1.8119329,0,0,0,0,0,0,0,0,12.465187,36.19655,21.889973,2.5939973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,212.44173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8770534,11.10194,17.554861,9.6630811,0.25439583,0,0,0,0,11.577421,0,0,0,0,2.4841933,0.72721561,34.872053,95.336674,54.830824,13.065907,0.049137753,0,0,0,0,0,0,0,0,0,21.63619,77.057821,188.20494,89.164215,20.943691,1.8119634,0,0,0,0,0,0,0,0,12.465397,36.197159,21.890341,2.5940409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,212.44531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877085,11.102126,17.555157,9.6632436,0.25440011,0,0,0,0,11.577616,0,0,0,0,2.4842351,0.72722783,34.872639,95.338277,54.831746,13.066127,0.049138579,0,0,0,0,0,0,0,0,0,21.636553,77.059116,188.2081,89.165714,20.944044,1.8119939,0,0,0,0,0,0,0,0,12.465607,36.197768,21.890709,2.5940845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,212.44888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8771165,11.102313,17.555452,9.6634061,0.25440439,0,0,0,0,11.577811,0,0,0,0,2.4842768,0.72724006,34.873226,95.33988,54.832668,13.066346,0.049139405,0,0,0,0,0,0,0,0,0,21.636917,77.060412,188.21127,89.167214,20.944396,1.8120243,0,0,0,0,0,0,0,0,12.465816,36.198376,21.891077,2.5941282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,212.45245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8771481,11.1025,17.555747,9.6635686,0.25440867,0,0,0,0,11.578005,0,0,0,0,2.4843186,0.72725229,34.873812,95.341483,54.83359,13.066566,0.049140232,0,0,0,0,0,0,0,0,0,21.637281,77.061708,188.21443,89.168713,20.944748,1.8120548,0,0,0,0,0,0,0,0,12.466026,36.198985,21.891445,2.5941718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,212.45602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8771797,11.102686,17.556042,9.6637311,0.25441295,0,0,0,0,11.5782,0,0,0,0,2.4843604,0.72726452,34.874399,95.343086,54.834512,13.066786,0.049141058,0,0,0,0,0,0,0,0,0,21.637645,77.063004,188.2176,89.170212,20.9451,1.8120853,0,0,0,0,0,0,0,0,12.466235,36.199594,21.891813,2.5942154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,212.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8772112,11.102873,17.556337,9.6638936,0.25441722,0,0,0,0,11.578395,0,0,0,0,2.4844022,0.72727675,34.874985,95.34469,54.835434,13.067005,0.049141884,0,0,0,0,0,0,0,0,0,21.638009,77.0643,188.22076,89.171712,20.945452,1.8121158,0,0,0,0,0,0,0,0,12.466445,36.200202,21.892181,2.594259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,212.46317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8772428,11.10306,17.556633,9.6640561,0.2544215,0,0,0,0,11.57859,0,0,0,0,2.4844439,0.72728898,34.875571,95.346293,54.836356,13.067225,0.049142711,0,0,0,0,0,0,0,0,0,21.638373,77.065595,188.22392,89.173211,20.945804,1.8121462,0,0,0,0,0,0,0,0,12.466655,36.200811,21.892549,2.5943027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,212.46674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8772744,11.103247,17.556928,9.6642186,0.25442578,0,0,0,0,11.578784,0,0,0,0,2.4844857,0.72730121,34.876158,95.347896,54.837278,13.067445,0.049143537,0,0,0,0,0,0,0,0,0,21.638736,77.066891,188.22709,89.174711,20.946157,1.8121767,0,0,0,0,0,0,0,0,12.466864,36.20142,21.892917,2.5943463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,212.47031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8773059,11.103433,17.557223,9.6643811,0.25443006,0,0,0,0,11.578979,0,0,0,0,2.4845275,0.72731344,34.876744,95.349499,54.8382,13.067665,0.049144363,0,0,0,0,0,0,0,0,0,21.6391,77.068187,188.23025,89.17621,20.946509,1.8122072,0,0,0,0,0,0,0,0,12.467074,36.202029,21.893286,2.5943899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,212.47389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8773375,11.10362,17.557518,9.6645436,0.25443434,0,0,0,0,11.579174,0,0,0,0,2.4845693,0.72732567,34.877331,95.351102,54.839122,13.067884,0.049145189,0,0,0,0,0,0,0,0,0,21.639464,77.069483,188.23342,89.177709,20.946861,1.8122376,0,0,0,0,0,0,0,0,12.467283,36.202637,21.893654,2.5944335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,212.47746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8773691,11.103807,17.557813,9.6647061,0.25443861,0,0,0,0,11.579368,0,0,0,0,2.484611,0.72733789,34.877917,95.352706,54.840044,13.068104,0.049146016,0,0,0,0,0,0,0,0,0,21.639828,77.070779,188.23658,89.179209,20.947213,1.8122681,0,0,0,0,0,0,0,0,12.467493,36.203246,21.894022,2.5944771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,212.48103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774006,11.103993,17.558109,9.6648685,0.25444289,0,0,0,0,11.579563,0,0,0,0,2.4846528,0.72735012,34.878503,95.354309,54.840966,13.068324,0.049146842,0,0,0,0,0,0,0,0,0,21.640192,77.072074,188.23975,89.180708,20.947565,1.8122986,0,0,0,0,0,0,0,0,12.467703,36.203855,21.89439,2.5945208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,212.48165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774061,11.104026,17.55816,9.6648967,0.25444363,0,0,0,0,11.579597,0,0,0,0,2.4846601,0.72735225,34.878605,95.354587,54.841126,13.068362,0.049146985,0,0,0,0,0,0,0,0,0,21.640255,77.072299,188.2403,89.180968,20.947627,1.8123039,0,0,0,0,0,0,0,0,12.467739,36.20396,21.894454,2.5945283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,212.48227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774116,11.104058,17.558211,9.6649249,0.25444438,0,0,0,0,11.579631,0,0,0,0,2.4846673,0.72735437,34.878707,95.354865,54.841286,13.0684,0.049147129,0,0,0,0,0,0,0,0,0,21.640318,77.072524,188.24085,89.181229,20.947688,1.8123092,0,0,0,0,0,0,0,0,12.467775,36.204066,21.894518,2.5945359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,212.48289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774171,11.104091,17.558262,9.6649532,0.25444512,0,0,0,0,11.579664,0,0,0,0,2.4846746,0.72735649,34.878809,95.355144,54.841446,13.068438,0.049147272,0,0,0,0,0,0,0,0,0,21.640381,77.072749,188.2414,89.181489,20.947749,1.8123144,0,0,0,0,0,0,0,0,12.467812,36.204172,21.894582,2.5945435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,212.48351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774225,11.104123,17.558314,9.6649814,0.25444586,0,0,0,0,11.579698,0,0,0,0,2.4846818,0.72735861,34.878911,95.355422,54.841606,13.068476,0.049147416,0,0,0,0,0,0,0,0,0,21.640444,77.072974,188.24195,89.181749,20.94781,1.8123197,0,0,0,0,0,0,0,0,12.467848,36.204277,21.894645,2.594551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,212.48413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877428,11.104155,17.558365,9.6650096,0.2544466,0,0,0,0,11.579732,0,0,0,0,2.4846891,0.72736074,34.879012,95.3557,54.841767,13.068514,0.049147559,0,0,0,0,0,0,0,0,0,21.640508,77.073199,188.2425,89.182009,20.947871,1.812325,0,0,0,0,0,0,0,0,12.467885,36.204383,21.894709,2.5945586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,212.48475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774335,11.104188,17.558416,9.6650378,0.25444735,0,0,0,0,11.579766,0,0,0,0,2.4846963,0.72736286,34.879114,95.355978,54.841927,13.068553,0.049147703,0,0,0,0,0,0,0,0,0,21.640571,77.073424,188.24305,89.18227,20.947932,1.8123303,0,0,0,0,0,0,0,0,12.467921,36.204489,21.894773,2.5945662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,212.48537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877439,11.10422,17.558467,9.665066,0.25444809,0,0,0,0,11.5798,0,0,0,0,2.4847036,0.72736498,34.879216,95.356257,54.842087,13.068591,0.049147846,0,0,0,0,0,0,0,0,0,21.640634,77.073649,188.24359,89.18253,20.947993,1.8123356,0,0,0,0,0,0,0,0,12.467957,36.204594,21.894837,2.5945738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,212.48599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8774444,11.104253,17.558519,9.6650942,0.25444883,0,0,0,0,11.579833,0,0,0,0,2.4847108,0.7273671,34.879318,95.356535,54.842247,13.068629,0.049147989,0,0,0,0,0,0,0,0,0,21.640697,77.073874,188.24414,89.18279,20.948054,1.8123409,0,0,0,0,0,0,0,0,12.467994,36.2047,21.894901,2.5945813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
