Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa)
1561,69.105261,0,0,0,0,0,0,0,0,11.391871,6.872876,0,0,0,0,0,12.829859,50.867886,50.656252,0,0,0,0,0,1.2953987,8.4343436,0,0,0,0,0,0,0,0,0
1562,69.06725,0,0,0,0,0,0,0,0,11.385605,6.8690956,0,0,0,0,0,12.822802,50.839906,50.628389,0,0,0,0,0,1.2946862,8.4297043,0,0,0,0,0,0,0,0,0
1563,69.029238,0,0,0,0,0,0,0,0,11.379339,6.8653151,0,0,0,0,0,12.815745,50.811926,50.600525,0,0,0,0,0,1.2939737,8.4250649,0,0,0,0,0,0,0,0,0
1564,68.991227,0,0,0,0,0,0,0,0,11.373072,6.8615347,0,0,0,0,0,12.808688,50.783946,50.572661,0,0,0,0,0,1.2932611,8.4204256,0,0,0,0,0,0,0,0,0
1565,68.953215,0,0,0,0,0,0,0,0,11.366806,6.8577542,0,0,0,0,0,12.801631,50.755966,50.544798,0,0,0,0,0,1.2925486,8.4157863,0,0,0,0,0,0,0,0,0
1566,68.915204,0,0,0,0,0,0,0,0,11.36054,6.8539738,0,0,0,0,0,12.794574,50.727986,50.516934,0,0,0,0,0,1.291836,8.4111469,0,0,0,0,0,0,0,0,0
1567,68.877192,0,0,0,0,0,0,0,0,11.354274,6.8501933,0,0,0,0,0,12.787516,50.700006,50.48907,0,0,0,0,0,1.2911235,8.4065076,0,0,0,0,0,0,0,0,0
1568,68.83918,0,0,0,0,0,0,0,0,11.348008,6.8464129,0,0,0,0,0,12.780459,50.672026,50.461207,0,0,0,0,0,1.290411,8.4018682,0,0,0,0,0,0,0,0,0
1569,68.801169,0,0,0,0,0,0,0,0,11.341742,6.8426324,0,0,0,0,0,12.773402,50.644046,50.433343,0,0,0,0,0,1.2896984,8.3972289,0,0,0,0,0,0,0,0,0
1570,68.763157,0,0,0,0,0,0,0,0,11.335476,6.838852,0,0,0,0,0,12.766345,50.616066,50.405479,0,0,0,0,0,1.2889859,8.3925896,0,0,0,0,0,0,0,0,0
1571,68.725146,0,0,0,0,0,0,0,0,11.329209,6.8350715,0,0,0,0,0,12.759288,50.588086,50.377616,0,0,0,0,0,1.2882733,8.3879502,0,0,0,0,0,0,0,0,0
1572,68.687134,0,0,0,0,0,0,0,0,11.322943,6.8312911,0,0,0,0,0,12.752231,50.560106,50.349752,0,0,0,0,0,1.2875608,8.3833109,0,0,0,0,0,0,0,0,0
1573,68.649122,0,0,0,0,0,0,0,0,11.316677,6.8275106,0,0,0,0,0,12.745174,50.532126,50.321888,0,0,0,0,0,1.2868483,8.3786716,0,0,0,0,0,0,0,0,0
1574,68.611111,0,0,0,0,0,0,0,0,11.310411,6.8237302,0,0,0,0,0,12.738117,50.504146,50.294025,0,0,0,0,0,1.2861357,8.3740322,0,0,0,0,0,0,0,0,0
1575,68.573099,0,0,0,0,0,0,0,0,11.304145,6.8199497,0,0,0,0,0,12.73106,50.476166,50.266161,0,0,0,0,0,1.2854232,8.3693929,0,0,0,0,0,0,0,0,0
1576,68.535088,0,0,0,0,0,0,0,0,11.297879,6.8161693,0,0,0,0,0,12.724003,50.448186,50.238298,0,0,0,0,0,1.2847107,8.3647535,0,0,0,0,0,0,0,0,0
1577,68.497076,0,0,0,0,0,0,0,0,11.291613,6.8123888,0,0,0,0,0,12.716945,50.420206,50.210434,0,0,0,0,0,1.2839981,8.3601142,0,0,0,0,0,0,0,0,0
1578,68.459065,0,0,0,0,0,0,0,0,11.285346,6.8086084,0,0,0,0,0,12.709888,50.392226,50.18257,0,0,0,0,0,1.2832856,8.3554749,0,0,0,0,0,0,0,0,0
1579,68.421496,0,0,0,0,0,0,0,0,11.279153,6.804872,0,0,0,0,0,12.702913,50.364572,50.155031,0,0,0,0,0,1.2825813,8.3508896,0,0,0,0,0,0,0,0,0
1580,68.383928,0,0,0,0,0,0,0,0,11.27296,6.8011356,0,0,0,0,0,12.695939,50.336918,50.127493,0,0,0,0,0,1.2818771,8.3463043,0,0,0,0,0,0,0,0,0
1581,68.346359,0,0,0,0,0,0,0,0,11.266767,6.7973992,0,0,0,0,0,12.688964,50.309264,50.099954,0,0,0,0,0,1.2811729,8.3417191,0,0,0,0,0,0,0,0,0
1582,68.308791,0,0,0,0,0,0,0,0,11.260574,6.7936629,0,0,0,0,0,12.681989,50.28161,50.072415,0,0,0,0,0,1.2804686,8.3371338,0,0,0,0,0,0,0,0,0
1583,68.271222,0,0,0,0,0,0,0,0,11.254381,6.7899265,0,0,0,0,0,12.675014,50.253956,50.044876,0,0,0,0,0,1.2797644,8.3325486,0,0,0,0,0,0,0,0,0
1584,68.233654,0,0,0,0,0,0,0,0,11.248188,6.7861901,0,0,0,0,0,12.668039,50.226302,50.017337,0,0,0,0,0,1.2790602,8.3279633,0,0,0,0,0,0,0,0,0
1585,68.196085,0,0,0,0,0,0,0,0,11.241995,6.7824537,0,0,0,0,0,12.661064,50.198648,49.989798,0,0,0,0,0,1.2783559,8.323378,0,0,0,0,0,0,0,0,0
1586,68.158517,0,0,0,0,0,0,0,0,11.235802,6.7787173,0,0,0,0,0,12.65409,50.170994,49.96226,0,0,0,0,0,1.2776517,8.3187928,0,0,0,0,0,0,0,0,0
1587,68.120948,0,0,0,0,0,0,0,0,11.229609,6.774981,0,0,0,0,0,12.647115,50.143341,49.934721,0,0,0,0,0,1.2769475,8.3142075,0,0,0,0,0,0,0,0,0
1588,68.08338,0,0,0,0,0,0,0,0,11.223416,6.7712446,0,0,0,0,0,12.64014,50.115687,49.907182,0,0,0,0,0,1.2762432,8.3096223,0,0,0,0,0,0,0,0,0
1589,68.045811,0,0,0,0,0,0,0,0,11.217222,6.7675082,0,0,0,0,0,12.633165,50.088033,49.879643,0,0,0,0,0,1.275539,8.305037,0,0,0,0,0,0,0,0,0
1590,68.008243,0,0,0,0,0,0,0,0,11.211029,6.7637718,0,0,0,0,0,12.62619,50.060379,49.852104,0,0,0,0,0,1.2748348,8.3004518,0,0,0,0,0,0,0,0,0
1591,67.970674,0,0,0,0,0,0,0,0,11.204836,6.7600354,0,0,0,0,0,12.619215,50.032725,49.824565,0,0,0,0,0,1.2741306,8.2958665,0,0,0,0,0,0,0,0,0
1592,67.933106,0,0,0,0,0,0,0,0,11.198643,6.7562991,0,0,0,0,0,12.612241,50.005071,49.797027,0,0,0,0,0,1.2734263,8.2912812,0,0,0,0,0,0,0,0,0
1593,67.895537,0,0,0,0,0,0,0,0,11.19245,6.7525627,0,0,0,0,0,12.605266,49.977417,49.769488,0,0,0,0,0,1.2727221,8.286696,0,0,0,0,0,0,0,0,0
1594,67.857969,0,0,0,0,0,0,0,0,11.186257,6.7488263,0,0,0,0,0,12.598291,49.949763,49.741949,0,0,0,0,0,1.2720179,8.2821107,0,0,0,0,0,0,0,0,0
1595,67.8204,0,0,0,0,0,0,0,0,11.180064,6.7450899,0,0,0,0,0,12.591316,49.922109,49.71441,0,0,0,0,0,1.2713136,8.2775255,0,0,0,0,0,0,0,0,0
1596,67.782832,0,0,0,0,0,0,0,0,11.173871,6.7413535,0,0,0,0,0,12.584341,49.894456,49.686871,0,0,0,0,0,1.2706094,8.2729402,0,0,0,0,0,0,0,0,0
1597,67.745263,0,0,0,0,0,0,0,0,11.167678,6.7376172,0,0,0,0,0,12.577366,49.866802,49.659332,0,0,0,0,0,1.2699052,8.2683549,0,0,0,0,0,0,0,0,0
1598,67.707695,0,0,0,0,0,0,0,0,11.161485,6.7338808,0,0,0,0,0,12.570391,49.839148,49.631794,0,0,0,0,0,1.2692009,8.2637697,0,0,0,0,0,0,0,0,0
1599,67.670126,0,0,0,0,0,0,0,0,11.155292,6.7301444,0,0,0,0,0,12.563417,49.811494,49.604255,0,0,0,0,0,1.2684967,8.2591844,0,0,0,0,0,0,0,0,0
1600,67.632558,0,0,0,0,0,0,0,0,11.149098,6.726408,0,0,0,0,0,12.556442,49.78384,49.576716,0,0,0,0,0,1.2677925,8.2545992,0,0,0,0,0,0,0,0,0
1601,67.594989,0,0,0,0,0,0,0,0,11.142905,6.7226716,0,0,0,0,0,12.549467,49.756186,49.549177,0,0,0,0,0,1.2670882,8.2500139,0,0,0,0,0,0,0,0,0
1602,67.557421,0,0,0,0,0,0,0,0,11.136712,6.7189353,0,0,0,0,0,12.542492,49.728532,49.521638,0,0,0,0,0,1.266384,8.2454287,0,0,0,0,0,0,0,0,0
1603,67.519852,0,0,0,0,0,0,0,0,11.130519,6.7151989,0,0,0,0,0,12.535517,49.700878,49.494099,0,0,0,0,0,1.2656798,8.2408434,0,0,0,0,0,0,0,0,0
1604,67.482284,0,0,0,0,0,0,0,0,11.124326,6.7114625,0,0,0,0,0,12.528542,49.673224,49.46656,0,0,0,0,0,1.2649755,8.2362581,0,0,0,0,0,0,0,0,0
1605,67.444715,0,0,0,0,0,0,0,0,11.118133,6.7077261,0,0,0,0,0,12.521568,49.645571,49.439022,0,0,0,0,0,1.2642713,8.2316729,0,0,0,0,0,0,0,0,0
1606,67.407147,0,0,0,0,0,0,0,0,11.11194,6.7039897,0,0,0,0,0,12.514593,49.617917,49.411483,0,0,0,0,0,1.2635671,8.2270876,0,0,0,0,0,0,0,0,0
1607,67.369579,0,0,0,0,0,0,0,0,11.105747,6.7002534,0,0,0,0,0,12.507618,49.590263,49.383944,0,0,0,0,0,1.2628628,8.2225024,0,0,0,0,0,0,0,0,0
1608,67.33201,0,0,0,0,0,0,0,0,11.099554,6.696517,0,0,0,0,0,12.500643,49.562609,49.356405,0,0,0,0,0,1.2621586,8.2179171,0,0,0,0,0,0,0,0,0
1609,67.294442,0,0,0,0,0,0,0,0,11.093361,6.6927806,0,0,0,0,0,12.493668,49.534955,49.328866,0,0,0,0,0,1.2614544,8.2133318,0,0,0,0,0,0,0,0,0
1610,67.256873,0,0,0,0,0,0,0,0,11.087167,6.6890442,0,0,0,0,0,12.486693,49.507301,49.301327,0,0,0,0,0,1.2607501,8.2087466,0,0,0,0,0,0,0,0,0
1611,67.219305,0,0,0,0,0,0,0,0,11.080974,6.6853078,0,0,0,0,0,12.479719,49.479647,49.273789,0,0,0,0,0,1.2600459,8.2041613,0,0,0,0,0,0,0,0,0
1612,67.181736,0,0,0,0,0,0,0,0,11.074781,6.6815715,0,0,0,0,0,12.472744,49.451993,49.24625,0,0,0,0,0,1.2593417,8.1995761,0,0,0,0,0,0,0,0,0
1613,67.144168,0,0,0,0,0,0,0,0,11.068588,6.6778351,0,0,0,0,0,12.465769,49.424339,49.218711,0,0,0,0,0,1.2586374,8.1949908,0,0,0,0,0,0,0,0,0
1614,67.106599,0,0,0,0,0,0,0,0,11.062395,6.6740987,0,0,0,0,0,12.458794,49.396686,49.191172,0,0,0,0,0,1.2579332,8.1904055,0,0,0,0,0,0,0,0,0
1615,67.069031,0,0,0,0,0,0,0,0,11.056202,6.6703623,0,0,0,0,0,12.451819,49.369032,49.163633,0,0,0,0,0,1.257229,8.1858203,0,0,0,0,0,0,0,0,0
1616,67.031462,0,0,0,0,0,0,0,0,11.050009,6.6666259,0,0,0,0,0,12.444844,49.341378,49.136094,0,0,0,0,0,1.2565247,8.181235,0,0,0,0,0,0,0,0,0
1617,66.993894,0,0,0,0,0,0,0,0,11.043816,6.6628896,0,0,0,0,0,12.437869,49.313724,49.108556,0,0,0,0,0,1.2558205,8.1766498,0,0,0,0,0,0,0,0,0
1618,66.956325,0,0,0,0,0,0,0,0,11.037623,6.6591532,0,0,0,0,0,12.430895,49.28607,49.081017,0,0,0,0,0,1.2551163,8.1720645,0,0,0,0,0,0,0,0,0
1619,66.918757,0,0,0,0,0,0,0,0,11.03143,6.6554168,0,0,0,0,0,12.42392,49.258416,49.053478,0,0,0,0,0,1.254412,8.1674793,0,0,0,0,0,0,0,0,0
1620,66.881188,0,0,0,0,0,0,0,0,11.025237,6.6516804,0,0,0,0,0,12.416945,49.230762,49.025939,0,0,0,0,0,1.2537078,8.162894,0,0,0,0,0,0,0,0,0
1621,66.84362,0,0,0,0,0,0,0,0,11.019043,6.647944,0,0,0,0,0,12.40997,49.203108,48.9984,0,0,0,0,0,1.2530036,8.1583087,0,0,0,0,0,0,0,0,0
1622,66.806051,0,0,0,0,0,0,0,0,11.01285,6.6442077,0,0,0,0,0,12.402995,49.175454,48.970861,0,0,0,0,0,1.2522993,8.1537235,0,0,0,0,0,0,0,0,0
1623,66.768483,0,0,0,0,0,0,0,0,11.006657,6.6404713,0,0,0,0,0,12.39602,49.147801,48.943323,0,0,0,0,0,1.2515951,8.1491382,0,0,0,0,0,0,0,0,0
1624,66.730914,0,0,0,0,0,0,0,0,11.000464,6.6367349,0,0,0,0,0,12.389046,49.120147,48.915784,0,0,0,0,0,1.2508909,8.144553,0,0,0,0,0,0,0,0,0
1625,66.693346,0,0,0,0,0,0,0,0,10.994271,6.6329985,0,0,0,0,0,12.382071,49.092493,48.888245,0,0,0,0,0,1.2501867,8.1399677,0,0,0,0,0,0,0,0,0
1626,66.655777,0,0,0,0,0,0,0,0,10.988078,6.6292621,0,0,0,0,0,12.375096,49.064839,48.860706,0,0,0,0,0,1.2494824,8.1353824,0,0,0,0,0,0,0,0,0
1627,66.618209,0,0,0,0,0,0,0,0,10.981885,6.6255258,0,0,0,0,0,12.368121,49.037185,48.833167,0,0,0,0,0,1.2487782,8.1307972,0,0,0,0,0,0,0,0,0
1628,66.58064,0,0,0,0,0,0,0,0,10.975692,6.6217894,0,0,0,0,0,12.361146,49.009531,48.805628,0,0,0,0,0,1.248074,8.1262119,0,0,0,0,0,0,0,0,0
1629,66.543072,0,0,0,0,0,0,0,0,10.969499,6.618053,0,0,0,0,0,12.354171,48.981877,48.77809,0,0,0,0,0,1.2473697,8.1216267,0,0,0,0,0,0,0,0,0
1630,66.505503,0,0,0,0,0,0,0,0,10.963306,6.6143166,0,0,0,0,0,12.347196,48.954223,48.750551,0,0,0,0,0,1.2466655,8.1170414,0,0,0,0,0,0,0,0,0
1631,66.467935,0,0,0,0,0,0,0,0,10.957113,6.6105802,0,0,0,0,0,12.340222,48.926569,48.723012,0,0,0,0,0,1.2459613,8.1124562,0,0,0,0,0,0,0,0,0
1632,66.430366,0,0,0,0,0,0,0,0,10.950919,6.6068439,0,0,0,0,0,12.333247,48.898916,48.695473,0,0,0,0,0,1.245257,8.1078709,0,0,0,0,0,0,0,0,0
1633,66.392798,0,0,0,0,0,0,0,0,10.944726,6.6031075,0,0,0,0,0,12.326272,48.871262,48.667934,0,0,0,0,0,1.2445528,8.1032856,0,0,0,0,0,0,0,0,0
1634,66.35523,0,0,0,0,0,0,0,0,10.938533,6.5993711,0,0,0,0,0,12.319297,48.843608,48.640395,0,0,0,0,0,1.2438486,8.0987004,0,0,0,0,0,0,0,0,0
1635,66.317661,0,0,0,0,0,0,0,0,10.93234,6.5956347,0,0,0,0,0,12.312322,48.815954,48.612857,0,0,0,0,0,1.2431443,8.0941151,0,0,0,0,0,0,0,0,0
1636,66.280093,0,0,0,0,0,0,0,0,10.926147,6.5918983,0,0,0,0,0,12.305347,48.7883,48.585318,0,0,0,0,0,1.2424401,8.0895299,0,0,0,0,0,0,0,0,0
1637,66.242524,0,0,0,0,0,0,0,0,10.919954,6.588162,0,0,0,0,0,12.298373,48.760646,48.557779,0,0,0,0,0,1.2417359,8.0849446,0,0,0,0,0,0,0,0,0
1638,66.204956,0,0,0,0,0,0,0,0,10.913761,6.5844256,0,0,0,0,0,12.291398,48.732992,48.53024,0,0,0,0,0,1.2410316,8.0803593,0,0,0,0,0,0,0,0,0
1639,66.167387,0,0,0,0,0,0,0,0,10.907568,6.5806892,0,0,0,0,0,12.284423,48.705338,48.502701,0,0,0,0,0,1.2403274,8.0757741,0,0,0,0,0,0,0,0,0
1640,66.129819,0,0,0,0,0,0,0,0,10.901375,6.5769528,0,0,0,0,0,12.277448,48.677684,48.475162,0,0,0,0,0,1.2396232,8.0711888,0,0,0,0,0,0,0,0,0
1641,66.09225,0,0,0,0,0,0,0,0,10.895182,6.5732164,0,0,0,0,0,12.270473,48.650031,48.447624,0,0,0,0,0,1.2389189,8.0666036,0,0,0,0,0,0,0,0,0
1642,66.054682,0,0,0,0,0,0,0,0,10.888989,6.5694801,0,0,0,0,0,12.263498,48.622377,48.420085,0,0,0,0,0,1.2382147,8.0620183,0,0,0,0,0,0,0,0,0
1643,66.017113,0,0,0,0,0,0,0,0,10.882795,6.5657437,0,0,0,0,0,12.256524,48.594723,48.392546,0,0,0,0,0,1.2375105,8.0574331,0,0,0,0,0,0,0,0,0
1644,65.979545,0,0,0,0,0,0,0,0,10.876602,6.5620073,0,0,0,0,0,12.249549,48.567069,48.365007,0,0,0,0,0,1.2368062,8.0528478,0,0,0,0,0,0,0,0,0
1645,65.941976,0,0,0,0,0,0,0,0,10.870409,6.5582709,0,0,0,0,0,12.242574,48.539415,48.337468,0,0,0,0,0,1.236102,8.0482625,0,0,0,0,0,0,0,0,0
1646,65.904408,0,0,0,0,0,0,0,0,10.864216,6.5545345,0,0,0,0,0,12.235599,48.511761,48.309929,0,0,0,0,0,1.2353978,8.0436773,0,0,0,0,0,0,0,0,0
1647,65.866839,0,0,0,0,0,0,0,0,10.858023,6.5507982,0,0,0,0,0,12.228624,48.484107,48.282391,0,0,0,0,0,1.2346935,8.039092,0,0,0,0,0,0,0,0,0
1648,65.829271,0,0,0,0,0,0,0,0,10.85183,6.5470618,0,0,0,0,0,12.221649,48.456453,48.254852,0,0,0,0,0,1.2339893,8.0345068,0,0,0,0,0,0,0,0,0
1649,65.791702,0,0,0,0,0,0,0,0,10.845637,6.5433254,0,0,0,0,0,12.214674,48.428799,48.227313,0,0,0,0,0,1.2332851,8.0299215,0,0,0,0,0,0,0,0,0
1650,65.754134,0,0,0,0,0,0,0,0,10.839444,6.539589,0,0,0,0,0,12.2077,48.401146,48.199774,0,0,0,0,0,1.2325808,8.0253362,0,0,0,0,0,0,0,0,0
1651,65.716565,0,0,0,0,0,0,0,0,10.833251,6.5358526,0,0,0,0,0,12.200725,48.373492,48.172235,0,0,0,0,0,1.2318766,8.020751,0,0,0,0,0,0,0,0,0
1652,65.678997,0,0,0,0,0,0,0,0,10.827058,6.5321163,0,0,0,0,0,12.19375,48.345838,48.144696,0,0,0,0,0,1.2311724,8.0161657,0,0,0,0,0,0,0,0,0
1653,65.641428,0,0,0,0,0,0,0,0,10.820865,6.5283799,0,0,0,0,0,12.186775,48.318184,48.117158,0,0,0,0,0,1.2304681,8.0115805,0,0,0,0,0,0,0,0,0
1654,65.60386,0,0,0,0,0,0,0,0,10.814671,6.5246435,0,0,0,0,0,12.1798,48.29053,48.089619,0,0,0,0,0,1.2297639,8.0069952,0,0,0,0,0,0,0,0,0
1655,65.566291,0,0,0,0,0,0,0,0,10.808478,6.5209071,0,0,0,0,0,12.172825,48.262876,48.06208,0,0,0,0,0,1.2290597,8.00241,0,0,0,0,0,0,0,0,0
1656,65.528723,0,0,0,0,0,0,0,0,10.802285,6.5171707,0,0,0,0,0,12.165851,48.235222,48.034541,0,0,0,0,0,1.2283554,7.9978247,0,0,0,0,0,0,0,0,0
1657,65.491154,0,0,0,0,0,0,0,0,10.796092,6.5134344,0,0,0,0,0,12.158876,48.207568,48.007002,0,0,0,0,0,1.2276512,7.9932394,0,0,0,0,0,0,0,0,0
1658,65.453586,0,0,0,0,0,0,0,0,10.789899,6.509698,0,0,0,0,0,12.151901,48.179914,47.979463,0,0,0,0,0,1.226947,7.9886542,0,0,0,0,0,0,0,0,0
1659,65.416017,0,0,0,0,0,0,0,0,10.783706,6.5059616,0,0,0,0,0,12.144926,48.152261,47.951925,0,0,0,0,0,1.2262427,7.9840689,0,0,0,0,0,0,0,0,0
1660,65.378449,0,0,0,0,0,0,0,0,10.777513,6.5022252,0,0,0,0,0,12.137951,48.124607,47.924386,0,0,0,0,0,1.2255385,7.9794837,0,0,0,0,0,0,0,0,0
1661,65.340881,0,0,0,0,0,0,0,0,10.77132,6.4984888,0,0,0,0,0,12.130976,48.096953,47.896847,0,0,0,0,0,1.2248343,7.9748984,0,0,0,0,0,0,0,0,0
1662,65.303312,0,0,0,0,0,0,0,0,10.765127,6.4947525,0,0,0,0,0,12.124002,48.069299,47.869308,0,0,0,0,0,1.2241301,7.9703131,0,0,0,0,0,0,0,0,0
1663,65.265744,0,0,0,0,0,0,0,0,10.758934,6.4910161,0,0,0,0,0,12.117027,48.041645,47.841769,0,0,0,0,0,1.2234258,7.9657279,0,0,0,0,0,0,0,0,0
1664,65.228175,0,0,0,0,0,0,0,0,10.75274,6.4872797,0,0,0,0,0,12.110052,48.013991,47.81423,0,0,0,0,0,1.2227216,7.9611426,0,0,0,0,0,0,0,0,0
1665,65.190607,0,0,0,0,0,0,0,0,10.746547,6.4835433,0,0,0,0,0,12.103077,47.986337,47.786691,0,0,0,0,0,1.2220174,7.9565574,0,0,0,0,0,0,0,0,0
1666,65.153038,0,0,0,0,0,0,0,0,10.740354,6.4798069,0,0,0,0,0,12.096102,47.958683,47.759153,0,0,0,0,0,1.2213131,7.9519721,0,0,0,0,0,0,0,0,0
1667,65.11547,0,0,0,0,0,0,0,0,10.734161,6.4760706,0,0,0,0,0,12.089127,47.931029,47.731614,0,0,0,0,0,1.2206089,7.9473869,0,0,0,0,0,0,0,0,0
1668,65.077901,0,0,0,0,0,0,0,0,10.727968,6.4723342,0,0,0,0,0,12.082152,47.903376,47.704075,0,0,0,0,0,1.2199047,7.9428016,0,0,0,0,0,0,0,0,0
1669,65.040333,0,0,0,0,0,0,0,0,10.721775,6.4685978,0,0,0,0,0,12.075178,47.875722,47.676536,0,0,0,0,0,1.2192004,7.9382163,0,0,0,0,0,0,0,0,0
1670,65.002764,0,0,0,0,0,0,0,0,10.715582,6.4648614,0,0,0,0,0,12.068203,47.848068,47.648997,0,0,0,0,0,1.2184962,7.9336311,0,0,0,0,0,0,0,0,0
1671,64.965196,0,0,0,0,0,0,0,0,10.709389,6.461125,0,0,0,0,0,12.061228,47.820414,47.621458,0,0,0,0,0,1.217792,7.9290458,0,0,0,0,0,0,0,0,0
1672,64.927627,0,0,0,0,0,0,0,0,10.703196,6.4573887,0,0,0,0,0,12.054253,47.79276,47.59392,0,0,0,0,0,1.2170877,7.9244606,0,0,0,0,0,0,0,0,0
1673,64.890059,0,0,0,0,0,0,0,0,10.697003,6.4536523,0,0,0,0,0,12.047278,47.765106,47.566381,0,0,0,0,0,1.2163835,7.9198753,0,0,0,0,0,0,0,0,0
1674,64.85249,0,0,0,0,0,0,0,0,10.69081,6.4499159,0,0,0,0,0,12.040303,47.737452,47.538842,0,0,0,0,0,1.2156793,7.91529,0,0,0,0,0,0,0,0,0
1675,64.814922,0,0,0,0,0,0,0,0,10.684616,6.4461795,0,0,0,0,0,12.033329,47.709798,47.511303,0,0,0,0,0,1.214975,7.9107048,0,0,0,0,0,0,0,0,0
1676,64.777353,0,0,0,0,0,0,0,0,10.678423,6.4424431,0,0,0,0,0,12.026354,47.682144,47.483764,0,0,0,0,0,1.2142708,7.9061195,0,0,0,0,0,0,0,0,0
1677,64.739785,0,0,0,0,0,0,0,0,10.67223,6.4387068,0,0,0,0,0,12.019379,47.654491,47.456225,0,0,0,0,0,1.2135666,7.9015343,0,0,0,0,0,0,0,0,0
1678,64.702216,0,0,0,0,0,0,0,0,10.666037,6.4349704,0,0,0,0,0,12.012404,47.626837,47.428687,0,0,0,0,0,1.2128623,7.896949,0,0,0,0,0,0,0,0,0
1679,64.664648,0,0,0,0,0,0,0,0,10.659844,6.431234,0,0,0,0,0,12.005429,47.599183,47.401148,0,0,0,0,0,1.2121581,7.8923638,0,0,0,0,0,0,0,0,0
1680,64.627079,0,0,0,0,0,0,0,0,10.653651,6.4274976,0,0,0,0,0,11.998454,47.571529,47.373609,0,0,0,0,0,1.2114539,7.8877785,0,0,0,0,0,0,0,0,0
1681,64.589511,0,0,0,0,0,0,0,0,10.647458,6.4237612,0,0,0,0,0,11.99148,47.543875,47.34607,0,0,0,0,0,1.2107496,7.8831932,0,0,0,0,0,0,0,0,0
1682,64.551942,0,0,0,0,0,0,0,0,10.641265,6.4200249,0,0,0,0,0,11.984505,47.516221,47.318531,0,0,0,0,0,1.2100454,7.878608,0,0,0,0,0,0,0,0,0
1683,64.514374,0,0,0,0,0,0,0,0,10.635072,6.4162885,0,0,0,0,0,11.97753,47.488567,47.290992,0,0,0,0,0,1.2093412,7.8740227,0,0,0,0,0,0,0,0,0
1684,64.476805,0,0,0,0,0,0,0,0,10.628879,6.4125521,0,0,0,0,0,11.970555,47.460913,47.263454,0,0,0,0,0,1.2086369,7.8694375,0,0,0,0,0,0,0,0,0
1685,64.439237,0,0,0,0,0,0,0,0,10.622686,6.4088157,0,0,0,0,0,11.96358,47.433259,47.235915,0,0,0,0,0,1.2079327,7.8648522,0,0,0,0,0,0,0,0,0
1686,64.401668,0,0,0,0,0,0,0,0,10.616492,6.4050793,0,0,0,0,0,11.956605,47.405605,47.208376,0,0,0,0,0,1.2072285,7.8602669,0,0,0,0,0,0,0,0,0
1687,64.3641,0,0,0,0,0,0,0,0,10.610299,6.401343,0,0,0,0,0,11.94963,47.377952,47.180837,0,0,0,0,0,1.2065242,7.8556817,0,0,0,0,0,0,0,0,0
1688,64.326532,0,0,0,0,0,0,0,0,10.604106,6.3976066,0,0,0,0,0,11.942656,47.350298,47.153298,0,0,0,0,0,1.20582,7.8510964,0,0,0,0,0,0,0,0,0
1689,64.288963,0,0,0,0,0,0,0,0,10.597913,6.3938702,0,0,0,0,0,11.935681,47.322644,47.125759,0,0,0,0,0,1.2051158,7.8465112,0,0,0,0,0,0,0,0,0
1690,64.251395,0,0,0,0,0,0,0,0,10.59172,6.3901338,0,0,0,0,0,11.928706,47.29499,47.098221,0,0,0,0,0,1.2044115,7.8419259,0,0,0,0,0,0,0,0,0
1691,64.213826,0,0,0,0,0,0,0,0,10.585527,6.3863974,0,0,0,0,0,11.921731,47.267336,47.070682,0,0,0,0,0,1.2037073,7.8373407,0,0,0,0,0,0,0,0,0
1692,64.176258,0,0,0,0,0,0,0,0,10.579334,6.3826611,0,0,0,0,0,11.914756,47.239682,47.043143,0,0,0,0,0,1.2030031,7.8327554,0,0,0,0,0,0,0,0,0
1693,64.138689,0,0,0,0,0,0,0,0,10.573141,6.3789247,0,0,0,0,0,11.907781,47.212028,47.015604,0,0,0,0,0,1.2022988,7.8281701,0,0,0,0,0,0,0,0,0
1694,64.101121,0,0,0,0,0,0,0,0,10.566948,6.3751883,0,0,0,0,0,11.900807,47.184374,46.988065,0,0,0,0,0,1.2015946,7.8235849,0,0,0,0,0,0,0,0,0
1695,64.063552,0,0,0,0,0,0,0,0,10.560755,6.3714519,0,0,0,0,0,11.893832,47.15672,46.960526,0,0,0,0,0,1.2008904,7.8189996,0,0,0,0,0,0,0,0,0
