Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
207.04141,6.0667305,22.035295,-9.9018345
208.04161,6.1412436,22.107845,-9.8253578
209.04181,6.2157566,22.180407,-9.7488939
210.04201,6.2902697,22.252982,-9.6724425
211.04221,6.3647828,22.325569,-9.5960038
212.04241,6.4392959,22.39817,-9.5195778
213.04261,6.513809,22.470782,-9.4431644
214.04281,6.588322,22.543408,-9.3667637
215.04301,6.6628351,22.616046,-9.2903757
216.04321,6.7373482,22.688697,-9.2140003
217.04341,6.8118613,22.76136,-9.1376377
218.04361,6.8863743,22.834036,-9.0612877
219.04381,6.9608874,22.906725,-8.9849504
220.04401,7.0354005,22.979427,-8.9086258
221.04421,7.1099136,23.052141,-8.8323139
222.04441,7.1844267,23.124868,-8.7560147
223.04461,7.2589397,23.197608,-8.6797282
224.04481,7.3334528,23.27036,-8.6034544
225.04501,7.4079659,23.343125,-8.5271933
226.04521,7.482479,23.415903,-8.4509449
227.04541,7.556992,23.488693,-8.3747093
228.04561,7.6315051,23.561497,-8.2984864
229.04581,7.7060182,23.634313,-8.2222762
230.04601,7.7805313,23.707141,-8.1460788
231.04621,7.8550444,23.779983,-8.0698941
232.04641,7.9295574,23.852837,-7.9937221
233.04661,8.0040705,23.925704,-7.9175629
234.04681,8.0800736,23.999913,-7.8397653
235.04701,8.1864028,24.101366,-7.7285606
236.04721,8.292732,24.203188,-7.6177239
237.04741,8.3990612,24.305378,-7.5072557
238.04761,8.5053904,24.407937,-7.3971561
239.04781,8.6117196,24.510865,-7.2874255
240.04801,8.7180488,24.614162,-7.1780641
241.04821,8.824378,24.717828,-7.0690721
242.04841,8.9307071,24.821864,-6.9604497
243.04861,9.0370363,24.92627,-6.852197
244.04881,9.1433655,25.031045,-6.7443142
245.04901,9.2496947,25.136191,-6.6368014
246.04921,9.3560239,25.241706,-6.5296587
247.04941,9.4623531,25.347592,-6.422886
248.04961,9.5686823,25.453848,-6.3164836
249.04981,9.6750115,25.560474,-6.2104513
250.05001,9.7849565,25.670488,-6.100575
251.05021,9.9636015,25.838009,-5.910806
252.05041,10.142247,26.005532,-5.7210393
253.05061,10.320892,26.173058,-5.5312749
254.05081,10.499537,26.340586,-5.3415129
255.05101,10.678182,26.508117,-5.1517531
256.05121,10.856827,26.675649,-4.9619957
257.05141,11.035472,26.843184,-4.7722407
258.05161,11.214117,27.010722,-4.5824879
259.05181,11.392762,27.178261,-4.3927375
260.05201,11.571407,27.345803,-4.2029895
261.05221,11.750052,27.513348,-4.0132438
262.05241,11.928697,27.680895,-3.8235005
263.05261,12.107342,27.848444,-3.6337596
264.05281,12.285987,28.015995,-3.444021
265.05301,12.464632,28.183549,-3.2542848
266.05321,12.643277,28.351105,-3.0645509
267.05341,12.821922,28.518664,-2.8748195
268.05361,13.000567,28.686225,-2.6850904
269.05381,13.179212,28.853788,-2.4953638
270.05401,13.357857,29.021354,-2.3056395
271.05421,13.536502,29.188923,-2.1159177
272.05441,13.715147,29.356493,-1.9261982
273.05461,13.893793,29.524066,-1.7364812
274.05481,14.072438,29.691642,-1.5467666
275.05501,14.251083,29.85922,-1.3570544
276.05521,14.429728,30.0268,-1.1673447
277.05541,14.608373,30.194383,-0.97763736
278.05561,14.787018,30.361968,-0.78793249
279.05581,14.965663,30.529556,-0.59823006
280.05601,15.144308,30.697146,-0.40853009
281.05621,15.322953,30.864738,-0.21883257
282.05641,15.501598,31.032333,-0.029137521
283.05661,15.680243,31.199931,0.16055506
284.05681,15.858888,31.367531,0.35024518
285.05701,16.037533,31.535133,0.53993281
286.05721,16.216178,31.702738,0.72961796
287.05741,16.394823,31.870346,0.91930063
288.05761,16.573468,32.037956,1.1089808
289.05781,16.752113,32.205568,1.2986585
290.05801,16.930758,32.373183,1.4883336
291.05821,17.109403,32.5408,1.6780063
