Time (ms),Avg stress (kPa),Upper (kPa),Lower (kPa)
0,0.08854613,3.5391718,-3.3620796
1.0002,0.20341929,3.6406633,-3.2338247
2.0004001,0.31829246,3.742217,-3.1056321
3.0006001,0.43316562,3.8438335,-2.9775022
4.0008002,0.54803878,3.9455136,-2.849436
5.0010002,0.66291195,4.047258,-2.7214341
6.0012002,0.77778511,4.1490676,-2.5934973
7.0014003,0.89265827,4.2509429,-2.4656264
8.0016003,1.0075314,4.352885,-2.3378221
9.0018004,1.1224046,4.4548944,-2.2100852
10.002,1.2372778,4.5569719,-2.0824164
11.0022,1.3521509,4.6591185,-1.9548166
12.0024,1.4670241,4.7613348,-1.8272866
13.002601,1.5818973,4.8636217,-1.6998272
14.002801,1.6967704,4.96598,-1.5724392
15.003001,1.8116436,5.0684105,-1.4451234
16.003201,1.9265167,5.1709141,-1.3178806
17.003401,2.0413899,5.2734915,-1.1907117
18.003601,2.1562631,5.3761437,-1.0636176
19.003801,2.2711362,5.4788715,-0.93659899
20.004001,2.3860094,5.5816757,-0.80965687
21.004201,2.5008826,5.6845572,-0.68279206
22.004401,2.6157557,5.7875169,-0.55600545
23.004601,2.7306289,5.8905557,-0.42929792
24.004801,2.8455021,5.9936745,-0.30267036
25.005001,2.9603752,6.0968741,-0.17612366
26.005201,3.0752484,6.2001555,-0.049658744
27.005401,3.1901215,6.3035196,0.076723486
28.005601,3.3049947,6.4069673,0.20302211
29.005801,3.4198679,6.5104995,0.32923619
30.006001,3.534741,6.6141173,0.4553648
31.006201,3.6496142,6.7178214,0.58140701
32.006401,3.7644874,6.8216129,0.70736185
33.006601,3.8793605,6.9254927,0.83322839
34.006801,3.9942337,7.0294617,0.95900565
35.007001,4.1091068,7.133521,1.0846927
36.007201,4.22398,7.2376715,1.2102885
37.007401,4.3388532,7.3419142,1.3357921
38.007602,4.4537263,7.4462501,1.4612026
39.007802,4.5685995,7.5506801,1.5865189
40.008002,4.6834727,7.6552053,1.7117401
41.008202,4.7983458,7.7598266,1.8368651
42.008402,4.913219,7.864545,1.9618929
43.008602,5.0280922,7.9693617,2.0868227
44.008802,5.1429653,8.0742774,2.2116532
45.009002,5.2578385,8.1792934,2.3363836
46.009202,5.3727116,8.2844105,2.4610128
47.009402,5.4875848,8.3896299,2.5855397
48.009602,5.602458,8.4949525,2.7099635
49.009802,5.7173311,8.6003793,2.8342829
50.010002,5.8322043,8.7059115,2.9584971
51.010202,5.9470775,8.81155,3.0826049
52.010402,6.0619506,8.9172958,3.2066054
53.010602,6.1768238,9.02315,3.3304975
54.010802,6.291697,9.1291137,3.4542802
55.011002,6.4065701,9.2351878,3.5779525
56.011202,6.5214433,9.3413734,3.7015132
57.011402,6.6363164,9.4476715,3.8249614
58.011602,6.7511896,9.5540831,3.9482961
59.011802,6.8660628,9.6606094,4.0715161
60.012002,6.9809359,9.7672513,4.1946206
61.012202,7.0958091,9.8740098,4.3176084
62.012402,7.2106823,9.980886,4.4404786
63.012603,7.3255554,10.087881,4.56323
64.012803,7.4404286,10.194995,4.6858618
65.013003,7.5553018,10.302231,4.8083728
66.013203,7.6701749,10.409588,4.9307621
67.013403,7.7850481,10.517068,5.0530286
68.013603,7.8999212,10.624671,5.1751714
69.013803,8.0147944,10.732399,5.2971895
70.014003,8.1296676,10.840253,5.4190819
71.014203,8.2445407,10.948234,5.5408475
72.014403,8.3594139,11.056342,5.6624855
73.014603,8.4742871,11.164579,5.7839949
74.014803,8.5891602,11.272946,5.9053747
75.015003,8.7040334,11.381443,6.026624
76.015203,8.8189066,11.490071,6.1477417
77.015403,8.9337797,11.598832,6.2687272
78.015603,9.0486529,11.707726,6.3895793
79.015803,9.163526,11.816755,6.5102972
80.016003,9.2783992,11.925918,6.63088
81.016203,9.3932724,12.035218,6.7513268
82.016403,9.5081455,12.144654,6.8716368
83.016603,9.6230187,12.254228,6.9918092
84.016803,9.7378919,12.363941,7.111843
85.017003,9.852765,12.473793,7.2317375
86.017203,9.9676382,12.583785,7.3514918
87.017403,10.082511,12.693917,7.4711053
88.017604,10.197385,12.804192,7.590577
89.017804,10.312258,12.914609,7.7099064
90.018004,10.427131,13.025169,7.8290925
91.018204,10.542004,13.135873,7.9481348
92.018404,10.656877,13.246722,8.0670325
93.018604,10.77175,13.357716,8.1857849
94.018804,10.886623,13.468856,8.3043914
95.019004,11.001497,13.580142,8.4228514
96.019204,11.11637,13.691575,8.5411643
