X coord (mm),Y coord (mm)
7.31207,3.06512
3.52261,0.330521
3.639,0.291539
4.18299,0.23799
4.61576,0.223877
5.17702,0.174261
5.62374,0.166493
6.17609,0.118068
6.61117,0.10764
7.15692,0.0604215
7.58096,0.0498485
8.1227,0.00259522
8.54748,-0.00593885
8.96292,-0.0173096
9.33451,0.105284
9.80017,0.187232
10.4173,0.326912
10.7404,0.442663
2.91319,0.803055
3.52261,0.330521
3.639,0.291539
4.06492,0.274891
4.61576,0.223877
5.05685,0.211105
5.62374,0.166493
6.06305,0.155665
6.61117,0.10764
7.04172,0.0970696
7.58096,0.0498485
8.0071,0.0383218
8.54748,-0.00593885
8.96292,-0.0173096
9.62286,0.128487
9.9766,0.246149
10.4173,0.326912
10.9004,0.501404
11.3023,0.575918
11.9708,0.761161
12.1159,0.815511
2.65742,1.02027
2.91319,0.803055
3.27289,0.549937
3.49407,0.469523
4.02948,0.413096
4.54632,0.498774
4.97808,0.485094
5.53999,0.437446
6.05658,0.524617
6.48968,0.512672
7.0444,0.465317
7.47063,0.453022
7.97087,0.53755
8.50845,0.487542
9.03494,0.439081
9.51045,0.52111
10.01,0.469781
10.5449,0.513641
11.059,0.557087
11.4517,0.630212
11.9708,0.761161
12.1159,0.815511
12.7477,1.21693
1.03505,1.61984
1.16266,1.57918
1.63056,1.56572
2.38778,1.23512
2.65742,1.02027
3.07127,1.00195
3.48752,0.982809
4.01533,0.925421
4.52237,1.00826
5.05686,0.954879
5.49045,0.941958
6.00398,1.02899
6.55991,0.979851
6.99575,0.966976
7.53588,0.91562
8.03103,0.995941
8.56772,0.943546
9.04761,1.0208
9.56252,0.968057
10.0168,1.04516
10.4894,0.992026
11.0018,1.02933
11.5282,0.941766
11.9877,0.978579
12.4453,1.01846
12.7477,1.21693
13.212,1.55595
13.5058,1.75137
0.905974,1.87846
0.967259,1.75023
1.03505,1.61984
1.50117,1.60453
2.08883,1.54301
2.54759,1.43077
3.04933,1.51005
3.47171,1.49159
4,1.43377
4.49055,1.51343
5.02487,1.45959
5.51817,1.543
6.06522,1.49393
6.49342,1.48141
7.04148,1.43071
7.53436,1.50925
8.06989,1.45111
8.55227,1.52512
8.96602,1.50685
9.48778,1.44966
10.0389,1.48391
10.5097,1.4287
11.0155,1.46293
11.4951,1.49852
12.0465,1.49995
12.5748,1.50202
13.0003,1.53831
13.3791,1.69791
13.5058,1.75137
0.621296,2.4156
0.768921,2.14525
0.97315,1.97156
1.51463,2.04734
1.97155,2.02777
2.4995,1.93447
3.00027,2.01277
3.53778,1.9567
4.03063,2.03544
4.56258,1.97888
4.97972,1.96238
5.57849,2.00656
5.99055,1.99529
6.53132,1.94411
7.02157,2.02525
7.56009,1.9698
7.97839,1.94576
8.56865,1.97214
8.97815,1.94863
9.54146,1.97847
10.0279,1.91864
10.5512,1.95155
11.0482,1.98424
11.527,2.01758
12.0401,1.92833
12.4813,1.96429
12.9944,1.96599
13.5008,1.96595
13.587,1.9298
0.366292,2.8336
0.459962,2.69732
0.544985,2.55329
1.03576,2.52636
1.5143,2.50656
1.98093,2.48689
2.49124,2.53721
3.04116,2.47568
3.46313,2.45668
4.07399,2.49458
4.49271,2.47466
5.02842,2.42053
5.51548,2.49686
6.03983,2.44962
6.51527,2.53508
7.041,2.47962
7.45527,2.45679
8.04688,2.48064
8.51201,2.54518
9.0211,2.47672
9.56495,2.5045
10.0524,2.44341
10.5647,2.47305
11.0594,2.50424
11.4974,2.44746
11.9624,2.48049
12.5016,2.47893
13.0185,2.48113
13.5226,2.48056
13.6453,2.53385
0.366292,2.8336
0.366292,2.8336
0.498215,3.02423
