X coord (mm),Y coord (mm)
0.999961,2.99876
1.49113,2.97263
1.99581,2.92875
2.50853,2.99759
3.06053,2.93733
3.55154,3.01191
3.972,2.99488
4.52835,2.94992
4.9991,3.01541
5.50814,2.95896
6.00628,3.03924
6.55387,2.99519
7.01584,3.04721
7.53809,2.99209
7.97393,2.9848
8.54216,3.00727
9.0498,2.95004
9.48115,3.01876
9.97105,2.96623
10.4952,3.00303
11.0013,3.04184
11.4947,2.96632
12.0318,2.99836
12.4978,2.99513
13.0176,2.99235
13.5197,2.99183
13.6634,3.13569
0.414393,3.16043
0.46916,3.25775
0.735449,3.42359
0.945994,3.47779
1.52387,3.41946
2.04258,3.49367
2.49737,3.46695
2.9966,3.5383
3.55787,3.47292
3.97864,3.44541
4.46791,3.51555
4.99032,3.5358
5.57271,3.48307
6.01255,3.46701
6.50336,3.54091
7.04584,3.49162
7.5624,3.43028
8.00743,3.49218
8.51054,3.43459
9.05223,3.46784
9.47445,3.5399
10.063,3.45139
10.474,3.52358
11.0497,3.43545
11.5389,3.47543
12.0075,3.51649
12.5626,3.52419
12.9939,3.50837
13.4942,3.50721
13.6688,3.43504
0.46916,3.25775
0.93721,3.81458
0.93721,3.81458
1.41388,3.79498
2.02765,3.73635
2.50507,4.02601
2.95954,3.99533
3.53198,3.94984
4.05418,4.0164
4.52168,3.98678
4.97182,3.97116
5.4813,4.04036
6.05342,3.98421
6.48416,3.96312
7.07331,3.99512
7.47248,3.9765
8.01966,4.00557
8.51507,3.95168
9.04451,3.98808
9.52558,3.93616
10.0452,3.97176
10.5532,4.00871
11.0129,3.95662
11.4949,3.99696
12.0575,4.00385
12.4812,3.95499
13.0389,3.99179
13.5395,3.98893
13.6541,4.03993
0.550693,4.78569
0.663094,4.64448
1.00952,4.68236
1.60945,4.51233
2.08165,4.48578
2.56627,4.44753
3.01691,4.52908
3.50224,4.49715
3.98005,4.47182
4.50864,4.53593
4.97964,4.50631
5.56446,4.44262
6.06234,4.50563
6.49451,4.48147
7.02893,4.42037
7.47102,4.49189
8.01624,4.52721
8.50828,4.47444
9.02034,4.51215
9.49714,4.4606
10.0033,4.4992
10.4969,4.53695
11.0605,4.44822
11.529,4.48965
11.983,4.53091
12.4836,4.35542
12.8798,4.15872
13.5665,4.07654
13.6541,4.03993
0.550693,4.78569
0.62942,4.99529
0.962299,5.02267
1.45875,4.98989
2.01765,5.03427
2.53704,4.99613
3.04311,4.95958
3.54055,4.92401
4.07134,4.98433
4.55681,4.94956
5.07458,5.01054
5.53659,4.97804
5.97314,4.95079
6.45669,5.01452
6.99915,4.95249
7.55706,4.98751
8.05096,4.93422
8.56461,4.97397
9.06555,5.01433
9.53886,4.95947
10.0368,4.99825
10.4988,4.94304
10.9726,4.98321
11.5394,4.98833
11.9714,4.9359
12.1502,4.77247
12.7893,4.19726
13.5665,4.07654
0.531964,5.67269
0.621525,5.40682
0.959421,5.4414
1.45927,5.51593
1.99465,5.47363
2.52256,5.43126
3.06899,5.489
3.57702,5.44919
4.1064,5.50671
4.59276,5.46831
5.07103,5.43092
5.56764,5.49173
6.01723,5.4609
6.47995,5.53002
7.0208,5.46688
7.56463,5.50216
8.06384,5.4459
8.56619,5.48596
9.04532,5.43084
9.53907,5.46945
10.0298,5.50813
10.4929,5.45052
10.9666,5.48924
11.5272,5.49408
11.8126,5.19495
11.8928,5.06467
0.572215,5.77161
0.572215,5.77161
1.07724,5.73624
1.58515,5.91524
1.97566,6.01968
2.50459,5.97434
3.02254,5.9304
3.55868,5.98664
4.0597,5.94421
4.58198,6.00264
5.061,5.96216
5.54898,6.02388
5.99591,5.99166
6.57325,6.02195
6.98076,5.9971
7.51129,6.03359
8.01464,5.97286
8.52275,6.01183
9.00443,5.95313
9.49252,5.9915
9.97718,6.0299
10.451,5.97165
11.0268,5.87353
11.2375,5.7964
11.4347,5.62695
0.572215,5.77161
0.572215,5.77161
1.43093,6.06701
1.71707,6.42032
2.07488,6.4217
2.46588,6.52299
2.98658,6.47725
3.50967,6.53559
4.00585,6.49224
4.50113,6.44888
4.99862,6.50858
5.4586,6.4698
6.04799,6.4948
6.46832,6.46611
7.02169,6.49944
7.54362,6.43436
8.05424,6.47207
8.55145,6.40872
9.03735,6.34736
9.39282,6.22713
9.86614,6.16836
10.3337,6.01082
10.8053,5.95468
11.2375,5.7964
1.74387,6.52035
1.74387,6.52035
1.93584,6.57176
2.66617,6.57422
3.01097,6.57938
3.6913,6.58793
4.02163,6.59406
4.35353,6.59916
5.16347,6.56112
5.46688,6.57126
6.04714,6.59746
6.60947,6.62891
6.88923,6.64509
7.54553,6.63972
8.05411,6.57485
8.30152,6.49193
9.03735,6.34736
9.27487,6.26637
9.86614,6.16836
10.2176,6.0495
