X coord (mm),Y coord (mm)
13.0242,2.46662
13.4881,2.52909
13.9787,2.46748
14.4485,2.4417
14.8941,2.48302
15.0204,2.77149
0.058363,3.71954
0.308785,3.56816
0.828957,2.75306
1.00541,2.82894
1.60901,2.9553
2.04069,2.97982
2.46402,2.99797
2.99412,2.99611
3.52213,2.99478
4.05081,2.99317
4.45934,3.02054
5.00053,3.02498
5.48336,2.92664
6.02953,2.93066
6.4422,2.95222
6.97584,2.94278
7.50845,2.93191
8.03682,2.92453
8.48759,3.03818
8.99105,3.02987
9.46886,3.02139
10.0303,2.98833
10.4694,2.98098
10.9875,2.95111
11.5259,3.01333
12.0089,2.98096
12.4744,2.9499
13.0406,2.98475
13.4772,2.95203
14.0008,2.9889
14.5046,3.02652
14.9705,3.01519
15.0663,3.08675
0.058363,3.71954
0.058363,3.71954
0.500132,3.64358
1.05776,3.54232
1.45901,3.46993
2.03491,3.46458
2.47039,3.50294
3.03114,3.48256
3.43796,3.47765
3.99085,3.43278
4.54077,3.43994
5.04286,3.5756
5.51489,3.48744
6.04998,3.48575
6.46137,3.5067
6.99496,3.49068
7.52083,3.47148
8.04442,3.4559
8.44226,3.46865
9.04684,3.43015
9.52098,3.41994
10.0115,3.50339
10.457,3.49455
10.977,3.46119
11.5101,3.52388
11.992,3.49216
12.4599,3.46254
13.0335,3.4981
13.4755,3.46782
14.0059,3.50535
14.4843,3.4516
15.0452,3.5091
15.2139,3.55617
0.058363,3.71954
0.111167,3.82212
0.496088,3.96939
0.963426,3.99398
1.55723,3.99765
1.91367,3.81853
2.53343,3.92187
2.92926,3.84852
3.48281,3.79116
4.06424,3.87745
4.54713,3.94646
4.96731,3.91835
5.4914,3.92669
6.01501,3.9315
6.46843,4.04028
7.00345,4.02488
7.51321,4.00139
8.02048,3.97939
8.51868,3.95932
9.00637,3.94572
9.47751,3.93621
9.96661,4.01842
10.5128,3.9816
11.0392,3.94806
11.4774,4.03275
11.9636,4.00201
12.5289,3.94673
13.0176,4.00987
13.5392,3.95705
13.9905,4.01976
14.4712,3.96705
15.0345,3.98572
15.3447,4.03024
0.321009,4.78253
0.321009,4.78253
0.321009,4.78253
1.13967,4.83066
1.2869,4.80888
2.27669,4.91441
2.60143,4.64828
2.97147,4.47448
3.51388,4.49456
4.00574,4.51577
4.5213,4.43027
4.96121,4.46278
5.38616,4.49777
6.03309,4.67649
6.44748,4.4868
6.97241,4.46758
7.47802,4.45133
7.98398,4.44264
8.47985,4.43581
9.00341,4.52237
9.48509,4.51778
10.0595,4.49107
10.5534,4.46864
10.9859,4.45927
11.5248,4.51616
12.0164,4.48432
12.4955,4.45439
12.9795,4.51569
13.5071,4.4637
14.0356,4.50665
14.5361,4.48174
14.9976,4.44646
15.4388,4.40964
0.321009,4.78253
0.361238,4.90368
0.571489,5.0064
1.04898,4.96718
1.54539,5.0268
2.03131,5.04807
2.46024,4.99003
3.0668,4.98952
3.52361,5.0137
3.96949,5.03901
4.50666,4.94406
4.94428,4.96649
5.50339,4.96556
6.03514,4.96391
6.54989,4.95648
7.05051,4.94422
7.55138,4.93577
8.04755,4.93125
8.52973,4.92739
9.041,5.01377
9.52414,5.00845
9.98966,5.00464
10.5486,4.97765
10.9938,4.97723
11.5546,5.00046
11.9577,4.99394
12.5286,4.93733
13.0111,4.99756
13.4687,4.96287
13.9793,4.93582
14.4909,4.99572
14.9571,4.95964
15.3333,4.95346
0.52097,5.35837
0.538147,5.4662
1.04514,5.47941
1.54236,5.49118
2.0382,5.50271
2.51285,5.51522
2.98851,5.53041
3.55168,5.42412
4.00503,5.44139
4.45514,5.46072
5.03127,5.45225
5.45462,5.47008
5.98482,5.46327
6.49463,5.45627
6.9917,5.45301
7.48079,5.45193
7.97069,5.44564
8.4798,5.5387
8.95841,5.53124
9.54899,5.49956
10.0148,5.49536
10.4634,5.49325
11.0049,5.46856
11.5303,5.44586
11.9501,5.4475
12.5513,5.49694
13.0166,5.48049
13.4669,5.46468
14.0059,5.52367
14.5028,5.49067
14.969,5.46032
15.1998,5.402
0.552406,6.20369
0.67445,5.9826
1.01744,6.00542
1.51493,5.92379
2.01179,5.9291
2.50388,5.93805
2.98122,5.95052
3.45087,5.9631
4.06475,5.94308
4.52297,5.95544
4.95708,5.9696
5.51033,5.95829
6.04021,5.94828
6.555,5.94628
7.04485,5.94525
7.52425,5.9417
8.00655,5.94081
8.47997,5.93684
8.97824,6.02876
9.55941,5.99648
10.0149,5.99384
10.4644,5.99076
11.0002,5.96625
11.5233,5.94209
12.0455,6.01401
12.5338,5.99373
13.0042,5.97514
13.4604,5.96058
13.9938,6.02106
14.4941,5.98982
14.9616,5.95977
15.0328,5.93487
0.482506,6.53848
0.482506,6.53848
0.482506,6.53848
0.955099,6.43925
1.47496,6.46341
1.9825,6.46632
2.47972,6.47133
2.96778,6.47631
3.45164,6.48292
4.07087,6.45703
4.52303,6.46532
4.95944,6.47985
5.51176,6.46708
6.0474,6.45851
6.55994,6.45333
7.0499,6.45145
7.52676,6.44799
8.00522,6.44403
8.48074,6.43984
8.97152,6.53173
9.54403,6.50197
9.98894,6.49652
10.5375,6.46931
10.9745,6.46993
11.494,6.44447
12.0044,6.51605
12.4993,6.49609
12.979,6.47668
13.5218,6.4392
14.049,6.50428
14.4666,6.49665
14.877,6.38289
14.9301,6.27615
0.361127,6.97319
0.361127,6.97319
0.533532,6.94218
1.03093,6.98245
1.55232,6.98041
2.05285,6.98144
2.56026,6.98189
3.05847,6.98409
3.55091,6.9869
4.02506,6.98861
4.4682,6.99743
5.04745,6.97946
5.46434,6.99543
5.99738,6.98468
6.50881,6.97869
6.99838,6.97399
7.48107,6.96753
7.96115,6.96356
8.44013,6.95613
9.03329,7.02082
9.49417,7.01587
10.0535,6.98519
10.4936,6.98224
11.0278,6.95404
11.4423,6.95202
12.0535,7.00393
12.5476,6.98361
13.0237,6.96363
13.4783,6.94904
14.0054,7.01677
14.5022,6.98906
14.663,6.94459
14.8212,6.58814
0.361127,6.97319
0.361127,6.97319
0.545824,7.04133
0.945155,7.43241
1.43038,7.43639
1.92913,7.43578
2.58909,7.50764
3.08844,7.50781
3.57993,7.5068
4.04357,7.5103
4.49003,7.51685
5.06207,7.49642
5.47761,7.5098
6.00988,7.49862
6.51602,7.49146
7.01677,7.48257
7.50185,7.47551
7.98188,7.46745
8.46382,7.45786
8.94264,7.44806
9.52789,7.51105
9.97896,7.50689
10.533,7.47738
10.9615,7.47189
11.4804,7.44738
11.9923,7.52309
12.4783,7.50103
13.0457,7.45939
13.511,7.44244
14.0392,7.51257
14.4456,7.40983
14.6011,7.16441
14.6011,7.16441
0.945155,7.43241
1.28825,7.78698
1.44,7.97269
1.92835,7.97438
2.41802,7.97548
3.07175,7.93728
3.5589,7.93648
4.02112,7.93955
4.46765,7.94595
5.02491,8.03255
5.56541,8.01695
5.97581,7.9249
6.48599,8.02008
6.99128,8.00712
7.48022,7.99711
7.96336,7.98767
8.4554,7.97706
8.94266,7.96241
9.52413,8.02619
9.98812,8.01791
10.5487,7.98207
10.9806,7.97505
11.4966,7.94899
12.0006,8.02733
12.4879,8.00685
12.9654,7.98763
13.5168,7.95245
13.8603,7.86468
14.1281,7.69046
14.4456,7.40983
1.44,7.97269
1.75084,8.3421
2.05069,8.49251
2.52993,8.49312
3.0077,8.49235
3.47762,8.49256
3.93811,8.49278
4.5255,8.46395
4.93949,8.47907
5.48367,8.46142
6.01595,8.44606
6.526,8.54054
7.04454,8.52267
7.55181,8.50624
8.04761,8.49416
8.54071,8.47882
9.02119,8.46274
9.49244,8.44788
9.96944,8.43341
10.5305,8.49672
10.954,8.49163
11.4805,8.46633
11.9877,8.44224
12.4737,8.52817
13.0502,8.48705
13.239,8.33477
13.6874,8.01127
14.1281,7.69046
1.75084,8.3421
2.02285,8.71841
2.12653,8.9161
2.53234,9.0399
3.01388,9.03821
3.51662,8.91881
3.9718,8.91975
4.51671,9.01119
5.06767,8.99203
5.46744,9.00645
6.01645,8.98648
6.56186,8.96288
6.94753,8.97458
7.46383,8.95632
7.96494,8.93914
8.56006,9.00206
9.04739,8.98609
9.53508,8.96621
10.0122,8.94912
10.4651,8.93657
10.9983,9.009
11.5318,8.97804
12.0428,8.95355
12.4495,8.84724
12.7502,8.66654
13.0502,8.48705
13.5136,8.15995
2.19261,9.11963
2.28028,9.32455
2.53713,9.4881
3.0079,9.48499
3.47102,9.48257
4.07535,9.44922
4.49241,9.46221
5.04552,9.43996
5.44569,9.45361
5.9906,9.43187
6.49419,9.52769
7.0399,9.49967
7.54784,9.47983
8.0629,9.4554
8.44073,9.46511
9.05466,9.52055
9.54734,9.49934
10.0268,9.48048
10.4873,9.46465
11.0256,9.5351
11.4721,9.42002
11.7992,9.33507
12.2333,9.01144
12.549,8.82212
2.43866,9.73415
2.43866,9.73415
2.52066,9.93666
2.9915,9.93842
3.43948,9.943
4.0277,9.91585
4.45507,9.92083
4.96452,10.0203
5.49761,10.0013
6.05292,9.98176
6.44469,9.99069
7.00296,9.95418
7.52807,9.92617
7.91725,9.93398
8.59512,9.86047
9.00442,9.74815
9.50417,9.72875
9.88435,9.62741
10.345,9.61114
11.0256,9.5351
11.3614,9.44907
11.7992,9.33507
12.0188,9.17429
2.52066,9.93666
2.52066,9.93666
2.9915,9.93842
3.43948,9.943
3.86963,9.95438
4.7138,9.97017
4.96452,10.0203
5.35552,10.036
6.16114,10.0671
6.53529,10.0841
6.95038,10.0824
7.6157,10.0174
7.91725,9.93398
8.59512,9.86047
8.87327,9.78508
9.50417,9.72875
9.76333,9.65883
10.2268,9.64421
11.0256,9.5351
