X coord (mm),Y coord (mm)
9.24964,4.99514
3.36661,1.44411
3.36661,1.44411
3.57001,1.11432
3.57001,1.11432
3.57001,1.11432
6.55987,1.60091
6.55987,1.60091
7.14121,0.736391
7.83598,1.27571
7.85491,0.715437
8.71878,0.969721
8.99433,0.957607
9.62337,0.932677
9.89839,0.918872
10.5671,0.903742
10.8603,0.888784
11.4375,0.861705
12.0348,0.846694
12.5093,1.10611
13.1336,1.13551
3.36661,1.44411
3.36661,1.44411
3.36661,1.44411
3.51394,1.71978
4.18137,2.2608
5.96468,1.9015
5.96468,1.9015
6.55987,1.60091
7.0323,1.85623
7.61833,1.55803
7.96867,1.54712
8.63164,1.52715
8.94881,1.51226
9.58065,1.48478
9.91137,1.47045
10.494,1.44988
11.1149,1.42723
11.4274,1.41852
11.9993,1.39228
12.5658,1.37033
12.9233,1.62794
3.1247,2.59603
3.3906,2.2976
3.51394,1.71978
4.18137,2.2608
4.18137,2.2608
5.07787,2.49737
5.96468,1.9015
5.96468,1.9015
6.45663,2.1566
7.0323,1.85623
7.49993,2.11453
7.85179,2.1007
8.52419,2.07079
8.84537,2.06259
9.47313,2.03394
10.0865,2.00926
10.3954,1.99744
11.0081,1.97465
11.604,1.9514
11.8897,1.93888
12.4558,1.91313
13.0028,1.89137
3.1247,2.59603
3.1247,2.59603
3.52067,2.57348
3.90735,2.55357
4.29805,2.53516
5.07787,2.49737
5.45468,2.48024
5.84236,2.46304
6.5742,2.42751
6.92522,2.40931
7.6244,2.38235
7.96646,2.36735
8.40009,2.62158
9.05236,2.5921
9.3611,2.579
9.97206,2.55233
10.5749,2.52608
10.8828,2.51211
11.4634,2.48791
12.0346,2.46057
12.6024,2.4353
12.8776,2.42379
3.1247,2.59603
3.23333,2.86192
3.61091,2.84452
4.12942,3.10004
4.54411,3.08759
4.92263,3.05902
5.67229,3.0167
5.95337,2.73197
6.42065,2.9819
7.13082,2.94728
7.47552,2.93197
8.15618,2.90359
8.48717,2.88836
8.88866,3.14008
9.52834,3.10916
10.1234,3.07744
10.4134,3.06361
11.0064,3.03763
11.5898,3.0098
11.8747,2.99683
12.4412,2.96759
12.9971,2.94325
3.07745,3.70594
3.07745,3.70594
3.38687,3.41029
3.84754,3.66551
4.61893,3.35571
5.02245,3.33336
5.45912,3.57526
5.84423,3.55474
6.59961,3.51658
6.9611,3.49997
7.65006,3.46994
7.98848,3.45586
8.63507,3.42515
8.95358,3.40655
9.59253,3.37434
9.95223,3.62009
10.5461,3.58606
11.1306,3.55782
11.414,3.54315
11.9853,3.5118
12.5536,3.48242
13.1058,3.4586
3.07745,3.70594
3.1486,3.98969
3.53023,3.96102
3.92453,3.93719
4.32178,3.91447
5.14079,3.86647
5.61018,4.1099
5.98928,4.09175
6.35968,4.07234
7.08787,4.03707
7.44016,4.02086
8.11618,3.99531
8.44322,3.98279
9.07465,3.94326
9.38803,3.92315
10.0035,3.88316
10.6496,4.10601
10.9385,4.08859
11.5142,4.05933
12.0901,4.02876
12.3735,4.01227
12.9354,3.98672
2.85979,4.87233
2.85979,4.87233
3.24187,4.53515
3.64733,4.50696
4.05023,4.48194
4.45093,4.45647
4.85417,4.43172
5.64466,4.38217
6.02878,4.36094
6.44595,4.6058
7.16742,4.56709
7.52477,4.55396
7.87273,4.5422
8.54422,4.51761
8.86695,4.50233
9.48511,4.44999
10.0978,4.40519
10.3994,4.38514
11.0305,4.60599
11.6041,4.5746
11.8905,4.559
12.4565,4.52826
13.0197,4.50041
2.85979,4.87233
2.85979,4.87233
2.85979,4.87233
3.71002,5.06244
4.12396,5.03891
4.54104,5.01431
4.93737,4.98049
5.33976,4.95305
6.10972,4.89571
6.51597,4.86899
6.86265,4.84589
7.57789,4.81282
7.57789,4.81282
8.57326,4.78263
8.9406,5.02275
9.5671,4.96969
9.87708,4.9412
10.4875,4.90076
11.0739,4.86401
11.4006,5.10749
11.9737,5.07253
12.5274,5.04298
13.0837,5.01263
2.48682,6.00402
2.48682,6.00402
2.98394,5.2419
3.72483,5.60911
4.15247,5.57574
4.58027,5.55784
5.00577,5.51936
5.39612,5.48385
5.8007,5.45405
6.59206,5.67286
6.97129,5.64513
7.34381,5.61958
8.04792,5.5642
8.36646,5.55998
8.99588,5.51746
9.61965,5.47141
9.92999,5.45183
10.5413,5.41772
11.1333,5.38634
11.4424,5.62768
12.01,5.59095
12.5654,5.56071
13.1204,5.52872
2.48682,6.00402
2.48682,6.00402
2.89236,5.96893
3.31337,5.93504
4.15622,5.86501
4.582,6.10611
5.00545,6.06989
5.41764,6.03392
5.82429,6.0011
6.6079,5.93943
6.99305,5.90968
7.36381,5.88643
8.06524,6.09356
8.40402,6.06923
9.03846,6.0264
9.65557,5.99253
9.96559,5.97491
10.576,5.94115
10.8688,5.92288
11.4543,5.88804
12.037,6.11725
12.6008,6.08197
12.8782,6.06696
2.46648,6.57437
2.46648,6.57437
2.88361,6.53726
3.29297,6.50134
4.14575,6.42806
4.5688,6.38725
4.98201,6.63059
5.40168,6.59193
5.81335,6.55601
6.60636,6.48058
6.99307,6.4478
7.36214,6.41807
8.04879,6.63964
8.38947,6.61245
9.03732,6.5676
9.3487,6.54651
9.96683,6.51008
10.5746,6.47273
10.8742,6.45547
11.469,6.41765
12.0424,6.38203
12.6115,6.60901
12.8887,6.59096
2.0005,7.20214
2.4345,6.86695
2.84736,6.83027
3.63895,7.04691
4.0708,7.0055
4.50895,6.96222
4.94576,6.91783
5.37721,6.87579
6.16682,7.08261
6.55381,7.04859
6.93068,7.01204
7.6653,6.94966
8.02041,6.92009
8.3629,6.89097
8.98875,7.12262
9.61779,7.07901
9.93326,7.05543
10.5466,7.01539
10.8564,6.99305
11.4462,6.95266
12.0292,6.91386
12.6012,6.87648
13.1433,7.10982
1.93391,7.50711
2.31621,7.46373
3.16891,7.38274
3.53874,7.63898
3.97138,7.59447
4.42045,7.54745
4.86644,7.49768
5.29982,7.45249
6.11745,7.3716
6.44792,7.62409
6.83005,7.59237
7.58036,7.51992
7.94096,7.48891
8.62418,7.43089
8.94998,7.40596
9.55373,7.64162
9.87168,7.61732
10.5072,7.56575
11.1198,7.52002
11.4204,7.49666
11.9921,7.45852
12.5675,7.42033
13.1254,7.38124
2.20635,8.07193
2.63654,8.02489
3.05729,7.98139
3.47422,7.93928
3.91206,7.89079
4.35286,7.84469
5.15005,8.05563
5.57556,8.00734
5.98809,7.96263
6.38384,7.92367
7.10225,8.13792
7.47323,8.10317
7.83426,8.06842
8.52539,8.00746
8.86193,7.97832
9.51176,7.92907
10.1452,7.87717
10.4656,7.85115
11.0499,8.08139
11.6536,8.03326
11.944,8.01155
12.5202,7.9696
13.0785,7.93174
2.13538,8.38111
2.45149,8.65461
2.8847,8.60551
3.30899,8.5587
4.17655,8.45994
4.61357,8.40889
5.05548,8.36081
5.40153,8.61583
5.8239,8.56634
6.64805,8.47561
7.03947,8.43405
7.41623,8.39456
8.04697,8.63066
8.39486,8.59745
9.07406,8.53621
9.41024,8.50643
10.0527,8.45127
10.3634,8.42397
10.997,8.36776
11.5593,8.60569
11.8637,8.58083
12.4489,8.53348
13.0164,8.49008
2.45149,8.65461
2.69522,9.24655
3.12392,9.1913
3.55509,9.1376
3.98566,9.08585
4.42287,9.03494
4.86731,8.98057
5.30768,8.92658
6.02175,9.14657
6.42947,9.09954
6.83411,9.05028
7.58809,8.97154
7.94944,8.93746
8.54466,9.17792
8.99255,8.83586
9.56521,9.08057
9.89424,9.04831
10.548,8.98535
10.8679,8.9549
11.4948,8.89931
12.0523,9.1363
12.6368,9.08837
12.9229,9.0678
2.1579,9.61786
2.59178,9.56547
3.01971,9.51292
3.44162,9.4569
3.87674,9.40637
4.63263,9.62301
5.06163,9.56831
5.47281,9.51936
5.88455,9.47108
6.54723,9.70465
6.94152,9.65873
7.33309,9.61294
8.06428,9.53474
8.42431,9.49747
9.13596,9.42206
9.47955,9.38618
10.0652,9.6231
10.3978,9.58717
11.0509,9.52384
11.3717,9.48845
11.989,9.43287
12.5774,9.38518
13.0708,9.64416
2.03625,9.94843
2.47411,9.89502
2.89887,9.84126
3.62498,10.0687
4.06139,10.0099
4.49348,9.95741
4.91546,9.90257
5.58096,10.1408
5.98418,10.0918
6.39585,10.0403
7.18719,9.94387
7.57199,9.89998
7.94241,9.85694
8.55795,10.0962
8.92994,10.0491
9.62293,9.97338
9.96104,9.93841
10.5247,10.1832
10.9665,9.83027
11.5105,10.0775
12.1189,10.0251
12.413,9.99932
12.9886,9.95181
2.17829,10.5827
2.613,10.5234
3.0443,10.4665
3.4778,10.4095
3.91602,10.3502
4.58856,10.5892
4.99221,10.5396
5.40569,10.4871
5.81144,10.4372
6.47355,10.6734
6.87553,10.621
7.66252,10.5219
8.04679,10.4729
8.42084,10.4255
8.98371,10.6843
9.50047,10.2982
10.0441,10.5564
10.3918,10.5158
11.0639,10.4367
11.3958,10.4013
12.0172,10.3413
12.5125,10.6076
13.0996,10.5568
1.97616,10.9465
2.41795,10.8827
2.86085,10.8206
3.29796,10.7601
3.74411,10.6992
4.78818,10.9018
4.78818,10.9018
5.62205,10.7933
5.8479,11.0973
6.69717,10.9717
7.08247,10.9255
7.4785,10.8723
8.05792,11.1313
8.4359,11.0819
9.16848,10.9902
9.52913,10.9439
9.88484,10.8987
10.4345,11.1581
11.1252,11.0713
11.4541,11.0343
12.0942,10.963
12.3998,10.9327
12.9857,10.8848
