X coord (mm),Y coord (mm)
10.6255,4.91076
2.34024,0.996647
5.06694,0.843643
8.15847,0.985472
11.0409,0.860996
2.31101,3.80579
5.17691,3.88939
7.97851,3.99893
10.8441,3.89399
2.00165,7.05983
4.9479,7.0541
7.82421,7.03897
11.1295,7.04991
1.76635,9.97458
5.12457,9.8647
7.84119,9.84856
10.8367,10.1337
