Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa)
1326,385.95851,0,0,0,0,0,0,62.148766,238.79127,0,0,0,0,0,0,0,0
1327,385.95275,0,0,0,0,0,0,62.147839,238.78771,0,0,0,0,0,0,0,0
1328,385.947,0,0,0,0,0,0,62.146912,238.78415,0,0,0,0,0,0,0,0
1329,385.94124,0,0,0,0,0,0,62.145986,238.78059,0,0,0,0,0,0,0,0
1330,385.93549,0,0,0,0,0,0,62.145059,238.77703,0,0,0,0,0,0,0,0
1331,385.92973,0,0,0,0,0,0,62.144132,238.77347,0,0,0,0,0,0,0,0
1332,385.92398,0,0,0,0,0,0,62.143206,238.76991,0,0,0,0,0,0,0,0
1333,385.91822,0,0,0,0,0,0,62.142279,238.76635,0,0,0,0,0,0,0,0
1334,385.91247,0,0,0,0,0,0,62.141352,238.76279,0,0,0,0,0,0,0,0
1335,385.90671,0,0,0,0,0,0,62.140426,238.75923,0,0,0,0,0,0,0,0
1336,385.90096,0,0,0,0,0,0,62.139499,238.75567,0,0,0,0,0,0,0,0
1337,385.8952,0,0,0,0,0,0,62.138572,238.75211,0,0,0,0,0,0,0,0
1338,385.88945,0,0,0,0,0,0,62.137646,238.74854,0,0,0,0,0,0,0,0
1339,385.88369,0,0,0,0,0,0,62.136719,238.74498,0,0,0,0,0,0,0,0
1340,385.87794,0,0,0,0,0,0,62.135792,238.74142,0,0,0,0,0,0,0,0
1341,385.87218,0,0,0,0,0,0,62.134865,238.73786,0,0,0,0,0,0,0,0
1342,385.86643,0,0,0,0,0,0,62.133939,238.7343,0,0,0,0,0,0,0,0
1343,385.86067,0,0,0,0,0,0,62.133012,238.73074,0,0,0,0,0,0,0,0
1344,385.85492,0,0,0,0,0,0,62.132085,238.72718,0,0,0,0,0,0,0,0
1345,385.84916,0,0,0,0,0,0,62.131159,238.72362,0,0,0,0,0,0,0,0
1346,385.84341,0,0,0,0,0,0,62.130232,238.72006,0,0,0,0,0,0,0,0
1347,385.83766,0,0,0,0,0,0,62.129305,238.7165,0,0,0,0,0,0,0,0
1348,385.8319,0,0,0,0,0,0,62.128379,238.71294,0,0,0,0,0,0,0,0
1349,385.82615,0,0,0,0,0,0,62.127452,238.70938,0,0,0,0,0,0,0,0
1350,385.82039,0,0,0,0,0,0,62.126525,238.70582,0,0,0,0,0,0,0,0
1351,385.81464,0,0,0,0,0,0,62.125599,238.70226,0,0,0,0,0,0,0,0
1352,385.80888,0,0,0,0,0,0,62.124672,238.6987,0,0,0,0,0,0,0,0
1353,385.80313,0,0,0,0,0,0,62.123745,238.69514,0,0,0,0,0,0,0,0
1354,385.79737,0,0,0,0,0,0,62.122818,238.69158,0,0,0,0,0,0,0,0
1355,385.79162,0,0,0,0,0,0,62.121892,238.68801,0,0,0,0,0,0,0,0
1356,385.78586,0,0,0,0,0,0,62.120965,238.68445,0,0,0,0,0,0,0,0
1357,385.78011,0,0,0,0,0,0,62.120038,238.68089,0,0,0,0,0,0,0,0
1358,385.77435,0,0,0,0,0,0,62.119112,238.67733,0,0,0,0,0,0,0,0
1359,385.7686,0,0,0,0,0,0,62.118185,238.67377,0,0,0,0,0,0,0,0
1360,385.76284,0,0,0,0,0,0,62.117258,238.67021,0,0,0,0,0,0,0,0
1361,385.75927,0,0,0,0,0,0,62.116683,238.668,0,0,0,0,0,0,0,0
1362,385.7557,0,0,0,0,0,0,62.116108,238.66579,0,0,0,0,0,0,0,0
1363,385.75212,0,0,0,0,0,0,62.115532,238.66358,0,0,0,0,0,0,0,0
1364,385.74855,0,0,0,0,0,0,62.114957,238.66137,0,0,0,0,0,0,0,0
1365,385.74498,0,0,0,0,0,0,62.114382,238.65916,0,0,0,0,0,0,0,0
1366,385.7414,0,0,0,0,0,0,62.113807,238.65695,0,0,0,0,0,0,0,0
1367,385.73783,0,0,0,0,0,0,62.113231,238.65474,0,0,0,0,0,0,0,0
1368,385.73426,0,0,0,0,0,0,62.112656,238.65253,0,0,0,0,0,0,0,0
1369,385.73069,0,0,0,0,0,0,62.112081,238.65032,0,0,0,0,0,0,0,0
1370,385.72711,0,0,0,0,0,0,62.111505,238.64811,0,0,0,0,0,0,0,0
1371,385.72354,0,0,0,0,0,0,62.11093,238.6459,0,0,0,0,0,0,0,0
1372,385.71997,0,0,0,0,0,0,62.110355,238.64369,0,0,0,0,0,0,0,0
1373,385.71639,0,0,0,0,0,0,62.109779,238.64148,0,0,0,0,0,0,0,0
1374,385.71282,0,0,0,0,0,0,62.109204,238.63927,0,0,0,0,0,0,0,0
1375,385.70925,0,0,0,0,0,0,62.108629,238.63706,0,0,0,0,0,0,0,0
1376,385.70568,0,0,0,0,0,0,62.108054,238.63484,0,0,0,0,0,0,0,0
1377,385.7021,0,0,0,0,0,0,62.107478,238.63263,0,0,0,0,0,0,0,0
1378,385.69853,0,0,0,0,0,0,62.106903,238.63042,0,0,0,0,0,0,0,0
1379,385.69496,0,0,0,0,0,0,62.106328,238.62821,0,0,0,0,0,0,0,0
1380,385.69139,0,0,0,0,0,0,62.105752,238.626,0,0,0,0,0,0,0,0
1381,385.68781,0,0,0,0,0,0,62.105177,238.62379,0,0,0,0,0,0,0,0
1382,385.68424,0,0,0,0,0,0,62.104602,238.62158,0,0,0,0,0,0,0,0
1383,385.68067,0,0,0,0,0,0,62.104027,238.61937,0,0,0,0,0,0,0,0
1384,385.67709,0,0,0,0,0,0,62.103451,238.61716,0,0,0,0,0,0,0,0
1385,385.67352,0,0,0,0,0,0,62.102876,238.61495,0,0,0,0,0,0,0,0
1386,385.66995,0,0,0,0,0,0,62.102301,238.61274,0,0,0,0,0,0,0,0
1387,385.66638,0,0,0,0,0,0,62.101725,238.61053,0,0,0,0,0,0,0,0
1388,385.6628,0,0,0,0,0,0,62.10115,238.60832,0,0,0,0,0,0,0,0
1389,385.65923,0,0,0,0,0,0,62.100575,238.60611,0,0,0,0,0,0,0,0
1390,385.65566,0,0,0,0,0,0,62.099999,238.6039,0,0,0,0,0,0,0,0
1391,385.65209,0,0,0,0,0,0,62.099424,238.60169,0,0,0,0,0,0,0,0
1392,385.64851,0,0,0,0,0,0,62.098849,238.59948,0,0,0,0,0,0,0,0
1393,385.64494,0,0,0,0,0,0,62.098274,238.59727,0,0,0,0,0,0,0,0
1394,385.64137,0,0,0,0,0,0,62.097698,238.59506,0,0,0,0,0,0,0,0
1395,385.63779,0,0,0,0,0,0,62.097123,238.59285,0,0,0,0,0,0,0,0
1396,385.63422,0,0,0,0,0,0,62.096548,238.59064,0,0,0,0,0,0,0,0
1397,385.63065,0,0,0,0,0,0,62.095972,238.58843,0,0,0,0,0,0,0,0
1398,385.62708,0,0,0,0,0,0,62.095397,238.58622,0,0,0,0,0,0,0,0
1399,385.6235,0,0,0,0,0,0,62.094822,238.584,0,0,0,0,0,0,0,0
1400,385.61993,0,0,0,0,0,0,62.094246,238.58179,0,0,0,0,0,0,0,0
1401,385.61636,0,0,0,0,0,0,62.093671,238.57958,0,0,0,0,0,0,0,0
1402,385.61279,0,0,0,0,0,0,62.093096,238.57737,0,0,0,0,0,0,0,0
1403,385.60921,0,0,0,0,0,0,62.092521,238.57516,0,0,0,0,0,0,0,0
1404,385.60564,0,0,0,0,0,0,62.091945,238.57295,0,0,0,0,0,0,0,0
1405,385.60207,0,0,0,0,0,0,62.09137,238.57074,0,0,0,0,0,0,0,0
1406,385.59849,0,0,0,0,0,0,62.090795,238.56853,0,0,0,0,0,0,0,0
1407,385.59492,0,0,0,0,0,0,62.090219,238.56632,0,0,0,0,0,0,0,0
1408,385.59135,0,0,0,0,0,0,62.089644,238.56411,0,0,0,0,0,0,0,0
1409,385.58778,0,0,0,0,0,0,62.089069,238.5619,0,0,0,0,0,0,0,0
1410,385.5842,0,0,0,0,0,0,62.088493,238.55969,0,0,0,0,0,0,0,0
1411,385.58063,0,0,0,0,0,0,62.087918,238.55748,0,0,0,0,0,0,0,0
1412,385.57706,0,0,0,0,0,0,62.087343,238.55527,0,0,0,0,0,0,0,0
1413,385.57349,0,0,0,0,0,0,62.086768,238.55306,0,0,0,0,0,0,0,0
1414,385.56991,0,0,0,0,0,0,62.086192,238.55085,0,0,0,0,0,0,0,0
1415,385.56634,0,0,0,0,0,0,62.085617,238.54864,0,0,0,0,0,0,0,0
1416,385.56277,0,0,0,0,0,0,62.085042,238.54643,0,0,0,0,0,0,0,0
1417,385.55919,0,0,0,0,0,0,62.084466,238.54422,0,0,0,0,0,0,0,0
1418,385.55562,0,0,0,0,0,0,62.083891,238.54201,0,0,0,0,0,0,0,0
1419,385.55205,0,0,0,0,0,0,62.083316,238.5398,0,0,0,0,0,0,0,0
1420,385.54848,0,0,0,0,0,0,62.08274,238.53759,0,0,0,0,0,0,0,0
1421,385.5449,0,0,0,0,0,0,62.082165,238.53537,0,0,0,0,0,0,0,0
1422,385.54133,0,0,0,0,0,0,62.08159,238.53316,0,0,0,0,0,0,0,0
1423,385.53776,0,0,0,0,0,0,62.081015,238.53095,0,0,0,0,0,0,0,0
1424,385.53419,0,0,0,0,0,0,62.080439,238.52874,0,0,0,0,0,0,0,0
1425,385.53061,0,0,0,0,0,0,62.079864,238.52653,0,0,0,0,0,0,0,0
1426,385.52704,0,0,0,0,0,0,62.079289,238.52432,0,0,0,0,0,0,0,0
1427,385.52347,0,0,0,0,0,0,62.078713,238.52211,0,0,0,0,0,0,0,0
1428,385.51989,0,0,0,0,0,0,62.078138,238.5199,0,0,0,0,0,0,0,0
1429,385.51632,0,0,0,0,0,0,62.077563,238.51769,0,0,0,0,0,0,0,0
1430,385.51275,0,0,0,0,0,0,62.076987,238.51548,0,0,0,0,0,0,0,0
1431,385.50918,0,0,0,0,0,0,62.076412,238.51327,0,0,0,0,0,0,0,0
1432,385.5056,0,0,0,0,0,0,62.075837,238.51106,0,0,0,0,0,0,0,0
1433,385.50203,0,0,0,0,0,0,62.075262,238.50885,0,0,0,0,0,0,0,0
1434,385.49846,0,0,0,0,0,0,62.074686,238.50664,0,0,0,0,0,0,0,0
1435,385.49489,0,0,0,0,0,0,62.074111,238.50443,0,0,0,0,0,0,0,0
1436,385.49131,0,0,0,0,0,0,62.073536,238.50222,0,0,0,0,0,0,0,0
1437,385.48774,0,0,0,0,0,0,62.07296,238.50001,0,0,0,0,0,0,0,0
1438,385.48417,0,0,0,0,0,0,62.072385,238.4978,0,0,0,0,0,0,0,0
1439,385.48059,0,0,0,0,0,0,62.07181,238.49559,0,0,0,0,0,0,0,0
1440,385.47702,0,0,0,0,0,0,62.071235,238.49338,0,0,0,0,0,0,0,0
1441,385.47345,0,0,0,0,0,0,62.070659,238.49117,0,0,0,0,0,0,0,0
1442,385.46988,0,0,0,0,0,0,62.070084,238.48896,0,0,0,0,0,0,0,0
1443,385.4663,0,0,0,0,0,0,62.069509,238.48675,0,0,0,0,0,0,0,0
1444,385.46273,0,0,0,0,0,0,62.068933,238.48453,0,0,0,0,0,0,0,0
1445,385.45916,0,0,0,0,0,0,62.068358,238.48232,0,0,0,0,0,0,0,0
1446,385.45559,0,0,0,0,0,0,62.067783,238.48011,0,0,0,0,0,0,0,0
1447,385.45201,0,0,0,0,0,0,62.067207,238.4779,0,0,0,0,0,0,0,0
1448,385.44844,0,0,0,0,0,0,62.066632,238.47569,0,0,0,0,0,0,0,0
1449,385.44487,0,0,0,0,0,0,62.066057,238.47348,0,0,0,0,0,0,0,0
1450,385.44129,0,0,0,0,0,0,62.065482,238.47127,0,0,0,0,0,0,0,0
1451,385.43772,0,0,0,0,0,0,62.064906,238.46906,0,0,0,0,0,0,0,0
1452,385.43415,0,0,0,0,0,0,62.064331,238.46685,0,0,0,0,0,0,0,0
1453,385.43058,0,0,0,0,0,0,62.063756,238.46464,0,0,0,0,0,0,0,0
1454,385.427,0,0,0,0,0,0,62.06318,238.46243,0,0,0,0,0,0,0,0
1455,385.42343,0,0,0,0,0,0,62.062605,238.46022,0,0,0,0,0,0,0,0
1456,385.41986,0,0,0,0,0,0,62.06203,238.45801,0,0,0,0,0,0,0,0
1457,385.41629,0,0,0,0,0,0,62.061454,238.4558,0,0,0,0,0,0,0,0
1458,385.41271,0,0,0,0,0,0,62.060879,238.45359,0,0,0,0,0,0,0,0
1459,385.40914,0,0,0,0,0,0,62.060304,238.45138,0,0,0,0,0,0,0,0
1460,385.40557,0,0,0,0,0,0,62.059729,238.44917,0,0,0,0,0,0,0,0
1461,385.40199,0,0,0,0,0,0,62.059153,238.44696,0,0,0,0,0,0,0,0
1462,385.39842,0,0,0,0,0,0,62.058578,238.44475,0,0,0,0,0,0,0,0
1463,385.39485,0,0,0,0,0,0,62.058003,238.44254,0,0,0,0,0,0,0,0
1464,385.39128,0,0,0,0,0,0,62.057427,238.44033,0,0,0,0,0,0,0,0
1465,385.3877,0,0,0,0,0,0,62.056852,238.43812,0,0,0,0,0,0,0,0
1466,385.38413,0,0,0,0,0,0,62.056277,238.43591,0,0,0,0,0,0,0,0
1467,385.38056,0,0,0,0,0,0,62.055701,238.43369,0,0,0,0,0,0,0,0
1468,385.37699,0,0,0,0,0,0,62.055126,238.43148,0,0,0,0,0,0,0,0
1469,385.37341,0,0,0,0,0,0,62.054551,238.42927,0,0,0,0,0,0,0,0
1470,385.36984,0,0,0,0,0,0,62.053976,238.42706,0,0,0,0,0,0,0,0
1471,385.36627,0,0,0,0,0,0,62.0534,238.42485,0,0,0,0,0,0,0,0
1472,385.36269,0,0,0,0,0,0,62.052825,238.42264,0,0,0,0,0,0,0,0
1473,385.35912,0,0,0,0,0,0,62.05225,238.42043,0,0,0,0,0,0,0,0
1474,385.35555,0,0,0,0,0,0,62.051674,238.41822,0,0,0,0,0,0,0,0
1475,385.35198,0,0,0,0,0,0,62.051099,238.41601,0,0,0,0,0,0,0,0
1476,385.3484,0,0,0,0,0,0,62.050524,238.4138,0,0,0,0,0,0,0,0
1477,385.34483,0,0,0,0,0,0,62.049948,238.41159,0,0,0,0,0,0,0,0
1478,385.34126,0,0,0,0,0,0,62.049373,238.40938,0,0,0,0,0,0,0,0
1479,385.33768,0,0,0,0,0,0,62.048798,238.40717,0,0,0,0,0,0,0,0
1480,385.33411,0,0,0,0,0,0,62.048223,238.40496,0,0,0,0,0,0,0,0
1481,385.33054,0,0,0,0,0,0,62.047647,238.40275,0,0,0,0,0,0,0,0
1482,385.32697,0,0,0,0,0,0,62.047072,238.40054,0,0,0,0,0,0,0,0
1483,385.32339,0,0,0,0,0,0,62.046497,238.39833,0,0,0,0,0,0,0,0
1484,385.31982,0,0,0,0,0,0,62.045921,238.39612,0,0,0,0,0,0,0,0
1485,385.31625,0,0,0,0,0,0,62.045346,238.39391,0,0,0,0,0,0,0,0
1486,385.31255,0,0,0,0,0,0,62.044751,238.39162,0,0,0,0,0,0,0,0
1487,385.30885,0,0,0,0,0,0,62.044155,238.38933,0,0,0,0,0,0,0,0
1488,385.30516,0,0,0,0,0,0,62.04356,238.38704,0,0,0,0,0,0,0,0
1489,385.30146,0,0,0,0,0,0,62.042965,238.38476,0,0,0,0,0,0,0,0
1490,385.29776,0,0,0,0,0,0,62.042369,238.38247,0,0,0,0,0,0,0,0
1491,385.29406,0,0,0,0,0,0,62.041774,238.38018,0,0,0,0,0,0,0,0
1492,385.29037,0,0,0,0,0,0,62.041178,238.37789,0,0,0,0,0,0,0,0
1493,385.28667,0,0,0,0,0,0,62.040583,238.37561,0,0,0,0,0,0,0,0
1494,385.28297,0,0,0,0,0,0,62.039988,238.37332,0,0,0,0,0,0,0,0
1495,385.27927,0,0,0,0,0,0,62.039392,238.37103,0,0,0,0,0,0,0,0
1496,385.27558,0,0,0,0,0,0,62.038797,238.36874,0,0,0,0,0,0,0,0
1497,385.27188,0,0,0,0,0,0,62.038201,238.36645,0,0,0,0,0,0,0,0
1498,385.26818,0,0,0,0,0,0,62.037606,238.36417,0,0,0,0,0,0,0,0
1499,385.26448,0,0,0,0,0,0,62.037011,238.36188,0,0,0,0,0,0,0,0
1500,385.26078,0,0,0,0,0,0,62.036415,238.35959,0,0,0,0,0,0,0,0
1501,385.25709,0,0,0,0,0,0,62.03582,238.3573,0,0,0,0,0,0,0,0
1502,385.25339,0,0,0,0,0,0,62.035224,238.35502,0,0,0,0,0,0,0,0
1503,385.24969,0,0,0,0,0,0,62.034629,238.35273,0,0,0,0,0,0,0,0
1504,385.24599,0,0,0,0,0,0,62.034034,238.35044,0,0,0,0,0,0,0,0
1505,385.2423,0,0,0,0,0,0,62.033438,238.34815,0,0,0,0,0,0,0,0
1506,385.2386,0,0,0,0,0,0,62.032843,238.34587,0,0,0,0,0,0,0,0
1507,385.2349,0,0,0,0,0,0,62.032247,238.34358,0,0,0,0,0,0,0,0
1508,385.2312,0,0,0,0,0,0,62.031652,238.34129,0,0,0,0,0,0,0,0
1509,385.22751,0,0,0,0,0,0,62.031057,238.339,0,0,0,0,0,0,0,0
1510,385.22381,0,0,0,0,0,0,62.030461,238.33671,0,0,0,0,0,0,0,0
1511,385.22011,0,0,0,0,0,0,62.029866,238.33443,0,0,0,0,0,0,0,0
1512,385.21641,0,0,0,0,0,0,62.02927,238.33214,0,0,0,0,0,0,0,0
1513,385.21272,0,0,0,0,0,0,62.028675,238.32985,0,0,0,0,0,0,0,0
1514,385.20902,0,0,0,0,0,0,62.02808,238.32756,0,0,0,0,0,0,0,0
1515,385.20532,0,0,0,0,0,0,62.027484,238.32528,0,0,0,0,0,0,0,0
1516,385.20162,0,0,0,0,0,0,62.026889,238.32299,0,0,0,0,0,0,0,0
1517,385.19793,0,0,0,0,0,0,62.026293,238.3207,0,0,0,0,0,0,0,0
1518,385.19423,0,0,0,0,0,0,62.025698,238.31841,0,0,0,0,0,0,0,0
1519,385.19053,0,0,0,0,0,0,62.025103,238.31613,0,0,0,0,0,0,0,0
1520,385.18683,0,0,0,0,0,0,62.024507,238.31384,0,0,0,0,0,0,0,0
1521,385.18314,0,0,0,0,0,0,62.023912,238.31155,0,0,0,0,0,0,0,0
1522,385.17944,0,0,0,0,0,0,62.023316,238.30926,0,0,0,0,0,0,0,0
1523,385.17574,0,0,0,0,0,0,62.022721,238.30698,0,0,0,0,0,0,0,0
1524,385.17204,0,0,0,0,0,0,62.022126,238.30469,0,0,0,0,0,0,0,0
1525,385.16835,0,0,0,0,0,0,62.02153,238.3024,0,0,0,0,0,0,0,0
1526,385.16465,0,0,0,0,0,0,62.020935,238.30011,0,0,0,0,0,0,0,0
1527,385.16095,0,0,0,0,0,0,62.020339,238.29782,0,0,0,0,0,0,0,0
1528,385.15725,0,0,0,0,0,0,62.019744,238.29554,0,0,0,0,0,0,0,0
1529,385.15356,0,0,0,0,0,0,62.019149,238.29325,0,0,0,0,0,0,0,0
1530,385.14986,0,0,0,0,0,0,62.018553,238.29096,0,0,0,0,0,0,0,0
1531,385.14616,0,0,0,0,0,0,62.017958,238.28867,0,0,0,0,0,0,0,0
1532,385.14246,0,0,0,0,0,0,62.017362,238.28639,0,0,0,0,0,0,0,0
1533,385.13877,0,0,0,0,0,0,62.016767,238.2841,0,0,0,0,0,0,0,0
1534,385.13507,0,0,0,0,0,0,62.016172,238.28181,0,0,0,0,0,0,0,0
1535,385.13137,0,0,0,0,0,0,62.015576,238.27952,0,0,0,0,0,0,0,0
1536,385.12767,0,0,0,0,0,0,62.014981,238.27724,0,0,0,0,0,0,0,0
1537,385.12397,0,0,0,0,0,0,62.014385,238.27495,0,0,0,0,0,0,0,0
1538,385.12028,0,0,0,0,0,0,62.01379,238.27266,0,0,0,0,0,0,0,0
1539,385.11658,0,0,0,0,0,0,62.013195,238.27037,0,0,0,0,0,0,0,0
1540,385.11288,0,0,0,0,0,0,62.012599,238.26808,0,0,0,0,0,0,0,0
1541,385.10918,0,0,0,0,0,0,62.012004,238.2658,0,0,0,0,0,0,0,0
1542,385.10549,0,0,0,0,0,0,62.011408,238.26351,0,0,0,0,0,0,0,0
1543,385.10179,0,0,0,0,0,0,62.010813,238.26122,0,0,0,0,0,0,0,0
1544,385.09809,0,0,0,0,0,0,62.010218,238.25893,0,0,0,0,0,0,0,0
1545,385.09439,0,0,0,0,0,0,62.009622,238.25665,0,0,0,0,0,0,0,0
1546,385.0907,0,0,0,0,0,0,62.009027,238.25436,0,0,0,0,0,0,0,0
1547,385.087,0,0,0,0,0,0,62.008431,238.25207,0,0,0,0,0,0,0,0
1548,385.0833,0,0,0,0,0,0,62.007836,238.24978,0,0,0,0,0,0,0,0
1549,385.0796,0,0,0,0,0,0,62.007241,238.2475,0,0,0,0,0,0,0,0
1550,385.07591,0,0,0,0,0,0,62.006645,238.24521,0,0,0,0,0,0,0,0
1551,385.07221,0,0,0,0,0,0,62.00605,238.24292,0,0,0,0,0,0,0,0
1552,385.06851,0,0,0,0,0,0,62.005454,238.24063,0,0,0,0,0,0,0,0
1553,385.06481,0,0,0,0,0,0,62.004859,238.23834,0,0,0,0,0,0,0,0
1554,385.06112,0,0,0,0,0,0,62.004264,238.23606,0,0,0,0,0,0,0,0
1555,385.05742,0,0,0,0,0,0,62.003668,238.23377,0,0,0,0,0,0,0,0
1556,385.05372,0,0,0,0,0,0,62.003073,238.23148,0,0,0,0,0,0,0,0
1557,385.05002,0,0,0,0,0,0,62.002477,238.22919,0,0,0,0,0,0,0,0
1558,385.04633,0,0,0,0,0,0,62.001882,238.22691,0,0,0,0,0,0,0,0
1559,385.04263,0,0,0,0,0,0,62.001287,238.22462,0,0,0,0,0,0,0,0
1560,385.03893,0,0,0,0,0,0,62.000691,238.22233,0,0,0,0,0,0,0,0
1561,385.03523,0,0,0,0,0,0,62.000096,238.22004,0,0,0,0,0,0,0,0
1562,385.03154,0,0,0,0,0,0,61.9995,238.21776,0,0,0,0,0,0,0,0
1563,385.02784,0,0,0,0,0,0,61.998905,238.21547,0,0,0,0,0,0,0,0
1564,385.02414,0,0,0,0,0,0,61.99831,238.21318,0,0,0,0,0,0,0,0
1565,385.02044,0,0,0,0,0,0,61.997714,238.21089,0,0,0,0,0,0,0,0
1566,385.01675,0,0,0,0,0,0,61.997119,238.20861,0,0,0,0,0,0,0,0
1567,385.01305,0,0,0,0,0,0,61.996523,238.20632,0,0,0,0,0,0,0,0
1568,385.00935,0,0,0,0,0,0,61.995928,238.20403,0,0,0,0,0,0,0,0
1569,385.00565,0,0,0,0,0,0,61.995333,238.20174,0,0,0,0,0,0,0,0
1570,385.00196,0,0,0,0,0,0,61.994737,238.19945,0,0,0,0,0,0,0,0
1571,384.99826,0,0,0,0,0,0,61.994142,238.19717,0,0,0,0,0,0,0,0
1572,384.99456,0,0,0,0,0,0,61.993546,238.19488,0,0,0,0,0,0,0,0
1573,384.99086,0,0,0,0,0,0,61.992951,238.19259,0,0,0,0,0,0,0,0
1574,384.98716,0,0,0,0,0,0,61.992356,238.1903,0,0,0,0,0,0,0,0
1575,384.98347,0,0,0,0,0,0,61.99176,238.18802,0,0,0,0,0,0,0,0
1576,384.97977,0,0,0,0,0,0,61.991165,238.18573,0,0,0,0,0,0,0,0
1577,384.97607,0,0,0,0,0,0,61.990569,238.18344,0,0,0,0,0,0,0,0
1578,384.97237,0,0,0,0,0,0,61.989974,238.18115,0,0,0,0,0,0,0,0
1579,384.96868,0,0,0,0,0,0,61.989379,238.17887,0,0,0,0,0,0,0,0
1580,384.96498,0,0,0,0,0,0,61.988783,238.17658,0,0,0,0,0,0,0,0
1581,384.96128,0,0,0,0,0,0,61.988188,238.17429,0,0,0,0,0,0,0,0
1582,384.95758,0,0,0,0,0,0,61.987592,238.172,0,0,0,0,0,0,0,0
1583,384.95389,0,0,0,0,0,0,61.986997,238.16971,0,0,0,0,0,0,0,0
1584,384.95019,0,0,0,0,0,0,61.986402,238.16743,0,0,0,0,0,0,0,0
1585,384.94649,0,0,0,0,0,0,61.985806,238.16514,0,0,0,0,0,0,0,0
1586,384.94279,0,0,0,0,0,0,61.985211,238.16285,0,0,0,0,0,0,0,0
1587,384.9391,0,0,0,0,0,0,61.984615,238.16056,0,0,0,0,0,0,0,0
1588,384.9354,0,0,0,0,0,0,61.98402,238.15828,0,0,0,0,0,0,0,0
1589,384.9317,0,0,0,0,0,0,61.983425,238.15599,0,0,0,0,0,0,0,0
1590,384.928,0,0,0,0,0,0,61.982829,238.1537,0,0,0,0,0,0,0,0
1591,384.92431,0,0,0,0,0,0,61.982234,238.15141,0,0,0,0,0,0,0,0
1592,384.92061,0,0,0,0,0,0,61.981638,238.14913,0,0,0,0,0,0,0,0
1593,384.91691,0,0,0,0,0,0,61.981043,238.14684,0,0,0,0,0,0,0,0
1594,384.91321,0,0,0,0,0,0,61.980448,238.14455,0,0,0,0,0,0,0,0
1595,384.90807,0,0,0,0,0,0,61.97962,238.14137,0,0,0,0,0,0,0,0
1596,384.90293,0,0,0,0,0,0,61.978792,238.13819,0,0,0,0,0,0,0,0
1597,384.89779,0,0,0,0,0,0,61.977965,238.13501,0,0,0,0,0,0,0,0
1598,384.89265,0,0,0,0,0,0,61.977137,238.13183,0,0,0,0,0,0,0,0
1599,384.88751,0,0,0,0,0,0,61.976309,238.12865,0,0,0,0,0,0,0,0
1600,384.88237,0,0,0,0,0,0,61.975482,238.12547,0,0,0,0,0,0,0,0
1601,384.87723,0,0,0,0,0,0,61.974654,238.12229,0,0,0,0,0,0,0,0
1602,384.87209,0,0,0,0,0,0,61.973826,238.11911,0,0,0,0,0,0,0,0
1603,384.86695,0,0,0,0,0,0,61.972999,238.11593,0,0,0,0,0,0,0,0
1604,384.86181,0,0,0,0,0,0,61.972171,238.11275,0,0,0,0,0,0,0,0
1605,384.85667,0,0,0,0,0,0,61.971343,238.10957,0,0,0,0,0,0,0,0
1606,384.85153,0,0,0,0,0,0,61.970516,238.10639,0,0,0,0,0,0,0,0
1607,384.84639,0,0,0,0,0,0,61.969688,238.10321,0,0,0,0,0,0,0,0
1608,384.84125,0,0,0,0,0,0,61.96886,238.10003,0,0,0,0,0,0,0,0
1609,384.83611,0,0,0,0,0,0,61.968033,238.09685,0,0,0,0,0,0,0,0
1610,384.83097,0,0,0,0,0,0,61.967205,238.09367,0,0,0,0,0,0,0,0
1611,384.82583,0,0,0,0,0,0,61.966377,238.09049,0,0,0,0,0,0,0,0
1612,384.82069,0,0,0,0,0,0,61.96555,238.08731,0,0,0,0,0,0,0,0
1613,384.81555,0,0,0,0,0,0,61.964722,238.08413,0,0,0,0,0,0,0,0
1614,384.81041,0,0,0,0,0,0,61.963894,238.08095,0,0,0,0,0,0,0,0
1615,384.80527,0,0,0,0,0,0,61.963067,238.07777,0,0,0,0,0,0,0,0
1616,384.80013,0,0,0,0,0,0,61.962239,238.07459,0,0,0,0,0,0,0,0
1617,384.79499,0,0,0,0,0,0,61.961411,238.07141,0,0,0,0,0,0,0,0
1618,384.78985,0,0,0,0,0,0,61.960584,238.06823,0,0,0,0,0,0,0,0
1619,384.78471,0,0,0,0,0,0,61.959756,238.06505,0,0,0,0,0,0,0,0
1620,384.77957,0,0,0,0,0,0,61.958928,238.06187,0,0,0,0,0,0,0,0
1621,384.77443,0,0,0,0,0,0,61.958101,238.05869,0,0,0,0,0,0,0,0
1622,384.76929,0,0,0,0,0,0,61.957273,238.05551,0,0,0,0,0,0,0,0
1623,384.76415,0,0,0,0,0,0,61.956445,238.05233,0,0,0,0,0,0,0,0
1624,384.75901,0,0,0,0,0,0,61.955618,238.04915,0,0,0,0,0,0,0,0
