Time (ms),Stress at 0.00 mm (kPa),Stress at 0.23 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.63 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.03 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.43 mm (kPa),Stress at 2.63 mm (kPa),Stress at 2.82 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.62 mm (kPa),Stress at 3.82 mm (kPa)
0,-4.8936716,-4.6525012,-4.2154154,-3.5160571,-2.8024066,-2.112804,-1.556879,-1.247256,-0.94221305,-0.58575009,-0.38453819,-0.24995082,-0.078638699,0,0,0,0,0,0,0
1,-4.8031262,-4.566418,-4.1374194,-3.4510011,-2.7505549,-2.0737117,-1.5280728,-1.2241786,-0.92477969,-0.57491221,-0.37742325,-0.24532609,-0.077183682,0,0,0,0,0,0,0
2,-4.7125807,-4.4803348,-4.0594234,-3.385945,-2.6987032,-2.0346194,-1.4992665,-1.2011012,-0.90734634,-0.56407434,-0.37030831,-0.24070136,-0.075728665,0,0,0,0,0,0,0
3,-4.6220353,-4.3942517,-3.9814274,-3.320889,-2.6468515,-1.9955271,-1.4704603,-1.1780237,-0.88991299,-0.55323646,-0.36319337,-0.23607663,-0.074273648,0,0,0,0,0,0,0
4,-4.5314898,-4.3081685,-3.9034315,-3.2558329,-2.5949998,-1.9564348,-1.441654,-1.1549463,-0.87247963,-0.54239859,-0.35607843,-0.2314519,-0.07281863,0,0,0,0,0,0,0
5,-4.4409444,-4.2220853,-3.8254355,-3.1907768,-2.5431481,-1.9173426,-1.4128478,-1.1318689,-0.85504628,-0.53156071,-0.34896349,-0.22682717,-0.071363613,0,0,0,0,0,0,0
6,-4.3503989,-4.1360021,-3.7474395,-3.1257208,-2.4912964,-1.8782503,-1.3840416,-1.1087915,-0.83761293,-0.52072284,-0.34184854,-0.22220244,-0.069908596,0,0,0,0,0,0,0
7,-4.2598535,-4.0499189,-3.6694435,-3.0606647,-2.4394447,-1.839158,-1.3552353,-1.085714,-0.82017958,-0.50988496,-0.3347336,-0.21757771,-0.068453579,0,0,0,0,0,0,0
8,-4.169308,-3.9638358,-3.5914476,-2.9956087,-2.387593,-1.8000657,-1.3264291,-1.0626366,-0.80274622,-0.49904708,-0.32761866,-0.21295298,-0.066998561,0,0,0,0,0,0,0
9,-4.0787626,-3.8777526,-3.5134516,-2.9305526,-2.3357413,-1.7609734,-1.2976228,-1.0395592,-0.78531287,-0.48820921,-0.32050372,-0.20832825,-0.065543544,0,0,0,0,0,0,0
10,-3.9882171,-3.7916694,-3.4354556,-2.8654966,-2.2838896,-1.7218812,-1.2688166,-1.0164817,-0.76787952,-0.47737133,-0.31338878,-0.20370352,-0.064088527,0,0,0,0,0,0,0
11,-3.8976717,-3.7055862,-3.3574597,-2.8004405,-2.2320379,-1.6827889,-1.2400103,-0.99340432,-0.75044616,-0.46653346,-0.30627384,-0.19907879,-0.06263351,0,0,0,0,0,0,0
12,-3.8071262,-3.619503,-3.2794637,-2.7353845,-2.1801862,-1.6436966,-1.2112041,-0.97032689,-0.73301281,-0.45569558,-0.2991589,-0.19445406,-0.061178493,0,0,0,0,0,0,0
13,-3.7165808,-3.5334199,-3.2014677,-2.6703284,-2.1283345,-1.6046043,-1.1823978,-0.94724946,-0.71557946,-0.4448577,-0.29204396,-0.18982933,-0.059723475,0,0,0,0,0,0,0
14,-3.6260353,-3.4473367,-3.1234717,-2.6052723,-2.0764828,-1.565512,-1.1535916,-0.92417203,-0.6981461,-0.43401983,-0.28492902,-0.1852046,-0.058268458,0,0,0,0,0,0,0
15,-3.5354899,-3.3612535,-3.0454758,-2.5402163,-2.0246311,-1.5264197,-1.1247853,-0.9010946,-0.68071275,-0.42318195,-0.27781408,-0.18057987,-0.056813441,0,0,0,0,0,0,0
16,-3.4449444,-3.2751703,-2.9674798,-2.4751602,-1.9727795,-1.4873275,-1.0959791,-0.87801717,-0.6632794,-0.41234408,-0.27069914,-0.17595514,-0.055358424,0,0,0,0,0,0,0
17,-3.354399,-3.1890871,-2.8894838,-2.4101042,-1.9209278,-1.4482352,-1.0671728,-0.85493974,-0.64584605,-0.4015062,-0.2635842,-0.17133041,-0.053903407,0,0,0,0,0,0,0
18,-3.2638535,-3.103004,-2.8114878,-2.3450481,-1.8690761,-1.4091429,-1.0383666,-0.83186231,-0.62841269,-0.39066832,-0.25646926,-0.16670568,-0.052448389,0,0,0,0,0,0,0
19,-3.1733081,-3.0169208,-2.7334919,-2.2799921,-1.8172244,-1.3700506,-1.0095603,-0.80878488,-0.61097934,-0.37983045,-0.24935431,-0.16208095,-0.050993372,0,0,0,0,0,0,0
20,-3.0827626,-2.9308376,-2.6554959,-2.214936,-1.7653727,-1.3309583,-0.98075409,-0.78570745,-0.59354599,-0.36899257,-0.24223937,-0.15745622,-0.049538355,0,0,0,0,0,0,0
21,-2.9922172,-2.8447544,-2.5774999,-2.1498799,-1.713521,-1.2918661,-0.95194785,-0.76263003,-0.57611263,-0.3581547,-0.23512443,-0.15283149,-0.048083338,0,0,0,0,0,0,0
22,-2.9016717,-2.7586712,-2.4995039,-2.0848239,-1.6616693,-1.2527738,-0.9231416,-0.7395526,-0.55867928,-0.34731682,-0.22800949,-0.14820676,-0.04662832,0,0,0,0,0,0,0
23,-2.8111263,-2.6725881,-2.421508,-2.0197678,-1.6098176,-1.2136815,-0.89433535,-0.71647517,-0.54124593,-0.33647894,-0.22089455,-0.14358203,-0.045173303,0,0,0,0,0,0,0
24,-2.7205808,-2.5865049,-2.343512,-1.9547118,-1.5579659,-1.1745892,-0.86552911,-0.69339774,-0.52381257,-0.32564107,-0.21377961,-0.1389573,-0.043718286,0,0,0,0,0,0,0
25,-2.6300354,-2.5004217,-2.265516,-1.8896557,-1.5061142,-1.1354969,-0.83672286,-0.67032031,-0.50637922,-0.31480319,-0.20666467,-0.13433257,-0.042263269,0,0,0,0,0,0,0
26,-2.5394899,-2.4143385,-2.18752,-1.8245997,-1.4542625,-1.0964047,-0.80791661,-0.64724288,-0.48894587,-0.30396532,-0.19954973,-0.12970784,-0.040808252,0,0,0,0,0,0,0
27,-2.4489445,-2.3282553,-2.1095241,-1.7595436,-1.4024108,-1.0573124,-0.77911036,-0.62416545,-0.47151252,-0.29312744,-0.19243479,-0.12508311,-0.039353234,0,0,0,0,0,0,0
28,-2.358399,-2.2421721,-2.0315281,-1.6944875,-1.3505591,-1.0182201,-0.75030412,-0.60108802,-0.45407916,-0.28228956,-0.18531985,-0.12045838,-0.037898217,0,0,0,0,0,0,0
29,-2.2678536,-2.156089,-1.9535321,-1.6294315,-1.2987074,-0.97912781,-0.72149787,-0.57801059,-0.43664581,-0.27145169,-0.17820491,-0.11583365,-0.0364432,0,0,0,0,0,0,0
30,-2.1773081,-2.0700058,-1.8755362,-1.5643754,-1.2468557,-0.94003553,-0.69269162,-0.55493316,-0.41921246,-0.26061381,-0.17108997,-0.11120892,-0.034988183,0,0,0,0,0,0,0
31,-2.0867627,-1.9839226,-1.7975402,-1.4993194,-1.195004,-0.90094325,-0.66388538,-0.53185573,-0.4017791,-0.24977594,-0.16397503,-0.10658419,-0.033533166,0,0,0,0,0,0,0
32,-1.9962172,-1.8978394,-1.7195442,-1.4342633,-1.1431523,-0.86185097,-0.63507913,-0.50877831,-0.38434575,-0.23893806,-0.15686009,-0.10195946,-0.032078148,0,0,0,0,0,0,0
33,-1.9056718,-1.8117562,-1.6415482,-1.3692073,-1.0913007,-0.82275869,-0.60627288,-0.48570088,-0.3669124,-0.22810018,-0.14974514,-0.097334734,-0.030623131,0,0,0,0,0,0,0
34,-1.8151263,-1.7256731,-1.5635523,-1.3041512,-1.039449,-0.7836664,-0.57746664,-0.46262345,-0.34947904,-0.21726231,-0.1426302,-0.092710004,-0.029168114,0,0,0,0,0,0,0
35,-1.7245808,-1.6395899,-1.4855563,-1.2390952,-0.98759726,-0.74457412,-0.54866039,-0.43954602,-0.33204569,-0.20642443,-0.13551526,-0.088085274,-0.027713097,0,0,0,0,0,0,0
36,-1.6340354,-1.5535067,-1.4075603,-1.1740391,-0.93574557,-0.70548184,-0.51985414,-0.41646859,-0.31461234,-0.19558656,-0.12840032,-0.083460544,-0.026258079,0,0,0,0,0,0,0
37,-1.5434899,-1.4674235,-1.3295643,-1.108983,-0.88389387,-0.66638956,-0.49104789,-0.39339116,-0.29717899,-0.18474868,-0.12128538,-0.078835814,-0.024803062,0,0,0,0,0,0,0
38,-1.4529445,-1.3813403,-1.2515684,-1.043927,-0.83204218,-0.62729728,-0.46224165,-0.37031373,-0.27974563,-0.17391081,-0.11417044,-0.074211084,-0.023348045,0,0,0,0,0,0,0
39,-1.362399,-1.2952572,-1.1735724,-0.97887093,-0.78019048,-0.588205,-0.4334354,-0.3472363,-0.26231228,-0.16307293,-0.1070555,-0.069586354,-0.021893028,0,0,0,0,0,0,0
40,-1.2718536,-1.209174,-1.0955764,-0.91381487,-0.72833879,-0.54911272,-0.40462915,-0.32415887,-0.24487893,-0.15223505,-0.099940559,-0.064961624,-0.020438011,0,0,0,0,0,0,0
41,-1.1813081,-1.1230908,-1.0175804,-0.84875882,-0.6764871,-0.51002044,-0.37582291,-0.30108144,-0.22744557,-0.14139718,-0.092825619,-0.060336894,-0.018982993,0,0,0,0,0,0,0
42,-1.0907627,-1.0370076,-0.93958446,-0.78370276,-0.6246354,-0.47092815,-0.34701666,-0.27800401,-0.21001222,-0.1305593,-0.085710678,-0.055712164,-0.017527976,0,0,0,0,0,0,0
43,-1.0002172,-0.95092444,-0.86158849,-0.7186467,-0.57278371,-0.43183587,-0.31821041,-0.25492659,-0.19257887,-0.11972143,-0.078595737,-0.051087434,-0.016072959,0,0,0,0,0,0,0
44,-0.90967179,-0.86484126,-0.78359252,-0.65359065,-0.52093201,-0.39274359,-0.28940416,-0.23184916,-0.17514551,-0.10888355,-0.071480796,-0.046462704,-0.014617942,0,0,0,0,0,0,0
45,-0.81912634,-0.77875808,-0.70559654,-0.58853459,-0.46908032,-0.35365131,-0.26059792,-0.20877173,-0.15771216,-0.098045673,-0.064365856,-0.041837974,-0.013162924,0,0,0,0,0,0,0
46,-0.72858089,-0.6926749,-0.62760057,-0.52347853,-0.41722862,-0.31455903,-0.23179167,-0.1856943,-0.14027881,-0.087207798,-0.057250915,-0.037213244,-0.011707907,0,0,0,0,0,0,0
47,-0.63803544,-0.60659172,-0.54960459,-0.45842248,-0.36537693,-0.27546675,-0.20298542,-0.16261687,-0.12284546,-0.076369922,-0.050135974,-0.032588514,-0.01025289,0,0,0,0,0,0,0
48,-0.54748999,-0.52050853,-0.47160862,-0.39336642,-0.31352523,-0.23637447,-0.17417918,-0.13953944,-0.1054121,-0.065532046,-0.043021033,-0.027963784,-0.0087978729,0,0,0,0,0,0,0
49,-0.45694454,-0.43442535,-0.39361265,-0.32831036,-0.26167354,-0.19728219,-0.14537293,-0.11646201,-0.087978749,-0.05469417,-0.035906093,-0.023339054,-0.0073428556,0,0,0,0,0,0,0
50,-0.36639909,-0.34834217,-0.31561667,-0.26325431,-0.20982185,-0.15818991,-0.11656668,-0.093384582,-0.070545396,-0.043856294,-0.028791152,-0.018714324,-0.0058878384,0,0,0,0,0,0,0
51,-0.27585364,-0.26225899,-0.2376207,-0.19819825,-0.15797015,-0.11909762,-0.087760435,-0.070307152,-0.053112043,-0.033018418,-0.021676211,-0.014089594,-0.0044328212,0,0,0,0,0,0,0
52,-0.18530819,-0.17617581,-0.15962472,-0.13314219,-0.10611846,-0.080005343,-0.058954187,-0.047229723,-0.03567869,-0.022180542,-0.01456127,-0.0094648636,-0.002977804,0,0,0,0,0,0,0
53,-0.094762738,-0.090092631,-0.081628751,-0.068086138,-0.054266763,-0.040913062,-0.03014794,-0.024152294,-0.018245337,-0.011342666,-0.0074463296,-0.0048401336,-0.0015227868,0,0,0,0,0,0,0
54,-0.0042172873,-0.0040094505,-0.003632777,-0.0030300813,-0.0024150688,-0.0018207804,-0.0013416932,-0.0010748651,-0.00081198401,-0.00050478998,-0.00033138881,-0.00021540359,-6.7769563e-05,0,0,0,0,0,0,0
55,0.086328163,0.08207373,0.074363197,0.062025975,0.049436626,0.037271501,0.027464554,0.022002564,0.016621369,0.010333086,0.0067835519,0.0044093264,0.0013872477,0,0,0,0,0,0,0
56,0.17687361,0.16815691,0.15235917,0.12708203,0.10128832,0.076363782,0.056270801,0.045079993,0.034054722,0.021170962,0.013898493,0.0090340564,0.0028422649,0,0,0,0,0,0,0
57,0.26741906,0.25424009,0.23035514,0.19213809,0.15314001,0.11545606,0.085077048,0.068157422,0.051488075,0.032008838,0.021013433,0.013658786,0.0042972821,0,0,0,0,0,0,0
58,0.35796452,0.34032327,0.30835112,0.25719414,0.20499171,0.15454834,0.1138833,0.091234851,0.068921428,0.042846714,0.028128374,0.018283516,0.0057522993,0,0,0,0,0,0,0
59,0.44850997,0.42640645,0.38634709,0.3222502,0.2568434,0.19364063,0.14268954,0.11431228,0.086354781,0.05368459,0.035243315,0.022908246,0.0072073165,0,0,0,0,0,0,0
60,0.53905542,0.51248963,0.46434307,0.38730626,0.3086951,0.23273291,0.17149579,0.13738971,0.10378813,0.064522466,0.042358256,0.027532976,0.0086623337,0,0,0,0,0,0,0
61,0.62960087,0.59857281,0.54233904,0.45236231,0.36054679,0.27182519,0.20030204,0.16046714,0.12122149,0.075360342,0.049473196,0.032157707,0.010117351,0,0,0,0,0,0,0
62,0.72014632,0.68465599,0.62033501,0.51741837,0.41239849,0.31091747,0.22910828,0.18354457,0.13865484,0.086198218,0.056588137,0.036782437,0.011572368,0,0,0,0,0,0,0
63,0.81069177,0.77073918,0.69833099,0.58247443,0.46425018,0.35000975,0.25791453,0.206622,0.15608819,0.097036093,0.063703078,0.041407167,0.013027385,0,0,0,0,0,0,0
64,0.90123722,0.85682236,0.77632696,0.64753048,0.51610187,0.38910203,0.28672078,0.22969943,0.17352155,0.10787397,0.070818019,0.046031897,0.014482403,0,0,0,0,0,0,0
65,0.99178267,0.94290554,0.85432294,0.71258654,0.56795357,0.42819431,0.31552702,0.25277685,0.1909549,0.11871185,0.077932959,0.050656627,0.01593742,0,0,0,0,0,0,0
66,1.0823281,1.0289887,0.93231891,0.7776426,0.61980526,0.46728659,0.34433327,0.27585428,0.20838825,0.12954972,0.0850479,0.055281357,0.017392437,0,0,0,0,0,0,0
67,1.1728736,1.1150719,1.0103149,0.84269865,0.67165696,0.50637888,0.37313952,0.29893171,0.22582161,0.1403876,0.092162841,0.059906087,0.018847454,0,0,0,0,0,0,0
68,1.263419,1.2011551,1.0883109,0.90775471,0.72350865,0.54547116,0.40194577,0.32200914,0.24325496,0.15122547,0.099277782,0.064530817,0.020302471,0,0,0,0,0,0,0
69,1.3539645,1.2872383,1.1663068,0.97281077,0.77536035,0.58456344,0.43075201,0.34508657,0.26068831,0.16206335,0.10639272,0.069155547,0.021757489,0,0,0,0,0,0,0
70,1.4445099,1.3733214,1.2443028,1.0378668,0.82721204,0.62365572,0.45955826,0.368164,0.27812166,0.17290123,0.11350766,0.073780277,0.023212506,0,0,0,0,0,0,0
71,1.5350554,1.4594046,1.3222988,1.1029229,0.87906374,0.662748,0.48836451,0.39124143,0.29555502,0.1837391,0.1206226,0.078405007,0.024667523,0,0,0,0,0,0,0
72,1.6256008,1.5454878,1.4002948,1.1679789,0.93091543,0.70184028,0.51717075,0.41431886,0.31298837,0.19457698,0.12773754,0.083029737,0.02612254,0,0,0,0,0,0,0
73,1.7161463,1.631571,1.4782907,1.233035,0.98276712,0.74093256,0.545977,0.43739629,0.33042172,0.20541485,0.13485249,0.087654467,0.027577558,0,0,0,0,0,0,0
74,1.8066917,1.7176542,1.5562867,1.298091,1.0346188,0.78002484,0.57478325,0.46047372,0.34785508,0.21625273,0.14196743,0.092279197,0.029032575,0,0,0,0,0,0,0
75,1.8972372,1.8037373,1.6342827,1.3631471,1.0864705,0.81911712,0.6035895,0.48355115,0.36528843,0.2270906,0.14908237,0.096903927,0.030487592,0,0,0,0,0,0,0
76,1.9877826,1.8898205,1.7122786,1.4282032,1.1383222,0.85820941,0.63239574,0.50662858,0.38272178,0.23792848,0.15619731,0.10152866,0.031942609,0,0,0,0,0,0,0
77,2.0783281,1.9759037,1.7902746,1.4932592,1.1901739,0.89730169,0.66120199,0.529706,0.40015514,0.24876636,0.16331225,0.10615339,0.033397626,0,0,0,0,0,0,0
78,2.1688735,2.0619869,1.8682706,1.5583153,1.2420256,0.93639397,0.69000824,0.55278343,0.41758849,0.25960423,0.17042719,0.11077812,0.034852644,0,0,0,0,0,0,0
79,2.259419,2.1480701,1.9462666,1.6233713,1.2938773,0.97548625,0.71881448,0.57586086,0.43502184,0.27044211,0.17754213,0.11540285,0.036307661,0,0,0,0,0,0,0
80,2.3499644,2.2341532,2.0242625,1.6884274,1.345729,1.0145785,0.74762073,0.59893829,0.45245519,0.28127998,0.18465707,0.12002758,0.037762678,0,0,0,0,0,0,0
81,2.4405099,2.3202364,2.1022585,1.7534834,1.3975807,1.0536708,0.77642698,0.62201572,0.46988855,0.29211786,0.19177201,0.12465231,0.039217695,0,0,0,0,0,0,0
82,2.5310553,2.4063196,2.1802545,1.8185395,1.4494324,1.0927631,0.80523323,0.64509315,0.4873219,0.30295574,0.19888695,0.12927704,0.040672712,0,0,0,0,0,0,0
83,2.6216008,2.4924028,2.2582505,1.8835956,1.5012841,1.1318554,0.83403947,0.66817058,0.50475525,0.31379361,0.20600189,0.13390177,0.04212773,0,0,0,0,0,0,0
84,2.7121462,2.578486,2.3362464,1.9486516,1.5531358,1.1709477,0.86284572,0.69124801,0.52218861,0.32463149,0.21311683,0.1385265,0.043582747,0,0,0,0,0,0,0
85,2.8026917,2.6645691,2.4142424,2.0137077,1.6049875,1.2100399,0.89165197,0.71432544,0.53962196,0.33546936,0.22023177,0.14315123,0.045037764,0,0,0,0,0,0,0
86,2.8932371,2.7506523,2.4922384,2.0787637,1.6568392,1.2491322,0.92045821,0.73740287,0.55705531,0.34630724,0.22734672,0.14777596,0.046492781,0,0,0,0,0,0,0
87,2.9837826,2.8367355,2.5702344,2.1438198,1.7086908,1.2882245,0.94926446,0.7604803,0.57448867,0.35714512,0.23446166,0.15240069,0.047947799,0,0,0,0,0,0,0
88,3.074328,2.9228187,2.6482303,2.2088758,1.7605425,1.3273168,0.97807071,0.78355772,0.59192202,0.36798299,0.2415766,0.15702542,0.049402816,0,0,0,0,0,0,0
89,3.1648735,3.0089019,2.7262263,2.2739319,1.8123942,1.3664091,1.006877,0.80663515,0.60935537,0.37882087,0.24869154,0.16165015,0.050857833,0,0,0,0,0,0,0
90,3.2554189,3.0949851,2.8042223,2.338988,1.8642459,1.4055013,1.0356832,0.82971258,0.62678872,0.38965874,0.25580648,0.16627488,0.05231285,0,0,0,0,0,0,0
91,3.3459644,3.1810682,2.8822183,2.404044,1.9160976,1.4445936,1.0644894,0.85279001,0.64422208,0.40049662,0.26292142,0.17089961,0.053767867,0,0,0,0,0,0,0
92,3.4365098,3.2671514,2.9602142,2.4691001,1.9679493,1.4836859,1.0932957,0.87586744,0.66165543,0.4113345,0.27003636,0.17552434,0.055222885,0,0,0,0,0,0,0
93,3.5270553,3.3532346,3.0382102,2.5341561,2.019801,1.5227782,1.1221019,0.89894487,0.67908878,0.42217237,0.2771513,0.18014907,0.056677902,0,0,0,0,0,0,0
94,3.6176007,3.4393178,3.1162062,2.5992122,2.0716527,1.5618705,1.1509082,0.9220223,0.69652214,0.43301025,0.28426624,0.1847738,0.058132919,0,0,0,0,0,0,0
95,3.7081462,3.525401,3.1942022,2.6642682,2.1235044,1.6009627,1.1797144,0.94509973,0.71395549,0.44384812,0.29138118,0.18939853,0.059587936,0,0,0,0,0,0,0
96,3.7986916,3.6114841,3.2721981,2.7293243,2.1753561,1.640055,1.2085207,0.96817716,0.73138884,0.454686,0.29849612,0.19402326,0.061042953,0,0,0,0,0,0,0
97,3.8892371,3.6975673,3.3501941,2.7943803,2.2272078,1.6791473,1.2373269,0.99125459,0.7488222,0.46552388,0.30561106,0.19864799,0.062497971,0,0,0,0,0,0,0
98,3.9797825,3.7836505,3.4281901,2.8594364,2.2790595,1.7182396,1.2661332,1.014332,0.76625555,0.47636175,0.312726,0.20327272,0.063952988,0,0,0,0,0,0,0
99,4.070328,3.8697337,3.506186,2.9244925,2.3309112,1.7573319,1.2949394,1.0374094,0.7836889,0.48719963,0.31984094,0.20789745,0.065408005,0,0,0,0,0,0,0
100,4.1608734,3.9558169,3.584182,2.9895485,2.3827629,1.7964242,1.3237457,1.0604869,0.80112225,0.4980375,0.32695589,0.21252218,0.066863022,0,0,0,0,0,0,0
101,4.2514189,4.0419,3.662178,3.0546046,2.4346146,1.8355164,1.3525519,1.0835643,0.81855561,0.50887538,0.33407083,0.21714691,0.06831804,0,0,0,0,0,0,0
102,4.3419643,4.1279832,3.740174,3.1196606,2.4864663,1.8746087,1.3813582,1.1066417,0.83598896,0.51971326,0.34118577,0.22177164,0.069773057,0,0,0,0,0,0,0
103,4.4325098,4.2140664,3.8181699,3.1847167,2.538318,1.913701,1.4101644,1.1297192,0.85342231,0.53055113,0.34830071,0.22639637,0.071228074,0,0,0,0,0,0,0
104,4.5230552,4.3001496,3.8961659,3.2497727,2.5901696,1.9527933,1.4389707,1.1527966,0.87085567,0.54138901,0.35541565,0.2310211,0.072683091,0,0,0,0,0,0,0
105,4.6136007,4.3862328,3.9741619,3.3148288,2.6420213,1.9918856,1.4677769,1.175874,0.88828902,0.55222688,0.36253059,0.23564583,0.074138108,0,0,0,0,0,0,0
106,4.7041461,4.4723159,4.0521579,3.3798849,2.693873,2.0309778,1.4965832,1.1989514,0.90572237,0.56306476,0.36964553,0.24027056,0.075593126,0,0,0,0,0,0,0
107,4.7946916,4.5583991,4.1301538,3.4449409,2.7457247,2.0700701,1.5253894,1.2220289,0.92315573,0.57390263,0.37676047,0.24489529,0.077048143,0,0,0,0,0,0,0
108,4.885237,4.6444823,4.2081498,3.509997,2.7975764,2.1091624,1.5541957,1.2451063,0.94058908,0.58474051,0.38387541,0.24952002,0.07850316,0,0,0,0,0,0,0
109,4.9757825,4.7305655,4.2861458,3.575053,2.8494281,2.1482547,1.5830019,1.2681837,0.95802243,0.59557839,0.39099035,0.25414475,0.079958177,0,0,0,0,0,0,0
110,5.0663279,4.8166487,4.3641418,3.6401091,2.9012798,2.187347,1.6118081,1.2912612,0.97545578,0.60641626,0.39810529,0.25876948,0.081413194,0,0,0,0,0,0,0
111,5.1568734,4.9027318,4.4421377,3.7051651,2.9531315,2.2264392,1.6406144,1.3143386,0.99288914,0.61725414,0.40522023,0.26339421,0.082868212,0,0,0,0,0,0,0
112,5.2474188,4.988815,4.5201337,3.7702212,3.0049832,2.2655315,1.6694206,1.337416,1.0103225,0.62809201,0.41233517,0.26801894,0.084323229,0,0,0,0,0,0,0
113,5.3379643,5.0748982,4.5981297,3.8352772,3.0568349,2.3046238,1.6982269,1.3604935,1.0277558,0.63892989,0.41945012,0.27264367,0.085778246,0,0,0,0,0,0,0
114,5.4285098,5.1609814,4.6761257,3.9003333,3.1086866,2.3437161,1.7270331,1.3835709,1.0451892,0.64976777,0.42656506,0.2772684,0.087233263,0,0,0,0,0,0,0
115,5.5190552,5.2470646,4.7541216,3.9653894,3.1605383,2.3828084,1.7558394,1.4066483,1.0626225,0.66060564,0.43368,0.28189313,0.088688281,0,0,0,0,0,0,0
116,5.6096007,5.3331478,4.8321176,4.0304454,3.21239,2.4219007,1.7846456,1.4297257,1.0800559,0.67144352,0.44079494,0.28651786,0.090143298,0,0,0,0,0,0,0
117,5.7001461,5.4192309,4.9101136,4.0955015,3.2642417,2.4609929,1.8134519,1.4528032,1.0974893,0.68228139,0.44790988,0.29114259,0.091598315,0,0,0,0,0,0,0
118,5.7906916,5.5053141,4.9881096,4.1605575,3.3160934,2.5000852,1.8422581,1.4758806,1.1149226,0.69311927,0.45502482,0.29576732,0.093053332,0,0,0,0,0,0,0
119,5.881237,5.5913973,5.0661055,4.2256136,3.3679451,2.5391775,1.8710644,1.498958,1.132356,0.70395715,0.46213976,0.30039205,0.094508349,0,0,0,0,0,0,0
120,5.9717825,5.6774805,5.1441015,4.2906696,3.4197968,2.5782698,1.8998706,1.5220355,1.1497893,0.71479502,0.4692547,0.30501678,0.095963367,0,0,0,0,0,0,0
121,6.0623279,5.7635637,5.2220975,4.3557257,3.4716485,2.6173621,1.9286769,1.5451129,1.1672227,0.7256329,0.47636964,0.30964151,0.097418384,0,0,0,0,0,0,0
122,6.1528734,5.8496468,5.3000934,4.4207818,3.5235001,2.6564543,1.9574831,1.5681903,1.184656,0.73647077,0.48348458,0.31426624,0.098873401,0,0,0,0,0,0,0
123,6.2434188,5.93573,5.3780894,4.4858378,3.5753518,2.6955466,1.9862894,1.5912677,1.2020894,0.74730865,0.49059952,0.31889097,0.10032842,0,0,0,0,0,0,0
124,6.3339643,6.0218132,5.4560854,4.5508939,3.6272035,2.7346389,2.0150956,1.6143452,1.2195227,0.75814653,0.49771446,0.3235157,0.10178344,0,0,0,0,0,0,0
125,6.4245097,6.1078964,5.5340814,4.6159499,3.6790552,2.7737312,2.0439019,1.6374226,1.2369561,0.7689844,0.5048294,0.32814043,0.10323845,0,0,0,0,0,0,0
126,6.5150552,6.1939796,5.6120773,4.681006,3.7309069,2.8128235,2.0727081,1.6605,1.2543894,0.77982228,0.51194435,0.33276516,0.10469347,0,0,0,0,0,0,0
127,6.6056006,6.2800627,5.6900733,4.746062,3.7827586,2.8519157,2.1015143,1.6835775,1.2718228,0.79066015,0.51905929,0.33738989,0.10614849,0,0,0,0,0,0,0
128,6.6961461,6.3661459,5.7680693,4.8111181,3.8346103,2.891008,2.1303206,1.7066549,1.2892561,0.80149803,0.52617423,0.34201462,0.1076035,0,0,0,0,0,0,0
129,6.7866915,6.4522291,5.8460653,4.8761742,3.886462,2.9301003,2.1591268,1.7297323,1.3066895,0.81233591,0.53328917,0.34663935,0.10905852,0,0,0,0,0,0,0
130,6.877237,6.5383123,5.9240612,4.9412302,3.9383137,2.9691926,2.1879331,1.7528097,1.3241228,0.82317378,0.54040411,0.35126408,0.11051354,0,0,0,0,0,0,0
131,6.9677824,6.6243955,6.0020572,5.0062863,3.9901654,3.0082849,2.2167393,1.7758872,1.3415562,0.83401166,0.54751905,0.35588881,0.11196856,0,0,0,0,0,0,0
132,7.0583279,6.7104786,6.0800532,5.0713423,4.0420171,3.0473772,2.2455456,1.7989646,1.3589896,0.84484953,0.55463399,0.36051354,0.11342357,0,0,0,0,0,0,0
133,7.1488733,6.7965618,6.1580492,5.1363984,4.0938688,3.0864694,2.2743518,1.822042,1.3764229,0.85568741,0.56174893,0.36513827,0.11487859,0,0,0,0,0,0,0
134,7.2394188,6.882645,6.2360451,5.2014544,4.1457205,3.1255617,2.3031581,1.8451195,1.3938563,0.86652529,0.56886387,0.369763,0.11633361,0,0,0,0,0,0,0
135,7.3299642,6.9687282,6.3140411,5.2665105,4.1975722,3.164654,2.3319643,1.8681969,1.4112896,0.87736316,0.57597881,0.37438773,0.11778862,0,0,0,0,0,0,0
136,7.4205097,7.0548114,6.3920371,5.3315665,4.2494239,3.2037463,2.3607706,1.8912743,1.428723,0.88820104,0.58309375,0.37901246,0.11924364,0,0,0,0,0,0,0
137,7.5110551,7.1408945,6.4700331,5.3966226,4.3012756,3.2428386,2.3895768,1.9143517,1.4461563,0.89903891,0.59020869,0.38363719,0.12069866,0,0,0,0,0,0,0
