Time (ms),Stress at 0.00 mm (kPa),Stress at 0.23 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.63 mm (kPa),Stress at 0.83 mm (kPa),Stress at 1.03 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.22 mm (kPa),Stress at 2.43 mm (kPa),Stress at 2.63 mm (kPa),Stress at 2.82 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.43 mm (kPa),Stress at 3.62 mm (kPa),Stress at 3.82 mm (kPa)
4656,124.62068,118.47911,107.34842,89.538791,71.365193,53.803993,39.646986,31.762225,23.994097,14.916525,9.792527,6.3651681,2.0025881,0,0,0,0,0,0,0
4657,124.0737,117.95909,106.87726,89.145792,71.051961,53.567839,39.472969,31.622816,23.888784,14.851054,9.7495462,6.3372304,1.9937984,0,0,0,0,0,0,0
4658,123.52673,117.43907,106.40609,88.752793,70.738728,53.331686,39.298953,31.483407,23.78347,14.785584,9.7065654,6.3092928,1.9850088,0,0,0,0,0,0,0
4659,122.97975,116.91905,105.93492,88.359795,70.425496,53.095532,39.124936,31.343998,23.678157,14.720113,9.6635846,6.2813551,1.9762191,0,0,0,0,0,0,0
4660,122.43277,116.39903,105.46375,87.966796,70.112264,52.859379,38.95092,31.204589,23.572843,14.654642,9.6206037,6.2534175,1.9674295,0,0,0,0,0,0,0
4661,121.88579,115.879,104.99259,87.573797,69.799032,52.623225,38.776904,31.06518,23.467529,14.589171,9.5776229,6.2254798,1.9586398,0,0,0,0,0,0,0
4662,121.33881,115.35898,104.52142,87.180798,69.4858,52.387072,38.602887,30.925771,23.362216,14.5237,9.5346421,6.1975422,1.9498502,0,0,0,0,0,0,0
4663,120.79183,114.83896,104.05025,86.7878,69.172567,52.150918,38.428871,30.786362,23.256902,14.45823,9.4916613,6.1696045,1.9410605,0,0,0,0,0,0,0
4664,120.24486,114.31894,103.57908,86.394801,68.859335,51.914764,38.254855,30.646953,23.151589,14.392759,9.4486804,6.1416669,1.9322709,0,0,0,0,0,0,0
4665,119.69788,113.79892,103.10791,86.001802,68.546103,51.678611,38.080838,30.507544,23.046275,14.327288,9.4056996,6.1137292,1.9234812,0,0,0,0,0,0,0
4666,119.1509,113.27889,102.63675,85.608803,68.232871,51.442457,37.906822,30.368135,22.940962,14.261817,9.3627188,6.0857916,1.9146916,0,0,0,0,0,0,0
4667,118.60392,112.75887,102.16558,85.215804,67.919639,51.206304,37.732805,30.228726,22.835648,14.196346,9.319738,6.0578539,1.9059019,0,0,0,0,0,0,0
4668,118.05694,112.23885,101.69441,84.822806,67.606406,50.97015,37.558789,30.089317,22.730334,14.130876,9.2767571,6.0299163,1.8971123,0,0,0,0,0,0,0
4669,117.50996,111.71883,101.22324,84.429807,67.293174,50.733997,37.384773,29.949908,22.625021,14.065405,9.2337763,6.0019787,1.8883226,0,0,0,0,0,0,0
4670,116.96299,111.19881,100.75208,84.036808,66.979942,50.497843,37.210756,29.810499,22.519707,13.999934,9.1907955,5.974041,1.879533,0,0,0,0,0,0,0
4671,116.41601,110.67878,100.28091,83.643809,66.66671,50.26169,37.03674,29.67109,22.414394,13.934463,9.1478147,5.9461034,1.8707433,0,0,0,0,0,0,0
4672,115.86903,110.15876,99.80974,83.250811,66.353478,50.025536,36.862724,29.531681,22.30908,13.868992,9.1048338,5.9181657,1.8619537,0,0,0,0,0,0,0
4673,115.32205,109.63874,99.338572,82.857812,66.040245,49.789383,36.688707,29.392272,22.203766,13.803522,9.061853,5.8902281,1.853164,0,0,0,0,0,0,0
4674,114.77507,109.11872,98.867404,82.464813,65.727013,49.553229,36.514691,29.252863,22.098453,13.738051,9.0188722,5.8622904,1.8443744,0,0,0,0,0,0,0
4675,114.2281,108.59869,98.396236,82.071814,65.413781,49.317075,36.340674,29.113454,21.993139,13.67258,8.9758914,5.8343528,1.8355847,0,0,0,0,0,0,0
4676,113.68112,108.07867,97.925068,81.678816,65.100549,49.080922,36.166658,28.974045,21.887826,13.607109,8.9329106,5.8064151,1.8267951,0,0,0,0,0,0,0
4677,113.13414,107.55865,97.4539,81.285817,64.787317,48.844768,35.992642,28.834635,21.782512,13.541638,8.8899297,5.7784775,1.8180054,0,0,0,0,0,0,0
4678,112.58716,107.03863,96.982733,80.892818,64.474084,48.608615,35.818625,28.695226,21.677199,13.476168,8.8469489,5.7505398,1.8092158,0,0,0,0,0,0,0
4679,112.04018,106.51861,96.511565,80.499819,64.160852,48.372461,35.644609,28.555817,21.571885,13.410697,8.8039681,5.7226022,1.8004261,0,0,0,0,0,0,0
4680,111.4932,105.99858,96.040397,80.106821,63.84762,48.136308,35.470592,28.416408,21.466571,13.345226,8.7609873,5.6946645,1.7916365,0,0,0,0,0,0,0
4681,110.94623,105.47856,95.569229,79.713822,63.534388,47.900154,35.296576,28.276999,21.361258,13.279755,8.7180064,5.6667269,1.7828468,0,0,0,0,0,0,0
4682,110.39925,104.95854,95.098061,79.320823,63.221156,47.664001,35.12256,28.13759,21.255944,13.214285,8.6750256,5.6387892,1.7740572,0,0,0,0,0,0,0
4683,109.85227,104.43852,94.626893,78.927824,62.907923,47.427847,34.948543,27.998181,21.150631,13.148814,8.6320448,5.6108516,1.7652675,0,0,0,0,0,0,0
4684,109.30529,103.9185,94.155726,78.534825,62.594691,47.191694,34.774527,27.858772,21.045317,13.083343,8.589064,5.5829139,1.7564779,0,0,0,0,0,0,0
4685,108.75831,103.39847,93.684558,78.141827,62.281459,46.95554,34.600511,27.719363,20.940004,13.017872,8.5460831,5.5549763,1.7476882,0,0,0,0,0,0,0
4686,108.21133,102.87845,93.21339,77.748828,61.968227,46.719386,34.426494,27.579954,20.83469,12.952401,8.5031023,5.5270386,1.7388986,0,0,0,0,0,0,0
4687,107.66436,102.35843,92.742222,77.355829,61.654995,46.483233,34.252478,27.440545,20.729376,12.886931,8.4601215,5.499101,1.7301089,0,0,0,0,0,0,0
4688,107.11738,101.83841,92.271054,76.96283,61.341762,46.247079,34.078461,27.301136,20.624063,12.82146,8.4171407,5.4711633,1.7213193,0,0,0,0,0,0,0
4689,106.5704,101.31839,91.799886,76.569832,61.02853,46.010926,33.904445,27.161727,20.518749,12.755989,8.3741598,5.4432257,1.7125296,0,0,0,0,0,0,0
4690,106.02342,100.79836,91.328719,76.176833,60.715298,45.774772,33.730429,27.022318,20.413436,12.690518,8.331179,5.4152881,1.70374,0,0,0,0,0,0,0
4691,105.47644,100.27834,90.857551,75.783834,60.402066,45.538619,33.556412,26.882909,20.308122,12.625047,8.2881982,5.3873504,1.6949503,0,0,0,0,0,0,0
4692,104.92946,99.75832,90.386383,75.390835,60.088834,45.302465,33.382396,26.7435,20.202808,12.559577,8.2452174,5.3594128,1.6861607,0,0,0,0,0,0,0
4693,104.38249,99.238298,89.915215,74.997837,59.775601,45.066312,33.20838,26.604091,20.097495,12.494106,8.2022365,5.3314751,1.677371,0,0,0,0,0,0,0
4694,103.83551,98.718276,89.444047,74.604838,59.462369,44.830158,33.034363,26.464682,19.992181,12.428635,8.1592557,5.3035375,1.6685814,0,0,0,0,0,0,0
4695,103.28853,98.198254,88.972879,74.211839,59.149137,44.594005,32.860347,26.325273,19.886868,12.363164,8.1162749,5.2755998,1.6597917,0,0,0,0,0,0,0
4696,102.74155,97.678232,88.501712,73.81884,58.835905,44.357851,32.68633,26.185864,19.781554,12.297693,8.0732941,5.2476622,1.6510021,0,0,0,0,0,0,0
4697,102.19457,97.15821,88.030544,73.425842,58.522673,44.121698,32.512314,26.046455,19.676241,12.232223,8.0303132,5.2197245,1.6422124,0,0,0,0,0,0,0
4698,101.64759,96.638188,87.559376,73.032843,58.20944,43.885544,32.338298,25.907046,19.570927,12.166752,7.9873324,5.1917869,1.6334228,0,0,0,0,0,0,0
4699,101.10062,96.118166,87.088208,72.639844,57.896208,43.64939,32.164281,25.767637,19.465613,12.101281,7.9443516,5.1638492,1.6246331,0,0,0,0,0,0,0
4700,100.55364,95.598144,86.61704,72.246845,57.582976,43.413237,31.990265,25.628228,19.3603,12.03581,7.9013708,5.1359116,1.6158435,0,0,0,0,0,0,0
4701,100.00666,95.078122,86.145872,71.853846,57.269744,43.177083,31.816248,25.488819,19.254986,11.970339,7.85839,5.1079739,1.6070538,0,0,0,0,0,0,0
4702,99.459682,94.5581,85.674705,71.460848,56.956512,42.94093,31.642232,25.34941,19.149673,11.904869,7.8154091,5.0800363,1.5982642,0,0,0,0,0,0,0
4703,98.912703,94.038078,85.203537,71.067849,56.643279,42.704776,31.468216,25.210001,19.044359,11.839398,7.7724283,5.0520986,1.5894745,0,0,0,0,0,0,0
4704,98.365725,93.518055,84.732369,70.67485,56.330047,42.468623,31.294199,25.070592,18.939045,11.773927,7.7294475,5.024161,1.5806849,0,0,0,0,0,0,0
4705,97.818747,92.998033,84.261201,70.281851,56.016815,42.232469,31.120183,24.931183,18.833732,11.708456,7.6864667,4.9962233,1.5718952,0,0,0,0,0,0,0
4706,97.271768,92.478011,83.790033,69.888853,55.703583,41.996316,30.946167,24.791774,18.728418,11.642985,7.6434858,4.9682857,1.5631056,0,0,0,0,0,0,0
4707,96.72479,91.957989,83.318865,69.495854,55.390351,41.760162,30.77215,24.652365,18.623105,11.577515,7.600505,4.940348,1.5543159,0,0,0,0,0,0,0
4708,96.177812,91.437967,82.847697,69.102855,55.077118,41.524009,30.598134,24.512956,18.517791,11.512044,7.5575242,4.9124104,1.5455263,0,0,0,0,0,0,0
4709,95.630834,90.917945,82.37653,68.709856,54.763886,41.287855,30.424117,24.373547,18.412478,11.446573,7.5145434,4.8844728,1.5367366,0,0,0,0,0,0,0
4710,95.083855,90.397923,81.905362,68.316858,54.450654,41.051701,30.250101,24.234138,18.307164,11.381102,7.4715625,4.8565351,1.527947,0,0,0,0,0,0,0
4711,94.536877,89.877901,81.434194,67.923859,54.137422,40.815548,30.076085,24.094729,18.20185,11.315631,7.4285817,4.8285975,1.5191573,0,0,0,0,0,0,0
4712,93.989899,89.357879,80.963026,67.53086,53.82419,40.579394,29.902068,23.95532,18.096537,11.250161,7.3856009,4.8006598,1.5103677,0,0,0,0,0,0,0
4713,93.44292,88.837857,80.491858,67.137861,53.510957,40.343241,29.728052,23.815911,17.991223,11.18469,7.3426201,4.7727222,1.501578,0,0,0,0,0,0,0
4714,92.895942,88.317835,80.02069,66.744863,53.197725,40.107087,29.554036,23.676502,17.88591,11.119219,7.2996392,4.7447845,1.4927884,0,0,0,0,0,0,0
4715,92.348964,87.797813,79.549523,66.351864,52.884493,39.870934,29.380019,23.537093,17.780596,11.053748,7.2566584,4.7168469,1.4839987,0,0,0,0,0,0,0
4716,91.801986,87.277791,79.078355,65.958865,52.571261,39.63478,29.206003,23.397684,17.675283,10.988277,7.2136776,4.6889092,1.4752091,0,0,0,0,0,0,0
4717,91.255007,86.757769,78.607187,65.565866,52.258029,39.398627,29.031986,23.258275,17.569969,10.922807,7.1706968,4.6609716,1.4664194,0,0,0,0,0,0,0
4718,90.708029,86.237747,78.136019,65.172868,51.944796,39.162473,28.85797,23.118866,17.464655,10.857336,7.1277159,4.6330339,1.4576298,0,0,0,0,0,0,0
4719,90.161051,85.717725,77.664851,64.779869,51.631564,38.92632,28.683954,22.979457,17.359342,10.791865,7.0847351,4.6050963,1.4488401,0,0,0,0,0,0,0
4720,89.614072,85.197703,77.193683,64.38687,51.318332,38.690166,28.509937,22.840048,17.254028,10.726394,7.0417543,4.5771586,1.4400505,0,0,0,0,0,0,0
4721,89.067094,84.677681,76.722516,63.993871,51.0051,38.454013,28.335921,22.700639,17.148715,10.660923,6.9987735,4.549221,1.4312608,0,0,0,0,0,0,0
4722,88.520116,84.157659,76.251348,63.600872,50.691868,38.217859,28.161904,22.56123,17.043401,10.595453,6.9557926,4.5212833,1.4224712,0,0,0,0,0,0,0
4723,87.973138,83.637637,75.78018,63.207874,50.378635,37.981705,27.987888,22.421821,16.938087,10.529982,6.9128118,4.4933457,1.4136815,0,0,0,0,0,0,0
4724,87.426159,83.117615,75.309012,62.814875,50.065403,37.745552,27.813872,22.282412,16.832774,10.464511,6.869831,4.465408,1.4048919,0,0,0,0,0,0,0
4725,86.879181,82.597593,74.837844,62.421876,49.752171,37.509398,27.639855,22.143003,16.72746,10.39904,6.8268502,4.4374704,1.3961022,0,0,0,0,0,0,0
4726,86.332203,82.07757,74.366676,62.028877,49.438939,37.273245,27.465839,22.003593,16.622147,10.333569,6.7838693,4.4095327,1.3873126,0,0,0,0,0,0,0
4727,85.785224,81.557548,73.895509,61.635879,49.125707,37.037091,27.291823,21.864184,16.516833,10.268099,6.7408885,4.3815951,1.3785229,0,0,0,0,0,0,0
4728,85.238246,81.037526,73.424341,61.24288,48.812474,36.800938,27.117806,21.724775,16.41152,10.202628,6.6979077,4.3536574,1.3697333,0,0,0,0,0,0,0
4729,84.691268,80.517504,72.953173,60.849881,48.499242,36.564784,26.94379,21.585366,16.306206,10.137157,6.6549269,4.3257198,1.3609436,0,0,0,0,0,0,0
4730,84.14429,79.997482,72.482005,60.456882,48.18601,36.328631,26.769773,21.445957,16.200892,10.071686,6.6119461,4.2977822,1.352154,0,0,0,0,0,0,0
4731,83.597311,79.47746,72.010837,60.063884,47.872778,36.092477,26.595757,21.306548,16.095579,10.006215,6.5689652,4.2698445,1.3433643,0,0,0,0,0,0,0
4732,83.050333,78.957438,71.539669,59.670885,47.559546,35.856324,26.421741,21.167139,15.990265,9.9407447,6.5259844,4.2419069,1.3345747,0,0,0,0,0,0,0
4733,82.503355,78.437416,71.068502,59.277886,47.246313,35.62017,26.247724,21.02773,15.884952,9.8752739,6.4830036,4.2139692,1.325785,0,0,0,0,0,0,0
4734,81.956376,77.917394,70.597334,58.884887,46.933081,35.384016,26.073708,20.888321,15.779638,9.8098031,6.4400228,4.1860316,1.3169954,0,0,0,0,0,0,0
4735,81.409398,77.397372,70.126166,58.491889,46.619849,35.147863,25.899692,20.748912,15.674325,9.7443323,6.3970419,4.1580939,1.3082057,0,0,0,0,0,0,0
4736,80.86242,76.87735,69.654998,58.09889,46.306617,34.911709,25.725675,20.609503,15.569011,9.6788615,6.3540611,4.1301563,1.2994161,0,0,0,0,0,0,0
4737,80.315442,76.357328,69.18383,57.705891,45.993385,34.675556,25.551659,20.470094,15.463697,9.6133907,6.3110803,4.1022186,1.2906264,0,0,0,0,0,0,0
4738,79.768463,75.837306,68.712662,57.312892,45.680152,34.439402,25.377642,20.330685,15.358384,9.5479199,6.2680995,4.074281,1.2818368,0,0,0,0,0,0,0
4739,79.221485,75.317284,68.241495,56.919893,45.36692,34.203249,25.203626,20.191276,15.25307,9.4824491,6.2251186,4.0463433,1.2730471,0,0,0,0,0,0,0
4740,78.674507,74.797262,67.770327,56.526895,45.053688,33.967095,25.02961,20.051867,15.147757,9.4169783,6.1821378,4.0184057,1.2642575,0,0,0,0,0,0,0
4741,78.127528,74.27724,67.299159,56.133896,44.740456,33.730942,24.855593,19.912458,15.042443,9.3515075,6.139157,3.990468,1.2554678,0,0,0,0,0,0,0
4742,77.58055,73.757218,66.827991,55.740897,44.427224,33.494788,24.681577,19.773049,14.937129,9.2860367,6.0961762,3.9625304,1.2466782,0,0,0,0,0,0,0
4743,77.033572,73.237196,66.356823,55.347898,44.113991,33.258635,24.50756,19.63364,14.831816,9.2205659,6.0531953,3.9345927,1.2378885,0,0,0,0,0,0,0
4744,76.486594,72.717174,65.885655,54.9549,43.800759,33.022481,24.333544,19.494231,14.726502,9.1550951,6.0102145,3.9066551,1.2290989,0,0,0,0,0,0,0
4745,75.939615,72.197152,65.414488,54.561901,43.487527,32.786327,24.159528,19.354822,14.621189,9.0896243,5.9672337,3.8787174,1.2203092,0,0,0,0,0,0,0
4746,75.392637,71.67713,64.94332,54.168902,43.174295,32.550174,23.985511,19.215413,14.515875,9.0241535,5.9242529,3.8507798,1.2115196,0,0,0,0,0,0,0
4747,74.845659,71.157108,64.472152,53.775903,42.861063,32.31402,23.811495,19.076004,14.410562,8.9586827,5.881272,3.8228421,1.2027299,0,0,0,0,0,0,0
4748,74.29868,70.637085,64.000984,53.382905,42.54783,32.077867,23.637479,18.936595,14.305248,8.8932119,5.8382912,3.7949045,1.1939403,0,0,0,0,0,0,0
4749,73.751702,70.117063,63.529816,52.989906,42.234598,31.841713,23.463462,18.797186,14.199934,8.8277411,5.7953104,3.7669668,1.1851506,0,0,0,0,0,0,0
4750,73.204724,69.597041,63.058648,52.596907,41.921366,31.60556,23.289446,18.657777,14.094621,8.7622703,5.7523296,3.7390292,1.176361,0,0,0,0,0,0,0
4751,72.829932,69.24072,62.735802,52.327622,41.706738,31.443746,23.170209,18.562253,14.022459,8.7174094,5.7228789,3.7198862,1.1703382,0,0,0,0,0,0,0
4752,72.455139,68.884398,62.412955,52.058337,41.492109,31.281932,23.050972,18.466729,13.950298,8.6725485,5.6934282,3.7007432,1.1643155,0,0,0,0,0,0,0
4753,72.080347,68.528076,62.090108,51.789053,41.277481,31.120119,22.931735,18.371206,13.878137,8.6276875,5.6639775,3.6816001,1.1582928,0,0,0,0,0,0,0
4754,71.705554,68.171754,61.767262,51.519768,41.062853,30.958305,22.812498,18.275682,13.805975,8.5828266,5.6345268,3.6624571,1.1522701,0,0,0,0,0,0,0
4755,71.330762,67.815432,61.444415,51.250483,40.848224,30.796492,22.693261,18.180158,13.733814,8.5379657,5.6050761,3.6433141,1.1462474,0,0,0,0,0,0,0
4756,70.955969,67.45911,61.121568,50.981198,40.633596,30.634678,22.574024,18.084634,13.661652,8.4931047,5.5756254,3.6241711,1.1402247,0,0,0,0,0,0,0
4757,70.581177,67.102788,60.798722,50.711913,40.418967,30.472864,22.454787,17.98911,13.589491,8.4482438,5.5461748,3.605028,1.134202,0,0,0,0,0,0,0
4758,70.206385,66.746467,60.475875,50.442628,40.204339,30.311051,22.33555,17.893587,13.517329,8.4033829,5.5167241,3.585885,1.1281792,0,0,0,0,0,0,0
4759,69.831592,66.390145,60.153028,50.173344,39.989711,30.149237,22.216313,17.798063,13.445168,8.3585219,5.4872734,3.566742,1.1221565,0,0,0,0,0,0,0
4760,69.4568,66.033823,59.830181,49.904059,39.775082,29.987423,22.097076,17.702539,13.373007,8.313661,5.4578227,3.547599,1.1161338,0,0,0,0,0,0,0
4761,69.082007,65.677501,59.507335,49.634774,39.560454,29.82561,21.977839,17.607015,13.300845,8.2688,5.428372,3.5284559,1.1101111,0,0,0,0,0,0,0
4762,68.707215,65.321179,59.184488,49.365489,39.345826,29.663796,21.858602,17.511491,13.228684,8.2239391,5.3989213,3.5093129,1.1040884,0,0,0,0,0,0,0
4763,68.332423,64.964857,58.861641,49.096204,39.131197,29.501982,21.739366,17.415968,13.156522,8.1790782,5.3694706,3.4901699,1.0980657,0,0,0,0,0,0,0
4764,67.95763,64.608535,58.538795,48.826919,38.916569,29.340169,21.620129,17.320444,13.084361,8.1342172,5.3400199,3.4710269,1.092043,0,0,0,0,0,0,0
4765,67.582838,64.252214,58.215948,48.557635,38.701941,29.178355,21.500892,17.22492,13.0122,8.0893563,5.3105693,3.4518838,1.0860202,0,0,0,0,0,0,0
4766,67.208045,63.895892,57.893101,48.28835,38.487312,29.016541,21.381655,17.129396,12.940038,8.0444954,5.2811186,3.4327408,1.0799975,0,0,0,0,0,0,0
4767,66.833253,63.53957,57.570255,48.019065,38.272684,28.854728,21.262418,17.033872,12.867877,7.9996344,5.2516679,3.4135978,1.0739748,0,0,0,0,0,0,0
4768,66.458461,63.183248,57.247408,47.74978,38.058055,28.692914,21.143181,16.938349,12.795715,7.9547735,5.2222172,3.3944548,1.0679521,0,0,0,0,0,0,0
4769,66.083668,62.826926,56.924561,47.480495,37.843427,28.5311,21.023944,16.842825,12.723554,7.9099126,5.1927665,3.3753118,1.0619294,0,0,0,0,0,0,0
4770,65.708876,62.470604,56.601715,47.21121,37.628799,28.369287,20.904707,16.747301,12.651392,7.8650516,5.1633158,3.3561687,1.0559067,0,0,0,0,0,0,0
4771,65.334083,62.114282,56.278868,46.941926,37.41417,28.207473,20.78547,16.651777,12.579231,7.8201907,5.1338651,3.3370257,1.049884,0,0,0,0,0,0,0
4772,64.959291,61.757961,55.956021,46.672641,37.199542,28.045659,20.666233,16.556253,12.50707,7.7753298,5.1044144,3.3178827,1.0438612,0,0,0,0,0,0,0
4773,64.584498,61.401639,55.633175,46.403356,36.984914,27.883846,20.546996,16.46073,12.434908,7.7304688,5.0749638,3.2987397,1.0378385,0,0,0,0,0,0,0
4774,64.209706,61.045317,55.310328,46.134071,36.770285,27.722032,20.427759,16.365206,12.362747,7.6856079,5.0455131,3.2795966,1.0318158,0,0,0,0,0,0,0
4775,63.834914,60.688995,54.987481,45.864786,36.555657,27.560218,20.308522,16.269682,12.290585,7.6407469,5.0160624,3.2604536,1.0257931,0,0,0,0,0,0,0
4776,63.460121,60.332673,54.664634,45.595502,36.341029,27.398405,20.189285,16.174158,12.218424,7.595886,4.9866117,3.2413106,1.0197704,0,0,0,0,0,0,0
4777,63.085329,59.976351,54.341788,45.326217,36.1264,27.236591,20.070048,16.078634,12.146262,7.5510251,4.957161,3.2221676,1.0137477,0,0,0,0,0,0,0
4778,62.710536,59.62003,54.018941,45.056932,35.911772,27.074777,19.950811,15.983111,12.074101,7.5061641,4.9277103,3.2030245,1.007725,0,0,0,0,0,0,0
4779,62.335744,59.263708,53.696094,44.787647,35.697144,26.912964,19.831574,15.887587,12.00194,7.4613032,4.8982596,3.1838815,1.0017022,0,0,0,0,0,0,0
4780,61.960952,58.907386,53.373248,44.518362,35.482515,26.75115,19.712338,15.792063,11.929778,7.4164423,4.8688089,3.1647385,0.99567953,0,0,0,0,0,0,0
4781,61.586159,58.551064,53.050401,44.249077,35.267887,26.589336,19.593101,15.696539,11.857617,7.3715813,4.8393583,3.1455955,0.98965681,0,0,0,0,0,0,0
4782,61.211367,58.194742,52.727554,43.979793,35.053258,26.427523,19.473864,15.601015,11.785455,7.3267204,4.8099076,3.1264524,0.9836341,0,0,0,0,0,0,0
4783,60.836574,57.83842,52.404708,43.710508,34.83863,26.265709,19.354627,15.505492,11.713294,7.2818595,4.7804569,3.1073094,0.97761138,0,0,0,0,0,0,0
4784,60.461782,57.482098,52.081861,43.441223,34.624002,26.103896,19.23539,15.409968,11.641133,7.2369985,4.7510062,3.0881664,0.97158867,0,0,0,0,0,0,0
4785,60.08699,57.125777,51.759014,43.171938,34.409373,25.942082,19.116153,15.314444,11.568971,7.1921376,4.7215555,3.0690234,0.96556595,0,0,0,0,0,0,0
4786,59.712197,56.769455,51.436168,42.902653,34.194745,25.780268,18.996916,15.21892,11.49681,7.1472767,4.6921048,3.0498803,0.95954324,0,0,0,0,0,0,0
4787,59.337405,56.413133,51.113321,42.633368,33.980117,25.618455,18.877679,15.123396,11.424648,7.1024157,4.6626541,3.0307373,0.95352052,0,0,0,0,0,0,0
4788,58.962612,56.056811,50.790474,42.364084,33.765488,25.456641,18.758442,15.027873,11.352487,7.0575548,4.6332034,3.0115943,0.94749781,0,0,0,0,0,0,0
4789,58.58782,55.700489,50.467627,42.094799,33.55086,25.294827,18.639205,14.932349,11.280325,7.0126938,4.6037528,2.9924513,0.94147509,0,0,0,0,0,0,0
4790,58.213028,55.344167,50.144781,41.825514,33.336232,25.133014,18.519968,14.836825,11.208164,6.9678329,4.5743021,2.9733083,0.93545238,0,0,0,0,0,0,0
4791,57.838235,54.987845,49.821934,41.556229,33.121603,24.9712,18.400731,14.741301,11.136003,6.922972,4.5448514,2.9541652,0.92942966,0,0,0,0,0,0,0
4792,57.463443,54.631524,49.499087,41.286944,32.906975,24.809386,18.281494,14.645778,11.063841,6.878111,4.5154007,2.9350222,0.92340695,0,0,0,0,0,0,0
4793,57.08865,54.275202,49.176241,41.017659,32.692347,24.647573,18.162257,14.550254,10.99168,6.8332501,4.48595,2.9158792,0.91738424,0,0,0,0,0,0,0
4794,56.713858,53.91888,48.853394,40.748375,32.477718,24.485759,18.04302,14.45473,10.919518,6.7883892,4.4564993,2.8967362,0.91136152,0,0,0,0,0,0,0
4795,56.339065,53.562558,48.530547,40.47909,32.26309,24.323945,17.923783,14.359206,10.847357,6.7435282,4.4270486,2.8775931,0.90533881,0,0,0,0,0,0,0
4796,55.964273,53.206236,48.207701,40.209805,32.048461,24.162132,17.804546,14.263682,10.775195,6.6986673,4.3975979,2.8584501,0.89931609,0,0,0,0,0,0,0
4797,55.589481,52.849914,47.884854,39.94052,31.833833,24.000318,17.685309,14.168159,10.703034,6.6538064,4.3681472,2.8393071,0.89329338,0,0,0,0,0,0,0
4798,55.214688,52.493592,47.562007,39.671235,31.619205,23.838504,17.566073,14.072635,10.630873,6.6089454,4.3386966,2.8201641,0.88727066,0,0,0,0,0,0,0
4799,54.839896,52.137271,47.239161,39.40195,31.404576,23.676691,17.446836,13.977111,10.558711,6.5640845,4.3092459,2.801021,0.88124795,0,0,0,0,0,0,0
4800,54.465103,51.780949,46.916314,39.132666,31.189948,23.514877,17.327599,13.881587,10.48655,6.5192236,4.2797952,2.781878,0.87522523,0,0,0,0,0,0,0
4801,54.090311,51.424627,46.593467,38.863381,30.97532,23.353063,17.208362,13.786063,10.414388,6.4743626,4.2503445,2.762735,0.86920252,0,0,0,0,0,0,0
4802,53.715519,51.068305,46.270621,38.594096,30.760691,23.19125,17.089125,13.69054,10.342227,6.4295017,4.2208938,2.743592,0.8631798,0,0,0,0,0,0,0
4803,53.340726,50.711983,45.947774,38.324811,30.546063,23.029436,16.969888,13.595016,10.270066,6.3846407,4.1914431,2.7244489,0.85715709,0,0,0,0,0,0,0
4804,52.965934,50.355661,45.624927,38.055526,30.331435,22.867622,16.850651,13.499492,10.197904,6.3397798,4.1619924,2.7053059,0.85113437,0,0,0,0,0,0,0
4805,52.591141,49.999339,45.30208,37.786241,30.116806,22.705809,16.731414,13.403968,10.125743,6.2949189,4.1325417,2.6861629,0.84511166,0,0,0,0,0,0,0
4806,52.216349,49.643018,44.979234,37.516957,29.902178,22.543995,16.612177,13.308444,10.053581,6.2500579,4.1030911,2.6670199,0.83908895,0,0,0,0,0,0,0
4807,51.841557,49.286696,44.656387,37.247672,29.687549,22.382181,16.49294,13.212921,9.9814198,6.205197,4.0736404,2.6478768,0.83306623,0,0,0,0,0,0,0
4808,51.466764,48.930374,44.33354,36.978387,29.472921,22.220368,16.373703,13.117397,9.9092584,6.1603361,4.0441897,2.6287338,0.82704352,0,0,0,0,0,0,0
4809,51.091972,48.574052,44.010694,36.709102,29.258293,22.058554,16.254466,13.021873,9.837097,6.1154751,4.014739,2.6095908,0.8210208,0,0,0,0,0,0,0
4810,50.717179,48.21773,43.687847,36.439817,29.043664,21.896741,16.135229,12.926349,9.7649356,6.0706142,3.9852883,2.5904478,0.81499809,0,0,0,0,0,0,0
4811,50.342387,47.861408,43.365,36.170533,28.829036,21.734927,16.015992,12.830825,9.6927741,6.0257533,3.9558376,2.5713048,0.80897537,0,0,0,0,0,0,0
4812,49.967595,47.505087,43.042154,35.901248,28.614408,21.573113,15.896755,12.735302,9.6206127,5.9808923,3.9263869,2.5521617,0.80295266,0,0,0,0,0,0,0
4813,49.592802,47.148765,42.719307,35.631963,28.399779,21.4113,15.777518,12.639778,9.5484513,5.9360314,3.8969362,2.5330187,0.79692994,0,0,0,0,0,0,0
4814,49.21801,46.792443,42.39646,35.362678,28.185151,21.249486,15.658281,12.544254,9.4762899,5.8911704,3.8674856,2.5138757,0.79090723,0,0,0,0,0,0,0
4815,48.843217,46.436121,42.073614,35.093393,27.970523,21.087672,15.539044,12.44873,9.4041285,5.8463095,3.8380349,2.4947327,0.78488451,0,0,0,0,0,0,0
