Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa)
11,-3.8976717,0,0,0,0,0,0,0,0,0,0,-0.013342236,-1.3629065,-0.00090153108,0,0,0,-0.026407301,0,0
12,-3.8071262,0,0,0,0,0,0,0,0,0,0,-0.013032287,-1.3312453,-0.00088058793,0,0,0,-0.025793842,0,0
13,-3.7165808,0,0,0,0,0,0,0,0,0,0,-0.012722338,-1.2995841,-0.00085964478,0,0,0,-0.025180383,0,0
14,-3.6260353,0,0,0,0,0,0,0,0,0,0,-0.012412389,-1.2679229,-0.00083870162,0,0,0,-0.024566924,0,0
15,-3.5354899,0,0,0,0,0,0,0,0,0,0,-0.01210244,-1.2362617,-0.00081775847,0,0,0,-0.023953465,0,0
16,-3.4449444,0,0,0,0,0,0,0,0,0,0,-0.011792491,-1.2046005,-0.00079681531,0,0,0,-0.023340007,0,0
17,-3.354399,0,0,0,0,0,0,0,0,0,0,-0.011482543,-1.1729393,-0.00077587216,0,0,0,-0.022726548,0,0
18,-3.2638535,0,0,0,0,0,0,0,0,0,0,-0.011172594,-1.1412781,-0.00075492901,0,0,0,-0.022113089,0,0
19,-3.1733081,0,0,0,0,0,0,0,0,0,0,-0.010862645,-1.1096169,-0.00073398585,0,0,0,-0.02149963,0,0
20,-3.0827626,0,0,0,0,0,0,0,0,0,0,-0.010552696,-1.0779557,-0.0007130427,0,0,0,-0.020886172,0,0
21,-2.9922172,0,0,0,0,0,0,0,0,0,0,-0.010242747,-1.0462945,-0.00069209954,0,0,0,-0.020272713,0,0
22,-2.9016717,0,0,0,0,0,0,0,0,0,0,-0.0099327986,-1.0146332,-0.00067115639,0,0,0,-0.019659254,0,0
23,-2.8111263,0,0,0,0,0,0,0,0,0,0,-0.0096228498,-0.98297204,-0.00065021324,0,0,0,-0.019045795,0,0
24,-2.7205808,0,0,0,0,0,0,0,0,0,0,-0.0093129009,-0.95131084,-0.00062927008,0,0,0,-0.018432336,0,0
25,-2.6300354,0,0,0,0,0,0,0,0,0,0,-0.0090029521,-0.91964963,-0.00060832693,0,0,0,-0.017818878,0,0
26,-2.5394899,0,0,0,0,0,0,0,0,0,0,-0.0086930033,-0.88798842,-0.00058738377,0,0,0,-0.017205419,0,0
27,-2.4489445,0,0,0,0,0,0,0,0,0,0,-0.0083830545,-0.85632722,-0.00056644062,0,0,0,-0.01659196,0,0
28,-2.358399,0,0,0,0,0,0,0,0,0,0,-0.0080731057,-0.82466601,-0.00054549746,0,0,0,-0.015978501,0,0
29,-2.2678536,0,0,0,0,0,0,0,0,0,0,-0.0077631568,-0.79300481,-0.00052455431,0,0,0,-0.015365042,0,0
30,-2.1773081,0,0,0,0,0,0,0,0,0,0,-0.007453208,-0.7613436,-0.00050361116,0,0,0,-0.014751584,0,0
31,-2.0867627,0,0,0,0,0,0,0,0,0,0,-0.0071432592,-0.7296824,-0.000482668,0,0,0,-0.014138125,0,0
32,-1.9962172,0,0,0,0,0,0,0,0,0,0,-0.0068333104,-0.69802119,-0.00046172485,0,0,0,-0.013524666,0,0
33,-1.9056718,0,0,0,0,0,0,0,0,0,0,-0.0065233616,-0.66635999,-0.00044078169,0,0,0,-0.012911207,0,0
34,-1.8151263,0,0,0,0,0,0,0,0,0,0,-0.0062134127,-0.63469878,-0.00041983854,0,0,0,-0.012297749,0,0
35,-1.7245808,0,0,0,0,0,0,0,0,0,0,-0.0059034639,-0.60303757,-0.00039889539,0,0,0,-0.01168429,0,0
36,-1.6340354,0,0,0,0,0,0,0,0,0,0,-0.0055935151,-0.57137637,-0.00037795223,0,0,0,-0.011070831,0,0
37,-1.5434899,0,0,0,0,0,0,0,0,0,0,-0.0052835663,-0.53971516,-0.00035700908,0,0,0,-0.010457372,0,0
38,-1.4529445,0,0,0,0,0,0,0,0,0,0,-0.0049736174,-0.50805396,-0.00033606592,0,0,0,-0.0098439133,0,0
39,-1.362399,0,0,0,0,0,0,0,0,0,0,-0.0046636686,-0.47639275,-0.00031512277,0,0,0,-0.0092304546,0,0
40,-1.2718536,0,0,0,0,0,0,0,0,0,0,-0.0043537198,-0.44473155,-0.00029417962,0,0,0,-0.0086169958,0,0
41,-1.1813081,0,0,0,0,0,0,0,0,0,0,-0.004043771,-0.41307034,-0.00027323646,0,0,0,-0.008003537,0,0
42,-1.0907627,0,0,0,0,0,0,0,0,0,0,-0.0037338222,-0.38140913,-0.00025229331,0,0,0,-0.0073900782,0,0
43,-1.0002172,0,0,0,0,0,0,0,0,0,0,-0.0034238733,-0.34974793,-0.00023135015,0,0,0,-0.0067766194,0,0
44,-0.90967179,0,0,0,0,0,0,0,0,0,0,-0.0031139245,-0.31808672,-0.000210407,0,0,0,-0.0061631606,0,0
45,-0.81912634,0,0,0,0,0,0,0,0,0,0,-0.0028039757,-0.28642552,-0.00018946385,0,0,0,-0.0055497018,0,0
46,-0.72858089,0,0,0,0,0,0,0,0,0,0,-0.0024940269,-0.25476431,-0.00016852069,0,0,0,-0.004936243,0,0
47,-0.63803544,0,0,0,0,0,0,0,0,0,0,-0.0021840781,-0.22310311,-0.00014757754,0,0,0,-0.0043227843,0,0
48,-0.54748999,0,0,0,0,0,0,0,0,0,0,-0.0018741292,-0.1914419,-0.00012663438,0,0,0,-0.0037093255,0,0
49,-0.45694454,0,0,0,0,0,0,0,0,0,0,-0.0015641804,-0.1597807,-0.00010569123,0,0,0,-0.0030958667,0,0
50,-0.36639909,0,0,0,0,0,0,0,0,0,0,-0.0012542316,-0.12811949,-8.4748075e-05,0,0,0,-0.0024824079,0,0
51,-0.27585364,0,0,0,0,0,0,0,0,0,0,-0.00094428278,-0.096458284,-6.380492e-05,0,0,0,-0.0018689491,0,0
52,-0.18530819,0,0,0,0,0,0,0,0,0,0,-0.00063433396,-0.064797078,-4.2861766e-05,0,0,0,-0.0012554903,0,0
53,-0.094762738,0,0,0,0,0,0,0,0,0,0,-0.00032438514,-0.033135873,-2.1918612e-05,0,0,0,-0.00064203153,0,0
54,-0.0042172873,0,0,0,0,0,0,0,0,0,0,-1.4436321e-05,-0.0014746671,-9.7545815e-07,0,0,0,-2.8572744e-05,0,0
55,0.086328163,0,0,0,0,0,0,0,0,0,0,0.0002955125,0.030186538,1.9967696e-05,0,0,0,0.00058488604,0,0
56,0.17687361,0,0,0,0,0,0,0,0,0,0,0.00060546132,0.061847744,4.091085e-05,0,0,0,0.0011983448,0,0
57,0.26741906,0,0,0,0,0,0,0,0,0,0,0.00091541014,0.09350895,6.1854004e-05,0,0,0,0.0018118036,0,0
58,0.35796452,0,0,0,0,0,0,0,0,0,0,0.001225359,0.12517016,8.2797158e-05,0,0,0,0.0024252624,0,0
59,0.44850997,0,0,0,0,0,0,0,0,0,0,0.0015353078,0.15683136,0.00010374031,0,0,0,0.0030387212,0,0
60,0.53905542,0,0,0,0,0,0,0,0,0,0,0.0018452566,0.18849257,0.00012468347,0,0,0,0.00365218,0,0
61,0.62960087,0,0,0,0,0,0,0,0,0,0,0.0021552054,0.22015377,0.00014562662,0,0,0,0.0042656388,0,0
62,0.72014632,0,0,0,0,0,0,0,0,0,0,0.0024651542,0.25181498,0.00016656977,0,0,0,0.0048790976,0,0
63,0.81069177,0,0,0,0,0,0,0,0,0,0,0.0027751031,0.28347618,0.00018751293,0,0,0,0.0054925563,0,0
64,0.90123722,0,0,0,0,0,0,0,0,0,0,0.0030850519,0.31513739,0.00020845608,0,0,0,0.0061060151,0,0
65,0.99178267,0,0,0,0,0,0,0,0,0,0,0.0033950007,0.34679859,0.00022939924,0,0,0,0.0067194739,0,0
66,1.0823281,0,0,0,0,0,0,0,0,0,0,0.0037049495,0.3784598,0.00025034239,0,0,0,0.0073329327,0,0
67,1.1728736,0,0,0,0,0,0,0,0,0,0,0.0040148983,0.41012101,0.00027128555,0,0,0,0.0079463915,0,0
68,1.263419,0,0,0,0,0,0,0,0,0,0,0.0043248472,0.44178221,0.0002922287,0,0,0,0.0085598503,0,0
69,1.3539645,0,0,0,0,0,0,0,0,0,0,0.004634796,0.47344342,0.00031317185,0,0,0,0.0091733091,0,0
70,1.4445099,0,0,0,0,0,0,0,0,0,0,0.0049447448,0.50510462,0.00033411501,0,0,0,0.0097867679,0,0
71,1.5350554,0,0,0,0,0,0,0,0,0,0,0.0052546936,0.53676583,0.00035505816,0,0,0,0.010400227,0,0
72,1.6256008,0,0,0,0,0,0,0,0,0,0,0.0055646424,0.56842703,0.00037600132,0,0,0,0.011013685,0,0
73,1.7161463,0,0,0,0,0,0,0,0,0,0,0.0058745913,0.60008824,0.00039694447,0,0,0,0.011627144,0,0
74,1.8066917,0,0,0,0,0,0,0,0,0,0,0.0061845401,0.63174945,0.00041788762,0,0,0,0.012240603,0,0
75,1.8972372,0,0,0,0,0,0,0,0,0,0,0.0064944889,0.66341065,0.00043883078,0,0,0,0.012854062,0,0
76,1.9877826,0,0,0,0,0,0,0,0,0,0,0.0068044377,0.69507186,0.00045977393,0,0,0,0.013467521,0,0
77,2.0783281,0,0,0,0,0,0,0,0,0,0,0.0071143865,0.72673306,0.00048071709,0,0,0,0.014080979,0,0
78,2.1688735,0,0,0,0,0,0,0,0,0,0,0.0074243354,0.75839427,0.00050166024,0,0,0,0.014694438,0,0
79,2.259419,0,0,0,0,0,0,0,0,0,0,0.0077342842,0.79005547,0.00052260339,0,0,0,0.015307897,0,0
80,2.3499644,0,0,0,0,0,0,0,0,0,0,0.008044233,0.82171668,0.00054354655,0,0,0,0.015921356,0,0
81,2.4405099,0,0,0,0,0,0,0,0,0,0,0.0083541818,0.85337788,0.0005644897,0,0,0,0.016534815,0,0
82,2.5310553,0,0,0,0,0,0,0,0,0,0,0.0086641307,0.88503909,0.00058543286,0,0,0,0.017148273,0,0
83,2.6216008,0,0,0,0,0,0,0,0,0,0,0.0089740795,0.9167003,0.00060637601,0,0,0,0.017761732,0,0
84,2.7121462,0,0,0,0,0,0,0,0,0,0,0.0092840283,0.9483615,0.00062731916,0,0,0,0.018375191,0,0
85,2.8026917,0,0,0,0,0,0,0,0,0,0,0.0095939771,0.98002271,0.00064826232,0,0,0,0.01898865,0,0
86,2.8932371,0,0,0,0,0,0,0,0,0,0,0.0099039259,1.0116839,0.00066920547,0,0,0,0.019602108,0,0
87,2.9837826,0,0,0,0,0,0,0,0,0,0,0.010213875,1.0433451,0.00069014863,0,0,0,0.020215567,0,0
88,3.074328,0,0,0,0,0,0,0,0,0,0,0.010523824,1.0750063,0.00071109178,0,0,0,0.020829026,0,0
89,3.1648735,0,0,0,0,0,0,0,0,0,0,0.010833772,1.1066675,0.00073203494,0,0,0,0.021442485,0,0
90,3.2554189,0,0,0,0,0,0,0,0,0,0,0.011143721,1.1383287,0.00075297809,0,0,0,0.022055944,0,0
91,3.3459644,0,0,0,0,0,0,0,0,0,0,0.01145367,1.1699899,0.00077392124,0,0,0,0.022669402,0,0
92,3.4365098,0,0,0,0,0,0,0,0,0,0,0.011763619,1.2016511,0.0007948644,0,0,0,0.023282861,0,0
93,3.5270553,0,0,0,0,0,0,0,0,0,0,0.012073568,1.2333124,0.00081580755,0,0,0,0.02389632,0,0
94,3.6176007,0,0,0,0,0,0,0,0,0,0,0.012383516,1.2649736,0.00083675071,0,0,0,0.024509779,0,0
95,3.7081462,0,0,0,0,0,0,0,0,0,0,0.012693465,1.2966348,0.00085769386,0,0,0,0.025123238,0,0
96,3.7986916,0,0,0,0,0,0,0,0,0,0,0.013003414,1.328296,0.00087863701,0,0,0,0.025736696,0,0
97,3.8892371,0,0,0,0,0,0,0,0,0,0,0.013313363,1.3599572,0.00089958017,0,0,0,0.026350155,0,0
98,3.9797825,0,0,0,0,0,0,0,0,0,0,0.013623312,1.3916184,0.00092052332,0,0,0,0.026963614,0,0
99,4.070328,0,0,0,0,0,0,0,0,0,0,0.013933261,1.4232796,0.00094146648,0,0,0,0.027577073,0,0
100,4.1608734,0,0,0,0,0,0,0,0,0,0,0.014243209,1.4549408,0.00096240963,0,0,0,0.028190531,0,0
101,4.2514189,0,0,0,0,0,0,0,0,0,0,0.014553158,1.486602,0.00098335278,0,0,0,0.02880399,0,0
102,4.3419643,0,0,0,0,0,0,0,0,0,0,0.014863107,1.5182632,0.0010042959,0,0,0,0.029417449,0,0
103,4.4325098,0,0,0,0,0,0,0,0,0,0,0.015173056,1.5499244,0.0010252391,0,0,0,0.030030908,0,0
104,4.5230552,0,0,0,0,0,0,0,0,0,0,0.015483005,1.5815856,0.0010461822,0,0,0,0.030644367,0,0
105,4.6136007,0,0,0,0,0,0,0,0,0,0,0.015792954,1.6132468,0.0010671254,0,0,0,0.031257825,0,0
106,4.7041461,0,0,0,0,0,0,0,0,0,0,0.016102902,1.644908,0.0010880686,0,0,0,0.031871284,0,0
107,4.7946916,0,0,0,0,0,0,0,0,0,0,0.016412851,1.6765692,0.0011090117,0,0,0,0.032484743,0,0
108,4.885237,0,0,0,0,0,0,0,0,0,0,0.0167228,1.7082304,0.0011299549,0,0,0,0.033098202,0,0
109,4.9757825,0,0,0,0,0,0,0,0,0,0,0.017032749,1.7398916,0.001150898,0,0,0,0.033711661,0,0
110,5.0663279,0,0,0,0,0,0,0,0,0,0,0.017342698,1.7715528,0.0011718412,0,0,0,0.034325119,0,0
111,5.1568734,0,0,0,0,0,0,0,0,0,0,0.017652646,1.8032141,0.0011927843,0,0,0,0.034938578,0,0
112,5.2474188,0,0,0,0,0,0,0,0,0,0,0.017962595,1.8348753,0.0012137275,0,0,0,0.035552037,0,0
113,5.3379643,0,0,0,0,0,0,0,0,0,0,0.018272544,1.8665365,0.0012346706,0,0,0,0.036165496,0,0
114,5.4285098,0,0,0,0,0,0,0,0,0,0,0.018582493,1.8981977,0.0012556138,0,0,0,0.036778955,0,0
115,5.5190552,0,0,0,0,0,0,0,0,0,0,0.018892442,1.9298589,0.0012765569,0,0,0,0.037392413,0,0
116,5.6096007,0,0,0,0,0,0,0,0,0,0,0.019202391,1.9615201,0.0012975001,0,0,0,0.038005872,0,0
117,5.7001461,0,0,0,0,0,0,0,0,0,0,0.019512339,1.9931813,0.0013184432,0,0,0,0.038619331,0,0
118,5.7906916,0,0,0,0,0,0,0,0,0,0,0.019822288,2.0248425,0.0013393864,0,0,0,0.03923279,0,0
119,5.881237,0,0,0,0,0,0,0,0,0,0,0.020132237,2.0565037,0.0013603296,0,0,0,0.039846248,0,0
120,5.9717825,0,0,0,0,0,0,0,0,0,0,0.020442186,2.0881649,0.0013812727,0,0,0,0.040459707,0,0
121,6.0623279,0,0,0,0,0,0,0,0,0,0,0.020752135,2.1198261,0.0014022159,0,0,0,0.041073166,0,0
122,6.1528734,0,0,0,0,0,0,0,0,0,0,0.021062083,2.1514873,0.001423159,0,0,0,0.041686625,0,0
123,6.2434188,0,0,0,0,0,0,0,0,0,0,0.021372032,2.1831485,0.0014441022,0,0,0,0.042300084,0,0
124,6.3339643,0,0,0,0,0,0,0,0,0,0,0.021681981,2.2148097,0.0014650453,0,0,0,0.042913542,0,0
125,6.4245097,0,0,0,0,0,0,0,0,0,0,0.02199193,2.2464709,0.0014859885,0,0,0,0.043527001,0,0
126,6.5150552,0,0,0,0,0,0,0,0,0,0,0.022301879,2.2781321,0.0015069316,0,0,0,0.04414046,0,0
127,6.6056006,0,0,0,0,0,0,0,0,0,0,0.022611828,2.3097933,0.0015278748,0,0,0,0.044753919,0,0
128,6.6961461,0,0,0,0,0,0,0,0,0,0,0.022921776,2.3414545,0.0015488179,0,0,0,0.045367378,0,0
129,6.7866915,0,0,0,0,0,0,0,0,0,0,0.023231725,2.3731158,0.0015697611,0,0,0,0.045980836,0,0
130,6.877237,0,0,0,0,0,0,0,0,0,0,0.023541674,2.404777,0.0015907043,0,0,0,0.046594295,0,0
131,6.9677824,0,0,0,0,0,0,0,0,0,0,0.023851623,2.4364382,0.0016116474,0,0,0,0.047207754,0,0
132,7.0583279,0,0,0,0,0,0,0,0,0,0,0.024161572,2.4680994,0.0016325906,0,0,0,0.047821213,0,0
133,7.1488733,0,0,0,0,0,0,0,0,0,0,0.02447152,2.4997606,0.0016535337,0,0,0,0.048434671,0,0
134,7.2394188,0,0,0,0,0,0,0,0,0,0,0.024781469,2.5314218,0.0016744769,0,0,0,0.04904813,0,0
135,7.3299642,0,0,0,0,0,0,0,0,0,0,0.025091418,2.563083,0.00169542,0,0,0,0.049661589,0,0
136,7.4205097,0,0,0,0,0,0,0,0,0,0,0.025401367,2.5947442,0.0017163632,0,0,0,0.050275048,0,0
137,7.5110551,0,0,0,0,0,0,0,0,0,0,0.025711316,2.6264054,0.0017373063,0,0,0,0.050888507,0,0
138,7.6016006,0,0,0,0,0,0,0,0,0,0,0.026021265,2.6580666,0.0017582495,0,0,0,0.051501965,0,0
139,7.692146,0,0,0,0,0,0,0,0,0,0,0.026331213,2.6897278,0.0017791926,0,0,0,0.052115424,0,0
140,7.7826915,0,0,0,0,0,0,0,0,0,0,0.026641162,2.721389,0.0018001358,0,0,0,0.052728883,0,0
141,7.8732774,0,0,0,0,0,0,0,0,0,0,0.02695125,2.7530644,0.0018210883,0,0,0,0.053342616,0,0
142,8.1605789,0,0,0,0,0,0,0,0,0,0,0.02793472,2.8535257,0.0018875411,0,0,0,0.055289126,0,0
143,8.4478804,0,0,0,0,0,0,0,0,0,0,0.02891819,2.9539869,0.0019539939,0,0,0,0.057235636,0,0
144,8.7351819,0,0,0,0,0,0,0,0,0,0,0.02990166,3.0544482,0.0020204467,0,0,0,0.059182146,0,0
145,9.0224833,0,0,0,0,0,0,0,0,0,0,0.030885131,3.1549095,0.0020868995,0,0,0,0.061128656,0,0
146,9.3097848,0,0,0,0,0,0,0,0,0,0,0.031868601,3.2553707,0.0021533523,0,0,0,0.063075166,0,0
147,9.5970863,0,0,0,0,0,0,0,0,0,0,0.032852071,3.355832,0.0022198051,0,0,0,0.065021675,0,0
148,9.8843877,0,0,0,0,0,0,0,0,0,0,0.033835541,3.4562933,0.0022862579,0,0,0,0.066968185,0,0
149,10.171689,0,0,0,0,0,0,0,0,0,0,0.034819011,3.5567545,0.0023527107,0,0,0,0.068914695,0,0
150,10.458991,0,0,0,0,0,0,0,0,0,0,0.035802482,3.6572158,0.0024191635,0,0,0,0.070861205,0,0
151,10.746292,0,0,0,0,0,0,0,0,0,0,0.036785952,3.7576771,0.0024856163,0,0,0,0.072807715,0,0
152,11.033594,0,0,0,0,0,0,0,0,0,0,0.037769422,3.8581384,0.0025520691,0,0,0,0.074754225,0,0
153,11.320895,0,0,0,0,0,0,0,0,0,0,0.038752892,3.9585996,0.002618522,0,0,0,0.076700735,0,0
154,11.608197,0,0,0,0,0,0,0,0,0,0,0.039736362,4.0590609,0.0026849748,0,0,0,0.078647244,0,0
155,11.895498,0,0,0,0,0,0,0,0,0,0,0.040719832,4.1595222,0.0027514276,0,0,0,0.080593754,0,0
156,12.182799,0,0,0,0,0,0,0,0,0,0,0.041703303,4.2599834,0.0028178804,0,0,0,0.082540264,0,0
157,12.470101,0,0,0,0,0,0,0,0,0,0,0.042686773,4.3604447,0.0028843332,0,0,0,0.084486774,0,0
158,12.757402,0,0,0,0,0,0,0,0,0,0,0.043670243,4.460906,0.002950786,0,0,0,0.086433284,0,0
159,13.044704,0,0,0,0,0,0,0,0,0,0,0.044653713,4.5613672,0.0030172388,0,0,0,0.088379794,0,0
160,13.332005,0,0,0,0,0,0,0,0,0,0,0.045637183,4.6618285,0.0030836916,0,0,0,0.090326303,0,0
161,13.619307,0,0,0,0,0,0,0,0,0,0,0.046620654,4.7622898,0.0031501444,0,0,0,0.092272813,0,0
162,13.906608,0,0,0,0,0,0,0,0,0,0,0.047604124,4.862751,0.0032165972,0,0,0,0.094219323,0,0
163,14.19391,0,0,0,0,0,0,0,0,0,0,0.048587594,4.9632123,0.00328305,0,0,0,0.096165833,0,0
164,14.481211,0,0,0,0,0,0,0,0,0,0,0.049571064,5.0636736,0.0033495028,0,0,0,0.098112343,0,0
165,14.768513,0,0,0,0,0,0,0,0,0,0,0.050554534,5.1641349,0.0034159556,0,0,0,0.10005885,0,0
166,15.055814,0,0,0,0,0,0,0,0,0,0,0.051538005,5.2645961,0.0034824084,0,0,0,0.10200536,0,0
167,15.343116,0,0,0,0,0,0,0,0,0,0,0.052521475,5.3650574,0.0035488612,0,0,0,0.10395187,0,0
168,15.630417,0,0,0,0,0,0,0,0,0,0,0.053504945,5.4655187,0.003615314,0,0,0,0.10589838,0,0
169,15.917719,0,0,0,0,0,0,0,0,0,0,0.054488415,5.5659799,0.0036817668,0,0,0,0.10784489,0,0
170,16.20502,0,0,0,0,0,0,0,0,0,0,0.055471885,5.6664412,0.0037482196,0,0,0,0.1097914,0,0
171,16.492322,0,0,0,0,0,0,0,0,0,0,0.056455355,5.7669025,0.0038146724,0,0,0,0.11173791,0,0
172,16.779623,0,0,0,0,0,0,0,0,0,0,0.057438826,5.8673637,0.0038811252,0,0,0,0.11368442,0,0
173,17.066924,0,0,0,0,0,0,0,0,0,0,0.058422296,5.967825,0.003947578,0,0,0,0.11563093,0,0
174,17.354226,0,0,0,0,0,0,0,0,0,0,0.059405766,6.0682863,0.0040140308,0,0,0,0.11757744,0,0
175,17.641527,0,0,0,0,0,0,0,0,0,0,0.060389236,6.1687475,0.0040804836,0,0,0,0.11952395,0,0
176,17.928829,0,0,0,0,0,0,0,0,0,0,0.061372706,6.2692088,0.0041469364,0,0,0,0.12147046,0,0
177,18.21613,0,0,0,0,0,0,0,0,0,0,0.062356177,6.3696701,0.0042133892,0,0,0,0.12341697,0,0
178,18.503432,0,0,0,0,0,0,0,0,0,0,0.063339647,6.4701314,0.004279842,0,0,0,0.12536348,0,0
179,18.790733,0,0,0,0,0,0,0,0,0,0,0.064323117,6.5705926,0.0043462948,0,0,0,0.12730999,0,0
180,19.078035,0,0,0,0,0,0,0,0,0,0,0.065306587,6.6710539,0.0044127476,0,0,0,0.1292565,0,0
181,19.365336,0,0,0,0,0,0,0,0,0,0,0.066290057,6.7715152,0.0044792004,0,0,0,0.13120301,0,0
182,19.652638,0,0,0,0,0,0,0,0,0,0,0.067273528,6.8719764,0.0045456532,0,0,0,0.13314952,0,0
183,19.939939,0,0,0,0,0,0,0,0,0,0,0.068256998,6.9724377,0.004612106,0,0,0,0.13509603,0,0
184,20.227241,0,0,0,0,0,0,0,0,0,0,0.069240468,7.072899,0.0046785588,0,0,0,0.13704254,0,0
185,20.514542,0,0,0,0,0,0,0,0,0,0,0.070223938,7.1733602,0.0047450116,0,0,0,0.13898905,0,0
186,20.801844,0,0,0,0,0,0,0,0,0,0,0.071207408,7.2738215,0.0048114644,0,0,0,0.14093556,0,0
187,21.089145,0,0,0,0,0,0,0,0,0,0,0.072190879,7.3742828,0.0048779172,0,0,0,0.14288207,0,0
188,21.376447,0,0,0,0,0,0,0,0,0,0,0.073174349,7.474744,0.00494437,0,0,0,0.14482858,0,0
189,21.663748,0,0,0,0,0,0,0,0,0,0,0.074157819,7.5752053,0.0050108228,0,0,0,0.14677509,0,0
190,21.951049,0,0,0,0,0,0,0,0,0,0,0.075141289,7.6756666,0.0050772756,0,0,0,0.1487216,0,0
191,22.238351,0,0,0,0,0,0,0,0,0,0,0.076124759,7.7761279,0.0051437284,0,0,0,0.15066811,0,0
192,22.525652,0,0,0,0,0,0,0,0,0,0,0.077108229,7.8765891,0.0052101812,0,0,0,0.15261462,0,0
193,22.812954,0,0,0,0,0,0,0,0,0,0,0.0780917,7.9770504,0.005276634,0,0,0,0.15456113,0,0
194,23.100255,0,0,0,0,0,0,0,0,0,0,0.07907517,8.0775117,0.0053430869,0,0,0,0.15650764,0,0
195,23.387557,0,0,0,0,0,0,0,0,0,0,0.08005864,8.1779729,0.0054095397,0,0,0,0.15845415,0,0
196,23.674858,0,0,0,0,0,0,0,0,0,0,0.08104211,8.2784342,0.0054759925,0,0,0,0.16040066,0,0
197,23.96216,0,0,0,0,0,0,0,0,0,0,0.08202558,8.3788955,0.0055424453,0,0,0,0.16234717,0,0
198,24.249461,0,0,0,0,0,0,0,0,0,0,0.083009051,8.4793567,0.0056088981,0,0,0,0.16429368,0,0
199,24.536763,0,0,0,0,0,0,0,0,0,0,0.083992521,8.579818,0.0056753509,0,0,0,0.16624019,0,0
200,24.824064,0,0,0,0,0,0,0,0,0,0,0.084975991,8.6802793,0.0057418037,0,0,0,0.1681867,0,0
201,25.111366,0,0,0,0,0,0,0,0,0,0,0.085959461,8.7807406,0.0058082565,0,0,0,0.17013321,0,0
202,25.398667,0,0,0,0,0,0,0,0,0,0,0.086942931,8.8812018,0.0058747093,0,0,0,0.17207972,0,0
203,25.685969,0,0,0,0,0,0,0,0,0,0,0.087926402,8.9816631,0.0059411621,0,0,0,0.17402623,0,0
204,25.97327,0,0,0,0,0,0,0,0,0,0,0.088909872,9.0821244,0.0060076149,0,0,0,0.17597274,0,0
205,26.260571,0,0,0,0,0,0,0,0,0,0,0.089893342,9.1825856,0.0060740677,0,0,0,0.17791925,0,0
206,26.547873,0,0,0,0,0,0,0,0,0,0,0.090876812,9.2830469,0.0061405205,0,0,0,0.17986576,0,0
207,26.835174,0,0,0,0,0,0,0,0,0,0,0.091860282,9.3835082,0.0062069733,0,0,0,0.18181227,0,0
