Time (ms),Stress (kPa)
0,0
1,0.14873229
2,0.29746457
3,0.44619686
4,0.59492914
5,0.74366143
6,0.89239371
7,1.041126
8,1.1898583
9,1.3385906
10,1.4873229
11,1.6360551
12,1.7847874
13,1.9335197
14,2.082252
15,2.2309843
16,2.3797166
17,2.5284489
18,2.6771811
19,2.8259134
20,2.9746457
21,3.123378
22,3.2721103
23,3.4208426
24,3.5695749
25,3.7183071
26,3.8670394
27,4.0157717
28,4.164504
29,4.3132363
30,4.4619686
31,4.6107009
32,4.7594331
33,4.9081654
34,5.0568977
35,5.20563
36,5.3543623
37,5.5030946
38,5.6518268
39,5.8005591
40,5.9492914
41,6.0980237
42,6.246756
43,6.3954883
44,6.5442206
45,6.6929528
46,6.8416851
47,6.9904174
48,7.1391497
49,7.287882
50,7.4366143
51,7.5853466
52,7.7340788
53,7.8828111
54,8.0315434
55,8.1802757
56,8.329008
57,8.4777403
58,8.6264726
59,8.7752048
60,8.9239371
61,9.0726694
62,9.2214017
63,9.370134
64,9.5188663
65,9.6675986
66,9.8163308
67,9.9650631
68,10.113795
69,10.262528
70,10.41126
71,10.559992
72,10.708725
73,10.857457
74,11.006189
75,11.154921
76,11.303654
77,11.452386
78,11.601118
79,11.749851
80,11.898583
81,12.047315
82,12.196047
83,12.34478
84,12.493512
85,12.642244
86,12.790977
87,12.939709
88,13.088441
89,13.237173
90,13.385906
91,13.534638
92,13.68337
93,13.832103
94,13.980835
95,14.129567
96,14.278299
97,14.427032
98,14.575764
99,14.724496
100,14.873229
101,15.021961
102,15.170693
103,15.319425
104,15.468158
105,15.61689
106,15.765622
107,15.914355
108,16.063087
109,16.211819
110,16.360551
111,16.509284
112,16.658016
113,16.806748
114,16.955481
115,17.104213
116,17.252945
117,17.401677
118,17.55041
119,17.699142
120,17.847874
121,17.996607
122,18.145339
123,18.294071
124,18.442803
125,18.591536
126,18.740268
127,18.889
128,19.037733
129,19.186465
130,19.335197
131,19.483929
132,19.632662
133,19.781394
134,20.214632
135,20.790123
136,21.365614
137,21.941105
138,22.516596
139,23.092087
140,23.667578
141,24.243069
142,24.81856
143,25.394051
144,25.969542
145,26.545033
146,27.120524
147,27.696015
148,28.271507
149,28.846998
150,29.422489
151,29.99798
152,30.573471
153,31.148962
154,31.724453
155,32.299944
156,32.875435
157,33.450926
158,34.026417
159,34.601908
160,35.177399
161,35.75289
162,36.328381
163,36.903872
164,37.479363
165,38.054854
166,38.630345
167,39.205836
168,39.781327
169,40.356818
170,40.932309
171,41.5078
172,42.083291
173,42.658782
174,43.234273
175,43.809764
176,44.385255
177,44.960746
178,45.536237
179,46.111728
180,46.68722
181,47.262711
182,47.838202
183,48.413693
184,48.989184
185,49.564675
186,50.140166
187,50.715657
188,51.291148
189,51.866639
190,52.44213
191,53.017621
192,53.593112
193,54.168603
194,54.744094
195,55.319585
196,55.895076
197,56.470567
198,57.046058
199,57.621549
200,58.19704
201,58.772531
202,59.348022
203,59.923513
204,60.499004
205,61.074495
206,61.649986
207,62.225477
208,62.800968
209,63.376459
210,63.95195
211,64.527441
212,65.102933
213,65.678424
214,66.253915
215,66.829406
216,67.404897
217,67.980388
218,68.555879
219,69.13137
220,69.706861
221,70.282352
222,70.857843
223,71.433334
224,72.008825
225,72.584316
226,73.159807
227,73.735298
228,74.310789
229,74.88628
230,75.461771
231,76.037262
232,76.612753
233,77.188244
234,77.763735
235,78.339226
236,78.914717
237,79.490208
238,80.065699
239,80.64119
240,81.216681
241,81.792172
242,82.367663
243,82.943155
244,83.518646
245,84.094137
246,84.669628
247,85.245119
248,85.82061
249,86.396101
250,86.971592
251,87.547083
252,88.122574
253,88.698065
254,89.273556
255,89.849047
256,90.424538
257,91.000029
258,91.57552
259,92.151011
260,92.726502
261,93.301993
262,93.877484
263,94.452975
264,95.028466
265,95.603957
266,96.179448
267,96.676526
268,97.016777
269,97.357028
270,97.697279
271,98.03753
272,98.377781
273,98.718032
274,99.058283
275,99.398534
276,99.738785
277,100.07904
278,100.41929
279,100.75954
280,101.09979
281,101.44004
282,101.78029
283,102.12054
284,102.46079
285,102.80104
286,103.1413
287,103.48155
288,103.8218
289,104.16205
290,104.5023
291,104.84255
292,105.1828
293,105.52305
294,105.8633
295,106.20355
296,106.54381
297,106.88406
298,107.22431
299,107.56456
300,107.90481
301,108.24506
302,108.58531
303,108.92556
304,109.26581
305,109.60607
306,109.94632
307,110.28657
308,110.62682
309,110.96707
310,111.30732
311,111.64757
312,111.98782
313,112.32807
314,112.66832
315,113.00858
316,113.34883
317,113.68908
318,114.02933
319,114.36958
320,114.70983
321,115.05008
322,115.39033
323,115.73058
324,116.07084
325,116.41109
326,116.75134
327,117.09159
328,117.43184
329,117.77209
330,118.11234
331,118.45259
332,118.79284
333,119.13309
334,119.47335
335,119.8136
336,120.15385
337,120.4941
338,120.83435
339,121.1746
340,121.51485
341,121.8551
342,122.19535
343,122.5356
344,122.87586
345,123.21611
346,123.55636
347,123.89661
348,124.23686
349,124.57711
350,124.91736
351,125.25761
352,125.59786
353,125.93812
354,126.27837
355,126.61862
356,126.95887
357,127.29912
358,127.63937
359,127.97962
360,128.31987
361,128.66012
362,129.00037
363,129.34063
364,129.68088
365,130.02113
366,130.36138
367,130.70163
368,131.04188
369,131.38213
370,131.72238
371,132.06263
372,132.40288
373,132.74314
374,133.08339
375,133.42364
376,133.76389
377,134.10414
378,134.44439
379,134.78464
380,135.12489
381,135.46514
382,135.8054
383,136.14565
384,136.4859
385,136.82615
386,137.1664
387,137.50665
388,137.8469
389,138.18715
390,138.5274
391,138.86765
392,139.20791
393,139.54816
394,139.88841
395,140.22866
396,140.56891
397,140.90916
398,141.24941
399,141.58966
400,141.92991
401,142.27023
402,142.61054
403,142.95085
404,143.29116
405,143.63147
406,143.97178
407,144.31209
408,144.6524
409,144.99271
410,145.33303
411,145.67334
412,146.01365
413,146.35396
414,146.69427
415,147.03458
416,147.37489
417,147.7152
418,148.05552
419,148.39583
420,148.73614
421,149.07645
422,149.41676
423,149.75707
424,150.09738
425,150.43769
426,150.77801
427,151.11832
428,151.45863
429,151.79894
430,152.13925
431,152.47956
432,152.81987
433,153.16018
434,153.5005
435,153.84081
436,154.18112
437,154.52143
438,154.86174
439,155.20205
440,155.54236
441,155.88267
442,156.22298
443,156.5633
444,156.90361
445,157.24392
446,157.58423
447,157.92454
448,158.26485
449,158.60516
450,158.94547
451,159.28579
452,159.6261
453,159.96641
454,160.30672
455,160.64703
456,160.98734
457,161.32765
458,161.66796
459,162.00828
460,162.34859
461,162.6889
462,163.02921
463,163.36952
464,163.70983
465,164.05014
466,164.39045
467,164.73077
468,165.07108
469,165.41139
470,165.7517
471,166.09201
472,166.43232
473,166.77263
474,167.11294
475,167.45325
476,167.79357
477,168.13388
478,168.47419
479,168.8145
480,169.15481
481,169.49512
482,169.83543
483,170.17574
484,170.51606
485,170.85637
486,171.19668
487,171.53699
488,171.8773
489,172.21761
490,172.55792
491,172.89823
492,173.23855
493,173.57886
494,173.91917
495,174.25948
496,174.59979
497,174.9401
498,175.28041
499,175.62072
500,175.96104
501,176.30135
502,176.64166
503,176.98197
504,177.32228
505,177.66259
506,178.0029
507,178.34321
508,178.68352
509,179.02384
510,179.36415
511,179.70446
512,180.04477
513,180.38508
514,180.72539
515,181.0657
516,181.40601
517,181.74633
518,182.08664
519,182.42695
520,182.76726
521,183.10757
522,183.44788
523,183.78819
524,184.1285
525,184.46882
526,184.80913
527,185.14944
528,185.48975
529,185.83006
530,186.17037
531,186.51068
532,186.85099
533,187.19131
534,187.52526
535,187.85603
536,188.1868
537,188.51757
538,188.84834
539,189.17911
540,189.50988
541,189.84065
542,190.17142
543,190.50219
544,190.83296
545,191.16374
546,191.49451
547,191.82528
548,192.15605
549,192.48682
550,192.81759
551,193.14836
552,193.47913
553,193.8099
554,194.14067
555,194.47144
556,194.80222
557,195.13299
558,195.46376
559,195.79453
560,196.1253
561,196.45607
562,196.78684
563,197.11761
564,197.44838
565,197.77915
566,198.10992
567,198.4407
568,198.77147
569,199.10224
570,199.43301
571,199.76378
572,200.09455
573,200.42532
574,200.75609
575,201.08686
576,201.41763
577,201.7484
578,202.07917
579,202.40995
580,202.74072
581,203.07149
582,203.40226
583,203.73303
584,204.0638
585,204.39457
586,204.72534
587,205.05611
588,205.38688
589,205.71765
590,206.04843
591,206.3792
592,206.70997
593,207.04074
594,207.37151
595,207.70228
596,208.03305
597,208.36382
598,208.69459
599,209.02536
600,209.35613
601,209.68691
602,210.01768
603,210.34845
604,210.67922
605,211.00999
606,211.34076
607,211.67153
608,212.0023
609,212.33307
610,212.66384
611,212.99461
612,213.32538
613,213.65616
614,213.98693
615,214.3177
616,214.64847
617,214.97924
618,215.31001
619,215.64078
620,215.97155
621,216.30232
622,216.63309
623,216.96386
624,217.29464
625,217.62541
626,217.95618
627,218.28695
628,218.61772
629,218.94849
630,219.27926
631,219.61003
632,219.9408
633,220.27157
634,220.60234
635,220.93311
636,221.26389
637,221.59466
638,221.92543
639,222.2562
640,222.58697
641,222.91774
642,223.24851
643,223.57928
644,223.91005
645,224.24082
646,224.57159
647,224.90237
648,225.23314
649,225.56391
650,225.89468
651,226.22545
652,226.55622
653,226.88699
654,227.21776
655,227.54853
656,227.8793
657,228.21007
658,228.54085
659,228.87162
660,229.20239
661,229.53316
662,229.86393
663,230.1947
664,230.52547
665,230.85624
666,231.18701
667,231.43225
668,231.50644
669,231.58062
670,231.65481
671,231.72899
672,231.80317
673,231.87736
674,231.95154
675,232.02573
676,232.09991
677,232.17409
678,232.24828
679,232.32246
680,232.39664
681,232.47083
682,232.54501
683,232.6192
684,232.69338
685,232.76756
686,232.84175
687,232.91593
688,232.99012
689,233.0643
690,233.13848
691,233.21267
692,233.28685
693,233.36104
694,233.43522
695,233.5094
696,233.58359
697,233.65777
698,233.73196
699,233.80614
700,233.88032
701,233.95451
702,234.02869
703,234.10287
704,234.17706
705,234.25124
706,234.32543
707,234.39961
708,234.47379
709,234.54798
710,234.62216
711,234.69635
712,234.77053
713,234.84471
714,234.9189
715,234.99308
716,235.06727
717,235.14145
718,235.21563
719,235.28982
720,235.364
721,235.43819
722,235.51237
723,235.58655
724,235.66074
725,235.73492
726,235.8091
727,235.88329
728,235.95747
729,236.03166
730,236.10584
731,236.18002
732,236.25421
733,236.32839
734,236.40258
735,236.47676
736,236.55094
737,236.62513
738,236.69931
739,236.7735
740,236.84768
741,236.92186
742,236.99605
743,237.07023
744,237.14442
745,237.2186
746,237.29278
747,237.36697
748,237.44115
749,237.51533
750,237.58952
751,237.6637
752,237.73789
753,237.81207
754,237.88625
755,237.96044
756,238.03462
757,238.10881
758,238.18299
759,238.25717
760,238.33136
761,238.40554
762,238.47973
763,238.55391
764,238.62809
765,238.70228
766,238.77646
767,238.85065
768,238.92483
769,238.99901
770,239.0732
771,239.14738
772,239.22156
773,239.29575
774,239.36993
775,239.44412
776,239.5183
777,239.59248
778,239.66667
779,239.74085
780,239.81504
781,239.88922
782,239.9634
783,240.03759
784,240.11177
785,240.18596
786,240.26014
787,240.33432
788,240.40851
789,240.48269
790,240.55688
791,240.63106
792,240.70524
793,240.77943
794,240.85361
795,240.92779
796,241.00198
797,241.07616
798,241.15035
799,241.22453
800,241.29871
801,241.36691
802,241.4351
803,241.5033
804,241.57149
805,241.63969
806,241.70788
807,241.77608
808,241.84427
809,241.91247
810,241.98066
811,242.04886
812,242.11705
813,242.18524
814,242.25344
815,242.32163
816,242.38983
817,242.45802
818,242.52622
819,242.59441
820,242.66261
821,242.7308
822,242.799
823,242.86719
824,242.93539
825,243.00358
826,243.07178
827,243.13997
828,243.20816
829,243.27636
830,243.34455
831,243.41275
832,243.48094
833,243.54914
834,243.61733
835,243.68553
836,243.75372
837,243.82192
838,243.89011
839,243.95831
840,244.0265
841,244.0947
842,244.16289
843,244.23108
844,244.29928
845,244.36747
846,244.43567
847,244.50386
848,244.57206
849,244.64025
850,244.70845
851,244.77664
852,244.84484
853,244.91303
854,244.98123
855,245.04942
856,245.11762
857,245.18581
858,245.254
859,245.3222
860,245.39039
861,245.45859
862,245.52678
863,245.59498
864,245.66317
865,245.73137
866,245.79956
867,245.86776
868,245.93595
869,246.00415
870,246.07234
871,246.14054
872,246.20873
873,246.27692
874,246.34512
875,246.41331
876,246.48151
877,246.5497
878,246.6179
879,246.68609
880,246.75429
881,246.82248
882,246.89068
883,246.95887
884,247.02707
885,247.09526
886,247.16346
887,247.23165
888,247.29984
889,247.36804
890,247.43623
891,247.50443
892,247.57262
893,247.64082
894,247.70901
895,247.77721
896,247.8454
897,247.9136
898,247.98179
899,248.04999
900,248.11818
901,248.18638
902,248.25457
903,248.32276
904,248.39096
905,248.45915
906,248.52735
907,248.59554
908,248.66374
909,248.73193
910,248.80013
911,248.86832
912,248.93652
913,249.00471
914,249.07291
915,249.1411
916,249.2093
917,249.27749
918,249.34568
919,249.41388
920,249.48207
921,249.55027
922,249.61846
923,249.68666
924,249.75485
925,249.82305
926,249.89124
927,249.95944
928,250.02763
929,250.09583
930,250.16402
931,250.23222
932,250.30041
933,250.3686
934,250.41923
935,250.46107
936,250.50291
937,250.54475
938,250.58659
939,250.62843
940,250.67027
941,250.71211
942,250.75395
943,250.79579
944,250.83763
945,250.87947
946,250.92131
947,250.96315
948,251.00499
949,251.04683
950,251.08867
951,251.13051
952,251.17235
953,251.21419
954,251.25603
955,251.29787
956,251.33971
957,251.38155
958,251.42339
959,251.46523
960,251.50707
961,251.54891
962,251.59075
963,251.63259
964,251.67443
965,251.71627
966,251.75811
967,251.79995
968,251.84179
969,251.88363
970,251.92547
971,251.96731
972,252.00915
973,252.05099
974,252.09284
975,252.13468
976,252.17652
977,252.21836
978,252.2602
979,252.30204
980,252.34388
981,252.38572
982,252.42756
983,252.4694
984,252.51124
985,252.55308
986,252.59492
987,252.63676
988,252.6786
989,252.72044
990,252.76228
991,252.80412
992,252.84596
993,252.8878
994,252.92964
995,252.97148
996,253.01332
997,253.05516
998,253.097
999,253.13884
1000,253.18068
1001,253.22252
1002,253.26436
1003,253.3062
1004,253.34804
1005,253.38988
1006,253.43172
1007,253.47356
1008,253.5154
1009,253.55724
1010,253.59908
1011,253.64092
1012,253.68276
1013,253.7246
1014,253.76644
1015,253.80828
1016,253.85012
1017,253.89196
1018,253.9338
1019,253.97564
1020,254.01748
1021,254.05932
1022,254.10116
1023,254.143
1024,254.18484
1025,254.22668
1026,254.26852
1027,254.31036
1028,254.3522
1029,254.39404
1030,254.43588
1031,254.47772
1032,254.51956
1033,254.5614
1034,254.60324
1035,254.64508
1036,254.68692
1037,254.72876
1038,254.7706
1039,254.81244
1040,254.85428
1041,254.89612
1042,254.93796
1043,254.9798
1044,255.02164
1045,255.06349
1046,255.10533
1047,255.14717
1048,255.18901
1049,255.23085
1050,255.27269
1051,255.31453
1052,255.35637
1053,255.39821
1054,255.44005
1055,255.48189
1056,255.52373
1057,255.56557
1058,255.60741
1059,255.64925
1060,255.69109
1061,255.73293
1062,255.77477
1063,255.81661
1064,255.85845
1065,255.90029
1066,255.94213
1067,255.97431
1068,255.98716
1069,256.00002
1070,256.01288
1071,256.02573
1072,256.03859
1073,256.05144
1074,256.0643
1075,256.07716
1076,256.09001
1077,256.10287
1078,256.11573
1079,256.12858
1080,256.14144
1081,256.15429
1082,256.16715
1083,256.18001
1084,256.19286
1085,256.20572
1086,256.21858
1087,256.23143
1088,256.24429
1089,256.25715
1090,256.27
1091,256.28286
1092,256.29571
1093,256.30857
1094,256.32143
1095,256.33428
1096,256.34714
1097,256.36
1098,256.37285
1099,256.38571
1100,256.39856
1101,256.41142
1102,256.42428
1103,256.43713
1104,256.44999
1105,256.46285
1106,256.4757
1107,256.48856
1108,256.50141
1109,256.51427
1110,256.52713
1111,256.53998
1112,256.55284
1113,256.5657
1114,256.57855
1115,256.59141
1116,256.60427
1117,256.61712
1118,256.62998
1119,256.64283
1120,256.65569
1121,256.66855
1122,256.6814
1123,256.69426
1124,256.70712
1125,256.71997
1126,256.73283
1127,256.74568
1128,256.75854
1129,256.7714
1130,256.78425
1131,256.79711
1132,256.80997
1133,256.82282
1134,256.83568
1135,256.84853
1136,256.86139
1137,256.87425
1138,256.8871
1139,256.89996
1140,256.91282
1141,256.92567
1142,256.93853
1143,256.95138
1144,256.96424
1145,256.9771
1146,256.98995
1147,257.00281
1148,257.01567
1149,257.02852
1150,257.04138
1151,257.05424
1152,257.06709
1153,257.07995
1154,257.0928
1155,257.10566
1156,257.11852
1157,257.13137
1158,257.14423
