Time (ms),Stress (kPa)
0,0
2,0.36171111
4,0.72342223
6,1.0851333
8,1.4468445
10,1.8085556
12,2.1702667
14,2.5319778
16,2.8936889
18,3.2554
20,3.6171111
22,3.9788223
24,4.3405334
26,4.7022445
28,5.0639556
30,5.4256667
32,5.7873778
34,6.1490889
36,6.5108001
38,6.8725112
40,7.2342223
42,7.5959334
44,7.9576445
46,8.3193556
48,8.6810667
50,9.0427779
52,9.404489
54,9.7662001
56,10.127911
58,10.489622
60,10.851333
62,11.213045
64,11.574756
66,11.936467
68,12.298178
70,12.659889
72,13.0216
74,13.383311
76,13.745022
78,14.106733
80,14.468445
82,14.830156
84,15.191867
86,15.553578
88,15.915289
90,16.277
92,16.638711
94,17.000422
96,17.362133
98,17.723845
100,18.085556
102,18.447267
104,18.808978
106,19.170689
108,19.5324
110,19.894111
112,20.255822
114,20.617534
116,20.979245
118,21.340956
120,21.702667
122,22.064378
124,22.426089
126,22.7878
128,23.149511
130,23.511222
132,23.872934
134,24.234645
136,24.596356
138,24.958067
140,25.319778
142,25.681489
144,26.0432
146,26.404911
148,26.766622
150,27.128334
152,27.490045
154,27.851756
156,28.213467
158,28.575178
160,28.936889
162,29.2986
164,29.660311
166,30.022022
168,30.383734
170,30.745445
172,31.107156
174,31.468867
176,31.830578
178,32.192289
180,32.554
182,32.915711
184,33.277422
186,33.639134
188,34.000845
190,34.362556
192,34.724267
194,35.085978
196,35.447689
198,35.8094
200,36.171111
202,36.532823
204,36.894534
206,37.256245
208,37.617956
210,37.979667
212,38.341378
214,38.703089
216,39.0648
218,39.426511
220,39.788223
222,40.149934
224,40.511645
226,40.873356
228,41.235067
230,41.596778
232,41.958489
234,42.3202
236,42.681911
238,43.043623
240,43.405334
242,43.767045
244,44.128756
246,44.490467
248,44.852178
250,45.213889
252,45.5756
254,45.937311
256,46.299023
258,46.660734
260,47.022445
262,47.384156
264,47.745867
266,48.107578
268,48.3853
270,48.621028
272,48.856756
274,49.092483
276,49.328211
278,49.563938
280,49.799666
282,50.035394
284,50.271121
286,50.506849
288,50.742577
290,50.978304
292,51.214032
294,51.44976
296,51.685487
298,51.921215
300,52.156943
302,52.39267
304,52.628398
306,52.864125
308,53.099853
310,53.335581
312,53.571308
314,53.807036
316,54.042764
318,54.278491
320,54.514219
322,54.749947
324,54.985674
326,55.221402
328,55.457129
330,55.692857
332,55.928585
334,56.164312
336,56.40004
338,56.635768
340,56.871495
342,57.107223
344,57.342951
346,57.578678
348,57.814406
350,58.050133
352,58.285861
354,58.521589
356,58.757316
358,58.993044
360,59.228772
362,59.464499
364,59.700227
366,59.935955
368,60.171682
370,60.40741
372,60.643137
374,60.878865
376,61.114593
378,61.35032
380,61.586048
382,61.821776
384,62.057503
386,62.293231
388,62.528959
390,62.764686
