Time (ms),Stress (kPa)
0,0
2,0.21837271
4,0.43674542
6,0.65511814
8,0.87349085
10,1.0918636
12,1.3102363
14,1.528609
16,1.7469817
18,1.9653544
20,2.1837271
22,2.4020998
24,2.6204725
26,2.8388453
28,3.057218
30,3.2755907
32,3.4939634
34,3.7123361
36,3.9307088
38,4.1490815
40,4.3674542
42,4.585827
44,4.8041997
46,5.0225724
48,5.2409451
50,5.4593178
52,5.6776905
54,5.8960632
56,6.1144359
58,6.3328087
60,6.5511814
62,6.7695541
64,6.9879268
66,7.2062995
68,7.4246722
70,7.6430449
72,7.8614176
74,8.0797904
76,8.2981631
78,8.5165358
80,8.7349085
82,8.9532812
84,9.1716539
86,9.3900266
88,9.6083993
90,9.8267721
92,10.045145
94,10.263517
96,10.48189
98,10.700263
100,10.918636
102,11.137008
104,11.355381
106,11.573754
108,11.792126
110,12.010499
112,12.228872
114,12.447245
116,12.665617
118,12.88399
120,13.102363
122,13.320735
124,13.539108
126,13.757481
128,13.975854
130,14.194226
132,14.412599
134,14.630972
136,14.849344
138,15.067717
140,15.28609
142,15.504463
144,15.722835
146,15.941208
148,16.159581
150,16.377953
152,16.596326
154,16.814699
156,17.033072
158,17.251444
160,17.469817
162,17.68819
164,17.906562
166,18.124935
168,18.343308
170,18.561681
172,18.780053
174,18.998426
176,19.216799
178,19.435171
180,19.653544
182,19.871917
184,20.09029
186,20.308662
188,20.527035
190,20.745408
192,20.96378
194,21.182153
196,21.400526
198,21.618899
200,21.837271
202,22.055644
204,22.274017
206,22.492389
208,22.710762
210,22.929135
212,23.147508
214,23.36588
216,23.584253
218,23.802626
220,24.020998
222,24.239371
224,24.457744
226,24.676116
228,24.894489
230,25.112862
232,25.331235
234,25.549607
236,25.76798
238,25.986353
240,26.204725
242,26.423098
244,26.641471
246,26.859844
248,27.078216
250,27.296589
252,27.514962
254,27.733334
256,27.951707
258,28.17008
260,28.388453
262,28.606825
264,28.825198
266,29.043571
268,29.5335
270,30.159209
272,30.784917
274,31.410625
276,32.036333
278,32.662041
280,33.287749
282,33.913457
284,34.539166
286,35.164874
288,35.790582
290,36.41629
292,37.041998
294,37.667706
296,38.293414
298,38.919123
300,39.544831
302,40.170539
304,40.796247
306,41.421955
308,42.047663
310,42.673371
312,43.29908
314,43.924788
316,44.550496
318,45.176204
320,45.801912
322,46.42762
324,47.053328
326,47.679037
328,48.304745
330,48.930453
332,49.556161
334,50.181869
336,50.807577
338,51.433285
340,52.058994
342,52.684702
344,53.31041
346,53.936118
348,54.561826
350,55.187534
352,55.813242
354,56.43895
356,57.064659
358,57.690367
360,58.316075
362,58.941783
364,59.567491
366,60.193199
368,60.818907
370,61.444616
372,62.070324
374,62.696032
376,63.32174
378,63.947448
380,64.573156
382,65.198864
384,65.824573
386,66.450281
388,67.075989
390,67.701697
392,68.327405
394,68.953113
396,69.578821
398,70.20453
400,70.830238
402,71.455946
404,72.081654
406,72.707362
408,73.33307
410,73.958778
412,74.584487
414,75.210195
416,75.835903
418,76.461611
420,77.087319
422,77.713027
424,78.338735
426,78.964444
428,79.590152
430,80.21586
432,80.841568
434,81.467276
436,82.092984
438,82.718692
440,83.344401
442,83.970109
444,84.595817
446,85.221525
448,85.847233
450,86.472941
452,87.098649
454,87.724358
