Time (ms),Stress (kPa)
0,0
1,0.36171111
2,0.72342223
3,1.0851333
4,1.4468445
5,1.8085556
6,2.1702667
7,2.5319778
8,2.8936889
9,3.2554
10,3.6171111
11,3.9788223
12,4.3405334
13,4.7022445
14,5.0639556
15,5.4256667
16,5.7873778
17,6.1490889
18,6.5108001
19,6.8725112
20,7.2342223
21,7.5959334
22,7.9576445
23,8.3193556
24,8.6810667
25,9.0427779
26,9.404489
27,9.7662001
28,10.127911
29,10.489622
30,10.851333
31,11.213045
32,11.574756
33,11.936467
34,12.298178
35,12.659889
36,13.0216
37,13.383311
38,13.745022
39,14.106733
40,14.468445
41,14.830156
42,15.191867
43,15.553578
44,15.915289
45,16.277
46,16.638711
47,17.000422
48,17.362133
49,17.723845
50,18.085556
51,18.447267
52,18.808978
53,19.170689
54,19.5324
55,19.894111
56,20.255822
57,20.617534
58,20.979245
59,21.340956
60,21.702667
61,22.064378
62,22.426089
63,22.7878
64,23.149511
65,23.511222
66,23.872934
67,24.234645
68,24.596356
69,24.958067
70,25.319778
71,25.681489
72,26.0432
73,26.404911
74,26.766622
75,27.128334
76,27.490045
77,27.851756
78,28.213467
79,28.575178
80,28.936889
81,29.2986
82,29.660311
83,30.022022
84,30.383734
85,30.745445
86,31.107156
87,31.468867
88,31.830578
89,32.192289
90,32.554
91,32.915711
92,33.277422
93,33.639134
94,34.000845
95,34.362556
96,34.724267
97,35.085978
98,35.447689
99,35.8094
100,36.171111
101,36.532823
102,36.894534
103,37.256245
104,37.617956
105,37.979667
106,38.341378
107,38.703089
108,39.0648
109,39.426511
110,39.788223
111,40.149934
112,40.511645
113,40.873356
114,41.235067
115,41.596778
116,41.958489
117,42.3202
118,42.681911
119,43.043623
120,43.405334
121,43.767045
122,44.128756
123,44.490467
124,44.852178
125,45.213889
126,45.5756
127,45.937311
128,46.299023
129,46.660734
130,47.022445
131,47.384156
132,47.745867
133,48.107578
134,48.3853
135,48.621028
136,48.856756
137,49.092483
138,49.328211
139,49.563938
140,49.799666
141,50.035394
142,50.271121
143,50.506849
144,50.742577
145,50.978304
146,51.214032
147,51.44976
148,51.685487
149,51.921215
150,52.156943
151,52.39267
152,52.628398
153,52.864125
154,53.099853
155,53.335581
156,53.571308
157,53.807036
158,54.042764
159,54.278491
160,54.514219
161,54.749947
162,54.985674
163,55.221402
164,55.457129
165,55.692857
166,55.928585
167,56.164312
168,56.40004
169,56.635768
170,56.871495
171,57.107223
172,57.342951
173,57.578678
174,57.814406
175,58.050133
176,58.285861
177,58.521589
178,58.757316
179,58.993044
180,59.228772
181,59.464499
182,59.700227
183,59.935955
184,60.171682
185,60.40741
186,60.643137
187,60.878865
188,61.114593
189,61.35032
190,61.586048
191,61.821776
192,62.057503
193,62.293231
194,62.528959
195,62.764686
196,63.000414
197,63.236141
198,63.471869
199,63.707597
200,63.943324
201,64.179052
202,64.41478
203,64.650507
204,64.886235
205,65.121963
206,65.35769
207,65.593418
208,65.829146
209,66.064873
210,66.300601
211,66.536328
212,66.772056
213,67.007784
214,67.243511
215,67.479239
216,67.714967
217,67.950694
218,68.186422
219,68.42215
220,68.657877
221,68.893605
222,69.129332
223,69.36506
224,69.600788
225,69.836515
226,70.072243
227,70.307971
228,70.543698
229,70.779426
230,71.015154
231,71.250881
232,71.486609
233,71.722336
234,71.958064
235,72.193792
236,72.429519
237,72.665247
238,72.900975
239,73.136702
240,73.37243
241,73.608158
242,73.843885
243,74.079613
244,74.31534
245,74.551068
246,74.786796
247,75.022523
248,75.258251
249,75.493979
250,75.729706
251,75.965434
252,76.201162
253,76.436889
254,76.672617
255,76.908344
256,77.144072
