Time (ms),Stress (kPa)
0,-17.636523
2,-17.258812
4,-16.881102
6,-16.503391
8,-16.125681
10,-15.74797
12,-15.370259
14,-14.992549
16,-14.614838
18,-14.237128
20,-13.859417
22,-13.481707
24,-13.103996
26,-12.726286
28,-12.348575
30,-11.970865
32,-11.593154
34,-11.215444
36,-10.837733
38,-10.460023
40,-10.082312
42,-9.7046014
44,-9.3268909
46,-8.9491804
48,-8.5714698
50,-8.1937593
52,-7.8160487
54,-7.4383382
56,-7.0606277
58,-6.6829171
60,-6.3052066
62,-5.9274961
64,-5.5497855
66,-5.172075
68,-4.7943645
70,-4.4166539
72,-4.0389434
74,-3.6612328
76,-3.2835223
78,-2.9058118
80,-2.5281012
82,-2.1503907
84,-1.7726802
86,-1.3949696
88,-1.0172591
90,-0.63954855
92,-0.26183801
94,0.11587252
96,0.49358306
98,0.8712936
100,1.2490041
102,1.6267147
104,2.0044252
106,2.3821357
108,2.7598463
110,3.1375568
112,3.5152674
114,3.8929779
116,4.2706884
118,4.648399
120,5.0261095
122,5.40382
124,5.7815306
126,6.1592411
128,6.5369516
130,6.9146622
132,7.2923727
134,7.6700833
136,8.0477938
138,8.4255043
140,8.8032149
142,9.1809254
144,9.5586359
146,9.9363465
148,10.314057
150,10.691768
152,11.069478
154,11.447189
156,11.824899
158,12.20261
160,12.58032
162,12.958031
164,13.335741
166,13.713452
168,14.091162
170,14.468873
172,14.846583
174,15.224294
176,15.602005
178,15.979715
180,16.357426
182,16.735136
184,17.112847
186,17.490557
188,17.868268
190,18.245978
192,18.623689
194,19.001399
196,19.37911
198,19.75682
200,20.134531
202,20.512242
204,20.889952
206,21.267663
208,21.645373
210,22.023084
212,22.400794
214,22.778505
216,23.156215
218,23.533926
220,23.911636
222,24.289347
224,24.667057
226,25.044768
228,25.422478
230,25.800189
232,26.1779
234,26.55561
236,26.933321
238,27.311031
240,27.688742
242,28.066452
244,28.444163
246,28.821873
248,29.199584
250,29.577294
252,29.955005
254,30.332715
256,30.710426
258,31.088137
260,31.465847
262,31.843558
264,32.221268
266,32.598979
268,32.973467
270,33.346344
272,33.719221
274,34.092097
276,34.464974
278,34.837851
280,35.210728
282,35.583605
284,35.956482
286,36.329359
288,36.702236
290,37.075113
292,37.44799
294,37.820866
296,38.193743
298,38.56662
300,38.939497
302,39.312374
304,39.685251
306,40.058128
308,40.431005
310,40.803882
312,41.176758
314,41.549635
316,41.922512
318,42.295389
320,42.668266
322,43.041143
324,43.41402
326,43.786897
328,44.159774
330,44.53265
332,44.905527
334,45.278404
336,45.651281
338,46.024158
340,46.397035
342,46.769912
344,47.142789
346,47.515666
348,47.888543
350,48.261419
352,48.634296
354,49.007173
356,49.38005
358,49.752927
360,50.125804
362,50.498681
364,50.871558
366,51.244435
368,51.617311
370,51.990188
372,52.363065
374,52.735942
376,53.108819
378,53.481696
380,53.854573
382,54.22745
384,54.600327
386,54.973203
388,55.34608
390,55.718957
392,56.091834
394,56.464711
396,56.837588
398,57.210465
400,57.583342
402,57.956219
404,58.329096
406,58.701972
408,59.074849
410,59.447726
412,59.820603
414,60.19348
416,60.566357
418,60.939234
420,61.312111
422,61.684988
424,62.057864
426,62.430741
428,62.803618
430,63.176495
432,63.549372
434,63.922249
436,64.295126
