Time (ms),Stress (kPa)
0,-17.636523
1,-17.258812
2,-16.881102
3,-16.503391
4,-16.125681
5,-15.74797
6,-15.370259
7,-14.992549
8,-14.614838
9,-14.237128
10,-13.859417
11,-13.481707
12,-13.103996
13,-12.726286
14,-12.348575
15,-11.970865
16,-11.593154
17,-11.215444
18,-10.837733
19,-10.460023
20,-10.082312
21,-9.7046014
22,-9.3268909
23,-8.9491804
24,-8.5714698
25,-8.1937593
26,-7.8160487
27,-7.4383382
28,-7.0606277
29,-6.6829171
30,-6.3052066
31,-5.9274961
32,-5.5497855
33,-5.172075
34,-4.7943645
35,-4.4166539
36,-4.0389434
37,-3.6612328
38,-3.2835223
39,-2.9058118
40,-2.5281012
41,-2.1503907
42,-1.7726802
43,-1.3949696
44,-1.0172591
45,-0.63954855
46,-0.26183801
47,0.11587252
48,0.49358306
49,0.8712936
50,1.2490041
51,1.6267147
52,2.0044252
53,2.3821357
54,2.7598463
55,3.1375568
56,3.5152674
57,3.8929779
58,4.2706884
59,4.648399
60,5.0261095
61,5.40382
62,5.7815306
63,6.1592411
64,6.5369516
65,6.9146622
66,7.2923727
67,7.6700833
68,8.0477938
69,8.4255043
70,8.8032149
71,9.1809254
72,9.5586359
73,9.9363465
74,10.314057
75,10.691768
76,11.069478
77,11.447189
78,11.824899
79,12.20261
80,12.58032
81,12.958031
82,13.335741
83,13.713452
84,14.091162
85,14.468873
86,14.846583
87,15.224294
88,15.602005
89,15.979715
90,16.357426
91,16.735136
92,17.112847
93,17.490557
94,17.868268
95,18.245978
96,18.623689
97,19.001399
98,19.37911
99,19.75682
100,20.134531
101,20.512242
102,20.889952
103,21.267663
104,21.645373
105,22.023084
106,22.400794
107,22.778505
108,23.156215
109,23.533926
110,23.911636
111,24.289347
112,24.667057
113,25.044768
114,25.422478
115,25.800189
116,26.1779
117,26.55561
118,26.933321
119,27.311031
120,27.688742
121,28.066452
122,28.444163
123,28.821873
124,29.199584
125,29.577294
126,29.955005
127,30.332715
128,30.710426
129,31.088137
130,31.465847
131,31.843558
132,32.221268
133,32.598979
134,32.973467
135,33.346344
136,33.719221
137,34.092097
138,34.464974
139,34.837851
140,35.210728
141,35.583605
142,35.956482
143,36.329359
144,36.702236
145,37.075113
146,37.44799
147,37.820866
148,38.193743
149,38.56662
150,38.939497
151,39.312374
152,39.685251
153,40.058128
154,40.431005
155,40.803882
156,41.176758
157,41.549635
158,41.922512
159,42.295389
160,42.668266
161,43.041143
162,43.41402
163,43.786897
164,44.159774
165,44.53265
