Time (ms),Stress (kPa)
0,0
0.5,0.21837271
1,0.43674542
1.5,0.65511814
2,0.87349085
2.5,1.0918636
3,1.3102363
3.5,1.528609
4,1.7469817
4.5,1.9653544
5,2.1837271
5.5,2.4020998
6,2.6204725
6.5,2.8388453
7,3.057218
7.5,3.2755907
8,3.4939634
8.5,3.7123361
9,3.9307088
9.5,4.1490815
10,4.3674542
10.5,4.585827
11,4.8041997
11.5,5.0225724
12,5.2409451
12.5,5.4593178
13,5.6776905
13.5,5.8960632
14,6.1144359
14.5,6.3328087
15,6.5511814
15.5,6.7695541
16,6.9879268
16.5,7.2062995
17,7.4246722
17.5,7.6430449
18,7.8614176
18.5,8.0797904
19,8.2981631
19.5,8.5165358
20,8.7349085
20.5,8.9532812
21,9.1716539
21.5,9.3900266
22,9.6083993
22.5,9.8267721
23,10.045145
23.5,10.263517
24,10.48189
24.5,10.700263
25,10.918636
25.5,11.137008
26,11.355381
26.5,11.573754
27,11.792126
27.5,12.010499
28,12.228872
28.5,12.447245
29,12.665617
29.5,12.88399
30,13.102363
30.5,13.320735
31,13.539108
31.5,13.757481
32,13.975854
32.5,14.194226
33,14.412599
33.5,14.630972
34,14.849344
34.5,15.067717
35,15.28609
35.5,15.504463
36,15.722835
36.5,15.941208
37,16.159581
37.5,16.377953
38,16.596326
38.5,16.814699
39,17.033072
39.5,17.251444
40,17.469817
40.5,17.68819
41,17.906562
41.5,18.124935
42,18.343308
42.5,18.561681
43,18.780053
43.5,18.998426
44,19.216799
44.5,19.435171
45,19.653544
45.5,19.871917
46,20.09029
46.5,20.308662
47,20.527035
47.5,20.745408
48,20.96378
48.5,21.182153
49,21.400526
49.5,21.618899
50,21.837271
50.5,22.055644
51,22.274017
51.5,22.492389
52,22.710762
52.5,22.929135
53,23.147508
53.5,23.36588
54,23.584253
54.5,23.802626
55,24.020998
55.5,24.239371
56,24.457744
56.5,24.676116
57,24.894489
57.5,25.112862
58,25.331235
58.5,25.549607
59,25.76798
59.5,25.986353
60,26.204725
60.5,26.423098
61,26.641471
61.5,26.859844
62,27.078216
62.5,27.296589
63,27.514962
63.5,27.733334
64,27.951707
64.5,28.17008
65,28.388453
65.5,28.606825
66,28.825198
66.5,29.043571
67,29.5335
67.5,30.159209
68,30.784917
68.5,31.410625
69,32.036333
69.5,32.662041
70,33.287749
70.5,33.913457
71,34.539166
71.5,35.164874
72,35.790582
72.5,36.41629
73,37.041998
73.5,37.667706
74,38.293414
74.5,38.919123
75,39.544831
75.5,40.170539
76,40.796247
76.5,41.421955
77,42.047663
77.5,42.673371
78,43.29908
78.5,43.924788
79,44.550496
79.5,45.176204
80,45.801912
80.5,46.42762
81,47.053328
81.5,47.679037
82,48.304745
82.5,48.930453
83,49.556161
83.5,50.181869
84,50.807577
84.5,51.433285
85,52.058994
85.5,52.684702
86,53.31041
86.5,53.936118
87,54.561826
87.5,55.187534
88,55.813242
88.5,56.43895
89,57.064659
89.5,57.690367
90,58.316075
90.5,58.941783
91,59.567491
91.5,60.193199
92,60.818907
92.5,61.444616
93,62.070324
93.5,62.696032
94,63.32174
94.5,63.947448
95,64.573156
95.5,65.198864
96,65.824573
96.5,66.450281
97,67.075989
97.5,67.701697
98,68.327405
98.5,68.953113
99,69.578821
99.5,70.20453
100,70.830238
100.5,71.455946
101,72.081654
101.5,72.707362
102,73.33307
102.5,73.958778
103,74.584487
103.5,75.210195
104,75.835903
104.5,76.461611
105,77.087319
105.5,77.713027
106,78.338735
106.5,78.964444
107,79.590152
107.5,80.21586
108,80.841568
108.5,81.467276
109,82.092984
109.5,82.718692
110,83.344401
110.5,83.970109
111,84.595817
111.5,85.221525
112,85.847233
112.5,86.472941
113,87.098649
113.5,87.724358
114,88.350066
114.5,88.975774
115,89.601482
115.5,90.22719
116,90.852898
116.5,91.478606
117,92.104315
117.5,92.730023
118,93.355731
118.5,93.981439
119,94.607147
119.5,95.232855
120,95.858563
120.5,96.484272
121,97.10998
121.5,97.735688
122,98.361396
122.5,98.987104
123,99.612812
123.5,100.23852
124,100.86423
124.5,101.48994
125,102.11564
125.5,102.74135
126,103.36706
126.5,103.99277
127,104.61848
127.5,105.24419
128,105.86989
128.5,106.4956
129,107.12131
129.5,107.74702
130,108.37273
130.5,108.99843
131,109.62414
131.5,110.24985
132,110.87556
132.5,111.50127
133,112.12698
133.5,112.6883
134,113.12086
134.5,113.55341
135,113.98597
135.5,114.41853
136,114.85108
136.5,115.28364
137,115.7162
137.5,116.14876
138,116.58131
138.5,117.01387
139,117.44643
139.5,117.87898
140,118.31154
140.5,118.7441
141,119.17665
141.5,119.60921
142,120.04177
142.5,120.47432
143,120.90688
143.5,121.33944
144,121.772
144.5,122.20455
145,122.63711
145.5,123.06967
146,123.50222
146.5,123.93478
147,124.36734
147.5,124.79989
148,125.23245
148.5,125.66501
149,126.09756
149.5,126.53012
150,126.96268
150.5,127.39524
151,127.82779
151.5,128.26035
152,128.69291
152.5,129.12546
153,129.55802
153.5,129.99058
154,130.42313
154.5,130.85569
155,131.28825
155.5,131.72081
156,132.15336
156.5,132.58592
157,133.01848
157.5,133.45103
158,133.88359
158.5,134.31615
159,134.7487
159.5,135.18126
160,135.61382
160.5,136.04637
161,136.47893
161.5,136.91149
162,137.34405
162.5,137.7766
163,138.20916
163.5,138.64172
164,139.07427
164.5,139.50683
165,139.93939
165.5,140.37194
166,140.8045
166.5,141.23706
167,141.66961
167.5,142.10217
168,142.53473
168.5,142.96729
169,143.39984
169.5,143.8324
170,144.26496
170.5,144.69751
171,145.13007
171.5,145.56263
172,145.99518
172.5,146.42774
173,146.8603
173.5,147.29285
174,147.72541
174.5,148.15797
175,148.59053
175.5,149.02308
176,149.45564
176.5,149.8882
177,150.32075
177.5,150.75331
178,151.18587
178.5,151.61842
179,152.05098
179.5,152.48354
180,152.9161
180.5,153.34865
181,153.78121
181.5,154.21377
182,154.64632
182.5,155.07888
183,155.51144
183.5,155.94399
184,156.37655
184.5,156.80911
185,157.24166
185.5,157.67422
186,158.10678
186.5,158.53934
187,158.97189
187.5,159.40445
188,159.83701
188.5,160.26956
189,160.70212
189.5,161.13468
190,161.56723
190.5,161.99979
191,162.43235
191.5,162.8649
192,163.29746
192.5,163.73002
193,164.16258
193.5,164.59513
194,165.02769
194.5,165.46025
195,165.8928
195.5,166.32536
196,166.75792
196.5,167.19047
197,167.62303
197.5,168.05559
198,168.48815
198.5,168.9207
199,169.35326
199.5,169.78582
200,170.21837
200.5,170.68284
201,171.14732
201.5,171.61179
202,172.07626
202.5,172.54073
203,173.0052
203.5,173.46967
204,173.93414
204.5,174.39862
205,174.86309
205.5,175.32756
206,175.79203
206.5,176.2565
207,176.72097
207.5,177.18544
208,177.64992
208.5,178.11439
209,178.57886
209.5,179.04333
210,179.5078
210.5,179.97227
211,180.43674
211.5,180.90122
212,181.36569
212.5,181.83016
213,182.29463
213.5,182.7591
214,183.22357
214.5,183.68805
215,184.15252
215.5,184.61699
216,185.08146
216.5,185.54593
217,186.0104
217.5,186.47487
218,186.93935
218.5,187.40382
219,187.86829
219.5,188.33276
220,188.79723
220.5,189.2617
221,189.72617
221.5,190.19065
222,190.65512
222.5,191.11959
223,191.58406
223.5,192.04853
224,192.513
224.5,192.97747
225,193.44195
225.5,193.90642
226,194.37089
226.5,194.83536
227,195.29983
227.5,195.7643
228,196.22877
228.5,196.69325
229,197.15772
229.5,197.62219
230,198.08666
230.5,198.55113
231,199.0156
231.5,199.48007
232,199.94455
232.5,200.40902
233,200.87349
233.5,201.33796
234,201.80243
234.5,202.2669
235,202.73137
235.5,203.19585
236,203.66032
236.5,204.12479
237,204.58926
237.5,205.05373
238,205.5182
238.5,205.98268
239,206.44715
239.5,206.91162
240,207.37609
240.5,207.84056
241,208.30503
241.5,208.7695
242,209.23398
242.5,209.69845
243,210.16292
243.5,210.62739
244,211.09186
244.5,211.55633
245,212.0208
245.5,212.48528
246,212.94975
246.5,213.41422
247,213.87869
247.5,214.34316
248,214.80763
248.5,215.2721
249,215.73658
249.5,216.20105
250,216.66552
250.5,217.12999
251,217.59446
251.5,218.05893
252,218.5234
252.5,218.98788
253,219.45235
253.5,219.91682
254,220.38129
254.5,220.84576
255,221.31023
255.5,221.7747
256,222.23918
256.5,222.70365
257,223.16812
257.5,223.63259
258,224.09706
258.5,224.56153
259,225.026
259.5,225.49048
260,225.95495
260.5,226.41942
261,226.88389
261.5,227.34836
262,227.81283
262.5,228.2773
263,228.74178
263.5,229.20625
264,229.67072
264.5,230.13519
265,230.59966
265.5,231.06413
266,231.52861
266.5,231.99308
267,232.38854
267.5,232.7495
268,233.11045
268.5,233.47141
269,233.83237
269.5,234.19332
270,234.55428
270.5,234.91524
271,235.2762
271.5,235.63715
272,235.99811
272.5,236.35907
273,236.72002
273.5,237.08098
274,237.44194
274.5,237.80289
275,238.16385
275.5,238.52481
276,238.88577
276.5,239.24672
277,239.60768
277.5,239.96864
278,240.32959
278.5,240.69055
279,241.05151
279.5,241.41247
280,241.77342
280.5,242.13438
281,242.49534
281.5,242.85629
282,243.21725
282.5,243.57821
283,243.93917
283.5,244.30012
284,244.66108
284.5,245.02204
285,245.38299
285.5,245.74395
286,246.10491
286.5,246.46586
287,246.82682
287.5,247.18778
288,247.54874
288.5,247.90969
289,248.27065
289.5,248.63161
290,248.99256
290.5,249.35352
291,249.71448
291.5,250.07544
292,250.43639
292.5,250.79735
293,251.15831
293.5,251.51926
294,251.88022
294.5,252.24118
295,252.60214
295.5,252.96309
296,253.32405
296.5,253.68501
297,254.04596
297.5,254.40692
298,254.76788
298.5,255.12883
299,255.48979
299.5,255.85075
300,256.21171
300.5,256.57266
301,256.93362
301.5,257.29458
302,257.65553
302.5,258.01649
303,258.37745
303.5,258.73841
304,259.09936
304.5,259.46032
305,259.82128
305.5,260.18223
306,260.54319
306.5,260.90415
307,261.26511
307.5,261.62606
308,261.98702
308.5,262.34798
309,262.70893
309.5,263.06989
310,263.43085
310.5,263.7918
311,264.15276
311.5,264.51372
312,264.87468
312.5,265.23563
313,265.59659
313.5,265.95755
314,266.3185
314.5,266.67946
315,267.04042
315.5,267.40138
316,267.76233
316.5,268.12329
317,268.48425
317.5,268.8452
318,269.20616
318.5,269.56712
319,269.92808
319.5,270.28903
320,270.64999
320.5,271.01095
321,271.3719
321.5,271.73286
322,272.09382
322.5,272.45477
323,272.81573
323.5,273.17669
324,273.53765
324.5,273.8986
325,274.25956
325.5,274.62052
326,274.98147
326.5,275.34243
327,275.70339
327.5,276.06435
328,276.4253
328.5,276.78626
329,277.14722
329.5,277.50817
330,277.86913
330.5,278.23009
331,278.59105
331.5,278.952
332,279.31296
332.5,279.67392
333,280.03487
333.5,280.33668
334,280.52017
334.5,280.70366
335,280.88715
335.5,281.07064
336,281.25414
336.5,281.43763
337,281.62112
337.5,281.80461
338,281.9881
338.5,282.1716
339,282.35509
339.5,282.53858
340,282.72207
340.5,282.90556
341,283.08906
341.5,283.27255
342,283.45604
342.5,283.63953
343,283.82302
343.5,284.00652
344,284.19001
344.5,284.3735
345,284.55699
345.5,284.74048
346,284.92398
346.5,285.10747
347,285.29096
347.5,285.47445
348,285.65794
348.5,285.84144
349,286.02493
349.5,286.20842
350,286.39191
350.5,286.5754
351,286.75889
351.5,286.94239
352,287.12588
352.5,287.30937
353,287.49286
353.5,287.67635
354,287.85985
354.5,288.04334
355,288.22683
355.5,288.41032
356,288.59381
356.5,288.77731
357,288.9608
357.5,289.14429
358,289.32778
358.5,289.51127
359,289.69477
359.5,289.87826
360,290.06175
360.5,290.24524
361,290.42873
361.5,290.61223
362,290.79572
362.5,290.97921
363,291.1627
363.5,291.34619
364,291.52969
364.5,291.71318
365,291.89667
365.5,292.08016
366,292.26365
366.5,292.44715
367,292.63064
367.5,292.81413
368,292.99762
368.5,293.18111
369,293.36461
369.5,293.5481
370,293.73159
370.5,293.91508
371,294.09857
371.5,294.28207
372,294.46556
372.5,294.64905
373,294.83254
373.5,295.01603
374,295.19953
374.5,295.38302
375,295.56651
375.5,295.75
376,295.93349
376.5,296.11699
377,296.30048
377.5,296.48397
378,296.66746
378.5,296.85095
379,297.03445
379.5,297.21794
380,297.40143
380.5,297.58492
381,297.76841
381.5,297.95191
382,298.1354
382.5,298.31889
383,298.50238
383.5,298.68587
384,298.86937
384.5,299.05286
385,299.23635
385.5,299.41984
386,299.60333
386.5,299.78683
387,299.97032
387.5,300.15381
388,300.3373
388.5,300.52079
389,300.70429
389.5,300.88778
390,301.07127
390.5,301.25476
391,301.43825
391.5,301.62175
392,301.80524
392.5,301.98873
393,302.17222
393.5,302.35571
394,302.53921
394.5,302.7227
395,302.90619
395.5,303.08968
396,303.27317
396.5,303.45667
397,303.64016
397.5,303.82365
398,304.00714
398.5,304.19063
399,304.37413
399.5,304.55762
400,304.74111
400.5,304.85014
401,304.95916
401.5,305.06819
402,305.17721
402.5,305.28624
403,305.39526
403.5,305.50429
404,305.61331
404.5,305.72234
405,305.83136
405.5,305.94039
406,306.04941
406.5,306.15844
407,306.26746
407.5,306.37649
408,306.48552
408.5,306.59454
409,306.70357
409.5,306.81259
410,306.92162
410.5,307.03064
411,307.13967
411.5,307.24869
412,307.35772
412.5,307.46674
413,307.57577
413.5,307.68479
414,307.79382
414.5,307.90284
415,308.01187
415.5,308.1209
416,308.22992
416.5,308.33895
417,308.44797
417.5,308.557
418,308.66602
418.5,308.77505
419,308.88407
419.5,308.9931
420,309.10212
420.5,309.21115
421,309.32017
421.5,309.4292
422,309.53822
422.5,309.64725
423,309.75628
423.5,309.8653
424,309.97433
424.5,310.08335
425,310.19238
425.5,310.3014
426,310.41043
426.5,310.51945
427,310.62848
427.5,310.7375
428,310.84653
428.5,310.95555
429,311.06458
429.5,311.1736
430,311.28263
430.5,311.39166
431,311.50068
431.5,311.60971
432,311.71873
432.5,311.82776
433,311.93678
433.5,312.04581
434,312.15483
434.5,312.26386
435,312.37288
435.5,312.48191
436,312.59093
436.5,312.69996
437,312.80898
437.5,312.91801
438,313.02704
438.5,313.13606
439,313.24509
439.5,313.35411
440,313.46314
440.5,313.57216
441,313.68119
441.5,313.79021
442,313.89924
442.5,314.00826
443,314.11729
443.5,314.22631
444,314.33534
444.5,314.44436
445,314.55339
445.5,314.66242
446,314.77144
446.5,314.88047
447,314.98949
447.5,315.09852
448,315.20754
448.5,315.31657
449,315.42559
449.5,315.53462
450,315.64364
450.5,315.75267
451,315.86169
451.5,315.97072
452,316.07975
452.5,316.18877
453,316.2978
453.5,316.40682
454,316.51585
454.5,316.62487
455,316.7339
455.5,316.84292
456,316.95195
456.5,317.06097
457,317.17
457.5,317.27902
458,317.38805
458.5,317.49707
459,317.6061
459.5,317.71513
460,317.82415
460.5,317.93318
461,318.0422
461.5,318.15123
462,318.26025
462.5,318.36928
463,318.4783
463.5,318.58733
464,318.69635
464.5,318.80538
465,318.9144
465.5,319.02343
466,319.13245
466.5,319.24148
467,319.321
467.5,319.38578
468,319.45055
468.5,319.51533
469,319.5801
469.5,319.64488
470,319.70965
470.5,319.77442
471,319.8392
471.5,319.90397
472,319.96875
472.5,320.03352
473,320.0983
473.5,320.16307
474,320.22785
474.5,320.29262
475,320.35739
475.5,320.42217
476,320.48694
476.5,320.55172
477,320.61649
477.5,320.68127
478,320.74604
478.5,320.81081
479,320.87559
479.5,320.94036
480,321.00514
480.5,321.06991
481,321.13469
481.5,321.19946
482,321.26423
482.5,321.32901
483,321.39378
483.5,321.45856
484,321.52333
484.5,321.58811
485,321.65288
485.5,321.71765
486,321.78243
486.5,321.8472
487,321.91198
487.5,321.97675
488,322.04153
488.5,322.1063
489,322.17108
489.5,322.23585
490,322.30062
490.5,322.3654
491,322.43017
491.5,322.49495
492,322.55972
492.5,322.6245
493,322.68927
493.5,322.75404
494,322.81882
494.5,322.88359
495,322.94837
495.5,323.01314
496,323.07792
496.5,323.14269
497,323.20746
497.5,323.27224
498,323.33701
498.5,323.40179
499,323.46656
499.5,323.53134
500,323.59611
500.5,323.66088
501,323.72566
501.5,323.79043
