Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa)
792,147.12828,0,0,0,0,0,0,0,0,5.798538,2.4977997,0,0,0,0,0,7.0690856,70.210098,69.723929,0,0,0,0,0,0.15476255,3.5135454,0,0,0,0,0,0,0,0,0
793,147.24287,0,0,0,0,0,0,0,0,5.8030542,2.4997451,0,0,0,0,0,7.0745913,70.264781,69.778233,0,0,0,0,0,0.15488308,3.516282,0,0,0,0,0,0,0,0,0
794,147.35746,0,0,0,0,0,0,0,0,5.8075703,2.5016905,0,0,0,0,0,7.080097,70.319464,69.832537,0,0,0,0,0,0.15500362,3.5190185,0,0,0,0,0,0,0,0,0
795,147.47205,0,0,0,0,0,0,0,0,5.8120865,2.5036359,0,0,0,0,0,7.0856027,70.374147,69.886841,0,0,0,0,0,0.15512415,3.521755,0,0,0,0,0,0,0,0,0
796,147.58664,0,0,0,0,0,0,0,0,5.8166027,2.5055813,0,0,0,0,0,7.0911085,70.428829,69.941145,0,0,0,0,0,0.15524469,3.5244915,0,0,0,0,0,0,0,0,0
797,147.70123,0,0,0,0,0,0,0,0,5.8211188,2.5075267,0,0,0,0,0,7.0966142,70.483512,69.995449,0,0,0,0,0,0.15536523,3.527228,0,0,0,0,0,0,0,0,0
798,147.81582,0,0,0,0,0,0,0,0,5.825635,2.5094721,0,0,0,0,0,7.1021199,70.538195,70.049754,0,0,0,0,0,0.15548576,3.5299645,0,0,0,0,0,0,0,0,0
799,147.93041,0,0,0,0,0,0,0,0,5.8301512,2.5114175,0,0,0,0,0,7.1076256,70.592878,70.104058,0,0,0,0,0,0.1556063,3.532701,0,0,0,0,0,0,0,0,0
800,148.045,0,0,0,0,0,0,0,0,5.8346673,2.5133629,0,0,0,0,0,7.1131314,70.647561,70.158362,0,0,0,0,0,0.15572684,3.5354375,0,0,0,0,0,0,0,0,0
801,148.15959,0,0,0,0,0,0,0,0,5.8391835,2.5153083,0,0,0,0,0,7.1186371,70.702243,70.212666,0,0,0,0,0,0.15584737,3.538174,0,0,0,0,0,0,0,0,0
802,148.27418,0,0,0,0,0,0,0,0,5.8436997,2.5172537,0,0,0,0,0,7.1241428,70.756926,70.26697,0,0,0,0,0,0.15596791,3.5409105,0,0,0,0,0,0,0,0,0
803,148.38877,0,0,0,0,0,0,0,0,5.8482158,2.5191991,0,0,0,0,0,7.1296485,70.811609,70.321275,0,0,0,0,0,0.15608844,3.543647,0,0,0,0,0,0,0,0,0
804,148.50336,0,0,0,0,0,0,0,0,5.852732,2.5211445,0,0,0,0,0,7.1351543,70.866292,70.375579,0,0,0,0,0,0.15620898,3.5463836,0,0,0,0,0,0,0,0,0
805,148.61795,0,0,0,0,0,0,0,0,5.8572482,2.5230899,0,0,0,0,0,7.14066,70.920975,70.429883,0,0,0,0,0,0.15632952,3.5491201,0,0,0,0,0,0,0,0,0
806,148.73254,0,0,0,0,0,0,0,0,5.8617643,2.5250353,0,0,0,0,0,7.1461657,70.975658,70.484187,0,0,0,0,0,0.15645005,3.5518566,0,0,0,0,0,0,0,0,0
807,148.84713,0,0,0,0,0,0,0,0,5.8662805,2.5269807,0,0,0,0,0,7.1516715,71.03034,70.538491,0,0,0,0,0,0.15657059,3.5545931,0,0,0,0,0,0,0,0,0
808,148.96172,0,0,0,0,0,0,0,0,5.8707967,2.5289261,0,0,0,0,0,7.1571772,71.085023,70.592795,0,0,0,0,0,0.15669112,3.5573296,0,0,0,0,0,0,0,0,0
809,149.07631,0,0,0,0,0,0,0,0,5.8753128,2.5308715,0,0,0,0,0,7.1626829,71.139706,70.6471,0,0,0,0,0,0.15681166,3.5600661,0,0,0,0,0,0,0,0,0
810,149.1909,0,0,0,0,0,0,0,0,5.879829,2.5328169,0,0,0,0,0,7.1681886,71.194389,70.701404,0,0,0,0,0,0.1569322,3.5628026,0,0,0,0,0,0,0,0,0
811,149.30549,0,0,0,0,0,0,0,0,5.8843452,2.5347623,0,0,0,0,0,7.1736944,71.249072,70.755708,0,0,0,0,0,0.15705273,3.5655391,0,0,0,0,0,0,0,0,0
812,149.42008,0,0,0,0,0,0,0,0,5.8888613,2.5367077,0,0,0,0,0,7.1792001,71.303755,70.810012,0,0,0,0,0,0.15717327,3.5682756,0,0,0,0,0,0,0,0,0
813,149.53467,0,0,0,0,0,0,0,0,5.8933775,2.5386531,0,0,0,0,0,7.1847058,71.358437,70.864316,0,0,0,0,0,0.15729381,3.5710121,0,0,0,0,0,0,0,0,0
814,149.64926,0,0,0,0,0,0,0,0,5.8978937,2.5405985,0,0,0,0,0,7.1902115,71.41312,70.918621,0,0,0,0,0,0.15741434,3.5737487,0,0,0,0,0,0,0,0,0
815,149.76385,0,0,0,0,0,0,0,0,5.9024098,2.5425439,0,0,0,0,0,7.1957173,71.467803,70.972925,0,0,0,0,0,0.15753488,3.5764852,0,0,0,0,0,0,0,0,0
816,149.87844,0,0,0,0,0,0,0,0,5.906926,2.5444893,0,0,0,0,0,7.201223,71.522486,71.027229,0,0,0,0,0,0.15765541,3.5792217,0,0,0,0,0,0,0,0,0
817,149.99303,0,0,0,0,0,0,0,0,5.9114422,2.5464347,0,0,0,0,0,7.2067287,71.577169,71.081533,0,0,0,0,0,0.15777595,3.5819582,0,0,0,0,0,0,0,0,0
818,150.10762,0,0,0,0,0,0,0,0,5.9159583,2.5483801,0,0,0,0,0,7.2122344,71.631852,71.135837,0,0,0,0,0,0.15789649,3.5846947,0,0,0,0,0,0,0,0,0
819,150.22221,0,0,0,0,0,0,0,0,5.9204745,2.5503255,0,0,0,0,0,7.2177402,71.686534,71.190141,0,0,0,0,0,0.15801702,3.5874312,0,0,0,0,0,0,0,0,0
820,150.3368,0,0,0,0,0,0,0,0,5.9249907,2.5522709,0,0,0,0,0,7.2232459,71.741217,71.244446,0,0,0,0,0,0.15813756,3.5901677,0,0,0,0,0,0,0,0,0
821,150.45139,0,0,0,0,0,0,0,0,5.9295068,2.5542163,0,0,0,0,0,7.2287516,71.7959,71.29875,0,0,0,0,0,0.15825809,3.5929042,0,0,0,0,0,0,0,0,0
822,150.56598,0,0,0,0,0,0,0,0,5.934023,2.5561617,0,0,0,0,0,7.2342574,71.850583,71.353054,0,0,0,0,0,0.15837863,3.5956407,0,0,0,0,0,0,0,0,0
823,150.68057,0,0,0,0,0,0,0,0,5.9385392,2.5581071,0,0,0,0,0,7.2397631,71.905266,71.407358,0,0,0,0,0,0.15849917,3.5983772,0,0,0,0,0,0,0,0,0
824,150.79516,0,0,0,0,0,0,0,0,5.9430553,2.5600525,0,0,0,0,0,7.2452688,71.959949,71.461662,0,0,0,0,0,0.1586197,3.6011138,0,0,0,0,0,0,0,0,0
825,150.90975,0,0,0,0,0,0,0,0,5.9475715,2.5619979,0,0,0,0,0,7.2507745,72.014631,71.515966,0,0,0,0,0,0.15874024,3.6038503,0,0,0,0,0,0,0,0,0
826,151.02434,0,0,0,0,0,0,0,0,5.9520877,2.5639433,0,0,0,0,0,7.2562803,72.069314,71.570271,0,0,0,0,0,0.15886078,3.6065868,0,0,0,0,0,0,0,0,0
827,151.13894,0,0,0,0,0,0,0,0,5.9566038,2.5658887,0,0,0,0,0,7.261786,72.123997,71.624575,0,0,0,0,0,0.15898131,3.6093233,0,0,0,0,0,0,0,0,0
828,151.25353,0,0,0,0,0,0,0,0,5.96112,2.5678341,0,0,0,0,0,7.2672917,72.17868,71.678879,0,0,0,0,0,0.15910185,3.6120598,0,0,0,0,0,0,0,0,0
829,151.36812,0,0,0,0,0,0,0,0,5.9656362,2.5697795,0,0,0,0,0,7.2727974,72.233363,71.733183,0,0,0,0,0,0.15922238,3.6147963,0,0,0,0,0,0,0,0,0
830,151.48271,0,0,0,0,0,0,0,0,5.9701523,2.5717249,0,0,0,0,0,7.2783032,72.288046,71.787487,0,0,0,0,0,0.15934292,3.6175328,0,0,0,0,0,0,0,0,0
831,151.5973,0,0,0,0,0,0,0,0,5.9746685,2.5736703,0,0,0,0,0,7.2838089,72.342728,71.841792,0,0,0,0,0,0.15946346,3.6202693,0,0,0,0,0,0,0,0,0
832,151.71189,0,0,0,0,0,0,0,0,5.9791847,2.5756157,0,0,0,0,0,7.2893146,72.397411,71.896096,0,0,0,0,0,0.15958399,3.6230058,0,0,0,0,0,0,0,0,0
833,151.82648,0,0,0,0,0,0,0,0,5.9837008,2.5775611,0,0,0,0,0,7.2948203,72.452094,71.9504,0,0,0,0,0,0.15970453,3.6257423,0,0,0,0,0,0,0,0,0
834,151.94107,0,0,0,0,0,0,0,0,5.988217,2.5795065,0,0,0,0,0,7.3003261,72.506777,72.004704,0,0,0,0,0,0.15982506,3.6284788,0,0,0,0,0,0,0,0,0
835,152.05566,0,0,0,0,0,0,0,0,5.9927332,2.5814519,0,0,0,0,0,7.3058318,72.56146,72.059008,0,0,0,0,0,0.1599456,3.6312154,0,0,0,0,0,0,0,0,0
836,152.17025,0,0,0,0,0,0,0,0,5.9972493,2.5833973,0,0,0,0,0,7.3113375,72.616143,72.113312,0,0,0,0,0,0.16006614,3.6339519,0,0,0,0,0,0,0,0,0
837,152.28484,0,0,0,0,0,0,0,0,6.0017655,2.5853427,0,0,0,0,0,7.3168433,72.670825,72.167617,0,0,0,0,0,0.16018667,3.6366884,0,0,0,0,0,0,0,0,0
838,152.39943,0,0,0,0,0,0,0,0,6.0062817,2.5872881,0,0,0,0,0,7.322349,72.725508,72.221921,0,0,0,0,0,0.16030721,3.6394249,0,0,0,0,0,0,0,0,0
839,152.51402,0,0,0,0,0,0,0,0,6.0107978,2.5892335,0,0,0,0,0,7.3278547,72.780191,72.276225,0,0,0,0,0,0.16042775,3.6421614,0,0,0,0,0,0,0,0,0
840,152.62861,0,0,0,0,0,0,0,0,6.015314,2.5911789,0,0,0,0,0,7.3333604,72.834874,72.330529,0,0,0,0,0,0.16054828,3.6448979,0,0,0,0,0,0,0,0,0
841,152.7432,0,0,0,0,0,0,0,0,6.0198302,2.5931243,0,0,0,0,0,7.3388662,72.889557,72.384833,0,0,0,0,0,0.16066882,3.6476344,0,0,0,0,0,0,0,0,0
842,152.85779,0,0,0,0,0,0,0,0,6.0243463,2.5950697,0,0,0,0,0,7.3443719,72.94424,72.439138,0,0,0,0,0,0.16078935,3.6503709,0,0,0,0,0,0,0,0,0
843,152.97237,0,0,0,0,0,0,0,0,6.0288623,2.597015,0,0,0,0,0,7.3498773,72.99892,72.493439,0,0,0,0,0,0.16090988,3.6531073,0,0,0,0,0,0,0,0,0
844,152.99827,0,0,0,0,0,0,0,0,6.0298829,2.5974546,0,0,0,0,0,7.3511216,73.011277,72.505711,0,0,0,0,0,0.16093712,3.6537257,0,0,0,0,0,0,0,0,0
845,153.02417,0,0,0,0,0,0,0,0,6.0309035,2.5978943,0,0,0,0,0,7.3523658,73.023635,72.517983,0,0,0,0,0,0.16096436,3.6543441,0,0,0,0,0,0,0,0,0
846,153.05006,0,0,0,0,0,0,0,0,6.0319241,2.5983339,0,0,0,0,0,7.3536101,73.035993,72.530256,0,0,0,0,0,0.1609916,3.6549626,0,0,0,0,0,0,0,0,0
847,153.07596,0,0,0,0,0,0,0,0,6.0329447,2.5987736,0,0,0,0,0,7.3548543,73.048351,72.542528,0,0,0,0,0,0.16101884,3.655581,0,0,0,0,0,0,0,0,0
848,153.10185,0,0,0,0,0,0,0,0,6.0339653,2.5992132,0,0,0,0,0,7.3560985,73.060708,72.5548,0,0,0,0,0,0.16104608,3.6561994,0,0,0,0,0,0,0,0,0
849,153.12775,0,0,0,0,0,0,0,0,6.0349859,2.5996528,0,0,0,0,0,7.3573428,73.073066,72.567072,0,0,0,0,0,0.16107332,3.6568178,0,0,0,0,0,0,0,0,0
850,153.15365,0,0,0,0,0,0,0,0,6.0360065,2.6000925,0,0,0,0,0,7.358587,73.085424,72.579344,0,0,0,0,0,0.16110056,3.6574363,0,0,0,0,0,0,0,0,0
851,153.17954,0,0,0,0,0,0,0,0,6.0370271,2.6005321,0,0,0,0,0,7.3598312,73.097782,72.591617,0,0,0,0,0,0.1611278,3.6580547,0,0,0,0,0,0,0,0,0
852,153.20544,0,0,0,0,0,0,0,0,6.0380477,2.6009718,0,0,0,0,0,7.3610755,73.11014,72.603889,0,0,0,0,0,0.16115504,3.6586731,0,0,0,0,0,0,0,0,0
853,153.23134,0,0,0,0,0,0,0,0,6.0390683,2.6014114,0,0,0,0,0,7.3623197,73.122497,72.616161,0,0,0,0,0,0.16118228,3.6592915,0,0,0,0,0,0,0,0,0
854,153.25723,0,0,0,0,0,0,0,0,6.0400889,2.6018511,0,0,0,0,0,7.363564,73.134855,72.628433,0,0,0,0,0,0.16120952,3.65991,0,0,0,0,0,0,0,0,0
855,153.28313,0,0,0,0,0,0,0,0,6.0411096,2.6022907,0,0,0,0,0,7.3648082,73.147213,72.640705,0,0,0,0,0,0.16123676,3.6605284,0,0,0,0,0,0,0,0,0
856,153.30902,0,0,0,0,0,0,0,0,6.0421302,2.6027303,0,0,0,0,0,7.3660524,73.159571,72.652978,0,0,0,0,0,0.161264,3.6611468,0,0,0,0,0,0,0,0,0
857,153.33492,0,0,0,0,0,0,0,0,6.0431508,2.60317,0,0,0,0,0,7.3672967,73.171928,72.66525,0,0,0,0,0,0.16129124,3.6617652,0,0,0,0,0,0,0,0,0
858,153.36082,0,0,0,0,0,0,0,0,6.0441714,2.6036096,0,0,0,0,0,7.3685409,73.184286,72.677522,0,0,0,0,0,0.16131848,3.6623837,0,0,0,0,0,0,0,0,0
859,153.38671,0,0,0,0,0,0,0,0,6.045192,2.6040493,0,0,0,0,0,7.3697852,73.196644,72.689794,0,0,0,0,0,0.16134572,3.6630021,0,0,0,0,0,0,0,0,0
860,153.41261,0,0,0,0,0,0,0,0,6.0462126,2.6044889,0,0,0,0,0,7.3710294,73.209002,72.702066,0,0,0,0,0,0.16137296,3.6636205,0,0,0,0,0,0,0,0,0
861,153.43851,0,0,0,0,0,0,0,0,6.0472332,2.6049285,0,0,0,0,0,7.3722736,73.221359,72.714339,0,0,0,0,0,0.1614002,3.6642389,0,0,0,0,0,0,0,0,0
862,153.4644,0,0,0,0,0,0,0,0,6.0482538,2.6053682,0,0,0,0,0,7.3735179,73.233717,72.726611,0,0,0,0,0,0.16142744,3.6648573,0,0,0,0,0,0,0,0,0
863,153.4903,0,0,0,0,0,0,0,0,6.0492744,2.6058078,0,0,0,0,0,7.3747621,73.246075,72.738883,0,0,0,0,0,0.16145468,3.6654758,0,0,0,0,0,0,0,0,0
864,153.51619,0,0,0,0,0,0,0,0,6.050295,2.6062475,0,0,0,0,0,7.3760064,73.258433,72.751155,0,0,0,0,0,0.16148192,3.6660942,0,0,0,0,0,0,0,0,0
865,153.54209,0,0,0,0,0,0,0,0,6.0513156,2.6066871,0,0,0,0,0,7.3772506,73.270791,72.763427,0,0,0,0,0,0.16150916,3.6667126,0,0,0,0,0,0,0,0,0
866,153.56799,0,0,0,0,0,0,0,0,6.0523362,2.6071267,0,0,0,0,0,7.3784948,73.283148,72.7757,0,0,0,0,0,0.1615364,3.667331,0,0,0,0,0,0,0,0,0
867,153.59388,0,0,0,0,0,0,0,0,6.0533569,2.6075664,0,0,0,0,0,7.3797391,73.295506,72.787972,0,0,0,0,0,0.16156364,3.6679495,0,0,0,0,0,0,0,0,0
868,153.61978,0,0,0,0,0,0,0,0,6.0543775,2.608006,0,0,0,0,0,7.3809833,73.307864,72.800244,0,0,0,0,0,0.16159088,3.6685679,0,0,0,0,0,0,0,0,0
869,153.64567,0,0,0,0,0,0,0,0,6.0553981,2.6084457,0,0,0,0,0,7.3822275,73.320222,72.812516,0,0,0,0,0,0.16161812,3.6691863,0,0,0,0,0,0,0,0,0
870,153.67157,0,0,0,0,0,0,0,0,6.0564187,2.6088853,0,0,0,0,0,7.3834718,73.332579,72.824788,0,0,0,0,0,0.16164536,3.6698047,0,0,0,0,0,0,0,0,0
871,153.69747,0,0,0,0,0,0,0,0,6.0574393,2.6093249,0,0,0,0,0,7.384716,73.344937,72.837061,0,0,0,0,0,0.1616726,3.6704232,0,0,0,0,0,0,0,0,0
872,153.72336,0,0,0,0,0,0,0,0,6.0584599,2.6097646,0,0,0,0,0,7.3859603,73.357295,72.849333,0,0,0,0,0,0.16169984,3.6710416,0,0,0,0,0,0,0,0,0
873,153.74926,0,0,0,0,0,0,0,0,6.0594805,2.6102042,0,0,0,0,0,7.3872045,73.369653,72.861605,0,0,0,0,0,0.16172708,3.67166,0,0,0,0,0,0,0,0,0
874,153.77516,0,0,0,0,0,0,0,0,6.0605011,2.6106439,0,0,0,0,0,7.3884487,73.382011,72.873877,0,0,0,0,0,0.16175432,3.6722784,0,0,0,0,0,0,0,0,0
875,153.80105,0,0,0,0,0,0,0,0,6.0615217,2.6110835,0,0,0,0,0,7.389693,73.394368,72.886149,0,0,0,0,0,0.16178156,3.6728969,0,0,0,0,0,0,0,0,0
876,153.82695,0,0,0,0,0,0,0,0,6.0625423,2.6115232,0,0,0,0,0,7.3909372,73.406726,72.898422,0,0,0,0,0,0.1618088,3.6735153,0,0,0,0,0,0,0,0,0
877,153.85284,0,0,0,0,0,0,0,0,6.0635629,2.6119628,0,0,0,0,0,7.3921815,73.419084,72.910694,0,0,0,0,0,0.16183604,3.6741337,0,0,0,0,0,0,0,0,0
878,153.87874,0,0,0,0,0,0,0,0,6.0645835,2.6124024,0,0,0,0,0,7.3934257,73.431442,72.922966,0,0,0,0,0,0.16186328,3.6747521,0,0,0,0,0,0,0,0,0
879,153.90464,0,0,0,0,0,0,0,0,6.0656042,2.6128421,0,0,0,0,0,7.3946699,73.443799,72.935238,0,0,0,0,0,0.16189052,3.6753705,0,0,0,0,0,0,0,0,0
880,153.93053,0,0,0,0,0,0,0,0,6.0666248,2.6132817,0,0,0,0,0,7.3959142,73.456157,72.94751,0,0,0,0,0,0.16191776,3.675989,0,0,0,0,0,0,0,0,0
881,153.95643,0,0,0,0,0,0,0,0,6.0676454,2.6137214,0,0,0,0,0,7.3971584,73.468515,72.959783,0,0,0,0,0,0.161945,3.6766074,0,0,0,0,0,0,0,0,0
882,153.98233,0,0,0,0,0,0,0,0,6.068666,2.614161,0,0,0,0,0,7.3984027,73.480873,72.972055,0,0,0,0,0,0.16197224,3.6772258,0,0,0,0,0,0,0,0,0
883,154.00822,0,0,0,0,0,0,0,0,6.0696866,2.6146006,0,0,0,0,0,7.3996469,73.49323,72.984327,0,0,0,0,0,0.16199948,3.6778442,0,0,0,0,0,0,0,0,0
884,154.03412,0,0,0,0,0,0,0,0,6.0707072,2.6150403,0,0,0,0,0,7.4008911,73.505588,72.996599,0,0,0,0,0,0.16202672,3.6784627,0,0,0,0,0,0,0,0,0
885,154.06001,0,0,0,0,0,0,0,0,6.0717278,2.6154799,0,0,0,0,0,7.4021354,73.517946,73.008871,0,0,0,0,0,0.16205396,3.6790811,0,0,0,0,0,0,0,0,0
886,154.08591,0,0,0,0,0,0,0,0,6.0727484,2.6159196,0,0,0,0,0,7.4033796,73.530304,73.021144,0,0,0,0,0,0.1620812,3.6796995,0,0,0,0,0,0,0,0,0
887,154.11181,0,0,0,0,0,0,0,0,6.073769,2.6163592,0,0,0,0,0,7.4046238,73.542662,73.033416,0,0,0,0,0,0.16210844,3.6803179,0,0,0,0,0,0,0,0,0
888,154.1377,0,0,0,0,0,0,0,0,6.0747896,2.6167988,0,0,0,0,0,7.4058681,73.555019,73.045688,0,0,0,0,0,0.16213568,3.6809364,0,0,0,0,0,0,0,0,0
889,154.1636,0,0,0,0,0,0,0,0,6.0758102,2.6172385,0,0,0,0,0,7.4071123,73.567377,73.05796,0,0,0,0,0,0.16216292,3.6815548,0,0,0,0,0,0,0,0,0
890,154.1895,0,0,0,0,0,0,0,0,6.0768308,2.6176781,0,0,0,0,0,7.4083566,73.579735,73.070232,0,0,0,0,0,0.16219016,3.6821732,0,0,0,0,0,0,0,0,0
891,154.21539,0,0,0,0,0,0,0,0,6.0778514,2.6181178,0,0,0,0,0,7.4096008,73.592093,73.082505,0,0,0,0,0,0.1622174,3.6827916,0,0,0,0,0,0,0,0,0
892,154.24129,0,0,0,0,0,0,0,0,6.0788721,2.6185574,0,0,0,0,0,7.410845,73.60445,73.094777,0,0,0,0,0,0.16224464,3.6834101,0,0,0,0,0,0,0,0,0
893,154.26718,0,0,0,0,0,0,0,0,6.0798927,2.618997,0,0,0,0,0,7.4120893,73.616808,73.107049,0,0,0,0,0,0.16227188,3.6840285,0,0,0,0,0,0,0,0,0
894,154.29308,0,0,0,0,0,0,0,0,6.0809133,2.6194367,0,0,0,0,0,7.4133335,73.629166,73.119321,0,0,0,0,0,0.16229912,3.6846469,0,0,0,0,0,0,0,0,0
895,154.31898,0,0,0,0,0,0,0,0,6.0819339,2.6198763,0,0,0,0,0,7.4145778,73.641524,73.131593,0,0,0,0,0,0.16232636,3.6852653,0,0,0,0,0,0,0,0,0
896,154.34487,0,0,0,0,0,0,0,0,6.0829545,2.620316,0,0,0,0,0,7.415822,73.653881,73.143866,0,0,0,0,0,0.1623536,3.6858838,0,0,0,0,0,0,0,0,0
897,154.37077,0,0,0,0,0,0,0,0,6.0839751,2.6207556,0,0,0,0,0,7.4170662,73.666239,73.156138,0,0,0,0,0,0.16238084,3.6865022,0,0,0,0,0,0,0,0,0
898,154.39667,0,0,0,0,0,0,0,0,6.0849957,2.6211953,0,0,0,0,0,7.4183105,73.678597,73.16841,0,0,0,0,0,0.16240808,3.6871206,0,0,0,0,0,0,0,0,0
899,154.42256,0,0,0,0,0,0,0,0,6.0860163,2.6216349,0,0,0,0,0,7.4195547,73.690955,73.180682,0,0,0,0,0,0.16243532,3.687739,0,0,0,0,0,0,0,0,0
900,154.44846,0,0,0,0,0,0,0,0,6.0870369,2.6220745,0,0,0,0,0,7.420799,73.703313,73.192954,0,0,0,0,0,0.16246256,3.6883574,0,0,0,0,0,0,0,0,0
901,154.47435,0,0,0,0,0,0,0,0,6.0880575,2.6225142,0,0,0,0,0,7.4220432,73.71567,73.205227,0,0,0,0,0,0.1624898,3.6889759,0,0,0,0,0,0,0,0,0
902,154.50025,0,0,0,0,0,0,0,0,6.0890781,2.6229538,0,0,0,0,0,7.4232874,73.728028,73.217499,0,0,0,0,0,0.16251704,3.6895943,0,0,0,0,0,0,0,0,0
903,154.52615,0,0,0,0,0,0,0,0,6.0900987,2.6233935,0,0,0,0,0,7.4245317,73.740386,73.229771,0,0,0,0,0,0.16254428,3.6902127,0,0,0,0,0,0,0,0,0
904,154.55204,0,0,0,0,0,0,0,0,6.0911194,2.6238331,0,0,0,0,0,7.4257759,73.752744,73.242043,0,0,0,0,0,0.16257152,3.6908311,0,0,0,0,0,0,0,0,0
905,154.57794,0,0,0,0,0,0,0,0,6.09214,2.6242727,0,0,0,0,0,7.4270201,73.765101,73.254315,0,0,0,0,0,0.16259876,3.6914496,0,0,0,0,0,0,0,0,0
906,154.60384,0,0,0,0,0,0,0,0,6.0931606,2.6247124,0,0,0,0,0,7.4282644,73.777459,73.266588,0,0,0,0,0,0.162626,3.692068,0,0,0,0,0,0,0,0,0
907,154.62973,0,0,0,0,0,0,0,0,6.0941812,2.625152,0,0,0,0,0,7.4295086,73.789817,73.27886,0,0,0,0,0,0.16265324,3.6926864,0,0,0,0,0,0,0,0,0
908,154.65563,0,0,0,0,0,0,0,0,6.0952018,2.6255917,0,0,0,0,0,7.4307529,73.802175,73.291132,0,0,0,0,0,0.16268048,3.6933048,0,0,0,0,0,0,0,0,0
909,154.68152,0,0,0,0,0,0,0,0,6.0962224,2.6260313,0,0,0,0,0,7.4319971,73.814532,73.303404,0,0,0,0,0,0.16270772,3.6939233,0,0,0,0,0,0,0,0,0
910,154.70742,0,0,0,0,0,0,0,0,6.097243,2.6264709,0,0,0,0,0,7.4332413,73.82689,73.315676,0,0,0,0,0,0.16273496,3.6945417,0,0,0,0,0,0,0,0,0
911,154.73332,0,0,0,0,0,0,0,0,6.0982636,2.6269106,0,0,0,0,0,7.4344856,73.839248,73.327949,0,0,0,0,0,0.1627622,3.6951601,0,0,0,0,0,0,0,0,0
912,154.75921,0,0,0,0,0,0,0,0,6.0992842,2.6273502,0,0,0,0,0,7.4357298,73.851606,73.340221,0,0,0,0,0,0.16278944,3.6957785,0,0,0,0,0,0,0,0,0
913,154.78511,0,0,0,0,0,0,0,0,6.1003048,2.6277899,0,0,0,0,0,7.4369741,73.863964,73.352493,0,0,0,0,0,0.16281668,3.696397,0,0,0,0,0,0,0,0,0
914,154.81101,0,0,0,0,0,0,0,0,6.1013254,2.6282295,0,0,0,0,0,7.4382183,73.876321,73.364765,0,0,0,0,0,0.16284392,3.6970154,0,0,0,0,0,0,0,0,0
915,154.8369,0,0,0,0,0,0,0,0,6.102346,2.6286691,0,0,0,0,0,7.4394625,73.888679,73.377037,0,0,0,0,0,0.16287116,3.6976338,0,0,0,0,0,0,0,0,0
916,154.8628,0,0,0,0,0,0,0,0,6.1033667,2.6291088,0,0,0,0,0,7.4407068,73.901037,73.389309,0,0,0,0,0,0.1628984,3.6982522,0,0,0,0,0,0,0,0,0
917,154.88869,0,0,0,0,0,0,0,0,6.1043873,2.6295484,0,0,0,0,0,7.441951,73.913395,73.401582,0,0,0,0,0,0.16292564,3.6988706,0,0,0,0,0,0,0,0,0
918,154.91459,0,0,0,0,0,0,0,0,6.1054079,2.6299881,0,0,0,0,0,7.4431952,73.925752,73.413854,0,0,0,0,0,0.16295288,3.6994891,0,0,0,0,0,0,0,0,0
919,154.94049,0,0,0,0,0,0,0,0,6.1064285,2.6304277,0,0,0,0,0,7.4444395,73.93811,73.426126,0,0,0,0,0,0.16298012,3.7001075,0,0,0,0,0,0,0,0,0
920,154.96638,0,0,0,0,0,0,0,0,6.1074491,2.6308674,0,0,0,0,0,7.4456837,73.950468,73.438398,0,0,0,0,0,0.16300736,3.7007259,0,0,0,0,0,0,0,0,0
921,154.99228,0,0,0,0,0,0,0,0,6.1084697,2.631307,0,0,0,0,0,7.446928,73.962826,73.45067,0,0,0,0,0,0.1630346,3.7013443,0,0,0,0,0,0,0,0,0
922,155.01818,0,0,0,0,0,0,0,0,6.1094903,2.6317466,0,0,0,0,0,7.4481722,73.975183,73.462943,0,0,0,0,0,0.16306184,3.7019628,0,0,0,0,0,0,0,0,0
923,155.04407,0,0,0,0,0,0,0,0,6.1105109,2.6321863,0,0,0,0,0,7.4494164,73.987541,73.475215,0,0,0,0,0,0.16308908,3.7025812,0,0,0,0,0,0,0,0,0
924,155.06997,0,0,0,0,0,0,0,0,6.1115315,2.6326259,0,0,0,0,0,7.4506607,73.999899,73.487487,0,0,0,0,0,0.16311632,3.7031996,0,0,0,0,0,0,0,0,0
925,155.09586,0,0,0,0,0,0,0,0,6.1125521,2.6330656,0,0,0,0,0,7.4519049,74.012257,73.499759,0,0,0,0,0,0.16314356,3.703818,0,0,0,0,0,0,0,0,0
