Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa)
3785,271.88383,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1264112,56.891334,179.1358,21.902673,1.3953816,0,0,2.0301988,40.923822,83.820953,15.286805,0.62520907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,271.88074,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1263301,56.890687,179.13377,21.902424,1.3953658,0,0,2.0301757,40.923356,83.819999,15.286631,0.62520195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,271.87765,0,0,0,0,0,0,0,0,0,0,0,0,0,7.126249,56.890039,179.13173,21.902175,1.3953499,0,0,2.0301526,40.92289,83.819046,15.286457,0.62519484,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,271.87455,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1261679,56.889392,179.12969,21.901926,1.395334,0,0,2.0301295,40.922425,83.818092,15.286283,0.62518772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,271.87146,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1260868,56.888744,179.12765,21.901676,1.3953181,0,0,2.0301064,40.921959,83.817138,15.28611,0.62518061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,271.86836,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1260058,56.888097,179.12561,21.901427,1.3953022,0,0,2.0300833,40.921493,83.816184,15.285936,0.6251735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,271.86527,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1259247,56.88745,179.12357,21.901178,1.3952864,0,0,2.0300602,40.921028,83.81523,15.285762,0.62516638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,271.86218,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1258436,56.886802,179.12153,21.900929,1.3952705,0,0,2.0300371,40.920562,83.814276,15.285588,0.62515927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,271.85908,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1257625,56.886155,179.1195,21.900679,1.3952546,0,0,2.0300139,40.920096,83.813323,15.285414,0.62515215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,271.85599,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1256814,56.885508,179.11746,21.90043,1.3952387,0,0,2.0299908,40.919631,83.812369,15.28524,0.62514504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,271.85289,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1256003,56.88486,179.11542,21.900181,1.3952229,0,0,2.0299677,40.919165,83.811415,15.285066,0.62513792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,271.8498,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1255192,56.884213,179.11338,21.899932,1.395207,0,0,2.0299446,40.918699,83.810461,15.284892,0.62513081,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,271.84671,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1254381,56.883565,179.11134,21.899682,1.3951911,0,0,2.0299215,40.918233,83.809507,15.284718,0.62512369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,271.84361,0,0,0,0,0,0,0,0,0,0,0,0,0,7.125357,56.882918,179.1093,21.899433,1.3951752,0,0,2.0298984,40.917768,83.808553,15.284544,0.62511658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,271.84052,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1252759,56.882271,179.10727,21.899184,1.3951593,0,0,2.0298753,40.917302,83.8076,15.28437,0.62510946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,271.83743,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1251948,56.881623,179.10523,21.898935,1.3951435,0,0,2.0298522,40.916836,83.806646,15.284196,0.62510235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,271.83433,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1251137,56.880976,179.10319,21.898686,1.3951276,0,0,2.0298291,40.916371,83.805692,15.284022,0.62509524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,271.83124,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1250326,56.880328,179.10115,21.898436,1.3951117,0,0,2.029806,40.915905,83.804738,15.283848,0.62508812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,271.82814,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1249515,56.879681,179.09911,21.898187,1.3950958,0,0,2.0297829,40.915439,83.803784,15.283674,0.62508101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,271.82505,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1248704,56.879034,179.09707,21.897938,1.3950799,0,0,2.0297598,40.914974,83.80283,15.2835,0.62507389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,271.82196,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1247893,56.878386,179.09503,21.897689,1.3950641,0,0,2.0297367,40.914508,83.801877,15.283326,0.62506678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,271.81886,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1247082,56.877739,179.093,21.897439,1.3950482,0,0,2.0297136,40.914042,83.800923,15.283152,0.62505966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,271.81577,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1246272,56.877092,179.09096,21.89719,1.3950323,0,0,2.0296905,40.913577,83.799969,15.282978,0.62505255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,271.81267,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1245461,56.876444,179.08892,21.896941,1.3950164,0,0,2.0296674,40.913111,83.799015,15.282804,0.62504543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,271.80958,0,0,0,0,0,0,0,0,0,0,0,0,0,7.124465,56.875797,179.08688,21.896692,1.3950006,0,0,2.0296443,40.912645,83.798061,15.28263,0.62503832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,271.80649,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1243839,56.875149,179.08484,21.896442,1.3949847,0,0,2.0296212,40.91218,83.797107,15.282456,0.62503121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,271.80339,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1243028,56.874502,179.0828,21.896193,1.3949688,0,0,2.0295981,40.911714,83.796154,15.282283,0.62502409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,271.8003,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1242217,56.873855,179.08077,21.895944,1.3949529,0,0,2.029575,40.911248,83.7952,15.282109,0.62501698,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,271.79721,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1241406,56.873207,179.07873,21.895695,1.394937,0,0,2.0295519,40.910782,83.794246,15.281935,0.62500986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,271.79411,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1240595,56.87256,179.07669,21.895445,1.3949212,0,0,2.0295288,40.910317,83.793292,15.281761,0.62500275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,271.79102,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1239784,56.871912,179.07465,21.895196,1.3949053,0,0,2.0295057,40.909851,83.792338,15.281587,0.62499563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,271.78792,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1238973,56.871265,179.07261,21.894947,1.3948894,0,0,2.0294826,40.909385,83.791385,15.281413,0.62498852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,271.78483,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1238162,56.870618,179.07057,21.894698,1.3948735,0,0,2.0294595,40.90892,83.790431,15.281239,0.6249814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,271.78174,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1237351,56.86997,179.06854,21.894448,1.3948576,0,0,2.0294364,40.908454,83.789477,15.281065,0.62497429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,271.77864,0,0,0,0,0,0,0,0,0,0,0,0,0,7.123654,56.869323,179.0665,21.894199,1.3948418,0,0,2.0294133,40.907988,83.788523,15.280891,0.62496717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,271.77555,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1235729,56.868675,179.06446,21.89395,1.3948259,0,0,2.0293902,40.907523,83.787569,15.280717,0.62496006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,271.77245,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1234918,56.868028,179.06242,21.893701,1.39481,0,0,2.0293671,40.907057,83.786615,15.280543,0.62495295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,271.76936,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1234107,56.867381,179.06038,21.893452,1.3947941,0,0,2.029344,40.906591,83.785662,15.280369,0.62494583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,271.76627,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1233296,56.866733,179.05834,21.893202,1.3947783,0,0,2.0293209,40.906126,83.784708,15.280195,0.62493872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,271.76317,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1232486,56.866086,179.0563,21.892953,1.3947624,0,0,2.0292978,40.90566,83.783754,15.280021,0.6249316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,271.76008,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1231675,56.865439,179.05427,21.892704,1.3947465,0,0,2.0292747,40.905194,83.7828,15.279847,0.62492449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,271.75698,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1230864,56.864791,179.05223,21.892455,1.3947306,0,0,2.0292516,40.904729,83.781846,15.279673,0.62491737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,271.75389,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1230053,56.864144,179.05019,21.892205,1.3947147,0,0,2.0292285,40.904263,83.780892,15.279499,0.62491026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,271.7508,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1229242,56.863496,179.04815,21.891956,1.3946989,0,0,2.0292054,40.903797,83.779939,15.279325,0.62490314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829,271.7477,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1228431,56.862849,179.04611,21.891707,1.394683,0,0,2.0291823,40.903331,83.778985,15.279151,0.62489603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3830,271.74461,0,0,0,0,0,0,0,0,0,0,0,0,0,7.122762,56.862202,179.04407,21.891458,1.3946671,0,0,2.0291592,40.902866,83.778031,15.278977,0.62488892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,271.74152,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1226809,56.861554,179.04204,21.891208,1.3946512,0,0,2.0291361,40.9024,83.777077,15.278803,0.6248818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,271.73842,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1225998,56.860907,179.04,21.890959,1.3946353,0,0,2.029113,40.901934,83.776123,15.278629,0.62487469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,271.73533,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1225187,56.860259,179.03796,21.89071,1.3946195,0,0,2.0290899,40.901469,83.775169,15.278456,0.62486757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3834,271.73223,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1224376,56.859612,179.03592,21.890461,1.3946036,0,0,2.0290668,40.901003,83.774216,15.278282,0.62486046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3835,271.72914,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1223565,56.858965,179.03388,21.890211,1.3945877,0,0,2.0290436,40.900537,83.773262,15.278108,0.62485334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3836,271.72605,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1222754,56.858317,179.03184,21.889962,1.3945718,0,0,2.0290205,40.900072,83.772308,15.277934,0.62484623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3837,271.72295,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1221943,56.85767,179.0298,21.889713,1.394556,0,0,2.0289974,40.899606,83.771354,15.27776,0.62483911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,271.71986,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1221132,56.857022,179.02777,21.889464,1.3945401,0,0,2.0289743,40.89914,83.7704,15.277586,0.624832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,271.71676,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1220321,56.856375,179.02573,21.889214,1.3945242,0,0,2.0289512,40.898675,83.769446,15.277412,0.62482489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,271.71367,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121951,56.855728,179.02369,21.888965,1.3945083,0,0,2.0289281,40.898209,83.768493,15.277238,0.62481777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,271.71058,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12187,56.85508,179.02165,21.888716,1.3944924,0,0,2.028905,40.897743,83.767539,15.277064,0.62481066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,271.70748,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1217889,56.854433,179.01961,21.888467,1.3944766,0,0,2.0288819,40.897278,83.766585,15.27689,0.62480354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,271.70439,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1217078,56.853786,179.01757,21.888218,1.3944607,0,0,2.0288588,40.896812,83.765631,15.276716,0.62479643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,271.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1216267,56.853138,179.01554,21.887968,1.3944448,0,0,2.0288357,40.896346,83.764677,15.276542,0.62478931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,271.6982,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1215456,56.852491,179.0135,21.887719,1.3944289,0,0,2.0288126,40.89588,83.763723,15.276368,0.6247822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,271.69511,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1214645,56.851843,179.01146,21.88747,1.394413,0,0,2.0287895,40.895415,83.76277,15.276194,0.62477508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,271.69201,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1213834,56.851196,179.00942,21.887221,1.3943972,0,0,2.0287664,40.894949,83.761816,15.27602,0.62476797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,271.68892,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1213023,56.850549,179.00738,21.886971,1.3943813,0,0,2.0287433,40.894483,83.760862,15.275846,0.62476085,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,271.68583,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1212212,56.849901,179.00534,21.886722,1.3943654,0,0,2.0287202,40.894018,83.759908,15.275672,0.62475374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,271.68273,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1211401,56.849254,179.0033,21.886473,1.3943495,0,0,2.0286971,40.893552,83.758954,15.275498,0.62474663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,271.67964,0,0,0,0,0,0,0,0,0,0,0,0,0,7.121059,56.848606,179.00127,21.886224,1.3943337,0,0,2.028674,40.893086,83.758,15.275324,0.62473951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,271.67654,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1209779,56.847959,178.99923,21.885974,1.3943178,0,0,2.0286509,40.892621,83.757047,15.27515,0.6247324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,271.67345,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1208968,56.847312,178.99719,21.885725,1.3943019,0,0,2.0286278,40.892155,83.756093,15.274976,0.62472528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,271.67036,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1208157,56.846664,178.99515,21.885476,1.394286,0,0,2.0286047,40.891689,83.755139,15.274802,0.62471817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,271.66726,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1207346,56.846017,178.99311,21.885227,1.3942701,0,0,2.0285816,40.891224,83.754185,15.274629,0.62471105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,271.66417,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1206535,56.84537,178.99107,21.884977,1.3942543,0,0,2.0285585,40.890758,83.753231,15.274455,0.62470394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,271.66107,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1205724,56.844722,178.98904,21.884728,1.3942384,0,0,2.0285354,40.890292,83.752277,15.274281,0.62469682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3858,271.65798,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1204914,56.844075,178.987,21.884479,1.3942225,0,0,2.0285123,40.889827,83.751324,15.274107,0.62468971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,271.65489,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1204103,56.843427,178.98496,21.88423,1.3942066,0,0,2.0284892,40.889361,83.75037,15.273933,0.6246826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,271.65179,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1203292,56.84278,178.98292,21.88398,1.3941907,0,0,2.0284661,40.888895,83.749416,15.273759,0.62467548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,271.6487,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1202481,56.842133,178.98088,21.883731,1.3941749,0,0,2.028443,40.888429,83.748462,15.273585,0.62466837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,271.64561,0,0,0,0,0,0,0,0,0,0,0,0,0,7.120167,56.841485,178.97884,21.883482,1.394159,0,0,2.0284199,40.887964,83.747508,15.273411,0.62466125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,271.64251,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1200859,56.840838,178.9768,21.883233,1.3941431,0,0,2.0283968,40.887498,83.746555,15.273237,0.62465414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,271.63942,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1200048,56.84019,178.97477,21.882983,1.3941272,0,0,2.0283737,40.887032,83.745601,15.273063,0.62464702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,271.63632,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1199237,56.839543,178.97273,21.882734,1.3941114,0,0,2.0283506,40.886567,83.744647,15.272889,0.62463991,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,271.63323,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1198426,56.838896,178.97069,21.882485,1.3940955,0,0,2.0283275,40.886101,83.743693,15.272715,0.62463279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,271.63014,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1197615,56.838248,178.96865,21.882236,1.3940796,0,0,2.0283044,40.885635,83.742739,15.272541,0.62462568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,271.62704,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1196804,56.837601,178.96661,21.881987,1.3940637,0,0,2.0282813,40.88517,83.741785,15.272367,0.62461857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,271.62395,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1195993,56.836953,178.96457,21.881737,1.3940478,0,0,2.0282582,40.884704,83.740832,15.272193,0.62461145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,271.62085,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1195182,56.836306,178.96254,21.881488,1.394032,0,0,2.0282351,40.884238,83.739878,15.272019,0.62460434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,271.61776,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1194371,56.835659,178.9605,21.881239,1.3940161,0,0,2.028212,40.883773,83.738924,15.271845,0.62459722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,271.61467,0,0,0,0,0,0,0,0,0,0,0,0,0,7.119356,56.835011,178.95846,21.88099,1.3940002,0,0,2.0281889,40.883307,83.73797,15.271671,0.62459011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,271.61157,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1192749,56.834364,178.95642,21.88074,1.3939843,0,0,2.0281658,40.882841,83.737016,15.271497,0.62458299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,271.60848,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1191938,56.833717,178.95438,21.880491,1.3939684,0,0,2.0281427,40.882376,83.736062,15.271323,0.62457588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,271.60539,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1191128,56.833069,178.95234,21.880242,1.3939526,0,0,2.0281196,40.88191,83.735109,15.271149,0.62456876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,271.60229,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1190317,56.832422,178.9503,21.879993,1.3939367,0,0,2.0280965,40.881444,83.734155,15.270975,0.62456165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,271.5992,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1189506,56.831774,178.94827,21.879743,1.3939208,0,0,2.0280733,40.880978,83.733201,15.270802,0.62455453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,271.5961,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1188695,56.831127,178.94623,21.879494,1.3939049,0,0,2.0280502,40.880513,83.732247,15.270628,0.62454742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,271.59301,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1187884,56.83048,178.94419,21.879245,1.3938891,0,0,2.0280271,40.880047,83.731293,15.270454,0.62454031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,271.58992,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1187073,56.829832,178.94215,21.878996,1.3938732,0,0,2.028004,40.879581,83.730339,15.27028,0.62453319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3881,271.58682,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1186262,56.829185,178.94011,21.878746,1.3938573,0,0,2.0279809,40.879116,83.729386,15.270106,0.62452608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,271.58373,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1185451,56.828537,178.93807,21.878497,1.3938414,0,0,2.0279578,40.87865,83.728432,15.269932,0.62451896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,271.58063,0,0,0,0,0,0,0,0,0,0,0,0,0,7.118464,56.82789,178.93604,21.878248,1.3938255,0,0,2.0279347,40.878184,83.727478,15.269758,0.62451185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,271.57754,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1183829,56.827243,178.934,21.877999,1.3938097,0,0,2.0279116,40.877719,83.726524,15.269584,0.62450473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,271.57445,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1183018,56.826595,178.93196,21.877749,1.3937938,0,0,2.0278885,40.877253,83.72557,15.26941,0.62449762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,271.57135,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1182207,56.825948,178.92992,21.8775,1.3937779,0,0,2.0278654,40.876787,83.724616,15.269236,0.6244905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3887,271.56826,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1181396,56.8253,178.92788,21.877251,1.393762,0,0,2.0278423,40.876322,83.723663,15.269062,0.62448339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,271.56516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1180585,56.824653,178.92584,21.877002,1.3937461,0,0,2.0278192,40.875856,83.722709,15.268888,0.62447628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3889,271.56207,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1179774,56.824006,178.9238,21.876753,1.3937303,0,0,2.0277961,40.87539,83.721755,15.268714,0.62446916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3890,271.55898,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1178963,56.823358,178.92177,21.876503,1.3937144,0,0,2.027773,40.874925,83.720801,15.26854,0.62446205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3891,271.55588,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1178153,56.822711,178.91973,21.876254,1.3936985,0,0,2.0277499,40.874459,83.719847,15.268366,0.62445493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,271.54244,0,0,0,0,0,0,0,0,0,0,0,0,0,7.117463,56.819899,178.91087,21.875171,1.3936295,0,0,2.0276496,40.872436,83.715704,15.267611,0.62442403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,271.529,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1171107,56.817087,178.90202,21.874089,1.3935606,0,0,2.0275492,40.870413,83.711561,15.266855,0.62439312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894,271.51557,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1167585,56.814274,178.89316,21.873006,1.3934916,0,0,2.0274489,40.86839,83.707417,15.266099,0.62436222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,271.50213,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1164062,56.811462,178.88431,21.871923,1.3934226,0,0,2.0273485,40.866367,83.703274,15.265344,0.62433131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,271.48869,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1160539,56.80865,178.87545,21.870841,1.3933536,0,0,2.0272481,40.864344,83.699131,15.264588,0.62430041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
