Time (ms),Stress (kPa)
0.0309999,0.8503531
0.0319999,0.936167
0.0329999,1.021981
0.0339999,1.107795
0.0349999,1.193609
0.0359999,1.279422
0.0369999,1.365236
0.0379999,1.45105
0.0389999,1.536864
0.0399999,1.622678
0.0409999,1.708492
0.0419999,1.794306
0.0429999,1.880119
0.0439999,1.965933
0.0449999,2.051747
0.0459999,2.137561
0.0469999,2.223375
0.0479999,2.309189
0.0489999,2.395003
0.0499999,2.480817
0.0509999,2.56663
0.0519999,2.652444
0.0529999,2.738258
0.0539999,2.824072
0.0549999,2.909886
0.0559999,2.9957
0.0569999,3.081514
0.0579999,3.167327
0.0589999,3.253141
0.0599999,3.338955
0.0609999,3.424769
0.0619999,3.510583
0.0629999,3.596397
0.0639999,3.682211
0.0649999,3.768024
0.0659999,3.853838
0.0669999,3.939652
0.0679999,4.025466
0.0689999,4.11128
0.0699999,4.197094
0.0709999,4.282908
0.0719999,4.368721
0.0729999,4.454535
0.0739999,4.540349
0.0749999,4.626163
0.0759999,4.711977
0.0769999,4.797791
0.0779999,4.883605
0.0789999,4.969419
0.0799999,5.055232
0.0809999,5.141046
0.0819999,5.22686
0.0829999,5.312674
0.0839999,5.398488
0.0849999,5.484302
0.0859999,5.570116
0.0869999,5.655929
0.0879999,5.741743
0.0889999,5.827557
0.0899999,5.913371
0.0909999,5.999185
0.0919999,6.084999
0.0929999,6.170813
0.0939999,6.256626
0.0949999,6.34244
0.0959999,6.428254
0.0969999,6.514068
0.0979999,6.599882
0.0989999,6.685696
0.0999999,6.77151
0.1009999,6.857323
0.1019999,6.943137
0.1029999,7.028951
0.1039999,7.114765
0.1049999,7.200579
0.1059999,7.286393
0.1069999,7.372207
0.1079999,7.45802
0.1089999,7.543834
0.1099999,7.629648
0.1109999,7.715462
0.1119999,7.801276
0.1129999,7.88709
0.1139999,7.972904
0.1149999,8.058718
0.1159999,8.144531
0.1169999,8.230345
0.1179999,8.316159
0.1189999,8.401973
0.1199999,8.487787
0.1209999,8.573601
0.1219999,8.659415
0.1229999,8.745228
0.1239999,8.831042
0.1249999,8.916856
0.1259999,9.00267
0.1269999,9.088484
0.1279999,9.174298
0.1289999,9.260112
0.1299999,9.345925
0.1309999,9.431739
0.1319999,9.517553
0.1329999,9.603367
0.1339999,9.689181
0.1349999,9.774995
0.1359999,9.860809
0.1369999,9.946622
0.1379999,10.03244
0.1389999,10.11825
0.1399999,10.20406
0.1409999,10.4086
0.1419999,10.61316
0.1429999,10.81773
0.1439999,11.02229
0.1449999,11.22685
0.1459999,11.43141
0.1469999,11.63597
0.1479999,11.84054
0.1489999,12.0451
0.1499999,12.24966
0.1509999,12.45422
0.1519999,12.65879
0.1529999,12.86335
0.1539999,13.06791
0.1549999,13.27247
0.1559999,13.47703
0.1569999,13.6816
0.1579999,13.88616
0.1589999,14.09072
0.1599999,14.29528
0.1609999,14.49984
0.1619999,14.70441
0.1629999,14.90897
0.1639999,15.11353
0.1649999,15.31809
0.1659999,15.52266
0.1669999,15.72722
0.1679999,15.93178
0.1689999,16.13634
0.1699999,16.3409
0.1709999,16.54547
0.1719999,16.75003
0.1729999,16.95459
0.1739999,17.15915
0.1749999,17.36371
0.1759999,17.56828
0.1769999,17.77284
0.1779999,17.9774
0.1789999,18.18196
0.1799999,18.38653
0.1809999,18.59109
0.1819999,18.79565
0.1829999,19.00021
0.1839999,19.20477
0.1849999,19.40934
0.1859999,19.6139
0.1869999,19.81846
0.1879999,20.02302
0.1889999,20.22758
0.1899999,20.43215
0.1909999,20.63671
0.1919999,20.84127
0.1929999,21.04583
0.1939999,21.2504
0.1949999,21.45496
0.1959999,21.65952
0.1969999,21.86408
0.1979999,22.06864
0.1989999,22.27321
0.1999999,22.47777
0.2009999,22.68233
0.2019999,22.88689
0.2029999,23.09145
0.2039999,23.29602
0.2049999,23.50058
0.2059999,23.70514
0.2069999,23.9097
0.2079999,24.11427
0.2089999,24.31883
0.2099999,24.52339
0.2109999,24.72795
0.2119999,24.93251
0.2129999,25.13708
0.2139999,25.34164
0.2149999,25.5462
0.2159999,25.75076
0.2169999,25.95532
0.2179999,26.15989
0.2189999,26.36445
0.2199999,26.56901
0.2209999,26.77357
0.2219999,26.97814
0.2229999,27.1827
0.2239999,27.38726
0.2249999,27.59182
0.2259999,27.79638
0.2269999,28.00095
0.2279999,28.20551
0.2289999,28.41007
0.2299999,28.61463
0.2309999,28.81919
0.2319999,29.02376
0.2329999,29.22832
0.2339999,29.43288
0.2349999,29.63744
0.2359999,29.84201
0.2369999,30.04657
0.2379999,30.25113
0.2389999,30.45569
0.2399999,30.66025
0.2409999,30.86482
0.2419999,31.06938
0.2429999,31.27394
0.2439999,31.4785
0.2449999,31.68306
0.2459999,31.88763
0.2469999,32.09219
0.2479999,32.29675
0.2489999,32.50131
0.2499999,32.70588
0.2509999,33.03046
0.2519999,33.35506
0.2529999,33.67966
0.2539999,34.00426
0.2549999,34.32886
0.2559999,34.65346
0.2569999,34.97807
0.2579999,35.30267
0.2589999,35.62727
0.2599999,35.95187
0.2609999,36.27647
0.2619999,36.60107
0.2629999,36.92567
0.2639999,37.25027
0.2649999,37.57487
0.2659999,37.89947
0.2669999,38.22407
0.2679999,38.54867
0.2689999,38.87327
0.2699999,39.19787
0.2709999,39.52247
0.2719999,39.84707
0.2729999,40.17167
0.2739999,40.49627
0.2749999,40.82087
0.2759999,41.14547
0.2769999,41.47007
0.2779999,41.79467
0.2789999,42.11927
0.2799999,42.44387
0.2809999,42.76847
0.2819999,43.09307
0.2829999,43.41767
0.2839999,43.74227
0.2849999,44.06687
0.2859999,44.39147
0.2869999,44.71607
0.2879999,45.04067
0.2889999,45.36527
0.2899999,45.68987
0.2909999,46.01447
0.2919999,46.33907
0.2929999,46.66367
0.2939999,46.98827
0.2949999,47.31287
0.2959999,47.63748
0.2969999,47.96208
0.2979999,48.28668
0.2989999,48.61128
0.2999999,48.93588
0.3009999,49.26048
0.3019999,49.58508
0.3029999,49.90968
0.3039999,50.23428
0.3049999,50.55888
0.3059999,50.88348
0.3069999,51.20808
0.3079999,51.53268
0.3089999,51.85728
0.3099999,52.18188
0.3109999,52.50648
0.3119999,52.83108
0.3129999,53.15568
0.3139999,53.48028
0.3149999,53.80488
0.3159999,54.12948
0.3169999,54.45408
0.3179999,54.77868
0.3189999,55.10328
0.3199999,55.42788
0.3209999,55.75248
0.3219999,56.07708
0.3229999,56.40168
0.3239999,56.72628
0.3249999,57.05088
0.3259999,57.37548
0.3269999,57.70008
0.3279999,58.02468
0.3289999,58.34928
0.3299999,58.67388
0.3309999,58.99848
0.3319999,59.32308
0.3329999,59.64768
0.3339999,59.97229
0.3349999,60.29689
0.3359999,60.62149
0.3369999,60.94609
0.3379999,61.27069
0.3389999,61.59529
0.3399999,61.91989
0.3409999,62.24449
0.3419999,62.56909
0.3429999,62.89369
0.3439999,63.21829
0.3449999,63.54289
0.3459999,63.86749
0.3469999,64.19209
0.3479999,64.51669
0.3489999,64.84129
0.3499999,65.16589
0.3509999,65.49049
0.3519999,65.81509
0.3529999,66.13969
0.3539999,66.46429
0.3549999,66.78889
0.3559999,67.11349
0.3569999,67.43809
0.3579999,67.76269
0.3589999,68.08729
0.3599999,68.41189
0.3609999,68.73649
