Time (ms),Stress at 0.00 mm (kPa),Stress at 0.27 mm (kPa),Stress at 0.46 mm (kPa),Stress at NaN mm (kPa),Stress at 0.80 mm (kPa),Stress at 1.06 mm (kPa),Stress at NaN mm (kPa),Stress at 1.44 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.84 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.46 mm (kPa),Stress at 2.66 mm (kPa),Stress at 2.85 mm (kPa)
3778,264.27458,234.23353,225.66752,,158.06821,143.35254,,67.489109,94.129076,56.485058,38.5663,19.566812,24.00832,15.968847,9.8314308
3779,264.26242,234.22275,225.65713,,158.06094,143.34594,,67.486003,94.124744,56.482459,38.564525,19.565911,24.007215,15.968112,9.8309784
3780,264.25026,234.21197,225.64674,,158.05366,143.33934,,67.482897,94.120412,56.479859,38.56275,19.56501,24.00611,15.967377,9.8305259
3781,264.2381,234.20119,225.63636,,158.04639,143.33274,,67.479791,94.11608,56.477259,38.560975,19.56411,24.005005,15.966642,9.8300734
3782,264.2282,234.19241,225.6279,,158.04046,143.32737,,67.477263,94.112554,56.475143,38.55953,19.563377,24.004105,15.966044,9.8297051
3783,264.2183,234.18364,225.61945,,158.03454,143.322,,67.474734,94.109027,56.473027,38.558085,19.562644,24.003206,15.965446,9.8293368
3784,264.2084,234.17486,225.611,,158.02862,143.31663,,67.472206,94.105501,56.470911,38.55664,19.561911,24.002306,15.964847,9.8289685
3785,264.1985,234.16609,225.60254,,158.0227,143.31126,,67.469678,94.101975,56.468795,38.555196,19.561178,24.001407,15.964249,9.8286002
3786,264.1886,234.15731,225.59409,,158.01678,143.30589,,67.467149,94.098449,56.466679,38.553751,19.560445,24.000508,15.963651,9.8282319
3787,264.17869,234.14854,225.58563,,158.01086,143.30052,,67.464621,94.094922,56.464563,38.552306,19.559712,23.999608,15.963053,9.8278636
3788,264.16879,234.13976,225.57718,,158.00493,143.29515,,67.462093,94.091396,56.462447,38.550861,19.558979,23.998709,15.962454,9.8274953
3789,264.15889,234.13099,225.56873,,157.99901,143.28978,,67.459565,94.08787,56.460331,38.549417,19.558246,23.997809,15.961856,9.827127
3790,264.14899,234.12221,225.56027,,157.99309,143.28441,,67.457036,94.084343,56.458215,38.547972,19.557513,23.99691,15.961258,9.8267587
3791,264.13909,234.11344,225.55182,,157.98717,143.27904,,67.454508,94.080817,56.456099,38.546527,19.55678,23.996011,15.96066,9.8263903
3792,264.12919,234.10466,225.54336,,157.98125,143.27367,,67.45198,94.077291,56.453983,38.545082,19.556047,23.995111,15.960062,9.826022
3793,264.11929,234.09589,225.53491,,157.97533,143.2683,,67.449451,94.073765,56.451867,38.543637,19.555314,23.994212,15.959463,9.8256537
3794,264.10939,234.08711,225.52646,,157.96941,143.26293,,67.446923,94.070238,56.449751,38.542193,19.554581,23.993312,15.958865,9.8252854
3795,264.09949,234.07834,225.518,,157.96348,143.25756,,67.444395,94.066712,56.447635,38.540748,19.553848,23.992413,15.958267,9.8249171
3796,264.08959,234.06956,225.50955,,157.95756,143.25219,,67.441867,94.063186,56.445519,38.539303,19.553115,23.991514,15.957669,9.8245488
3797,264.07969,234.06079,225.50109,,157.95164,143.24682,,67.439338,94.05966,56.443403,38.537858,19.552382,23.990614,15.95707,9.8241805
3798,264.06979,234.05201,225.49264,,157.94572,143.24145,,67.43681,94.056133,56.441286,38.536414,19.551649,23.989715,15.956472,9.8238122
3799,264.05989,234.04324,225.48419,,157.9398,143.23608,,67.434282,94.052607,56.43917,38.534969,19.550916,23.988815,15.955874,9.8234439
3800,264.04999,234.03446,225.47573,,157.93388,143.23071,,67.431753,94.049081,56.437054,38.533524,19.550183,23.987916,15.955276,9.8230756
3801,264.04009,234.02569,225.46728,,157.92795,143.22534,,67.429225,94.045554,56.434938,38.532079,19.54945,23.987017,15.954678,9.8227073
3802,264.03019,234.01691,225.45882,,157.92203,143.21997,,67.426697,94.042028,56.432822,38.530634,19.548717,23.986117,15.954079,9.822339
3803,264.02029,234.00814,225.45037,,157.91611,143.2146,,67.424168,94.038502,56.430706,38.52919,19.547984,23.985218,15.953481,9.8219707
3804,264.01039,233.99936,225.44192,,157.91019,143.20923,,67.42164,94.034976,56.42859,38.527745,19.547251,23.984318,15.952883,9.8216024
3805,264.00049,233.99059,225.43346,,157.90427,143.20386,,67.419112,94.031449,56.426474,38.5263,19.546518,23.983419,15.952285,9.8212341
3806,263.99059,233.98181,225.42501,,157.89835,143.19849,,67.416584,94.027923,56.424358,38.524855,19.545785,23.98252,15.951686,9.8208657
3807,263.98069,233.97304,225.41655,,157.89242,143.19312,,67.414055,94.024397,56.422242,38.523411,19.545052,23.98162,15.951088,9.8204974
3808,263.97079,233.96426,225.4081,,157.8865,143.18775,,67.411527,94.02087,56.420126,38.521966,19.544319,23.980721,15.95049,9.8201291
3809,263.96089,233.95549,225.39965,,157.88058,143.18238,,67.408999,94.017344,56.41801,38.520521,19.543586,23.979821,15.949892,9.8197608
3810,263.95099,233.94671,225.39119,,157.87466,143.17701,,67.40647,94.013818,56.415894,38.519076,19.542852,23.978922,15.949293,9.8193925
3811,263.94109,233.93794,225.38274,,157.86874,143.17164,,67.403942,94.010292,56.413778,38.517631,19.542119,23.978023,15.948695,9.8190242
3812,263.93119,233.92916,225.37428,,157.86282,143.16627,,67.401414,94.006765,56.411662,38.516187,19.541386,23.977123,15.948097,9.8186559
3813,263.92129,233.92039,225.36583,,157.8569,143.1609,,67.398886,94.003239,56.409546,38.514742,19.540653,23.976224,15.947499,9.8182876
3814,263.91139,233.91161,225.35738,,157.85097,143.15552,,67.396357,93.999713,56.40743,38.513297,19.53992,23.975324,15.946901,9.8179193
3815,263.90149,233.90284,225.34892,,157.84505,143.15015,,67.393829,93.996186,56.405314,38.511852,19.539187,23.974425,15.946302,9.817551
3816,263.89159,233.89406,225.34047,,157.83913,143.14478,,67.391301,93.99266,56.403198,38.510408,19.538454,23.973526,15.945704,9.8171827
3817,263.88169,233.88529,225.33201,,157.83321,143.13941,,67.388772,93.989134,56.401081,38.508963,19.537721,23.972626,15.945106,9.8168144
3818,263.87179,233.87651,225.32356,,157.82729,143.13404,,67.386244,93.985608,56.398965,38.507518,19.536988,23.971727,15.944508,9.8164461
3819,263.86189,233.86774,225.31511,,157.82137,143.12867,,67.383716,93.982081,56.396849,38.506073,19.536255,23.970827,15.943909,9.8160778
3820,263.85198,233.85896,225.30665,,157.81544,143.1233,,67.381188,93.978555,56.394733,38.504628,19.535522,23.969928,15.943311,9.8157094
3821,263.84208,233.85019,225.2982,,157.80952,143.11793,,67.378659,93.975029,56.392617,38.503184,19.534789,23.969029,15.942713,9.8153411
3822,263.83218,233.84141,225.28974,,157.8036,143.11256,,67.376131,93.971502,56.390501,38.501739,19.534056,23.968129,15.942115,9.8149728
3823,263.82228,233.83264,225.28129,,157.79768,143.10719,,67.373603,93.967976,56.388385,38.500294,19.533323,23.96723,15.941517,9.8146045
3824,263.81238,233.82387,225.27284,,157.79176,143.10182,,67.371074,93.96445,56.386269,38.498849,19.53259,23.96633,15.940918,9.8142362
3825,263.80248,233.81509,225.26438,,157.78584,143.09645,,67.368546,93.960924,56.384153,38.497405,19.531857,23.965431,15.94032,9.8138679
3826,263.79258,233.80632,225.25593,,157.77991,143.09108,,67.366018,93.957397,56.382037,38.49596,19.531124,23.964532,15.939722,9.8134996
3827,263.78268,233.79754,225.24747,,157.77399,143.08571,,67.36349,93.953871,56.379921,38.494515,19.530391,23.963632,15.939124,9.8131313
3828,263.77278,233.78877,225.23902,,157.76807,143.08034,,67.360961,93.950345,56.377805,38.49307,19.529658,23.962733,15.938525,9.812763
3829,263.76288,233.77999,225.23057,,157.76215,143.07497,,67.358433,93.946819,56.375689,38.491625,19.528925,23.961833,15.937927,9.8123947
3830,263.75298,233.77122,225.22211,,157.75623,143.0696,,67.355905,93.943292,56.373573,38.490181,19.528192,23.960934,15.937329,9.8120264
3831,263.74308,233.76244,225.21366,,157.75031,143.06423,,67.353376,93.939766,56.371457,38.488736,19.527459,23.960034,15.936731,9.8116581
3832,263.73318,233.75367,225.2052,,157.74439,143.05886,,67.350848,93.93624,56.369341,38.487291,19.526726,23.959135,15.936132,9.8112898
3833,263.72328,233.74489,225.19675,,157.73846,143.05349,,67.34832,93.932713,56.367225,38.485846,19.525993,23.958236,15.935534,9.8109215
3834,263.71338,233.73612,225.1883,,157.73254,143.04812,,67.345791,93.929187,56.365109,38.484402,19.52526,23.957336,15.934936,9.8105532
3835,263.70348,233.72734,225.17984,,157.72662,143.04275,,67.343263,93.925661,56.362993,38.482957,19.524527,23.956437,15.934338,9.8101848
3836,263.69358,233.71857,225.17139,,157.7207,143.03738,,67.340735,93.922135,56.360876,38.481512,19.523794,23.955537,15.93374,9.8098165
3837,263.68368,233.70979,225.16293,,157.71478,143.03201,,67.338207,93.918608,56.35876,38.480067,19.523061,23.954638,15.933141,9.8094482
3838,263.67378,233.70102,225.15448,,157.70886,143.02664,,67.335678,93.915082,56.356644,38.478622,19.522328,23.953739,15.932543,9.8090799
3839,263.66388,233.69224,225.14603,,157.70293,143.02127,,67.33315,93.911556,56.354528,38.477178,19.521595,23.952839,15.931945,9.8087116
3840,263.65398,233.68347,225.13757,,157.69701,143.0159,,67.330622,93.908029,56.352412,38.475733,19.520862,23.95194,15.931347,9.8083433
3841,263.64408,233.67469,225.12912,,157.69109,143.01053,,67.328093,93.904503,56.350296,38.474288,19.520129,23.95104,15.930748,9.807975
3842,263.63418,233.66592,225.12066,,157.68517,143.00516,,67.325565,93.900977,56.34818,38.472843,19.519396,23.950141,15.93015,9.8076067
3843,263.62428,233.65714,225.11221,,157.67925,142.99979,,67.323037,93.897451,56.346064,38.471399,19.518663,23.949242,15.929552,9.8072384
3844,263.61438,233.64837,225.10376,,157.67333,142.99442,,67.320509,93.893924,56.343948,38.469954,19.51793,23.948342,15.928954,9.8068701
3845,263.60448,233.63959,225.0953,,157.6674,142.98905,,67.31798,93.890398,56.341832,38.468509,19.517197,23.947443,15.928355,9.8065018
3846,263.59458,233.63082,225.08685,,157.66148,142.98368,,67.315452,93.886872,56.339716,38.467064,19.516464,23.946543,15.927757,9.8061335
3847,263.58468,233.62204,225.07839,,157.65556,142.9783,,67.312924,93.883345,56.3376,38.465619,19.515731,23.945644,15.927159,9.8057652
3848,263.57478,233.61327,225.06994,,157.64964,142.97293,,67.310395,93.879819,56.335484,38.464175,19.514998,23.944745,15.926561,9.8053969
3849,263.56488,233.60449,225.06149,,157.64372,142.96756,,67.307867,93.876293,56.333368,38.46273,19.514265,23.943845,15.925963,9.8050285
3850,263.55498,233.59572,225.05303,,157.6378,142.96219,,67.305339,93.872767,56.331252,38.461285,19.513532,23.942946,15.925364,9.8046602
3851,263.54508,233.58694,225.04458,,157.63188,142.95682,,67.302811,93.86924,56.329136,38.45984,19.512799,23.942046,15.924766,9.8042919
3852,263.53518,233.57817,225.03612,,157.62595,142.95145,,67.300282,93.865714,56.32702,38.458396,19.512066,23.941147,15.924168,9.8039236
3853,263.52527,233.56939,225.02767,,157.62003,142.94608,,67.297754,93.862188,56.324904,38.456951,19.511333,23.940248,15.92357,9.8035553
3854,263.51537,233.56062,225.01922,,157.61411,142.94071,,67.295226,93.858662,56.322787,38.455506,19.5106,23.939348,15.922971,9.803187
3855,263.50547,233.55184,225.01076,,157.60819,142.93534,,67.292697,93.855135,56.320671,38.454061,19.509867,23.938449,15.922373,9.8028187
3856,263.49557,233.54307,225.00231,,157.60227,142.92997,,67.290169,93.851609,56.318555,38.452616,19.509134,23.937549,15.921775,9.8024504
3857,263.48567,233.53429,224.99385,,157.59635,142.9246,,67.287641,93.848083,56.316439,38.451172,19.508401,23.93665,15.921177,9.8020821
3858,263.47577,233.52552,224.9854,,157.59042,142.91923,,67.285113,93.844556,56.314323,38.449727,19.507668,23.935751,15.920579,9.8017138
3859,263.46587,233.51674,224.97695,,157.5845,142.91386,,67.282584,93.84103,56.312207,38.448282,19.506935,23.934851,15.91998,9.8013455
3860,263.45597,233.50797,224.96849,,157.57858,142.90849,,67.280056,93.837504,56.310091,38.446837,19.506202,23.933952,15.919382,9.8009772
3861,263.44607,233.49919,224.96004,,157.57266,142.90312,,67.277528,93.833978,56.307975,38.445393,19.505469,23.933052,15.918784,9.8006089
3862,263.43617,233.49042,224.95158,,157.56674,142.89775,,67.274999,93.830451,56.305859,38.443948,19.504736,23.932153,15.918186,9.8002406
3863,263.42627,233.48164,224.94313,,157.56082,142.89238,,67.272471,93.826925,56.303743,38.442503,19.504003,23.931254,15.917587,9.7998723
3864,263.41637,233.47287,224.93468,,157.55489,142.88701,,67.269943,93.823399,56.301627,38.441058,19.50327,23.930354,15.916989,9.7995039
3865,263.40647,233.46409,224.92622,,157.54897,142.88164,,67.267415,93.819872,56.299511,38.439613,19.502537,23.929455,15.916391,9.7991356
3866,263.39657,233.45532,224.91777,,157.54305,142.87627,,67.264886,93.816346,56.297395,38.438169,19.501804,23.928555,15.915793,9.7987673
3867,263.38667,233.44654,224.90931,,157.53713,142.8709,,67.262358,93.81282,56.295279,38.436724,19.501071,23.927656,15.915194,9.798399
3868,263.37677,233.43777,224.90086,,157.53121,142.86553,,67.25983,93.809294,56.293163,38.435279,19.500338,23.926757,15.914596,9.7980307
3869,263.36687,233.42899,224.89241,,157.52529,142.86016,,67.257301,93.805767,56.291047,38.433834,19.499605,23.925857,15.913998,9.7976624
3870,263.35697,233.42022,224.88395,,157.51937,142.85479,,67.254773,93.802241,56.288931,38.43239,19.498872,23.924958,15.9134,9.7972941
3871,263.34707,233.41144,224.8755,,157.51344,142.84942,,67.252245,93.798715,56.286815,38.430945,19.498139,23.924058,15.912802,9.7969258
3872,263.33717,233.40267,224.86704,,157.50752,142.84405,,67.249716,93.795188,56.284699,38.4295,19.497406,23.923159,15.912203,9.7965575
3873,263.32727,233.3939,224.85859,,157.5016,142.83868,,67.247188,93.791662,56.282582,38.428055,19.496673,23.92226,15.911605,9.7961892
3874,263.31737,233.38512,224.85014,,157.49568,142.83331,,67.24466,93.788136,56.280466,38.42661,19.495939,23.92136,15.911007,9.7958209
3875,263.30747,233.37635,224.84168,,157.48976,142.82794,,67.242132,93.78461,56.27835,38.425166,19.495206,23.920461,15.910409,9.7954526
3876,263.29757,233.36757,224.83323,,157.48384,142.82257,,67.239603,93.781083,56.276234,38.423721,19.494473,23.919561,15.90981,9.7950843
3877,263.28767,233.3588,224.82477,,157.47791,142.8172,,67.237075,93.777557,56.274118,38.422276,19.49374,23.918662,15.909212,9.794716
3878,263.27777,233.35002,224.81632,,157.47199,142.81183,,67.234547,93.774031,56.272002,38.420831,19.493007,23.917762,15.908614,9.7943476
3879,263.26787,233.34125,224.80787,,157.46607,142.80646,,67.232018,93.770504,56.269886,38.419387,19.492274,23.916863,15.908016,9.7939793
3880,263.25797,233.33247,224.79941,,157.46015,142.80108,,67.22949,93.766978,56.26777,38.417942,19.491541,23.915964,15.907418,9.793611
3881,263.24807,233.3237,224.79096,,157.45423,142.79571,,67.226962,93.763452,56.265654,38.416497,19.490808,23.915064,15.906819,9.7932427
3882,263.23817,233.31492,224.7825,,157.44831,142.79034,,67.224434,93.759926,56.263538,38.415052,19.490075,23.914165,15.906221,9.7928744
3883,263.22827,233.30615,224.77405,,157.44238,142.78497,,67.221905,93.756399,56.261422,38.413607,19.489342,23.913265,15.905623,9.7925061
3884,263.21837,233.29737,224.7656,,157.43646,142.7796,,67.219377,93.752873,56.259306,38.412163,19.488609,23.912366,15.905025,9.7921378
3885,263.20847,233.2886,224.75714,,157.43054,142.77423,,67.216849,93.749347,56.25719,38.410718,19.487876,23.911467,15.904426,9.7917695
3886,263.19856,233.27982,224.74869,,157.42462,142.76886,,67.21432,93.745821,56.255074,38.409273,19.487143,23.910567,15.903828,9.7914012
3887,263.18866,233.27105,224.74023,,157.4187,142.76349,,67.211792,93.742294,56.252958,38.407828,19.48641,23.909668,15.90323,9.7910329
3888,263.17876,233.26227,224.73178,,157.41278,142.75812,,67.209264,93.738768,56.250842,38.406384,19.485677,23.908768,15.902632,9.7906646
3889,263.16886,233.2535,224.72333,,157.40686,142.75275,,67.206736,93.735242,56.248726,38.404939,19.484944,23.907869,15.902033,9.7902963
3890,263.15896,233.24472,224.71487,,157.40093,142.74738,,67.204207,93.731715,56.24661,38.403494,19.484211,23.90697,15.901435,9.789928
3891,263.15462,233.24088,224.71117,,157.39834,142.74503,,67.203099,93.73017,56.245682,38.402861,19.48389,23.906575,15.901173,9.7897665
3892,263.15029,233.23703,224.70746,,157.39574,142.74267,,67.201991,93.728624,56.244755,38.402228,19.483569,23.906181,15.900911,9.7896051
3893,263.14595,233.23318,224.70376,,157.39315,142.74032,,67.200883,93.727079,56.243827,38.401594,19.483247,23.905787,15.900649,9.7894437
3894,263.14161,233.22934,224.70005,,157.39055,142.73797,,67.199775,93.725533,56.2429,38.400961,19.482926,23.905393,15.900386,9.7892823
3895,263.13727,233.22549,224.69635,,157.38796,142.73561,,67.198667,93.723988,56.241972,38.400328,19.482605,23.904999,15.900124,9.7891209
3896,263.13293,233.22165,224.69264,,157.38536,142.73326,,67.197559,93.722442,56.241045,38.399695,19.482284,23.904605,15.899862,9.7889594
3897,263.12859,233.2178,224.68894,,157.38277,142.73091,,67.196451,93.720897,56.240118,38.399062,19.481962,23.90421,15.8996,9.788798
3898,263.12425,233.21396,224.68523,,157.38017,142.72855,,67.195343,93.719352,56.23919,38.398428,19.481641,23.903816,15.899338,9.7886366
3899,263.11991,233.21011,224.68153,,157.37758,142.7262,,67.194235,93.717806,56.238263,38.397795,19.48132,23.903422,15.899076,9.7884752
3900,263.11557,233.20626,224.67782,,157.37498,142.72385,,67.193127,93.716261,56.237335,38.397162,19.480999,23.903028,15.898813,9.7883138
3901,263.11123,233.20242,224.67412,,157.37239,142.72149,,67.192018,93.714715,56.236408,38.396529,19.480677,23.902634,15.898551,9.7881524
3902,263.1069,233.19857,224.67041,,157.36979,142.71914,,67.19091,93.71317,56.235481,38.395896,19.480356,23.902239,15.898289,9.7879909
3903,263.10256,233.19473,224.66671,,157.3672,142.71678,,67.189802,93.711624,56.234553,38.395262,19.480035,23.901845,15.898027,9.7878295
3904,263.09822,233.19088,224.663,,157.3646,142.71443,,67.188694,93.710079,56.233626,38.394629,19.479714,23.901451,15.897765,9.7876681
3905,263.09388,233.18704,224.6593,,157.362,142.71208,,67.187586,93.708533,56.232699,38.393996,19.479392,23.901057,15.897502,9.7875067
3906,263.08954,233.18319,224.65559,,157.35941,142.70972,,67.186478,93.706988,56.231771,38.393363,19.479071,23.900663,15.89724,9.7873453
3907,263.0852,233.17934,224.65189,,157.35681,142.70737,,67.18537,93.705443,56.230844,38.39273,19.47875,23.900269,15.896978,9.7871839
3908,263.08086,233.1755,224.64818,,157.35422,142.70502,,67.184262,93.703897,56.229916,38.392096,19.478429,23.899874,15.896716,9.7870224
3909,263.07652,233.17165,224.64448,,157.35162,142.70266,,67.183154,93.702352,56.228989,38.391463,19.478107,23.89948,15.896454,9.786861
3910,263.07218,233.16781,224.64077,,157.34903,142.70031,,67.182046,93.700806,56.228062,38.39083,19.477786,23.899086,15.896192,9.7866996
3911,263.06784,233.16396,224.63706,,157.34643,142.69796,,67.180938,93.699261,56.227134,38.390197,19.477465,23.898692,15.895929,9.7865382
3912,263.06351,233.16011,224.63336,,157.34384,142.6956,,67.17983,93.697715,56.226207,38.389564,19.477144,23.898298,15.895667,9.7863768
3913,263.05917,233.15627,224.62965,,157.34124,142.69325,,67.178722,93.69617,56.225279,38.38893,19.476822,23.897903,15.895405,9.7862154
