Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa)
2834,265.2212,0,0,0,0,2.6228287,39.666044,0,0,0,39.36444,0,0,0,0
2835,265.22514,0,0,0,0,2.6228676,39.666633,0,0,0,39.365025,0,0,0,0
2836,265.22908,0,0,0,0,2.6229066,39.667222,0,0,0,39.36561,0,0,0,0
2837,265.23302,0,0,0,0,2.6229456,39.667812,0,0,0,39.366195,0,0,0,0
2838,265.23696,0,0,0,0,2.6229845,39.668401,0,0,0,39.36678,0,0,0,0
2839,265.2409,0,0,0,0,2.6230235,39.668991,0,0,0,39.367364,0,0,0,0
2840,265.24484,0,0,0,0,2.6230625,39.66958,0,0,0,39.367949,0,0,0,0
2841,265.24878,0,0,0,0,2.6231015,39.670169,0,0,0,39.368534,0,0,0,0
2842,265.25272,0,0,0,0,2.6231404,39.670759,0,0,0,39.369119,0,0,0,0
2843,265.25667,0,0,0,0,2.6231794,39.671348,0,0,0,39.369704,0,0,0,0
2844,265.26061,0,0,0,0,2.6232184,39.671937,0,0,0,39.370289,0,0,0,0
2845,265.26455,0,0,0,0,2.6232574,39.672527,0,0,0,39.370874,0,0,0,0
2846,265.26849,0,0,0,0,2.6232963,39.673116,0,0,0,39.371459,0,0,0,0
2847,265.27243,0,0,0,0,2.6233353,39.673706,0,0,0,39.372044,0,0,0,0
2848,265.27637,0,0,0,0,2.6233743,39.674295,0,0,0,39.372629,0,0,0,0
2849,265.28031,0,0,0,0,2.6234132,39.674884,0,0,0,39.373213,0,0,0,0
2850,265.28425,0,0,0,0,2.6234522,39.675474,0,0,0,39.373798,0,0,0,0
2851,265.28819,0,0,0,0,2.6234912,39.676063,0,0,0,39.374383,0,0,0,0
2852,265.29213,0,0,0,0,2.6235302,39.676653,0,0,0,39.374968,0,0,0,0
2853,265.29607,0,0,0,0,2.6235691,39.677242,0,0,0,39.375553,0,0,0,0
2854,265.30001,0,0,0,0,2.6236081,39.677831,0,0,0,39.376138,0,0,0,0
2855,265.30396,0,0,0,0,2.6236471,39.678421,0,0,0,39.376723,0,0,0,0
2856,265.3079,0,0,0,0,2.623686,39.67901,0,0,0,39.377308,0,0,0,0
2857,265.31184,0,0,0,0,2.623725,39.6796,0,0,0,39.377893,0,0,0,0
2858,265.31578,0,0,0,0,2.623764,39.680189,0,0,0,39.378478,0,0,0,0
2859,265.31972,0,0,0,0,2.623803,39.680778,0,0,0,39.379063,0,0,0,0
2860,265.3294,0,0,0,0,2.6238987,39.682226,0,0,0,39.3805,0,0,0,0
2861,265.33908,0,0,0,0,2.6239945,39.683675,0,0,0,39.381937,0,0,0,0
2862,265.34877,0,0,0,0,2.6240902,39.685123,0,0,0,39.383374,0,0,0,0
2863,265.35845,0,0,0,0,2.624186,39.686571,0,0,0,39.384811,0,0,0,0
2864,265.36814,0,0,0,0,2.6242818,39.688019,0,0,0,39.386249,0,0,0,0
2865,265.37782,0,0,0,0,2.6243775,39.689468,0,0,0,39.387686,0,0,0,0
2866,265.3875,0,0,0,0,2.6244733,39.690916,0,0,0,39.389123,0,0,0,0
2867,265.39719,0,0,0,0,2.6245691,39.692364,0,0,0,39.39056,0,0,0,0
2868,265.40687,0,0,0,0,2.6246648,39.693813,0,0,0,39.391998,0,0,0,0
2869,265.41655,0,0,0,0,2.6247606,39.695261,0,0,0,39.393435,0,0,0,0
2870,265.42624,0,0,0,0,2.6248563,39.696709,0,0,0,39.394872,0,0,0,0
2871,265.43592,0,0,0,0,2.6249521,39.698157,0,0,0,39.39631,0,0,0,0
2872,265.44561,0,0,0,0,2.6250479,39.699606,0,0,0,39.397747,0,0,0,0
2873,265.45529,0,0,0,0,2.6251436,39.701054,0,0,0,39.399184,0,0,0,0
2874,265.46497,0,0,0,0,2.6252394,39.702502,0,0,0,39.400621,0,0,0,0
2875,265.47466,0,0,0,0,2.6253352,39.703951,0,0,0,39.402059,0,0,0,0
2876,265.48434,0,0,0,0,2.6254309,39.705399,0,0,0,39.403496,0,0,0,0
2877,265.49402,0,0,0,0,2.6255267,39.706847,0,0,0,39.404933,0,0,0,0
2878,265.50371,0,0,0,0,2.6256225,39.708295,0,0,0,39.40637,0,0,0,0
2879,265.51339,0,0,0,0,2.6257182,39.709744,0,0,0,39.407808,0,0,0,0
2880,265.52307,0,0,0,0,2.625814,39.711192,0,0,0,39.409245,0,0,0,0
2881,265.53276,0,0,0,0,2.6259098,39.71264,0,0,0,39.410682,0,0,0,0
2882,265.54244,0,0,0,0,2.6260055,39.714088,0,0,0,39.412119,0,0,0,0
2883,265.55213,0,0,0,0,2.6261013,39.715537,0,0,0,39.413557,0,0,0,0
2884,265.56181,0,0,0,0,2.626197,39.716985,0,0,0,39.414994,0,0,0,0
2885,265.57149,0,0,0,0,2.6262928,39.718433,0,0,0,39.416431,0,0,0,0
2886,265.58118,0,0,0,0,2.6263886,39.719882,0,0,0,39.417868,0,0,0,0
2887,265.59086,0,0,0,0,2.6264843,39.72133,0,0,0,39.419306,0,0,0,0
2888,265.60054,0,0,0,0,2.6265801,39.722778,0,0,0,39.420743,0,0,0,0
2889,265.61023,0,0,0,0,2.6266759,39.724226,0,0,0,39.42218,0,0,0,0
2890,265.61991,0,0,0,0,2.6267716,39.725675,0,0,0,39.423617,0,0,0,0
2891,265.6296,0,0,0,0,2.6268674,39.727123,0,0,0,39.425055,0,0,0,0
2892,265.63928,0,0,0,0,2.6269632,39.728571,0,0,0,39.426492,0,0,0,0
2893,265.64896,0,0,0,0,2.6270589,39.730019,0,0,0,39.427929,0,0,0,0
2894,265.65865,0,0,0,0,2.6271547,39.731468,0,0,0,39.429367,0,0,0,0
2895,265.66833,0,0,0,0,2.6272504,39.732916,0,0,0,39.430804,0,0,0,0
2896,265.67801,0,0,0,0,2.6273462,39.734364,0,0,0,39.432241,0,0,0,0
2897,265.6877,0,0,0,0,2.627442,39.735813,0,0,0,39.433678,0,0,0,0
2898,265.69738,0,0,0,0,2.6275377,39.737261,0,0,0,39.435116,0,0,0,0
2899,265.70706,0,0,0,0,2.6276335,39.738709,0,0,0,39.436553,0,0,0,0
2900,265.71675,0,0,0,0,2.6277293,39.740157,0,0,0,39.43799,0,0,0,0
2901,265.72643,0,0,0,0,2.627825,39.741606,0,0,0,39.439427,0,0,0,0
2902,265.73612,0,0,0,0,2.6279208,39.743054,0,0,0,39.440865,0,0,0,0
2903,265.7458,0,0,0,0,2.6280166,39.744502,0,0,0,39.442302,0,0,0,0
2904,265.75548,0,0,0,0,2.6281123,39.74595,0,0,0,39.443739,0,0,0,0
2905,265.76517,0,0,0,0,2.6282081,39.747399,0,0,0,39.445176,0,0,0,0
2906,265.77485,0,0,0,0,2.6283039,39.748847,0,0,0,39.446614,0,0,0,0
2907,265.78453,0,0,0,0,2.6283996,39.750295,0,0,0,39.448051,0,0,0,0
2908,265.79422,0,0,0,0,2.6284954,39.751744,0,0,0,39.449488,0,0,0,0
2909,265.8039,0,0,0,0,2.6285911,39.753192,0,0,0,39.450925,0,0,0,0
2910,265.81358,0,0,0,0,2.6286869,39.75464,0,0,0,39.452363,0,0,0,0
2911,265.82327,0,0,0,0,2.6287827,39.756088,0,0,0,39.4538,0,0,0,0
2912,265.83295,0,0,0,0,2.6288784,39.757537,0,0,0,39.455237,0,0,0,0
2913,265.84264,0,0,0,0,2.6289742,39.758985,0,0,0,39.456675,0,0,0,0
2914,265.85232,0,0,0,0,2.62907,39.760433,0,0,0,39.458112,0,0,0,0
2915,265.862,0,0,0,0,2.6291657,39.761881,0,0,0,39.459549,0,0,0,0
2916,265.87169,0,0,0,0,2.6292615,39.76333,0,0,0,39.460986,0,0,0,0
2917,265.88137,0,0,0,0,2.6293573,39.764778,0,0,0,39.462424,0,0,0,0
2918,265.89105,0,0,0,0,2.629453,39.766226,0,0,0,39.463861,0,0,0,0
2919,265.90074,0,0,0,0,2.6295488,39.767675,0,0,0,39.465298,0,0,0,0
2920,265.91042,0,0,0,0,2.6296445,39.769123,0,0,0,39.466735,0,0,0,0
2921,265.92011,0,0,0,0,2.6297403,39.770571,0,0,0,39.468173,0,0,0,0
2922,265.92979,0,0,0,0,2.6298361,39.772019,0,0,0,39.46961,0,0,0,0
2923,265.93947,0,0,0,0,2.6299318,39.773468,0,0,0,39.471047,0,0,0,0
2924,265.94916,0,0,0,0,2.6300276,39.774916,0,0,0,39.472484,0,0,0,0
2925,265.95884,0,0,0,0,2.6301234,39.776364,0,0,0,39.473922,0,0,0,0
2926,265.96852,0,0,0,0,2.6302191,39.777813,0,0,0,39.475359,0,0,0,0
2927,265.97821,0,0,0,0,2.6303149,39.779261,0,0,0,39.476796,0,0,0,0
2928,265.98789,0,0,0,0,2.6304107,39.780709,0,0,0,39.478233,0,0,0,0
2929,265.99757,0,0,0,0,2.6305064,39.782157,0,0,0,39.479671,0,0,0,0
2930,266.00726,0,0,0,0,2.6306022,39.783606,0,0,0,39.481108,0,0,0,0
2931,266.01694,0,0,0,0,2.6306979,39.785054,0,0,0,39.482545,0,0,0,0
2932,266.02663,0,0,0,0,2.6307937,39.786502,0,0,0,39.483983,0,0,0,0
2933,266.03631,0,0,0,0,2.6308895,39.78795,0,0,0,39.48542,0,0,0,0
2934,266.04599,0,0,0,0,2.6309852,39.789399,0,0,0,39.486857,0,0,0,0
2935,266.05568,0,0,0,0,2.631081,39.790847,0,0,0,39.488294,0,0,0,0
2936,266.06536,0,0,0,0,2.6311768,39.792295,0,0,0,39.489732,0,0,0,0
2937,266.07504,0,0,0,0,2.6312725,39.793744,0,0,0,39.491169,0,0,0,0
2938,266.08473,0,0,0,0,2.6313683,39.795192,0,0,0,39.492606,0,0,0,0
2939,266.09441,0,0,0,0,2.6314641,39.79664,0,0,0,39.494043,0,0,0,0
2940,266.1041,0,0,0,0,2.6315598,39.798088,0,0,0,39.495481,0,0,0,0
2941,266.11378,0,0,0,0,2.6316556,39.799537,0,0,0,39.496918,0,0,0,0
2942,266.12346,0,0,0,0,2.6317514,39.800985,0,0,0,39.498355,0,0,0,0
2943,266.13315,0,0,0,0,2.6318471,39.802433,0,0,0,39.499792,0,0,0,0
2944,266.14283,0,0,0,0,2.6319429,39.803881,0,0,0,39.50123,0,0,0,0
2945,266.15251,0,0,0,0,2.6320386,39.80533,0,0,0,39.502667,0,0,0,0
2946,266.1622,0,0,0,0,2.6321344,39.806778,0,0,0,39.504104,0,0,0,0
2947,266.17188,0,0,0,0,2.6322302,39.808226,0,0,0,39.505541,0,0,0,0
2948,266.18156,0,0,0,0,2.6323259,39.809675,0,0,0,39.506979,0,0,0,0
2949,266.19125,0,0,0,0,2.6324217,39.811123,0,0,0,39.508416,0,0,0,0
2950,266.20093,0,0,0,0,2.6325175,39.812571,0,0,0,39.509853,0,0,0,0
2951,266.21062,0,0,0,0,2.6326132,39.814019,0,0,0,39.511291,0,0,0,0
2952,266.2203,0,0,0,0,2.632709,39.815468,0,0,0,39.512728,0,0,0,0
2953,266.22998,0,0,0,0,2.6328048,39.816916,0,0,0,39.514165,0,0,0,0
2954,266.23967,0,0,0,0,2.6329005,39.818364,0,0,0,39.515602,0,0,0,0
2955,266.24935,0,0,0,0,2.6329963,39.819812,0,0,0,39.51704,0,0,0,0
2956,266.25903,0,0,0,0,2.633092,39.821261,0,0,0,39.518477,0,0,0,0
2957,266.26872,0,0,0,0,2.6331878,39.822709,0,0,0,39.519914,0,0,0,0
2958,266.2784,0,0,0,0,2.6332836,39.824157,0,0,0,39.521351,0,0,0,0
2959,266.28809,0,0,0,0,2.6333793,39.825606,0,0,0,39.522789,0,0,0,0
2960,266.29777,0,0,0,0,2.6334751,39.827054,0,0,0,39.524226,0,0,0,0
2961,266.30745,0,0,0,0,2.6335709,39.828502,0,0,0,39.525663,0,0,0,0
2962,266.31714,0,0,0,0,2.6336666,39.82995,0,0,0,39.5271,0,0,0,0
2963,266.32682,0,0,0,0,2.6337624,39.831399,0,0,0,39.528538,0,0,0,0
2964,266.3365,0,0,0,0,2.6338582,39.832847,0,0,0,39.529975,0,0,0,0
2965,266.34619,0,0,0,0,2.6339539,39.834295,0,0,0,39.531412,0,0,0,0
2966,266.35587,0,0,0,0,2.6340497,39.835743,0,0,0,39.532849,0,0,0,0
2967,266.36555,0,0,0,0,2.6341455,39.837192,0,0,0,39.534287,0,0,0,0
2968,266.37524,0,0,0,0,2.6342412,39.83864,0,0,0,39.535724,0,0,0,0
2969,266.38492,0,0,0,0,2.634337,39.840088,0,0,0,39.537161,0,0,0,0
2970,266.38847,0,0,0,0,2.6343721,39.840619,0,0,0,39.537688,0,0,0,0
2971,266.39202,0,0,0,0,2.6344072,39.84115,0,0,0,39.538215,0,0,0,0
2972,266.39557,0,0,0,0,2.6344423,39.841681,0,0,0,39.538742,0,0,0,0
2973,266.39912,0,0,0,0,2.6344774,39.842212,0,0,0,39.539269,0,0,0,0
2974,266.40267,0,0,0,0,2.6345125,39.842743,0,0,0,39.539795,0,0,0,0
2975,266.40622,0,0,0,0,2.6345476,39.843274,0,0,0,39.540322,0,0,0,0
2976,266.40977,0,0,0,0,2.6345827,39.843804,0,0,0,39.540849,0,0,0,0
2977,266.41332,0,0,0,0,2.6346178,39.844335,0,0,0,39.541376,0,0,0,0
2978,266.41687,0,0,0,0,2.6346529,39.844866,0,0,0,39.541903,0,0,0,0
2979,266.42042,0,0,0,0,2.634688,39.845397,0,0,0,39.54243,0,0,0,0
2980,266.42397,0,0,0,0,2.6347231,39.845928,0,0,0,39.542956,0,0,0,0
2981,266.42752,0,0,0,0,2.6347582,39.846459,0,0,0,39.543483,0,0,0,0
2982,266.43107,0,0,0,0,2.6347933,39.84699,0,0,0,39.54401,0,0,0,0
2983,266.43462,0,0,0,0,2.6348284,39.84752,0,0,0,39.544537,0,0,0,0
2984,266.43816,0,0,0,0,2.6348635,39.848051,0,0,0,39.545064,0,0,0,0
2985,266.44171,0,0,0,0,2.6348986,39.848582,0,0,0,39.54559,0,0,0,0
2986,266.44526,0,0,0,0,2.6349337,39.849113,0,0,0,39.546117,0,0,0,0
2987,266.44881,0,0,0,0,2.6349688,39.849644,0,0,0,39.546644,0,0,0,0
2988,266.45236,0,0,0,0,2.6350039,39.850175,0,0,0,39.547171,0,0,0,0
2989,266.45591,0,0,0,0,2.635039,39.850706,0,0,0,39.547698,0,0,0,0
2990,266.45946,0,0,0,0,2.6350741,39.851236,0,0,0,39.548225,0,0,0,0
2991,266.46301,0,0,0,0,2.6351092,39.851767,0,0,0,39.548751,0,0,0,0
2992,266.46656,0,0,0,0,2.6351443,39.852298,0,0,0,39.549278,0,0,0,0
2993,266.47011,0,0,0,0,2.6351794,39.852829,0,0,0,39.549805,0,0,0,0
2994,266.47366,0,0,0,0,2.6352145,39.85336,0,0,0,39.550332,0,0,0,0
2995,266.47721,0,0,0,0,2.6352496,39.853891,0,0,0,39.550859,0,0,0,0
2996,266.48076,0,0,0,0,2.6352847,39.854421,0,0,0,39.551385,0,0,0,0
2997,266.48431,0,0,0,0,2.6353198,39.854952,0,0,0,39.551912,0,0,0,0
2998,266.48786,0,0,0,0,2.6353549,39.855483,0,0,0,39.552439,0,0,0,0
2999,266.49141,0,0,0,0,2.63539,39.856014,0,0,0,39.552966,0,0,0,0
3000,266.49496,0,0,0,0,2.6354251,39.856545,0,0,0,39.553493,0,0,0,0
3001,266.49851,0,0,0,0,2.6354602,39.857076,0,0,0,39.55402,0,0,0,0
3002,266.50206,0,0,0,0,2.6354953,39.857607,0,0,0,39.554546,0,0,0,0
3003,266.5056,0,0,0,0,2.6355304,39.858137,0,0,0,39.555073,0,0,0,0
3004,266.50915,0,0,0,0,2.6355655,39.858668,0,0,0,39.5556,0,0,0,0
3005,266.5127,0,0,0,0,2.6356006,39.859199,0,0,0,39.556127,0,0,0,0
3006,266.51625,0,0,0,0,2.6356357,39.85973,0,0,0,39.556654,0,0,0,0
3007,266.5198,0,0,0,0,2.6356708,39.860261,0,0,0,39.55718,0,0,0,0
3008,266.52335,0,0,0,0,2.6357059,39.860792,0,0,0,39.557707,0,0,0,0
3009,266.5269,0,0,0,0,2.635741,39.861323,0,0,0,39.558234,0,0,0,0
3010,266.53045,0,0,0,0,2.6357761,39.861853,0,0,0,39.558761,0,0,0,0
3011,266.534,0,0,0,0,2.6358113,39.862384,0,0,0,39.559288,0,0,0,0
3012,266.53755,0,0,0,0,2.6358464,39.862915,0,0,0,39.559815,0,0,0,0
3013,266.5411,0,0,0,0,2.6358815,39.863446,0,0,0,39.560341,0,0,0,0
3014,266.54465,0,0,0,0,2.6359166,39.863977,0,0,0,39.560868,0,0,0,0
3015,266.5482,0,0,0,0,2.6359517,39.864508,0,0,0,39.561395,0,0,0,0
3016,266.55175,0,0,0,0,2.6359868,39.865039,0,0,0,39.561922,0,0,0,0
3017,266.5553,0,0,0,0,2.6360219,39.865569,0,0,0,39.562449,0,0,0,0
3018,266.55885,0,0,0,0,2.636057,39.8661,0,0,0,39.562975,0,0,0,0
3019,266.5624,0,0,0,0,2.6360921,39.866631,0,0,0,39.563502,0,0,0,0
3020,266.56595,0,0,0,0,2.6361272,39.867162,0,0,0,39.564029,0,0,0,0
3021,266.5695,0,0,0,0,2.6361623,39.867693,0,0,0,39.564556,0,0,0,0
3022,266.57305,0,0,0,0,2.6361974,39.868224,0,0,0,39.565083,0,0,0,0
3023,266.57659,0,0,0,0,2.6362325,39.868755,0,0,0,39.56561,0,0,0,0
3024,266.58014,0,0,0,0,2.6362676,39.869285,0,0,0,39.566136,0,0,0,0
3025,266.58369,0,0,0,0,2.6363027,39.869816,0,0,0,39.566663,0,0,0,0
3026,266.58724,0,0,0,0,2.6363378,39.870347,0,0,0,39.56719,0,0,0,0
3027,266.59079,0,0,0,0,2.6363729,39.870878,0,0,0,39.567717,0,0,0,0
3028,266.59434,0,0,0,0,2.636408,39.871409,0,0,0,39.568244,0,0,0,0
3029,266.59789,0,0,0,0,2.6364431,39.87194,0,0,0,39.56877,0,0,0,0
3030,266.60144,0,0,0,0,2.6364782,39.872471,0,0,0,39.569297,0,0,0,0
3031,266.60499,0,0,0,0,2.6365133,39.873001,0,0,0,39.569824,0,0,0,0
3032,266.60854,0,0,0,0,2.6365484,39.873532,0,0,0,39.570351,0,0,0,0
3033,266.61209,0,0,0,0,2.6365835,39.874063,0,0,0,39.570878,0,0,0,0
3034,266.61564,0,0,0,0,2.6366186,39.874594,0,0,0,39.571405,0,0,0,0
3035,266.61919,0,0,0,0,2.6366537,39.875125,0,0,0,39.571931,0,0,0,0
3036,266.62274,0,0,0,0,2.6366888,39.875656,0,0,0,39.572458,0,0,0,0
3037,266.62629,0,0,0,0,2.6367239,39.876187,0,0,0,39.572985,0,0,0,0
3038,266.62984,0,0,0,0,2.636759,39.876717,0,0,0,39.573512,0,0,0,0
3039,266.63339,0,0,0,0,2.6367941,39.877248,0,0,0,39.574039,0,0,0,0
3040,266.63694,0,0,0,0,2.6368292,39.877779,0,0,0,39.574565,0,0,0,0
3041,266.64049,0,0,0,0,2.6368643,39.87831,0,0,0,39.575092,0,0,0,0
3042,266.64403,0,0,0,0,2.6368994,39.878841,0,0,0,39.575619,0,0,0,0
3043,266.64758,0,0,0,0,2.6369345,39.879372,0,0,0,39.576146,0,0,0,0
3044,266.65113,0,0,0,0,2.6369696,39.879903,0,0,0,39.576673,0,0,0,0
3045,266.65468,0,0,0,0,2.6370047,39.880433,0,0,0,39.5772,0,0,0,0
3046,266.65823,0,0,0,0,2.6370398,39.880964,0,0,0,39.577726,0,0,0,0
3047,266.66178,0,0,0,0,2.6370749,39.881495,0,0,0,39.578253,0,0,0,0
3048,266.66533,0,0,0,0,2.63711,39.882026,0,0,0,39.57878,0,0,0,0
3049,266.66888,0,0,0,0,2.6371451,39.882557,0,0,0,39.579307,0,0,0,0
3050,266.67243,0,0,0,0,2.6371802,39.883088,0,0,0,39.579834,0,0,0,0
3051,266.67598,0,0,0,0,2.6372153,39.883619,0,0,0,39.58036,0,0,0,0
3052,266.67953,0,0,0,0,2.6372504,39.884149,0,0,0,39.580887,0,0,0,0
3053,266.68308,0,0,0,0,2.6372855,39.88468,0,0,0,39.581414,0,0,0,0
3054,266.68663,0,0,0,0,2.6373206,39.885211,0,0,0,39.581941,0,0,0,0
3055,266.69018,0,0,0,0,2.6373557,39.885742,0,0,0,39.582468,0,0,0,0
3056,266.69373,0,0,0,0,2.6373908,39.886273,0,0,0,39.582995,0,0,0,0
3057,266.69728,0,0,0,0,2.6374259,39.886804,0,0,0,39.583521,0,0,0,0
3058,266.70083,0,0,0,0,2.637461,39.887334,0,0,0,39.584048,0,0,0,0
3059,266.70438,0,0,0,0,2.6374961,39.887865,0,0,0,39.584575,0,0,0,0
3060,266.70793,0,0,0,0,2.6375312,39.888396,0,0,0,39.585102,0,0,0,0
3061,266.71147,0,0,0,0,2.6375663,39.888927,0,0,0,39.585629,0,0,0,0
3062,266.71502,0,0,0,0,2.6376014,39.889458,0,0,0,39.586155,0,0,0,0
3063,266.71857,0,0,0,0,2.6376365,39.889989,0,0,0,39.586682,0,0,0,0
3064,266.72212,0,0,0,0,2.6376716,39.89052,0,0,0,39.587209,0,0,0,0
3065,266.72567,0,0,0,0,2.6377067,39.89105,0,0,0,39.587736,0,0,0,0
3066,266.72922,0,0,0,0,2.6377418,39.891581,0,0,0,39.588263,0,0,0,0
3067,266.73277,0,0,0,0,2.6377769,39.892112,0,0,0,39.58879,0,0,0,0
3068,266.73632,0,0,0,0,2.637812,39.892643,0,0,0,39.589316,0,0,0,0
3069,266.73987,0,0,0,0,2.6378471,39.893174,0,0,0,39.589843,0,0,0,0
3070,266.74342,0,0,0,0,2.6378822,39.893705,0,0,0,39.59037,0,0,0,0
3071,266.74697,0,0,0,0,2.6379173,39.894236,0,0,0,39.590897,0,0,0,0
3072,266.75052,0,0,0,0,2.6379524,39.894766,0,0,0,39.591424,0,0,0,0
3073,266.75407,0,0,0,0,2.6379875,39.895297,0,0,0,39.59195,0,0,0,0
3074,266.75762,0,0,0,0,2.6380227,39.895828,0,0,0,39.592477,0,0,0,0
3075,266.76117,0,0,0,0,2.6380578,39.896359,0,0,0,39.593004,0,0,0,0
3076,266.76472,0,0,0,0,2.6380929,39.89689,0,0,0,39.593531,0,0,0,0
3077,266.76827,0,0,0,0,2.638128,39.897421,0,0,0,39.594058,0,0,0,0
3078,266.77182,0,0,0,0,2.6381631,39.897952,0,0,0,39.594585,0,0,0,0
3079,266.7721,0,0,0,0,2.6381659,39.897994,0,0,0,39.594626,0,0,0,0
3080,266.77238,0,0,0,0,2.6381686,39.898036,0,0,0,39.594668,0,0,0,0
3081,266.77266,0,0,0,0,2.6381714,39.898078,0,0,0,39.59471,0,0,0,0
3082,266.77295,0,0,0,0,2.6381742,39.898121,0,0,0,39.594752,0,0,0,0
3083,266.77323,0,0,0,0,2.638177,39.898163,0,0,0,39.594794,0,0,0,0
3084,266.77351,0,0,0,0,2.6381798,39.898205,0,0,0,39.594836,0,0,0,0
3085,266.77379,0,0,0,0,2.6381826,39.898247,0,0,0,39.594878,0,0,0,0
3086,266.77408,0,0,0,0,2.6381854,39.89829,0,0,0,39.59492,0,0,0,0
3087,266.77436,0,0,0,0,2.6381882,39.898332,0,0,0,39.594962,0,0,0,0
3088,266.77464,0,0,0,0,2.638191,39.898374,0,0,0,39.595004,0,0,0,0
3089,266.77492,0,0,0,0,2.6381938,39.898416,0,0,0,39.595046,0,0,0,0
3090,266.77521,0,0,0,0,2.6381966,39.898459,0,0,0,39.595088,0,0,0,0
3091,266.77549,0,0,0,0,2.6381994,39.898501,0,0,0,39.59513,0,0,0,0
3092,266.77577,0,0,0,0,2.6382022,39.898543,0,0,0,39.595172,0,0,0,0
3093,266.77605,0,0,0,0,2.638205,39.898585,0,0,0,39.595213,0,0,0,0
3094,266.77634,0,0,0,0,2.6382078,39.898628,0,0,0,39.595255,0,0,0,0
3095,266.77662,0,0,0,0,2.6382106,39.89867,0,0,0,39.595297,0,0,0,0
3096,266.7769,0,0,0,0,2.6382133,39.898712,0,0,0,39.595339,0,0,0,0
3097,266.77718,0,0,0,0,2.6382161,39.898754,0,0,0,39.595381,0,0,0,0
3098,266.77747,0,0,0,0,2.6382189,39.898797,0,0,0,39.595423,0,0,0,0
3099,266.77775,0,0,0,0,2.6382217,39.898839,0,0,0,39.595465,0,0,0,0
3100,266.77803,0,0,0,0,2.6382245,39.898881,0,0,0,39.595507,0,0,0,0
3101,266.77831,0,0,0,0,2.6382273,39.898923,0,0,0,39.595549,0,0,0,0
3102,266.7786,0,0,0,0,2.6382301,39.898966,0,0,0,39.595591,0,0,0,0
3103,266.77888,0,0,0,0,2.6382329,39.899008,0,0,0,39.595633,0,0,0,0
3104,266.77916,0,0,0,0,2.6382357,39.89905,0,0,0,39.595675,0,0,0,0
3105,266.77944,0,0,0,0,2.6382385,39.899092,0,0,0,39.595717,0,0,0,0
3106,266.77973,0,0,0,0,2.6382413,39.899135,0,0,0,39.595759,0,0,0,0
3107,266.78001,0,0,0,0,2.6382441,39.899177,0,0,0,39.5958,0,0,0,0
3108,266.78029,0,0,0,0,2.6382469,39.899219,0,0,0,39.595842,0,0,0,0
3109,266.78057,0,0,0,0,2.6382497,39.899261,0,0,0,39.595884,0,0,0,0
3110,266.78086,0,0,0,0,2.6382525,39.899304,0,0,0,39.595926,0,0,0,0
3111,266.78114,0,0,0,0,2.6382552,39.899346,0,0,0,39.595968,0,0,0,0
3112,266.78142,0,0,0,0,2.638258,39.899388,0,0,0,39.59601,0,0,0,0
3113,266.7817,0,0,0,0,2.6382608,39.89943,0,0,0,39.596052,0,0,0,0
3114,266.78199,0,0,0,0,2.6382636,39.899473,0,0,0,39.596094,0,0,0,0
3115,266.78227,0,0,0,0,2.6382664,39.899515,0,0,0,39.596136,0,0,0,0
3116,266.78255,0,0,0,0,2.6382692,39.899557,0,0,0,39.596178,0,0,0,0
3117,266.78283,0,0,0,0,2.638272,39.899599,0,0,0,39.59622,0,0,0,0
3118,266.78312,0,0,0,0,2.6382748,39.899642,0,0,0,39.596262,0,0,0,0
3119,266.7834,0,0,0,0,2.6382776,39.899684,0,0,0,39.596304,0,0,0,0
3120,266.78368,0,0,0,0,2.6382804,39.899726,0,0,0,39.596346,0,0,0,0
3121,266.78396,0,0,0,0,2.6382832,39.899768,0,0,0,39.596387,0,0,0,0
3122,266.78425,0,0,0,0,2.638286,39.899811,0,0,0,39.596429,0,0,0,0
3123,266.78453,0,0,0,0,2.6382888,39.899853,0,0,0,39.596471,0,0,0,0
3124,266.78481,0,0,0,0,2.6382916,39.899895,0,0,0,39.596513,0,0,0,0
3125,266.78509,0,0,0,0,2.6382944,39.899937,0,0,0,39.596555,0,0,0,0
3126,266.78538,0,0,0,0,2.6382972,39.89998,0,0,0,39.596597,0,0,0,0
3127,266.78566,0,0,0,0,2.6382999,39.900022,0,0,0,39.596639,0,0,0,0
3128,266.78594,0,0,0,0,2.6383027,39.900064,0,0,0,39.596681,0,0,0,0
3129,266.78622,0,0,0,0,2.6383055,39.900106,0,0,0,39.596723,0,0,0,0
3130,266.78651,0,0,0,0,2.6383083,39.900149,0,0,0,39.596765,0,0,0,0
3131,266.78679,0,0,0,0,2.6383111,39.900191,0,0,0,39.596807,0,0,0,0
3132,266.78707,0,0,0,0,2.6383139,39.900233,0,0,0,39.596849,0,0,0,0
3133,266.78735,0,0,0,0,2.6383167,39.900275,0,0,0,39.596891,0,0,0,0
