Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa)
1020,275.35825,0,0,0,0,2.7230761,41.182124,0,0,0,40.868992,0,0,0,0
1021,275.34296,0,0,0,0,2.7229249,41.179838,0,0,0,40.866724,0,0,0,0
1022,275.32767,0,0,0,0,2.7227737,41.177551,0,0,0,40.864455,0,0,0,0
1023,275.31239,0,0,0,0,2.7226226,41.175265,0,0,0,40.862186,0,0,0,0
1024,275.2971,0,0,0,0,2.7224714,41.172979,0,0,0,40.859917,0,0,0,0
1025,275.28182,0,0,0,0,2.7223202,41.170693,0,0,0,40.857649,0,0,0,0
1026,275.26653,0,0,0,0,2.7221691,41.168407,0,0,0,40.85538,0,0,0,0
1027,275.25124,0,0,0,0,2.7220179,41.166121,0,0,0,40.853111,0,0,0,0
1028,275.23596,0,0,0,0,2.7218667,41.163835,0,0,0,40.850842,0,0,0,0
1029,275.22067,0,0,0,0,2.7217156,41.161548,0,0,0,40.848573,0,0,0,0
1030,275.20539,0,0,0,0,2.7215644,41.159262,0,0,0,40.846305,0,0,0,0
1031,275.1901,0,0,0,0,2.7214132,41.156976,0,0,0,40.844036,0,0,0,0
1032,275.17481,0,0,0,0,2.7212621,41.15469,0,0,0,40.841767,0,0,0,0
1033,275.15953,0,0,0,0,2.7211109,41.152404,0,0,0,40.839498,0,0,0,0
1034,275.14424,0,0,0,0,2.7209597,41.150118,0,0,0,40.83723,0,0,0,0
1035,275.12895,0,0,0,0,2.7208086,41.147831,0,0,0,40.834961,0,0,0,0
1036,275.11367,0,0,0,0,2.7206574,41.145545,0,0,0,40.832692,0,0,0,0
1037,275.09838,0,0,0,0,2.7205062,41.143259,0,0,0,40.830423,0,0,0,0
1038,275.0831,0,0,0,0,2.7203551,41.140973,0,0,0,40.828154,0,0,0,0
1039,275.06781,0,0,0,0,2.7202039,41.138687,0,0,0,40.825886,0,0,0,0
1040,275.05252,0,0,0,0,2.7200527,41.136401,0,0,0,40.823617,0,0,0,0
1041,275.03724,0,0,0,0,2.7199016,41.134114,0,0,0,40.821348,0,0,0,0
1042,275.02195,0,0,0,0,2.7197504,41.131828,0,0,0,40.819079,0,0,0,0
1043,275.00667,0,0,0,0,2.7195992,41.129542,0,0,0,40.816811,0,0,0,0
1044,274.99138,0,0,0,0,2.7194481,41.127256,0,0,0,40.814542,0,0,0,0
1045,274.97609,0,0,0,0,2.7192969,41.12497,0,0,0,40.812273,0,0,0,0
1046,274.96081,0,0,0,0,2.7191457,41.122684,0,0,0,40.810004,0,0,0,0
1047,274.94552,0,0,0,0,2.7189946,41.120398,0,0,0,40.807735,0,0,0,0
1048,274.94051,0,0,0,0,2.718945,41.119648,0,0,0,40.806991,0,0,0,0
1049,274.9355,0,0,0,0,2.7188954,41.118898,0,0,0,40.806247,0,0,0,0
1050,274.93048,0,0,0,0,2.7188459,41.118149,0,0,0,40.805504,0,0,0,0
1051,274.92547,0,0,0,0,2.7187963,41.117399,0,0,0,40.80476,0,0,0,0
1052,274.92046,0,0,0,0,2.7187467,41.116649,0,0,0,40.804016,0,0,0,0
1053,274.91545,0,0,0,0,2.7186972,41.1159,0,0,0,40.803272,0,0,0,0
1054,274.91044,0,0,0,0,2.7186476,41.11515,0,0,0,40.802528,0,0,0,0
1055,274.90542,0,0,0,0,2.718598,41.114401,0,0,0,40.801784,0,0,0,0
1056,274.90041,0,0,0,0,2.7185485,41.113651,0,0,0,40.80104,0,0,0,0
1057,274.8954,0,0,0,0,2.7184989,41.112901,0,0,0,40.800296,0,0,0,0
1058,274.89039,0,0,0,0,2.7184493,41.112152,0,0,0,40.799553,0,0,0,0
1059,274.88538,0,0,0,0,2.7183998,41.111402,0,0,0,40.798809,0,0,0,0
1060,274.88036,0,0,0,0,2.7183502,41.110653,0,0,0,40.798065,0,0,0,0
1061,274.87535,0,0,0,0,2.7183006,41.109903,0,0,0,40.797321,0,0,0,0
1062,274.87034,0,0,0,0,2.7182511,41.109153,0,0,0,40.796577,0,0,0,0
1063,274.86533,0,0,0,0,2.7182015,41.108404,0,0,0,40.795833,0,0,0,0
1064,274.86032,0,0,0,0,2.718152,41.107654,0,0,0,40.795089,0,0,0,0
1065,274.8553,0,0,0,0,2.7181024,41.106905,0,0,0,40.794345,0,0,0,0
1066,274.85029,0,0,0,0,2.7180528,41.106155,0,0,0,40.793601,0,0,0,0
1067,274.84528,0,0,0,0,2.7180033,41.105406,0,0,0,40.792858,0,0,0,0
1068,274.84027,0,0,0,0,2.7179537,41.104656,0,0,0,40.792114,0,0,0,0
1069,274.83526,0,0,0,0,2.7179041,41.103906,0,0,0,40.79137,0,0,0,0
1070,274.83024,0,0,0,0,2.7178546,41.103157,0,0,0,40.790626,0,0,0,0
1071,274.82523,0,0,0,0,2.717805,41.102407,0,0,0,40.789882,0,0,0,0
1072,274.82022,0,0,0,0,2.7177554,41.101658,0,0,0,40.789138,0,0,0,0
1073,274.81521,0,0,0,0,2.7177059,41.100908,0,0,0,40.788394,0,0,0,0
1074,274.8102,0,0,0,0,2.7176563,41.100158,0,0,0,40.78765,0,0,0,0
1075,274.80518,0,0,0,0,2.7176067,41.099409,0,0,0,40.786906,0,0,0,0
1076,274.80017,0,0,0,0,2.7175572,41.098659,0,0,0,40.786163,0,0,0,0
1077,274.79516,0,0,0,0,2.7175076,41.09791,0,0,0,40.785419,0,0,0,0
1078,274.79015,0,0,0,0,2.717458,41.09716,0,0,0,40.784675,0,0,0,0
1079,274.78514,0,0,0,0,2.7174085,41.096411,0,0,0,40.783931,0,0,0,0
1080,274.78012,0,0,0,0,2.7173589,41.095661,0,0,0,40.783187,0,0,0,0
1081,274.77511,0,0,0,0,2.7173094,41.094911,0,0,0,40.782443,0,0,0,0
1082,274.7701,0,0,0,0,2.7172598,41.094162,0,0,0,40.781699,0,0,0,0
1083,274.76509,0,0,0,0,2.7172102,41.093412,0,0,0,40.780955,0,0,0,0
1084,274.76008,0,0,0,0,2.7171607,41.092663,0,0,0,40.780211,0,0,0,0
1085,274.75506,0,0,0,0,2.7171111,41.091913,0,0,0,40.779468,0,0,0,0
1086,274.75005,0,0,0,0,2.7170615,41.091163,0,0,0,40.778724,0,0,0,0
1087,274.74504,0,0,0,0,2.717012,41.090414,0,0,0,40.77798,0,0,0,0
1088,274.74003,0,0,0,0,2.7169624,41.089664,0,0,0,40.777236,0,0,0,0
1089,274.73502,0,0,0,0,2.7169128,41.088915,0,0,0,40.776492,0,0,0,0
1090,274.73,0,0,0,0,2.7168633,41.088165,0,0,0,40.775748,0,0,0,0
1091,274.72499,0,0,0,0,2.7168137,41.087416,0,0,0,40.775004,0,0,0,0
1092,274.71998,0,0,0,0,2.7167641,41.086666,0,0,0,40.77426,0,0,0,0
1093,274.71497,0,0,0,0,2.7167146,41.085916,0,0,0,40.773517,0,0,0,0
1094,274.70996,0,0,0,0,2.716665,41.085167,0,0,0,40.772773,0,0,0,0
1095,274.70494,0,0,0,0,2.7166154,41.084417,0,0,0,40.772029,0,0,0,0
1096,274.69993,0,0,0,0,2.7165659,41.083668,0,0,0,40.771285,0,0,0,0
1097,274.69492,0,0,0,0,2.7165163,41.082918,0,0,0,40.770541,0,0,0,0
1098,274.68991,0,0,0,0,2.7164668,41.082168,0,0,0,40.769797,0,0,0,0
1099,274.6849,0,0,0,0,2.7164172,41.081419,0,0,0,40.769053,0,0,0,0
1100,274.67988,0,0,0,0,2.7163676,41.080669,0,0,0,40.768309,0,0,0,0
1101,274.67487,0,0,0,0,2.7163181,41.07992,0,0,0,40.767565,0,0,0,0
1102,274.66986,0,0,0,0,2.7162685,41.07917,0,0,0,40.766822,0,0,0,0
1103,274.66485,0,0,0,0,2.7162189,41.078421,0,0,0,40.766078,0,0,0,0
1104,274.65984,0,0,0,0,2.7161694,41.077671,0,0,0,40.765334,0,0,0,0
1105,274.65483,0,0,0,0,2.7161198,41.076921,0,0,0,40.76459,0,0,0,0
1106,274.64981,0,0,0,0,2.7160702,41.076172,0,0,0,40.763846,0,0,0,0
1107,274.6448,0,0,0,0,2.7160207,41.075422,0,0,0,40.763102,0,0,0,0
1108,274.63979,0,0,0,0,2.7159711,41.074673,0,0,0,40.762358,0,0,0,0
1109,274.63478,0,0,0,0,2.7159215,41.073923,0,0,0,40.761614,0,0,0,0
1110,274.62977,0,0,0,0,2.715872,41.073173,0,0,0,40.76087,0,0,0,0
1111,274.62475,0,0,0,0,2.7158224,41.072424,0,0,0,40.760127,0,0,0,0
1112,274.61974,0,0,0,0,2.7157729,41.071674,0,0,0,40.759383,0,0,0,0
1113,274.61473,0,0,0,0,2.7157233,41.070925,0,0,0,40.758639,0,0,0,0
1114,274.60972,0,0,0,0,2.7156737,41.070175,0,0,0,40.757895,0,0,0,0
1115,274.60471,0,0,0,0,2.7156242,41.069426,0,0,0,40.757151,0,0,0,0
1116,274.59969,0,0,0,0,2.7155746,41.068676,0,0,0,40.756407,0,0,0,0
1117,274.59468,0,0,0,0,2.715525,41.067926,0,0,0,40.755663,0,0,0,0
1118,274.58967,0,0,0,0,2.7154755,41.067177,0,0,0,40.754919,0,0,0,0
1119,274.58466,0,0,0,0,2.7154259,41.066427,0,0,0,40.754176,0,0,0,0
1120,274.57965,0,0,0,0,2.7153763,41.065678,0,0,0,40.753432,0,0,0,0
1121,274.57463,0,0,0,0,2.7153268,41.064928,0,0,0,40.752688,0,0,0,0
1122,274.56962,0,0,0,0,2.7152772,41.064178,0,0,0,40.751944,0,0,0,0
1123,274.56461,0,0,0,0,2.7152276,41.063429,0,0,0,40.7512,0,0,0,0
1124,274.5596,0,0,0,0,2.7151781,41.062679,0,0,0,40.750456,0,0,0,0
1125,274.55459,0,0,0,0,2.7151285,41.06193,0,0,0,40.749712,0,0,0,0
1126,274.54957,0,0,0,0,2.7150789,41.06118,0,0,0,40.748968,0,0,0,0
1127,274.54456,0,0,0,0,2.7150294,41.06043,0,0,0,40.748224,0,0,0,0
1128,274.53955,0,0,0,0,2.7149798,41.059681,0,0,0,40.747481,0,0,0,0
1129,274.53454,0,0,0,0,2.7149303,41.058931,0,0,0,40.746737,0,0,0,0
1130,274.52953,0,0,0,0,2.7148807,41.058182,0,0,0,40.745993,0,0,0,0
1131,274.52451,0,0,0,0,2.7148311,41.057432,0,0,0,40.745249,0,0,0,0
1132,274.5195,0,0,0,0,2.7147816,41.056683,0,0,0,40.744505,0,0,0,0
1133,274.51449,0,0,0,0,2.714732,41.055933,0,0,0,40.743761,0,0,0,0
1134,274.50948,0,0,0,0,2.7146824,41.055183,0,0,0,40.743017,0,0,0,0
1135,274.50447,0,0,0,0,2.7146329,41.054434,0,0,0,40.742273,0,0,0,0
1136,274.49945,0,0,0,0,2.7145833,41.053684,0,0,0,40.741529,0,0,0,0
1137,274.49444,0,0,0,0,2.7145337,41.052935,0,0,0,40.740786,0,0,0,0
1138,274.48943,0,0,0,0,2.7144842,41.052185,0,0,0,40.740042,0,0,0,0
1139,274.48442,0,0,0,0,2.7144346,41.051435,0,0,0,40.739298,0,0,0,0
1140,274.47941,0,0,0,0,2.714385,41.050686,0,0,0,40.738554,0,0,0,0
1141,274.47439,0,0,0,0,2.7143355,41.049936,0,0,0,40.73781,0,0,0,0
1142,274.46938,0,0,0,0,2.7142859,41.049187,0,0,0,40.737066,0,0,0,0
1143,274.46437,0,0,0,0,2.7142363,41.048437,0,0,0,40.736322,0,0,0,0
1144,274.45936,0,0,0,0,2.7141868,41.047688,0,0,0,40.735578,0,0,0,0
1145,274.45435,0,0,0,0,2.7141372,41.046938,0,0,0,40.734835,0,0,0,0
1146,274.44933,0,0,0,0,2.7140877,41.046188,0,0,0,40.734091,0,0,0,0
1147,274.44432,0,0,0,0,2.7140381,41.045439,0,0,0,40.733347,0,0,0,0
1148,274.43931,0,0,0,0,2.7139885,41.044689,0,0,0,40.732603,0,0,0,0
1149,274.4343,0,0,0,0,2.713939,41.04394,0,0,0,40.731859,0,0,0,0
1150,274.42929,0,0,0,0,2.7138894,41.04319,0,0,0,40.731115,0,0,0,0
1151,274.42427,0,0,0,0,2.7138398,41.04244,0,0,0,40.730371,0,0,0,0
1152,274.41926,0,0,0,0,2.7137903,41.041691,0,0,0,40.729627,0,0,0,0
1153,274.41425,0,0,0,0,2.7137407,41.040941,0,0,0,40.728883,0,0,0,0
1154,274.40924,0,0,0,0,2.7136911,41.040192,0,0,0,40.72814,0,0,0,0
1155,274.40423,0,0,0,0,2.7136416,41.039442,0,0,0,40.727396,0,0,0,0
1156,274.39921,0,0,0,0,2.713592,41.038693,0,0,0,40.726652,0,0,0,0
1157,274.3942,0,0,0,0,2.7135424,41.037943,0,0,0,40.725908,0,0,0,0
1158,274.38919,0,0,0,0,2.7134929,41.037193,0,0,0,40.725164,0,0,0,0
1159,274.38418,0,0,0,0,2.7134433,41.036444,0,0,0,40.72442,0,0,0,0
1160,274.37917,0,0,0,0,2.7133938,41.035694,0,0,0,40.723676,0,0,0,0
1161,274.37415,0,0,0,0,2.7133442,41.034945,0,0,0,40.722932,0,0,0,0
1162,274.36914,0,0,0,0,2.7132946,41.034195,0,0,0,40.722188,0,0,0,0
1163,274.36413,0,0,0,0,2.7132451,41.033445,0,0,0,40.721445,0,0,0,0
1164,274.35912,0,0,0,0,2.7131955,41.032696,0,0,0,40.720701,0,0,0,0
1165,274.35411,0,0,0,0,2.7131459,41.031946,0,0,0,40.719957,0,0,0,0
1166,274.34909,0,0,0,0,2.7130964,41.031197,0,0,0,40.719213,0,0,0,0
1167,274.34408,0,0,0,0,2.7130468,41.030447,0,0,0,40.718469,0,0,0,0
1168,274.33907,0,0,0,0,2.7129972,41.029698,0,0,0,40.717725,0,0,0,0
1169,274.33406,0,0,0,0,2.7129477,41.028948,0,0,0,40.716981,0,0,0,0
1170,274.32905,0,0,0,0,2.7128981,41.028198,0,0,0,40.716237,0,0,0,0
1171,274.32403,0,0,0,0,2.7128485,41.027449,0,0,0,40.715494,0,0,0,0
1172,274.31902,0,0,0,0,2.712799,41.026699,0,0,0,40.71475,0,0,0,0
1173,274.32401,0,0,0,0,2.7128483,41.027446,0,0,0,40.71549,0,0,0,0
1174,274.32901,0,0,0,0,2.7128977,41.028193,0,0,0,40.716232,0,0,0,0
1175,274.334,0,0,0,0,2.7129471,41.028939,0,0,0,40.716973,0,0,0,0
1176,274.33899,0,0,0,0,2.7129965,41.029686,0,0,0,40.717714,0,0,0,0
1177,274.34399,0,0,0,0,2.7130459,41.030433,0,0,0,40.718455,0,0,0,0
1178,274.34898,0,0,0,0,2.7130952,41.03118,0,0,0,40.719196,0,0,0,0
1179,274.35397,0,0,0,0,2.7131446,41.031927,0,0,0,40.719937,0,0,0,0
1180,274.35897,0,0,0,0,2.713194,41.032673,0,0,0,40.720678,0,0,0,0
1181,274.36396,0,0,0,0,2.7132434,41.03342,0,0,0,40.721419,0,0,0,0
1182,274.36895,0,0,0,0,2.7132928,41.034167,0,0,0,40.722161,0,0,0,0
1183,274.37395,0,0,0,0,2.7133421,41.034914,0,0,0,40.722902,0,0,0,0
1184,274.37894,0,0,0,0,2.7133915,41.035661,0,0,0,40.723643,0,0,0,0
1185,274.38393,0,0,0,0,2.7134409,41.036407,0,0,0,40.724384,0,0,0,0
1186,274.38893,0,0,0,0,2.7134903,41.037154,0,0,0,40.725125,0,0,0,0
1187,274.39392,0,0,0,0,2.7135397,41.037901,0,0,0,40.725866,0,0,0,0
1188,274.39891,0,0,0,0,2.713589,41.038648,0,0,0,40.726607,0,0,0,0
1189,274.40391,0,0,0,0,2.7136384,41.039395,0,0,0,40.727348,0,0,0,0
1190,274.4089,0,0,0,0,2.7136878,41.040141,0,0,0,40.72809,0,0,0,0
1191,274.41389,0,0,0,0,2.7137372,41.040888,0,0,0,40.728831,0,0,0,0
1192,274.41889,0,0,0,0,2.7137866,41.041635,0,0,0,40.729572,0,0,0,0
1193,274.42388,0,0,0,0,2.7138359,41.042382,0,0,0,40.730313,0,0,0,0
1194,274.42887,0,0,0,0,2.7138853,41.043129,0,0,0,40.731054,0,0,0,0
1195,274.43387,0,0,0,0,2.7139347,41.043875,0,0,0,40.731795,0,0,0,0
1196,274.43886,0,0,0,0,2.7139841,41.044622,0,0,0,40.732536,0,0,0,0
1197,274.44385,0,0,0,0,2.7140335,41.045369,0,0,0,40.733277,0,0,0,0
1198,274.44885,0,0,0,0,2.7140829,41.046116,0,0,0,40.734019,0,0,0,0
1199,274.45384,0,0,0,0,2.7141322,41.046863,0,0,0,40.73476,0,0,0,0
1200,274.45883,0,0,0,0,2.7141816,41.047609,0,0,0,40.735501,0,0,0,0
1201,274.46383,0,0,0,0,2.714231,41.048356,0,0,0,40.736242,0,0,0,0
1202,274.46882,0,0,0,0,2.7142804,41.049103,0,0,0,40.736983,0,0,0,0
1203,274.47381,0,0,0,0,2.7143298,41.04985,0,0,0,40.737724,0,0,0,0
1204,274.47881,0,0,0,0,2.7143791,41.050597,0,0,0,40.738465,0,0,0,0
1205,274.4838,0,0,0,0,2.7144285,41.051343,0,0,0,40.739206,0,0,0,0
1206,274.48879,0,0,0,0,2.7144779,41.05209,0,0,0,40.739948,0,0,0,0
1207,274.49379,0,0,0,0,2.7145273,41.052837,0,0,0,40.740689,0,0,0,0
1208,274.49878,0,0,0,0,2.7145767,41.053584,0,0,0,40.74143,0,0,0,0
1209,274.50377,0,0,0,0,2.714626,41.054331,0,0,0,40.742171,0,0,0,0
1210,274.50877,0,0,0,0,2.7146754,41.055077,0,0,0,40.742912,0,0,0,0
1211,274.51376,0,0,0,0,2.7147248,41.055824,0,0,0,40.743653,0,0,0,0
1212,274.51875,0,0,0,0,2.7147742,41.056571,0,0,0,40.744394,0,0,0,0
1213,274.52375,0,0,0,0,2.7148236,41.057318,0,0,0,40.745135,0,0,0,0
1214,274.52874,0,0,0,0,2.7148729,41.058065,0,0,0,40.745876,0,0,0,0
1215,274.53374,0,0,0,0,2.7149223,41.058811,0,0,0,40.746618,0,0,0,0
1216,274.53873,0,0,0,0,2.7149717,41.059558,0,0,0,40.747359,0,0,0,0
1217,274.54372,0,0,0,0,2.7150211,41.060305,0,0,0,40.7481,0,0,0,0
1218,274.54872,0,0,0,0,2.7150705,41.061052,0,0,0,40.748841,0,0,0,0
1219,274.55371,0,0,0,0,2.7151198,41.061799,0,0,0,40.749582,0,0,0,0
1220,274.5587,0,0,0,0,2.7151692,41.062545,0,0,0,40.750323,0,0,0,0
1221,274.5637,0,0,0,0,2.7152186,41.063292,0,0,0,40.751064,0,0,0,0
1222,274.56869,0,0,0,0,2.715268,41.064039,0,0,0,40.751805,0,0,0,0
1223,274.57368,0,0,0,0,2.7153174,41.064786,0,0,0,40.752547,0,0,0,0
1224,274.57868,0,0,0,0,2.7153667,41.065533,0,0,0,40.753288,0,0,0,0
1225,274.58367,0,0,0,0,2.7154161,41.066279,0,0,0,40.754029,0,0,0,0
1226,274.58866,0,0,0,0,2.7154655,41.067026,0,0,0,40.75477,0,0,0,0
1227,274.59366,0,0,0,0,2.7155149,41.067773,0,0,0,40.755511,0,0,0,0
1228,274.59865,0,0,0,0,2.7155643,41.06852,0,0,0,40.756252,0,0,0,0
1229,274.60364,0,0,0,0,2.7156136,41.069267,0,0,0,40.756993,0,0,0,0
1230,274.60864,0,0,0,0,2.715663,41.070013,0,0,0,40.757734,0,0,0,0
1231,274.61363,0,0,0,0,2.7157124,41.07076,0,0,0,40.758476,0,0,0,0
1232,274.61862,0,0,0,0,2.7157618,41.071507,0,0,0,40.759217,0,0,0,0
1233,274.62362,0,0,0,0,2.7158112,41.072254,0,0,0,40.759958,0,0,0,0
1234,274.62861,0,0,0,0,2.7158605,41.073001,0,0,0,40.760699,0,0,0,0
1235,274.6336,0,0,0,0,2.7159099,41.073747,0,0,0,40.76144,0,0,0,0
1236,274.6386,0,0,0,0,2.7159593,41.074494,0,0,0,40.762181,0,0,0,0
1237,274.64359,0,0,0,0,2.7160087,41.075241,0,0,0,40.762922,0,0,0,0
1238,274.64858,0,0,0,0,2.7160581,41.075988,0,0,0,40.763663,0,0,0,0
1239,274.65358,0,0,0,0,2.7161075,41.076735,0,0,0,40.764405,0,0,0,0
1240,274.65857,0,0,0,0,2.7161568,41.077481,0,0,0,40.765146,0,0,0,0
1241,274.66356,0,0,0,0,2.7162062,41.078228,0,0,0,40.765887,0,0,0,0
1242,274.66856,0,0,0,0,2.7162556,41.078975,0,0,0,40.766628,0,0,0,0
1243,274.67355,0,0,0,0,2.716305,41.079722,0,0,0,40.767369,0,0,0,0
1244,274.67854,0,0,0,0,2.7163544,41.080469,0,0,0,40.76811,0,0,0,0
1245,274.68354,0,0,0,0,2.7164037,41.081215,0,0,0,40.768851,0,0,0,0
1246,274.68853,0,0,0,0,2.7164531,41.081962,0,0,0,40.769592,0,0,0,0
1247,274.69352,0,0,0,0,2.7165025,41.082709,0,0,0,40.770334,0,0,0,0
1248,274.69852,0,0,0,0,2.7165519,41.083456,0,0,0,40.771075,0,0,0,0
1249,274.70351,0,0,0,0,2.7166013,41.084203,0,0,0,40.771816,0,0,0,0
1250,274.7085,0,0,0,0,2.7166506,41.084949,0,0,0,40.772557,0,0,0,0
1251,274.7135,0,0,0,0,2.7167,41.085696,0,0,0,40.773298,0,0,0,0
1252,274.71849,0,0,0,0,2.7167494,41.086443,0,0,0,40.774039,0,0,0,0
1253,274.72348,0,0,0,0,2.7167988,41.08719,0,0,0,40.77478,0,0,0,0
1254,274.72848,0,0,0,0,2.7168482,41.087937,0,0,0,40.775521,0,0,0,0
1255,274.73347,0,0,0,0,2.7168975,41.088683,0,0,0,40.776262,0,0,0,0
1256,274.73846,0,0,0,0,2.7169469,41.08943,0,0,0,40.777004,0,0,0,0
1257,274.74346,0,0,0,0,2.7169963,41.090177,0,0,0,40.777745,0,0,0,0
1258,274.74845,0,0,0,0,2.7170457,41.090924,0,0,0,40.778486,0,0,0,0
1259,274.75344,0,0,0,0,2.7170951,41.091671,0,0,0,40.779227,0,0,0,0
1260,274.75844,0,0,0,0,2.7171444,41.092417,0,0,0,40.779968,0,0,0,0
1261,274.76343,0,0,0,0,2.7171938,41.093164,0,0,0,40.780709,0,0,0,0
1262,274.76842,0,0,0,0,2.7172432,41.093911,0,0,0,40.78145,0,0,0,0
1263,274.77342,0,0,0,0,2.7172926,41.094658,0,0,0,40.782191,0,0,0,0
1264,274.77841,0,0,0,0,2.717342,41.095405,0,0,0,40.782933,0,0,0,0
1265,274.7834,0,0,0,0,2.7173913,41.096151,0,0,0,40.783674,0,0,0,0
1266,274.7884,0,0,0,0,2.7174407,41.096898,0,0,0,40.784415,0,0,0,0
1267,274.79339,0,0,0,0,2.7174901,41.097645,0,0,0,40.785156,0,0,0,0
1268,274.79838,0,0,0,0,2.7175395,41.098392,0,0,0,40.785897,0,0,0,0
1269,274.80338,0,0,0,0,2.7175889,41.099139,0,0,0,40.786638,0,0,0,0
1270,274.80837,0,0,0,0,2.7176382,41.099885,0,0,0,40.787379,0,0,0,0
1271,274.81336,0,0,0,0,2.7176876,41.100632,0,0,0,40.78812,0,0,0,0
1272,274.81836,0,0,0,0,2.717737,41.101379,0,0,0,40.788862,0,0,0,0
1273,274.82335,0,0,0,0,2.7177864,41.102126,0,0,0,40.789603,0,0,0,0
1274,274.82834,0,0,0,0,2.7178358,41.102873,0,0,0,40.790344,0,0,0,0
1275,274.83334,0,0,0,0,2.7178852,41.103619,0,0,0,40.791085,0,0,0,0
1276,274.83833,0,0,0,0,2.7179345,41.104366,0,0,0,40.791826,0,0,0,0
1277,274.84332,0,0,0,0,2.7179839,41.105113,0,0,0,40.792567,0,0,0,0
1278,274.84832,0,0,0,0,2.7180333,41.10586,0,0,0,40.793308,0,0,0,0
1279,274.85331,0,0,0,0,2.7180827,41.106607,0,0,0,40.794049,0,0,0,0
1280,274.8583,0,0,0,0,2.7181321,41.107353,0,0,0,40.794791,0,0,0,0
1281,274.8633,0,0,0,0,2.7181814,41.1081,0,0,0,40.795532,0,0,0,0
1282,274.86861,0,0,0,0,2.718234,41.108895,0,0,0,40.79632,0,0,0,0
1283,274.87393,0,0,0,0,2.7182865,41.10969,0,0,0,40.797109,0,0,0,0
1284,274.87924,0,0,0,0,2.7183391,41.110485,0,0,0,40.797898,0,0,0,0
1285,274.88456,0,0,0,0,2.7183917,41.111279,0,0,0,40.798687,0,0,0,0
1286,274.88987,0,0,0,0,2.7184442,41.112074,0,0,0,40.799476,0,0,0,0
1287,274.89518,0,0,0,0,2.7184968,41.112869,0,0,0,40.800264,0,0,0,0
1288,274.9005,0,0,0,0,2.7185493,41.113664,0,0,0,40.801053,0,0,0,0
1289,274.90581,0,0,0,0,2.7186019,41.114459,0,0,0,40.801842,0,0,0,0
1290,274.91113,0,0,0,0,2.7186544,41.115254,0,0,0,40.802631,0,0,0,0
1291,274.91644,0,0,0,0,2.718707,41.116049,0,0,0,40.80342,0,0,0,0
1292,274.92176,0,0,0,0,2.7187596,41.116843,0,0,0,40.804208,0,0,0,0
1293,274.92707,0,0,0,0,2.7188121,41.117638,0,0,0,40.804997,0,0,0,0
1294,274.93239,0,0,0,0,2.7188647,41.118433,0,0,0,40.805786,0,0,0,0
1295,274.9377,0,0,0,0,2.7189172,41.119228,0,0,0,40.806575,0,0,0,0
1296,274.94302,0,0,0,0,2.7189698,41.120023,0,0,0,40.807364,0,0,0,0
1297,274.94833,0,0,0,0,2.7190223,41.120818,0,0,0,40.808152,0,0,0,0
1298,274.95364,0,0,0,0,2.7190749,41.121612,0,0,0,40.808941,0,0,0,0
1299,274.95896,0,0,0,0,2.7191275,41.122407,0,0,0,40.80973,0,0,0,0
1300,274.96427,0,0,0,0,2.71918,41.123202,0,0,0,40.810519,0,0,0,0
1301,274.96959,0,0,0,0,2.7192326,41.123997,0,0,0,40.811307,0,0,0,0
1302,274.9749,0,0,0,0,2.7192851,41.124792,0,0,0,40.812096,0,0,0,0
1303,274.98022,0,0,0,0,2.7193377,41.125587,0,0,0,40.812885,0,0,0,0
1304,274.98553,0,0,0,0,2.7193902,41.126381,0,0,0,40.813674,0,0,0,0
1305,274.99085,0,0,0,0,2.7194428,41.127176,0,0,0,40.814463,0,0,0,0
1306,274.99616,0,0,0,0,2.7194954,41.127971,0,0,0,40.815251,0,0,0,0
1307,275.00148,0,0,0,0,2.7195479,41.128766,0,0,0,40.81604,0,0,0,0
1308,275.00679,0,0,0,0,2.7196005,41.129561,0,0,0,40.816829,0,0,0,0
1309,275.0121,0,0,0,0,2.719653,41.130356,0,0,0,40.817618,0,0,0,0
1310,275.01742,0,0,0,0,2.7197056,41.13115,0,0,0,40.818407,0,0,0,0
1311,275.02273,0,0,0,0,2.7197581,41.131945,0,0,0,40.819195,0,0,0,0
1312,275.02805,0,0,0,0,2.7198107,41.13274,0,0,0,40.819984,0,0,0,0
1313,275.03336,0,0,0,0,2.7198632,41.133535,0,0,0,40.820773,0,0,0,0
1314,275.03868,0,0,0,0,2.7199158,41.13433,0,0,0,40.821562,0,0,0,0
1315,275.04399,0,0,0,0,2.7199684,41.135125,0,0,0,40.822351,0,0,0,0
1316,275.04931,0,0,0,0,2.7200209,41.135919,0,0,0,40.823139,0,0,0,0
1317,275.05462,0,0,0,0,2.7200735,41.136714,0,0,0,40.823928,0,0,0,0
1318,275.05994,0,0,0,0,2.720126,41.137509,0,0,0,40.824717,0,0,0,0
1319,275.06525,0,0,0,0,2.7201786,41.138304,0,0,0,40.825506,0,0,0,0
