Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa)
757,279.70728,0,0,0,0,0,0,35.90655,46.860903,7.03345,0,0,0,21.672684,279.70728,61.337289,5.5561032,0,0,0,0,28.640438,64.718432,12.574863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,279.72937,0,0,0,0,0,0,35.909386,46.864605,7.0340057,0,0,0,21.674397,279.72937,61.342135,5.5565422,0,0,0,0,28.642701,64.723545,12.575856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,279.75147,0,0,0,0,0,0,35.912223,46.868307,7.0345614,0,0,0,21.676109,279.75147,61.34698,5.5569811,0,0,0,0,28.644964,64.728658,12.57685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,279.77357,0,0,0,0,0,0,35.91506,46.872009,7.035117,0,0,0,21.677821,279.77357,61.351826,5.55742,0,0,0,0,28.647226,64.733771,12.577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,279.79567,0,0,0,0,0,0,35.917897,46.875711,7.0356727,0,0,0,21.679533,279.79567,61.356672,5.557859,0,0,0,0,28.649489,64.738884,12.578837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,279.81776,0,0,0,0,0,0,35.920733,46.879413,7.0362283,0,0,0,21.681245,279.81776,61.361518,5.5582979,0,0,0,0,28.651751,64.743996,12.57983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,279.83986,0,0,0,0,0,0,35.92357,46.883116,7.036784,0,0,0,21.682957,279.83986,61.366363,5.5587369,0,0,0,0,28.654014,64.749109,12.580824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,279.86196,0,0,0,0,0,0,35.926407,46.886818,7.0373396,0,0,0,21.68467,279.86196,61.371209,5.5591758,0,0,0,0,28.656277,64.754222,12.581817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,279.88406,0,0,0,0,0,0,35.929243,46.89052,7.0378953,0,0,0,21.686382,279.88406,61.376055,5.5596148,0,0,0,0,28.658539,64.759335,12.58281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,279.90615,0,0,0,0,0,0,35.93208,46.894222,7.0384509,0,0,0,21.688094,279.90615,61.380901,5.5600537,0,0,0,0,28.660802,64.764448,12.583804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,279.92825,0,0,0,0,0,0,35.934917,46.897924,7.0390066,0,0,0,21.689806,279.92825,61.385746,5.5604926,0,0,0,0,28.663065,64.769561,12.584797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,279.95035,0,0,0,0,0,0,35.937753,46.901626,7.0395623,0,0,0,21.691518,279.95035,61.390592,5.5609316,0,0,0,0,28.665327,64.774674,12.585791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,279.97245,0,0,0,0,0,0,35.94059,46.905328,7.0401179,0,0,0,21.693231,279.97245,61.395438,5.5613705,0,0,0,0,28.66759,64.779787,12.586784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,279.99454,0,0,0,0,0,0,35.943427,46.90903,7.0406736,0,0,0,21.694943,279.99454,61.400284,5.5618095,0,0,0,0,28.669853,64.7849,12.587778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,280.01664,0,0,0,0,0,0,35.946263,46.912732,7.0412292,0,0,0,21.696655,280.01664,61.40513,5.5622484,0,0,0,0,28.672115,64.790012,12.588771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,280.03874,0,0,0,0,0,0,35.9491,46.916435,7.0417849,0,0,0,21.698367,280.03874,61.409975,5.5626874,0,0,0,0,28.674378,64.795125,12.589765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,280.06084,0,0,0,0,0,0,35.951937,46.920137,7.0423405,0,0,0,21.700079,280.06084,61.414821,5.5631263,0,0,0,0,28.676641,64.800238,12.590758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,280.08293,0,0,0,0,0,0,35.954773,46.923839,7.0428962,0,0,0,21.701791,280.08293,61.419667,5.5635652,0,0,0,0,28.678903,64.805351,12.591751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,280.10503,0,0,0,0,0,0,35.95761,46.927541,7.0434519,0,0,0,21.703504,280.10503,61.424513,5.5640042,0,0,0,0,28.681166,64.810464,12.592745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,280.12713,0,0,0,0,0,0,35.960447,46.931243,7.0440075,0,0,0,21.705216,280.12713,61.429358,5.5644431,0,0,0,0,28.683429,64.815577,12.593738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,280.14923,0,0,0,0,0,0,35.963284,46.934945,7.0445632,0,0,0,21.706928,280.14923,61.434204,5.5648821,0,0,0,0,28.685691,64.82069,12.594732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,280.17132,0,0,0,0,0,0,35.96612,46.938647,7.0451188,0,0,0,21.70864,280.17132,61.43905,5.565321,0,0,0,0,28.687954,64.825803,12.595725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,280.19342,0,0,0,0,0,0,35.968957,46.942349,7.0456745,0,0,0,21.710352,280.19342,61.443896,5.56576,0,0,0,0,28.690217,64.830916,12.596719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,280.21552,0,0,0,0,0,0,35.971794,46.946051,7.0462301,0,0,0,21.712065,280.21552,61.448741,5.5661989,0,0,0,0,28.692479,64.836028,12.597712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,280.23762,0,0,0,0,0,0,35.97463,46.949753,7.0467858,0,0,0,21.713777,280.23762,61.453587,5.5666378,0,0,0,0,28.694742,64.841141,12.598706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,280.25971,0,0,0,0,0,0,35.977467,46.953456,7.0473415,0,0,0,21.715489,280.25971,61.458433,5.5670768,0,0,0,0,28.697005,64.846254,12.599699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,280.28181,0,0,0,0,0,0,35.980304,46.957158,7.0478971,0,0,0,21.717201,280.28181,61.463279,5.5675157,0,0,0,0,28.699267,64.851367,12.600692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,280.30391,0,0,0,0,0,0,35.98314,46.96086,7.0484528,0,0,0,21.718913,280.30391,61.468125,5.5679547,0,0,0,0,28.70153,64.85648,12.601686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,280.32601,0,0,0,0,0,0,35.985977,46.964562,7.0490084,0,0,0,21.720626,280.32601,61.47297,5.5683936,0,0,0,0,28.703792,64.861593,12.602679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,280.3481,0,0,0,0,0,0,35.988814,46.968264,7.0495641,0,0,0,21.722338,280.3481,61.477816,5.5688326,0,0,0,0,28.706055,64.866706,12.603673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,280.3702,0,0,0,0,0,0,35.99165,46.971966,7.0501197,0,0,0,21.72405,280.3702,61.482662,5.5692715,0,0,0,0,28.708318,64.871819,12.604666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,280.3923,0,0,0,0,0,0,35.994487,46.975668,7.0506754,0,0,0,21.725762,280.3923,61.487508,5.5697104,0,0,0,0,28.71058,64.876932,12.60566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,280.41439,0,0,0,0,0,0,35.997324,46.97937,7.0512311,0,0,0,21.727474,280.41439,61.492353,5.5701494,0,0,0,0,28.712843,64.882044,12.606653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,280.43649,0,0,0,0,0,0,36.000161,46.983072,7.0517867,0,0,0,21.729186,280.43649,61.497199,5.5705883,0,0,0,0,28.715106,64.887157,12.607646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,280.45859,0,0,0,0,0,0,36.002997,46.986775,7.0523424,0,0,0,21.730899,280.45859,61.502045,5.5710273,0,0,0,0,28.717368,64.89227,12.60864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,280.48069,0,0,0,0,0,0,36.005834,46.990477,7.052898,0,0,0,21.732611,280.48069,61.506891,5.5714662,0,0,0,0,28.719631,64.897383,12.609633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,280.50278,0,0,0,0,0,0,36.008671,46.994179,7.0534537,0,0,0,21.734323,280.50278,61.511736,5.5719052,0,0,0,0,28.721894,64.902496,12.610627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,280.52488,0,0,0,0,0,0,36.011507,46.997881,7.0540093,0,0,0,21.736035,280.52488,61.516582,5.5723441,0,0,0,0,28.724156,64.907609,12.61162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,280.54698,0,0,0,0,0,0,36.014344,47.001583,7.054565,0,0,0,21.737747,280.54698,61.521428,5.5727831,0,0,0,0,28.726419,64.912722,12.612614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,280.56908,0,0,0,0,0,0,36.017181,47.005285,7.0551206,0,0,0,21.73946,280.56908,61.526274,5.573222,0,0,0,0,28.728682,64.917835,12.613607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,280.59117,0,0,0,0,0,0,36.020017,47.008987,7.0556763,0,0,0,21.741172,280.59117,61.53112,5.5736609,0,0,0,0,28.730944,64.922947,12.614601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,280.61327,0,0,0,0,0,0,36.022854,47.012689,7.056232,0,0,0,21.742884,280.61327,61.535965,5.5740999,0,0,0,0,28.733207,64.92806,12.615594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,280.63537,0,0,0,0,0,0,36.025691,47.016391,7.0567876,0,0,0,21.744596,280.63537,61.540811,5.5745388,0,0,0,0,28.73547,64.933173,12.616587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,280.65747,0,0,0,0,0,0,36.028527,47.020093,7.0573433,0,0,0,21.746308,280.65747,61.545657,5.5749778,0,0,0,0,28.737732,64.938286,12.617581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,280.67956,0,0,0,0,0,0,36.031364,47.023796,7.0578989,0,0,0,21.74802,280.67956,61.550503,5.5754167,0,0,0,0,28.739995,64.943399,12.618574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,280.70166,0,0,0,0,0,0,36.034201,47.027498,7.0584546,0,0,0,21.749733,280.70166,61.555348,5.5758557,0,0,0,0,28.742258,64.948512,12.619568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,280.72376,0,0,0,0,0,0,36.037037,47.0312,7.0590102,0,0,0,21.751445,280.72376,61.560194,5.5762946,0,0,0,0,28.74452,64.953625,12.620561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,280.74586,0,0,0,0,0,0,36.039874,47.034902,7.0595659,0,0,0,21.753157,280.74586,61.56504,5.5767335,0,0,0,0,28.746783,64.958738,12.621555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,280.76795,0,0,0,0,0,0,36.042711,47.038604,7.0601216,0,0,0,21.754869,280.76795,61.569886,5.5771725,0,0,0,0,28.749046,64.963851,12.622548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,280.79005,0,0,0,0,0,0,36.045548,47.042306,7.0606772,0,0,0,21.756581,280.79005,61.574731,5.5776114,0,0,0,0,28.751308,64.968963,12.623541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,280.81215,0,0,0,0,0,0,36.048384,47.046008,7.0612329,0,0,0,21.758294,280.81215,61.579577,5.5780504,0,0,0,0,28.753571,64.974076,12.624535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,280.83425,0,0,0,0,0,0,36.051221,47.04971,7.0617885,0,0,0,21.760006,280.83425,61.584423,5.5784893,0,0,0,0,28.755833,64.979189,12.625528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,280.85634,0,0,0,0,0,0,36.054058,47.053412,7.0623442,0,0,0,21.761718,280.85634,61.589269,5.5789283,0,0,0,0,28.758096,64.984302,12.626522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,280.87844,0,0,0,0,0,0,36.056894,47.057115,7.0628998,0,0,0,21.76343,280.87844,61.594115,5.5793672,0,0,0,0,28.760359,64.989415,12.627515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,280.90054,0,0,0,0,0,0,36.059731,47.060817,7.0634555,0,0,0,21.765142,280.90054,61.59896,5.5798061,0,0,0,0,28.762621,64.994528,12.628509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,280.92264,0,0,0,0,0,0,36.062568,47.064519,7.0640112,0,0,0,21.766855,280.92264,61.603806,5.5802451,0,0,0,0,28.764884,64.999641,12.629502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,280.94473,0,0,0,0,0,0,36.065404,47.068221,7.0645668,0,0,0,21.768567,280.94473,61.608652,5.580684,0,0,0,0,28.767147,65.004754,12.630496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,280.96683,0,0,0,0,0,0,36.068241,47.071923,7.0651225,0,0,0,21.770279,280.96683,61.613498,5.581123,0,0,0,0,28.769409,65.009867,12.631489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,280.98893,0,0,0,0,0,0,36.071078,47.075625,7.0656781,0,0,0,21.771991,280.98893,61.618343,5.5815619,0,0,0,0,28.771672,65.014979,12.632482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,281.01103,0,0,0,0,0,0,36.073914,47.079327,7.0662338,0,0,0,21.773703,281.01103,61.623189,5.5820009,0,0,0,0,28.773935,65.020092,12.633476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,281.03312,0,0,0,0,0,0,36.076751,47.083029,7.0667894,0,0,0,21.775415,281.03312,61.628035,5.5824398,0,0,0,0,28.776197,65.025205,12.634469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,281.05522,0,0,0,0,0,0,36.079588,47.086731,7.0673451,0,0,0,21.777128,281.05522,61.632881,5.5828787,0,0,0,0,28.77846,65.030318,12.635463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,281.07732,0,0,0,0,0,0,36.082425,47.090433,7.0679008,0,0,0,21.77884,281.07732,61.637726,5.5833177,0,0,0,0,28.780723,65.035431,12.636456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,281.09942,0,0,0,0,0,0,36.085261,47.094136,7.0684564,0,0,0,21.780552,281.09942,61.642572,5.5837566,0,0,0,0,28.782985,65.040544,12.63745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,281.12151,0,0,0,0,0,0,36.088098,47.097838,7.0690121,0,0,0,21.782264,281.12151,61.647418,5.5841956,0,0,0,0,28.785248,65.045657,12.638443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,281.14361,0,0,0,0,0,0,36.090935,47.10154,7.0695677,0,0,0,21.783976,281.14361,61.652264,5.5846345,0,0,0,0,28.787511,65.05077,12.639437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,281.16571,0,0,0,0,0,0,36.093771,47.105242,7.0701234,0,0,0,21.785689,281.16571,61.65711,5.5850735,0,0,0,0,28.789773,65.055883,12.64043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,281.18781,0,0,0,0,0,0,36.096608,47.108944,7.070679,0,0,0,21.787401,281.18781,61.661955,5.5855124,0,0,0,0,28.792036,65.060995,12.641423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,281.2099,0,0,0,0,0,0,36.099445,47.112646,7.0712347,0,0,0,21.789113,281.2099,61.666801,5.5859514,0,0,0,0,28.794299,65.066108,12.642417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,281.232,0,0,0,0,0,0,36.102281,47.116348,7.0717903,0,0,0,21.790825,281.232,61.671647,5.5863903,0,0,0,0,28.796561,65.071221,12.64341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,281.2541,0,0,0,0,0,0,36.105118,47.12005,7.072346,0,0,0,21.792537,281.2541,61.676493,5.5868292,0,0,0,0,28.798824,65.076334,12.644404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,281.27619,0,0,0,0,0,0,36.107955,47.123752,7.0729017,0,0,0,21.794249,281.27619,61.681338,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,281.2762,0,0,0,0,0,0,36.107955,47.123753,7.0729017,0,0,0,21.79425,281.2762,61.681339,5.5872682,0,0,0,0,28.801087,65.081447,12.645397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
