X coord (mm),Y coord (mm)
7.19751,3.10237
3.52261,0.330521
4.61576,0.223877
6.61117,0.10764
8.1227,0.00259522
9.80017,0.187232
1.16266,1.57918
3.00751,1.2755
4.75751,1.30246
6.47137,1.2491
8.2382,1.28127
10.0337,1.26543
11.7697,1.17735
13.212,1.55595
0.366292,2.8336
1.29028,2.91677
3.06053,2.93733
4.82124,2.97742
6.55387,2.99519
8.25873,2.99353
9.97105,2.96623
11.797,2.97758
13.5197,2.99183
1.20083,4.73861
2.96112,4.76715
4.79485,4.773
6.4971,4.79322
8.24877,4.76596
9.95583,4.71904
11.8027,4.69459
13.5665,4.07654
1.43093,6.06701
2.98658,6.47725
4.82853,6.45463
6.46832,6.46611
8.30152,6.49193
9.86614,6.16836
11.2375,5.7964
