Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa)
2507,279.20769,0,0,0,0,0,0,0,0,38.674296,46.013209,0,0,0,0,0,0,60.785206,258.79306,179.28097,10.850824,0,0,0,0,33.444821,76.405367,44.977244,0,0,0,0,0,0,0,0,0,0
2508,279.20583,0,0,0,0,0,0,0,0,38.674037,46.012902,0,0,0,0,0,0,60.7848,258.79133,179.27977,10.850751,0,0,0,0,33.444598,76.404856,44.976943,0,0,0,0,0,0,0,0,0,0
2509,279.20396,0,0,0,0,0,0,0,0,38.673779,46.012594,0,0,0,0,0,0,60.784394,258.7896,179.27857,10.850679,0,0,0,0,33.444374,76.404346,44.976643,0,0,0,0,0,0,0,0,0,0
2510,279.2021,0,0,0,0,0,0,0,0,38.673521,46.012287,0,0,0,0,0,0,60.783988,258.78787,179.27737,10.850606,0,0,0,0,33.444151,76.403835,44.976342,0,0,0,0,0,0,0,0,0,0
2511,279.20023,0,0,0,0,0,0,0,0,38.673262,46.011979,0,0,0,0,0,0,60.783581,258.78614,179.27618,10.850534,0,0,0,0,33.443927,76.403324,44.976042,0,0,0,0,0,0,0,0,0,0
2512,279.19837,0,0,0,0,0,0,0,0,38.673004,46.011672,0,0,0,0,0,0,60.783175,258.78441,179.27498,10.850461,0,0,0,0,33.443704,76.402814,44.975741,0,0,0,0,0,0,0,0,0,0
2513,279.1965,0,0,0,0,0,0,0,0,38.672745,46.011364,0,0,0,0,0,0,60.782769,258.78268,179.27378,10.850389,0,0,0,0,33.44348,76.402303,44.97544,0,0,0,0,0,0,0,0,0,0
2514,279.19463,0,0,0,0,0,0,0,0,38.672487,46.011057,0,0,0,0,0,0,60.782363,258.78096,179.27258,10.850316,0,0,0,0,33.443257,76.401793,44.97514,0,0,0,0,0,0,0,0,0,0
2515,279.19277,0,0,0,0,0,0,0,0,38.672228,46.01075,0,0,0,0,0,0,60.781957,258.77923,179.27138,10.850244,0,0,0,0,33.443033,76.401282,44.974839,0,0,0,0,0,0,0,0,0,0
2516,279.1909,0,0,0,0,0,0,0,0,38.67197,46.010442,0,0,0,0,0,0,60.781551,258.7775,179.27019,10.850171,0,0,0,0,33.44281,76.400772,44.974539,0,0,0,0,0,0,0,0,0,0
2517,279.18904,0,0,0,0,0,0,0,0,38.671712,46.010135,0,0,0,0,0,0,60.781144,258.77577,179.26899,10.850099,0,0,0,0,33.442586,76.400261,44.974238,0,0,0,0,0,0,0,0,0,0
2518,279.18717,0,0,0,0,0,0,0,0,38.671453,46.009827,0,0,0,0,0,0,60.780738,258.77404,179.26779,10.850026,0,0,0,0,33.442363,76.399751,44.973938,0,0,0,0,0,0,0,0,0,0
2519,279.18531,0,0,0,0,0,0,0,0,38.671195,46.00952,0,0,0,0,0,0,60.780332,258.77231,179.26659,10.849954,0,0,0,0,33.442139,76.39924,44.973637,0,0,0,0,0,0,0,0,0,0
2520,279.18344,0,0,0,0,0,0,0,0,38.670936,46.009212,0,0,0,0,0,0,60.779926,258.77058,179.26539,10.849881,0,0,0,0,33.441916,76.39873,44.973337,0,0,0,0,0,0,0,0,0,0
2521,279.18157,0,0,0,0,0,0,0,0,38.670678,46.008905,0,0,0,0,0,0,60.77952,258.76885,179.2642,10.849809,0,0,0,0,33.441693,76.398219,44.973036,0,0,0,0,0,0,0,0,0,0
2522,279.17971,0,0,0,0,0,0,0,0,38.67042,46.008597,0,0,0,0,0,0,60.779114,258.76712,179.263,10.849736,0,0,0,0,33.441469,76.397709,44.972736,0,0,0,0,0,0,0,0,0,0
2523,279.17784,0,0,0,0,0,0,0,0,38.670161,46.00829,0,0,0,0,0,0,60.778707,258.76539,179.2618,10.849664,0,0,0,0,33.441246,76.397198,44.972435,0,0,0,0,0,0,0,0,0,0
2524,279.17598,0,0,0,0,0,0,0,0,38.669903,46.007982,0,0,0,0,0,0,60.778301,258.76366,179.2606,10.849591,0,0,0,0,33.441022,76.396688,44.972135,0,0,0,0,0,0,0,0,0,0
2525,279.17411,0,0,0,0,0,0,0,0,38.669644,46.007675,0,0,0,0,0,0,60.777895,258.76193,179.2594,10.849519,0,0,0,0,33.440799,76.396177,44.971834,0,0,0,0,0,0,0,0,0,0
2526,279.17225,0,0,0,0,0,0,0,0,38.669386,46.007368,0,0,0,0,0,0,60.777489,258.7602,179.25821,10.849446,0,0,0,0,33.440575,76.395666,44.971534,0,0,0,0,0,0,0,0,0,0
2527,279.17038,0,0,0,0,0,0,0,0,38.669127,46.00706,0,0,0,0,0,0,60.777083,258.75848,179.25701,10.849374,0,0,0,0,33.440352,76.395156,44.971233,0,0,0,0,0,0,0,0,0,0
2528,279.16852,0,0,0,0,0,0,0,0,38.668869,46.006753,0,0,0,0,0,0,60.776677,258.75675,179.25581,10.849301,0,0,0,0,33.440128,76.394645,44.970932,0,0,0,0,0,0,0,0,0,0
2529,279.16665,0,0,0,0,0,0,0,0,38.668611,46.006445,0,0,0,0,0,0,60.776271,258.75502,179.25461,10.849229,0,0,0,0,33.439905,76.394135,44.970632,0,0,0,0,0,0,0,0,0,0
2530,279.16478,0,0,0,0,0,0,0,0,38.668352,46.006138,0,0,0,0,0,0,60.775864,258.75329,179.25341,10.849156,0,0,0,0,33.439681,76.393624,44.970331,0,0,0,0,0,0,0,0,0,0
2531,279.16292,0,0,0,0,0,0,0,0,38.668094,46.00583,0,0,0,0,0,0,60.775458,258.75156,179.25222,10.849084,0,0,0,0,33.439458,76.393114,44.970031,0,0,0,0,0,0,0,0,0,0
2532,279.16105,0,0,0,0,0,0,0,0,38.667835,46.005523,0,0,0,0,0,0,60.775052,258.74983,179.25102,10.849011,0,0,0,0,33.439234,76.392603,44.96973,0,0,0,0,0,0,0,0,0,0
2533,279.15919,0,0,0,0,0,0,0,0,38.667577,46.005215,0,0,0,0,0,0,60.774646,258.7481,179.24982,10.848939,0,0,0,0,33.439011,76.392093,44.96943,0,0,0,0,0,0,0,0,0,0
2534,279.15732,0,0,0,0,0,0,0,0,38.667319,46.004908,0,0,0,0,0,0,60.77424,258.74637,179.24862,10.848866,0,0,0,0,33.438787,76.391582,44.969129,0,0,0,0,0,0,0,0,0,0
2535,279.15546,0,0,0,0,0,0,0,0,38.66706,46.0046,0,0,0,0,0,0,60.773834,258.74464,179.24742,10.848794,0,0,0,0,33.438564,76.391072,44.968829,0,0,0,0,0,0,0,0,0,0
2536,279.15359,0,0,0,0,0,0,0,0,38.666802,46.004293,0,0,0,0,0,0,60.773427,258.74291,179.24623,10.848721,0,0,0,0,33.43834,76.390561,44.968528,0,0,0,0,0,0,0,0,0,0
2537,279.15172,0,0,0,0,0,0,0,0,38.666543,46.003986,0,0,0,0,0,0,60.773021,258.74118,179.24503,10.848649,0,0,0,0,33.438117,76.390051,44.968228,0,0,0,0,0,0,0,0,0,0
2538,279.14986,0,0,0,0,0,0,0,0,38.666285,46.003678,0,0,0,0,0,0,60.772615,258.73945,179.24383,10.848576,0,0,0,0,33.437893,76.38954,44.967927,0,0,0,0,0,0,0,0,0,0
2539,279.14799,0,0,0,0,0,0,0,0,38.666026,46.003371,0,0,0,0,0,0,60.772209,258.73772,179.24263,10.848504,0,0,0,0,33.43767,76.38903,44.967627,0,0,0,0,0,0,0,0,0,0
2540,279.14613,0,0,0,0,0,0,0,0,38.665768,46.003063,0,0,0,0,0,0,60.771803,258.736,179.24144,10.848431,0,0,0,0,33.437447,76.388519,44.967326,0,0,0,0,0,0,0,0,0,0
2541,279.14426,0,0,0,0,0,0,0,0,38.66551,46.002756,0,0,0,0,0,0,60.771397,258.73427,179.24024,10.848359,0,0,0,0,33.437223,76.388009,44.967026,0,0,0,0,0,0,0,0,0,0
2542,279.1424,0,0,0,0,0,0,0,0,38.665251,46.002448,0,0,0,0,0,0,60.77099,258.73254,179.23904,10.848286,0,0,0,0,33.437,76.387498,44.966725,0,0,0,0,0,0,0,0,0,0
2543,279.14053,0,0,0,0,0,0,0,0,38.664993,46.002141,0,0,0,0,0,0,60.770584,258.73081,179.23784,10.848214,0,0,0,0,33.436776,76.386987,44.966424,0,0,0,0,0,0,0,0,0,0
2544,279.13866,0,0,0,0,0,0,0,0,38.664734,46.001833,0,0,0,0,0,0,60.770178,258.72908,179.23664,10.848141,0,0,0,0,33.436553,76.386477,44.966124,0,0,0,0,0,0,0,0,0,0
2545,279.1368,0,0,0,0,0,0,0,0,38.664476,46.001526,0,0,0,0,0,0,60.769772,258.72735,179.23545,10.848068,0,0,0,0,33.436329,76.385966,44.965823,0,0,0,0,0,0,0,0,0,0
2546,279.13493,0,0,0,0,0,0,0,0,38.664218,46.001218,0,0,0,0,0,0,60.769366,258.72562,179.23425,10.847996,0,0,0,0,33.436106,76.385456,44.965523,0,0,0,0,0,0,0,0,0,0
2547,279.13307,0,0,0,0,0,0,0,0,38.663959,46.000911,0,0,0,0,0,0,60.76896,258.72389,179.23305,10.847923,0,0,0,0,33.435882,76.384945,44.965222,0,0,0,0,0,0,0,0,0,0
2548,279.1312,0,0,0,0,0,0,0,0,38.663701,46.000604,0,0,0,0,0,0,60.768553,258.72216,179.23185,10.847851,0,0,0,0,33.435659,76.384435,44.964922,0,0,0,0,0,0,0,0,0,0
2549,279.12934,0,0,0,0,0,0,0,0,38.663442,46.000296,0,0,0,0,0,0,60.768147,258.72043,179.23065,10.847778,0,0,0,0,33.435435,76.383924,44.964621,0,0,0,0,0,0,0,0,0,0
2550,279.12747,0,0,0,0,0,0,0,0,38.663184,45.999989,0,0,0,0,0,0,60.767741,258.7187,179.22946,10.847706,0,0,0,0,33.435212,76.383414,44.964321,0,0,0,0,0,0,0,0,0,0
2551,279.12561,0,0,0,0,0,0,0,0,38.662925,45.999681,0,0,0,0,0,0,60.767335,258.71697,179.22826,10.847633,0,0,0,0,33.434988,76.382903,44.96402,0,0,0,0,0,0,0,0,0,0
2552,279.12374,0,0,0,0,0,0,0,0,38.662667,45.999374,0,0,0,0,0,0,60.766929,258.71524,179.22706,10.847561,0,0,0,0,33.434765,76.382393,44.96372,0,0,0,0,0,0,0,0,0,0
2553,279.12187,0,0,0,0,0,0,0,0,38.662409,45.999066,0,0,0,0,0,0,60.766523,258.71352,179.22586,10.847488,0,0,0,0,33.434541,76.381882,44.963419,0,0,0,0,0,0,0,0,0,0
2554,279.12001,0,0,0,0,0,0,0,0,38.66215,45.998759,0,0,0,0,0,0,60.766117,258.71179,179.22466,10.847416,0,0,0,0,33.434318,76.381372,44.963119,0,0,0,0,0,0,0,0,0,0
2555,279.11814,0,0,0,0,0,0,0,0,38.661892,45.998451,0,0,0,0,0,0,60.76571,258.71006,179.22347,10.847343,0,0,0,0,33.434094,76.380861,44.962818,0,0,0,0,0,0,0,0,0,0
2556,279.11628,0,0,0,0,0,0,0,0,38.661633,45.998144,0,0,0,0,0,0,60.765304,258.70833,179.22227,10.847271,0,0,0,0,33.433871,76.380351,44.962518,0,0,0,0,0,0,0,0,0,0
2557,279.11441,0,0,0,0,0,0,0,0,38.661375,45.997836,0,0,0,0,0,0,60.764898,258.7066,179.22107,10.847198,0,0,0,0,33.433647,76.37984,44.962217,0,0,0,0,0,0,0,0,0,0
2558,279.11255,0,0,0,0,0,0,0,0,38.661116,45.997529,0,0,0,0,0,0,60.764492,258.70487,179.21987,10.847126,0,0,0,0,33.433424,76.379329,44.961917,0,0,0,0,0,0,0,0,0,0
2559,279.11068,0,0,0,0,0,0,0,0,38.660858,45.997222,0,0,0,0,0,0,60.764086,258.70314,179.21867,10.847053,0,0,0,0,33.433201,76.378819,44.961616,0,0,0,0,0,0,0,0,0,0
2560,279.10881,0,0,0,0,0,0,0,0,38.6606,45.996914,0,0,0,0,0,0,60.76368,258.70141,179.21748,10.846981,0,0,0,0,33.432977,76.378308,44.961315,0,0,0,0,0,0,0,0,0,0
2561,279.10695,0,0,0,0,0,0,0,0,38.660341,45.996607,0,0,0,0,0,0,60.763273,258.69968,179.21628,10.846908,0,0,0,0,33.432754,76.377798,44.961015,0,0,0,0,0,0,0,0,0,0
2562,279.10508,0,0,0,0,0,0,0,0,38.660083,45.996299,0,0,0,0,0,0,60.762867,258.69795,179.21508,10.846836,0,0,0,0,33.43253,76.377287,44.960714,0,0,0,0,0,0,0,0,0,0
2563,279.10888,0,0,0,0,0,0,0,0,38.660608,45.996925,0,0,0,0,0,0,60.763693,258.70147,179.21752,10.846983,0,0,0,0,33.432985,76.378326,44.961326,0,0,0,0,0,0,0,0,0,0
2564,279.11267,0,0,0,0,0,0,0,0,38.661134,45.99755,0,0,0,0,0,0,60.764519,258.70499,179.21995,10.847131,0,0,0,0,33.433439,76.379364,44.961937,0,0,0,0,0,0,0,0,0,0
2565,279.11647,0,0,0,0,0,0,0,0,38.66166,45.998175,0,0,0,0,0,0,60.765346,258.7085,179.22239,10.847278,0,0,0,0,33.433894,76.380403,44.962548,0,0,0,0,0,0,0,0,0,0
2566,279.12026,0,0,0,0,0,0,0,0,38.662185,45.998801,0,0,0,0,0,0,60.766172,258.71202,179.22483,10.847426,0,0,0,0,33.434348,76.381441,44.96316,0,0,0,0,0,0,0,0,0,0
2567,279.12406,0,0,0,0,0,0,0,0,38.662711,45.999426,0,0,0,0,0,0,60.766998,258.71554,179.22726,10.847573,0,0,0,0,33.434803,76.382479,44.963771,0,0,0,0,0,0,0,0,0,0
2568,279.12785,0,0,0,0,0,0,0,0,38.663237,46.000051,0,0,0,0,0,0,60.767824,258.71906,179.2297,10.847721,0,0,0,0,33.435257,76.383518,44.964382,0,0,0,0,0,0,0,0,0,0
2569,279.13165,0,0,0,0,0,0,0,0,38.663762,46.000677,0,0,0,0,0,0,60.76865,258.72257,179.23214,10.847868,0,0,0,0,33.435712,76.384556,44.964993,0,0,0,0,0,0,0,0,0,0
2570,279.13544,0,0,0,0,0,0,0,0,38.664288,46.001302,0,0,0,0,0,0,60.769476,258.72609,179.23457,10.848016,0,0,0,0,33.436167,76.385595,44.965605,0,0,0,0,0,0,0,0,0,0
2571,279.13924,0,0,0,0,0,0,0,0,38.664813,46.001928,0,0,0,0,0,0,60.770303,258.72961,179.23701,10.848163,0,0,0,0,33.436621,76.386633,44.966216,0,0,0,0,0,0,0,0,0,0
2572,279.14303,0,0,0,0,0,0,0,0,38.665339,46.002553,0,0,0,0,0,0,60.771129,258.73313,179.23945,10.848311,0,0,0,0,33.437076,76.387672,44.966827,0,0,0,0,0,0,0,0,0,0
2573,279.14683,0,0,0,0,0,0,0,0,38.665865,46.003178,0,0,0,0,0,0,60.771955,258.73664,179.24188,10.848458,0,0,0,0,33.43753,76.38871,44.967439,0,0,0,0,0,0,0,0,0,0
2574,279.15062,0,0,0,0,0,0,0,0,38.66639,46.003804,0,0,0,0,0,0,60.772781,258.74016,179.24432,10.848606,0,0,0,0,33.437985,76.389749,44.96805,0,0,0,0,0,0,0,0,0,0
2575,279.15442,0,0,0,0,0,0,0,0,38.666916,46.004429,0,0,0,0,0,0,60.773607,258.74368,179.24676,10.848753,0,0,0,0,33.438439,76.390787,44.968661,0,0,0,0,0,0,0,0,0,0
2576,279.15821,0,0,0,0,0,0,0,0,38.667442,46.005054,0,0,0,0,0,0,60.774433,258.74719,179.24919,10.848901,0,0,0,0,33.438894,76.391825,44.969272,0,0,0,0,0,0,0,0,0,0
2577,279.16201,0,0,0,0,0,0,0,0,38.667967,46.00568,0,0,0,0,0,0,60.775259,258.75071,179.25163,10.849048,0,0,0,0,33.439348,76.392864,44.969884,0,0,0,0,0,0,0,0,0,0
2578,279.1658,0,0,0,0,0,0,0,0,38.668493,46.006305,0,0,0,0,0,0,60.776086,258.75423,179.25407,10.849196,0,0,0,0,33.439803,76.393902,44.970495,0,0,0,0,0,0,0,0,0,0
2579,279.16959,0,0,0,0,0,0,0,0,38.669019,46.006931,0,0,0,0,0,0,60.776912,258.75775,179.2565,10.849343,0,0,0,0,33.440258,76.394941,44.971106,0,0,0,0,0,0,0,0,0,0
2580,279.17339,0,0,0,0,0,0,0,0,38.669544,46.007556,0,0,0,0,0,0,60.777738,258.76126,179.25894,10.84949,0,0,0,0,33.440712,76.395979,44.971718,0,0,0,0,0,0,0,0,0,0
2581,279.17718,0,0,0,0,0,0,0,0,38.67007,46.008181,0,0,0,0,0,0,60.778564,258.76478,179.26138,10.849638,0,0,0,0,33.441167,76.397018,44.972329,0,0,0,0,0,0,0,0,0,0
2582,279.18098,0,0,0,0,0,0,0,0,38.670595,46.008807,0,0,0,0,0,0,60.77939,258.7683,179.26381,10.849785,0,0,0,0,33.441621,76.398056,44.97294,0,0,0,0,0,0,0,0,0,0
2583,279.18477,0,0,0,0,0,0,0,0,38.671121,46.009432,0,0,0,0,0,0,60.780216,258.77182,179.26625,10.849933,0,0,0,0,33.442076,76.399095,44.973552,0,0,0,0,0,0,0,0,0,0
2584,279.18857,0,0,0,0,0,0,0,0,38.671647,46.010057,0,0,0,0,0,0,60.781042,258.77533,179.26869,10.85008,0,0,0,0,33.44253,76.400133,44.974163,0,0,0,0,0,0,0,0,0,0
2585,279.19236,0,0,0,0,0,0,0,0,38.672172,46.010683,0,0,0,0,0,0,60.781869,258.77885,179.27112,10.850228,0,0,0,0,33.442985,76.401171,44.974774,0,0,0,0,0,0,0,0,0,0
2586,279.19616,0,0,0,0,0,0,0,0,38.672698,46.011308,0,0,0,0,0,0,60.782695,258.78237,179.27356,10.850375,0,0,0,0,33.443439,76.40221,44.975385,0,0,0,0,0,0,0,0,0,0
2587,279.19995,0,0,0,0,0,0,0,0,38.673224,46.011934,0,0,0,0,0,0,60.783521,258.78589,179.276,10.850523,0,0,0,0,33.443894,76.403248,44.975997,0,0,0,0,0,0,0,0,0,0
2588,279.20375,0,0,0,0,0,0,0,0,38.673749,46.012559,0,0,0,0,0,0,60.784347,258.7894,179.27843,10.85067,0,0,0,0,33.444349,76.404287,44.976608,0,0,0,0,0,0,0,0,0,0
2589,279.20754,0,0,0,0,0,0,0,0,38.674275,46.013184,0,0,0,0,0,0,60.785173,258.79292,179.28087,10.850818,0,0,0,0,33.444803,76.405325,44.977219,0,0,0,0,0,0,0,0,0,0
2590,279.21134,0,0,0,0,0,0,0,0,38.6748,46.01381,0,0,0,0,0,0,60.785999,258.79644,179.28331,10.850965,0,0,0,0,33.445258,76.406364,44.977831,0,0,0,0,0,0,0,0,0,0
2591,279.21513,0,0,0,0,0,0,0,0,38.675326,46.014435,0,0,0,0,0,0,60.786825,258.79995,179.28574,10.851113,0,0,0,0,33.445712,76.407402,44.978442,0,0,0,0,0,0,0,0,0,0
2592,279.21893,0,0,0,0,0,0,0,0,38.675852,46.01506,0,0,0,0,0,0,60.787652,258.80347,179.28818,10.85126,0,0,0,0,33.446167,76.408441,44.979053,0,0,0,0,0,0,0,0,0,0
2593,279.22272,0,0,0,0,0,0,0,0,38.676377,46.015686,0,0,0,0,0,0,60.788478,258.80699,179.29062,10.851408,0,0,0,0,33.446621,76.409479,44.979665,0,0,0,0,0,0,0,0,0,0
2594,279.22652,0,0,0,0,0,0,0,0,38.676903,46.016311,0,0,0,0,0,0,60.789304,258.81051,179.29305,10.851555,0,0,0,0,33.447076,76.410517,44.980276,0,0,0,0,0,0,0,0,0,0
2595,279.23031,0,0,0,0,0,0,0,0,38.677429,46.016937,0,0,0,0,0,0,60.79013,258.81402,179.29549,10.851703,0,0,0,0,33.44753,76.411556,44.980887,0,0,0,0,0,0,0,0,0,0
2596,279.23411,0,0,0,0,0,0,0,0,38.677954,46.017562,0,0,0,0,0,0,60.790956,258.81754,179.29793,10.85185,0,0,0,0,33.447985,76.412594,44.981498,0,0,0,0,0,0,0,0,0,0
2597,279.2379,0,0,0,0,0,0,0,0,38.67848,46.018187,0,0,0,0,0,0,60.791782,258.82106,179.30036,10.851998,0,0,0,0,33.44844,76.413633,44.98211,0,0,0,0,0,0,0,0,0,0
2598,279.2417,0,0,0,0,0,0,0,0,38.679006,46.018813,0,0,0,0,0,0,60.792608,258.82458,179.3028,10.852145,0,0,0,0,33.448894,76.414671,44.982721,0,0,0,0,0,0,0,0,0,0
2599,279.24549,0,0,0,0,0,0,0,0,38.679531,46.019438,0,0,0,0,0,0,60.793435,258.82809,179.30524,10.852293,0,0,0,0,33.449349,76.41571,44.983332,0,0,0,0,0,0,0,0,0,0
2600,279.24928,0,0,0,0,0,0,0,0,38.680057,46.020063,0,0,0,0,0,0,60.794261,258.83161,179.30767,10.85244,0,0,0,0,33.449803,76.416748,44.983944,0,0,0,0,0,0,0,0,0,0
2601,279.25308,0,0,0,0,0,0,0,0,38.680582,46.020689,0,0,0,0,0,0,60.795087,258.83513,179.31011,10.852587,0,0,0,0,33.450258,76.417787,44.984555,0,0,0,0,0,0,0,0,0,0
2602,279.25687,0,0,0,0,0,0,0,0,38.681108,46.021314,0,0,0,0,0,0,60.795913,258.83865,179.31255,10.852735,0,0,0,0,33.450712,76.418825,44.985166,0,0,0,0,0,0,0,0,0,0
2603,279.26067,0,0,0,0,0,0,0,0,38.681634,46.02194,0,0,0,0,0,0,60.796739,258.84216,179.31498,10.852882,0,0,0,0,33.451167,76.419863,44.985777,0,0,0,0,0,0,0,0,0,0
2604,279.26446,0,0,0,0,0,0,0,0,38.682159,46.022565,0,0,0,0,0,0,60.797565,258.84568,179.31742,10.85303,0,0,0,0,33.451621,76.420902,44.986389,0,0,0,0,0,0,0,0,0,0
2605,279.26826,0,0,0,0,0,0,0,0,38.682685,46.02319,0,0,0,0,0,0,60.798391,258.8492,179.31986,10.853177,0,0,0,0,33.452076,76.42194,44.987,0,0,0,0,0,0,0,0,0,0
2606,279.27205,0,0,0,0,0,0,0,0,38.683211,46.023816,0,0,0,0,0,0,60.799218,258.85271,179.32229,10.853325,0,0,0,0,33.452531,76.422979,44.987611,0,0,0,0,0,0,0,0,0,0
2607,279.27585,0,0,0,0,0,0,0,0,38.683736,46.024441,0,0,0,0,0,0,60.800044,258.85623,179.32473,10.853472,0,0,0,0,33.452985,76.424017,44.988223,0,0,0,0,0,0,0,0,0,0
2608,279.27964,0,0,0,0,0,0,0,0,38.684262,46.025066,0,0,0,0,0,0,60.80087,258.85975,179.32717,10.85362,0,0,0,0,33.45344,76.425056,44.988834,0,0,0,0,0,0,0,0,0,0
2609,279.28344,0,0,0,0,0,0,0,0,38.684787,46.025692,0,0,0,0,0,0,60.801696,258.86327,179.3296,10.853767,0,0,0,0,33.453894,76.426094,44.989445,0,0,0,0,0,0,0,0,0,0
2610,279.28723,0,0,0,0,0,0,0,0,38.685313,46.026317,0,0,0,0,0,0,60.802522,258.86678,179.33204,10.853915,0,0,0,0,33.454349,76.427133,44.990057,0,0,0,0,0,0,0,0,0,0
2611,279.29103,0,0,0,0,0,0,0,0,38.685839,46.026943,0,0,0,0,0,0,60.803348,258.8703,179.33448,10.854062,0,0,0,0,33.454803,76.428171,44.990668,0,0,0,0,0,0,0,0,0,0
2612,279.29482,0,0,0,0,0,0,0,0,38.686364,46.027568,0,0,0,0,0,0,60.804175,258.87382,179.33691,10.85421,0,0,0,0,33.455258,76.429209,44.991279,0,0,0,0,0,0,0,0,0,0
2613,279.29862,0,0,0,0,0,0,0,0,38.68689,46.028193,0,0,0,0,0,0,60.805001,258.87734,179.33935,10.854357,0,0,0,0,33.455712,76.430248,44.99189,0,0,0,0,0,0,0,0,0,0
2614,279.30241,0,0,0,0,0,0,0,0,38.687416,46.028819,0,0,0,0,0,0,60.805827,258.88085,179.34179,10.854505,0,0,0,0,33.456167,76.431286,44.992502,0,0,0,0,0,0,0,0,0,0
2615,279.30621,0,0,0,0,0,0,0,0,38.687941,46.029444,0,0,0,0,0,0,60.806653,258.88437,179.34422,10.854652,0,0,0,0,33.456622,76.432325,44.993113,0,0,0,0,0,0,0,0,0,0
2616,279.31,0,0,0,0,0,0,0,0,38.688467,46.030069,0,0,0,0,0,0,60.807479,258.88789,179.34666,10.8548,0,0,0,0,33.457076,76.433363,44.993724,0,0,0,0,0,0,0,0,0,0
2617,279.3138,0,0,0,0,0,0,0,0,38.688993,46.030695,0,0,0,0,0,0,60.808305,258.8914,179.3491,10.854947,0,0,0,0,33.457531,76.434402,44.994336,0,0,0,0,0,0,0,0,0,0
2618,279.31759,0,0,0,0,0,0,0,0,38.689518,46.03132,0,0,0,0,0,0,60.809131,258.89492,179.35153,10.855095,0,0,0,0,33.457985,76.43544,44.994947,0,0,0,0,0,0,0,0,0,0
2619,279.32139,0,0,0,0,0,0,0,0,38.690044,46.031946,0,0,0,0,0,0,60.809958,258.89844,179.35397,10.855242,0,0,0,0,33.45844,76.436479,44.995558,0,0,0,0,0,0,0,0,0,0
2620,279.32518,0,0,0,0,0,0,0,0,38.690569,46.032571,0,0,0,0,0,0,60.810784,258.90196,179.35641,10.85539,0,0,0,0,33.458894,76.437517,44.99617,0,0,0,0,0,0,0,0,0,0
2621,279.32898,0,0,0,0,0,0,0,0,38.691095,46.033196,0,0,0,0,0,0,60.81161,258.90547,179.35884,10.855537,0,0,0,0,33.459349,76.438555,44.996781,0,0,0,0,0,0,0,0,0,0
2622,279.33277,0,0,0,0,0,0,0,0,38.691621,46.033822,0,0,0,0,0,0,60.812436,258.90899,179.36128,10.855684,0,0,0,0,33.459803,76.439594,44.997392,0,0,0,0,0,0,0,0,0,0
2623,279.33656,0,0,0,0,0,0,0,0,38.692146,46.034447,0,0,0,0,0,0,60.813262,258.91251,179.36372,10.855832,0,0,0,0,33.460258,76.440632,44.998003,0,0,0,0,0,0,0,0,0,0
2624,279.34036,0,0,0,0,0,0,0,0,38.692672,46.035072,0,0,0,0,0,0,60.814088,258.91603,179.36615,10.855979,0,0,0,0,33.460713,76.441671,44.998615,0,0,0,0,0,0,0,0,0,0
2625,279.34415,0,0,0,0,0,0,0,0,38.693198,46.035698,0,0,0,0,0,0,60.814914,258.91954,179.36859,10.856127,0,0,0,0,33.461167,76.442709,44.999226,0,0,0,0,0,0,0,0,0,0
2626,279.34795,0,0,0,0,0,0,0,0,38.693723,46.036323,0,0,0,0,0,0,60.815741,258.92306,179.37103,10.856274,0,0,0,0,33.461622,76.443748,44.999837,0,0,0,0,0,0,0,0,0,0
2627,279.35174,0,0,0,0,0,0,0,0,38.694249,46.036949,0,0,0,0,0,0,60.816567,258.92658,179.37346,10.856422,0,0,0,0,33.462076,76.444786,45.000449,0,0,0,0,0,0,0,0,0,0
2628,279.35554,0,0,0,0,0,0,0,0,38.694774,46.037574,0,0,0,0,0,0,60.817393,258.9301,179.3759,10.856569,0,0,0,0,33.462531,76.445825,45.00106,0,0,0,0,0,0,0,0,0,0
2629,279.35933,0,0,0,0,0,0,0,0,38.6953,46.038199,0,0,0,0,0,0,60.818219,258.93361,179.37834,10.856717,0,0,0,0,33.462985,76.446863,45.001671,0,0,0,0,0,0,0,0,0,0
