Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa)
1555,284.82925,0,0,0,0,0,0,0,0,39.452963,46.939638,0,0,0,0,0,0,62.009054,264.00359,182.89061,11.069294,0,0,0,0,34.118198,77.943711,45.882815,0,0,0,0,0,0,0,0,0,0
1556,284.82794,0,0,0,0,0,0,0,0,39.452782,46.939422,0,0,0,0,0,0,62.008769,264.00238,182.88976,11.069243,0,0,0,0,34.118041,77.943352,45.882603,0,0,0,0,0,0,0,0,0,0
1557,284.82663,0,0,0,0,0,0,0,0,39.4526,46.939206,0,0,0,0,0,0,62.008483,264.00116,182.88892,11.069192,0,0,0,0,34.117884,77.942993,45.882392,0,0,0,0,0,0,0,0,0,0
1558,284.82532,0,0,0,0,0,0,0,0,39.452418,46.93899,0,0,0,0,0,0,62.008197,263.99995,182.88808,11.069141,0,0,0,0,34.117727,77.942634,45.882181,0,0,0,0,0,0,0,0,0,0
1559,284.82401,0,0,0,0,0,0,0,0,39.452237,46.938774,0,0,0,0,0,0,62.007912,263.99873,182.88724,11.06909,0,0,0,0,34.11757,77.942275,45.881969,0,0,0,0,0,0,0,0,0,0
1560,284.8227,0,0,0,0,0,0,0,0,39.452055,46.938558,0,0,0,0,0,0,62.007626,263.99752,182.8864,11.069039,0,0,0,0,34.117413,77.941916,45.881758,0,0,0,0,0,0,0,0,0,0
1561,284.82139,0,0,0,0,0,0,0,0,39.451873,46.938341,0,0,0,0,0,0,62.007341,263.9963,182.88555,11.068988,0,0,0,0,34.117256,77.941557,45.881547,0,0,0,0,0,0,0,0,0,0
1562,284.82007,0,0,0,0,0,0,0,0,39.451692,46.938125,0,0,0,0,0,0,62.007055,263.99508,182.88471,11.068937,0,0,0,0,34.117099,77.941198,45.881336,0,0,0,0,0,0,0,0,0,0
1563,284.81757,0,0,0,0,0,0,0,0,39.451345,46.937713,0,0,0,0,0,0,62.006511,263.99277,182.8831,11.06884,0,0,0,0,34.116799,77.940514,45.880933,0,0,0,0,0,0,0,0,0,0
1564,284.81507,0,0,0,0,0,0,0,0,39.450999,46.937301,0,0,0,0,0,0,62.005966,263.99045,182.8815,11.068743,0,0,0,0,34.116499,77.939829,45.88053,0,0,0,0,0,0,0,0,0,0
1565,284.81257,0,0,0,0,0,0,0,0,39.450652,46.936888,0,0,0,0,0,0,62.005421,263.98813,182.87989,11.068645,0,0,0,0,34.1162,77.939145,45.880127,0,0,0,0,0,0,0,0,0,0
1566,284.81007,0,0,0,0,0,0,0,0,39.450305,46.936476,0,0,0,0,0,0,62.004877,263.98581,182.87829,11.068548,0,0,0,0,34.1159,77.93846,45.879724,0,0,0,0,0,0,0,0,0,0
1567,284.80757,0,0,0,0,0,0,0,0,39.449959,46.936064,0,0,0,0,0,0,62.004332,263.98349,182.87668,11.068451,0,0,0,0,34.1156,77.937775,45.879321,0,0,0,0,0,0,0,0,0,0
1568,284.80506,0,0,0,0,0,0,0,0,39.449612,46.935651,0,0,0,0,0,0,62.003788,263.98117,182.87507,11.068354,0,0,0,0,34.115301,77.937091,45.878918,0,0,0,0,0,0,0,0,0,0
1569,284.80256,0,0,0,0,0,0,0,0,39.449266,46.935239,0,0,0,0,0,0,62.003243,263.97885,182.87347,11.068257,0,0,0,0,34.115001,77.936406,45.878515,0,0,0,0,0,0,0,0,0,0
1570,284.80006,0,0,0,0,0,0,0,0,39.448919,46.934827,0,0,0,0,0,0,62.002698,263.97653,182.87186,11.068159,0,0,0,0,34.114701,77.935721,45.878112,0,0,0,0,0,0,0,0,0,0
1571,284.79756,0,0,0,0,0,0,0,0,39.448573,46.934415,0,0,0,0,0,0,62.002154,263.97421,182.87025,11.068062,0,0,0,0,34.114402,77.935037,45.877709,0,0,0,0,0,0,0,0,0,0
1572,284.79506,0,0,0,0,0,0,0,0,39.448226,46.934002,0,0,0,0,0,0,62.001609,263.9719,182.86865,11.067965,0,0,0,0,34.114102,77.934352,45.877306,0,0,0,0,0,0,0,0,0,0
1573,284.79255,0,0,0,0,0,0,0,0,39.44788,46.93359,0,0,0,0,0,0,62.001064,263.96958,182.86704,11.067868,0,0,0,0,34.113802,77.933668,45.876903,0,0,0,0,0,0,0,0,0,0
1574,284.79005,0,0,0,0,0,0,0,0,39.447533,46.933178,0,0,0,0,0,0,62.00052,263.96726,182.86543,11.06777,0,0,0,0,34.113503,77.932983,45.8765,0,0,0,0,0,0,0,0,0,0
1575,284.78755,0,0,0,0,0,0,0,0,39.447187,46.932765,0,0,0,0,0,0,61.999975,263.96494,182.86383,11.067673,0,0,0,0,34.113203,77.932298,45.876097,0,0,0,0,0,0,0,0,0,0
1576,284.78505,0,0,0,0,0,0,0,0,39.44684,46.932353,0,0,0,0,0,0,61.99943,263.96262,182.86222,11.067576,0,0,0,0,34.112903,77.931614,45.875694,0,0,0,0,0,0,0,0,0,0
1577,284.78255,0,0,0,0,0,0,0,0,39.446494,46.931941,0,0,0,0,0,0,61.998886,263.9603,182.86062,11.067479,0,0,0,0,34.112604,77.930929,45.875291,0,0,0,0,0,0,0,0,0,0
1578,284.78005,0,0,0,0,0,0,0,0,39.446147,46.931529,0,0,0,0,0,0,61.998341,263.95798,182.85901,11.067381,0,0,0,0,34.112304,77.930244,45.874887,0,0,0,0,0,0,0,0,0,0
1579,284.77754,0,0,0,0,0,0,0,0,39.445801,46.931116,0,0,0,0,0,0,61.997796,263.95566,182.8574,11.067284,0,0,0,0,34.112004,77.92956,45.874484,0,0,0,0,0,0,0,0,0,0
1580,284.77504,0,0,0,0,0,0,0,0,39.445454,46.930704,0,0,0,0,0,0,61.997252,263.95335,182.8558,11.067187,0,0,0,0,34.111705,77.928875,45.874081,0,0,0,0,0,0,0,0,0,0
1581,284.77254,0,0,0,0,0,0,0,0,39.445107,46.930292,0,0,0,0,0,0,61.996707,263.95103,182.85419,11.06709,0,0,0,0,34.111405,77.928191,45.873678,0,0,0,0,0,0,0,0,0,0
1582,284.77004,0,0,0,0,0,0,0,0,39.444761,46.929879,0,0,0,0,0,0,61.996162,263.94871,182.85258,11.066993,0,0,0,0,34.111105,77.927506,45.873275,0,0,0,0,0,0,0,0,0,0
1583,284.76754,0,0,0,0,0,0,0,0,39.444414,46.929467,0,0,0,0,0,0,61.995618,263.94639,182.85098,11.066895,0,0,0,0,34.110806,77.926821,45.872872,0,0,0,0,0,0,0,0,0,0
1584,284.76504,0,0,0,0,0,0,0,0,39.444068,46.929055,0,0,0,0,0,0,61.995073,263.94407,182.84937,11.066798,0,0,0,0,34.110506,77.926137,45.872469,0,0,0,0,0,0,0,0,0,0
1585,284.76253,0,0,0,0,0,0,0,0,39.443721,46.928642,0,0,0,0,0,0,61.994528,263.94175,182.84776,11.066701,0,0,0,0,34.110206,77.925452,45.872066,0,0,0,0,0,0,0,0,0,0
1586,284.76003,0,0,0,0,0,0,0,0,39.443375,46.92823,0,0,0,0,0,0,61.993984,263.93943,182.84616,11.066604,0,0,0,0,34.109907,77.924768,45.871663,0,0,0,0,0,0,0,0,0,0
1587,284.75753,0,0,0,0,0,0,0,0,39.443028,46.927818,0,0,0,0,0,0,61.993439,263.93711,182.84455,11.066506,0,0,0,0,34.109607,77.924083,45.87126,0,0,0,0,0,0,0,0,0,0
1588,284.75503,0,0,0,0,0,0,0,0,39.442682,46.927406,0,0,0,0,0,0,61.992894,263.93479,182.84294,11.066409,0,0,0,0,34.109307,77.923398,45.870857,0,0,0,0,0,0,0,0,0,0
1589,284.75253,0,0,0,0,0,0,0,0,39.442335,46.926993,0,0,0,0,0,0,61.99235,263.93248,182.84134,11.066312,0,0,0,0,34.109008,77.922714,45.870454,0,0,0,0,0,0,0,0,0,0
1590,284.75002,0,0,0,0,0,0,0,0,39.441989,46.926581,0,0,0,0,0,0,61.991805,263.93016,182.83973,11.066215,0,0,0,0,34.108708,77.922029,45.870051,0,0,0,0,0,0,0,0,0,0
1591,284.74752,0,0,0,0,0,0,0,0,39.441642,46.926169,0,0,0,0,0,0,61.99126,263.92784,182.83813,11.066118,0,0,0,0,34.108408,77.921344,45.869648,0,0,0,0,0,0,0,0,0,0
1592,284.74502,0,0,0,0,0,0,0,0,39.441296,46.925756,0,0,0,0,0,0,61.990716,263.92552,182.83652,11.06602,0,0,0,0,34.108109,77.92066,45.869245,0,0,0,0,0,0,0,0,0,0
1593,284.74252,0,0,0,0,0,0,0,0,39.440949,46.925344,0,0,0,0,0,0,61.990171,263.9232,182.83491,11.065923,0,0,0,0,34.107809,77.919975,45.868842,0,0,0,0,0,0,0,0,0,0
1594,284.74002,0,0,0,0,0,0,0,0,39.440602,46.924932,0,0,0,0,0,0,61.989626,263.92088,182.83331,11.065826,0,0,0,0,34.107509,77.919291,45.868439,0,0,0,0,0,0,0,0,0,0
1595,284.73752,0,0,0,0,0,0,0,0,39.440256,46.92452,0,0,0,0,0,0,61.989082,263.91856,182.8317,11.065729,0,0,0,0,34.107209,77.918606,45.868036,0,0,0,0,0,0,0,0,0,0
1596,284.73501,0,0,0,0,0,0,0,0,39.439909,46.924107,0,0,0,0,0,0,61.988537,263.91624,182.83009,11.065631,0,0,0,0,34.10691,77.917921,45.867633,0,0,0,0,0,0,0,0,0,0
1597,284.73251,0,0,0,0,0,0,0,0,39.439563,46.923695,0,0,0,0,0,0,61.987992,263.91392,182.82849,11.065534,0,0,0,0,34.10661,77.917237,45.86723,0,0,0,0,0,0,0,0,0,0
1598,284.73001,0,0,0,0,0,0,0,0,39.439216,46.923283,0,0,0,0,0,0,61.987448,263.91161,182.82688,11.065437,0,0,0,0,34.10631,77.916552,45.866827,0,0,0,0,0,0,0,0,0,0
1599,284.72751,0,0,0,0,0,0,0,0,39.43887,46.92287,0,0,0,0,0,0,61.986903,263.90929,182.82527,11.06534,0,0,0,0,34.106011,77.915867,45.866424,0,0,0,0,0,0,0,0,0,0
1600,284.72501,0,0,0,0,0,0,0,0,39.438523,46.922458,0,0,0,0,0,0,61.986358,263.90697,182.82367,11.065242,0,0,0,0,34.105711,77.915183,45.866021,0,0,0,0,0,0,0,0,0,0
1601,284.7225,0,0,0,0,0,0,0,0,39.438177,46.922046,0,0,0,0,0,0,61.985814,263.90465,182.82206,11.065145,0,0,0,0,34.105411,77.914498,45.865618,0,0,0,0,0,0,0,0,0,0
1602,284.72,0,0,0,0,0,0,0,0,39.43783,46.921633,0,0,0,0,0,0,61.985269,263.90233,182.82045,11.065048,0,0,0,0,34.105112,77.913814,45.865215,0,0,0,0,0,0,0,0,0,0
1603,284.7175,0,0,0,0,0,0,0,0,39.437484,46.921221,0,0,0,0,0,0,61.984724,263.90001,182.81885,11.064951,0,0,0,0,34.104812,77.913129,45.864812,0,0,0,0,0,0,0,0,0,0
1604,284.715,0,0,0,0,0,0,0,0,39.437137,46.920809,0,0,0,0,0,0,61.98418,263.89769,182.81724,11.064854,0,0,0,0,34.104512,77.912444,45.864409,0,0,0,0,0,0,0,0,0,0
1605,284.7125,0,0,0,0,0,0,0,0,39.436791,46.920397,0,0,0,0,0,0,61.983635,263.89537,182.81564,11.064756,0,0,0,0,34.104213,77.91176,45.864006,0,0,0,0,0,0,0,0,0,0
1606,284.71,0,0,0,0,0,0,0,0,39.436444,46.919984,0,0,0,0,0,0,61.983091,263.89305,182.81403,11.064659,0,0,0,0,34.103913,77.911075,45.863603,0,0,0,0,0,0,0,0,0,0
1607,284.70749,0,0,0,0,0,0,0,0,39.436097,46.919572,0,0,0,0,0,0,61.982546,263.89074,182.81242,11.064562,0,0,0,0,34.103613,77.910391,45.8632,0,0,0,0,0,0,0,0,0,0
1608,284.70499,0,0,0,0,0,0,0,0,39.435751,46.91916,0,0,0,0,0,0,61.982001,263.88842,182.81082,11.064465,0,0,0,0,34.103314,77.909706,45.862797,0,0,0,0,0,0,0,0,0,0
1609,284.70249,0,0,0,0,0,0,0,0,39.435404,46.918747,0,0,0,0,0,0,61.981457,263.8861,182.80921,11.064367,0,0,0,0,34.103014,77.909021,45.862394,0,0,0,0,0,0,0,0,0,0
1610,284.69999,0,0,0,0,0,0,0,0,39.435058,46.918335,0,0,0,0,0,0,61.980912,263.88378,182.8076,11.06427,0,0,0,0,34.102714,77.908337,45.861991,0,0,0,0,0,0,0,0,0,0
1611,284.69749,0,0,0,0,0,0,0,0,39.434711,46.917923,0,0,0,0,0,0,61.980367,263.88146,182.806,11.064173,0,0,0,0,34.102415,77.907652,45.861588,0,0,0,0,0,0,0,0,0,0
1612,284.69498,0,0,0,0,0,0,0,0,39.434365,46.917511,0,0,0,0,0,0,61.979823,263.87914,182.80439,11.064076,0,0,0,0,34.102115,77.906967,45.861185,0,0,0,0,0,0,0,0,0,0
1613,284.69248,0,0,0,0,0,0,0,0,39.434018,46.917098,0,0,0,0,0,0,61.979278,263.87682,182.80278,11.063979,0,0,0,0,34.101815,77.906283,45.860782,0,0,0,0,0,0,0,0,0,0
1614,284.68998,0,0,0,0,0,0,0,0,39.433672,46.916686,0,0,0,0,0,0,61.978733,263.8745,182.80118,11.063881,0,0,0,0,34.101516,77.905598,45.860379,0,0,0,0,0,0,0,0,0,0
1615,284.68748,0,0,0,0,0,0,0,0,39.433325,46.916274,0,0,0,0,0,0,61.978189,263.87218,182.79957,11.063784,0,0,0,0,34.101216,77.904914,45.859976,0,0,0,0,0,0,0,0,0,0
1616,284.68498,0,0,0,0,0,0,0,0,39.432979,46.915861,0,0,0,0,0,0,61.977644,263.86987,182.79796,11.063687,0,0,0,0,34.100916,77.904229,45.859573,0,0,0,0,0,0,0,0,0,0
1617,284.68248,0,0,0,0,0,0,0,0,39.432632,46.915449,0,0,0,0,0,0,61.977099,263.86755,182.79636,11.06359,0,0,0,0,34.100617,77.903544,45.85917,0,0,0,0,0,0,0,0,0,0
1618,284.67997,0,0,0,0,0,0,0,0,39.432286,46.915037,0,0,0,0,0,0,61.976555,263.86523,182.79475,11.063492,0,0,0,0,34.100317,77.90286,45.858767,0,0,0,0,0,0,0,0,0,0
1619,284.67747,0,0,0,0,0,0,0,0,39.431939,46.914624,0,0,0,0,0,0,61.97601,263.86291,182.79315,11.063395,0,0,0,0,34.100017,77.902175,45.858364,0,0,0,0,0,0,0,0,0,0
1620,284.67497,0,0,0,0,0,0,0,0,39.431593,46.914212,0,0,0,0,0,0,61.975465,263.86059,182.79154,11.063298,0,0,0,0,34.099718,77.90149,45.857961,0,0,0,0,0,0,0,0,0,0
1621,284.67247,0,0,0,0,0,0,0,0,39.431246,46.9138,0,0,0,0,0,0,61.974921,263.85827,182.78993,11.063201,0,0,0,0,34.099418,77.900806,45.857558,0,0,0,0,0,0,0,0,0,0
1622,284.66997,0,0,0,0,0,0,0,0,39.430899,46.913388,0,0,0,0,0,0,61.974376,263.85595,182.78833,11.063103,0,0,0,0,34.099118,77.900121,45.857155,0,0,0,0,0,0,0,0,0,0
1623,284.66746,0,0,0,0,0,0,0,0,39.430553,46.912975,0,0,0,0,0,0,61.973831,263.85363,182.78672,11.063006,0,0,0,0,34.098818,77.899437,45.856752,0,0,0,0,0,0,0,0,0,0
1624,284.66496,0,0,0,0,0,0,0,0,39.430206,46.912563,0,0,0,0,0,0,61.973287,263.85131,182.78511,11.062909,0,0,0,0,34.098519,77.898752,45.856349,0,0,0,0,0,0,0,0,0,0
1625,284.66246,0,0,0,0,0,0,0,0,39.42986,46.912151,0,0,0,0,0,0,61.972742,263.849,182.78351,11.062812,0,0,0,0,34.098219,77.898067,45.855946,0,0,0,0,0,0,0,0,0,0
1626,284.65996,0,0,0,0,0,0,0,0,39.429513,46.911738,0,0,0,0,0,0,61.972197,263.84668,182.7819,11.062715,0,0,0,0,34.097919,77.897383,45.855543,0,0,0,0,0,0,0,0,0,0
1627,284.65746,0,0,0,0,0,0,0,0,39.429167,46.911326,0,0,0,0,0,0,61.971653,263.84436,182.78029,11.062617,0,0,0,0,34.09762,77.896698,45.85514,0,0,0,0,0,0,0,0,0,0
1628,284.65496,0,0,0,0,0,0,0,0,39.42882,46.910914,0,0,0,0,0,0,61.971108,263.84204,182.77869,11.06252,0,0,0,0,34.09732,77.896013,45.854737,0,0,0,0,0,0,0,0,0,0
1629,284.65245,0,0,0,0,0,0,0,0,39.428474,46.910501,0,0,0,0,0,0,61.970563,263.83972,182.77708,11.062423,0,0,0,0,34.09702,77.895329,45.854334,0,0,0,0,0,0,0,0,0,0
1630,284.64995,0,0,0,0,0,0,0,0,39.428127,46.910089,0,0,0,0,0,0,61.970019,263.8374,182.77547,11.062326,0,0,0,0,34.096721,77.894644,45.853931,0,0,0,0,0,0,0,0,0,0
1631,284.64745,0,0,0,0,0,0,0,0,39.427781,46.909677,0,0,0,0,0,0,61.969474,263.83508,182.77387,11.062228,0,0,0,0,34.096421,77.89396,45.853528,0,0,0,0,0,0,0,0,0,0
1632,284.64495,0,0,0,0,0,0,0,0,39.427434,46.909265,0,0,0,0,0,0,61.968929,263.83276,182.77226,11.062131,0,0,0,0,34.096121,77.893275,45.853125,0,0,0,0,0,0,0,0,0,0
1633,284.64245,0,0,0,0,0,0,0,0,39.427088,46.908852,0,0,0,0,0,0,61.968385,263.83044,182.77066,11.062034,0,0,0,0,34.095822,77.89259,45.852722,0,0,0,0,0,0,0,0,0,0
1634,284.63994,0,0,0,0,0,0,0,0,39.426741,46.90844,0,0,0,0,0,0,61.96784,263.82813,182.76905,11.061937,0,0,0,0,34.095522,77.891906,45.852319,0,0,0,0,0,0,0,0,0,0
1635,284.63744,0,0,0,0,0,0,0,0,39.426394,46.908028,0,0,0,0,0,0,61.967295,263.82581,182.76744,11.06184,0,0,0,0,34.095222,77.891221,45.851916,0,0,0,0,0,0,0,0,0,0
1636,284.63494,0,0,0,0,0,0,0,0,39.426048,46.907615,0,0,0,0,0,0,61.966751,263.82349,182.76584,11.061742,0,0,0,0,34.094923,77.890537,45.851513,0,0,0,0,0,0,0,0,0,0
1637,284.63244,0,0,0,0,0,0,0,0,39.425701,46.907203,0,0,0,0,0,0,61.966206,263.82117,182.76423,11.061645,0,0,0,0,34.094623,77.889852,45.85111,0,0,0,0,0,0,0,0,0,0
1638,284.62994,0,0,0,0,0,0,0,0,39.425355,46.906791,0,0,0,0,0,0,61.965661,263.81885,182.76262,11.061548,0,0,0,0,34.094323,77.889167,45.850707,0,0,0,0,0,0,0,0,0,0
1639,284.62744,0,0,0,0,0,0,0,0,39.425008,46.906379,0,0,0,0,0,0,61.965117,263.81653,182.76102,11.061451,0,0,0,0,34.094024,77.888483,45.850304,0,0,0,0,0,0,0,0,0,0
1640,284.62493,0,0,0,0,0,0,0,0,39.424662,46.905966,0,0,0,0,0,0,61.964572,263.81421,182.75941,11.061353,0,0,0,0,34.093724,77.887798,45.849901,0,0,0,0,0,0,0,0,0,0
1641,284.62243,0,0,0,0,0,0,0,0,39.424315,46.905554,0,0,0,0,0,0,61.964027,263.81189,182.7578,11.061256,0,0,0,0,34.093424,77.887113,45.849498,0,0,0,0,0,0,0,0,0,0
1642,284.61993,0,0,0,0,0,0,0,0,39.423969,46.905142,0,0,0,0,0,0,61.963483,263.80957,182.7562,11.061159,0,0,0,0,34.093125,77.886429,45.849095,0,0,0,0,0,0,0,0,0,0
1643,284.61743,0,0,0,0,0,0,0,0,39.423622,46.904729,0,0,0,0,0,0,61.962938,263.80726,182.75459,11.061062,0,0,0,0,34.092825,77.885744,45.848692,0,0,0,0,0,0,0,0,0,0
1644,284.61493,0,0,0,0,0,0,0,0,39.423276,46.904317,0,0,0,0,0,0,61.962394,263.80494,182.75298,11.060964,0,0,0,0,34.092525,77.88506,45.848289,0,0,0,0,0,0,0,0,0,0
1645,284.61243,0,0,0,0,0,0,0,0,39.422929,46.903905,0,0,0,0,0,0,61.961849,263.80262,182.75138,11.060867,0,0,0,0,34.092226,77.884375,45.847886,0,0,0,0,0,0,0,0,0,0
1646,284.60992,0,0,0,0,0,0,0,0,39.422583,46.903492,0,0,0,0,0,0,61.961304,263.8003,182.74977,11.06077,0,0,0,0,34.091926,77.88369,45.847483,0,0,0,0,0,0,0,0,0,0
1647,284.60742,0,0,0,0,0,0,0,0,39.422236,46.90308,0,0,0,0,0,0,61.96076,263.79798,182.74817,11.060673,0,0,0,0,34.091626,77.883006,45.84708,0,0,0,0,0,0,0,0,0,0
1648,284.60492,0,0,0,0,0,0,0,0,39.42189,46.902668,0,0,0,0,0,0,61.960215,263.79566,182.74656,11.060576,0,0,0,0,34.091327,77.882321,45.846677,0,0,0,0,0,0,0,0,0,0
1649,284.60242,0,0,0,0,0,0,0,0,39.421543,46.902256,0,0,0,0,0,0,61.95967,263.79334,182.74495,11.060478,0,0,0,0,34.091027,77.881636,45.846274,0,0,0,0,0,0,0,0,0,0
1650,284.59992,0,0,0,0,0,0,0,0,39.421196,46.901843,0,0,0,0,0,0,61.959126,263.79102,182.74335,11.060381,0,0,0,0,34.090727,77.880952,45.845871,0,0,0,0,0,0,0,0,0,0
1651,284.59741,0,0,0,0,0,0,0,0,39.42085,46.901431,0,0,0,0,0,0,61.958581,263.7887,182.74174,11.060284,0,0,0,0,34.090428,77.880267,45.845468,0,0,0,0,0,0,0,0,0,0
1652,284.59491,0,0,0,0,0,0,0,0,39.420503,46.901019,0,0,0,0,0,0,61.958036,263.78639,182.74013,11.060187,0,0,0,0,34.090128,77.879583,45.845065,0,0,0,0,0,0,0,0,0,0
1653,284.59241,0,0,0,0,0,0,0,0,39.420157,46.900606,0,0,0,0,0,0,61.957492,263.78407,182.73853,11.060089,0,0,0,0,34.089828,77.878898,45.844662,0,0,0,0,0,0,0,0,0,0
1654,284.58991,0,0,0,0,0,0,0,0,39.41981,46.900194,0,0,0,0,0,0,61.956947,263.78175,182.73692,11.059992,0,0,0,0,34.089528,77.878213,45.844259,0,0,0,0,0,0,0,0,0,0
1655,284.58741,0,0,0,0,0,0,0,0,39.419464,46.899782,0,0,0,0,0,0,61.956402,263.77943,182.73531,11.059895,0,0,0,0,34.089229,77.877529,45.843856,0,0,0,0,0,0,0,0,0,0
1656,284.58491,0,0,0,0,0,0,0,0,39.419117,46.89937,0,0,0,0,0,0,61.955858,263.77711,182.73371,11.059798,0,0,0,0,34.088929,77.876844,45.843453,0,0,0,0,0,0,0,0,0,0
1657,284.5824,0,0,0,0,0,0,0,0,39.418771,46.898957,0,0,0,0,0,0,61.955313,263.77479,182.7321,11.059701,0,0,0,0,34.088629,77.87616,45.84305,0,0,0,0,0,0,0,0,0,0
1658,284.5799,0,0,0,0,0,0,0,0,39.418424,46.898545,0,0,0,0,0,0,61.954768,263.77247,182.73049,11.059603,0,0,0,0,34.08833,77.875475,45.842646,0,0,0,0,0,0,0,0,0,0
1659,284.5774,0,0,0,0,0,0,0,0,39.418078,46.898133,0,0,0,0,0,0,61.954224,263.77015,182.72889,11.059506,0,0,0,0,34.08803,77.87479,45.842243,0,0,0,0,0,0,0,0,0,0
1660,284.5749,0,0,0,0,0,0,0,0,39.417731,46.89772,0,0,0,0,0,0,61.953679,263.76783,182.72728,11.059409,0,0,0,0,34.08773,77.874106,45.84184,0,0,0,0,0,0,0,0,0,0
1661,284.5724,0,0,0,0,0,0,0,0,39.417385,46.897308,0,0,0,0,0,0,61.953134,263.76552,182.72568,11.059312,0,0,0,0,34.087431,77.873421,45.841437,0,0,0,0,0,0,0,0,0,0
1662,284.56989,0,0,0,0,0,0,0,0,39.417038,46.896896,0,0,0,0,0,0,61.95259,263.7632,182.72407,11.059214,0,0,0,0,34.087131,77.872736,45.841034,0,0,0,0,0,0,0,0,0,0
1663,284.56739,0,0,0,0,0,0,0,0,39.416691,46.896483,0,0,0,0,0,0,61.952045,263.76088,182.72246,11.059117,0,0,0,0,34.086831,77.872052,45.840631,0,0,0,0,0,0,0,0,0,0
1664,284.56489,0,0,0,0,0,0,0,0,39.416345,46.896071,0,0,0,0,0,0,61.9515,263.75856,182.72086,11.05902,0,0,0,0,34.086532,77.871367,45.840228,0,0,0,0,0,0,0,0,0,0
1665,284.56239,0,0,0,0,0,0,0,0,39.415998,46.895659,0,0,0,0,0,0,61.950956,263.75624,182.71925,11.058923,0,0,0,0,34.086232,77.870683,45.839825,0,0,0,0,0,0,0,0,0,0
1666,284.55989,0,0,0,0,0,0,0,0,39.415652,46.895247,0,0,0,0,0,0,61.950411,263.75392,182.71764,11.058825,0,0,0,0,34.085932,77.869998,45.839422,0,0,0,0,0,0,0,0,0,0
1667,284.55739,0,0,0,0,0,0,0,0,39.415305,46.894834,0,0,0,0,0,0,61.949866,263.7516,182.71604,11.058728,0,0,0,0,34.085633,77.869313,45.839019,0,0,0,0,0,0,0,0,0,0
1668,284.55488,0,0,0,0,0,0,0,0,39.414959,46.894422,0,0,0,0,0,0,61.949322,263.74928,182.71443,11.058631,0,0,0,0,34.085333,77.868629,45.838616,0,0,0,0,0,0,0,0,0,0
1669,284.55238,0,0,0,0,0,0,0,0,39.414612,46.89401,0,0,0,0,0,0,61.948777,263.74696,182.71282,11.058534,0,0,0,0,34.085033,77.867944,45.838213,0,0,0,0,0,0,0,0,0,0
1670,284.54988,0,0,0,0,0,0,0,0,39.414266,46.893597,0,0,0,0,0,0,61.948232,263.74465,182.71122,11.058437,0,0,0,0,34.084734,77.867259,45.83781,0,0,0,0,0,0,0,0,0,0
1671,284.54738,0,0,0,0,0,0,0,0,39.413919,46.893185,0,0,0,0,0,0,61.947688,263.74233,182.70961,11.058339,0,0,0,0,34.084434,77.866575,45.837407,0,0,0,0,0,0,0,0,0,0
1672,284.54488,0,0,0,0,0,0,0,0,39.413573,46.892773,0,0,0,0,0,0,61.947143,263.74001,182.708,11.058242,0,0,0,0,34.084134,77.86589,45.837004,0,0,0,0,0,0,0,0,0,0
1673,284.54039,0,0,0,0,0,0,0,0,39.412951,46.892033,0,0,0,0,0,0,61.946165,263.73585,182.70512,11.058068,0,0,0,0,34.083596,77.864661,45.836281,0,0,0,0,0,0,0,0,0,0
1674,284.53589,0,0,0,0,0,0,0,0,39.412329,46.891293,0,0,0,0,0,0,61.945188,263.73168,182.70224,11.057893,0,0,0,0,34.083058,77.863432,45.835557,0,0,0,0,0,0,0,0,0,0
1675,284.5314,0,0,0,0,0,0,0,0,39.411707,46.890553,0,0,0,0,0,0,61.94421,263.72752,182.69935,11.057719,0,0,0,0,34.082521,77.862204,45.834834,0,0,0,0,0,0,0,0,0,0
1676,284.52691,0,0,0,0,0,0,0,0,39.411085,46.889813,0,0,0,0,0,0,61.943232,263.72336,182.69647,11.057544,0,0,0,0,34.081983,77.860975,45.834111,0,0,0,0,0,0,0,0,0,0
1677,284.52242,0,0,0,0,0,0,0,0,39.410462,46.889072,0,0,0,0,0,0,61.942255,263.7192,182.69359,11.057369,0,0,0,0,34.081445,77.859746,45.833387,0,0,0,0,0,0,0,0,0,0
