Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa)
542,116.35197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4984634,13.500671,27.600553,32.359334,12.044331,0,0,0,0,0,0,0,3.4374997,26.929231,71.780908,93.100563,57.776792,9.3947758,0,0,0,0,0,0,0,15.237433,51.709018,73.21182,38.951038,0,0,0,0,0,0,0,0,0,1.28448,0,0,0,0,0,0,0,0,0,0,0,0
543,116.79349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5041496,13.551902,27.705289,32.482128,12.090035,0,0,0,0,0,0,0,3.450544,27.031419,72.053295,93.453852,57.996038,9.4304262,0,0,0,0,0,0,0,15.295255,51.905238,73.489637,39.098845,0,0,0,0,0,0,0,0,0,1.2893542,0,0,0,0,0,0,0,0,0,0,0,0
544,117.23501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5098359,13.603133,27.810025,32.604923,12.13574,0,0,0,0,0,0,0,3.4635883,27.133608,72.325682,93.807141,58.215283,9.4660765,0,0,0,0,0,0,0,15.353076,52.101458,73.767454,39.246653,0,0,0,0,0,0,0,0,0,1.2942284,0,0,0,0,0,0,0,0,0,0,0,0
545,117.67654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5155221,13.654364,27.914761,32.727717,12.181445,0,0,0,0,0,0,0,3.4766326,27.235796,72.598069,94.16043,58.434529,9.5017269,0,0,0,0,0,0,0,15.410898,52.297679,74.045271,39.394461,0,0,0,0,0,0,0,0,0,1.2991027,0,0,0,0,0,0,0,0,0,0,0,0
546,118.11806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5212083,13.705595,28.019497,32.850511,12.227149,0,0,0,0,0,0,0,3.4896769,27.337984,72.870457,94.51372,58.653775,9.5373773,0,0,0,0,0,0,0,15.468719,52.493899,74.323089,39.542268,0,0,0,0,0,0,0,0,0,1.3039769,0,0,0,0,0,0,0,0,0,0,0,0
547,118.55958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5268945,13.756826,28.124233,32.973305,12.272854,0,0,0,0,0,0,0,3.5027212,27.440173,73.142844,94.867009,58.873021,9.5730277,0,0,0,0,0,0,0,15.526541,52.69012,74.600906,39.690076,0,0,0,0,0,0,0,0,0,1.3088511,0,0,0,0,0,0,0,0,0,0,0,0
548,119.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5325808,13.808057,28.228969,33.096099,12.318559,0,0,0,0,0,0,0,3.5157655,27.542361,73.415231,95.220298,59.092267,9.6086781,0,0,0,0,0,0,0,15.584362,52.88634,74.878723,39.837884,0,0,0,0,0,0,0,0,0,1.3137253,0,0,0,0,0,0,0,0,0,0,0,0
549,119.44262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538267,13.859288,28.333705,33.218893,12.364263,0,0,0,0,0,0,0,3.5288098,27.64455,73.687619,95.573587,59.311513,9.6443285,0,0,0,0,0,0,0,15.642184,53.08256,75.15654,39.985691,0,0,0,0,0,0,0,0,0,1.3185996,0,0,0,0,0,0,0,0,0,0,0,0
550,119.88414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5439532,13.910519,28.438441,33.341687,12.409968,0,0,0,0,0,0,0,3.5418541,27.746738,73.960006,95.926876,59.530758,9.6799789,0,0,0,0,0,0,0,15.700005,53.278781,75.434357,40.133499,0,0,0,0,0,0,0,0,0,1.3234738,0,0,0,0,0,0,0,0,0,0,0,0
551,120.32566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5496394,13.961751,28.543177,33.464481,12.455673,0,0,0,0,0,0,0,3.5548984,27.848927,74.232393,96.280165,59.750004,9.7156293,0,0,0,0,0,0,0,15.757827,53.475001,75.712174,40.281307,0,0,0,0,0,0,0,0,0,1.328348,0,0,0,0,0,0,0,0,0,0,0,0
552,120.76718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5553257,14.012982,28.647913,33.587275,12.501377,0,0,0,0,0,0,0,3.5679427,27.951115,74.504781,96.633454,59.96925,9.7512797,0,0,0,0,0,0,0,15.815649,53.671222,75.989992,40.429114,0,0,0,0,0,0,0,0,0,1.3332222,0,0,0,0,0,0,0,0,0,0,0,0
553,121.20871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5610119,14.064213,28.752649,33.710069,12.547082,0,0,0,0,0,0,0,3.5809869,28.053304,74.777168,96.986743,60.188496,9.7869301,0,0,0,0,0,0,0,15.87347,53.867442,76.267809,40.576922,0,0,0,0,0,0,0,0,0,1.3380964,0,0,0,0,0,0,0,0,0,0,0,0
554,121.65023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5666981,14.115444,28.857385,33.832863,12.592787,0,0,0,0,0,0,0,3.5940312,28.155492,75.049555,97.340032,60.407742,9.8225805,0,0,0,0,0,0,0,15.931292,54.063663,76.545626,40.72473,0,0,0,0,0,0,0,0,0,1.3429707,0,0,0,0,0,0,0,0,0,0,0,0
555,122.09175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5723843,14.166675,28.96212,33.955658,12.638491,0,0,0,0,0,0,0,3.6070755,28.257681,75.321942,97.693321,60.626987,9.8582309,0,0,0,0,0,0,0,15.989113,54.259883,76.823443,40.872537,0,0,0,0,0,0,0,0,0,1.3478449,0,0,0,0,0,0,0,0,0,0,0,0
556,122.53327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5780706,14.217906,29.066856,34.078452,12.684196,0,0,0,0,0,0,0,3.6201198,28.359869,75.59433,98.04661,60.846233,9.8938813,0,0,0,0,0,0,0,16.046935,54.456103,77.10126,41.020345,0,0,0,0,0,0,0,0,0,1.3527191,0,0,0,0,0,0,0,0,0,0,0,0
557,122.97479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5837568,14.269137,29.171592,34.201246,12.729901,0,0,0,0,0,0,0,3.6331641,28.462057,75.866717,98.399899,61.065479,9.9295316,0,0,0,0,0,0,0,16.104756,54.652324,77.379077,41.168153,0,0,0,0,0,0,0,0,0,1.3575933,0,0,0,0,0,0,0,0,0,0,0,0
558,123.41631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589443,14.320368,29.276328,34.32404,12.775605,0,0,0,0,0,0,0,3.6462084,28.564246,76.139104,98.753188,61.284725,9.965182,0,0,0,0,0,0,0,16.162578,54.848544,77.656895,41.31596,0,0,0,0,0,0,0,0,0,1.3624675,0,0,0,0,0,0,0,0,0,0,0,0
559,123.85783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5951292,14.371599,29.381064,34.446834,12.82131,0,0,0,0,0,0,0,3.6592527,28.666434,76.411492,99.106477,61.503971,10.000832,0,0,0,0,0,0,0,16.220399,55.044765,77.934712,41.463768,0,0,0,0,0,0,0,0,0,1.3673418,0,0,0,0,0,0,0,0,0,0,0,0
560,124.29935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6008155,14.42283,29.4858,34.569628,12.867015,0,0,0,0,0,0,0,3.672297,28.768623,76.683879,99.459767,61.723217,10.036483,0,0,0,0,0,0,0,16.278221,55.240985,78.212529,41.611576,0,0,0,0,0,0,0,0,0,1.372216,0,0,0,0,0,0,0,0,0,0,0,0
561,124.74088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6065017,14.474061,29.590536,34.692422,12.912719,0,0,0,0,0,0,0,3.6853413,28.870811,76.956266,99.813056,61.942462,10.072133,0,0,0,0,0,0,0,16.336042,55.437205,78.490346,41.759383,0,0,0,0,0,0,0,0,0,1.3770902,0,0,0,0,0,0,0,0,0,0,0,0
562,125.1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6121879,14.525292,29.695272,34.815216,12.958424,0,0,0,0,0,0,0,3.6983856,28.973,77.228653,100.16634,62.161708,10.107784,0,0,0,0,0,0,0,16.393864,55.633426,78.768163,41.907191,0,0,0,0,0,0,0,0,0,1.3819644,0,0,0,0,0,0,0,0,0,0,0,0
563,125.62392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6178741,14.576523,29.800008,34.93801,13.004129,0,0,0,0,0,0,0,3.7114299,29.075188,77.501041,100.51963,62.380954,10.143434,0,0,0,0,0,0,0,16.451686,55.829646,79.045981,42.054998,0,0,0,0,0,0,0,0,0,1.3868386,0,0,0,0,0,0,0,0,0,0,0,0
564,126.06544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6235604,14.627754,29.904744,35.060804,13.049833,0,0,0,0,0,0,0,3.7244742,29.177377,77.773428,100.87292,62.6002,10.179084,0,0,0,0,0,0,0,16.509507,56.025867,79.323798,42.202806,0,0,0,0,0,0,0,0,0,1.3917129,0,0,0,0,0,0,0,0,0,0,0,0
565,126.50696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6292466,14.678985,30.00948,35.183598,13.095538,0,0,0,0,0,0,0,3.7375185,29.279565,78.045815,101.22621,62.819446,10.214735,0,0,0,0,0,0,0,16.567329,56.222087,79.601615,42.350614,0,0,0,0,0,0,0,0,0,1.3965871,0,0,0,0,0,0,0,0,0,0,0,0
566,126.94848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6349328,14.730216,30.114216,35.306393,13.141243,0,0,0,0,0,0,0,3.7505628,29.381754,78.318203,101.5795,63.038691,10.250385,0,0,0,0,0,0,0,16.62515,56.418307,79.879432,42.498421,0,0,0,0,0,0,0,0,0,1.4014613,0,0,0,0,0,0,0,0,0,0,0,0
567,127.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.640619,14.781447,30.218952,35.429187,13.186947,0,0,0,0,0,0,0,3.7636071,29.483942,78.59059,101.93279,63.257937,10.286036,0,0,0,0,0,0,0,16.682972,56.614528,80.157249,42.646229,0,0,0,0,0,0,0,0,0,1.4063355,0,0,0,0,0,0,0,0,0,0,0,0
568,127.83153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6463053,14.832678,30.323688,35.551981,13.232652,0,0,0,0,0,0,0,3.7766513,29.58613,78.862977,102.28608,63.477183,10.321686,0,0,0,0,0,0,0,16.740793,56.810748,80.435066,42.794037,0,0,0,0,0,0,0,0,0,1.4112098,0,0,0,0,0,0,0,0,0,0,0,0
569,128.27305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6519915,14.883909,30.428423,35.674775,13.278357,0,0,0,0,0,0,0,3.7896956,29.688319,79.135364,102.63937,63.696429,10.357336,0,0,0,0,0,0,0,16.798615,57.006969,80.712884,42.941844,0,0,0,0,0,0,0,0,0,1.416084,0,0,0,0,0,0,0,0,0,0,0,0
570,128.71457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6576777,14.93514,30.533159,35.797569,13.324061,0,0,0,0,0,0,0,3.8027399,29.790507,79.407752,102.99266,63.915675,10.392987,0,0,0,0,0,0,0,16.856436,57.203189,80.990701,43.089652,0,0,0,0,0,0,0,0,0,1.4209582,0,0,0,0,0,0,0,0,0,0,0,0
571,129.15609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6633639,14.986372,30.637895,35.920363,13.369766,0,0,0,0,0,0,0,3.8157842,29.892696,79.680139,103.34595,64.134921,10.428637,0,0,0,0,0,0,0,16.914258,57.39941,81.268518,43.23746,0,0,0,0,0,0,0,0,0,1.4258324,0,0,0,0,0,0,0,0,0,0,0,0
572,129.59761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6690502,15.037603,30.742631,36.043157,13.415471,0,0,0,0,0,0,0,3.8288285,29.994884,79.952526,103.69924,64.354166,10.464288,0,0,0,0,0,0,0,16.972079,57.59563,81.546335,43.385267,0,0,0,0,0,0,0,0,0,1.4307066,0,0,0,0,0,0,0,0,0,0,0,0
573,130.03913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6747364,15.088834,30.847367,36.165951,13.461175,0,0,0,0,0,0,0,3.8418728,30.097073,80.224914,104.05252,64.573412,10.499938,0,0,0,0,0,0,0,17.029901,57.79185,81.824152,43.533075,0,0,0,0,0,0,0,0,0,1.4355809,0,0,0,0,0,0,0,0,0,0,0,0
574,130.48065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6804226,15.140065,30.952103,36.288745,13.50688,0,0,0,0,0,0,0,3.8549171,30.199261,80.497301,104.40581,64.792658,10.535588,0,0,0,0,0,0,0,17.087723,57.988071,82.10197,43.680883,0,0,0,0,0,0,0,0,0,1.4404551,0,0,0,0,0,0,0,0,0,0,0,0
575,130.92217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6861088,15.191296,31.056839,36.411539,13.552585,0,0,0,0,0,0,0,3.8679614,30.30145,80.769688,104.7591,65.011904,10.571239,0,0,0,0,0,0,0,17.145544,58.184291,82.379787,43.82869,0,0,0,0,0,0,0,0,0,1.4453293,0,0,0,0,0,0,0,0,0,0,0,0
576,131.3637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6917951,15.242527,31.161575,36.534333,13.598289,0,0,0,0,0,0,0,3.8810057,30.403638,81.042075,105.11239,65.23115,10.606889,0,0,0,0,0,0,0,17.203366,58.380512,82.657604,43.976498,0,0,0,0,0,0,0,0,0,1.4502035,0,0,0,0,0,0,0,0,0,0,0,0
577,131.80522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6974813,15.293758,31.266311,36.657128,13.643994,0,0,0,0,0,0,0,3.89405,30.505827,81.314463,105.46568,65.450395,10.642539,0,0,0,0,0,0,0,17.261187,58.576732,82.935421,44.124306,0,0,0,0,0,0,0,0,0,1.4550777,0,0,0,0,0,0,0,0,0,0,0,0
578,132.24674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7031675,15.344989,31.371047,36.779922,13.689699,0,0,0,0,0,0,0,3.9070943,30.608015,81.58685,105.81897,65.669641,10.67819,0,0,0,0,0,0,0,17.319009,58.772952,83.213238,44.272113,0,0,0,0,0,0,0,0,0,1.459952,0,0,0,0,0,0,0,0,0,0,0,0
579,132.68826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7088537,15.39622,31.475783,36.902716,13.735403,0,0,0,0,0,0,0,3.9201386,30.710204,81.859237,106.17226,65.888887,10.71384,0,0,0,0,0,0,0,17.37683,58.969173,83.491055,44.419921,0,0,0,0,0,0,0,0,0,1.4648262,0,0,0,0,0,0,0,0,0,0,0,0
580,133.12978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71454,15.447451,31.580519,37.02551,13.781108,0,0,0,0,0,0,0,3.9331829,30.812392,82.131625,106.52555,66.108133,10.749491,0,0,0,0,0,0,0,17.434652,59.165393,83.768873,44.567729,0,0,0,0,0,0,0,0,0,1.4697004,0,0,0,0,0,0,0,0,0,0,0,0
581,133.5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7202262,15.498682,31.685255,37.148304,13.826813,0,0,0,0,0,0,0,3.9462272,30.91458,82.404012,106.87884,66.327379,10.785141,0,0,0,0,0,0,0,17.492473,59.361614,84.04669,44.715536,0,0,0,0,0,0,0,0,0,1.4745746,0,0,0,0,0,0,0,0,0,0,0,0
582,134.01282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7259124,15.549913,31.789991,37.271098,13.872517,0,0,0,0,0,0,0,3.9592715,31.016769,82.676399,107.23213,66.546625,10.820791,0,0,0,0,0,0,0,17.550295,59.557834,84.324507,44.863344,0,0,0,0,0,0,0,0,0,1.4794489,0,0,0,0,0,0,0,0,0,0,0,0
583,134.45434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7315986,15.601144,31.894726,37.393892,13.918222,0,0,0,0,0,0,0,3.9723158,31.118957,82.948787,107.58542,66.76587,10.856442,0,0,0,0,0,0,0,17.608116,59.754054,84.602324,45.011152,0,0,0,0,0,0,0,0,0,1.4843231,0,0,0,0,0,0,0,0,0,0,0,0
584,134.89587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7372849,15.652375,31.999462,37.516686,13.963927,0,0,0,0,0,0,0,3.98536,31.221146,83.221174,107.9387,66.985116,10.892092,0,0,0,0,0,0,0,17.665938,59.950275,84.880141,45.158959,0,0,0,0,0,0,0,0,0,1.4891973,0,0,0,0,0,0,0,0,0,0,0,0
585,135.33739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7429711,15.703606,32.104198,37.63948,14.009631,0,0,0,0,0,0,0,3.9984043,31.323334,83.493561,108.29199,67.204362,10.927743,0,0,0,0,0,0,0,17.72376,60.146495,85.157958,45.306767,0,0,0,0,0,0,0,0,0,1.4940715,0,0,0,0,0,0,0,0,0,0,0,0
586,135.77891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7486573,15.754837,32.208934,37.762274,14.055336,0,0,0,0,0,0,0,4.0114486,31.425523,83.765948,108.64528,67.423608,10.963393,0,0,0,0,0,0,0,17.781581,60.342716,85.435776,45.454575,0,0,0,0,0,0,0,0,0,1.4989457,0,0,0,0,0,0,0,0,0,0,0,0
587,136.22043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7543435,15.806068,32.31367,37.885069,14.101041,0,0,0,0,0,0,0,4.0244929,31.527711,84.038336,108.99857,67.642854,10.999043,0,0,0,0,0,0,0,17.839403,60.538936,85.713593,45.602382,0,0,0,0,0,0,0,0,0,1.50382,0,0,0,0,0,0,0,0,0,0,0,0
588,136.66195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7600298,15.857299,32.418406,38.007863,14.146745,0,0,0,0,0,0,0,4.0375372,31.6299,84.310723,109.35186,67.862099,11.034694,0,0,0,0,0,0,0,17.897224,60.735157,85.99141,45.75019,0,0,0,0,0,0,0,0,0,1.5086942,0,0,0,0,0,0,0,0,0,0,0,0
589,137.10347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765716,15.90853,32.523142,38.130657,14.19245,0,0,0,0,0,0,0,4.0505815,31.732088,84.58311,109.70515,68.081345,11.070344,0,0,0,0,0,0,0,17.955046,60.931377,86.269227,45.897998,0,0,0,0,0,0,0,0,0,1.5135684,0,0,0,0,0,0,0,0,0,0,0,0
590,137.54499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7714022,15.959761,32.627878,38.253451,14.238155,0,0,0,0,0,0,0,4.0636258,31.834277,84.855498,110.05844,68.300591,11.105995,0,0,0,0,0,0,0,18.012867,61.127597,86.547044,46.045805,0,0,0,0,0,0,0,0,0,1.5184426,0,0,0,0,0,0,0,0,0,0,0,0
591,137.98651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7770884,16.010993,32.732614,38.376245,14.283859,0,0,0,0,0,0,0,4.0766701,31.936465,85.127885,110.41173,68.519837,11.141645,0,0,0,0,0,0,0,18.070689,61.323818,86.824862,46.193613,0,0,0,0,0,0,0,0,0,1.5233168,0,0,0,0,0,0,0,0,0,0,0,0
592,138.42804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7827747,16.062224,32.83735,38.499039,14.329564,0,0,0,0,0,0,0,4.0897144,32.038653,85.400272,110.76502,68.739083,11.177295,0,0,0,0,0,0,0,18.12851,61.520038,87.102679,46.34142,0,0,0,0,0,0,0,0,0,1.5281911,0,0,0,0,0,0,0,0,0,0,0,0
593,138.86956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7884609,16.113455,32.942086,38.621833,14.375269,0,0,0,0,0,0,0,4.1027587,32.140842,85.672659,111.11831,68.958329,11.212946,0,0,0,0,0,0,0,18.186332,61.716259,87.380496,46.489228,0,0,0,0,0,0,0,0,0,1.5330653,0,0,0,0,0,0,0,0,0,0,0,0
594,139.31108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7941471,16.164686,33.046822,38.744627,14.420973,0,0,0,0,0,0,0,4.115803,32.24303,85.945047,111.47159,69.177574,11.248596,0,0,0,0,0,0,0,18.244153,61.912479,87.658313,46.637036,0,0,0,0,0,0,0,0,0,1.5379395,0,0,0,0,0,0,0,0,0,0,0,0
595,139.7526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7998333,16.215917,33.151558,38.867421,14.466678,0,0,0,0,0,0,0,4.1288473,32.345219,86.217434,111.82488,69.39682,11.284247,0,0,0,0,0,0,0,18.301975,62.108699,87.93613,46.784843,0,0,0,0,0,0,0,0,0,1.5428137,0,0,0,0,0,0,0,0,0,0,0,0
596,140.19412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8055196,16.267148,33.256294,38.990215,14.512383,0,0,0,0,0,0,0,4.1418916,32.447407,86.489821,112.17817,69.616066,11.319897,0,0,0,0,0,0,0,18.359797,62.30492,88.213947,46.932651,0,0,0,0,0,0,0,0,0,1.547688,0,0,0,0,0,0,0,0,0,0,0,0
597,140.63564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8112058,16.318379,33.361029,39.113009,14.558087,0,0,0,0,0,0,0,4.1549359,32.549596,86.762209,112.53146,69.835312,11.355547,0,0,0,0,0,0,0,18.417618,62.50114,88.491765,47.080459,0,0,0,0,0,0,0,0,0,1.5525622,0,0,0,0,0,0,0,0,0,0,0,0
598,141.07716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816892,16.36961,33.465765,39.235804,14.603792,0,0,0,0,0,0,0,4.1679802,32.651784,87.034596,112.88475,70.054558,11.391198,0,0,0,0,0,0,0,18.47544,62.697361,88.769582,47.228266,0,0,0,0,0,0,0,0,0,1.5574364,0,0,0,0,0,0,0,0,0,0,0,0
