X coord (mm),Y coord (mm)
4.4622,8.64013
4.90159,8.58669
5.34605,8.52919
6.20301,8.42577
6.61086,8.382
7.01857,8.33751
7.67349,8.58135
8.06582,8.53553
8.43627,8.50171
9.15155,8.43409
9.51645,8.39435
10.1197,8.63611
10.4598,8.59905
11.1247,8.52821
11.4529,8.49382
12.1035,8.42253
12.4224,8.38842
12.9551,8.63618
1.82258,8.96788
2.58648,9.19535
3.03727,9.13829
3.4676,9.0848
3.90062,9.03007
4.33166,8.97533
5.06815,9.20422
5.49217,9.15364
5.89724,9.1062
6.30569,9.05868
7.12563,8.96386
7.53211,8.9168
7.919,8.87221
8.53322,9.12433
8.91121,9.0822
9.66714,8.99088
10.024,8.95008
10.366,8.91141
11.0441,8.83632
11.6131,9.07897
11.9447,9.03839
12.5689,8.97707
12.8717,8.94824
1.95832,9.61282
2.42703,9.54907
2.891,9.48563
3.3283,9.42796
4.04077,9.66341
4.48033,9.60606
4.90454,9.5539
5.32358,9.5034
6.13887,9.40799
6.53902,9.36572
6.96673,9.30735
7.61554,9.55116
8.00863,9.50399
8.41084,9.45515
9.01189,9.70557
9.53617,9.31833
10.0941,9.57632
10.4489,9.5325
11.1508,9.44614
11.4949,9.40124
12.0363,9.65351
12.3599,9.61825
12.9695,9.5605
1.76635,9.97458
2.50708,10.2083
2.95696,10.1493
3.39604,10.0882
3.83106,10.0327
4.69938,9.91989
5.12457,9.8647
5.5371,9.81479
6.15457,10.0801
6.59406,10.0178
7.03006,9.95283
7.44788,9.89595
7.84119,9.84856
8.63619,9.75132
8.8237,10.0603
9.56224,9.96813
9.92311,9.92419
10.4724,10.1818
10.8367,10.1337
11.5603,10.0364
11.9044,9.99245
12.5497,9.92138
12.8715,9.88495
2.0352,10.2796
2.50708,10.2083
2.95696,10.1493
3.39604,10.0882
3.83106,10.0327
4.28379,9.97242
5.12457,9.8647
5.5371,9.81479
6.15457,10.0801
6.59406,10.0178
7.03006,9.95283
7.44788,9.89595
7.84119,9.84856
8.8237,10.0603
9.36346,10.3293
9.36346,10.3293
9.89649,10.5998
10.6517,10.4968
11.0281,10.441
11.4071,10.3856
12.0879,10.3001
12.4195,10.2595
13.0774,10.1799
2.0352,10.2796
2.50708,10.2083
2.95696,10.1493
3.39604,10.0882
3.83106,10.0327
6.15457,10.0801
6.15457,10.0801
8.8237,10.0603
9.36346,10.3293
9.89649,10.5998
9.89649,10.5998
10.2678,10.5486
11.0281,10.441
11.4071,10.3856
11.755,10.3386
12.4195,10.2595
12.7516,10.2232
