Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.43 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.82 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.22 mm (kPa),Stress at 1.43 mm (kPa),Stress at 1.63 mm (kPa),Stress at 1.83 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.63 mm (kPa)
2839,161.88579,146.40629,131.17186,108.25524,84.82861,67.942123,48.490388,32.918119,19.681983,13.710122,7.5342202,2.0932541,0,0
2840,161.85798,146.38114,131.14933,108.23665,84.814041,67.930455,48.48206,32.912465,19.678602,13.707768,7.5329262,2.0928946,0,0
2841,161.83018,146.356,131.1268,108.21806,84.799472,67.918786,48.473732,32.906812,19.675222,13.705413,7.5316323,2.0925351,0,0
2842,161.80238,146.33086,131.10428,108.19947,84.784903,67.907117,48.465405,32.901158,19.671842,13.703058,7.5303383,2.0921756,0,0
2843,161.77458,146.30571,131.08175,108.18087,84.770334,67.895449,48.457076,32.895505,19.668461,13.700704,7.5290443,2.0918161,0,0
2844,161.73598,146.27081,131.05047,108.15506,84.75011,67.87925,48.445516,32.887657,19.663769,13.697435,7.5272481,2.0913171,0,0
2845,161.69738,146.2359,131.0192,108.12925,84.729885,67.863052,48.433955,32.879808,19.659076,13.694166,7.5254518,2.090818,0,0
2846,161.65879,146.20099,130.98793,108.10344,84.709661,67.846853,48.422394,32.87196,19.654384,13.690898,7.5236555,2.0903189,0,0
2847,161.62019,146.16609,130.95665,108.07763,84.689436,67.830655,48.410833,32.864112,19.649691,13.687629,7.5218592,2.0898199,0,0
2848,161.58159,146.13118,130.92538,108.05182,84.669212,67.814456,48.399272,32.856264,19.644999,13.68436,7.5200629,2.0893208,0,0
2849,161.543,146.09628,130.89411,108.02601,84.648987,67.798258,48.387711,32.848416,19.640306,13.681091,7.5182667,2.0888217,0,0
2850,161.5044,146.06137,130.86283,108.0002,84.628763,67.782059,48.37615,32.840567,19.635614,13.677823,7.5164704,2.0883227,0,0
2851,161.46581,146.02647,130.83156,107.9744,84.608538,67.765861,48.364589,32.832719,19.630921,13.674554,7.5146741,2.0878236,0,0
2852,161.42721,145.99156,130.80029,107.94859,84.588314,67.749662,48.353028,32.824871,19.626229,13.671285,7.5128778,2.0873245,0,0
2853,161.38861,145.95665,130.76901,107.92278,84.568089,67.733463,48.341467,32.817023,19.621536,13.668016,7.5110815,2.0868255,0,0
2854,161.35002,145.92175,130.73774,107.89697,84.547864,67.717265,48.329907,32.809174,19.616844,13.664748,7.5092853,2.0863264,0,0
2855,161.31142,145.88684,130.70646,107.87116,84.52764,67.701066,48.318346,32.801326,19.612151,13.661479,7.507489,2.0858273,0,0
2856,161.27282,145.85194,130.67519,107.84535,84.507415,67.684868,48.306785,32.793478,19.607459,13.65821,7.5056927,2.0853283,0,0
2857,161.23423,145.81703,130.64392,107.81954,84.487191,67.668669,48.295224,32.78563,19.602766,13.654942,7.5038964,2.0848292,0,0
2858,161.19563,145.78213,130.61264,107.79373,84.466966,67.652471,48.283663,32.777782,19.598074,13.651673,7.5021001,2.0843301,0,0
2859,161.15704,145.74722,130.58137,107.76792,84.446742,67.636272,48.272102,32.769933,19.593381,13.648404,7.5003038,2.0838311,0,0
2860,161.11844,145.71231,130.5501,107.74211,84.426517,67.620074,48.260541,32.762085,19.588689,13.645135,7.4985076,2.083332,0,0
2861,161.07984,145.67741,130.51882,107.7163,84.406293,67.603875,48.24898,32.754237,19.583996,13.641867,7.4967113,2.0828329,0,0
2862,161.04125,145.6425,130.48755,107.69049,84.386068,67.587677,48.237419,32.746389,19.579304,13.638598,7.494915,2.0823339,0,0
2863,161.00265,145.6076,130.45628,107.66468,84.365844,67.571478,48.225858,32.738541,19.574611,13.635329,7.4931187,2.0818348,0,0
2864,160.96406,145.57269,130.425,107.63887,84.345619,67.55528,48.214298,32.730692,19.569919,13.632061,7.4913224,2.0813357,0,0
2865,160.92546,145.53779,130.39373,107.61306,84.325395,67.539081,48.202737,32.722844,19.565226,13.628792,7.4895262,2.0808367,0,0
2866,160.88686,145.50288,130.36246,107.58725,84.30517,67.522883,48.191176,32.714996,19.560534,13.625523,7.4877299,2.0803376,0,0
2867,160.84827,145.46798,130.33118,107.56144,84.284946,67.506684,48.179615,32.707148,19.555841,13.622254,7.4859336,2.0798385,0,0
2868,160.80967,145.43307,130.29991,107.53563,84.264721,67.490486,48.168054,32.699299,19.551149,13.618986,7.4841373,2.0793395,0,0
2869,160.77107,145.39816,130.26864,107.50982,84.244497,67.474287,48.156493,32.691451,19.546456,13.615717,7.482341,2.0788404,0,0
2870,160.73248,145.36326,130.23736,107.48401,84.224272,67.458089,48.144932,32.683603,19.541764,13.612448,7.4805448,2.0783413,0,0
2871,160.69388,145.32835,130.20609,107.4582,84.204048,67.44189,48.133371,32.675755,19.537071,13.60918,7.4787485,2.0778423,0,0
2872,160.65529,145.29345,130.17482,107.43239,84.183823,67.425692,48.12181,32.667907,19.532379,13.605911,7.4769522,2.0773432,0,0
2873,160.61669,145.25854,130.14354,107.40658,84.163599,67.409493,48.110249,32.660058,19.527686,13.602642,7.4751559,2.0768441,0,0
2874,160.57809,145.22364,130.11227,107.38077,84.143374,67.393295,48.098689,32.65221,19.522994,13.599373,7.4733596,2.0763451,0,0
2875,160.5395,145.18873,130.08099,107.35496,84.123149,67.377096,48.087128,32.644362,19.518301,13.596105,7.4715634,2.075846,0,0
2876,160.5009,145.15382,130.04972,107.32915,84.102925,67.360898,48.075567,32.636514,19.513609,13.592836,7.4697671,2.0753469,0,0
2877,160.4623,145.11892,130.01845,107.30334,84.0827,67.344699,48.064006,32.628665,19.508916,13.589567,7.4679708,2.0748479,0,0
2878,160.42371,145.08401,129.98717,107.27753,84.062476,67.328501,48.052445,32.620817,19.504224,13.586299,7.4661745,2.0743488,0,0
2879,160.38511,145.04911,129.9559,107.25172,84.042251,67.312302,48.040884,32.612969,19.499531,13.58303,7.4643782,2.0738497,0,0
2880,160.34652,145.0142,129.92463,107.22591,84.022027,67.296104,48.029323,32.605121,19.494839,13.579761,7.4625819,2.0733507,0,0
2881,160.30792,144.9793,129.89335,107.2001,84.001802,67.279905,48.017762,32.597273,19.490146,13.576492,7.4607857,2.0728516,0,0
2882,160.26932,144.94439,129.86208,107.17429,83.981578,67.263707,48.006201,32.589424,19.485454,13.573224,7.4589894,2.0723526,0,0
2883,160.23073,144.90948,129.83081,107.14848,83.961353,67.247508,47.99464,32.581576,19.480761,13.569955,7.4571931,2.0718535,0,0
2884,160.19213,144.87458,129.79953,107.12267,83.941129,67.23131,47.98308,32.573728,19.476069,13.566686,7.4553968,2.0713544,0,0
2885,160.15353,144.83967,129.76826,107.09686,83.920904,67.215111,47.971519,32.56588,19.471376,13.563418,7.4536005,2.0708554,0,0
2886,160.11494,144.80477,129.73699,107.07105,83.90068,67.198913,47.959958,32.558032,19.466684,13.560149,7.4518043,2.0703563,0,0
2887,160.07634,144.76986,129.70571,107.04524,83.880455,67.182714,47.948397,32.550183,19.461991,13.55688,7.450008,2.0698572,0,0
2888,160.03775,144.73496,129.67444,107.01943,83.860231,67.166516,47.936836,32.542335,19.457299,13.553611,7.4482117,2.0693582,0,0
2889,159.99915,144.70005,129.64317,106.99362,83.840006,67.150317,47.925275,32.534487,19.452606,13.550343,7.4464154,2.0688591,0,0
2890,159.96055,144.66515,129.61189,106.96781,83.819782,67.134119,47.913714,32.526639,19.447914,13.547074,7.4446191,2.06836,0,0
2891,159.92196,144.63024,129.58062,106.942,83.799557,67.11792,47.902153,32.51879,19.443221,13.543805,7.4428229,2.067861,0,0
2892,159.88336,144.59533,129.54934,106.91619,83.779333,67.101722,47.890592,32.510942,19.438529,13.540537,7.4410266,2.0673619,0,0
2893,159.84476,144.56043,129.51807,106.89038,83.759108,67.085523,47.879031,32.503094,19.433836,13.537268,7.4392303,2.0668628,0,0
2894,159.80617,144.52552,129.4868,106.86457,83.738883,67.069325,47.867471,32.495246,19.429144,13.533999,7.437434,2.0663638,0,0
2895,159.76757,144.49062,129.45552,106.83876,83.718659,67.053126,47.85591,32.487398,19.424451,13.53073,7.4356377,2.0658647,0,0
2896,159.72898,144.45571,129.42425,106.81295,83.698434,67.036928,47.844349,32.479549,19.419759,13.527462,7.4338415,2.0653656,0,0
2897,159.69038,144.42081,129.39298,106.78714,83.67821,67.020729,47.832788,32.471701,19.415066,13.524193,7.4320452,2.0648666,0,0
2898,159.65178,144.3859,129.3617,106.76133,83.657985,67.004531,47.821227,32.463853,19.410374,13.520924,7.4302489,2.0643675,0,0
2899,159.61319,144.35099,129.33043,106.73552,83.637761,66.988332,47.809666,32.456005,19.405681,13.517656,7.4284526,2.0638684,0,0
2900,159.57459,144.31609,129.29916,106.70971,83.617536,66.972133,47.798105,32.448157,19.400989,13.514387,7.4266563,2.0633694,0,0
2901,159.536,144.28118,129.26788,106.6839,83.597312,66.955935,47.786544,32.440308,19.396296,13.511118,7.42486,2.0628703,0,0
2902,159.4974,144.24628,129.23661,106.65809,83.577087,66.939736,47.774983,32.43246,19.391604,13.507849,7.4230638,2.0623712,0,0
2903,159.4588,144.21137,129.20534,106.63228,83.556863,66.923538,47.763422,32.424612,19.386911,13.504581,7.4212675,2.0618722,0,0
2904,159.42021,144.17647,129.17406,106.60647,83.536638,66.907339,47.751862,32.416764,19.382219,13.501312,7.4194712,2.0613731,0,0
2905,159.38161,144.14156,129.14279,106.58066,83.516414,66.891141,47.740301,32.408915,19.377526,13.498043,7.4176749,2.060874,0,0
2906,159.34301,144.10666,129.11152,106.55486,83.496189,66.874942,47.72874,32.401067,19.372834,13.494775,7.4158786,2.060375,0,0
2907,159.30442,144.07175,129.08024,106.52905,83.475965,66.858744,47.717179,32.393219,19.368141,13.491506,7.4140824,2.0598759,0,0
2908,159.26582,144.03684,129.04897,106.50324,83.45574,66.842545,47.705618,32.385371,19.363449,13.488237,7.4122861,2.0593768,0,0
2909,159.22723,144.00194,129.0177,106.47743,83.435516,66.826347,47.694057,32.377523,19.358756,13.484968,7.4104898,2.0588778,0,0
2910,159.18863,143.96703,128.98642,106.45162,83.415291,66.810148,47.682496,32.369674,19.354064,13.4817,7.4086935,2.0583787,0,0
2911,159.15003,143.93213,128.95515,106.42581,83.395067,66.79395,47.670935,32.361826,19.349371,13.478431,7.4068972,2.0578796,0,0
2912,159.11144,143.89722,128.92387,106.4,83.374842,66.777751,47.659374,32.353978,19.344679,13.475162,7.405101,2.0573806,0,0
2913,159.07284,143.86232,128.8926,106.37419,83.354618,66.761553,47.647813,32.34613,19.339986,13.471893,7.4033047,2.0568815,0,0
2914,159.03424,143.82741,128.86133,106.34838,83.334393,66.745354,47.636253,32.338281,19.335294,13.468625,7.4015084,2.0563824,0,0
2915,158.99565,143.7925,128.83005,106.32257,83.314168,66.729156,47.624692,32.330433,19.330601,13.465356,7.3997121,2.0558834,0,0
2916,158.95705,143.7576,128.79878,106.29676,83.293944,66.712957,47.613131,32.322585,19.325909,13.462087,7.3979158,2.0553843,0,0
2917,158.91846,143.72269,128.76751,106.27095,83.273719,66.696759,47.60157,32.314737,19.321216,13.458819,7.3961196,2.0548852,0,0
2918,158.87986,143.68779,128.73623,106.24514,83.253495,66.68056,47.590009,32.306889,19.316524,13.45555,7.3943233,2.0543862,0,0
2919,158.84126,143.65288,128.70496,106.21933,83.23327,66.664362,47.578448,32.29904,19.311831,13.452281,7.392527,2.0538871,0,0
2920,158.80267,143.61798,128.67369,106.19352,83.213046,66.648163,47.566887,32.291192,19.307139,13.449012,7.3907307,2.053388,0,0
2921,158.76407,143.58307,128.64241,106.16771,83.192821,66.631965,47.555326,32.283344,19.302446,13.445744,7.3889344,2.052889,0,0
2922,158.72547,143.54816,128.61114,106.1419,83.172597,66.615766,47.543765,32.275496,19.297754,13.442475,7.3871381,2.0523899,0,0
2923,158.68688,143.51326,128.57987,106.11609,83.152372,66.599568,47.532204,32.267648,19.293061,13.439206,7.3853419,2.0518908,0,0
2924,158.64828,143.47835,128.54859,106.09028,83.132148,66.583369,47.520644,32.259799,19.288369,13.435938,7.3835456,2.0513918,0,0
2925,158.60969,143.44345,128.51732,106.06447,83.111923,66.567171,47.509083,32.251951,19.283676,13.432669,7.3817493,2.0508927,0,0
2926,158.57109,143.40854,128.48605,106.03866,83.091699,66.550972,47.497522,32.244103,19.278984,13.4294,7.379953,2.0503937,0,0
2927,158.53249,143.37364,128.45477,106.01285,83.071474,66.534774,47.485961,32.236255,19.274291,13.426131,7.3781567,2.0498946,0,0
2928,158.4939,143.33873,128.4235,105.98704,83.05125,66.518575,47.4744,32.228406,19.269599,13.422863,7.3763605,2.0493955,0,0
2929,158.4553,143.30383,128.39222,105.96123,83.031025,66.502377,47.462839,32.220558,19.264906,13.419594,7.3745642,2.0488965,0,0
2930,158.41671,143.26892,128.36095,105.93542,83.010801,66.486178,47.451278,32.21271,19.260214,13.416325,7.3727679,2.0483974,0,0
2931,158.37811,143.23401,128.32968,105.90961,82.990576,66.46998,47.439717,32.204862,19.255521,13.413057,7.3709716,2.0478983,0,0
2932,158.33951,143.19911,128.2984,105.8838,82.970352,66.453781,47.428156,32.197014,19.250828,13.409788,7.3691753,2.0473993,0,0
2933,158.30092,143.1642,128.26713,105.85799,82.950127,66.437583,47.416595,32.189165,19.246136,13.406519,7.3673791,2.0469002,0,0
2934,158.26232,143.1293,128.23586,105.83218,82.929903,66.421384,47.405035,32.181317,19.241443,13.40325,7.3655828,2.0464011,0,0
2935,158.22372,143.09439,128.20458,105.80637,82.909678,66.405186,47.393474,32.173469,19.236751,13.399982,7.3637865,2.0459021,0,0
2936,158.18513,143.05949,128.17331,105.78056,82.889453,66.388987,47.381913,32.165621,19.232058,13.396713,7.3619902,2.045403,0,0
2937,158.14653,143.02458,128.14204,105.75475,82.869229,66.372789,47.370352,32.157773,19.227366,13.393444,7.3601939,2.0449039,0,0
2938,158.10794,142.98967,128.11076,105.72894,82.849004,66.35659,47.358791,32.149924,19.222673,13.390176,7.3583977,2.0444049,0,0
2939,158.06934,142.95477,128.07949,105.70313,82.82878,66.340392,47.34723,32.142076,19.217981,13.386907,7.3566014,2.0439058,0,0
2940,158.03074,142.91986,128.04822,105.67732,82.808555,66.324193,47.335669,32.134228,19.213288,13.383638,7.3548051,2.0434067,0,0
2941,157.99215,142.88496,128.01694,105.65151,82.788331,66.307995,47.324108,32.12638,19.208596,13.380369,7.3530088,2.0429077,0,0
2942,157.95355,142.85005,127.98567,105.6257,82.768106,66.291796,47.312547,32.118531,19.203903,13.377101,7.3512125,2.0424086,0,0
2943,157.91495,142.81515,127.9544,105.59989,82.747882,66.275598,47.300986,32.110683,19.199211,13.373832,7.3494162,2.0419095,0,0
2944,157.87636,142.78024,127.92312,105.57408,82.727657,66.259399,47.289426,32.102835,19.194518,13.370563,7.34762,2.0414105,0,0
2945,157.83776,142.74533,127.89185,105.54827,82.707433,66.243201,47.277865,32.094987,19.189826,13.367295,7.3458237,2.0409114,0,0
2946,157.79917,142.71043,127.86058,105.52246,82.687208,66.227002,47.266304,32.087139,19.185133,13.364026,7.3440274,2.0404123,0,0
2947,157.76057,142.67552,127.8293,105.49665,82.666984,66.210804,47.254743,32.07929,19.180441,13.360757,7.3422311,2.0399133,0,0
2948,157.72197,142.64062,127.79803,105.47084,82.646759,66.194605,47.243182,32.071442,19.175748,13.357488,7.3404348,2.0394142,0,0
2949,157.68338,142.60571,127.76675,105.44503,82.626535,66.178406,47.231621,32.063594,19.171056,13.35422,7.3386386,2.0389151,0,0
2950,157.64478,142.57081,127.73548,105.41922,82.60631,66.162208,47.22006,32.055746,19.166363,13.350951,7.3368423,2.0384161,0,0
2951,157.60618,142.5359,127.70421,105.39341,82.586086,66.146009,47.208499,32.047897,19.161671,13.347682,7.335046,2.037917,0,0
2952,157.56759,142.501,127.67293,105.3676,82.565861,66.129811,47.196938,32.040049,19.156978,13.344414,7.3332497,2.0374179,0,0
2953,157.52899,142.46609,127.64166,105.34179,82.545637,66.113612,47.185377,32.032201,19.152286,13.341145,7.3314534,2.0369189,0,0
2954,157.49214,142.43276,127.6118,105.31715,82.526326,66.098146,47.174339,32.024708,19.147805,13.338024,7.3297384,2.0364424,0,0
2955,157.45529,142.39943,127.58194,105.29251,82.507016,66.08268,47.163301,32.017214,19.143325,13.334903,7.3280233,2.0359659,0,0
2956,157.41844,142.36611,127.55208,105.26786,82.487706,66.067214,47.152263,32.009721,19.138845,13.331782,7.3263082,2.0354894,0,0
2957,157.38159,142.33278,127.52222,105.24322,82.468396,66.051748,47.141224,32.002227,19.134364,13.328661,7.3245931,2.0350129,0,0
2958,157.34474,142.29945,127.49236,105.21858,82.449086,66.036281,47.130186,31.994734,19.129884,13.32554,7.3228781,2.0345364,0,0
2959,157.30788,142.26612,127.4625,105.19394,82.429775,66.020815,47.119148,31.987241,19.125404,13.322419,7.321163,2.0340598,0,0
2960,157.27103,142.2328,127.43264,105.16929,82.410465,66.005349,47.10811,31.979747,19.120923,13.319298,7.3194479,2.0335833,0,0
2961,157.23418,142.19947,127.40278,105.14465,82.391155,65.989883,47.097072,31.972254,19.116443,13.316177,7.3177329,2.0331068,0,0
2962,157.19733,142.16614,127.37292,105.12001,82.371845,65.974417,47.086033,31.96476,19.111963,13.313056,7.3160178,2.0326303,0,0
2963,157.16048,142.13281,127.34306,105.09536,82.352535,65.958951,47.074995,31.957267,19.107482,13.309935,7.3143027,2.0321538,0,0
2964,157.12363,142.09949,127.3132,105.07072,82.333224,65.943484,47.063957,31.949774,19.103002,13.306814,7.3125876,2.0316773,0,0
2965,157.08678,142.06616,127.28334,105.04608,82.313914,65.928018,47.052919,31.94228,19.098522,13.303694,7.3108726,2.0312008,0,0
2966,157.04993,142.03283,127.25349,105.02144,82.294604,65.912552,47.04188,31.934787,19.094041,13.300573,7.3091575,2.0307243,0,0
2967,157.01307,141.9995,127.22363,104.99679,82.275294,65.897086,47.030842,31.927293,19.089561,13.297452,7.3074424,2.0302478,0,0
2968,156.97622,141.96618,127.19377,104.97215,82.255984,65.88162,47.019804,31.9198,19.08508,13.294331,7.3057274,2.0297713,0,0
2969,156.93937,141.93285,127.16391,104.94751,82.236674,65.866153,47.008766,31.912307,19.0806,13.29121,7.3040123,2.0292948,0,0
2970,156.90252,141.89952,127.13405,104.92286,82.217363,65.850687,46.997727,31.904813,19.07612,13.288089,7.3022972,2.0288183,0,0
2971,156.86567,141.86619,127.10419,104.89822,82.198053,65.835221,46.986689,31.89732,19.071639,13.284968,7.3005821,2.0283418,0,0
2972,156.82882,141.83287,127.07433,104.87358,82.178743,65.819755,46.975651,31.889826,19.067159,13.281847,7.2988671,2.0278653,0,0
2973,156.79197,141.79954,127.04447,104.84893,82.159433,65.804289,46.964613,31.882333,19.062679,13.278726,7.297152,2.0273888,0,0
2974,156.75511,141.76621,127.01461,104.82429,82.140123,65.788823,46.953574,31.87484,19.058198,13.275605,7.2954369,2.0269123,0,0
2975,156.71826,141.73288,126.98475,104.79965,82.120812,65.773356,46.942536,31.867346,19.053718,13.272484,7.2937218,2.0264358,0,0
2976,156.68141,141.69956,126.95489,104.77501,82.101502,65.75789,46.931498,31.859853,19.049238,13.269363,7.2920068,2.0259593,0,0
2977,156.64456,141.66623,126.92503,104.75036,82.082192,65.742424,46.92046,31.852359,19.044757,13.266242,7.2902917,2.0254828,0,0
2978,156.60771,141.6329,126.89517,104.72572,82.062882,65.726958,46.909422,31.844866,19.040277,13.263121,7.2885766,2.0250063,0,0
2979,156.57086,141.59957,126.86531,104.70108,82.043572,65.711492,46.898383,31.837373,19.035797,13.26,7.2868616,2.0245298,0,0
2980,156.53401,141.56624,126.83545,104.67643,82.024262,65.696025,46.887345,31.829879,19.031316,13.256879,7.2851465,2.0240533,0,0
2981,156.49716,141.53292,126.80559,104.65179,82.004951,65.680559,46.876307,31.822386,19.026836,13.253758,7.2834314,2.0235768,0,0
2982,156.4603,141.49959,126.77573,104.62715,81.985641,65.665093,46.865269,31.814892,19.022355,13.250638,7.2817163,2.0231003,0,0
2983,156.42345,141.46626,126.74587,104.6025,81.966331,65.649627,46.85423,31.807399,19.017875,13.247517,7.2800013,2.0226238,0,0
2984,156.3866,141.43293,126.71601,104.57786,81.947021,65.634161,46.843192,31.799906,19.013395,13.244396,7.2782862,2.0221473,0,0
2985,156.34975,141.39961,126.68615,104.55322,81.927711,65.618695,46.832154,31.792412,19.008914,13.241275,7.2765711,2.0216708,0,0
2986,156.3129,141.36628,126.65629,104.52858,81.9084,65.603228,46.821116,31.784919,19.004434,13.238154,7.2748561,2.0211943,0,0
2987,156.27605,141.33295,126.62643,104.50393,81.88909,65.587762,46.810077,31.777425,18.999954,13.235033,7.273141,2.0207178,0,0
2988,156.2392,141.29962,126.59657,104.47929,81.86978,65.572296,46.799039,31.769932,18.995473,13.231912,7.2714259,2.0202412,0,0
2989,156.20235,141.2663,126.56671,104.45465,81.85047,65.55683,46.788001,31.762439,18.990993,13.228791,7.2697108,2.0197647,0,0
2990,156.16549,141.23297,126.53685,104.43,81.83116,65.541364,46.776963,31.754945,18.986513,13.22567,7.2679958,2.0192882,0,0
2991,156.12864,141.19964,126.50699,104.40536,81.81185,65.525897,46.765924,31.747452,18.982032,13.222549,7.2662807,2.0188117,0,0
2992,156.09179,141.16631,126.47713,104.38072,81.792539,65.510431,46.754886,31.739958,18.977552,13.219428,7.2645656,2.0183352,0,0
2993,156.05494,141.13299,126.44727,104.35608,81.773229,65.494965,46.743848,31.732465,18.973071,13.216307,7.2628506,2.0178587,0,0
2994,156.01809,141.09966,126.41741,104.33143,81.753919,65.479499,46.73281,31.724972,18.968591,13.213186,7.2611355,2.0173822,0,0
2995,155.98124,141.06633,126.38756,104.30679,81.734609,65.464033,46.721771,31.717478,18.964111,13.210065,7.2594204,2.0169057,0,0
2996,155.94439,141.033,126.3577,104.28215,81.715299,65.448567,46.710733,31.709985,18.95963,13.206944,7.2577053,2.0164292,0,0
2997,155.90754,140.99968,126.32784,104.2575,81.695988,65.4331,46.699695,31.702491,18.95515,13.203823,7.2559903,2.0159527,0,0
2998,155.87068,140.96635,126.29798,104.23286,81.676678,65.417634,46.688657,31.694998,18.95067,13.200703,7.2542752,2.0154762,0,0
2999,155.83383,140.93302,126.26812,104.20822,81.657368,65.402168,46.677619,31.687505,18.946189,13.197582,7.2525601,2.0149997,0,0
3000,155.79698,140.89969,126.23826,104.18357,81.638058,65.386702,46.66658,31.680011,18.941709,13.194461,7.250845,2.0145232,0,0
3001,155.76013,140.86637,126.2084,104.15893,81.618748,65.371236,46.655542,31.672518,18.937229,13.19134,7.24913,2.0140467,0,0
3002,155.72328,140.83304,126.17854,104.13429,81.599438,65.355769,46.644504,31.665024,18.932748,13.188219,7.2474149,2.0135702,0,0
3003,155.68643,140.79971,126.14868,104.10965,81.580127,65.340303,46.633466,31.657531,18.928268,13.185098,7.2456998,2.0130937,0,0
3004,155.64958,140.76638,126.11882,104.085,81.560817,65.324837,46.622427,31.650038,18.923788,13.181977,7.2439848,2.0126172,0,0
3005,155.61272,140.73306,126.08896,104.06036,81.541507,65.309371,46.611389,31.642544,18.919307,13.178856,7.2422697,2.0121407,0,0
3006,155.57587,140.69973,126.0591,104.03572,81.522197,65.293905,46.600351,31.635051,18.914827,13.175735,7.2405546,2.0116642,0,0
3007,155.53902,140.6664,126.02924,104.01107,81.502887,65.278438,46.589313,31.627557,18.910346,13.172614,7.2388395,2.0111877,0,0
3008,155.50217,140.63307,125.99938,103.98643,81.483576,65.262972,46.578274,31.620064,18.905866,13.169493,7.2371245,2.0107112,0,0
3009,155.46532,140.59975,125.96952,103.96179,81.464266,65.247506,46.567236,31.61257,18.901386,13.166372,7.2354094,2.0102347,0,0
3010,155.42847,140.56642,125.93966,103.93714,81.444956,65.23204,46.556198,31.605077,18.896905,13.163251,7.2336943,2.0097582,0,0
3011,155.39162,140.53309,125.9098,103.9125,81.425646,65.216574,46.54516,31.597584,18.892425,13.16013,7.2319793,2.0092817,0,0
3012,155.35477,140.49976,125.87994,103.88786,81.406336,65.201108,46.534121,31.59009,18.887945,13.157009,7.2302642,2.0088052,0,0
3013,155.31791,140.46643,125.85008,103.86322,81.387026,65.185641,46.523083,31.582597,18.883464,13.153888,7.2285491,2.0083287,0,0
3014,155.28106,140.43311,125.82022,103.83857,81.367715,65.170175,46.512045,31.575103,18.878984,13.150767,7.226834,2.0078522,0,0
3015,155.24421,140.39978,125.79036,103.81393,81.348405,65.154709,46.501007,31.56761,18.874504,13.147647,7.225119,2.0073757,0,0
3016,155.20736,140.36645,125.7605,103.78929,81.329095,65.139243,46.489969,31.560117,18.870023,13.144526,7.2234039,2.0068992,0,0
3017,155.17051,140.33312,125.73064,103.76464,81.309785,65.123777,46.47893,31.552623,18.865543,13.141405,7.2216888,2.0064227,0,0
3018,155.13366,140.2998,125.70078,103.74,81.290475,65.10831,46.467892,31.54513,18.861062,13.138284,7.2199738,2.0059461,0,0
3019,155.09681,140.26647,125.67092,103.71536,81.271164,65.092844,46.456854,31.537636,18.856582,13.135163,7.2182587,2.0054696,0,0
3020,155.05996,140.23314,125.64106,103.69072,81.251854,65.077378,46.445816,31.530143,18.852102,13.132042,7.2165436,2.0049931,0,0
3021,155.0231,140.19981,125.6112,103.66607,81.232544,65.061912,46.434777,31.52265,18.847621,13.128921,7.2148285,2.0045166,0,0
3022,154.98625,140.16649,125.58134,103.64143,81.213234,65.046446,46.423739,31.515156,18.843141,13.1258,7.2131135,2.0040401,0,0
3023,154.9494,140.13316,125.55149,103.61679,81.193924,65.03098,46.412701,31.507663,18.838661,13.122679,7.2113984,2.0035636,0,0
3024,154.91255,140.09983,125.52163,103.59214,81.174614,65.015513,46.401663,31.500169,18.83418,13.119558,7.2096833,2.0030871,0,0
3025,154.8757,140.0665,125.49177,103.5675,81.155303,65.000047,46.390624,31.492676,18.8297,13.116437,7.2079682,2.0026106,0,0
3026,154.83885,140.03318,125.46191,103.54286,81.135993,64.984581,46.379586,31.485183,18.82522,13.113316,7.2062532,2.0021341,0,0
3027,154.802,139.99985,125.43205,103.51821,81.116683,64.969115,46.368548,31.477689,18.820739,13.110195,7.2045381,2.0016576,0,0
3028,154.76514,139.96652,125.40219,103.49357,81.097373,64.953649,46.35751,31.470196,18.816259,13.107074,7.202823,2.0011811,0,0
3029,154.72829,139.93319,125.37233,103.46893,81.078063,64.938182,46.346471,31.462702,18.811779,13.103953,7.201108,2.0007046,0,0
3030,154.69144,139.89987,125.34247,103.44429,81.058752,64.922716,46.335433,31.455209,18.807298,13.100832,7.1993929,2.0002281,0,0
3031,154.65459,139.86654,125.31261,103.41964,81.039442,64.90725,46.324395,31.447716,18.802818,13.097712,7.1976778,1.9997516,0,0
3032,154.61774,139.83321,125.28275,103.395,81.020132,64.891784,46.313357,31.440222,18.798337,13.094591,7.1959627,1.9992751,0,0
3033,154.58089,139.79988,125.25289,103.37036,81.000822,64.876318,46.302319,31.432729,18.793857,13.09147,7.1942477,1.9987986,0,0
3034,154.54404,139.76656,125.22303,103.34571,80.981512,64.860852,46.29128,31.425235,18.789377,13.088349,7.1925326,1.9983221,0,0
3035,154.50719,139.73323,125.19317,103.32107,80.962201,64.845385,46.280242,31.417742,18.784896,13.085228,7.1908175,1.9978456,0,0
3036,154.47033,139.6999,125.16331,103.29643,80.942891,64.829919,46.269204,31.410249,18.780416,13.082107,7.1891025,1.9973691,0,0
3037,154.43348,139.66657,125.13345,103.27178,80.923581,64.814453,46.258166,31.402755,18.775936,13.078986,7.1873874,1.9968926,0,0
3038,154.39663,139.63325,125.10359,103.24714,80.904271,64.798987,46.247127,31.395262,18.771455,13.075865,7.1856723,1.9964161,0,0
