Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa)
80,-2.9236795,0,0,0,0,0,-0.47589754,-0.75330095,0,0,0,0,0,0
81,-2.915063,0,0,0,0,0,-0.47449501,-0.75108087,0,0,0,0,0,0
82,-2.9064466,0,0,0,0,0,-0.47309247,-0.74886079,0,0,0,0,0,0
83,-2.8978301,0,0,0,0,0,-0.47168994,-0.74664071,0,0,0,0,0,0
84,-2.8892136,0,0,0,0,0,-0.4702874,-0.74442063,0,0,0,0,0,0
85,-2.8805971,0,0,0,0,0,-0.46888487,-0.74220055,0,0,0,0,0,0
86,-2.8719806,0,0,0,0,0,-0.46748233,-0.73998047,0,0,0,0,0,0
87,-2.8633641,0,0,0,0,0,-0.4660798,-0.73776039,0,0,0,0,0,0
88,-2.8547477,0,0,0,0,0,-0.46467726,-0.7355403,0,0,0,0,0,0
89,-2.8461312,0,0,0,0,0,-0.46327472,-0.73332022,0,0,0,0,0,0
90,-2.8375147,0,0,0,0,0,-0.46187219,-0.73110014,0,0,0,0,0,0
91,-2.8288982,0,0,0,0,0,-0.46046965,-0.72888006,0,0,0,0,0,0
92,-2.8202817,0,0,0,0,0,-0.45906712,-0.72665998,0,0,0,0,0,0
93,-2.8116652,0,0,0,0,0,-0.45766458,-0.7244399,0,0,0,0,0,0
94,-2.8030488,0,0,0,0,0,-0.45626205,-0.72221982,0,0,0,0,0,0
95,-2.7944323,0,0,0,0,0,-0.45485951,-0.71999974,0,0,0,0,0,0
96,-2.7858158,0,0,0,0,0,-0.45345698,-0.71777966,0,0,0,0,0,0
97,-2.7771993,0,0,0,0,0,-0.45205444,-0.71555958,0,0,0,0,0,0
98,-2.7685828,0,0,0,0,0,-0.45065191,-0.7133395,0,0,0,0,0,0
99,-2.7599663,0,0,0,0,0,-0.44924937,-0.71111942,0,0,0,0,0,0
100,-2.7513499,0,0,0,0,0,-0.44784684,-0.70889933,0,0,0,0,0,0
101,-2.7427334,0,0,0,0,0,-0.4464443,-0.70667925,0,0,0,0,0,0
102,-2.7341169,0,0,0,0,0,-0.44504177,-0.70445917,0,0,0,0,0,0
103,-2.7255004,0,0,0,0,0,-0.44363923,-0.70223909,0,0,0,0,0,0
104,-2.7168839,0,0,0,0,0,-0.4422367,-0.70001901,0,0,0,0,0,0
105,-2.7082675,0,0,0,0,0,-0.44083416,-0.69779893,0,0,0,0,0,0
106,-2.699651,0,0,0,0,0,-0.43943163,-0.69557885,0,0,0,0,0,0
107,-2.6910345,0,0,0,0,0,-0.43802909,-0.69335877,0,0,0,0,0,0
108,-2.682418,0,0,0,0,0,-0.43662656,-0.69113869,0,0,0,0,0,0
109,-2.6738015,0,0,0,0,0,-0.43522402,-0.68891861,0,0,0,0,0,0
110,-2.665185,0,0,0,0,0,-0.43382149,-0.68669853,0,0,0,0,0,0
111,-2.6565686,0,0,0,0,0,-0.43241895,-0.68447845,0,0,0,0,0,0
112,-2.6479521,0,0,0,0,0,-0.43101642,-0.68225837,0,0,0,0,0,0
113,-2.6393356,0,0,0,0,0,-0.42961388,-0.68003828,0,0,0,0,0,0
114,-2.6307191,0,0,0,0,0,-0.42821135,-0.6778182,0,0,0,0,0,0
115,-2.6221026,0,0,0,0,0,-0.42680881,-0.67559812,0,0,0,0,0,0
116,-2.6134861,0,0,0,0,0,-0.42540628,-0.67337804,0,0,0,0,0,0
117,-2.6048697,0,0,0,0,0,-0.42400374,-0.67115796,0,0,0,0,0,0
118,-2.5962532,0,0,0,0,0,-0.42260121,-0.66893788,0,0,0,0,0,0
119,-2.5876367,0,0,0,0,0,-0.42119867,-0.6667178,0,0,0,0,0,0
120,-2.5790202,0,0,0,0,0,-0.41979614,-0.66449772,0,0,0,0,0,0
121,-2.5704037,0,0,0,0,0,-0.4183936,-0.66227764,0,0,0,0,0,0
122,-2.5617872,0,0,0,0,0,-0.41699107,-0.66005756,0,0,0,0,0,0
123,-2.5531708,0,0,0,0,0,-0.41558853,-0.65783748,0,0,0,0,0,0
124,-2.5445543,0,0,0,0,0,-0.414186,-0.6556174,0,0,0,0,0,0
125,-2.5359378,0,0,0,0,0,-0.41278346,-0.65339731,0,0,0,0,0,0
126,-2.4468321,0,0,0,0,0,-0.39827941,-0.63043877,0,0,0,0,0,0
127,-2.3577263,0,0,0,0,0,-0.38377536,-0.60748022,0,0,0,0,0,0
128,-2.2686206,0,0,0,0,0,-0.36927131,-0.58452168,0,0,0,0,0,0
129,-2.1795149,0,0,0,0,0,-0.35476726,-0.56156313,0,0,0,0,0,0
130,-2.0904091,0,0,0,0,0,-0.34026321,-0.53860458,0,0,0,0,0,0
131,-2.0013034,0,0,0,0,0,-0.32575915,-0.51564604,0,0,0,0,0,0
132,-1.9121977,0,0,0,0,0,-0.3112551,-0.49268749,0,0,0,0,0,0
133,-1.8230919,0,0,0,0,0,-0.29675105,-0.46972894,0,0,0,0,0,0
134,-1.7339862,0,0,0,0,0,-0.282247,-0.4467704,0,0,0,0,0,0
135,-1.6448805,0,0,0,0,0,-0.26774295,-0.42381185,0,0,0,0,0,0
136,-1.5557748,0,0,0,0,0,-0.2532389,-0.40085331,0,0,0,0,0,0
137,-1.466669,0,0,0,0,0,-0.23873485,-0.37789476,0,0,0,0,0,0
138,-1.3775633,0,0,0,0,0,-0.22423079,-0.35493621,0,0,0,0,0,0
139,-1.2884576,0,0,0,0,0,-0.20972674,-0.33197767,0,0,0,0,0,0
140,-1.1993518,0,0,0,0,0,-0.19522269,-0.30901912,0,0,0,0,0,0
141,-1.1102461,0,0,0,0,0,-0.18071864,-0.28606057,0,0,0,0,0,0
142,-1.0211404,0,0,0,0,0,-0.16621459,-0.26310203,0,0,0,0,0,0
143,-0.93203464,0,0,0,0,0,-0.15171054,-0.24014348,0,0,0,0,0,0
144,-0.84292891,0,0,0,0,0,-0.13720649,-0.21718493,0,0,0,0,0,0
145,-0.75382317,0,0,0,0,0,-0.12270243,-0.19422639,0,0,0,0,0,0
146,-0.66471744,0,0,0,0,0,-0.10819838,-0.17126784,0,0,0,0,0,0
147,-0.57561171,0,0,0,0,0,-0.093694331,-0.1483093,0,0,0,0,0,0
148,-0.48650598,0,0,0,0,0,-0.07919028,-0.12535075,0,0,0,0,0,0
149,-0.39740025,0,0,0,0,0,-0.064686229,-0.1023922,0,0,0,0,0,0
150,-0.30829452,0,0,0,0,0,-0.050182177,-0.079433657,0,0,0,0,0,0
151,-0.21918879,0,0,0,0,0,-0.035678126,-0.05647511,0,0,0,0,0,0
152,-0.13008306,0,0,0,0,0,-0.021174074,-0.033516564,0,0,0,0,0,0
153,-0.040977327,0,0,0,0,0,-0.0066700229,-0.010558018,0,0,0,0,0,0
154,0.048128404,0,0,0,0,0,0.0078340286,0.012400529,0,0,0,0,0,0
155,0.13723413,0,0,0,0,0,0.02233808,0.035359075,0,0,0,0,0,0
156,0.22633987,0,0,0,0,0,0.036842131,0.058317621,0,0,0,0,0,0
157,0.3154456,0,0,0,0,0,0.051346183,0.081276168,0,0,0,0,0,0
158,0.40455133,0,0,0,0,0,0.065850234,0.10423471,0,0,0,0,0,0
159,0.49365706,0,0,0,0,0,0.080354286,0.12719326,0,0,0,0,0,0
160,0.58276279,0,0,0,0,0,0.094858337,0.15015181,0,0,0,0,0,0
161,0.67186852,0,0,0,0,0,0.10936239,0.17311035,0,0,0,0,0,0
162,0.76097425,0,0,0,0,0,0.12386644,0.1960689,0,0,0,0,0,0
163,0.85007998,0,0,0,0,0,0.13837049,0.21902745,0,0,0,0,0,0
164,0.93918571,0,0,0,0,0,0.15287454,0.24198599,0,0,0,0,0,0
165,1.0282914,0,0,0,0,0,0.16737859,0.26494454,0,0,0,0,0,0
166,1.1173972,0,0,0,0,0,0.18188265,0.28790308,0,0,0,0,0,0
167,1.2065029,0,0,0,0,0,0.1963867,0.31086163,0,0,0,0,0,0
168,1.2956086,0,0,0,0,0,0.21089075,0.33382018,0,0,0,0,0,0
169,1.3847144,0,0,0,0,0,0.2253948,0.35677872,0,0,0,0,0,0
170,1.4738201,0,0,0,0,0,0.23989885,0.37973727,0,0,0,0,0,0
171,1.5629258,0,0,0,0,0,0.2544029,0.40269582,0,0,0,0,0,0
172,1.6520316,0,0,0,0,0,0.26890695,0.42565436,0,0,0,0,0,0
173,1.7411373,0,0,0,0,0,0.28341101,0.44861291,0,0,0,0,0,0
174,1.830243,0,0,0,0,0,0.29791506,0.47157146,0,0,0,0,0,0
175,1.9193488,0,0,0,0,0,0.31241911,0.49453,0,0,0,0,0,0
176,2.0084545,0,0,0,0,0,0.32692316,0.51748855,0,0,0,0,0,0
177,2.0975602,0,0,0,0,0,0.34142721,0.54044709,0,0,0,0,0,0
178,2.1866659,0,0,0,0,0,0.35593126,0.56340564,0,0,0,0,0,0
179,2.2757717,0,0,0,0,0,0.37043531,0.58636419,0,0,0,0,0,0
180,2.3648774,0,0,0,0,0,0.38493937,0.60932273,0,0,0,0,0,0
181,2.4539831,0,0,0,0,0,0.39944342,0.63228128,0,0,0,0,0,0
182,2.5430889,0,0,0,0,0,0.41394747,0.65523983,0,0,0,0,0,0
183,2.6321946,0,0,0,0,0,0.42845152,0.67819837,0,0,0,0,0,0
184,2.7213003,0,0,0,0,0,0.44295557,0.70115692,0,0,0,0,0,0
185,2.8104061,0,0,0,0,0,0.45745962,0.72411547,0,0,0,0,0,0
186,2.8995118,0,0,0,0,0,0.47196367,0.74707401,0,0,0,0,0,0
187,2.9886175,0,0,0,0,0,0.48646773,0.77003256,0,0,0,0,0,0
188,3.0777233,0,0,0,0,0,0.50097178,0.7929911,0,0,0,0,0,0
189,3.166829,0,0,0,0,0,0.51547583,0.81594965,0,0,0,0,0,0
190,3.2559347,0,0,0,0,0,0.52997988,0.8389082,0,0,0,0,0,0
191,3.3450404,0,0,0,0,0,0.54448393,0.86186674,0,0,0,0,0,0
192,3.4341462,0,0,0,0,0,0.55898798,0.88482529,0,0,0,0,0,0
193,3.5232519,0,0,0,0,0,0.57349203,0.90778384,0,0,0,0,0,0
194,3.6123576,0,0,0,0,0,0.58799609,0.93074238,0,0,0,0,0,0
195,3.7014634,0,0,0,0,0,0.60250014,0.95370093,0,0,0,0,0,0
196,3.7905691,0,0,0,0,0,0.61700419,0.97665947,0,0,0,0,0,0
197,3.8796748,0,0,0,0,0,0.63150824,0.99961802,0,0,0,0,0,0
198,3.9687806,0,0,0,0,0,0.64601229,1.0225766,0,0,0,0,0,0
199,4.0578863,0,0,0,0,0,0.66051634,1.0455351,0,0,0,0,0,0
200,4.146992,0,0,0,0,0,0.67502039,1.0684937,0,0,0,0,0,0
201,4.2360978,0,0,0,0,0,0.68952445,1.0914522,0,0,0,0,0,0
202,4.3252035,0,0,0,0,0,0.7040285,1.1144108,0,0,0,0,0,0
203,4.4143092,0,0,0,0,0,0.71853255,1.1373693,0,0,0,0,0,0
204,4.5034149,0,0,0,0,0,0.7330366,1.1603278,0,0,0,0,0,0
205,4.5925207,0,0,0,0,0,0.74754065,1.1832864,0,0,0,0,0,0
206,4.6816264,0,0,0,0,0,0.7620447,1.2062449,0,0,0,0,0,0
207,4.7707321,0,0,0,0,0,0.77654875,1.2292035,0,0,0,0,0,0
208,4.8598379,0,0,0,0,0,0.79105281,1.252162,0,0,0,0,0,0
209,4.9489436,0,0,0,0,0,0.80555686,1.2751206,0,0,0,0,0,0
210,5.0380493,0,0,0,0,0,0.82006091,1.2980791,0,0,0,0,0,0
211,5.1271551,0,0,0,0,0,0.83456496,1.3210377,0,0,0,0,0,0
212,5.2162608,0,0,0,0,0,0.84906901,1.3439962,0,0,0,0,0,0
213,5.3053665,0,0,0,0,0,0.86357306,1.3669548,0,0,0,0,0,0
214,5.3944723,0,0,0,0,0,0.87807711,1.3899133,0,0,0,0,0,0
215,5.483578,0,0,0,0,0,0.89258117,1.4128719,0,0,0,0,0,0
216,5.5726837,0,0,0,0,0,0.90708522,1.4358304,0,0,0,0,0,0
217,5.6617894,0,0,0,0,0,0.92158927,1.4587889,0,0,0,0,0,0
218,5.7508952,0,0,0,0,0,0.93609332,1.4817475,0,0,0,0,0,0
219,5.8400009,0,0,0,0,0,0.95059737,1.504706,0,0,0,0,0,0
220,5.9291066,0,0,0,0,0,0.96510142,1.5276646,0,0,0,0,0,0
221,6.0182124,0,0,0,0,0,0.97960547,1.5506231,0,0,0,0,0,0
222,6.1073181,0,0,0,0,0,0.99410953,1.5735817,0,0,0,0,0,0
223,6.1964238,0,0,0,0,0,1.0086136,1.5965402,0,0,0,0,0,0
224,6.2855296,0,0,0,0,0,1.0231176,1.6194988,0,0,0,0,0,0
225,6.3746353,0,0,0,0,0,1.0376217,1.6424573,0,0,0,0,0,0
226,6.463741,0,0,0,0,0,1.0521257,1.6654159,0,0,0,0,0,0
227,6.5528468,0,0,0,0,0,1.0666298,1.6883744,0,0,0,0,0,0
228,6.6419525,0,0,0,0,0,1.0811338,1.711333,0,0,0,0,0,0
229,6.7310582,0,0,0,0,0,1.0956379,1.7342915,0,0,0,0,0,0
230,6.820164,0,0,0,0,0,1.1101419,1.7572501,0,0,0,0,0,0
231,6.9092697,0,0,0,0,0,1.124646,1.7802086,0,0,0,0,0,0
232,6.9983754,0,0,0,0,0,1.13915,1.8031671,0,0,0,0,0,0
233,7.0874811,0,0,0,0,0,1.1536541,1.8261257,0,0,0,0,0,0
234,7.17659,0,0,0,0,0,1.1681586,1.849085,0,0,0,0,0,0
235,7.3611249,0,0,0,0,0,1.1981961,1.8966314,0,0,0,0,0,0
236,7.5456599,0,0,0,0,0,1.2282335,1.9441778,0,0,0,0,0,0
237,7.7301949,0,0,0,0,0,1.2582709,1.9917242,0,0,0,0,0,0
238,7.9147299,0,0,0,0,0,1.2883083,2.0392706,0,0,0,0,0,0
239,8.0992649,0,0,0,0,0,1.3183457,2.0868169,0,0,0,0,0,0
240,8.2837999,0,0,0,0,0,1.3483831,2.1343633,0,0,0,0,0,0
241,8.4683348,0,0,0,0,0,1.3784205,2.1819097,0,0,0,0,0,0
242,8.6528698,0,0,0,0,0,1.4084579,2.2294561,0,0,0,0,0,0
243,8.8374048,0,0,0,0,0,1.4384953,2.2770024,0,0,0,0,0,0
244,9.0219398,0,0,0,0,0,1.4685327,2.3245488,0,0,0,0,0,0
245,9.2064748,0,0,0,0,0,1.4985701,2.3720952,0,0,0,0,0,0
246,9.3910097,0,0,0,0,0,1.5286075,2.4196416,0,0,0,0,0,0
247,9.5755447,0,0,0,0,0,1.5586449,2.467188,0,0,0,0,0,0
248,9.7600797,0,0,0,0,0,1.5886823,2.5147343,0,0,0,0,0,0
249,9.9446147,0,0,0,0,0,1.6187197,2.5622807,0,0,0,0,0,0
250,10.12915,0,0,0,0,0,1.6487571,2.6098271,0,0,0,0,0,0
251,10.313685,0,0,0,0,0,1.6787945,2.6573735,0,0,0,0,0,0
252,10.49822,0,0,0,0,0,1.7088319,2.7049199,0,0,0,0,0,0
253,10.682755,0,0,0,0,0,1.7388693,2.7524662,0,0,0,0,0,0
254,10.86729,0,0,0,0,0,1.7689067,2.8000126,0,0,0,0,0,0
255,11.051825,0,0,0,0,0,1.7989441,2.847559,0,0,0,0,0,0
256,11.23636,0,0,0,0,0,1.8289815,2.8951054,0,0,0,0,0,0
257,11.420895,0,0,0,0,0,1.8590189,2.9426518,0,0,0,0,0,0
258,11.60543,0,0,0,0,0,1.8890563,2.9901981,0,0,0,0,0,0
259,11.789964,0,0,0,0,0,1.9190938,3.0377445,0,0,0,0,0,0
260,11.974499,0,0,0,0,0,1.9491312,3.0852909,0,0,0,0,0,0
261,12.159034,0,0,0,0,0,1.9791686,3.1328373,0,0,0,0,0,0
262,12.343569,0,0,0,0,0,2.009206,3.1803837,0,0,0,0,0,0
263,12.528104,0,0,0,0,0,2.0392434,3.22793,0,0,0,0,0,0
264,12.712639,0,0,0,0,0,2.0692808,3.2754764,0,0,0,0,0,0
265,12.897174,0,0,0,0,0,2.0993182,3.3230228,0,0,0,0,0,0
266,13.081709,0,0,0,0,0,2.1293556,3.3705692,0,0,0,0,0,0
267,13.266244,0,0,0,0,0,2.159393,3.4181156,0,0,0,0,0,0
268,13.450779,0,0,0,0,0,2.1894304,3.4656619,0,0,0,0,0,0
269,13.635314,0,0,0,0,0,2.2194678,3.5132083,0,0,0,0,0,0
270,13.819849,0,0,0,0,0,2.2495052,3.5607547,0,0,0,0,0,0
271,14.004384,0,0,0,0,0,2.2795426,3.6083011,0,0,0,0,0,0
272,14.188919,0,0,0,0,0,2.30958,3.6558475,0,0,0,0,0,0
273,14.373454,0,0,0,0,0,2.3396174,3.7033938,0,0,0,0,0,0
274,14.557989,0,0,0,0,0,2.3696548,3.7509402,0,0,0,0,0,0
275,14.742524,0,0,0,0,0,2.3996922,3.7984866,0,0,0,0,0,0
276,14.927059,0,0,0,0,0,2.4297296,3.846033,0,0,0,0,0,0
277,15.111594,0,0,0,0,0,2.459767,3.8935794,0,0,0,0,0,0
278,15.296129,0,0,0,0,0,2.4898044,3.9411257,0,0,0,0,0,0
279,15.480664,0,0,0,0,0,2.5198418,3.9886721,0,0,0,0,0,0
280,15.665199,0,0,0,0,0,2.5498792,4.0362185,0,0,0,0,0,0
281,15.849734,0,0,0,0,0,2.5799166,4.0837649,0,0,0,0,0,0
282,16.034269,0,0,0,0,0,2.609954,4.1313113,0,0,0,0,0,0
283,16.218804,0,0,0,0,0,2.6399915,4.1788576,0,0,0,0,0,0
284,16.403339,0,0,0,0,0,2.6700289,4.226404,0,0,0,0,0,0
285,16.587874,0,0,0,0,0,2.7000663,4.2739504,0,0,0,0,0,0
286,16.772409,0,0,0,0,0,2.7301037,4.3214968,0,0,0,0,0,0
287,16.956944,0,0,0,0,0,2.7601411,4.3690432,0,0,0,0,0,0
288,17.141479,0,0,0,0,0,2.7901785,4.4165895,0,0,0,0,0,0
289,17.326014,0,0,0,0,0,2.8202159,4.4641359,0,0,0,0,0,0
290,17.510549,0,0,0,0,0,2.8502533,4.5116823,0,0,0,0,0,0
291,17.695084,0,0,0,0,0,2.8802907,4.5592287,0,0,0,0,0,0
292,17.879619,0,0,0,0,0,2.9103281,4.6067751,0,0,0,0,0,0
293,18.064154,0,0,0,0,0,2.9403655,4.6543214,0,0,0,0,0,0
294,18.248689,0,0,0,0,0,2.9704029,4.7018678,0,0,0,0,0,0
295,18.433224,0,0,0,0,0,3.0004403,4.7494142,0,0,0,0,0,0
296,18.617759,0,0,0,0,0,3.0304777,4.7969606,0,0,0,0,0,0
297,18.802294,0,0,0,0,0,3.0605151,4.8445069,0,0,0,0,0,0
298,18.986829,0,0,0,0,0,3.0905525,4.8920533,0,0,0,0,0,0
299,19.171364,0,0,0,0,0,3.1205899,4.9395997,0,0,0,0,0,0
300,19.355899,0,0,0,0,0,3.1506273,4.9871461,0,0,0,0,0,0
301,19.540434,0,0,0,0,0,3.1806647,5.0346925,0,0,0,0,0,0
302,19.724969,0,0,0,0,0,3.2107021,5.0822388,0,0,0,0,0,0
303,19.909504,0,0,0,0,0,3.2407395,5.1297852,0,0,0,0,0,0
304,20.094039,0,0,0,0,0,3.2707769,5.1773316,0,0,0,0,0,0
305,20.278574,0,0,0,0,0,3.3008143,5.224878,0,0,0,0,0,0
306,20.463109,0,0,0,0,0,3.3308517,5.2724244,0,0,0,0,0,0
307,20.647644,0,0,0,0,0,3.3608892,5.3199707,0,0,0,0,0,0
308,20.832179,0,0,0,0,0,3.3909266,5.3675171,0,0,0,0,0,0
309,21.016714,0,0,0,0,0,3.420964,5.4150635,0,0,0,0,0,0
310,21.201249,0,0,0,0,0,3.4510014,5.4626099,0,0,0,0,0,0
311,21.385783,0,0,0,0,0,3.4810388,5.5101563,0,0,0,0,0,0
312,21.570318,0,0,0,0,0,3.5110762,5.5577026,0,0,0,0,0,0
313,21.754853,0,0,0,0,0,3.5411136,5.605249,0,0,0,0,0,0
314,21.939388,0,0,0,0,0,3.571151,5.6527954,0,0,0,0,0,0
