Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa)
1231,218.5564,0,0,0,0,1.0214906,0.72940034,0,0,0,7.8687936,78.393732,0,0,0,0
1232,218.54513,0,0,0,0,1.0214379,0.72936274,0,0,0,7.8683879,78.38969,0,0,0,0
1233,218.53387,0,0,0,0,1.0213853,0.72932513,0,0,0,7.8679821,78.385648,0,0,0,0
1234,218.5226,0,0,0,0,1.0213326,0.72928752,0,0,0,7.8675764,78.381606,0,0,0,0
1235,218.51133,0,0,0,0,1.0212799,0.72924991,0,0,0,7.8671707,78.377564,0,0,0,0
1236,218.50006,0,0,0,0,1.0212272,0.72921231,0,0,0,7.866765,78.373523,0,0,0,0
1237,218.48879,0,0,0,0,1.0211746,0.7291747,0,0,0,7.8663593,78.369481,0,0,0,0
1238,218.47752,0,0,0,0,1.0211219,0.72913709,0,0,0,7.8659536,78.365439,0,0,0,0
1239,218.46625,0,0,0,0,1.0210692,0.72909948,0,0,0,7.8655479,78.361397,0,0,0,0
1240,218.45498,0,0,0,0,1.0210166,0.72906188,0,0,0,7.8651422,78.357355,0,0,0,0
1241,218.44372,0,0,0,0,1.0209639,0.72902427,0,0,0,7.8647364,78.353313,0,0,0,0
1242,218.43245,0,0,0,0,1.0209112,0.72898666,0,0,0,7.8643307,78.349271,0,0,0,0
1243,218.42118,0,0,0,0,1.0208586,0.72894905,0,0,0,7.863925,78.345229,0,0,0,0
1244,218.40991,0,0,0,0,1.0208059,0.72891144,0,0,0,7.8635193,78.341187,0,0,0,0
1245,218.39864,0,0,0,0,1.0207532,0.72887384,0,0,0,7.8631136,78.337145,0,0,0,0
1246,218.38737,0,0,0,0,1.0207006,0.72883623,0,0,0,7.8627079,78.333103,0,0,0,0
1247,218.3761,0,0,0,0,1.0206479,0.72879862,0,0,0,7.8623022,78.329061,0,0,0,0
1248,218.36483,0,0,0,0,1.0205952,0.72876101,0,0,0,7.8618965,78.325019,0,0,0,0
1249,218.35357,0,0,0,0,1.0205426,0.72872341,0,0,0,7.8614907,78.320977,0,0,0,0
1250,218.3423,0,0,0,0,1.0204899,0.7286858,0,0,0,7.861085,78.316935,0,0,0,0
1251,218.33103,0,0,0,0,1.0204372,0.72864819,0,0,0,7.8606793,78.312893,0,0,0,0
1252,218.31976,0,0,0,0,1.0203846,0.72861058,0,0,0,7.8602736,78.308851,0,0,0,0
1253,218.30849,0,0,0,0,1.0203319,0.72857298,0,0,0,7.8598679,78.304809,0,0,0,0
1254,218.29722,0,0,0,0,1.0202792,0.72853537,0,0,0,7.8594622,78.300767,0,0,0,0
1255,218.28595,0,0,0,0,1.0202266,0.72849776,0,0,0,7.8590565,78.296725,0,0,0,0
1256,218.27469,0,0,0,0,1.0201739,0.72846015,0,0,0,7.8586508,78.292683,0,0,0,0
1257,218.26342,0,0,0,0,1.0201212,0.72842255,0,0,0,7.858245,78.288641,0,0,0,0
1258,218.25215,0,0,0,0,1.0200686,0.72838494,0,0,0,7.8578393,78.284599,0,0,0,0
1259,218.24088,0,0,0,0,1.0200159,0.72834733,0,0,0,7.8574336,78.280558,0,0,0,0
1260,218.22961,0,0,0,0,1.0199632,0.72830972,0,0,0,7.8570279,78.276516,0,0,0,0
1261,218.21834,0,0,0,0,1.0199106,0.72827212,0,0,0,7.8566222,78.272474,0,0,0,0
1262,218.20707,0,0,0,0,1.0198579,0.72823451,0,0,0,7.8562165,78.268432,0,0,0,0
1263,218.1958,0,0,0,0,1.0198052,0.7281969,0,0,0,7.8558108,78.26439,0,0,0,0
1264,218.18454,0,0,0,0,1.0197526,0.72815929,0,0,0,7.8554051,78.260348,0,0,0,0
1265,218.17327,0,0,0,0,1.0196999,0.72812168,0,0,0,7.8549993,78.256306,0,0,0,0
1266,218.162,0,0,0,0,1.0196472,0.72808408,0,0,0,7.8545936,78.252264,0,0,0,0
1267,218.15073,0,0,0,0,1.0195946,0.72804647,0,0,0,7.8541879,78.248222,0,0,0,0
1268,218.13946,0,0,0,0,1.0195419,0.72800886,0,0,0,7.8537822,78.24418,0,0,0,0
1269,218.12819,0,0,0,0,1.0194892,0.72797125,0,0,0,7.8533765,78.240138,0,0,0,0
1270,218.11692,0,0,0,0,1.0194365,0.72793365,0,0,0,7.8529708,78.236096,0,0,0,0
1271,218.10565,0,0,0,0,1.0193839,0.72789604,0,0,0,7.8525651,78.232054,0,0,0,0
1272,218.09439,0,0,0,0,1.0193312,0.72785843,0,0,0,7.8521594,78.228012,0,0,0,0
1273,218.08312,0,0,0,0,1.0192785,0.72782082,0,0,0,7.8517536,78.22397,0,0,0,0
1274,218.07185,0,0,0,0,1.0192259,0.72778322,0,0,0,7.8513479,78.219928,0,0,0,0
1275,218.06058,0,0,0,0,1.0191732,0.72774561,0,0,0,7.8509422,78.215886,0,0,0,0
1276,218.04931,0,0,0,0,1.0191205,0.727708,0,0,0,7.8505365,78.211844,0,0,0,0
1277,218.03804,0,0,0,0,1.0190679,0.72767039,0,0,0,7.8501308,78.207802,0,0,0,0
1278,218.02677,0,0,0,0,1.0190152,0.72763279,0,0,0,7.8497251,78.20376,0,0,0,0
1279,218.01551,0,0,0,0,1.0189625,0.72759518,0,0,0,7.8493194,78.199718,0,0,0,0
1280,218.00424,0,0,0,0,1.0189099,0.72755757,0,0,0,7.8489137,78.195676,0,0,0,0
1281,217.99297,0,0,0,0,1.0188572,0.72751996,0,0,0,7.8485079,78.191635,0,0,0,0
1282,217.9817,0,0,0,0,1.0188045,0.72748235,0,0,0,7.8481022,78.187593,0,0,0,0
1283,217.97043,0,0,0,0,1.0187519,0.72744475,0,0,0,7.8476965,78.183551,0,0,0,0
1284,217.95916,0,0,0,0,1.0186992,0.72740714,0,0,0,7.8472908,78.179509,0,0,0,0
1285,217.94789,0,0,0,0,1.0186465,0.72736953,0,0,0,7.8468851,78.175467,0,0,0,0
1286,217.93662,0,0,0,0,1.0185939,0.72733192,0,0,0,7.8464794,78.171425,0,0,0,0
1287,217.92536,0,0,0,0,1.0185412,0.72729432,0,0,0,7.8460737,78.167383,0,0,0,0
1288,217.91409,0,0,0,0,1.0184885,0.72725671,0,0,0,7.845668,78.163341,0,0,0,0
1289,217.90282,0,0,0,0,1.0184359,0.7272191,0,0,0,7.8452623,78.159299,0,0,0,0
1290,217.89155,0,0,0,0,1.0183832,0.72718149,0,0,0,7.8448565,78.155257,0,0,0,0
1291,217.88028,0,0,0,0,1.0183305,0.72714389,0,0,0,7.8444508,78.151215,0,0,0,0
1292,217.86901,0,0,0,0,1.0182779,0.72710628,0,0,0,7.8440451,78.147173,0,0,0,0
1293,217.85774,0,0,0,0,1.0182252,0.72706867,0,0,0,7.8436394,78.143131,0,0,0,0
1294,217.84647,0,0,0,0,1.0181725,0.72703106,0,0,0,7.8432337,78.139089,0,0,0,0
1295,217.83521,0,0,0,0,1.0181199,0.72699346,0,0,0,7.842828,78.135047,0,0,0,0
1296,217.82394,0,0,0,0,1.0180672,0.72695585,0,0,0,7.8424223,78.131005,0,0,0,0
1297,217.81267,0,0,0,0,1.0180145,0.72691824,0,0,0,7.8420166,78.126963,0,0,0,0
1298,217.8014,0,0,0,0,1.0179619,0.72688063,0,0,0,7.8416108,78.122921,0,0,0,0
1299,217.79013,0,0,0,0,1.0179092,0.72684302,0,0,0,7.8412051,78.118879,0,0,0,0
1300,217.77886,0,0,0,0,1.0178565,0.72680542,0,0,0,7.8407994,78.114837,0,0,0,0
1301,217.76759,0,0,0,0,1.0178038,0.72676781,0,0,0,7.8403937,78.110795,0,0,0,0
1302,217.75633,0,0,0,0,1.0177512,0.7267302,0,0,0,7.839988,78.106753,0,0,0,0
1303,217.74506,0,0,0,0,1.0176985,0.72669259,0,0,0,7.8395823,78.102712,0,0,0,0
1304,217.73379,0,0,0,0,1.0176458,0.72665499,0,0,0,7.8391766,78.09867,0,0,0,0
1305,217.72252,0,0,0,0,1.0175932,0.72661738,0,0,0,7.8387709,78.094628,0,0,0,0
1306,217.71125,0,0,0,0,1.0175405,0.72657977,0,0,0,7.8383651,78.090586,0,0,0,0
1307,217.69998,0,0,0,0,1.0174878,0.72654216,0,0,0,7.8379594,78.086544,0,0,0,0
1308,217.68871,0,0,0,0,1.0174352,0.72650456,0,0,0,7.8375537,78.082502,0,0,0,0
1309,217.67744,0,0,0,0,1.0173825,0.72646695,0,0,0,7.837148,78.07846,0,0,0,0
1310,217.66618,0,0,0,0,1.0173298,0.72642934,0,0,0,7.8367423,78.074418,0,0,0,0
1311,217.65491,0,0,0,0,1.0172772,0.72639173,0,0,0,7.8363366,78.070376,0,0,0,0
1312,217.64364,0,0,0,0,1.0172245,0.72635413,0,0,0,7.8359309,78.066334,0,0,0,0
1313,217.63237,0,0,0,0,1.0171718,0.72631652,0,0,0,7.8355251,78.062292,0,0,0,0
1314,217.60376,0,0,0,0,1.0170381,0.72622104,0,0,0,7.8344952,78.052031,0,0,0,0
1315,217.57515,0,0,0,0,1.0169044,0.72612557,0,0,0,7.8334652,78.041769,0,0,0,0
1316,217.54655,0,0,0,0,1.0167707,0.7260301,0,0,0,7.8324352,78.031508,0,0,0,0
1317,217.51794,0,0,0,0,1.016637,0.72593462,0,0,0,7.8314053,78.021247,0,0,0,0
1318,217.48933,0,0,0,0,1.0165033,0.72583915,0,0,0,7.8303753,78.010986,0,0,0,0
1319,217.46072,0,0,0,0,1.0163696,0.72574368,0,0,0,7.8293453,78.000725,0,0,0,0
1320,217.43212,0,0,0,0,1.0162359,0.7256482,0,0,0,7.8283154,77.990464,0,0,0,0
1321,217.40351,0,0,0,0,1.0161022,0.72555273,0,0,0,7.8272854,77.980203,0,0,0,0
1322,217.3749,0,0,0,0,1.0159685,0.72545726,0,0,0,7.8262554,77.969941,0,0,0,0
1323,217.34629,0,0,0,0,1.0158348,0.72536179,0,0,0,7.8252255,77.95968,0,0,0,0
1324,217.31769,0,0,0,0,1.0157011,0.72526631,0,0,0,7.8241955,77.949419,0,0,0,0
1325,217.28908,0,0,0,0,1.0155674,0.72517084,0,0,0,7.8231655,77.939158,0,0,0,0
1326,217.26047,0,0,0,0,1.0154337,0.72507537,0,0,0,7.8221356,77.928897,0,0,0,0
1327,217.23187,0,0,0,0,1.0153,0.72497989,0,0,0,7.8211056,77.918636,0,0,0,0
1328,217.20326,0,0,0,0,1.0151663,0.72488442,0,0,0,7.8200756,77.908374,0,0,0,0
1329,217.17465,0,0,0,0,1.0150325,0.72478895,0,0,0,7.8190457,77.898113,0,0,0,0
1330,217.14604,0,0,0,0,1.0148988,0.72469347,0,0,0,7.8180157,77.887852,0,0,0,0
1331,217.11744,0,0,0,0,1.0147651,0.724598,0,0,0,7.8169857,77.877591,0,0,0,0
1332,217.08883,0,0,0,0,1.0146314,0.72450253,0,0,0,7.8159558,77.86733,0,0,0,0
1333,217.06022,0,0,0,0,1.0144977,0.72440705,0,0,0,7.8149258,77.857069,0,0,0,0
1334,217.03161,0,0,0,0,1.014364,0.72431158,0,0,0,7.8138958,77.846808,0,0,0,0
1335,217.00301,0,0,0,0,1.0142303,0.72421611,0,0,0,7.8128659,77.836546,0,0,0,0
1336,216.9744,0,0,0,0,1.0140966,0.72412064,0,0,0,7.8118359,77.826285,0,0,0,0
1337,216.94579,0,0,0,0,1.0139629,0.72402516,0,0,0,7.8108059,77.816024,0,0,0,0
1338,216.91718,0,0,0,0,1.0138292,0.72392969,0,0,0,7.809776,77.805763,0,0,0,0
1339,216.88858,0,0,0,0,1.0136955,0.72383422,0,0,0,7.808746,77.795502,0,0,0,0
1340,216.85997,0,0,0,0,1.0135618,0.72373874,0,0,0,7.807716,77.785241,0,0,0,0
1341,216.83136,0,0,0,0,1.0134281,0.72364327,0,0,0,7.8066861,77.774979,0,0,0,0
1342,216.80275,0,0,0,0,1.0132944,0.7235478,0,0,0,7.8056561,77.764718,0,0,0,0
1343,216.77415,0,0,0,0,1.0131607,0.72345232,0,0,0,7.8046261,77.754457,0,0,0,0
1344,216.74554,0,0,0,0,1.013027,0.72335685,0,0,0,7.8035962,77.744196,0,0,0,0
1345,216.71693,0,0,0,0,1.0128933,0.72326138,0,0,0,7.8025662,77.733935,0,0,0,0
1346,216.68832,0,0,0,0,1.0127596,0.7231659,0,0,0,7.8015362,77.723674,0,0,0,0
1347,216.65972,0,0,0,0,1.0126258,0.72307043,0,0,0,7.8005063,77.713413,0,0,0,0
1348,216.63111,0,0,0,0,1.0124921,0.72297496,0,0,0,7.7994763,77.703151,0,0,0,0
1349,216.6025,0,0,0,0,1.0123584,0.72287949,0,0,0,7.7984463,77.69289,0,0,0,0
1350,216.57389,0,0,0,0,1.0122247,0.72278401,0,0,0,7.7974164,77.682629,0,0,0,0
1351,216.54529,0,0,0,0,1.012091,0.72268854,0,0,0,7.7963864,77.672368,0,0,0,0
1352,216.51668,0,0,0,0,1.0119573,0.72259307,0,0,0,7.7953564,77.662107,0,0,0,0
1353,216.48807,0,0,0,0,1.0118236,0.72249759,0,0,0,7.7943265,77.651846,0,0,0,0
1354,216.45947,0,0,0,0,1.0116899,0.72240212,0,0,0,7.7932965,77.641584,0,0,0,0
1355,216.43086,0,0,0,0,1.0115562,0.72230665,0,0,0,7.7922665,77.631323,0,0,0,0
1356,216.40225,0,0,0,0,1.0114225,0.72221117,0,0,0,7.7912366,77.621062,0,0,0,0
1357,216.37364,0,0,0,0,1.0112888,0.7221157,0,0,0,7.7902066,77.610801,0,0,0,0
1358,216.34504,0,0,0,0,1.0111551,0.72202023,0,0,0,7.7891766,77.60054,0,0,0,0
1359,216.31643,0,0,0,0,1.0110214,0.72192475,0,0,0,7.7881467,77.590279,0,0,0,0
1360,216.28782,0,0,0,0,1.0108877,0.72182928,0,0,0,7.7871167,77.580018,0,0,0,0
1361,216.25921,0,0,0,0,1.010754,0.72173381,0,0,0,7.7860867,77.569756,0,0,0,0
1362,216.23061,0,0,0,0,1.0106203,0.72163834,0,0,0,7.7850568,77.559495,0,0,0,0
1363,216.202,0,0,0,0,1.0104866,0.72154286,0,0,0,7.7840268,77.549234,0,0,0,0
1364,216.17339,0,0,0,0,1.0103529,0.72144739,0,0,0,7.7829968,77.538973,0,0,0,0
1365,216.14478,0,0,0,0,1.0102191,0.72135192,0,0,0,7.7819669,77.528712,0,0,0,0
1366,216.11618,0,0,0,0,1.0100854,0.72125644,0,0,0,7.7809369,77.518451,0,0,0,0
1367,216.08757,0,0,0,0,1.0099517,0.72116097,0,0,0,7.7799069,77.508189,0,0,0,0
1368,216.05896,0,0,0,0,1.009818,0.7210655,0,0,0,7.778877,77.497928,0,0,0,0
1369,216.03035,0,0,0,0,1.0096843,0.72097002,0,0,0,7.777847,77.487667,0,0,0,0
1370,216.00175,0,0,0,0,1.0095506,0.72087455,0,0,0,7.776817,77.477406,0,0,0,0
1371,215.97314,0,0,0,0,1.0094169,0.72077908,0,0,0,7.7757871,77.467145,0,0,0,0
1372,215.94453,0,0,0,0,1.0092832,0.72068361,0,0,0,7.7747571,77.456884,0,0,0,0
1373,215.91592,0,0,0,0,1.0091495,0.72058813,0,0,0,7.7737272,77.446623,0,0,0,0
1374,215.88732,0,0,0,0,1.0090158,0.72049266,0,0,0,7.7726972,77.436361,0,0,0,0
1375,215.85871,0,0,0,0,1.0088821,0.72039719,0,0,0,7.7716672,77.4261,0,0,0,0
1376,215.8301,0,0,0,0,1.0087484,0.72030171,0,0,0,7.7706373,77.415839,0,0,0,0
1377,215.8015,0,0,0,0,1.0086147,0.72020624,0,0,0,7.7696073,77.405578,0,0,0,0
1378,215.77289,0,0,0,0,1.008481,0.72011077,0,0,0,7.7685773,77.395317,0,0,0,0
1379,215.74428,0,0,0,0,1.0083473,0.72001529,0,0,0,7.7675474,77.385056,0,0,0,0
1380,215.71567,0,0,0,0,1.0082136,0.71991982,0,0,0,7.7665174,77.374794,0,0,0,0
1381,215.68707,0,0,0,0,1.0080799,0.71982435,0,0,0,7.7654874,77.364533,0,0,0,0
1382,215.65846,0,0,0,0,1.0079462,0.71972887,0,0,0,7.7644575,77.354272,0,0,0,0
1383,215.62985,0,0,0,0,1.0078124,0.7196334,0,0,0,7.7634275,77.344011,0,0,0,0
1384,215.60124,0,0,0,0,1.0076787,0.71953793,0,0,0,7.7623975,77.33375,0,0,0,0
1385,215.57264,0,0,0,0,1.007545,0.71944246,0,0,0,7.7613676,77.323489,0,0,0,0
1386,215.54403,0,0,0,0,1.0074113,0.71934698,0,0,0,7.7603376,77.313227,0,0,0,0
1387,215.51542,0,0,0,0,1.0072776,0.71925151,0,0,0,7.7593076,77.302966,0,0,0,0
1388,215.48681,0,0,0,0,1.0071439,0.71915604,0,0,0,7.7582777,77.292705,0,0,0,0
1389,215.45821,0,0,0,0,1.0070102,0.71906056,0,0,0,7.7572477,77.282444,0,0,0,0
1390,215.4296,0,0,0,0,1.0068765,0.71896509,0,0,0,7.7562177,77.272183,0,0,0,0
1391,215.40099,0,0,0,0,1.0067428,0.71886962,0,0,0,7.7551878,77.261922,0,0,0,0
1392,215.37238,0,0,0,0,1.0066091,0.71877414,0,0,0,7.7541578,77.251661,0,0,0,0
1393,215.34378,0,0,0,0,1.0064754,0.71867867,0,0,0,7.7531278,77.241399,0,0,0,0
1394,215.31517,0,0,0,0,1.0063417,0.7185832,0,0,0,7.7520979,77.231138,0,0,0,0
1395,215.28656,0,0,0,0,1.006208,0.71848772,0,0,0,7.7510679,77.220877,0,0,0,0
1396,215.25795,0,0,0,0,1.0060743,0.71839225,0,0,0,7.7500379,77.210616,0,0,0,0
1397,215.22935,0,0,0,0,1.0059406,0.71829678,0,0,0,7.749008,77.200355,0,0,0,0
1398,215.20074,0,0,0,0,1.0058069,0.71820131,0,0,0,7.747978,77.190094,0,0,0,0
1399,215.17213,0,0,0,0,1.0056732,0.71810583,0,0,0,7.746948,77.179832,0,0,0,0
1400,215.14352,0,0,0,0,1.0055395,0.71801036,0,0,0,7.7459181,77.169571,0,0,0,0
1401,215.11492,0,0,0,0,1.0054057,0.71791489,0,0,0,7.7448881,77.15931,0,0,0,0
1402,215.08631,0,0,0,0,1.005272,0.71781941,0,0,0,7.7438581,77.149049,0,0,0,0
1403,215.0577,0,0,0,0,1.0051383,0.71772394,0,0,0,7.7428282,77.138788,0,0,0,0
1404,215.0291,0,0,0,0,1.0050046,0.71762847,0,0,0,7.7417982,77.128527,0,0,0,0
1405,215.00049,0,0,0,0,1.0048709,0.71753299,0,0,0,7.7407682,77.118266,0,0,0,0
1406,214.97188,0,0,0,0,1.0047372,0.71743752,0,0,0,7.7397383,77.108004,0,0,0,0
1407,214.94327,0,0,0,0,1.0046035,0.71734205,0,0,0,7.7387083,77.097743,0,0,0,0
1408,214.91467,0,0,0,0,1.0044698,0.71724658,0,0,0,7.7376783,77.087482,0,0,0,0
1409,214.88606,0,0,0,0,1.0043361,0.7171511,0,0,0,7.7366484,77.077221,0,0,0,0
1410,214.85745,0,0,0,0,1.0042024,0.71705563,0,0,0,7.7356184,77.06696,0,0,0,0
1411,214.82884,0,0,0,0,1.0040687,0.71696016,0,0,0,7.7345884,77.056699,0,0,0,0
1412,214.80024,0,0,0,0,1.003935,0.71686468,0,0,0,7.7335585,77.046437,0,0,0,0
1413,214.77163,0,0,0,0,1.0038013,0.71676921,0,0,0,7.7325285,77.036176,0,0,0,0
1414,214.74302,0,0,0,0,1.0036676,0.71667374,0,0,0,7.7314985,77.025915,0,0,0,0
1415,214.71441,0,0,0,0,1.0035339,0.71657826,0,0,0,7.7304686,77.015654,0,0,0,0
1416,214.68581,0,0,0,0,1.0034002,0.71648279,0,0,0,7.7294386,77.005393,0,0,0,0
1417,214.6572,0,0,0,0,1.0032665,0.71638732,0,0,0,7.7284086,76.995132,0,0,0,0
1418,214.62859,0,0,0,0,1.0031328,0.71629184,0,0,0,7.7273787,76.984871,0,0,0,0
1419,214.59998,0,0,0,0,1.0029991,0.71619637,0,0,0,7.7263487,76.974609,0,0,0,0
1420,214.57138,0,0,0,0,1.0028653,0.7161009,0,0,0,7.7253187,76.964348,0,0,0,0
1421,214.54277,0,0,0,0,1.0027316,0.71600543,0,0,0,7.7242888,76.954087,0,0,0,0
1422,214.51416,0,0,0,0,1.0025979,0.71590995,0,0,0,7.7232588,76.943826,0,0,0,0
1423,214.48154,0,0,0,0,1.0024455,0.71580107,0,0,0,7.7220842,76.932124,0,0,0,0
1424,214.44891,0,0,0,0,1.002293,0.7156922,0,0,0,7.7209096,76.920422,0,0,0,0
1425,214.41629,0,0,0,0,1.0021405,0.71558332,0,0,0,7.7197351,76.90872,0,0,0,0
1426,214.38367,0,0,0,0,1.001988,0.71547444,0,0,0,7.7185605,76.897018,0,0,0,0
1427,214.35104,0,0,0,0,1.0018355,0.71536556,0,0,0,7.7173859,76.885317,0,0,0,0
1428,214.31842,0,0,0,0,1.0016831,0.71525668,0,0,0,7.7162113,76.873615,0,0,0,0
1429,214.28579,0,0,0,0,1.0015306,0.71514781,0,0,0,7.7150367,76.861913,0,0,0,0
1430,214.25317,0,0,0,0,1.0013781,0.71503893,0,0,0,7.7138622,76.850211,0,0,0,0
1431,214.22055,0,0,0,0,1.0012256,0.71493005,0,0,0,7.7126876,76.838509,0,0,0,0
1432,214.18792,0,0,0,0,1.0010731,0.71482117,0,0,0,7.711513,76.826807,0,0,0,0
1433,214.1553,0,0,0,0,1.0009207,0.71471229,0,0,0,7.7103384,76.815105,0,0,0,0
1434,214.12267,0,0,0,0,1.0007682,0.71460342,0,0,0,7.7091639,76.803403,0,0,0,0
1435,214.09005,0,0,0,0,1.0006157,0.71449454,0,0,0,7.7079893,76.791702,0,0,0,0
1436,214.05743,0,0,0,0,1.0004632,0.71438566,0,0,0,7.7068147,76.78,0,0,0,0
1437,214.0248,0,0,0,0,1.0003108,0.71427678,0,0,0,7.7056401,76.768298,0,0,0,0
1438,213.99218,0,0,0,0,1.0001583,0.7141679,0,0,0,7.7044655,76.756596,0,0,0,0
1439,213.95955,0,0,0,0,1.0000058,0.71405903,0,0,0,7.703291,76.744894,0,0,0,0
1440,213.92693,0,0,0,0,0.99985332,0.71395015,0,0,0,7.7021164,76.733192,0,0,0,0
1441,213.89431,0,0,0,0,0.99970084,0.71384127,0,0,0,7.7009418,76.72149,0,0,0,0
1442,213.86168,0,0,0,0,0.99954837,0.71373239,0,0,0,7.6997672,76.709788,0,0,0,0
1443,213.82906,0,0,0,0,0.99939589,0.71362352,0,0,0,7.6985926,76.698087,0,0,0,0
1444,213.79643,0,0,0,0,0.99924341,0.71351464,0,0,0,7.6974181,76.686385,0,0,0,0
1445,213.76381,0,0,0,0,0.99909093,0.71340576,0,0,0,7.6962435,76.674683,0,0,0,0
1446,213.73119,0,0,0,0,0.99893845,0.71329688,0,0,0,7.6950689,76.662981,0,0,0,0
1447,213.69856,0,0,0,0,0.99878597,0.713188,0,0,0,7.6938943,76.651279,0,0,0,0
1448,213.66594,0,0,0,0,0.9986335,0.71307913,0,0,0,7.6927198,76.639577,0,0,0,0
1449,213.63331,0,0,0,0,0.99848102,0.71297025,0,0,0,7.6915452,76.627875,0,0,0,0
1450,213.60069,0,0,0,0,0.99832854,0.71286137,0,0,0,7.6903706,76.616174,0,0,0,0
1451,213.56807,0,0,0,0,0.99817606,0.71275249,0,0,0,7.689196,76.604472,0,0,0,0
1452,213.53544,0,0,0,0,0.99802358,0.71264361,0,0,0,7.6880214,76.59277,0,0,0,0
1453,213.50282,0,0,0,0,0.9978711,0.71253474,0,0,0,7.6868469,76.581068,0,0,0,0
1454,213.47019,0,0,0,0,0.99771863,0.71242586,0,0,0,7.6856723,76.569366,0,0,0,0
1455,213.43757,0,0,0,0,0.99756615,0.71231698,0,0,0,7.6844977,76.557664,0,0,0,0
1456,213.40495,0,0,0,0,0.99741367,0.7122081,0,0,0,7.6833231,76.545962,0,0,0,0
1457,213.37232,0,0,0,0,0.99726119,0.71209922,0,0,0,7.6821485,76.53426,0,0,0,0
1458,213.3397,0,0,0,0,0.99710871,0.71199035,0,0,0,7.680974,76.522559,0,0,0,0
1459,213.30707,0,0,0,0,0.99695623,0.71188147,0,0,0,7.6797994,76.510857,0,0,0,0
1460,213.27445,0,0,0,0,0.99680376,0.71177259,0,0,0,7.6786248,76.499155,0,0,0,0
1461,213.24183,0,0,0,0,0.99665128,0.71166371,0,0,0,7.6774502,76.487453,0,0,0,0
1462,213.2092,0,0,0,0,0.9964988,0.71155483,0,0,0,7.6762757,76.475751,0,0,0,0
1463,213.17658,0,0,0,0,0.99634632,0.71144596,0,0,0,7.6751011,76.464049,0,0,0,0
1464,213.14395,0,0,0,0,0.99619384,0.71133708,0,0,0,7.6739265,76.452347,0,0,0,0
1465,213.11133,0,0,0,0,0.99604136,0.7112282,0,0,0,7.6727519,76.440646,0,0,0,0
1466,213.07871,0,0,0,0,0.99588889,0.71111932,0,0,0,7.6715773,76.428944,0,0,0,0
1467,213.04608,0,0,0,0,0.99573641,0.71101045,0,0,0,7.6704028,76.417242,0,0,0,0
1468,213.01346,0,0,0,0,0.99558393,0.71090157,0,0,0,7.6692282,76.40554,0,0,0,0
1469,212.98083,0,0,0,0,0.99543145,0.71079269,0,0,0,7.6680536,76.393838,0,0,0,0
1470,212.94821,0,0,0,0,0.99527897,0.71068381,0,0,0,7.666879,76.382136,0,0,0,0
1471,212.91559,0,0,0,0,0.99512649,0.71057493,0,0,0,7.6657045,76.370434,0,0,0,0
1472,212.88296,0,0,0,0,0.99497402,0.71046606,0,0,0,7.6645299,76.358732,0,0,0,0
1473,212.85034,0,0,0,0,0.99482154,0.71035718,0,0,0,7.6633553,76.347031,0,0,0,0
1474,212.81771,0,0,0,0,0.99466906,0.7102483,0,0,0,7.6621807,76.335329,0,0,0,0
1475,212.78509,0,0,0,0,0.99451658,0.71013942,0,0,0,7.6610061,76.323627,0,0,0,0
1476,212.75247,0,0,0,0,0.9943641,0.71003054,0,0,0,7.6598316,76.311925,0,0,0,0
1477,212.71984,0,0,0,0,0.99421162,0.70992167,0,0,0,7.658657,76.300223,0,0,0,0
1478,212.68722,0,0,0,0,0.99405914,0.70981279,0,0,0,7.6574824,76.288521,0,0,0,0
1479,212.65459,0,0,0,0,0.99390667,0.70970391,0,0,0,7.6563078,76.276819,0,0,0,0
1480,212.62197,0,0,0,0,0.99375419,0.70959503,0,0,0,7.6551332,76.265118,0,0,0,0
1481,212.58935,0,0,0,0,0.99360171,0.70948615,0,0,0,7.6539587,76.253416,0,0,0,0
1482,212.55672,0,0,0,0,0.99344923,0.70937728,0,0,0,7.6527841,76.241714,0,0,0,0
1483,212.5241,0,0,0,0,0.99329675,0.7092684,0,0,0,7.6516095,76.230012,0,0,0,0
1484,212.49147,0,0,0,0,0.99314427,0.70915952,0,0,0,7.6504349,76.21831,0,0,0,0
1485,212.45885,0,0,0,0,0.9929918,0.70905064,0,0,0,7.6492604,76.206608,0,0,0,0
1486,212.42622,0,0,0,0,0.99283932,0.70894176,0,0,0,7.6480858,76.194906,0,0,0,0
1487,212.3936,0,0,0,0,0.99268684,0.70883289,0,0,0,7.6469112,76.183204,0,0,0,0
1488,212.36098,0,0,0,0,0.99253436,0.70872401,0,0,0,7.6457366,76.171503,0,0,0,0
1489,212.32835,0,0,0,0,0.99238188,0.70861513,0,0,0,7.644562,76.159801,0,0,0,0
1490,212.29573,0,0,0,0,0.9922294,0.70850625,0,0,0,7.6433875,76.148099,0,0,0,0
